,A,PaaX,SlyA,ihfB,Crp
tcs__del_baeR_lb__1,3.37418964120452,0.3196316675000004,0.4104240874999992,0.5605656749999994,0.452954033000001
tcs__del_baeR_lb__2,3.988797180040202,0.26838524850000045,0.473214883499999,0.6126008349999985,0.5136486629999997
tcs__del_btsR_01xlb__1,2.208858432915726,0.3073127944999996,-0.18505562850000068,0.9432713449999994,-1.0043266899999992
tcs__del_btsR_01xlb__2,2.3433656950136923,0.35225800049999995,-0.19110127250000095,0.9366931949999984,-1.1325108709999991
tcs__del_btsR_lb__1,0.5419147536174651,-0.6351386024999996,0.3533131284999982,-0.6853542480000012,0.9059306429999996
tcs__del_btsR_lb__2,0.8268893962373854,-0.5908942924999998,0.3802613034999993,-0.7342108110000005,0.882795573000001
tcs__del_btsR_pyruvate__1,1.8652515698444847,0.3606659004999999,-0.14778430750000204,1.1005735849999994,-1.2074819320000003
tcs__del_btsR_pyruvate__2,2.172628754408673,0.2849476014999999,-0.2639387495000012,1.0428346649999989,-1.2602474279999996
tcs__del_cpxR_etoh__1,2.3983522034897544,-0.02082118849999848,0.1732760864999996,-1.2457668860000002,1.209290043000001
tcs__del_cpxR_etoh__2,2.385238295938977,-0.08668391849999946,0.1370088834999983,-1.3651073150000013,1.1967784130000003
tcs__del_cpxR_lb__1,3.016747423653324,0.3284567365000015,0.5122421824999979,0.4965709849999982,0.5608460330000007
tcs__del_cpxR_lb__2,3.715720186132125,0.3342137395,0.4755079544999994,0.5211792949999996,0.6407895630000002
tcs__del_cusR_CuSO4__1,2.523674732787476,-0.5796640364999996,-1.007464444500001,0.18434866499999814,1.0462541129999998
tcs__del_cusR_CuSO4__2,3.474674870145415,-0.3240358324999999,-0.9687333075000018,0.17225255499999825,1.048489943
tcs__del_cusR_lb__1,5.183146350339254,-0.6208821574999996,0.1877090154999994,-1.0449315200000004,0.9952246930000008
tcs__del_cusR_lb__2,5.084727878427118,-0.7028081855000003,0.3295035794999989,-0.9400837300000012,1.0406022430000004
tcs__del_kdpE_01-kcl__1,1.226941528881628,-0.13378413950000034,0.7485052184999983,1.1887485049999995,0.08810516099999965
tcs__del_kdpE_01-kcl__2,1.1019980864207246,-0.2285231085000001,0.8452093654999988,1.1328524549999983,0.12273579200000027
tcs__del_kdpE_115-kcl__1,0.1773662462400245,-0.7638435745000001,0.5164102834999991,0.3157582949999984,0.04519701000000076
tcs__del_kdpE_115-kcl__2,0.4678336359174685,-0.7600612834999998,0.5113408104999984,0.3274617949999996,-0.003365354999999681
tcs__del_phoB_m9__1,-0.1186948040342187,-0.22879834649999964,0.5922572854999988,0.3449078549999989,0.7310639430000005
tcs__del_phoB_m9__2,-0.2848904799570019,-0.23891748349999986,0.5634752584999987,0.3593822249999992,0.7578592129999997
tcs__del_phoB_m9p__1,-1.441768154165619,-2.5268281015,0.2971382765000001,0.04294616499999826,-0.5173016199999996
tcs__del_phoB_m9p__2,-1.0223540191012508,-2.5336078075,0.30619270849999936,0.14834499499999865,-0.4868159799999994
tcs__del_rcsB_etoh__1,3.3222942762232224,0.2475596134999991,-0.5471922875000015,-1.1136557640000009,0.8584217130000003
tcs__del_rcsB_etoh__2,3.3526920829829505,0.2874984515000003,-0.4965981765000027,-1.2868625240000018,0.921416013
tcs__del_rcsB_lb__1,4.081494249090216,-0.06697797450000031,0.3150801364999989,-0.13048377500000186,0.6655188230000011
tcs__del_rcsB_lb__2,3.7332214264288006,0.07875974949999964,0.3627083724999984,-0.11948199500000099,0.7005509330000006
tcs__del_zraR_lb__1,8.207430905131327,-0.5716560734999998,-0.3427277715000025,-1.0089287450000004,0.5367675730000006
tcs__del_zraR_lb__2,8.321046349323352,-0.4809283014999997,-0.3535835505000016,-1.091690486000001,0.5696375729999996
tcs__del_zraR_zncl2__1,3.146443498501118,-0.07834772749999974,-0.4408217965000025,-0.3816540650000011,0.8338904830000011
tcs__del_zraR_zncl2__2,2.891484721274054,-0.01903167050000043,-0.5268265225000013,-0.3490349750000004,0.8158754130000005
tcs__wt_01-kcl__1,0.2724119904165008,-0.20153284049999964,0.5042326334999991,1.4550383449999984,-0.042192379999999474
tcs__wt_01-kcl__2,-0.2629964736995915,-0.3783728604999999,0.5396447714999989,1.3666007949999983,-0.04159150899999986
tcs__wt_01xlb__1,2.3415563924312397,0.4100162565000005,-0.06742008450000014,1.2327071049999994,-1.1868215099999997
tcs__wt_01xlb__2,2.451432046356839,0.2498393315000005,-0.039483313499999895,1.1960583349999985,-1.1874649749999993
tcs__wt_115-kcl__1,0.9473917165385488,-0.8108058514999996,0.3884878054999987,0.32144473499999826,-0.09970663000000002
tcs__wt_115-kcl__2,1.0856128592619947,-0.9999373394999996,0.2770518365000001,0.2549986949999994,-0.12142913199999937
tcs__wt_CuSO4__1,6.5238631990263,-0.6182039484999997,-0.8611569415000027,-0.3476380850000016,0.7338502030000011
tcs__wt_CuSO4__2,6.483292867543855,-0.4556763625000002,-0.6469719935000011,-0.3372910050000009,0.7305206129999995
tcs__wt_etoh__1,2.980533248003547,0.00035215949999845014,-0.3064248365000015,-0.7482089750000007,0.5754630630000008
tcs__wt_etoh__2,2.4308871380056054,-0.019138592499999163,-0.3304952225000015,-0.7733814200000015,0.5394844130000003
tcs__wt_lb__1,3.591408466546605,-0.016777340500000015,1.2359503354999983,0.7751741049999996,0.9893765630000004
tcs__wt_lb__2,3.979805027694305,-0.16165622650000078,1.338494562499999,0.7787220749999992,1.0922559429999996
tcs__wt_LiAcet__1,-0.3863212101361372,-0.8959753005,0.938792132499998,0.017340904999999296,0.6491752730000009
tcs__wt_LiAcet__2,-1.113110774555616,-0.7702270574999996,0.5096119834999993,0.2681002649999993,0.4062179429999997
tcs__wt_LiCl__1,-0.229095675261961,-0.5417223264999995,0.6585924394999996,0.2962828949999992,0.5743156230000004
tcs__wt_LiCl__2,-0.5193375226471366,-0.6326919664999995,0.6437666934999982,0.3996346949999996,0.6016396030000006
tcs__wt_m9p__1,-1.716824419572163,-2.2769049405,0.2803224974999985,0.07657937499999967,-0.39549780799999995
tcs__wt_m9p__2,-1.6732877760449878,-2.3468313385,0.31718406449999925,0.13100470499999872,-0.4201194360000001
tcs__wt_pyr__1,3.2269422224454587,0.4281212025000008,-0.1370850534999999,1.2105728949999983,-1.287916309
tcs__wt_pyr__2,3.205052310015085,0.5742277965000016,-0.08872133250000225,1.2221056149999985,-1.1631474849999996
tcs__wt_zncl2__1,4.181828344303293,-0.6408994884999997,-0.9506704355000012,-0.7767742820000016,0.6655301930000004
tcs__wt_zncl2__2,4.374975931978979,-0.7072796145,-0.9054605125000011,-0.8528359900000009,0.6831118230000008
ros_tale__0_0_0pq__1,0.7520157680038365,-1.0983755045,0.038616504499998434,-0.29706712500000165,0.3292272530000009
ros_tale__0_0_0pq__2,1.5304178457081088,-1.0325628635,-0.16572984450000128,-0.2938017850000012,0.30771033300000106
ros_tale__0_0_250pq__1,1.7151199413572815,0.8998086445000002,0.6207664104999999,1.4636231749999986,1.4522597630000007
ros_tale__0_0_250pq__2,1.9316036984969045,0.7587917815000003,0.5925258704999994,1.4943809649999995,1.4384985730000004
ros_tale__1_mid_250pq__1,-0.3269633014033924,-0.7985990134999996,-0.19207440450000132,-0.32276307500000107,0.6546866229999999
ros_tale__1_mid_250pq__2,0.1755007174654041,-0.8454181275000003,-0.11499565750000153,-0.2930924750000017,0.6257248529999995
ros_tale__1_0_0pq__3,0.4471995971256143,-0.9145630415,0.13239580649999996,-0.2918646050000007,0.6079365029999995
ros_tale__1_0_0pq__4,0.7497233003390789,-1.2536469145000009,0.021599476499998715,-0.2922434550000013,0.6228776230000008
ros_tale__1_0_250pq__1,-0.0463792099409118,-1.0069507445,-0.1242865645000002,-0.4652354850000009,0.4961959629999999
ros_tale__1_0_250pq__2,0.0199696954546097,-1.1450828914999995,-0.002240791500002004,-0.4838349040000018,0.6021915230000001
ros_tale__1_0_750pq__1,-1.0790376859287578,-1.1671911515,0.8665017984999981,-0.2302758950000001,0.6259014130000011
ros_tale__1_0_750pq__2,-1.8726972622368203,-1.1076875145000002,0.9958342944999979,0.08051488499999948,1.045357503
ros_tale__1_1_0pq__1,-0.5914780959340558,-0.5038484795000002,1.0170632524999978,-1.0700173100000008,0.7677037930000008
ros_tale__1_1_0pq__2,-0.7811035077452633,-0.7597402254999999,0.9395950274999992,-1.1030725730000004,0.727341753000001
ros_tale__1_1_250pq__1,-1.0961867155196567,-0.9086871595000005,1.0185344704999988,-1.1488553770000005,0.616797033000001
ros_tale__1_1_250pq__2,-1.036076109286561,-0.9982351845000004,1.2348933204999994,-0.9061221570000004,0.8796841830000002
ros_tale__1_1_750pq__1,-1.4201092759260228,-0.6674472035000001,1.0932046074999988,-0.9090295740000016,0.9722065830000002
ros_tale__1_1_750pq__2,-1.5227917264403807,-0.8286697624999997,1.3431779904999992,-0.6581965830000005,1.0968635530000004
ros_tale__1_2_0pq__1,-1.8853773643499647,-0.9111611484999996,1.3978929424999986,-1.1304818590000014,0.4026113930000008
ros_tale__1_2_0pq__2,-2.277309053027606,-1.0072656984999997,1.3184713604999985,-1.0979514990000006,0.2011867830000007
ros_tale__1_2_250pq__1,-2.035611552214434,-1.1706814515,1.429709428499999,-0.7678107230000002,0.6133156930000006
ros_tale__1_2_250pq__2,-1.4079032232091948,-1.2455720794999996,1.712750494499998,-0.5014282960000003,0.8060088329999999
ros_tale__1_2_750pq__1,-1.1177479091597633,-0.9568971704999996,1.8634041345,-0.5396704150000016,1.0991647330000005
ros_tale__1_2_750pq__2,-1.1722199820126955,-0.8001155295000002,2.015544404499998,-0.4184585450000018,1.1248291229999996
ros_tale__1_3_0pq__1,1.203913496760576,-0.08745332150000085,2.6796664345,0.4144101549999988,1.6003325529999994
ros_tale__1_3_0pq__2,0.9176647811016604,-0.09663376449999994,2.6785361745,0.4207752549999988,1.5980901030000003
ros_tale__1_3_250pq__1,2.4582892752942644,0.035903673499999116,1.4489234234999984,-0.09119649500000017,0.982030343
ros_tale__1_3_250pq__2,2.2918497541681178,0.20787130550000035,1.5779444564999991,0.18637689499999865,1.2771547729999997
ros_tale__1_3_250pq__3,2.845158661439426,0.4392918625000002,1.711583114499998,-0.25625172500000026,1.2324065130000008
ros_tale__1_3_250pq__4,4.501274109470325,0.5614129525000005,1.7246161544999996,0.16089092499999855,0.6953416529999998
ros_tale__1_3_750pq__1,2.031927586884216,0.4473167834999998,2.1492545944999986,-0.5423704530000002,1.0045313030000005
ros_tale__1_3_750pq__2,1.5450739562769014,0.3360741884999996,1.817053304499998,-0.4106519150000008,0.8300577430000011
ros_tale__1_4_0pq__1,-3.5471466935495304,-1.2811507405000002,2.1432263145,0.7322895249999988,0.9822872229999984
ros_tale__1_4_0pq__2,-3.039064060983199,-1.1369326624999996,2.1082468044999985,0.4307701549999994,0.8874455430000001
ros_tale__1_4_250pq__1,-0.7437763391664671,-1.0135129185,1.5342580854999994,0.39407791499999867,0.5704754429999994
ros_tale__1_4_250pq__2,-2.1988202679445608,-0.7424255805,1.9235809544999984,-0.033236975000001216,0.5921552030000008
ros_tale__1_4_750pq__1,-2.0574129009767304,-0.8463924245000003,1.4748325564999991,-0.0832875650000009,0.3072018029999999
ros_tale__1_4_750pq__2,-1.8648125822322572,-0.9063647995000004,1.141106312499998,-0.4445194470000011,0.4223943630000005
ros_tale__1_4_750pq__3,-1.3819501331934958,-0.2902747295000001,1.5490466374999985,0.36094371499999933,0.6522730330000002
ros_tale__1_4_750pq__4,-2.0199058054503856,0.13876238950000008,1.2304259954999992,-0.0008650550000002255,0.2525884729999994
ros_tale__2_mid_250pq__1,1.7002041654192923,0.16111025750000074,0.007901834499998374,0.5566811749999996,0.4665373430000006
ros_tale__2_mid_250pq__2,1.3101070477291978,-0.2120401344999996,-0.12179640250000112,0.044054444999998665,0.22496456300000034
ros_tale__2_0_0pq__1,-0.3082933011304686,-0.6292735425,1.9823317044999984,0.15041881499999832,1.323272493000001
ros_tale__2_0_0pq__2,-0.6739279089893461,-0.4602125924999996,2.0426019245,0.2961731849999989,1.432955703000001
ros_tale__2_0_250pq__1,0.3032988578084032,-1.1235786995000003,-0.27778875650000145,-0.5350269250000004,0.4367484630000007
ros_tale__2_0_250pq__2,0.4780281109673306,-1.0446068344999997,0.057267500499998285,-0.4748101150000004,0.4668021630000006
ros_tale__2_0_750pq__1,0.193246782461422,0.5590082465000004,1.1363840764999988,0.6769577349999985,0.39065801299999947
ros_tale__2_0_750pq__2,0.4337288962940573,0.7728936584999992,1.1944838644999989,0.7600181149999994,0.5452427929999999
ros_tale__2_1_0pq__1,0.2468883900876919,-0.4888641895000001,0.25512675849999944,-0.8659966050000012,0.040594261000000735
ros_tale__2_1_0pq__2,-0.0890200838980707,-0.5869129795000001,0.16127207749999786,-0.9510845130000014,0.21928040300000085
ros_tale__2_1_250pq__1,0.7126989949162504,-0.10201426849999963,0.3557466304999988,-0.8926500670000017,1.1107003029999998
ros_tale__2_1_250pq__2,-0.1488481537681003,0.038751794500000436,0.16547230449999795,-0.6502119170000018,0.8431179929999999
ros_tale__2_1_750pq__1,0.3717550411849837,-0.13615644650000025,0.41508827849999896,-0.4490783360000013,0.9049245530000009
ros_tale__2_1_750pq__2,0.4203212911522468,-0.2181461424999993,0.939393976499998,-0.7560188510000003,1.0484879629999997
ros_tale__2_1_750pq__3,0.1252008185637277,-0.5055951224999999,0.8906616214999996,-0.9738206110000008,0.7018120830000001
ros_tale__2_2_0pq__1,-1.524144842092292,-1.1785371815000003,0.6045482514999989,-0.8101516240000013,0.07986402600000098
ros_tale__2_2_0pq__2,-1.9077572197809247,-0.8934373334999997,1.0410386654999986,-0.8215792280000009,0.7592634930000006
ros_tale__2_2_250pq__1,-1.6614504376068064,-1.2582870044999996,0.33809827849999863,-0.6815045200000007,0.17330999300000016
ros_tale__2_2_250pq__2,-2.1336683306894484,-1.3657045664999998,0.7412247764999993,-1.0306508920000006,0.4292550130000006
ros_tale__2_2_750pq__1,-2.7307128551904314,-1.0577622215,0.654322218499999,-0.9141063800000016,0.5576607930000002
ros_tale__2_2_750pq__2,-2.821292433447744,-1.2179096434999996,0.971268382499998,-0.3966197850000004,0.305956793
ros_tale__2_3_0pq__1,-1.731501382526177,-0.8759761875000001,1.307736789499998,-1.1432706060000015,0.860010453000001
ros_tale__2_3_0pq__2,-0.3275153715573896,-1.0063929875,1.4937011444999992,-0.5396704520000011,0.9657211629999995
ros_tale__2_3_250pq__1,-0.2851021713795932,-0.7984979794999996,1.2963107834999992,-0.4605642280000009,0.8571940530000006
ros_tale__2_3_250pq__2,-1.0326600491854778,-0.8671538334999997,0.8861541974999979,-1.3851055860000017,0.8164901330000003
ros_tale__2_3_750pq__1,-0.3077115297100873,-0.8083732044999996,1.3875207004999996,-0.6647747530000014,1.0268770230000008
ros_tale__2_3_750pq__2,-0.0532739096004134,-1.0089311925000004,1.0933318984999991,-0.6939882440000016,0.8530044829999994
ros_tale__3_0_0pq__1,-0.1936340106638803,0.3283482864999998,0.5595519354999983,-0.8597776440000011,-0.037079375999999435
ros_tale__3_0_0pq__2,0.887285227436882,0.3784419525000001,0.2666477644999983,-0.8969574320000007,-0.11367244899999918
ros_tale__3_0_250pq__1,0.3652613903028042,0.5659899925000005,0.5683909404999987,-0.7157152090000007,0.40781697300000097
ros_tale__3_0_250pq__2,0.4949576258875637,0.5268964685000004,0.4505413984999986,-0.8278185830000009,0.32149887299999946
ros_tale__3_0_750pq__1,4.72659650457783,2.5397766995,0.5525696164999996,1.0848845849999993,0.9638811429999999
ros_tale__3_0_750pq__2,5.147357220335765,2.6837120975,0.5380885194999987,1.1105349249999996,1.2263716430000002
ros_tale__3_1_0pq__1,0.2577717921054553,-0.5719515634999999,-0.7504598225000025,-1.2394694250000011,-0.3878339709999992
ros_tale__3_1_0pq__2,0.5551027789904953,-0.015118936500000403,0.1988007265,-0.9061142330000004,-0.1844513249999995
ros_tale__3_1_250pq__1,0.0452330701712614,-0.0964177874999992,0.4943397034999979,-0.664380941000001,0.006036631000000625
ros_tale__3_1_250pq__2,0.1044073308588405,0.026008091500000496,0.6208808074999991,-0.7515438030000006,0.018638845999999987
ros_tale__3_1_750pq__1,0.045416892191004,0.2059235104999999,0.5316123024999975,-0.5822830690000007,0.2312163030000001
ros_tale__3_1_750pq__2,-0.5934757776516308,0.04682267150000019,0.4660004404999985,-0.6685993090000011,-0.14456363200000055
ros_tale__3_2_0pq__1,4.807898186160237,0.6257120555000002,-0.19037577250000126,0.6099334249999995,0.4066879429999997
ros_tale__3_2_0pq__2,5.438393275487961,0.5874374895000001,-0.1291621455000005,0.5490627649999986,0.36532405300000015
ros_tale__3_2_0pq__3,5.430677257761514,0.6461647515000015,0.2067195904999988,0.2003355649999996,0.38919050299999997
ros_tale__3_2_0pq__4,5.508028220620914,0.7197936884999994,0.1910504254999985,0.21333680499999907,0.4372882229999995
ros_tale__3_2_250pq__1,-1.516409655734874,-0.002039110500000163,0.7358993614999996,-0.1016371550000006,-0.6105627419999989
ros_tale__3_2_250pq__2,-2.902972295774057,-0.5978495035,0.31378718649999904,-0.4974436600000018,-0.7734190759999997
ros_tale__3_2_750pq__1,-3.055142523740226,-0.8236389514999995,0.4721592254999986,-1.2498803800000005,0.05165385599999972
ros_tale__3_2_750pq__2,-3.099404866310504,-1.3621700854999998,-0.08557965150000157,-1.0981923300000016,-0.942500268
ros_tale__3_3_0pq__1,-1.0317713259779653,0.4651708525000009,0.9103571974999979,-0.10574536500000063,0.7026568829999995
ros_tale__3_3_0pq__2,0.1572859506568009,0.3929950065000005,1.1001318924999983,-0.10138283500000078,0.9474771730000012
ros_tale__3_3_0pq__3,-1.2131451179343269,0.4419747434999993,1.0423744984999992,-0.14054390500000125,0.7939082030000009
ros_tale__3_3_0pq__4,-0.388452223093391,0.5535938694999984,1.3829477444999991,-0.15111671500000054,1.056964733000001
ros_tale__3_3_250pq__1,0.6025672595607098,-0.10773353649999963,0.5564935174999981,-0.2845421150000007,-0.2424749009999996
ros_tale__3_3_250pq__2,1.0159799203987163,0.2860496704999997,0.5199898274999981,-0.2187099750000012,-0.20438087800000027
ros_tale__3_3_750pq__1,-1.1231810614154392,-0.09566028550000016,0.884998389499998,0.05928978499999892,0.08859772899999996
ros_tale__3_3_750pq__2,1.021347510089465,-0.15438224249999966,0.7582286324999981,0.08908384499999933,0.14973729299999938
ros_tale__3_4_0pq__1,1.5233929428003168,0.8500673105000001,1.0326926874999989,-0.5184502370000015,-0.77576
ros_tale__3_4_0pq__2,1.179938094796972,0.7573040875000006,1.1268140134999989,-0.4754345670000006,-0.5738246280000006
ros_tale__3_4_250pq__1,1.7418501081237594,1.0114926765000003,0.7936246034999996,-0.8697443310000015,-0.9101530370000006
ros_tale__3_4_250pq__2,1.4701179646017315,1.2441513544999996,0.9659145614999982,-1.050985093000001,-0.9544832509999992
ros_tale__3_4_750pq__1,1.5593832126643636,0.4737359594999999,0.7865810394999997,-0.7252045100000011,-0.5881765019999996
ros_tale__3_4_750pq__2,1.7306371304707375,0.6682543165000006,0.7285561424999987,-0.7641835720000003,-0.8824148349999987
pcoli__atASMT_325G__1,1.1190745661615131,-0.5933651974999998,0.4675073784999988,0.2294886849999997,0.39244801300000104
pcoli__atASMT_325G__2,0.9384603046571084,-0.6076364314999996,0.5385191294999991,0.2382061749999984,0.3862526830000004
pcoli__bpTDC__1,0.989477481204716,-0.6986526424999999,0.4972350764999991,0.5143308249999983,0.4069758429999997
pcoli__bpTDC__2,1.4234770543331532,-0.7843699905000001,0.5548201094999996,0.3707379249999985,0.4233997630000008
pcoli__BRCA__1,1.154310952880906,-0.7482516774999999,0.3532617714999997,0.08331476499999901,0.1922484830000002
pcoli__BRCA__2,1.080544881854116,-0.7895020424999997,0.3567950774999975,0.06908284499999873,0.13060547899999975
pcoli__BRCActrl__1,0.6625913865881621,-0.4481700264999997,0.4790667994999982,0.1894734949999997,0.5297558630000001
pcoli__BRCActrl__2,0.6836808042311966,-0.3190096735000001,0.5124076934999984,0.13358924499999958,0.6039318930000004
pcoli__BRCAswap__1,1.3167228032266438,-0.7744454325000003,0.6138682474999975,0.9174961749999984,0.5027589629999998
pcoli__BRCAswap__2,1.934959070919251,-0.8773273555000003,0.7250374224999979,1.0355499849999994,0.5975511529999995
pcoli__btAANAT__1,1.333662148332724,-0.8500971174999998,0.5294982584999985,0.5520848149999988,0.4415692730000007
pcoli__btAANAT__2,1.1946767491203527,-0.8653608674999997,0.6871898734999995,0.5551159849999987,0.5931168230000008
pcoli__btASMT__1,0.9294662320758564,-1.0625470265,0.4858962324999983,0.6867043349999982,0.5267685130000004
pcoli__btASMT__2,1.0721318923370478,-1.0283575984999995,0.5032071944999981,0.7940552549999982,0.4398579030000001
pcoli__CC1__1,1.0677802191300416,-0.2034257505000001,0.5966778764999994,1.1382838349999993,0.5250160430000008
pcoli__CC1__2,1.1256186865729922,-0.5523382095000002,0.7103487824999988,1.028434794999999,0.7535511330000002
pcoli__ccCOMT__1,1.0050662747359542,-0.7631887644999997,0.5553003624999988,0.4107827149999999,0.32429840300000023
pcoli__ccCOMT__2,1.3007709904940117,-0.7242632574999996,0.5339958694999982,0.35958486499999864,0.3246729930000001
pcoli__ckDDC__1,1.5062787840597016,-0.08163485650000091,0.7413061694999996,1.0989126649999983,0.4412481530000001
pcoli__ckDDC__2,1.4257623739678074,-0.17469442049999984,0.5279277994999987,0.8824161149999998,0.3277997730000006
pcoli__CNTF_belt__1,1.0356945927631969,-0.8341715205,0.5274248774999979,0.4792530549999992,0.4538994830000007
pcoli__CNTF_belt__2,0.5188646358651196,-1.0723725664999997,0.5389240194999996,0.672856444999999,0.7698701030000006
pcoli__cobPNMT__1,1.7958550760046077,-0.5942780095,0.6143191664999996,0.2845649749999985,0.31993813300000085
pcoli__cobPNMT__2,1.7383016907513933,-0.6263354285,0.6168995844999969,0.28185787499999826,0.31512674300000043
pcoli__cvPhhB__1,0.8820846936850423,-0.5251146014999994,0.5992779974999979,0.2542827749999983,0.3107973630000007
pcoli__cvPhhB__2,0.777194110441481,-0.4944613474999997,0.7450914944999987,0.4859822649999988,0.44784689299999947
pcoli__ggAANAT__1,0.9504054769361,-0.8857286905000006,0.5340243694999991,0.2609595349999996,0.30753451300000023
pcoli__ggAANAT__2,0.8905132207183409,-0.8891380814999996,0.4325159634999984,0.2951621049999993,0.22264438300000045
pcoli__ggTPH__1,1.600208139291083,-0.7255245934999994,0.4633197294999985,0.22412060499999956,0.34126333300000056
pcoli__ggTPH__2,1.311560709122254,-0.6267117695000001,0.3645774454999984,0.1132577649999984,0.2785746030000009
pcoli__hsAANAT__1,0.7358509086764836,0.33657008250000064,0.3091866154999998,1.2467476249999994,0.7291858229999999
pcoli__hsAANAT__2,0.7925184190082457,0.03178808150000023,0.4202625494999985,1.2629522249999994,0.8515544630000011
pcoli__hsASMT__1,1.6501907811890275,-0.6880362775000002,0.47313265749999894,0.4648737349999994,0.3583849729999997
pcoli__hsASMT__2,2.0425762551268147,-0.6474617455000002,0.4834092904999992,0.37343606499999815,0.4368300129999998
pcoli__hsPNMT_mb__1,1.3755213141954703,-0.5998205644999999,0.6597505074999983,0.2914652749999984,0.30390439299999983
pcoli__hsPNMT_mb__2,1.587869311286306,-0.5610012265000002,0.5791054834999994,0.2760435249999986,0.3157969930000011
pcoli__hsTPH__1,1.6700250836402892,-0.9838328474999996,0.3569766715,0.06470883499999935,0.05462641999999995
pcoli__hsTPH__2,0.9494161718493,-0.8829076095000001,0.4116826394999986,0.09849440499999852,0.23617991300000085
pcoli__hsTPH_E2K__1,1.0945784566389043,-0.4790824924999999,0.6053311904999994,0.901946924999999,0.7089765630000002
pcoli__hsTPH_E2K__2,1.219180238619597,-0.5324375105000003,0.8732972154999992,0.8548870149999992,0.6612184729999999
pcoli__hsTPH_E2K_N91I_P99C__1,1.0788100465399812,-0.7747610624999997,0.4486927334999979,0.2488908549999991,0.18841008300000084
pcoli__hsTPH_E2K_N91I_P99C__2,1.6536588580605365,-0.6825492095000003,0.26914024649999924,0.16713879499999962,0.04870661100000007
pcoli__hsTPH_N158trunc__1,0.9212247287445164,-0.5350860344999999,0.7623512664999996,0.30525573499999936,0.4504965429999999
pcoli__hsTPH_N158trunc__2,0.6794019743377021,-0.6073296104999999,0.7213898044999993,0.3628533449999996,0.3858976930000004
pcoli__hsTPH_N174trunc__1,1.2587475988009933,-0.7235354114999994,0.6091505984999994,0.9229170049999986,0.3836390329999997
pcoli__hsTPH_N174trunc__2,1.100257928787189,-0.5064099904999999,0.5694219744999991,0.6854901049999995,0.6533793929999998
pcoli__hsTPH_Ntermtrunc__1,1.6290334617446478,0.2491215465000005,0.4944292824999987,1.0945708049999985,0.5076168729999999
pcoli__hsTPH_Ntermtrunc__2,1.6673085746675094,-0.1943552105000004,0.5510757694999988,1.3859715649999984,0.580596903
pcoli__hsTPH1__1,2.067276809462097,-0.9787089465000004,0.7239896054999981,0.8930052949999983,0.5255677930000004
pcoli__hsTPH1__2,2.049312390167974,-0.8372040434999999,0.7326157134999995,0.8963619449999989,0.5415309229999998
pcoli__MBP__1,0.6449934299125445,-0.4871600434999994,-0.014059328500000134,0.10761562499999933,-0.3459770999999989
pcoli__MBP__2,-0.1821077978497312,-0.18804952849999967,0.2567788474999979,0.8126329749999996,0.026489270000000783
pcoli__msCOMT__1,2.083446862469175,-0.5168298765000001,0.36922961949999866,0.14669211499999868,-0.10757294999999978
pcoli__msCOMT__2,1.455419371379727,-0.7776513045000001,0.4248967004999997,0.008338234999998306,-0.09238089099999948
pcoli__ocAANAT__1,1.3954809483120645,-0.7668602084999998,0.4711157864999986,0.3438339049999985,0.3196315130000009
pcoli__ocAANAT__2,0.8881187884769136,-0.7876297154999996,0.4309599494999983,0.3139215049999997,0.2939196830000004
pcoli__osTDC_K374H__1,1.498809980548247,-0.29530671550000154,0.6152024874999977,1.2839606549999996,0.6863196630000008
pcoli__osTDC_K374H__2,1.1928416983398902,-0.12627651549999985,0.5603615744999981,1.6466498449999991,0.6933763230000007
pcoli__osTDC_K374L__1,2.041402169965905,-0.5882037884999995,0.5294585494999993,-0.002575395000000924,-0.030107002999999462
pcoli__osTDC_K374L__2,1.7181988493005989,-0.7730348434999996,0.5003509384999987,0.044617884999999184,0.15281107300000052
pcoli__osTDC_K374Q__1,1.5646391437715366,-0.9046707675,0.4961265284999978,0.7409232449999994,0.4485571030000006
pcoli__osTDC_K374Q__2,1.6179757665828427,-0.9486087584999998,0.4763602264999989,0.7893113849999995,0.4643148630000002
pcoli__osTDC_L360V__1,1.3710298050094536,-0.9192726125000004,0.6569526204999985,0.21303473499999906,0.2966241729999997
pcoli__osTDC_L360V__2,1.8680928545886304,-0.6494753714999995,0.6555535354999993,0.28664729499999986,0.3820168630000005
pcoli__pmTPH__1,1.6429433955038255,-0.8454154295,0.2746703294999993,-0.5422877960000019,-0.10026360400000024
pcoli__pmTPH__2,1.4128616089404733,-0.9195026365,0.4030179614999998,-0.4181322750000014,0.08226395500000018
pcoli__RFC__1,1.9528125158384,-0.6989546175000001,0.306065273499998,-0.04249276500000043,0.06813715200000026
pcoli__RFC__2,1.6714781238184122,-0.8272378345,0.12184298449999885,-0.05563172500000135,0.008882815999999849
pcoli__RFCctrl__1,1.3754738439661227,0.2714244604999996,0.33975088449999896,1.2445997549999994,0.4522689930000006
pcoli__RFCctrl__2,1.398425739363901,0.12848631349999984,0.3607344914999988,1.1952123949999989,0.5165584929999998
pcoli__RFCnopause__1,1.183550602793414,0.3780728465000003,0.4295770634999983,1.277978395,0.6708687229999999
pcoli__RFCnopause__2,0.8803661621785096,0.3460378544999996,0.481450388499999,1.2688223649999983,0.6748039729999995
