,A,ArgR
crp__delar2_glyc__2,-8.357098598365955,-0.05967405849999885
crp__delar2_glyc__3,-8.99876352929125,0.05242378550000026
crp__delcrp_fru__1,-3.4068164738550437,-0.14030236050000067
crp__delcrp_fru__2,-3.546692452260751,-0.3888786305000007
crp__delcrp_fru__3,-3.506872921470542,-0.2763151215000006
crp__delcrp_glc__1,-2.6605669154645817,-0.14266948249999967
crp__delcrp_glc__2,-2.7487344131471865,-0.18688569150000056
crp__delcrp_glc__3,-2.731213244046612,-0.20296498150000095
crp__delcrp_glyc__1,-4.623065471665432,-0.4307407874999996
crp__delcrp_glyc__2,-5.071862734892251,-0.2537542165000017
crp__delcrp_glyc__3,-5.371377693528695,-0.3376697585000006
glu__glu_ale3__1,-3.582328863714912,-0.1427059574999996
glu__glu_ale4__1,2.3823783193250723,-0.1838760705000002
glu__glu_ale5__1,1.956245017884476,0.18825607149999968
glu__glu_ale6__1,5.225032961597101,-0.04916323750000018
glu__glu_ale8__1,-7.013752100626252,0.04299086849999867
glu__glu_ale9__1,0.1729924421634566,-0.23989317050000025
glu__glu_ale10__1,-1.5186970744258157,0.05479237650000002
42c__wt_42c__1,-0.5573386583166627,-0.27618681950000035
42c__42c_ale1__1,2.668847185035025,0.10683968349999873
42c__42c_ale2__1,2.2335049950120798,0.06005975250000084
42c__42c_ale3__1,-0.8647826698994678,-0.07385222550000048
42c__42c_ale4__1,-1.0481047235536425,-0.5703615935000004
42c__42c_ale5__1,-0.2675262701870998,-0.05687181750000025
42c__42c_ale6__1,-3.8499433704600343,-0.8008970865
42c__42c_ale8__1,-3.896142557101452,-0.8348937474999998
42c__42c_ale9__1,1.151040841788985,0.0013637795000001065
42c__42c_ale10__1,-7.849848430554682,-1.0587886705000005
ssw__wt_ac__1,-12.110531909948037,-0.20273368050000065
ssw__wt_glc__1,-5.837160337494757,-0.4012344705000004
ssw__wt_glyc__1,-8.522729889183305,0.7712246354999994
ssw__wt_xyl__1,-9.043992547276243,-0.2888632115000007
ssw__glc_ale1__1,-2.1099067504709645,0.3135093834999996
ssw__glc_ale2__1,-1.9642785873559705,0.2572548234999985
ssw__glc_ale3__1,-0.2649752216047163,0.2219531984999996
ssw__glyc_ale1__1,-5.86386138712872,0.09724049649999957
ssw__glyc_ale2__1,-0.0451851126456853,0.2621616484999993
ssw__xyl_ale1__1,-7.065064545904733,-0.14338846150000073
ssw__xyl_ale2__1,-4.156562681318016,0.018408586499999657
ssw__xyl_ale3__1,-1.955027031677082,0.2201863884999984
ssw__glc_ac_ac2__1,-3.624677678884341,-0.043019359500000576
ssw__glc_ac_glc1__1,-3.937010206220058,0.0644000105
ssw__glc_glyc_glc__1,-3.283593421402183,-0.11940876850000047
ssw__glc_glyc_glyc__1,-6.825905934536969,-0.2126410565000008
ssw__glc_xyl_glc__1,5.3527326298083615,0.2946260594999988
ssw__glc_xyl_xyl__1,-0.7989117156186866,0.13975416749999958
ica__wt_glc__1,2.168364576796131,0.048252349500000236
ica__wt_glc__2,1.6804819212822772,0.05301891449999907
ica__wt_glc__3,-0.6311412989819081,0.2668263005
ica__wt_glc__4,-3.431424863718164,0.10460101249999988
ica__arg_sbt__1,-4.405173652069931,0.012451267499999473
ica__arg_sbt__2,-3.36649330690714,0.2668233354999998
ica__cytd_rib__1,-11.864570690549654,-1.3352953165000008
ica__cytd_rib__2,-13.183793322703371,-1.5283883435000003
ica__gth__1,-13.07280187932298,-1.2695690885
ica__gth__2,-12.809735858096282,-1.5281559745000006
ica__leu_glcr__1,-12.984365506789404,-0.42191395850000013
ica__leu_glcr__2,-13.355242963418716,-0.5636411325000008
ica__met_glc__1,2.711433093146813,0.1766801264999991
ica__met_glc__2,2.942866473922868,0.10433255349999904
ica__no3_anaero__1,-0.2029954646743196,0.2076212754999993
ica__no3_anaero__2,-0.4075148643997008,0.18036849649999984
ica__phe_acgam__1,-1.7533445547794058,0.4132606794999987
ica__phe_acgam__2,-1.9872456608402564,0.34320504449999945
ica__thm_gal__1,-4.0800800921535885,-0.25934092950000043
ica__thm_gal__2,-4.2133392812353305,-0.2916832275000001
ica__tyr_glcn__1,-1.4188124235615536,0.15242875949999934
ica__tyr_glcn__2,-1.0475443987880544,0.1410532344999993
ica__ura_pyr__1,-1.7186921124366652,0.29656454349999883
ica__ura_pyr__2,-1.699755023338318,0.34228169849999895
ica__wt_glc__5,-2.8334922240389773,0.15030686049999886
ica__wt_glc__6,-3.242750170874537,0.02094536649999945
ica__bw_delpurR_cytd__1,2.70937315077402,-0.008786503500000542
ica__bw_delpurR_cytd__2,-0.8003697106567124,0.7109572315000001
ica__ade_glc__1,-1.0232777486723794,0.6525794094999995
ica__ade_glc__2,3.2533291496738683,0.046809263499998366
ytf__wt_glc__1,-1.3452797865749024,0.2427536815
ytf__wt_glc__2,-1.530209339457925,0.15571527349999847
ytf__delyafC__1,1.4174952071549467,0.8533488464999994
ytf__delyafC__2,0.4823073095901036,0.8485934914999991
ytf__delyeiE__1,-1.9260094053260155,0.3956867744999997
ytf__delyeiE__2,-4.29937920432371,-0.0695609045000003
ytf__delyiaJ__1,-1.5569942035136637,0.5715378505000004
ytf__delyiaJ__2,-3.3032221731585336,0.4881184105000002
ytf__delyieP__1,-5.645927835777135,0.6814675174999998
ytf__delyieP__2,-8.517680943747415,0.2326139654999988
ytf__wt_ph5__1,-3.181213164350126,0.0678165634999992
ytf__wt_ph5__2,-3.317561857007923,0.3169781334999993
ytf__wt_ph8__1,-2.107986504144568,-0.023176734500000684
ytf__wt_ph8__2,-1.9516795369343936,0.04630363049999886
ytf__delybaO__1,0.2080037127237468,0.8083574455000004
ytf__delybaO__2,-4.618249299098337,0.5341791854999993
ytf__delybaQ__1,-1.1332623152903654,0.2106903934999984
ytf__delybaQ__2,-1.319630393155013,0.1376035584999986
ytf__delybiH__1,-2.437930419549964,0.10515917050000034
ytf__delybiH__2,-8.436103808094696,-0.14266532350000016
ytf__delydcI_ph5__1,-1.3863464830404646,-0.031893015500000566
ytf__delydcI_ph5__2,-1.291754710927536,-0.004307990500001857
ytf__delydcI_ph8__1,-4.107574358492801,-0.2568279715000008
ytf__delydcI_ph8__2,-1.5708411592273737,-0.3112996945000006
ytf__delyddM__1,-11.028825664261888,-0.4837716405000005
ytf__delyddM__2,-10.618367344220507,-0.6248204415000007
ytf__delyheO__1,-0.710080969514999,0.7788648714999997
ytf__delyheO__2,-4.546993945866611,0.5506852754999993
fps__bw_glc__1,-0.1507702719876982,0.6474654804999993
fps__bw_glc__2,-0.2094809078050477,0.6644344644999993
fps__fps_thrA_ale1__1,-4.377303935707933,0.3804921164999993
fps__fps_thrA_ale1__2,-3.6602714860243655,0.3430872994999987
fps__fps_thrA_ale2__1,-4.619457084017749,0.6201314645
fps__fps_thrA_ale2__2,-4.105191981734384,0.5457757134999994
fps__fps_serB_ale1__1,-1.7751703505897416,0.4265512504999993
fps__fps_serB_ale1__2,-0.8595258854488705,0.4180978084999989
fps__fps_serB_ale4__1,-7.862343653381255,-0.20072262550000186
fps__fps_serB_ale4__2,-7.348397511303245,-0.20092406350000047
fps__fps_ptsI_ale1__1,-4.404003539082492,-0.14906232350000082
fps__fps_ptsI_ale1__2,-3.794325510794219,-0.0956784965000006
fps__fps_ptsI_ale3__1,-2.847306068624801,0.01746990750000066
fps__fps_ptsI_ale3__2,-3.2666007074027688,-0.1654726015000012
pal__lyx_ale2_f6__1,-6.19885821765783,-0.5433976265000018
pal__lyx_ale2__1,-4.477666751049765,-0.4098229525000008
pal__lyx_ale2__2,-4.418187270904139,-0.3664103985000001
pal__lyx_ale4__1,-2.509089268028964,-0.18388152450000028
pal__lyx_ale4__2,-3.51888031153268,-0.4195830374999998
pal__5drib_ale10_f18__1,-2.938091443221629,-0.2519651305000004
pal__5drib_ale10_f18__2,-3.39082940489075,-0.26122018450000084
pal__5drib_ale10__1,-4.562358807629604,0.26090323649999897
pal__arab_ale14_f9__1,-4.563444469201258,-0.08419726050000076
pal__arab_ale14_f9__2,-4.325029546465461,-0.12811713950000048
pal__arab_ale14__1,-1.9083546811701773,0.05857051049999917
pal__arab_ale14__2,-0.5312010205375356,0.2173192704999991
pal__arab_ale16__1,-2.376788092523098,-0.16716312450000004
pal__arab_ale16__2,-2.726798992830224,0.19540932849999848
pal__tartr_ale26_f10__1,-2.9205397551245458,-0.248437666500001
pal__tartr_ale26_f10__2,-3.41947729309096,-0.30432071250000003
pal__tartr_ale26__1,-3.669837332032764,-0.3670438245000005
pal__tartr_ale26__2,-3.975739282692298,-0.3683387715000013
pal__tartr_ale28_f10__1,-4.2588838782639,-0.08390670350000029
pal__tartr_ale28_f10__2,-5.225989808639892,0.08137093549999896
pal__tartr_ale28__1,-2.4324475037385302,-0.11370860050000076
pal__tartr_ale28__2,-2.586859267871032,0.2745957464999993
efeU__delmenFentC_citr__1,-0.8928762340370794,0.4722127304999989
efeU__delmenFentC_citr__2,-0.5398335778036869,0.4873209265000007
efeU__delmenFentC__1,-6.194116626621702,0.13867908950000007
efeU__delmenFentC__2,-5.499397585630382,0.2571045294999994
efeU__menFentC_ale39__1,-6.227403026072234,0.030445915499999643
efeU__menFentC_ale39__2,-6.568039883246922,0.029023842500000892
efeU__menFentC_ale29__1,-10.94335807449464,-0.7367087015000005
efeU__menFentC_ale29__2,-10.48199985068742,-0.7040385135000005
efeU__menFentC_ale30__1,-0.2562508703817156,0.06522156249999966
efeU__menFentC_ale30__2,-0.3710800784180177,0.08761698150000008
efeU__menFentCubiC_ale36__1,-4.966103783819878,0.2595716565000004
efeU__menFentCubiC_ale36__2,-4.946779104421601,0.07430933250000038
efeU__menFentCubiC_ale37__1,-4.196339839402176,0.2108536025000003
efeU__menFentCubiC_ale37__2,-4.275840886867773,0.20140129750000035
efeU__menFentCubiC_ale38__1,-4.72145190248757,-0.08344522650000119
efeU__menFentCubiC_ale38__2,-5.880319182498893,-0.30895792749999984
misc2__salc_glc__1,-0.3533591077026009,-0.3278058015000012
misc2__salc_glc__2,-0.6377259758729822,-0.16266123550000078
misc2__dbcn_glc__1,1.2065557720993425,0.014209139500000134
misc2__dbcn_glc__2,-0.4404388926005777,-0.11690038750000033
misc2__tyr_glc__1,-8.339383362222533,0.0917487124999994
misc2__tyr_glc__2,-8.952990081817768,0.16370307849999932
misc2__arg_cytd__1,-11.46319034045782,-0.2545399545000002
misc2__arg_cytd__2,-11.313285766548058,-0.3232651305000003
misc2__delyheO_pyr__1,-3.3840667719257964,0.4017462905000002
misc2__delyheO_pyr__2,-0.7421577968980132,0.5445647954999995
misc2__dellon_glc__1,-2.726994963435516,-0.5544191645000005
misc2__dellon_glc__2,-3.614571823168853,-1.1548418424999998
nquinone__delubiC__1,-1.122983255941823,0.14215017949999975
nquinone__delubiC__2,-2.5544064173162244,0.19872951349999826
nquinone__ubiC_ale1__1,-3.939338720653735,-0.050983050500001965
nquinone__ubiC_ale1__2,-4.0643170104386535,0.020619482500000785
nquinone__ubiC_ale2__1,-6.550754610549127,-0.3385608775
nquinone__ubiC_ale2__2,-5.741044642803941,-0.2485148765000007
nquinone__ubiC_ale3__1,-2.648588933431603,-0.2590819575000003
nquinone__ubiC_ale3__2,-2.930793071018285,-0.32612737250000023
nquinone__ubiC_ale4__1,-5.949972824946332,-0.40986577350000003
nquinone__ubiC_ale4__2,-5.757989920721627,-0.3894599345000005
nquinone__delpdhR__1,-1.2475323045904758,0.2859299745000001
nquinone__delpdhR__2,-1.4645120974408192,0.4218192915000003
quinone__glu_ale4__1,0.9953218619549172,-0.22611431650000124
quinone__glu_ale4__2,-5.238174130650322,0.07992147250000059
quinone__delmenF__1,-1.325041523870676,0.3746453825000007
quinone__delmenF__2,-0.7164186255256433,0.2706464984999997
quinone__menF_ale5__1,-5.6403690142588605,0.1102987725000002
quinone__menF_ale5__2,-5.9458116160472185,0.12529144250000002
quinone__menF_ale6__1,-6.084182692569359,0.3515048744999998
quinone__menF_ale6__2,-5.601864050452658,0.30064804949999946
quinone__menF_ale7__1,-2.9852645243288523,0.4416137075000002
quinone__menF_ale7__2,-3.00677779552267,0.4093587655000004
quinone__menF_ale8__1,-5.485029270302007,0.31598587250000065
quinone__menF_ale8__2,-7.988366483366496,0.31023926449999983
quinone__delmenFubiC__1,-2.4343601371005907,0.2043285914999995
quinone__delmenFubiC__2,-2.6020217754584656,0.14527523749999993
quinone__menFubiC_ale1__1,0.9852727059103528,0.19154279049999975
quinone__menFubiC_ale1__2,1.5729138610015772,0.2103654575
quinone__menFubiC_ale2__1,0.129501697227432,0.4207030834999994
quinone__menFubiC_ale2__2,0.4732408519626379,0.3360255804999994
quinone__menFubiC_ale3__1,1.6479555779020942,0.024311478499999598
quinone__menFubiC_ale3__2,1.2001657143881852,-0.010715696500001036
quinone__menFubiC_ale4__1,-4.998547424398014,0.4298246624999997
quinone__menFubiC_ale4__2,-4.751151643297368,0.3713126084999985
oxyR__wt_glc__1,0.5025224512443129,0.048626023499998894
oxyR__wt_glc__2,0.1656403205046123,-0.024134621500001785
oxyR__wt_h2o2__1,-0.2913110625131045,0.01651538249999973
oxyR__wt_h2o2__2,-3.751511890501895,-0.3847959035000006
oxyR__glu_ale4__1,-3.55504515880937,-0.24980273950000065
oxyR__glu_ale4__2,1.4346461133972297,0.07674859349999963
oxyR__glu_ale4_h2o2__1,-3.4008968654252616,0.05953219150000065
oxyR__glu_ale4_h2o2__2,2.558562390779069,0.2808669824999992
oxyR__oxyR_ale17__1,-1.181552993099637,-0.03683229950000033
oxyR__oxyR_ale17__2,0.0187570543360155,-0.08645482849999997
oxyR__oxyR_ale17_h2o2__1,-6.620513015995146,-0.40513853850000014
oxyR__oxyR_ale17_h2o2__2,2.9121790331399318,-0.13172688750000014
oxyR__oxyR_ale18__1,1.4795655992581889,-0.15604229150000126
oxyR__oxyR_ale18__2,0.1914125123956929,-0.2726473235000002
oxyR__oxyR_ale18_h2o2__1,-3.182939814601513,-0.1307754895000004
oxyR__oxyR_ale18_h2o2__2,-2.0532121025278864,-0.1033837825000008
oxyR__oxyR_ale19__1,1.2643170628547638,-0.18834108850000053
oxyR__oxyR_ale19__2,-3.3403226770086976,-0.2990700905000008
oxyR__oxyR_ale19_h2o2__1,2.1248108527112284,-0.2461885445000007
oxyR__oxyR_ale19_h2o2__2,2.150746427951416,-0.15021902650000118
oxyR__oxyR_ale20__1,4.3887059676549,-0.00036511450000098483
oxyR__oxyR_ale20__2,2.636541575405471,-0.2766907185000003
oxyR__oxyR_ale20_h2o2__1,-1.990100543536001,-0.12222686750000022
oxyR__oxyR_ale20_h2o2__2,1.8336874641993544,0.016913006499999383
svns_pgi__BmePgi24_15__1,0.5710048482228346,0.1021691054999998
svns_pgi__BmePgi24_15__2,0.1502802056224689,0.14952797849999833
svns_pgi__BmePgi24_26__1,1.067104609925564,0.29752971449999954
svns_pgi__BmePgi24_26__2,1.1624495467646958,0.4324026725000003
svns_pgi__BmePgi24_41__1,-8.856128964868743,-0.4916948845000002
svns_pgi__BmePgi24_41__2,1.2750460651336089,0.2702838594999992
svns_pgi__BmePgi24_52__1,0.6059935770139281,0.1131329154999996
svns_pgi__BmePgi24_52__2,1.5434094462031016,0.2869580324999994
svns_pgi__PaePgi2_34__1,-0.2307205269666934,0.34318304750000017
svns_pgi__PaePgi2_34__2,-0.0448602860341036,0.29922348649999897
svns_pgi__PaePgi2_63__1,0.3570293801841022,0.18237946449999853
svns_pgi__PaePgi2_63__2,0.4924984997928645,0.2280804554999989
svns_pgi__PaePgi24_54__1,-0.0625678898885958,-0.14537253550000084
svns_pgi__PaePgi24_54__2,-0.3295913003065415,-0.03517805650000128
svns_pgi__PaePgi24_90__1,0.3887353462063384,0.07043143549999975
svns_pgi__PaePgi24_90__2,-0.1807084169140943,0.13973860649999992
abx_media__m9_ctrl__1,-5.939376009357536,-0.8242623745000008
abx_media__m9_ctrl__2,-5.296833022241601,-0.7130371955000019
abx_media__rpmi_ctrl__1,-17.560224260899627,-0.6990652015000007
abx_media__rpmi_ctrl__2,-17.215263018398247,-1.0640989855000005
abx_media__camhb_ctrl__1,-16.142632385720216,-0.9372054115000008
abx_media__camhb_ctrl__2,-16.53790417860058,-0.9975034065000008
abx_media__m9_mero__1,-5.605649105321075,-0.5540642525000008
abx_media__m9_mero__2,-5.366134414816903,-0.7145196635000008
abx_media__rpmi_mero__1,-16.156586228824345,-0.9192961265000008
abx_media__rpmi_mero__2,-16.125635064398868,-0.8533536555000003
abx_media__camhb_mero__1,-14.424343950819452,-1.2146198874999996
abx_media__camhb_mero__2,-14.56354473704521,-1.3683922175000005
abx_media__m9_trisulf__1,-15.982943566956587,-1.9669739045000003
abx_media__m9_trisulf__2,-14.230138567650284,-1.3553549665000009
abx_media__rpmi_trisulf__1,-14.966596510939809,-1.1539237274999996
abx_media__rpmi_trisulf__2,-14.35337356625939,-1.3802503174999998
abx_media__camhb_trisulf__1,-13.99949008182146,-1.3929224205000006
abx_media__camhb_trisulf__2,-14.051832032909145,-1.2592729485000005
abx_media__m9_cef__1,-10.019410578259505,-1.3237955205
abx_media__m9_cef__2,-8.325592646850609,-1.181553011500001
abx_media__rpmi_cef__1,-16.38947475839892,-2.1021375005000005
abx_media__rpmi_cef__2,-16.826624694327396,-1.9202991575
abx_media__camhb_cef__1,-15.974920056448571,-1.4088204684999999
abx_media__camhb_cef__2,-15.622340900890364,-1.330518681500001
abx_media__m9_cipro__1,-6.983442903498428,-1.9143974225
abx_media__m9_cipro__2,-8.45822582962824,-2.0113347175
abx_media__rpmi_cipro__1,-15.98639212199414,-1.6064171975
abx_media__rpmi_cipro__2,-16.04216102905262,-1.2989035885
abx_media__camhb_cipro__1,-16.45040659746242,-1.6161754545000004
abx_media__camhb_cipro__2,-16.80467756513104,-1.9026397155000003
hot_tale__42c_ale3_30c__1,1.3287367950033842,0.6756692394999995
hot_tale__42c_ale3_30c__2,0.3868854259002411,0.7478683144999998
hot_tale__42c_ale3_37c__1,0.753131650908511,0.6425613615000003
hot_tale__42c_ale3_37c__2,0.7666958443914518,0.6282843294999996
hot_tale__42c_ale3_44c__1,-4.834502251171264,0.6867334334999988
hot_tale__42c_ale3_44c__2,-4.947097388855266,0.733745966499999
hot_tale__hot_ale3_mid_30c__1,-8.1724957153824,0.6240797614999991
hot_tale__hot_ale3_mid_30c__2,-3.6647681195205535,0.9063813444999996
hot_tale__hot_ale3_mid_37c__1,2.215659802309572,0.6953335734999992
hot_tale__hot_ale3_mid_37c__2,1.6410535606747496,0.5065219765000002
hot_tale__hot_ale3_mid_44c__1,0.1191726438011295,0.7694234384999987
hot_tale__hot_ale3_mid_44c__2,-0.56729438701363,0.9433141215000004
hot_tale__hot_ale3_30c__1,-3.08117216661208,1.1046198984999993
hot_tale__hot_ale3_30c__2,-2.37867018105318,1.184537989499999
hot_tale__hot_ale3_37c__1,2.266545699287459,0.5671485655000001
hot_tale__hot_ale3_37c__2,2.066103389811241,0.6631112054999999
hot_tale__hot_ale3_44c__1,1.8993913818587709,1.0773094034999993
hot_tale__hot_ale3_44c__2,1.597521626563084,1.0849325664999991
hot_tale__hot_ale4_30c__1,2.9121005031947336,0.6531998644999994
hot_tale__hot_ale4_30c__2,2.9632755905605097,0.6806747425000008
hot_tale__hot_ale4_37c__1,3.8373206618988487,0.6883428934999998
hot_tale__hot_ale4_37c__2,4.4258716213177,0.5809462334999989
hot_tale__hot_ale4_44c__1,-1.5533216790227686,0.6404076695
hot_tale__hot_ale4_44c__2,1.1745452220558257,1.0751803495
hot_tale__hot_ale8_30c__1,1.4534338281632913,0.7784285774999997
hot_tale__hot_ale8_30c__2,2.510030720400036,0.9324845984999984
hot_tale__hot_ale8_37c__1,2.8627455046600243,0.6876402324999997
hot_tale__hot_ale8_37c__2,2.8604799434631416,0.7678410884999991
hot_tale__hot_ale8_44c__1,0.6434835228495228,1.2135475094999997
hot_tale__hot_ale8_44c__2,0.2360910204354146,1.1191931024999988
hot_tale__hot_ale9_mid_30c__1,-1.0452485926335304,0.5084372125000005
hot_tale__hot_ale9_mid_30c__2,-1.0685651722136509,0.5351048555000002
hot_tale__hot_ale9_30c__1,1.5099755662878651,1.0600080055000003
hot_tale__hot_ale9_30c__2,1.8048207760217736,0.9595174955
hot_tale__hot_ale9_mid_37c__1,1.3869169463842834,0.5970989434999989
hot_tale__hot_ale9_mid_37c__2,0.9340555331084588,0.7264353374999999
