,A,OxyR
omics__bw_ac__1,0.0582846387,-0.39547401050000003
omics__bw_ac__2,0.46346777450000004,-0.4315139685
omics__bw_fum__1,0.029056900200000003,-0.3313545775
omics__bw_fum__2,-0.14897933160000001,-0.3578000145
omics__bw_glc__1,0.23105986720000002,-0.2077545215
omics__bw_glc__2,0.4596285726,-0.0215452965
omics__bw_pyr__1,-0.3920594788,-0.1661262665
omics__bw_pyr__2,0.1683931876,-0.1821611935
ompr__wt_nacl__1,-0.42490996200000003,-1.4465105894999999
ompr__wt_nacl__2,-0.3047670689,-1.2158865535
ompr__bw_delompr_nacl__1,-0.6316992292,-1.0717352625
ompr__bw_delompr_nacl__2,-0.5388513266,-1.2333115975
minspan__wt_ade__1,-0.7965888371000001,-0.9075011695
minspan__wt_glc__2,-0.4991693802,-0.7476330745
minspan__wt_glc__3,-0.5129913171,-0.9997614055
minspan__wt_glc__4,-0.9697979208,-0.7447434655
minspan__wt_glc_anaero__1,-0.9558946894,-1.0412229585
minspan__wt_glc_anaero__2,-1.569850334,-0.5333412675
minspan__wt_trp__1,0.3197626617,-0.3834076595
minspan__bw_delcra_glc__2,-0.2252560243,-0.27600491050000003
minspan__bw_delcra_trp__1,-0.7319107898,-0.6046629535
minspan__bw_delmntr__1,-0.3358112801,0.0164189645
minspan__bw_delnac_ade__1,-0.2620536351,-1.2418590145
minspan__bw_delnac_glc__1,-0.678376647,-0.7684764395
cra_crp__wt_ac__1,-1.1767082224,-1.2459585425
cra_crp__wt_ac__2,-0.7153829615,-1.1455232055
cra_crp__wt_fru__1,-0.6086719223,-0.6898650915
cra_crp__wt_fru__2,-0.26219982210000004,-0.8067937475
cra_crp__delcra_ac__1,0.2376361612,-0.45943224050000003
cra_crp__delcra_ac__2,-0.029968471000000003,-0.4761669905
cra_crp__delcra_fru__1,-0.0600241147,-0.12078040350000001
cra_crp__delcra_fru__2,0.1381663252,-0.1552402065
cra_crp__delcra_glc__1,-0.06756546000000001,-0.1046018405
cra_crp__delcra_glc__2,0.3775443656,-0.0338630295
rpoB__wt_031__1,-0.6387109275,-0.3449942185
rpoB__wt_044__1,-0.0422512052,-0.3513566235
rpoB__wt_lb__1,-1.5411452525,-0.4529699505
rpoB__wt_lb__2,-1.3412551173,-0.5032740525
rpoB__rpoBE546V_031__1,-0.2929156807,-0.3881231295
rpoB__rpoBE546V_044__1,0.0701219173,-0.3097270755
rpoB__rpoBE546V_lb__1,-0.6712811350000001,-0.4103320025
rpoB__rpoBE546V_lb__2,-1.4721968275,-0.4889494455
rpoB__rpoBE546V_glc__1,-0.9058496813,-0.09000047950000001
rpoB__rpoBE672K_glc__1,-1.5970233292,-0.5717059175
rpoB__rpoBE672K_glc__2,-1.8066415934000002,-0.5596853935
rpoB__rpoBE672K_lb__1,-2.1281899202,-0.9679668525
rpoB__rpoBE672K_lb__2,-1.3128372949,-0.9159937825000001
crp__wt_fru__1,-0.8884016756,-0.3871375205
crp__wt_glyc__1,-0.8985617364,-0.4173096645
crp__wt_glyc__2,-1.0091710367,-0.5167248275
crp__delar1_glyc__1,-0.0846156415,-0.054450620500000005
crp__delar1_glyc__2,0.06431472120000001,0.2232446855
crp__delar1ar2_glyc__1,0.16204081310000001,-0.3087415325
crp__delar1ar2_glyc__2,0.0131186357,-0.22387192050000002
crp__delar1ar2_glyc__3,0.1807220465,-0.2399325655
crp__delar2_glyc__1,0.3637971754,0.1394869225
crp__delar2_glyc__2,0.4291387607,0.1519162385
crp__delar2_glyc__3,-0.0176190898,0.1177022425
crp__delcrp_fru__1,-0.4008423884,-0.3219032375
crp__delcrp_fru__2,-0.2109585749,-0.1366913865
crp__delcrp_fru__3,0.12513989420000002,-0.3756417265
crp__delcrp_glc__1,0.2465095995,-0.0688420555
crp__delcrp_glc__2,0.599118472,-0.1157882055
crp__delcrp_glc__3,0.10523373800000001,-0.0688141315
crp__delcrp_glyc__1,0.1261907571,-0.0446154595
crp__delcrp_glyc__2,-0.4023382824,-0.1298417085
crp__delcrp_glyc__3,-0.4835149178,-0.2013303665
glu__glu_ale3__1,-0.3166394194,0.5285798855
glu__glu_ale4__1,-0.7793632580000001,0.009107618500000001
glu__glu_ale5__1,-0.1024049976,-0.3488621115
glu__glu_ale6__1,-1.5472302972,-0.7081105395
glu__glu_ale8__1,-1.1637879874000001,0.5153997865000001
glu__glu_ale9__1,-0.3328476501,0.1834614625
glu__glu_ale10__1,-0.5045847169000001,0.1218008205
42c__wt_42c__1,-0.5510540132,-0.1682068585
42c__42c_ale1__1,0.11441780650000001,0.6111901275
42c__42c_ale2__1,-0.4887369126,-0.1122373675
42c__42c_ale3__1,-0.1217879708,0.0488370745
42c__42c_ale4__1,0.08998842180000001,0.0634520135
42c__42c_ale5__1,-0.6801634670000001,-0.5432408075
42c__42c_ale6__1,-1.1129702405,1.1449694235
42c__42c_ale8__1,0.4814513789,0.38481999850000004
42c__42c_ale9__1,-1.2006643379,-0.19007899350000002
42c__42c_ale10__1,-0.5949527286,0.3058746335
ssw__wt_ac__1,0.1022439015,-1.3759561215
ssw__wt_glc__1,0.2819117177,-1.0027805915
ssw__wt_glyc__1,-1.0253994183,-0.2503675835
ssw__wt_xyl__1,-2.262117961,-0.1790851705
ssw__glc_ale1__1,-0.4200782743,-0.2639531795
ssw__glc_ale2__1,0.2227764766,-0.0765549115
ssw__glc_ale3__1,-0.4985380903,0.1906220305
ssw__glyc_ale1__1,0.2247195666,0.1079745265
ssw__glyc_ale2__1,-0.8131666748,-0.1670612955
ssw__xyl_ale1__1,-1.199439878,-0.5350650705000001
ssw__xyl_ale2__1,-1.6361472473,-0.12520912550000002
ssw__xyl_ale3__1,-1.5863049371,-0.5141251435
ssw__glc_ac_ac2__1,1.1160877931,0.0884898465
ssw__glc_ac_glc1__1,-1.2679561898,-0.4921805725
ssw__glc_glyc_glc__1,0.6063665138000001,-0.06555387950000001
ssw__glc_glyc_glyc__1,-0.5624225126,-0.3702936075
ssw__glc_xyl_glc__1,-1.5952984667,-0.6754592145
ssw__glc_xyl_xyl__1,-0.8622374962,-0.5623145625
ica__wt_glc__1,-1.7341504981,-1.1647344215
ica__wt_glc__2,-1.8808988901,-1.1733867595
ica__wt_glc__3,-0.37718288640000003,-0.4252113555
ica__wt_glc__4,-0.5512716978000001,-0.8413227025000001
ica__arg_sbt__1,-1.4282333407,-1.0841013495
ica__arg_sbt__2,-1.3084240980000001,-1.0787044725
ica__cytd_rib__1,0.9966579229,-1.1548345755
ica__cytd_rib__2,0.9564688503000001,-1.4943932255
ica__gth__1,0.2598870898,-0.6864709065
ica__gth__2,0.6146000663,-0.5690592065
ica__leu_glcr__1,-0.4588727014,-1.1779433235
ica__leu_glcr__2,-0.1524193476,-1.3159117025
ica__met_glc__1,-1.9491080999000001,-1.2440466385
ica__met_glc__2,-1.7868104639,-1.2261424635
ica__no3_anaero__1,-0.6616475313,-0.7140987165
ica__no3_anaero__2,-1.0747510336,-0.9501209665
ica__phe_acgam__1,-0.7805378626,-1.0313569195
ica__phe_acgam__2,-1.0517686698,-0.9785833985000001
ica__thm_gal__1,-0.1697236922,-0.7195168935
ica__thm_gal__2,-0.2002786316,-0.7026251785000001
ica__tyr_glcn__1,-0.6038549435,-0.9694879705
ica__tyr_glcn__2,-0.8384230191,-1.0167970505
ica__ura_pyr__1,-0.7301781034,-0.9644738135
ica__ura_pyr__2,-0.5465826494,-1.1305137135
ica__wt_glc__5,-0.2378422265,-0.5388610005
ica__wt_glc__6,0.3107797343,-0.5261020825
ica__bw_delpurR_cytd__1,-1.4066945156,-0.9248504735
ica__bw_delpurR_cytd__2,-0.2631565101,-0.4026754395
ica__ade_glc__1,-0.0257777543,-0.5064871135
ica__ade_glc__2,-0.7051929697,-0.9009499005
ytf__wt_glc__1,-0.3542020689,-0.7465721585
ytf__wt_glc__2,-0.5676611696,-0.7122070205000001
ytf__delyafC__1,1.1044772844,-0.6445652655
ytf__delyafC__2,0.7060133613,-0.5769429405000001
ytf__delyeiE__1,-0.2475123465,-0.3036139975
ytf__delyeiE__2,0.2842143643,-0.6401710775
ytf__delyiaJ__1,0.9990016185,-0.6387944065000001
ytf__delyiaJ__2,0.6689326346000001,-0.6782936145
ytf__delyieP__1,-0.3180702432,-0.2085021155
ytf__delyieP__2,-0.4934248744,-0.4105978985
ytf__wt_ph5__1,-0.1585714405,-0.9118704745
ytf__wt_ph5__2,-0.2332705196,-0.9170142135
ytf__wt_ph8__1,-0.6947198042,-0.6687048935000001
ytf__wt_ph8__2,-0.3640628461,-0.5954199155000001
ytf__delybaO__1,1.020628383,-0.6425739515000001
ytf__delybaO__2,0.2873171383,-0.2841707585
ytf__delybaQ__1,-0.4256723054,-0.6108142025000001
ytf__delybaQ__2,-0.2403334866,-0.6072561935
ytf__delybiH__1,-0.19704300460000002,-0.6604464925
ytf__delybiH__2,0.22176345260000002,-0.38373789150000004
ytf__delydcI_ph5__1,-0.3637999241,-0.9952086625000001
ytf__delydcI_ph5__2,-0.4075711046,-1.0559143555
ytf__delydcI_ph8__1,0.0166522563,-0.6927507895
ytf__delydcI_ph8__2,-0.7230075673,-0.7724768655
ytf__delyddM__1,0.1491092639,-0.3589342035
ytf__delyddM__2,0.229162739,-0.3634035155
ytf__delyheO__1,1.1824866989,-0.6413710035
ytf__delyheO__2,0.6249937252000001,-0.37468471950000004
fps__bw_glc__1,-0.5481016977000001,-0.8902160585000001
fps__bw_glc__2,-0.9436047115,-0.7286517805
fps__fps_thrA_ale1__1,-0.5395167794,-0.6539975915
fps__fps_thrA_ale1__2,-0.6580689430000001,-0.8012200095
fps__fps_thrA_ale2__1,-0.7542676827,-1.1462956155
fps__fps_thrA_ale2__2,-0.8823367630000001,-1.0022626945
fps__fps_serB_ale1__1,-0.35410760900000005,-0.8879811465
fps__fps_serB_ale1__2,-0.08683002640000001,-0.8856957215
fps__fps_serB_ale4__1,0.0677817033,-1.6096280735000001
fps__fps_serB_ale4__2,0.0209686706,-1.3695951065
fps__fps_ptsI_ale1__1,-1.0747993096,-1.5028601515
fps__fps_ptsI_ale1__2,-1.0312958054,-1.3479942225000001
fps__fps_ptsI_ale3__1,-0.8267859604000001,-1.2880432145
fps__fps_ptsI_ale3__2,-0.8050353191,-1.2657711625
pal__lyx_ale2_f6__1,-0.45814434200000004,-0.7370300685000001
pal__lyx_ale2__1,-0.2005327609,-0.4125634455
pal__lyx_ale2__2,-0.9944970139,-0.46911723850000003
pal__lyx_ale4__1,-0.5280206093,-0.7544575505000001
pal__lyx_ale4__2,-0.053041128300000004,-0.8055475565
pal__5drib_ale10_f18__1,-0.5983248738,-1.0362983395
pal__5drib_ale10_f18__2,-0.7877545743000001,-1.0005388265
pal__5drib_ale10__1,-0.4719533053,-0.9527848745
pal__arab_ale14_f9__1,1.4294059313,-0.5816747775000001
pal__arab_ale14_f9__2,1.7102953967,-0.5494630605
pal__arab_ale14__1,0.5591964885,-0.5377603785
pal__arab_ale14__2,0.1851632068,-0.49580016050000003
pal__arab_ale16__1,-1.2068869589,-0.4372014215
pal__arab_ale16__2,-1.2440040509,-0.6010224645000001
pal__tartr_ale26_f10__1,-0.6440795738,-1.0127981625
pal__tartr_ale26_f10__2,-0.3166198092,-0.9102793655
pal__tartr_ale26__1,0.230772672,-0.8622396035000001
pal__tartr_ale26__2,0.006431623,-0.8814512005
pal__tartr_ale28_f10__1,0.6996751072,-1.1640991815
pal__tartr_ale28_f10__2,0.1521936597,-1.2902975615
pal__tartr_ale28__1,0.8121713589,-0.9882914905
pal__tartr_ale28__2,0.28284995500000004,-0.8063985665000001
efeU__delmenFentC_citr__1,-0.7539226343000001,-0.6396190855
efeU__delmenFentC_citr__2,-0.41648250940000003,-0.7526173175
efeU__delmenFentC__1,-1.1897505175,-0.9510594615
efeU__delmenFentC__2,-1.3004239121,-0.9824532035
efeU__menFentC_ale39__1,0.3782547154,-0.0090301475
efeU__menFentC_ale39__2,0.5397855621000001,-0.0188152945
efeU__menFentC_ale29__1,16.8015738621,1.0465593895
efeU__menFentC_ale29__2,16.7099183184,1.0475618495
efeU__menFentC_ale30__1,9.9005690587,0.4060175025
efeU__menFentC_ale30__2,10.6205727838,0.40942598350000003
efeU__menFentCubiC_ale36__1,-0.5251260204,-0.6359555065
efeU__menFentCubiC_ale36__2,-0.8608097958,-0.5556924655000001
efeU__menFentCubiC_ale37__1,-0.8038225893000001,-0.8343870225000001
efeU__menFentCubiC_ale37__2,-0.9817963860000001,-0.7470395655000001
efeU__menFentCubiC_ale38__1,-0.5095628695000001,-0.7127051045
efeU__menFentCubiC_ale38__2,-0.36185640760000004,-0.5749366895
misc2__salc_glc__1,-0.032196998500000004,-1.1131053255
misc2__salc_glc__2,0.138999239,-0.7267461455
misc2__dbcn_glc__1,-1.0340313129,-0.8160596295
misc2__dbcn_glc__2,0.4257519681,-0.4112901695
misc2__tyr_glc__1,0.1117147128,-0.3573476645
misc2__tyr_glc__2,-0.09838364120000001,-0.36166994950000003
misc2__arg_cytd__1,-1.1467071444,-0.6593837385
misc2__arg_cytd__2,-1.2345665995,-0.5745170285
misc2__delyheO_pyr__1,-0.7826180178000001,-0.8042408445
misc2__delyheO_pyr__2,-1.0076219881,-0.7409029815
nquinone__delubiC__1,-0.2702745798,-0.5304742965
nquinone__delubiC__2,-0.4753669734,-0.4765539975
nquinone__ubiC_ale1__1,-0.6602621035,-0.4959383835
nquinone__ubiC_ale1__2,-1.1508902373,-0.6757416205
nquinone__ubiC_ale2__1,-0.0300887939,-0.6116058595
nquinone__ubiC_ale2__2,-0.0484716845,-0.6797727655
nquinone__ubiC_ale3__1,-0.2626197847,-1.0357764855
nquinone__ubiC_ale3__2,-0.26148953340000003,-1.0749782225
nquinone__ubiC_ale4__1,-0.0653787574,-0.8555743145
nquinone__ubiC_ale4__2,-0.3202402719,-0.7196557865000001
nquinone__delpdhR__1,-0.7162150832,-1.0106217715
nquinone__delpdhR__2,-0.4314003415,-1.0030725985
quinone__glu_ale4__1,-0.8098298380000001,-0.5905795655
quinone__glu_ale4__2,-0.9510512510000001,-0.2146487235
quinone__delmenF__1,-0.011608108300000001,-0.7383647585
quinone__delmenF__2,-0.8081736717,-0.6706331155
quinone__menF_ale5__1,-0.010999809900000001,-0.1475599705
quinone__menF_ale5__2,-0.3769669768,-0.3644170315
quinone__menF_ale6__1,-0.35165122,-0.3262592795
quinone__menF_ale6__2,-0.4945195039,-0.2545275715
quinone__menF_ale7__1,-0.3569349124,-0.08753164150000001
quinone__menF_ale7__2,-0.187262284,0.0135159385
quinone__menF_ale8__1,0.24688074570000001,0.3137363375
quinone__menF_ale8__2,0.4204838011,0.49298523650000003
quinone__delmenFubiC__1,-0.7317923168,-0.6024284515
quinone__delmenFubiC__2,-0.4505533874,-0.4996967745
quinone__menFubiC_ale1__1,0.6036698108,-0.0666397165
quinone__menFubiC_ale1__2,0.6452603184,-0.1373311885
quinone__menFubiC_ale2__1,0.36344694250000004,-0.1639215195
quinone__menFubiC_ale2__2,0.4624704383,-0.1806660705
quinone__menFubiC_ale3__1,-0.4856056769,-0.6955871425
quinone__menFubiC_ale3__2,-0.5520237703,-0.8340258335
quinone__menFubiC_ale4__1,-0.0166645095,-0.029725413500000002
quinone__menFubiC_ale4__2,0.1516114148,0.0629504375
oxyR__wt_glc__1,-0.3173055456,-0.7762858695
oxyR__wt_glc__2,-0.2283051847,-0.7315106075000001
oxyR__wt_h2o2__1,-0.6460287587,-0.8608678875
oxyR__wt_h2o2__2,0.4490253456,-0.6417562975000001
oxyR__glu_ale4__1,-0.4298493893,-0.3669767955
oxyR__glu_ale4__2,-0.9249028137,-0.4587811055
oxyR__glu_ale4_h2o2__1,1.1786195471,-0.2914112135
oxyR__glu_ale4_h2o2__2,-1.2002879269,-0.47630707450000004
oxyR__oxyR_ale17__1,15.346548262,-0.0070996825
oxyR__oxyR_ale17__2,15.6611550787,-0.1637382055
oxyR__oxyR_ale17_h2o2__1,15.0361204239,0.1588531655
oxyR__oxyR_ale17_h2o2__2,14.0472531988,-0.0370105325
oxyR__oxyR_ale18__1,11.3173315888,-0.1339212455
oxyR__oxyR_ale18__2,11.3067469223,-0.1727940795
oxyR__oxyR_ale18_h2o2__1,14.466166176,-0.0722966015
oxyR__oxyR_ale18_h2o2__2,14.8506020226,-0.0032322065000000002
oxyR__oxyR_ale19__1,15.1414693141,-0.6219436925
oxyR__oxyR_ale19__2,15.5761890663,-0.27047938050000003
oxyR__oxyR_ale19_h2o2__1,14.3759732558,-0.6421598065
oxyR__oxyR_ale19_h2o2__2,14.350334121,-0.6175757645000001
oxyR__oxyR_ale20__1,19.0486796728,-1.8714874025000001
oxyR__oxyR_ale20__2,19.2463048587,-1.9426510605
oxyR__oxyR_ale20_h2o2__1,17.8434795551,-0.39616988350000004
oxyR__oxyR_ale20_h2o2__2,17.759491948,-0.5811615765
svns_pgi__BmePgi24_15__1,-1.1949917484,-0.6874707455
svns_pgi__BmePgi24_15__2,-1.2375353993,-0.6716832325000001
svns_pgi__BmePgi24_26__1,-1.1806632616,-0.7371168745000001
svns_pgi__BmePgi24_26__2,-1.6049736894,-0.6780081365
svns_pgi__BmePgi24_41__1,0.46235223150000004,-0.22233426750000002
svns_pgi__BmePgi24_41__2,-1.2299069028,-0.6129131765
svns_pgi__BmePgi24_52__1,-1.1275342234,-0.6082892115
svns_pgi__BmePgi24_52__2,-1.2336574666,-0.6713226245
svns_pgi__PaePgi2_34__1,-1.0294115256,-0.4929245145
svns_pgi__PaePgi2_34__2,-0.9834920827,-0.5660375945
svns_pgi__PaePgi2_63__1,-0.9287486757000001,-0.45476581250000003
svns_pgi__PaePgi2_63__2,-0.8799270320000001,-0.5093540145000001
svns_pgi__PaePgi24_54__1,0.485013034,-0.4219021395
svns_pgi__PaePgi24_54__2,0.5611286015,-0.4063010315
svns_pgi__PaePgi24_90__1,1.064826877,-0.3996848405
svns_pgi__PaePgi24_90__2,0.564312063,-0.4003358705
abx_media__m9_ctrl__1,-1.0813471949,-1.1341344335
abx_media__m9_ctrl__2,-1.1438320542,-1.3039064855
abx_media__rpmi_ctrl__1,-1.4489956771,-1.6587171575
abx_media__rpmi_ctrl__2,-3.1632560182000002,-1.3098649305
abx_media__camhb_ctrl__1,-3.1991897673,-2.6618640635
abx_media__camhb_ctrl__2,-4.1522197964,-2.5839555885000003
abx_media__m9_mero__1,-1.6886033736,-2.0202637855
abx_media__m9_mero__2,-1.6322368397,-1.3308809635
abx_media__rpmi_mero__1,-3.1695733822,-2.1562975404999998
abx_media__rpmi_mero__2,-3.0790735678,-1.7991094215
abx_media__camhb_mero__1,-3.8019188478,-3.1597899535
abx_media__camhb_mero__2,-4.0982055403,-2.9159904475
abx_media__m9_trisulf__1,-2.3516333281,-0.5631937385
abx_media__m9_trisulf__2,-2.6092152377,-0.5144191885
abx_media__rpmi_trisulf__1,-3.614467575,-1.8583246105
abx_media__rpmi_trisulf__2,-3.9897995357,-1.8613604535000001
abx_media__camhb_trisulf__1,-4.5256677197,-2.0097135915
abx_media__camhb_trisulf__2,-4.2574987018,-2.1296935325
abx_media__m9_cef__1,-2.3982664789,-1.0261094745
abx_media__m9_cef__2,-2.3828816848,-0.9500824095
abx_media__rpmi_cef__1,-5.5908002433,-1.3162538115
abx_media__rpmi_cef__2,-5.5649977411,-1.2779827745
abx_media__camhb_cef__1,-4.6326684237,-1.8820067145000001
abx_media__camhb_cef__2,-4.1854912527,-1.8741865285000001
abx_media__m9_cipro__1,-1.4951545933000001,-0.4997634305
abx_media__m9_cipro__2,-2.1887421827,-0.4811303765
abx_media__rpmi_cipro__1,-5.0392783083,-1.4429641715
abx_media__rpmi_cipro__2,-4.2042008572,-1.3101272095
abx_media__camhb_cipro__1,-3.8756964484000003,-2.5234814525
abx_media__camhb_cipro__2,-3.7641831667,-2.5774133985
hot_tale__42c_ale3_30c__1,-0.8399081855,-0.8234281505000001
hot_tale__42c_ale3_30c__2,-1.6087723796,-0.8052780635
hot_tale__42c_ale3_37c__1,-0.7073546032,-0.6229068465
hot_tale__42c_ale3_37c__2,-0.4248339501,-0.6429385005
hot_tale__42c_ale3_44c__1,0.1241605105,-0.33780963350000004
hot_tale__42c_ale3_44c__2,0.140606835,-0.4034147065
hot_tale__hot_ale3_mid_30c__1,0.8474401396000001,-0.6972141705
hot_tale__hot_ale3_mid_30c__2,-0.027891382500000002,-0.7321652355
hot_tale__hot_ale3_mid_37c__1,0.9146412414,-0.7543950685
hot_tale__hot_ale3_mid_37c__2,0.8033708907,-0.6435219065000001
hot_tale__hot_ale3_mid_44c__1,0.2021659469,-0.7297927915
hot_tale__hot_ale3_mid_44c__2,0.28566381760000004,-0.4675198615
hot_tale__hot_ale3_30c__1,-0.0953219392,-0.7310937005
hot_tale__hot_ale3_30c__2,0.4158289827,-0.7754885575
hot_tale__hot_ale3_37c__1,0.1495199491,-0.7744561925
hot_tale__hot_ale3_37c__2,0.399308502,-0.5419484445
hot_tale__hot_ale3_44c__1,0.3633224988,-0.6518214305000001
hot_tale__hot_ale3_44c__2,0.9954142607,-0.7044402525
hot_tale__hot_ale4_30c__1,-1.3241367966,-0.7862631545000001
hot_tale__hot_ale4_30c__2,-1.1173304395,-0.7303649795
hot_tale__hot_ale4_37c__1,-0.6117767550000001,-0.5801856455000001
hot_tale__hot_ale4_37c__2,-0.7154100674,-0.4431834995
hot_tale__hot_ale4_44c__1,-0.0490734153,-0.4048787945
hot_tale__hot_ale4_44c__2,0.2877269491,-0.4971799975
hot_tale__hot_ale8_30c__1,-1.6446666909,-0.8235392035
hot_tale__hot_ale8_30c__2,-1.1893422855,-0.8963596585
hot_tale__hot_ale8_37c__1,-0.3366181433,-0.8013394765
hot_tale__hot_ale8_37c__2,-0.24811812360000002,-0.7186245875
hot_tale__hot_ale8_44c__1,0.1532615835,-0.3441999155
hot_tale__hot_ale8_44c__2,-0.20358074510000002,-0.41325572250000003
hot_tale__hot_ale9_mid_30c__1,-0.8877651866,-0.6972616095
hot_tale__hot_ale9_mid_30c__2,-0.5769369118000001,-0.7866384075
hot_tale__hot_ale9_30c__1,-1.0530495369,-0.6134601485
hot_tale__hot_ale9_30c__2,-0.7340078104000001,-0.7004979795
hot_tale__hot_ale9_mid_37c__1,-0.1992278924,-0.6122906855
hot_tale__hot_ale9_mid_37c__2,-0.1897240393,-0.5669987765
hot_tale__hot_ale9_37c__1,-0.17045831390000002,-0.6084114275
hot_tale__hot_ale9_37c__2,0.0473336482,-0.5880797965
hot_tale__hot_ale9_mid_44c__1,-0.2653282847,-0.4006998095
hot_tale__hot_ale9_mid_44c__2,0.7418346291,-0.1809357815
hot_tale__hot_ale9_44c__1,0.2898033389,-0.4198777255
hot_tale__hot_ale9_44c__2,0.4269641715,-0.4868589055
hot_tale__hot_ale10_30c__1,-0.5802853788,-0.6034053895
hot_tale__hot_ale10_30c__2,-0.7480655332,-0.6127870545
hot_tale__hot_ale10_37c__1,0.0608198745,-0.6314334165000001
hot_tale__hot_ale10_37c__2,-0.1993059657,-0.6343397055000001
hot_tale__hot_ale10_44c__1,-0.3166662571,-0.3833000335
hot_tale__hot_ale10_44c__2,-0.15463861010000002,-0.45796661050000004
hot_tale__hot_ale16_30c__1,-1.2714137589,-0.7758766995
hot_tale__hot_ale16_30c__2,-0.9875072749,-0.6361274015
hot_tale__hot_ale16_37c__1,-0.1702353922,-0.6062849315000001
hot_tale__hot_ale16_37c__2,-0.3963922314,-0.6515779725
hot_tale__hot_ale16_44c__1,-0.45814374290000004,-0.23052606650000002
hot_tale__hot_ale16_44c__2,-0.6845440352000001,-0.30932721750000003
pdhr_ale__pdhR-13_51__1,11.5444845591,1.0234820575
pdhr_ale__pdhR-13_51__2,11.8781767267,1.0769255545
pdhr_ale__pdhR-14_46__1,0.332045658,-0.8424038135
pdhr_ale__pdhR-14_46__2,-0.2413550404,-0.8523148985000001
pdhr_ale__pdhR-15_51__1,-0.2544270548,-1.1060602335
pdhr_ale__pdhR-15_51__2,0.0649655645,-1.0589602685
pdhr_ale__pdhR-16_49__1,-0.1560772583,-0.9263042795
pdhr_ale__pdhR-16_49__2,0.0923705682,-0.8070679015000001
tcs__del_atoC_LiAcet__1,-0.9870131279000001,-0.5248353725
tcs__del_atoC_LiAcet__2,-1.0199961842,-0.5116463305
