,A,FrmR
ecoli_00420,-0.6244022241,-0.5416045205000001
ecoli_00421,-1.2365210419000001,-0.042983479500000005
ecoli_00422,-1.3621586496,0.0154586995
ecoli_00423,-2.5189380416000002,-0.7055173305
ecoli_00424,-2.1625649601,-0.4529265845
ecoli_00425,-0.7757872672,-0.1818103255
ecoli_00426,-0.9321432635,-0.1004478345
ecoli_00427,-1.3780086449,-0.40486696050000004
ecoli_00428,-1.6405642963,-0.3699287895
ecoli_00429,-0.9718948115,-0.4479890165
ecoli_00430,-1.0508758203,-0.1231774555
ecoli_00431,-2.7299961864,-0.0261100225
ecoli_00432,-2.4140802399,-0.0418540015
ecoli_00433,-1.2728260263,0.2507857435
ecoli_00434,-1.468140507,0.1508440825
ecoli_00435,-2.0611034425,-0.5350791955
ecoli_00436,-1.9877454887,-0.3603774215
ecoli_00437,-1.6725778042,-0.3308963955
ecoli_00438,-1.7632357791,-0.2669632765
ecoli_00439,-2.7508544617,-0.37910902350000003
ecoli_00440,-3.47142728,-0.1523708355
ecoli_00441,-2.2613118923,-0.5281000495
ecoli_00442,-1.7214043436000002,-0.44140880050000003
ecoli_00443,-1.7817133333,-0.3670804355
ecoli_00444,-1.7119236279,-0.2804235545
ecoli_00445,-2.5877944374,-0.26514378050000004
ecoli_00446,-2.7083206778999998,-0.18316656150000002
ecoli_00447,-0.8945798348,-0.20243141950000001
ecoli_00448,-1.3593452943,-0.38680707950000004
ecoli_00449,-1.2270295936,-0.1126607885
ecoli_00450,-0.7758458498,-0.0122453135
ecoli_00451,-2.5618708141,-0.7235158435
ecoli_00452,-2.4073151825,-0.6454582095
ecoli_00453,-1.9348662735,-0.25185042350000003
ecoli_00454,-0.4354223681,0.4967045585
ecoli_00455,-0.988043396,-0.8311317685
ecoli_00456,-1.011464521,-0.7553377085
ecoli_00457,-1.0186021073,-0.7916491405
ecoli_00458,-1.1055670602,-0.5808442885
ecoli_00459,-1.2514470363,-0.7895855265
ecoli_00460,-1.1886845485,-0.8550102835000001
ecoli_00461,4.1550318559,1.6476934045
ecoli_00462,5.0902281591,1.9616337165000002
ecoli_00463,1.4586608624,0.8664494125000001
ecoli_00464,1.1428043451,0.7846381845
ecoli_00465,-0.9948688170000001,-0.7827493675
ecoli_00466,-1.2859669625999999,-1.2039600205
ecoli_00467,0.3840839307,0.2769181845
ecoli_00468,0.6033321102,0.32261784050000003
ecoli_00469,-1.0020166822,-0.8643798115
ecoli_00470,-1.3520405631,-1.1001497795
ecoli_00471,2.099245702,1.0630160265
ecoli_00472,1.850021471,1.0382237625
ecoli_00473,1.1362890942,0.6650000505
ecoli_00474,1.7773619533,0.6915702995
ecoli_00475,2.4325585419,1.3874086205
ecoli_00476,2.6362411724,1.5724024865000001
ecoli_00477,0.5025168867,0.08551608050000001
ecoli_00478,0.2193088495,-0.10851904650000001
ecoli_00479,-2.4617049732,-0.5471877065
ecoli_00480,-2.1106864424,-0.6367215215
ecoli_00481,-3.6601400883,-1.2481329395
ecoli_00482,-3.7481017752,-0.9178595345
ecoli_00483,-0.6139388025,-0.29470436850000004
ecoli_00484,-1.1242808905,-0.4033728895
ecoli_00485,-3.5552816128,-2.3909664375
ecoli_00486,-3.4023323631,-2.2369955545
ecoli_00487,4.0277956804,1.6089325085000001
ecoli_00488,4.4538519781,1.5751564455
ecoli_00489,2.1235320163,1.1664374025
ecoli_00490,2.2562726335,1.4221415265
ecoli_00491,1.1168435284,-0.0705096575
ecoli_00492,1.2547596101,0.2097645205
ecoli_00493,1.0881030866999999,0.7992887885000001
ecoli_00494,1.1374813888,0.8883174945000001
ecoli_00495,-2.4970606704,-0.7226307415000001
ecoli_00496,-2.9613211096,-0.8961164365000001
ecoli_00497,-0.6425087133,-0.7165028585000001
ecoli_00498,-0.5714470166,-0.7523249135000001
ecoli_00499,-3.8335814777,-0.8070052665
ecoli_00500,-3.4033877963,-0.8458773805
ecoli_00501,1.6421902105,0.9957660385
ecoli_00502,1.9947629671,0.9662352995000001
ecoli_00503,3.4435564368,1.2769565215
ecoli_00504,3.4588583955,1.3103274905
ecoli_00505,1.433555892,0.9001484775
ecoli_00506,1.6153934394,0.9323334435
ecoli_00507,-0.19635783480000002,-0.2272299875
ecoli_00508,-1.261800002,-0.5228234945
ecoli_00509,-0.2968006755,-0.2743848035
ecoli_00510,-0.5240277219,-0.36309459450000003
ecoli_00511,-2.8739996264,-2.0906836785
ecoli_00512,-2.7382938619,-1.7866901035
ecoli_00513,-0.5289398417,-0.6386437135
ecoli_00514,-0.5142261325,-0.8959352545
ecoli_00515,1.353069814,0.41706984350000004
ecoli_00516,1.4442864852000001,0.6253364725
ecoli_00517,-0.147213661,0.1090770405
ecoli_00518,-0.2799768863,0.020737559500000002
ecoli_00519,1.2963490563,0.6391575725
ecoli_00520,0.8610250058000001,0.5628187345
ecoli_00521,0.6799309848,0.9047710995
ecoli_00522,0.7872905521,0.7543084865
ecoli_00523,0.3231073546,0.4577034065
ecoli_00524,-1.1229394694,-0.5839782585000001
ecoli_00525,-1.3134044939,-0.5303427405
ecoli_00526,-1.0588351153,-0.2462471545
ecoli_00527,-0.781843747,-0.47457865050000003
ecoli_00528,-1.6928655258,-1.6314934385000002
ecoli_00529,-2.3205004575,-2.1011482935
ecoli_00530,-3.2058132897,-1.8899050965000002
ecoli_00531,-4.8013885251,-2.8916341785
ecoli_00532,-1.2082907935,-0.2844307145
ecoli_00533,-1.1856358841,-0.3478227795
ecoli_00534,-1.2371438876,-0.42022235950000003
ecoli_00535,-1.0880909263,-0.5448818825
ecoli_00536,-1.6263245994000002,-1.3174006995
ecoli_00537,-1.0188634603,-0.7534124905
ecoli_00538,-1.9799508218000001,-1.5708449865
ecoli_00539,-2.0516316348,-1.3062917095
ecoli_00540,-1.1464663755,-0.8656442405
ecoli_00541,-1.1281672947999999,-1.1622811055
ecoli_00542,-1.2563533437,-1.2448102475
ecoli_00543,-1.4806577761000002,-1.1699707035
ecoli_00544,-1.4185571128,-1.6188943245
ecoli_00545,-1.3899595976,-1.7950507315
ecoli_00546,-1.0446534589,-0.9587308655000001
ecoli_00547,-0.8534184255,-0.7565816165
ecoli_00548,-0.1469014655,-0.5629004705
ecoli_00549,0.3901472676,-0.7245244895
ecoli_00550,0.3816137294,-0.4641543695
ecoli_00551,0.2974605923,-0.4634778955
ecoli_00552,0.0707052101,-0.5124566385
ecoli_00553,-0.6499542383,-0.3167056695
ecoli_00554,0.1745059821,-0.13317112150000002
ecoli_00555,1.0079930623,0.1160819725
ecoli_00556,0.6994219181,0.07220396450000001
ecoli_00557,-0.4591953881,-0.0888461635
ecoli_00558,-2.8577949683,-1.3429875835
ecoli_00559,-2.5835336346,-1.0553317275
ecoli_00560,-0.5915144811,-0.7807063755
ecoli_00561,-1.4961309802,-0.9004654385
ecoli_00562,1.8578001886000002,-0.16543784350000001
ecoli_00563,1.6893700897000001,-0.2589023505
ecoli_00564,0.34924018970000004,-0.2813497995
ecoli_00565,0.4289055874,-0.2543988645
ecoli_00566,0.1846482972,0.2141015165
ecoli_00567,-0.09951759930000001,0.43410350550000004
ecoli_00568,1.1071573425,0.37188506450000003
ecoli_00569,1.0658437513,0.6386736645000001
ecoli_00570,1.3019220177,0.7079273235
ecoli_00571,1.0044706405,0.6537672635
ecoli_00572,0.4228341705,0.4355620275
ecoli_00573,0.8492421644,0.8674718505000001
ecoli_00574,1.1181719622,-0.5196923735
ecoli_00575,1.3429710951,-0.5907173475
ecoli_00576,3.1372257215,-0.6551918355
ecoli_00577,2.9986828515,0.0078252205
ecoli_00578,2.9338602615,0.3666630675
ecoli_00579,3.7185172952,0.1353096355
ecoli_00580,2.862601176,0.2131480115
ecoli_00581,2.0470184151,0.1880053465
ecoli_00582,1.6520435893,0.6968808445
ecoli_00583,1.9158048567,0.5577318205
ecoli_00584,1.7023188073000002,1.3780952725
ecoli_00585,1.9742490798999999,1.4736803815
ecoli_00586,2.5339330416,1.2375515075
ecoli_00587,3.5336906148000002,1.4343418055
ecoli_00588,3.4106482333,1.6541267204999999
ecoli_00589,3.0472667512,1.5980703055
ecoli_00590,3.648003675,1.7037565264999999
ecoli_00591,3.5772707198,1.4299446525000001
ecoli_00592,-0.41387656650000004,0.16524299750000002
ecoli_00593,0.1041631127,-0.1606103945
ecoli_00594,0.3956199301,0.0961337855
ecoli_00595,0.8567947931000001,0.26333415450000003
ecoli_00596,0.699284569,0.1919935795
ecoli_00597,0.4760327036,0.1108534085
ecoli_00598,1.0134591020000001,0.7623331455
ecoli_00599,1.4788109397,0.6298338065
ecoli_00600,-3.60246243,-0.9633032025
ecoli_00601,-3.0002095596,-1.2628636105
ecoli_00602,-3.3086057219000002,-1.3851969715
ecoli_00603,-3.2368595605,-1.2976919295
ecoli_00604,-3.956067593,-1.2252322095000001
ecoli_00605,-2.9964769304,-1.2317576215
ecoli_00606,-2.1144489558,-0.24298722250000002
ecoli_00607,-1.3937267789,-0.0018556325
ecoli_00608,-0.9205576601000001,-0.1388657775
ecoli_00609,-0.7691091328,0.2979544335
ecoli_00610,-0.7319675689,0.1874754845
ecoli_00611,-0.6164096676,0.1876748975
ecoli_00612,1.2507379362,1.0420548395
ecoli_00613,2.4358333351,1.0903071285000001
ecoli_00614,2.3859121139,0.9434619295000001
ecoli_00615,3.4681108075,0.4356708235
ecoli_00616,3.4878188004,1.2131528395
ecoli_00617,3.1517579179,1.3130643595
ecoli_00618,0.5959382979,-0.0233232605
ecoli_00619,0.5731870716,0.0217912905
ecoli_00620,1.2692422171,0.9679245355
ecoli_00621,1.3018619201,0.9397348065000001
ecoli_00622,-2.2370538458,-0.28313349250000003
ecoli_00623,-2.5313386753,-0.1488109725
ecoli_00624,-0.8650224685000001,-0.1380461115
ecoli_00625,-0.8430866147,-0.2956834055
ecoli_00626,-0.23990196190000002,0.9097035625000001
ecoli_00627,-0.0833057863,0.8879141385
ecoli_00628,-0.569015405,0.4579370595
ecoli_00629,-0.5880194702,0.3758483845
ecoli_00630,-0.7762468560000001,0.3545094905
ecoli_00631,-0.8033022684000001,0.4440806385
ecoli_00632,-1.4551976762,-0.1687793675
ecoli_00633,-1.5542296764999999,-0.2263468865
ecoli_00634,-1.4002505503,-0.1391504385
ecoli_00635,-1.3605422731,-0.031073660500000003
ecoli_00636,-1.8798441023999999,-0.0193294005
ecoli_00637,-1.6911356817,0.0249938135
ecoli_00638,-2.0010484808,-0.058490769500000005
ecoli_00639,-1.9094947152000001,-0.14477713650000001
ecoli_00640,-1.21807251,-0.029909631500000002
ecoli_00641,-0.5639446701,-0.0686411505
ecoli_00642,-1.3808492644,-0.0981685795
ecoli_00643,-1.7235387262000001,-0.2275402145
ecoli_00644,-1.6195215036000001,-0.2670491675
ecoli_00645,-1.7881476095000002,-0.3058323835
ecoli_00646,-2.4296838432,-0.2719721385
ecoli_00647,-2.4226845962,-0.3293361835
ecoli_00648,-1.7068777794,-0.14701294750000002
ecoli_00649,-1.9033916339,-0.3256482325
ecoli_00650,-1.9694734656000001,-0.3583549905
ecoli_00651,-2.4407021323,-0.4846141895
ecoli_00652,-1.1751278347,-0.3504956725
ecoli_00653,-0.898362847,-0.1844540135
ecoli_00654,-0.4611652618,0.2893114195
ecoli_00655,-0.6800922821000001,0.0364830675
ecoli_00656,-1.4602752730000002,-0.0761664085
ecoli_00657,-1.364684477,0.0178174655
ecoli_00658,-1.9133480147,-0.46840618850000004
ecoli_00659,-2.0574850941,-0.5106584525
ecoli_00660,-1.5512300703,-0.39131337850000003
ecoli_00661,-1.1680597743,-0.3606644995
ecoli_00662,-1.2890831047,-0.1502404855
ecoli_00663,-1.3922193537,-0.1522141565
ecoli_00664,-2.0907393155,-0.5386646175
ecoli_00665,-2.1333592444,-0.4710994845
ecoli_00666,-2.1032770286,-0.2285061555
ecoli_00667,-1.9606361193000001,-0.4550599075
ecoli_00668,-0.08538004390000001,-0.0678807905
ecoli_00669,-0.6091400410000001,0.0138719405
ecoli_00670,-0.9461118105,0.038914038500000005
ecoli_00671,-1.1954266498,-0.2308964855
ecoli_00672,-2.5076425276,-0.4847663915
ecoli_00673,-2.3965328335000002,-0.6080453985000001
ecoli_00674,0.3694752257,0.6131733825
ecoli_00675,0.4678946928,0.5919541685
ecoli_00676,-1.8221904424000002,-0.23675719850000002
ecoli_00677,-1.9998915578,-0.22669954350000002
ecoli_00678,-0.9307472588000001,0.23998114350000002
ecoli_00679,-0.5573244795,0.4181708095
ecoli_00680,0.2945531605,0.5508668535
ecoli_00681,0.7397582055,0.6847493485
ecoli_00682,-1.1639620244,-0.1188122575
ecoli_00683,-1.2536096887000001,-0.1991151855
ecoli_00684,-1.6375180858,-0.08612655150000001
ecoli_00685,-1.0403887584,-0.23642435050000002
ecoli_00686,-0.1647475847,0.1892264555
ecoli_00687,0.11267644210000001,0.2076701085
ecoli_00688,-1.4166713377,-0.3554675015
ecoli_00689,-1.802860935,-0.39556875550000004
ecoli_00690,-1.0094009944,-0.1051200115
ecoli_00691,-1.3447823314,-0.1393916355
ecoli_00692,-1.0320261776,-0.3155178045
ecoli_00693,-0.8918927329,-0.2752017405
ecoli_00694,-1.1604541244,-0.8285499995000001
ecoli_00695,-1.0239126284,-0.6719305875
ecoli_00696,-0.8186014488000001,-0.1506792115
ecoli_00697,-1.2102506067,-0.3752135855
ecoli_00698,0.3225519322,0.20273942150000002
ecoli_00699,0.236104324,0.2180543445
ecoli_00700,-1.1159989933,0.1213513085
ecoli_00701,-1.1387672975,-0.19494121650000001
ecoli_00702,-0.9129264530000001,0.3257133465
ecoli_00703,-1.1515986337,0.21639084050000001
ecoli_00704,-2.3892808899,-0.0905175185
ecoli_00705,-1.995810096,-0.0011465735
ecoli_00706,-1.9702543034,-0.35064082950000003
ecoli_00707,-1.9117535305,-0.25720848150000003
ecoli_00708,-2.2267045759,-0.3468013575
ecoli_00709,-2.2304759542,-0.5429255355
ecoli_00710,-1.0322637949,0.0131377995
ecoli_00711,-1.0628219948,-0.11923370350000001
ecoli_00712,-1.9705653395,-0.1242726145
ecoli_00713,-1.7679154107000001,0.0130393835
ecoli_00714,-0.1789379949,0.28184808850000004
ecoli_00715,-0.6684567047000001,0.0011050025
ecoli_00716,-0.1204531442,0.4169028165
ecoli_00717,-1.162912291,-0.6224660085
ecoli_00718,-1.045661059,-0.7570387675
ecoli_00719,-0.9101134198,-0.8140773205
ecoli_00720,-0.7951621471,-0.5197044515
ecoli_00721,-1.058636647,-0.7379319385
ecoli_00722,-2.6790131025,-1.5194570555
ecoli_00723,-1.195128545,-0.2378295745
ecoli_00724,1.1758157728,-0.2568125545
ecoli_00725,-1.6618177257,-0.8524023935
ecoli_00727,-0.8842852434,-0.4161498005
ecoli_00728,0.4796574028,0.2077513695
ecoli_00729,-0.7902207422,-0.9517718325000001
ecoli_00730,1.1317190662,0.1129807085
ecoli_00731,-0.0854623513,-1.0422551355
ecoli_00732,0.019800716700000002,-1.0064825225
ecoli_00733,0.956468516,0.2731922415
ecoli_00734,-0.3122501864,-0.6053403245
ecoli_00735,0.9165892696,0.44725060450000004
ecoli_00736,-0.3877538943,-0.49691781150000003
ecoli_00737,0.9864582204000001,0.2959980075
ecoli_00738,-0.5717709948,-0.6175798235000001
ecoli_00739,1.7523239842,0.31100712150000004
ecoli_00740,0.2038041502,-0.6043727595
ecoli_00741,-1.0646921969,-0.3163736345
ecoli_00742,-1.4824022237,-0.5530562035000001
ecoli_00743,-1.2685431147,-0.3428565255
ecoli_00744,-1.2601864182,-0.5311148765
ecoli_00745,-1.761182753,-0.9117285375
ecoli_00746,-1.1760768976,-0.6554793675
ecoli_00747,-1.0575545744000001,-0.5798370005
ecoli_00748,-1.5552245199999999,-0.8920715495
ecoli_00749,-0.4006704009,-1.0342667455
ecoli_00750,1.5007139363,-0.7234460805
ecoli_00751,0.7513977506,-0.8272850635000001
ecoli_00752,0.5491206342,-1.1381467065
ecoli_00753,0.3976799599,-0.9454612565
ecoli_00754,0.5401524927,-0.6596262785
ecoli_00755,2.8645634471,-0.3466120305
ecoli_00756,2.7322714093,-0.5295451695
ecoli_00757,-0.1226851704,-0.6731032845
ecoli_00758,-0.5458635094000001,-0.9563397695
ecoli_00759,-1.7528220524,-0.6325542625
ecoli_00760,-2.3447011923,-0.7449321875
ecoli_00761,-1.0797183033,-0.7089652905
ecoli_00762,-1.3309325338,-0.8068757335000001
ecoli_00763,-1.0374207946,-0.5239567245
ecoli_00764,-1.195439683,-0.7500158325
ecoli_00765,-1.3376362723000002,-0.5398677995
ecoli_00766,-0.9131515315000001,-0.4964097535
ecoli_00767,-2.0597687574,-1.6716280075
ecoli_00768,-2.6194882438000002,-1.5438366825
ecoli_00769,-0.8642547358,-0.8253669705000001
ecoli_00770,-0.47974655120000004,-0.8118669695
ecoli_00771,0.1628262876,-0.9100037635
ecoli_00772,-0.610949855,-1.0098922485
ecoli_00773,-1.8095541931999999,-1.1917173135
ecoli_00774,-1.8752125059,-0.9715763095000001
ecoli_00775,-1.1886605628,-0.8244958395
ecoli_00776,-1.2327837966,-0.9275739825
ecoli_00777,-0.2544825454,-0.6191069215
ecoli_00778,0.30291778610000003,-0.8208980495
ecoli_00779,-3.0235788459,-1.7988830485
ecoli_00780,-2.8664543081,-1.4501431135
ecoli_00781,-0.36356028020000003,-0.9098573695000001
ecoli_00782,-0.0292953521,-1.0876577375
ecoli_00783,-1.5326894008,-0.7888030485
ecoli_00784,-0.035901493900000005,-1.1263369765
ecoli_00785,-1.0617503189,-0.8332004735
ecoli_00786,-0.6961496558,-0.8529676715000001
ecoli_00787,-2.8726583656,-1.1546157665
ecoli_00788,-2.35576857,-0.8570052205
ecoli_00789,-0.33428235570000003,-0.8252937705000001
ecoli_00790,-0.3853128413,-0.8775015065
ecoli_00791,-2.4663712128,-1.0262953925
ecoli_00792,-2.5675557382000003,-0.9836185795000001
ecoli_00793,-0.2525956817,-0.5368821035
ecoli_00794,-0.5555089727,-0.7006691345
ecoli_00795,-2.7313902468,-0.8390951975000001
ecoli_00796,-3.0306503197,-1.2924746705
ecoli_00797,-3.3035045505,-0.8889231725000001
ecoli_00798,-1.4703571008,-0.9112338455000001
ecoli_00799,-3.9291939749,-1.1153887375
ecoli_00800,-1.9417588844,-0.6604996545
ecoli_00818,-1.4659496298,-0.0435740395
ecoli_00819,-1.6613224258,-0.0101254165
ecoli_00820,-0.37414094400000003,-0.2198541535
ecoli_00821,-0.025251146500000002,-0.0344735505
ecoli_00822,-0.15766847920000002,-0.1721436835
ecoli_00823,-0.2006622683,0.19489480050000002
ecoli_00824,-0.408596773,-0.2518266615
ecoli_00825,-0.6658318768,-0.0296900345
ecoli_00826,-1.8781789504000002,-0.7323713805000001
ecoli_00827,-2.1219230839,-0.6774785325
ecoli_00828,-1.5675756528,-0.32389779350000003
ecoli_00829,-1.7387628958999999,-0.4288603965
ecoli_00830,-1.5039652714,-0.2414896545
ecoli_00831,-1.4800652925,-0.1004571975
ecoli_00832,1.6213823723,0.2244084335
ecoli_00833,1.6055936518,0.37107731250000003
ecoli_00834,-0.3158291999,-0.2190761015
ecoli_00835,-0.8081531190000001,-0.48929928850000004
ecoli_00836,-0.6305717044,-0.4470778415
ecoli_00837,-0.605761518,-0.43216150950000004
ecoli_00838,-1.2395770745,-0.6043878395
ecoli_00839,-1.2139300931,-0.49456415750000005
ecoli_00840,-2.161915433,-0.44870583150000004
ecoli_00841,-2.239724109,-0.5068206065
ecoli_00842,-1.1634164948,-0.4747155925
ecoli_00843,-0.7934171369,-0.0986144675
ecoli_00844,-0.5597806683000001,-0.5663139865
ecoli_00845,-0.8025788546,-0.7221479205
