,A,NsrR,RpoN,FhlA,ModE,ihfB
crp__delar1_glyc__2,3.480867274069591,1.7041188619999996,0.6094381865000003,0.5833523639999996,0.5433262710000006,0.8890342949999983
crp__delar1ar2_glyc__1,0.5066043817226761,0.7504187839999998,0.4106341614999991,0.4646575039999998,0.10304886500000164,0.4273910749999992
crp__delar1ar2_glyc__2,0.8656320715506552,0.6875133599999987,0.3926384064999997,0.538134404,0.10948429600000063,0.4929071349999994
crp__delar1ar2_glyc__3,0.8324768151993892,0.6488196239999997,0.3384137364999997,0.4684562449999996,-0.011165707999998277,0.4557914849999989
crp__delar2_glyc__1,3.3073811708829037,0.7817205629999995,0.2390130574999993,0.8025394089999995,-0.05206197899999943,1.0758542649999985
crp__delar2_glyc__2,3.0303738729492005,0.5860885799999984,0.3881425054999994,0.7771270860000001,-0.18933305599999886,0.8624663449999996
crp__delar2_glyc__3,3.5754768746432126,0.6112678629999992,0.5417163864999992,0.8265556639999998,0.025119796000001138,0.7822983149999985
crp__delcrp_fru__1,1.6653534608353395,0.957797299,0.4873410544999999,1.0222067140000002,-0.2905692139999996,0.7741806249999996
crp__delcrp_fru__2,0.6296615518690514,0.8996090189999997,0.6076043144999996,0.95017381,-0.16792400299999866,0.7805150249999997
crp__delcrp_fru__3,1.2189596043508613,1.1577761279999992,0.46314233749999895,1.134820874,-0.3810931709999972,0.6682049649999993
crp__delcrp_glc__1,0.9705579803927226,0.7466293629999994,0.6373608284999985,0.9303788539999998,-0.16930909199999888,0.9036337949999992
crp__delcrp_glc__2,1.3711298284377542,0.7202495159999991,0.6669930294999986,1.022508267,-0.2468454539999989,0.8802052149999984
crp__delcrp_glc__3,0.8653201863918172,1.060534864,0.5979555294999983,1.064405056,-0.12428870499999788,0.9120195049999982
crp__delcrp_glyc__1,-0.0367739356365584,0.7046161009999992,0.4546922764999994,0.7898912429999996,-0.14632125799999862,0.8951313249999995
crp__delcrp_glyc__2,-0.8662628355230199,1.0358913239999996,0.4769414484999981,0.9111095550000003,-0.12648695499999807,0.8307353349999982
crp__delcrp_glyc__3,0.0098932041569455,0.9368707079999998,0.4892179915000003,1.0064489890000001,-0.2451593309999982,0.8947548049999998
glu__glu_ale3__1,2.2437966135042786,1.0305824599999998,-0.1601779305000015,-1.280001952,0.302572178000001,0.6064907849999983
glu__glu_ale4__1,1.2012478367844106,-0.3706548980000006,-0.28002795650000145,-0.8870904580000003,-0.3678712449999981,-0.2619136350000009
glu__glu_ale5__1,0.9667658171157516,-0.2904459080000006,-0.6870798615000009,-0.872256825,-0.6888037739999984,-0.8460246970000007
glu__glu_ale6__1,1.168874441354192,-0.7427392040000003,-0.5723060855000011,-1.2274820670000004,-0.9920692989999988,-0.7752423590000017
glu__glu_ale8__1,2.82098208139504,1.4617559139999994,0.16357349049999925,-0.3923735480000001,0.4849159310000006,0.6607472949999984
glu__glu_ale9__1,1.7829187803997804,0.5659023029999997,0.0031536634999991264,-1.171839104,-0.06040767799999891,-0.06697157500000017
glu__glu_ale10__1,1.4749459115796453,0.9057959549999984,-0.2871971685000005,-1.50467283,0.00815786700000132,0.21387256499999907
42c__wt_42c__1,2.6285537186300423,0.2378820279999996,0.0244120204999998,-0.20012206300000024,-0.18600148499999847,-0.31461002500000035
42c__42c_ale1__1,5.440292326156858,0.5802507899999991,0.34912003849999884,1.7631859439999982,0.2603556160000009,0.11635354499999905
42c__42c_ale2__1,1.3216522991797128,0.8425240340000002,-0.3153191495000014,-0.7380325540000001,-0.28411993099999844,-0.2542397450000013
42c__42c_ale3__1,1.5793115233907082,0.6109513629999999,0.09912298549999933,-0.5376942950000001,0.15787168100000049,-0.2953636450000001
42c__42c_ale4__1,3.3139140857213687,1.6439763649999986,-0.10734334550000037,-0.4099323360000002,-0.12570680699999848,-0.5980379260000017
42c__42c_ale5__1,2.635543801061713,0.4851205259999993,-0.2023175995000006,-0.2119437480000004,-0.07931919299999901,-0.4206413750000007
42c__42c_ale6__1,3.182963304270348,1.4203295019999995,0.8135905604999998,1.6798547659999998,0.5177421860000004,-0.051506065000001655
42c__42c_ale8__1,1.0197869188322466,1.5267644459999987,0.3201673924999984,-0.3563583260000001,0.36993950100000106,0.06802815499999859
42c__42c_ale9__1,2.2084128027295096,0.39502018499999897,-0.0553719955000016,-0.35759776600000004,-0.3415158019999991,-0.2417516550000016
42c__42c_ale10__1,0.995368094228146,1.258907849,0.21542995749999785,-0.3488711920000003,0.4014412990000018,-0.1791272750000008
ssw__wt_ac__1,0.5743674780835282,0.7145953569999994,-0.21780781650000056,0.7356820910000001,-0.5920230789999987,-0.34671080500000073
ssw__wt_glc__1,0.3296774822875503,-0.19109301500000075,-0.22127274850000056,0.2957671139999993,0.14891323900000142,-0.34210524500000083
ssw__wt_glyc__1,0.397396010654432,1.3295285879999996,-0.2125297985000003,0.8006310369999996,0.30288674200000104,-0.5893889490000017
ssw__wt_xyl__1,18.191064835094977,1.673971611999999,0.4108722804999996,0.16092668499999974,0.19750844200000106,-0.05021167500000168
ssw__glc_ale1__1,0.7983446994829093,1.6167110309999997,-0.7788251875000016,-0.8995438920000001,-0.3298939199999982,0.1123376849999982
ssw__glc_ale2__1,5.420281695941121,1.7654006749999986,-0.06379253150000075,0.1663753209999994,0.20411124100000053,0.8555401049999993
ssw__glc_ale3__1,6.170465924464495,2.109269136999999,0.2370279344999986,1.6167510050000002,0.23472874400000165,0.35300746499999924
ssw__glyc_ale1__1,-0.8943534382902933,1.3342329259999994,-0.3120889155000013,-0.5739668590000004,0.12076677500000164,0.5749310549999986
ssw__glyc_ale2__1,8.93481721701511,2.155066257,0.20205476849999826,1.7798442529999994,0.13935193300000126,0.2094873549999985
ssw__xyl_ale1__1,3.496170420724096,1.803736969,-0.1082888095000012,-0.1135404659999999,-0.043928917999998866,0.12516697499999907
ssw__xyl_ale2__1,0.5392645344585617,1.8625834849999992,-0.14978203550000124,-0.5184438530000004,0.027603568000000852,-0.2252324650000013
ssw__xyl_ale3__1,2.5816404768389067,1.4944261129999994,-0.3262490615000013,-0.16262901500000027,-0.06390528899999914,-0.5222997210000013
ssw__glc_ac_ac2__1,1.4217791082556446,1.6568630209999995,-0.0901773505000012,1.2762771270000002,-0.0032021619999991198,0.1714670449999982
ssw__glc_ac_glc1__1,2.3723034685180395,2.066028364,-0.2899039005000006,-0.971076183,0.067728691000001,0.3364167649999992
ssw__glc_glyc_glc__1,-0.3022638853858439,1.770613084999999,-0.274164401500002,-0.5120822070000002,-0.3018354299999979,0.5272570349999999
ssw__glc_glyc_glyc__1,-0.571787912990379,1.426342986999999,-0.4525024585000006,-0.7299569420000003,-0.0809615699999986,0.2746682449999991
ssw__glc_xyl_glc__1,0.1050715360025422,1.2241810749999995,-1.0410889935000007,-0.4756720420000002,-0.6295967329999987,-0.35453504500000044
ssw__glc_xyl_xyl__1,-0.1142304532510336,0.8499971749999986,-0.8552477355000008,-0.7775615660000001,-0.4495706309999985,-0.20853702500000185
ica__wt_glc__1,0.4954658276314451,0.10688059999999844,-0.5082379055000006,-1.3410900360000002,-0.640059202999999,-1.1147660930000018
ica__wt_glc__2,0.3739720823985731,-0.0501275760000004,-0.4994340875000018,-1.399915275,-0.6129910929999989,-1.1984546920000003
ica__wt_glc__3,-0.1212328660952557,0.6229227619999991,-0.1040741495000006,-0.9403971240000004,-0.3746186889999983,-0.5317266690000011
ica__wt_glc__4,0.1559873291627083,0.8642868840000002,-0.2792215905000006,-0.997853075,-0.3224988089999989,-0.2623442850000011
ica__arg_sbt__1,4.210980076999957,-0.2794612360000004,-0.267100214500001,-0.9182272340000002,-0.3600411409999982,-0.7130596030000014
ica__arg_sbt__2,1.419960404109634,0.04980899999999977,-0.3823479205000009,-1.2995192210000002,-0.23743898499999805,-0.5527461320000011
ica__cytd_rib__1,1.129577470691295,0.6155827029999994,0.1386887864999995,0.6654330430000002,-0.18883715099999865,0.8413076649999987
ica__cytd_rib__2,2.643084122268952,0.5956941649999985,0.12476168449999925,0.6817757149999997,-0.2539814209999989,0.7168878949999993
ica__gth__1,2.812086333199619,0.9347505709999996,0.3953586514999987,1.1031164450000004,-0.4390348939999989,0.23464762499999914
ica__gth__2,3.109390087634136,0.8873943029999989,0.5102487215,0.8642598509999999,-0.7479968059999988,0.03602994499999923
ica__leu_glcr__1,2.08011114136514,-0.21421542900000026,-0.2586659055000009,-1.1952468130000002,0.011154384000002793,-0.3892439150000016
ica__leu_glcr__2,1.4532413082449458,0.03675225299999951,-0.33747655350000016,-0.8894565750000001,-0.1548938249999985,-0.4901262500000012
ica__met_glc__1,-0.1752075500183953,-0.4688565210000011,-0.8079442385000002,-1.7546794909999999,-0.8397926499999988,-1.2518318020000017
ica__met_glc__2,0.3372266853648068,-0.1008834280000004,-0.8131288585000007,-1.6286369960000004,-0.7943230599999991,-1.1905887250000011
ica__no3_anaero__1,12.960731251335556,0.6425857939999995,0.023476880499998742,0.05949693300000014,0.030437906000000407,-0.11737177500000052
ica__no3_anaero__2,12.885888280392278,1.017106254999999,0.012221922499998428,-0.07455079100000006,0.07175183500000147,-0.2346329650000012
ica__phe_acgam__1,0.4518349800439123,-0.24532618500000056,-0.5329956575000017,-1.3285409460000004,-0.5216236559999983,-0.8871626400000014
ica__phe_acgam__2,0.2637155082368621,-0.0013815140000010828,-0.5109843565000025,-1.7718221159999998,-0.4636331839999989,-1.0565964590000014
ica__thm_gal__1,1.06792019555732,0.6165217890000001,-0.1857659965000007,-0.2089889330000001,-0.29292105799999835,-0.16482862500000015
ica__thm_gal__2,2.3815187996327727,0.693664180999999,-0.08514855650000186,-0.24214433100000046,-0.25137277399999913,-0.15669868500000028
ica__tyr_glcn__1,0.3803882344531862,-0.09354770300000048,-0.3903549005000011,-1.279333758,-0.5607014439999984,-0.6120214560000008
ica__tyr_glcn__2,0.5133269109247776,-0.036678569000001104,-0.3410315705000011,-0.9518618240000004,-0.5697815129999988,-0.636866297000001
ica__ura_pyr__1,0.0516495205746116,0.6317048259999991,-0.3768134025000016,-1.2814286320000003,-0.1318155009999984,-0.3158368550000006
ica__ura_pyr__2,-0.1983146808890739,0.8128784009999991,-0.4399327825000024,-1.05015859,-0.09466276499999804,-0.11250578500000152
ica__wt_glc__5,0.9175087549449544,0.3654557479999996,-0.5177360115000011,-0.8719798920000001,-0.2510043169999987,-0.19704825500000034
ica__wt_glc__6,1.394188687746209,0.3046203169999995,-0.4911570285000009,-0.6748635699999999,-0.3746026889999996,-0.016725155000001383
ica__bw_delpurR_cytd__1,1.3724503061036548,0.6373371369999994,-0.7443637615000025,-1.388184865,-0.47794361299999893,-0.7562658370000008
ica__bw_delpurR_cytd__2,1.6208286550795277,0.4851951259999989,-0.7433956735000002,-1.5078442670000003,-0.8014129799999985,-0.24630387500000064
ica__ade_glc__1,1.0994210213273867,0.6671293579999995,-0.7138325825000011,-1.5901457270000003,-0.6150164349999985,-0.3082547050000013
ica__ade_glc__2,1.060317046740808,0.1500630359999997,-0.8051262665000012,-1.286463292,-0.6315108529999991,-0.7539613130000014
ytf__wt_glc__1,-1.642808804448626,1.3750203459999994,-0.21770051350000053,-0.7859193610000004,-0.4234362899999979,0.048335154999998416
ytf__wt_glc__2,-0.8652677843329089,1.594390305999999,-0.17772786350000125,-0.4126534720000001,-0.332742054999998,0.008906584999998302
ytf__delyafC__1,2.280141389003524,1.2870070219999992,0.11754725149999955,0.9275248159999999,0.1470780360000017,0.9312559249999984
ytf__delyafC__2,1.9144445870582156,1.574977829999999,0.1546335704999997,0.7675638459999998,0.09512296200000137,0.8762793349999995
ytf__delyeiE__1,0.2898905381629271,0.881222200999999,0.02506978449999941,0.3185295650000004,0.13392574700000104,0.37449202499999856
ytf__delyeiE__2,0.4512140318814354,0.9321288589999996,-0.14861009750000065,-0.1952344690000003,-0.2590635269999986,0.10842385499999983
ytf__delyiaJ__1,1.5123746424686555,1.3823864299999986,0.08753290149999947,0.9632136439999996,0.2259652560000012,0.8927779449999989
ytf__delyiaJ__2,1.534458082736443,1.4899932799999984,0.23139318550000001,0.7623882729999991,0.06588034700000113,0.9751252049999994
ytf__delyieP__1,0.8225032558640814,1.0752320999999991,0.2141136244999995,0.592195062,0.21141509600000047,0.4164926649999998
ytf__delyieP__2,0.3014189043426407,1.220714959999999,0.20653274349999864,0.3478882579999993,0.27712957800000115,0.4211253349999993
ytf__wt_ph5__1,-0.3838599996156053,0.4522440489999999,-0.15667631850000066,0.08018346899999962,-0.3325854159999988,0.07739173499999907
ytf__wt_ph5__2,0.4426399725253529,0.5624439489999995,-0.121676410500001,0.25794060399999985,-0.1749667199999978,0.1304866149999988
