,A,FecI,Crp,PdhR,Fur,HypT,Nac
hot_tale__hot_ale3_mid_44c__1,-0.5996103497,-3.660751387,-0.071245341,-1.040942879,-0.50127445,-0.42805534500000003,-2.712819784
hot_tale__hot_ale3_mid_44c__2,0.1405719187,-2.346847845,-0.002275453,-0.648585313,-0.422044213,-0.36401024,-1.441163494
hot_tale__hot_ale3_30c__1,-2.8081751104,-3.60338558,0.515020333,-0.338239952,0.22775462400000002,-0.727951772,-1.157461306
hot_tale__hot_ale3_30c__2,-3.2763115592,-3.570042806,0.5286701730000001,-0.323719696,0.252134594,-0.8315148450000001,-1.630167466
hot_tale__hot_ale3_37c__1,-1.5449416327,-1.346994166,0.349377103,-0.638099033,0.047784552,-0.9432571340000001,-2.270766988
hot_tale__hot_ale3_37c__2,-1.4287754715,-1.270525774,0.396319383,-0.599241056,-0.009955428,-0.519573893,-2.294426896
hot_tale__hot_ale3_44c__1,0.659471624,-1.421534148,0.286434483,-0.391466069,-0.291574443,-0.445319585,-2.029498701
hot_tale__hot_ale3_44c__2,1.4827576788,-1.109272654,0.302318703,-0.35500843400000004,-0.256571469,-0.42027556800000004,-1.954691399
hot_tale__hot_ale4_30c__1,-2.2775189505,-2.261959166,-0.059878781000000006,0.45450901400000004,0.096342836,-0.890821285,-0.6733416720000001
hot_tale__hot_ale4_30c__2,-2.6130517741,-2.027487347,0.027680622000000002,0.47729965900000004,0.101568641,-0.7969903460000001,-0.912971324
hot_tale__hot_ale4_37c__1,-1.3191141275,-1.161733503,-0.154360834,0.047354850000000004,0.06422083,-1.113379355,-1.892369649
hot_tale__hot_ale4_37c__2,-0.7120875187,-1.109246558,-0.04945323,0.22682855600000001,-0.020415786000000002,-1.2092577310000001,-2.035568196
hot_tale__hot_ale4_44c__1,1.8825135855,0.338323081,0.164713793,0.078342834,-0.087079134,-0.370470995,-1.413967031
hot_tale__hot_ale4_44c__2,1.4552989498,-0.33619375,0.075804102,0.232495001,-0.20283691,-0.261629347,-1.579513499
hot_tale__hot_ale8_30c__1,-1.1202545096,-2.140725625,-0.056768665,0.116499927,0.14373343400000002,-1.107203905,-0.687195074
hot_tale__hot_ale8_30c__2,-1.7019389676,-1.88096254,-0.10699186200000001,0.118444564,0.095388789,-0.7446512350000001,-0.885523421
hot_tale__hot_ale8_37c__1,-0.7331391495,-1.341781233,-0.007091699000000001,-0.074322571,-0.09880672,-0.9035028140000001,-1.654664217
hot_tale__hot_ale8_37c__2,-0.7863406435,-1.665368858,-0.044047578000000004,-0.093454066,-0.045193267,-1.104564772,-2.060972838
hot_tale__hot_ale8_44c__1,3.3550051382,0.010541028000000001,0.07381628,0.44242118700000005,-0.23776727700000003,-0.123972861,-1.308829771
hot_tale__hot_ale8_44c__2,2.9719390811,-0.030597347,0.140506256,0.24414767,-0.146529699,-0.333014864,-1.5180469250000002
hot_tale__hot_ale9_mid_30c__1,-2.5343504601999998,-2.341208375,0.119931675,0.238899828,0.253545684,-0.911478431,-1.27700576
hot_tale__hot_ale9_mid_30c__2,-2.6213120626,-2.107574367,0.10594186400000001,0.255774249,0.10742565400000001,-0.666284513,-1.252157314
hot_tale__hot_ale9_30c__1,-2.9651172321,-2.5044289390000003,0.057352916000000004,0.217194287,0.08920444400000001,-1.115189298,-0.55070544
hot_tale__hot_ale9_30c__2,-2.4450153299,-2.744100725,0.174084083,0.260052452,0.138341014,-1.15815779,-0.384642574
hot_tale__hot_ale9_mid_37c__1,-1.5548750507,-1.27888449,-0.07088768,-0.13844389999999998,0.012815261000000001,-0.9014098380000001,-2.35547837
hot_tale__hot_ale9_mid_37c__2,-1.3957509767,-1.3584234240000002,0.028525377,-0.09125556300000001,0.147274854,-0.681590606,-1.8039827540000002
hot_tale__hot_ale9_37c__1,-1.5798100864,-1.5581325810000002,0.032825572000000004,-0.159088149,0.09094152,-1.038167633,-1.910014387
hot_tale__hot_ale9_37c__2,-1.3438598976,-1.583838244,0.037217243000000004,-0.197957039,0.155940924,-0.9134038440000001,-2.113326044
hot_tale__hot_ale9_mid_44c__1,1.1316264281,0.27105158,0.286125693,-0.027585555,0.072458165,-0.301774963,-1.023491716
hot_tale__hot_ale9_mid_44c__2,2.0561578484,-0.237498326,0.30561196300000004,0.329796123,-0.24131990600000003,-0.527411286,-1.097068381
hot_tale__hot_ale9_44c__1,1.668602151,-0.43238743300000004,-0.027297961000000003,0.156269513,-0.017124449,-0.49467513300000004,-1.637316272
hot_tale__hot_ale9_44c__2,1.3830523286,-0.9409524930000001,-0.086313521,0.039586351000000006,-0.162821396,-0.5114163070000001,-1.381040606
hot_tale__hot_ale10_30c__1,-3.4101736865,-2.931051396,0.23749544300000003,0.253613441,0.089778812,-0.605733109,-1.76550753
hot_tale__hot_ale10_30c__2,-3.3016547496,-2.364383808,0.42203483300000005,0.14625839200000001,0.10566393900000001,-0.873944563,-1.815522196
hot_tale__hot_ale10_37c__1,-2.2689413445,-1.617337277,0.06875389400000001,-0.432530275,-0.143344925,-0.947848706,-2.111548014
hot_tale__hot_ale10_37c__2,-1.5100032852,-1.641533065,0.12083432100000001,-0.32195738300000004,-0.068701471,-0.9948704180000001,-2.443076326
hot_tale__hot_ale10_44c__1,0.6389337059,-1.785002895,-0.035753444,0.048669009000000006,-0.27796982,-0.7577849830000001,-1.8271947050000001
hot_tale__hot_ale10_44c__2,0.7496263725000001,-1.05746797,0.110043497,0.24485287600000002,-0.064735558,-0.469401502,-1.100789567
hot_tale__hot_ale16_30c__1,-3.5895105071,-3.236480456,0.129309161,0.672041792,-0.01046308,-0.855169017,-1.231223393
hot_tale__hot_ale16_30c__2,-4.147794893,-3.077713834,0.251086443,0.802473988,0.008885199,-0.620300413,-1.126071997
hot_tale__hot_ale16_37c__1,-3.1734100537,-2.141873295,-0.022647861000000002,0.406593378,-0.075124153,-0.98138069,-1.798436566
hot_tale__hot_ale16_37c__2,-3.4302862595,-2.354069165,-0.007290675000000001,0.390795375,-0.12333779600000001,-0.762092202,-1.592151321
hot_tale__hot_ale16_44c__1,-0.6351753683,-0.9863773640000001,0.039920518,0.52536131,-0.17354054,-0.31194131,-1.658235355
hot_tale__hot_ale16_44c__2,-0.8737793492,-0.738696421,0.206041613,0.632916903,0.046261383,-0.31898519000000003,-1.692520814
pdhr_ale__pdhR-13_51__1,-2.3462768536,-1.836270489,0.426042593,-7.947651277,1.432767734,-1.116500964,-1.672688863
pdhr_ale__pdhR-13_51__2,-1.9040562663,-1.92945814,0.345369843,-7.69884999,1.327126014,-1.255099336,-2.027346403
pdhr_ale__pdhR-14_46__1,-2.7902070815,-2.6701848200000002,0.413744223,-7.947651277,-0.09758593,-1.283928937,-1.395280759
pdhr_ale__pdhR-14_46__2,-2.3765711577,-2.203884625,0.374689043,-7.947651277,-0.5230267670000001,-1.321887492,-1.121476283
pdhr_ale__pdhR-15_51__1,-2.4243814871,-2.6927706650000003,0.208151253,-7.947651277,-0.49082750500000005,-1.065945853,-1.319357023
pdhr_ale__pdhR-15_51__2,-2.4372440904,-2.735563865,0.291227723,-7.947651277,-0.460418209,-1.156146077,-1.393745158
pdhr_ale__pdhR-16_49__1,-2.8121891246,-3.021345598,0.35863981300000003,-7.947651277,-0.613417593,-1.124910311,-1.22078488
pdhr_ale__pdhR-16_49__2,-2.1092135939,-2.430694476,0.29102474300000003,-7.947651277,-0.3972825,-1.4362648340000002,-1.7786178330000002
tcs__del_atoC_LiAcet__1,-0.7765311666,-1.671015082,0.372321163,-1.712722892,0.052201528000000004,-1.526280264,-0.46204253700000003
tcs__del_atoC_LiAcet__2,-0.7814711204,-1.643832814,0.554500683,-1.547742179,-0.055920906000000006,-1.531672091,-0.32297814
tcs__del_atoC_LiCl__1,-1.8683324593,-1.341949972,0.729717593,-1.903721414,-0.041181683000000004,-1.442740203,-0.283921315
tcs__del_atoC_LiCl__2,-1.6481960852,-1.33717377,0.8032040530000001,-1.692536799,-0.12154166100000001,-1.548848209,-0.40103777900000004
tcs__del_atoC_m9__1,-1.6359285222,-2.319870436,0.699493633,-2.254234147,-0.007867929000000001,-1.602656188,-0.5717027250000001
tcs__del_atoC_m9__2,-1.7883672573,-2.296849911,0.8078232030000001,-2.141272772,-0.05216702,-1.655759911,-0.673670584
tcs__del_baeR_etoh__1,-1.5931420772,-3.852407158,0.7253874130000001,-1.271227278,-1.245083621,-1.840816615,-3.8835224200000003
tcs__del_baeR_etoh__2,-1.1829515746,-3.15670072,0.8432000030000001,-1.144301051,-1.350485216,-2.065702933,-4.227978653
tcs__del_baeR_lb__1,-1.8028958522,-5.290203177,0.45295403300000003,-2.343748334,-0.814860103,-1.572792804,-1.637793598
tcs__del_baeR_lb__2,-2.3258655108,-4.92438617,0.513648663,-2.238383433,-0.7823763330000001,-1.7195951520000001,-1.678988861
tcs__del_btsR_01xlb__1,0.3201040882,0.512664837,-1.00432669,-1.690048881,-0.6663184790000001,-2.16480785,-0.576923072
tcs__del_btsR_01xlb__2,-0.0937040948,0.535618131,-1.132510871,-1.6785191799999999,-0.651533959,-2.238255577,-0.611984073
tcs__del_btsR_lb__1,0.7043278382,-4.11710334,0.905930643,-2.816033732,-0.366630098,-0.647980952,-2.304031132
tcs__del_btsR_lb__2,-0.2602608106,-3.576999444,0.882795573,-2.735431196,-0.344256439,-0.6221285910000001,-2.408722687
tcs__del_btsR_pyruvate__1,0.1359175367,0.423423922,-1.207481932,-1.506239294,-0.6816157810000001,-2.411150182,-0.543397361
tcs__del_btsR_pyruvate__2,0.10779243000000001,0.46128209400000003,-1.260247428,-1.5346332440000001,-0.69156172,-2.204426623,-0.533732948
tcs__del_cpxR_etoh__1,1.1508027297,-3.139757226,1.209290043,-1.377000358,-1.23702498,-1.293619155,-3.377578252
tcs__del_cpxR_etoh__2,0.9016161380000001,-2.7634342800000002,1.196778413,-1.472253316,-1.349373784,-1.500704551,-2.6196977869999998
tcs__del_cpxR_lb__1,-2.5395903835,-4.971196143,0.560846033,-2.047948811,-0.573114735,-1.372862371,-1.326580982
tcs__del_cpxR_lb__2,-2.3679174109,-4.619455363,0.640789563,-1.9881383330000002,-0.708348341,-1.777246666,-1.248043741
tcs__del_cusR_CuSO4__1,7.2904384135,-1.565880163,1.046254113,1.0435207,-0.065862853,-1.092175262,-3.031573906
tcs__del_cusR_CuSO4__2,7.518728506,-1.479603198,1.048489943,1.080094081,-0.034393815,-0.922499798,-2.8734514410000003
tcs__del_cusR_lb__1,7.1565358119999996,-1.863331738,0.995224693,-2.681928047,-0.45377797400000003,-1.220964844,-3.286662655
tcs__del_cusR_lb__2,7.0123178076,-2.116445661,1.040602243,-2.634280103,-0.501241542,-1.054344868,-2.530835291
tcs__del_kdpE_01-kcl__1,0.6993021148,0.9746205950000001,0.088105161,-0.606057215,0.060184422,-1.009777896,-1.138090408
tcs__del_kdpE_01-kcl__2,0.7827401533,1.058315866,0.12273579200000001,-0.660622632,0.006391025000000001,-1.0976749670000001,-1.153471241
tcs__del_kdpE_115-kcl__1,2.1918897179,2.034881614,0.04519701,-0.5442407490000001,0.095301733,-1.119588839,-1.4168517600000001
tcs__del_kdpE_115-kcl__2,2.2547782906,2.039174603,-0.003365355,-0.064601977,0.103461467,-0.824015248,-1.6201095840000002
tcs__del_phoB_m9__1,-2.3214655141,-0.6712808530000001,0.731063943,-1.471653684,-0.18140123600000002,-1.741032476,-0.200650132
tcs__del_phoB_m9__2,-2.2921842907,-0.677626334,0.757859213,-1.481033444,-0.203603573,-1.5364544119999999,-0.176142724
tcs__del_phoB_m9p__1,-0.8150304051,-2.843829305,-0.51730162,-1.067598414,-0.552461412,-2.670253831,-0.504796463
tcs__del_phoB_m9p__2,-0.8591197289,-2.95288773,-0.48681598000000004,-0.938658635,-0.581137733,-2.74865984,-0.628441113
tcs__del_rcsB_etoh__1,0.0983531405,-2.479344357,0.858421713,1.419709312,-0.913178605,-1.3146360480000001,-3.246007265
tcs__del_rcsB_etoh__2,0.40064442840000003,-3.224407337,0.9214160130000001,1.42483026,-0.932499563,-1.464206263,-3.095630934
tcs__del_rcsB_lb__1,-1.7574849490000002,-5.215609632,0.6655188230000001,0.10895803200000001,-0.529956757,-1.291028547,-1.743259519
tcs__del_rcsB_lb__2,-1.5832177485,-5.016595056,0.700550933,0.168149238,-0.633498792,-1.230068789,-1.694758291
tcs__del_zraR_lb__1,7.9835505206,-2.093641539,0.536767573,-1.581024178,-0.335257425,-1.015925312,-2.955538505
tcs__del_zraR_lb__2,7.6481102632999995,-2.309747278,0.5696375730000001,-1.698643604,-0.23344250700000002,-0.953002623,-3.0253386
tcs__del_zraR_zncl2__1,0.74844231,-0.231581221,0.833890483,-0.23068416500000002,-0.005167849,-0.9804378140000001,-2.15854104
tcs__del_zraR_zncl2__2,0.7558897599000001,-0.198827933,0.8158754130000001,-0.279022147,-0.018574909,-0.9354272770000001,-2.417276404
tcs__wt_01-kcl__1,0.9564560548000001,1.592721573,-0.04219238,-1.15159231,-0.361815714,-1.509231254,-1.163697798
tcs__wt_01-kcl__2,0.2919520544,1.652754826,-0.041591509000000006,-1.278394367,-0.236114876,-1.257637126,-1.092688602
tcs__wt_01xlb__1,0.13605031110000002,0.6069121980000001,-1.18682151,-1.6709128830000002,-0.48064303300000005,-2.296503583,-0.41130444600000005
tcs__wt_01xlb__2,0.2745730245,0.638224062,-1.187464975,-1.5835799270000002,-0.5686194440000001,-2.257221115,-0.674457886
tcs__wt_115-kcl__1,2.0575859016,2.049011101,-0.09970663,-1.197292953,0.121507844,-0.850937884,-1.794511795
tcs__wt_115-kcl__2,1.8673274262000001,2.024406952,-0.12142913200000001,-1.212782447,0.14501777400000002,-1.033914882,-1.503999945
tcs__wt_CuSO4__1,8.5546496707,-0.5833244,0.733850203,-0.5766163390000001,-0.258288247,-0.914704281,-2.892442958
tcs__wt_CuSO4__2,8.4615911961,-0.653107459,0.730520613,-0.6147037860000001,-0.37257798400000003,-1.092312152,-3.048381668
tcs__wt_etoh__1,2.1101165251,-2.969613062,0.575463063,0.9368710480000001,-0.834398378,-1.186119663,-2.657182674
tcs__wt_etoh__2,2.2755660072,-3.046979037,0.539484413,1.034998169,-0.7855163810000001,-1.026193901,-3.156967104
tcs__wt_lb__1,-1.1118676827,-3.9258812670000003,0.9893765630000001,0.8451398010000001,-0.26154359,-1.28929959,-2.097714854
tcs__wt_lb__2,-1.5163329064000002,-4.639814825,1.092255943,0.936294049,-0.243066523,-1.330664059,-2.062252024
tcs__wt_LiAcet__1,-1.9972609297,-0.607471345,0.649175273,-1.6912125900000001,0.013818239000000001,-1.7510414380000001,-0.407214988
tcs__wt_LiAcet__2,-1.8000091011000001,-0.56099009,0.406217943,-1.9175630320000001,-0.039925948,-1.434811733,-0.631341039
tcs__wt_LiCl__1,-2.2854649559,-0.59771971,0.574315623,-1.7855825969999999,0.05750663,-1.576255659,-0.6726240870000001
tcs__wt_LiCl__2,-1.8506052637,-0.729256251,0.6016396030000001,-1.864334117,-0.046855281000000006,-1.5486606420000002,-0.666731186
tcs__wt_m9p__1,-0.9846698804,-2.60025231,-0.395497808,-0.61453715,-0.469785799,-2.393120472,-1.413026462
tcs__wt_m9p__2,-0.8739160420000001,-2.696153853,-0.420119436,-0.49763414300000003,-0.413686785,-2.5162324099999998,-1.607455923
tcs__wt_pyr__1,-0.10370642540000001,0.42541442,-1.287916309,-1.860958309,-0.518144263,-2.508442439,-0.579271164
tcs__wt_pyr__2,-0.35871177730000003,0.42437058200000005,-1.163147485,-1.681706024,-0.445709895,-2.2617057640000002,-0.407988915
tcs__wt_zncl2__1,1.0196820358,-0.43236461,0.665530193,0.39101531900000003,-0.053247389000000006,-1.147202961,-2.850527354
tcs__wt_zncl2__2,1.3074489592,-0.525964505,0.6831118230000001,0.39214903100000004,-0.087615729,-1.151093764,-2.89553779
ros_tale__1_112_0pq__1,-0.9488633638,1.502219276,0.040594261,0.7491768940000001,0.401807654,-0.9714433680000001,-0.88086487
ros_tale__1_112_0pq__2,-1.7787704209,-0.439017131,0.219280403,0.45910289,0.125627354,-1.102261994,-0.986913982
ros_tale__1_112_250pq__1,-2.0557720159,-1.407912936,1.110700303,0.19606825,1.3876980140000001,-1.7944710970000002,-0.41410755200000005
ros_tale__1_112_250pq__2,-1.3849275931,-0.33233228800000003,0.843117993,0.20525567,1.278740684,-1.495447617,-0.9453101020000001
ros_tale__1_112_750pq__1,-0.8703575475,0.6831463160000001,0.9049245530000001,0.45190684000000003,1.513377684,-1.648833503,-0.803822451
ros_tale__1_112_750pq__2,-1.9477841081,0.35816418,1.048487963,0.384819829,1.559639494,-1.783224486,-0.590449126
ros_tale__1_112_750pq__3,-1.9282066297,-0.15488570100000001,0.7018120830000001,0.7389724520000001,1.658656264,-1.771015538,-0.35181083300000004
ros_tale__3_76_0pq__1,0.6633064006,0.290543887,0.40668794300000005,0.681512144,-0.49779236600000004,-1.562889929,-2.1304158380000002
ros_tale__3_76_0pq__2,0.38251535400000003,0.18650649900000002,0.36532405300000004,0.6480273520000001,-0.5533927390000001,-1.60161188,-2.254619933
ros_tale__3_76_0pq__3,0.6404213495000001,0.290705325,0.389190503,0.55347061,-0.47000099900000003,-1.41656601,-2.262120418
ros_tale__3_76_0pq__4,0.4986081322,0.278322974,0.43728822300000003,0.558215543,-0.5496367,-1.514307843,-1.987662254
ros_tale__3_76_250pq__1,2.0786700336,1.393577856,-0.610562742,0.524331659,1.774699014,-1.916958508,0.033017963000000004
ros_tale__3_76_250pq__2,0.7753836660000001,0.7345824710000001,-0.773419076,0.46354756900000005,1.510807754,-1.9912236490000002,-0.48847541800000005
ros_tale__3_76_750pq__1,-1.6279221687,0.314764572,0.051653856000000005,1.042160677,1.304234764,-1.7587659740000001,0.42702512400000003
ros_tale__3_76_750pq__2,0.9990659528,1.336612107,-0.9425002680000001,1.12381399,1.5255562440000001,-1.492041462,-1.211360483
ros_tale__7_103_0pq__1,-2.6378761654,-0.35865945200000005,0.7026568830000001,-1.275953739,-0.027443648,-1.79698683,-1.347370294
ros_tale__7_103_0pq__2,-3.4482111185,0.001318977,0.947477173,-1.819745468,-0.07638299999999999,-1.9161201710000002,-1.161415486
ros_tale__7_103_0pq__3,-2.7285379861,-0.328206936,0.7939082030000001,-1.250588398,-0.046862577,-1.7931327270000001,-1.570713954
ros_tale__7_103_0pq__4,-3.6885374868,-0.058211469,1.056964733,-1.711163197,-0.08382650700000001,-1.879791149,-1.45773742
ros_tale__7_103_250pq__1,-1.6688808317000001,-1.090248843,-0.24247490100000002,-0.024134976000000002,1.425757194,-1.374973126,-1.321018496
ros_tale__7_103_250pq__2,-1.7878241184,-0.9744788990000001,-0.20438087800000002,-0.133934465,1.4093911540000001,-1.331573474,-1.18124423
ros_tale__7_103_750pq__1,-2.0127910663,-1.193122571,0.088597729,-0.23344766800000002,1.784444294,-1.423486017,-1.900338767
ros_tale__7_103_750pq__2,-2.0153655327,-1.183816261,0.14973729300000002,-0.10494560900000001,1.574552684,-1.714018048,-1.471879588
ros_tale__9_77_0pq__1,1.9940666614,2.12641001,-0.7757600000000001,0.22224380700000002,-0.245162283,-1.7821583140000001,0.5565902070000001
ros_tale__9_77_0pq__2,1.4496172177,2.063615077,-0.573824628,0.10707632,-0.19390912500000002,-1.743085533,0.375603208
ros_tale__9_77_250pq__1,1.848665075,2.373455524,-0.910153037,1.265314853,1.159882014,-2.106534388,1.489965852
ros_tale__9_77_250pq__2,2.2424122183,2.690371892,-0.9544832510000001,1.802802191,1.048718204,-1.882419948,1.239299718
ros_tale__9_77_750pq__1,1.8926098266,1.8951696820000001,-0.588176502,0.7947952850000001,0.971261294,-2.222894378,1.236972437
ros_tale__9_77_750pq__2,1.8826009165,2.00738802,-0.8824148350000001,0.801090904,1.134055134,-2.524629482,1.572649995
ros_tale__11_83_0pq__1,-2.235194834,-1.430382999,0.767703793,-0.029187778,0.20349866400000002,-1.810600905,0.339475144
ros_tale__11_83_0pq__2,-1.7860148062999999,-1.023983001,0.727341753,0.040699894,0.202263404,-1.665762976,0.555228442
ros_tale__11_83_250pq__1,-1.7106842756,-1.550972014,0.616797033,0.21253760800000002,1.001747104,-1.733338429,0.6386945930000001
ros_tale__11_83_250pq__2,-1.4359461922,-1.88183626,0.8796841830000001,0.11470115600000001,1.028850474,-1.986272135,0.055939241
ros_tale__11_83_750pq__1,-1.5149931253,-1.742946952,0.9722065830000001,0.11438218,0.937660114,-2.126731964,0.227576309
ros_tale__11_83_750pq__2,-1.7784019643,-1.6775582020000002,1.096863553,0.094104322,1.073386054,-1.8475155650000001,0.5489627890000001
ros_tale__13_87_0pq__1,2.735114925,0.809584395,0.40261139300000004,-0.8513309880000001,-0.141816946,-1.415644087,-0.739357931
ros_tale__13_87_0pq__2,3.6375651388,1.8732334800000001,0.201186783,-0.33185224700000004,-0.047401787,-1.1879349829999999,-1.081946777
ros_tale__13_87_250pq__1,0.5694681372,0.344910203,0.613315693,-0.477300726,0.9412864040000001,-1.458326723,-0.493559768
ros_tale__13_87_250pq__2,0.5931992862000001,0.35946979300000004,0.806008833,-0.7154273760000001,1.098174454,-1.500081151,-0.88594467
ros_tale__13_87_750pq__1,0.618810046,1.067521688,1.099164733,-0.286103649,1.182212964,-1.4419189270000001,-0.7901707750000001
ros_tale__13_87_750pq__2,0.6401677751,1.408882303,1.124829123,-0.052814051,1.178400974,-1.168166128,-0.8785097420000001
ros_tale__14_27_0pq__1,-1.5624702634,-0.434423702,-0.037079376000000004,-0.30458717500000004,-0.5885651820000001,-1.372666169,-1.177376764
