,BSU_misc_RNA_60
G150_2,12.0297
G150_3,10.3413
G180_1,11.988
G180_2,12.585
G180_3,11.7578
T-5.40H_1,13.2831
T-4.40H_1,12.9259
T-3.40H_1,13.0805
T-2.40H_1,12.6414
T-1.40H_1,12.5718
T-1.10H_1,12.2472
T-0.40H_1,12.6794
T0.0H_1,12.1603
T0.30H_1,10.8599
T1.0H_1,10.1487
T1.30H_1,10.6708
T2.0H_1,10.3637
T2.30H_1,10.7318
T3.0H_1,10.6987
T3.30H_1,11.135
T4.0H_1,10.6729
T5.0H_1,10.4044
LBexp_1,12.9986
LBexp_2,12.8419
LBexp_3,12.1569
LBtran_1,11.4756
LBtran_2,11.3279
LBtran_3,11.2655
LBstat_1,10.6058
LBstat_2,10.0803
LBstat_3,9.6038
LBGexp_1,13.3463
LBGexp_2,12.7002
LBGexp_3,13.1113
LBGtran_2,9.8709
LBGtran_3,11.7815
LBGstat_1,11.3229
LBGstat_2,9.9298
LBGstat_3,10.231
Mt0_1,13.0941
Mt0_3,12.2502
M0t45_1,12.3475
M0t45_2,11.5267
M0t45_3,12.5842
M0t90_1,9.8084
M0t90_2,10.9565
M0t90_3,10.4567
M40t45_1,11.3011
M40t45_2,11.7208
M40t45_3,12.4873
M40t90_1,9.5551
M40t90_2,10.7448
M40t90_3,10.4314
dia0_1,12.9191
dia0_2,12.9484
dia0_3,13.4916
dia5_1,10.6053
dia5_2,11.9758
dia5_3,12.2921
dia15_1,12.3808
dia15_2,13.6382
dia15_3,11.8279
C30_1,12.6174
C30_2,12.9746
C90_1,12.7866
C90_2,13.0326
SMM_1,13.4915
SMM_2,13.7831
SMM_3,13.2207
Salt_1,12.4402
Salt_2,12.1575
Salt_3,11.71
M+G_1,11.7717
M+G_2,12.5311
M+G_3,12.8118
Glu_1,13.6379
Glu_2,12.6953
Glu_3,12.9297
Fru_1,12.265999999999998
Fru_2,12.794
Fru_3,12.6355
Mal_1,10.9378
Mal_2,11.8972
Mal_3,11.8618
G+S_2,13.0119
G+S_3,12.7756
Pyr_1,12.2492
Pyr_2,13.0034
Pyr_3,12.7739
Gly_1,10.5301
Gly_2,11.4772
Gly_3,9.5609
Glucon_1,12.073
Glucon_2,12.7103
Glucon_3,11.5935
BI_1,12.0126
BI_2,12.0412
BC_2,11.5967
BC/t_1,11.2472
BC/t_2,11.7117
BC_1,11.5867
Sw_1,11.2358
Sw_2,11.2846
BMM_1,13.5549
BMM_2,13.4522
BMM_3,13.2881
Heat_1,13.140999999999998
Heat_2,12.8685
Heat_3,12.5282
Cold_1,12.5259
Cold_2,11.68
Cold_3,10.513
Etha_1,10.3976
Etha_2,9.5573
Etha_3,10.0342
SMMPr_1,12.5539
SMMPr_2,12.1966
SMMPr_3,12.2028
HiTm_1,11.0035
HiTm_2,12.6973
HiTm_3,13.4235
LoTm_1,11.9208
LoTm_2,11.8509
LoTm_3,11.8132
HiOs_1,13.5187
HiOs_2,13.3416
HiOs_3,13.2408
Oxctl_1,12.5047
Oxctl_2,12.8636
Oxctl_3,13.5965
Diami_1,12.9303
Diami_2,12.3771
Diami_3,12.4676
Paraq_1,13.1927
Paraq_2,13.5123
Paraq_3,11.1389
H2O2_1,11.6539
H2O2_2,12.529000000000002
H2O2_3,12.2574
HPh_1,14.3936
HPh_2,13.9679
HPh_3,14.7708
LPh_1,13.6838
LPh_2,13.6391
LPh_3,13.472
LPhT_1,12.3179
LPhT_2,11.4515
LPhT_3,11.8968
aero_1,14.1081
aero_2,12.5142
aero_3,13.4209
nit_1,12.8914
nit_2,13.2437
nit_3,12.3491
ferm_1,12.0972
ferm_2,11.8228
ferm_3,12.7308
