,USA300_TCH1516,link,Locus_tag
170,USA300HOU_0165,https://aureowiki.med.uni-greifswald.de/SAUPAN000976000,USA300HOU_RS00810
171,USA300HOU_0166,https://aureowiki.med.uni-greifswald.de/SAUPAN000978000,
172,USA300HOU_0167,https://aureowiki.med.uni-greifswald.de/SAUPAN000979000,USA300HOU_RS00820
173,USA300HOU_0168,https://aureowiki.med.uni-greifswald.de/SAUPAN000980000,USA300HOU_RS00825
174,USA300HOU_0169,https://aureowiki.med.uni-greifswald.de/SAUPAN000981000,USA300HOU_RS00830
175,USA300HOU_0170,https://aureowiki.med.uni-greifswald.de/SAUPAN000982000,USA300HOU_RS00835
176,USA300HOU_0171,https://aureowiki.med.uni-greifswald.de/SAUPAN000986000,USA300HOU_RS00840
177,USA300HOU_0172,https://aureowiki.med.uni-greifswald.de/SAUPAN000987000,USA300HOU_RS00845
178,USA300HOU_0173,https://aureowiki.med.uni-greifswald.de/SAUPAN000989000,USA300HOU_RS00850
179,USA300HOU_0174,https://aureowiki.med.uni-greifswald.de/SAUPAN000990000,USA300HOU_RS00855
180,USA300HOU_0175,https://aureowiki.med.uni-greifswald.de/SAUPAN000991000,USA300HOU_RS00860
181,USA300HOU_0176,https://aureowiki.med.uni-greifswald.de/SAUPAN000992000,USA300HOU_RS00865
182,USA300HOU_0177,https://aureowiki.med.uni-greifswald.de/SAUPAN000993000,USA300HOU_RS00870
183,USA300HOU_0178,https://aureowiki.med.uni-greifswald.de/SAUPAN000994000,USA300HOU_RS00875
184,USA300HOU_0179,https://aureowiki.med.uni-greifswald.de/SAUPAN001001000,USA300HOU_RS00880
185,USA300HOU_0180,https://aureowiki.med.uni-greifswald.de/SAUPAN001002000,USA300HOU_RS00885
186,USA300HOU_0181,https://aureowiki.med.uni-greifswald.de/SAUPAN001003000,USA300HOU_RS00890
187,USA300HOU_0182,https://aureowiki.med.uni-greifswald.de/SAUPAN001005000,USA300HOU_RS00895
188,USA300HOU_0183,https://aureowiki.med.uni-greifswald.de/SAUPAN001008000,USA300HOU_RS00900
189,USA300HOU_0184,https://aureowiki.med.uni-greifswald.de/SAUPAN001009000,USA300HOU_RS00905
190,USA300HOU_0185,https://aureowiki.med.uni-greifswald.de/SAUPAN001010000,USA300HOU_RS00910
191,USA300HOU_0186,https://aureowiki.med.uni-greifswald.de/SAUPAN001011000,USA300HOU_RS00915
192,USA300HOU_0187,https://aureowiki.med.uni-greifswald.de/SAUPAN001012000,USA300HOU_RS00920
193,USA300HOU_0188,https://aureowiki.med.uni-greifswald.de/SAUPAN001013000,USA300HOU_RS00925
194,USA300HOU_0189,https://aureowiki.med.uni-greifswald.de/SAUPAN001014000,USA300HOU_RS00930
195,USA300HOU_0190,https://aureowiki.med.uni-greifswald.de/SAUPAN001016000,USA300HOU_RS00935
196,USA300HOU_0191,https://aureowiki.med.uni-greifswald.de/SAUPAN001017000,USA300HOU_RS00940
197,USA300HOU_0192,https://aureowiki.med.uni-greifswald.de/SAUPAN001018000,USA300HOU_RS00945
198,USA300HOU_0193,https://aureowiki.med.uni-greifswald.de/SAUPAN001019000,USA300HOU_RS00950
199,USA300HOU_0194,https://aureowiki.med.uni-greifswald.de/SAUPAN001020000,USA300HOU_RS00955
200,USA300HOU_0195,https://aureowiki.med.uni-greifswald.de/SAUPAN001021000,USA300HOU_RS00960
201,USA300HOU_0196,https://aureowiki.med.uni-greifswald.de/SAUPAN001023000,USA300HOU_RS00965
202,USA300HOU_0197,https://aureowiki.med.uni-greifswald.de/SAUPAN001024000,USA300HOU_RS00970
203,USA300HOU_0198,https://aureowiki.med.uni-greifswald.de/SAUPAN001025000,USA300HOU_RS00975
204,USA300HOU_0199,https://aureowiki.med.uni-greifswald.de/SAUPAN001028000,USA300HOU_RS00980
205,USA300HOU_0200,https://aureowiki.med.uni-greifswald.de/SAUPAN001029000,USA300HOU_RS00985
206,USA300HOU_0201,https://aureowiki.med.uni-greifswald.de/SAUPAN001030000,USA300HOU_RS00990
207,USA300HOU_0202,https://aureowiki.med.uni-greifswald.de/SAUPAN001031000,USA300HOU_RS00995
208,USA300HOU_0203,https://aureowiki.med.uni-greifswald.de/SAUPAN001032000,USA300HOU_RS01000
209,USA300HOU_0204,https://aureowiki.med.uni-greifswald.de/SAUPAN001033000,USA300HOU_RS01005
210,USA300HOU_0205,https://aureowiki.med.uni-greifswald.de/SAUPAN001034000,USA300HOU_RS01010
211,USA300HOU_0206,https://aureowiki.med.uni-greifswald.de/SAUPAN001035000,USA300HOU_RS01015
212,USA300HOU_0207,https://aureowiki.med.uni-greifswald.de/SAUPAN001036000,USA300HOU_RS01020
213,USA300HOU_0208,https://aureowiki.med.uni-greifswald.de/SAUPAN001040000,USA300HOU_RS01030
214,USA300HOU_0209,https://aureowiki.med.uni-greifswald.de/SAUPAN001042000,USA300HOU_RS01035
215,USA300HOU_0210,https://aureowiki.med.uni-greifswald.de/SAUPAN001043000,USA300HOU_RS01040
216,USA300HOU_0211,https://aureowiki.med.uni-greifswald.de/SAUPAN001046000,USA300HOU_RS01045
217,USA300HOU_0212,https://aureowiki.med.uni-greifswald.de/SAUPAN001056000,USA300HOU_RS01050
218,USA300HOU_0213,https://aureowiki.med.uni-greifswald.de/SAUPAN001057000,USA300HOU_RS01055
219,USA300HOU_0214,https://aureowiki.med.uni-greifswald.de/SAUPAN001058000,USA300HOU_RS01060
220,USA300HOU_0215,https://aureowiki.med.uni-greifswald.de/SAUPAN001059000,USA300HOU_RS01065
221,USA300HOU_0216,https://aureowiki.med.uni-greifswald.de/SAUPAN001060000,USA300HOU_RS01070
222,USA300HOU_0217,https://aureowiki.med.uni-greifswald.de/SAUPAN001061000,USA300HOU_RS01075
223,USA300HOU_0218,https://aureowiki.med.uni-greifswald.de/SAUPAN001062000,USA300HOU_RS01080
224,USA300HOU_0219,https://aureowiki.med.uni-greifswald.de/SAUPAN001063000,USA300HOU_RS01085
225,USA300HOU_0220,https://aureowiki.med.uni-greifswald.de/SAUPAN001064000,USA300HOU_RS01090
226,USA300HOU_0221,https://aureowiki.med.uni-greifswald.de/SAUPAN001065000,USA300HOU_RS01095
227,USA300HOU_0222,https://aureowiki.med.uni-greifswald.de/SAUPAN001066000,USA300HOU_RS01100
228,USA300HOU_0223,https://aureowiki.med.uni-greifswald.de/SAUPAN001067000,USA300HOU_RS01105
229,USA300HOU_0224,https://aureowiki.med.uni-greifswald.de/SAUPAN001069000,USA300HOU_RS01110
230,USA300HOU_0225,https://aureowiki.med.uni-greifswald.de/SAUPAN001070000,USA300HOU_RS01115
231,USA300HOU_0226,https://aureowiki.med.uni-greifswald.de/SAUPAN001071000,USA300HOU_RS01120
232,USA300HOU_0227,https://aureowiki.med.uni-greifswald.de/SAUPAN001072000,
233,USA300HOU_0228,https://aureowiki.med.uni-greifswald.de/SAUPAN001073000,USA300HOU_RS01125
234,USA300HOU_0229,https://aureowiki.med.uni-greifswald.de/SAUPAN001074000,USA300HOU_RS01130
235,USA300HOU_0230,https://aureowiki.med.uni-greifswald.de/SAUPAN001076000,USA300HOU_RS01135
236,USA300HOU_0231,https://aureowiki.med.uni-greifswald.de/SAUPAN001077000,USA300HOU_RS01140
237,USA300HOU_0232,https://aureowiki.med.uni-greifswald.de/SAUPAN001079000,USA300HOU_RS01145
238,USA300HOU_0233,https://aureowiki.med.uni-greifswald.de/SAUPAN001082000,USA300HOU_RS01150
239,USA300HOU_0234,https://aureowiki.med.uni-greifswald.de/SAUPAN001083000,USA300HOU_RS01155
240,USA300HOU_0235,https://aureowiki.med.uni-greifswald.de/SAUPAN001084000,USA300HOU_RS01160
241,USA300HOU_0236,https://aureowiki.med.uni-greifswald.de/SAUPAN001086000,USA300HOU_RS01165
242,USA300HOU_0237,https://aureowiki.med.uni-greifswald.de/SAUPAN001087000,USA300HOU_RS01170
243,USA300HOU_0238,https://aureowiki.med.uni-greifswald.de/SAUPAN001088000,USA300HOU_RS01175
244,USA300HOU_0239,https://aureowiki.med.uni-greifswald.de/SAUPAN001089000,USA300HOU_RS01180
245,USA300HOU_0240,https://aureowiki.med.uni-greifswald.de/SAUPAN001092000,USA300HOU_RS01190
246,USA300HOU_0241,https://aureowiki.med.uni-greifswald.de/SAUPAN001093000,USA300HOU_RS01195
247,USA300HOU_0242,https://aureowiki.med.uni-greifswald.de/SAUPAN001094000,USA300HOU_RS01200
248,USA300HOU_0243,https://aureowiki.med.uni-greifswald.de/SAUPAN001095000,USA300HOU_RS01205
249,USA300HOU_0244,https://aureowiki.med.uni-greifswald.de/SAUPAN001096000,USA300HOU_RS01210
250,USA300HOU_0245,https://aureowiki.med.uni-greifswald.de/SAUPAN001098000,USA300HOU_RS01215
251,USA300HOU_0246,https://aureowiki.med.uni-greifswald.de/SAUPAN001102000,USA300HOU_RS01220
252,USA300HOU_0247,https://aureowiki.med.uni-greifswald.de/SAUPAN001103000,USA300HOU_RS01225
253,USA300HOU_0248,https://aureowiki.med.uni-greifswald.de/SAUPAN001104000,USA300HOU_RS01230
254,USA300HOU_0249,https://aureowiki.med.uni-greifswald.de/SAUPAN001105000,USA300HOU_RS01235
255,USA300HOU_0250,https://aureowiki.med.uni-greifswald.de/SAUPAN001106000,USA300HOU_RS01240
256,USA300HOU_0251,https://aureowiki.med.uni-greifswald.de/SAUPAN001107000,USA300HOU_RS01245
257,USA300HOU_0252,https://aureowiki.med.uni-greifswald.de/SAUPAN001110000,USA300HOU_RS01255
258,USA300HOU_0253,https://aureowiki.med.uni-greifswald.de/SAUPAN001111000,USA300HOU_RS01260
259,USA300HOU_0254,https://aureowiki.med.uni-greifswald.de/SAUPAN001113000,USA300HOU_RS01265
260,USA300HOU_0255,https://aureowiki.med.uni-greifswald.de/SAUPAN001114000,USA300HOU_RS01270
