,USA300_TCH1516,link,Locus_tag
1299,USA300HOU_1216,https://aureowiki.med.uni-greifswald.de/SAUPAN003586000,USA300HOU_RS06470
1300,USA300HOU_1217,https://aureowiki.med.uni-greifswald.de/SAUPAN003587000,USA300HOU_RS06475
1301,USA300HOU_1218,https://aureowiki.med.uni-greifswald.de/SAUPAN003588000,USA300HOU_RS06480
1302,USA300HOU_1219,https://aureowiki.med.uni-greifswald.de/SAUPAN003590000,USA300HOU_RS06485
1303,USA300HOU_1220,https://aureowiki.med.uni-greifswald.de/SAUPAN003591000,USA300HOU_RS06490
1304,USA300HOU_1221,https://aureowiki.med.uni-greifswald.de/SAUPAN003592000,USA300HOU_RS06495
1305,USA300HOU_1222,https://aureowiki.med.uni-greifswald.de/SAUPAN003593000,USA300HOU_RS06500
1306,USA300HOU_1223,https://aureowiki.med.uni-greifswald.de/SAUPAN003595000,USA300HOU_RS06505
1307,USA300HOU_1224,https://aureowiki.med.uni-greifswald.de/SAUPAN003596000,USA300HOU_RS06510
1308,USA300HOU_1225,https://aureowiki.med.uni-greifswald.de/SAUPAN003597000,USA300HOU_RS06515
1309,USA300HOU_1226,https://aureowiki.med.uni-greifswald.de/SAUPAN003598000,USA300HOU_RS06520
1310,USA300HOU_1227,https://aureowiki.med.uni-greifswald.de/SAUPAN003600000,USA300HOU_RS06525
1311,USA300HOU_1228,https://aureowiki.med.uni-greifswald.de/SAUPAN003607000,USA300HOU_RS06530
1312,USA300HOU_1229,https://aureowiki.med.uni-greifswald.de/SAUPAN003609000,USA300HOU_RS06535
1313,USA300HOU_1230,https://aureowiki.med.uni-greifswald.de/SAUPAN003611000,USA300HOU_RS06540
1314,USA300HOU_1231,https://aureowiki.med.uni-greifswald.de/SAUPAN003612000,USA300HOU_RS06545
1315,USA300HOU_1232,https://aureowiki.med.uni-greifswald.de/SAUPAN003613000,USA300HOU_RS06550
1316,USA300HOU_1233,https://aureowiki.med.uni-greifswald.de/SAUPAN003615000,USA300HOU_RS06555
1317,USA300HOU_1234,https://aureowiki.med.uni-greifswald.de/SAUPAN003618000,USA300HOU_RS06560
1318,USA300HOU_1235,https://aureowiki.med.uni-greifswald.de/SAUPAN003619000,USA300HOU_RS06565
1319,USA300HOU_1236,https://aureowiki.med.uni-greifswald.de/SAUPAN003622000,USA300HOU_RS06570
1320,USA300HOU_1237,https://aureowiki.med.uni-greifswald.de/SAUPAN003623000,USA300HOU_RS06575
1321,USA300HOU_1238,https://aureowiki.med.uni-greifswald.de/SAUPAN003624000,USA300HOU_RS06580
1322,USA300HOU_1239,https://aureowiki.med.uni-greifswald.de/SAUPAN003625000,USA300HOU_RS06585
1323,USA300HOU_1240,https://aureowiki.med.uni-greifswald.de/SAUPAN003626000,USA300HOU_RS06590
1324,USA300HOU_1241,https://aureowiki.med.uni-greifswald.de/SAUPAN003627000,USA300HOU_RS06595
1325,USA300HOU_1242,https://aureowiki.med.uni-greifswald.de/SAUPAN003629000,USA300HOU_RS06600
1326,USA300HOU_1243,https://aureowiki.med.uni-greifswald.de/SAUPAN003631000,USA300HOU_RS06605
1327,USA300HOU_1244,https://aureowiki.med.uni-greifswald.de/SAUPAN003634000,USA300HOU_RS06610
1328,USA300HOU_1245,https://aureowiki.med.uni-greifswald.de/SAUPAN003635000,USA300HOU_RS06615
1329,USA300HOU_1246,https://aureowiki.med.uni-greifswald.de/SAUPAN003637000,USA300HOU_RS06620
1330,USA300HOU_1247,https://aureowiki.med.uni-greifswald.de/SAUPAN003640000,USA300HOU_RS06625
1331,USA300HOU_1248,https://aureowiki.med.uni-greifswald.de/SAUPAN003641000,USA300HOU_RS06630
1332,USA300HOU_1254,https://aureowiki.med.uni-greifswald.de/SAUPAN003647000,
1333,USA300HOU_1249,https://aureowiki.med.uni-greifswald.de/SAUPAN003651000,USA300HOU_RS06635
1334,USA300HOU_1255,https://aureowiki.med.uni-greifswald.de/SAUPAN003654000,USA300HOU_RS06670
1335,USA300HOU_1256,https://aureowiki.med.uni-greifswald.de/SAUPAN003655000,USA300HOU_RS06675
1336,USA300HOU_1250,https://aureowiki.med.uni-greifswald.de/SAUPAN003661000,USA300HOU_RS06640
1337,USA300HOU_1251,https://aureowiki.med.uni-greifswald.de/SAUPAN003667000,USA300HOU_RS06650
1338,USA300HOU_1252,https://aureowiki.med.uni-greifswald.de/SAUPAN003668000,USA300HOU_RS06655
1339,USA300HOU_1253,https://aureowiki.med.uni-greifswald.de/SAUPAN003670000,USA300HOU_RS06660
1340,USA300HOU_1257,https://aureowiki.med.uni-greifswald.de/SAUPAN003672000,USA300HOU_RS06680
1341,USA300HOU_1258,https://aureowiki.med.uni-greifswald.de/SAUPAN003673000,USA300HOU_RS06685
1342,USA300HOU_1259,https://aureowiki.med.uni-greifswald.de/SAUPAN003675000,
1343,USA300HOU_1260,https://aureowiki.med.uni-greifswald.de/SAUPAN003680000,USA300HOU_RS06690
1344,USA300HOU_1261,https://aureowiki.med.uni-greifswald.de/SAUPAN003682000,USA300HOU_RS06695
1345,USA300HOU_1262,https://aureowiki.med.uni-greifswald.de/SAUPAN003683000,USA300HOU_RS06700
1346,USA300HOU_1263,https://aureowiki.med.uni-greifswald.de/SAUPAN003685000,USA300HOU_RS06705
1347,USA300HOU_1264,https://aureowiki.med.uni-greifswald.de/SAUPAN003688000,USA300HOU_RS06710
1348,USA300HOU_1265,https://aureowiki.med.uni-greifswald.de/SAUPAN003689000,USA300HOU_RS06715
1349,USA300HOU_1266,https://aureowiki.med.uni-greifswald.de/SAUPAN003690000,USA300HOU_RS06720
1350,USA300HOU_1267,https://aureowiki.med.uni-greifswald.de/SAUPAN003692000,USA300HOU_RS06725
1351,USA300HOU_1268,https://aureowiki.med.uni-greifswald.de/SAUPAN003694000,USA300HOU_RS06730
1352,USA300HOU_1269,https://aureowiki.med.uni-greifswald.de/SAUPAN003696000,USA300HOU_RS06735
1353,USA300HOU_1270,https://aureowiki.med.uni-greifswald.de/SAUPAN003697000,USA300HOU_RS06740
1354,USA300HOU_1271,https://aureowiki.med.uni-greifswald.de/SAUPAN003698000,USA300HOU_RS06745
1355,USA300HOU_1272,https://aureowiki.med.uni-greifswald.de/SAUPAN003699000,
1356,USA300HOU_1273,https://aureowiki.med.uni-greifswald.de/SAUPAN003700000,USA300HOU_RS06750
1357,USA300HOU_1274,https://aureowiki.med.uni-greifswald.de/SAUPAN003701000,USA300HOU_RS06755
1358,USA300HOU_1275,https://aureowiki.med.uni-greifswald.de/SAUPAN003702000,USA300HOU_RS06760
1359,USA300HOU_1276,https://aureowiki.med.uni-greifswald.de/SAUPAN003703000,USA300HOU_RS06765
1360,USA300HOU_1277,https://aureowiki.med.uni-greifswald.de/SAUPAN003707000,USA300HOU_RS06785
1361,USA300HOU_1278,https://aureowiki.med.uni-greifswald.de/SAUPAN003708000,USA300HOU_RS06790
1362,USA300HOU_1279,https://aureowiki.med.uni-greifswald.de/SAUPAN003717000,USA300HOU_RS06830
1363,USA300HOU_1280,https://aureowiki.med.uni-greifswald.de/SAUPAN003718000,USA300HOU_RS06835
1364,USA300HOU_1281,https://aureowiki.med.uni-greifswald.de/SAUPAN003722000,USA300HOU_RS06855
1365,USA300HOU_1282,https://aureowiki.med.uni-greifswald.de/SAUPAN003732000,
1366,USA300HOU_1283,https://aureowiki.med.uni-greifswald.de/SAUPAN003735000,USA300HOU_RS06870
1367,USA300HOU_1284,https://aureowiki.med.uni-greifswald.de/SAUPAN003738000,USA300HOU_RS06875
1368,USA300HOU_1285,https://aureowiki.med.uni-greifswald.de/SAUPAN003739000,USA300HOU_RS06880
1369,USA300HOU_1286,https://aureowiki.med.uni-greifswald.de/SAUPAN003740000,USA300HOU_RS06885
1370,USA300HOU_1287,https://aureowiki.med.uni-greifswald.de/SAUPAN003741000,USA300HOU_RS06890
1371,USA300HOU_1288,https://aureowiki.med.uni-greifswald.de/SAUPAN003742000,USA300HOU_RS06895
1372,USA300HOU_1289,https://aureowiki.med.uni-greifswald.de/SAUPAN003743000,USA300HOU_RS06900
1373,USA300HOU_1290,https://aureowiki.med.uni-greifswald.de/SAUPAN003744000,USA300HOU_RS06905
1374,USA300HOU_1291,https://aureowiki.med.uni-greifswald.de/SAUPAN003746000,USA300HOU_RS06910
1375,USA300HOU_1292,https://aureowiki.med.uni-greifswald.de/SAUPAN003747000,USA300HOU_RS06915
1376,USA300HOU_1293,https://aureowiki.med.uni-greifswald.de/SAUPAN003748000,USA300HOU_RS06920
1377,USA300HOU_1294,https://aureowiki.med.uni-greifswald.de/SAUPAN003749000,USA300HOU_RS06925
1378,USA300HOU_1295,https://aureowiki.med.uni-greifswald.de/SAUPAN003750000,USA300HOU_RS06930
1379,USA300HOU_1296,https://aureowiki.med.uni-greifswald.de/SAUPAN003751000,USA300HOU_RS06935
1380,USA300HOU_1297,https://aureowiki.med.uni-greifswald.de/SAUPAN003752000,
1381,USA300HOU_1298,https://aureowiki.med.uni-greifswald.de/SAUPAN003756000,USA300HOU_RS06940
1382,USA300HOU_1299,https://aureowiki.med.uni-greifswald.de/SAUPAN003757000,USA300HOU_RS06945
1383,USA300HOU_1300,https://aureowiki.med.uni-greifswald.de/SAUPAN003758000,USA300HOU_RS06950
1384,USA300HOU_1301,https://aureowiki.med.uni-greifswald.de/SAUPAN003759000,USA300HOU_RS06955
1385,USA300HOU_1302,https://aureowiki.med.uni-greifswald.de/SAUPAN003762000,USA300HOU_RS06960
1386,USA300HOU_1303,https://aureowiki.med.uni-greifswald.de/SAUPAN003763000,USA300HOU_RS06965
1387,USA300HOU_1304,https://aureowiki.med.uni-greifswald.de/SAUPAN003764000,USA300HOU_RS06970
1388,USA300HOU_1305,https://aureowiki.med.uni-greifswald.de/SAUPAN003765000,USA300HOU_RS06975
1389,USA300HOU_1306,https://aureowiki.med.uni-greifswald.de/SAUPAN003766000,USA300HOU_RS06980
1390,USA300HOU_1307,https://aureowiki.med.uni-greifswald.de/SAUPAN003767000,USA300HOU_RS06985
1391,USA300HOU_1308,https://aureowiki.med.uni-greifswald.de/SAUPAN003768000,USA300HOU_RS06990
1392,USA300HOU_1309,https://aureowiki.med.uni-greifswald.de/SAUPAN003769000,USA300HOU_RS06995
1393,USA300HOU_1310,https://aureowiki.med.uni-greifswald.de/SAUPAN003770000,USA300HOU_RS07000
1394,USA300HOU_1311,https://aureowiki.med.uni-greifswald.de/SAUPAN003780000,USA300HOU_RS07005
1395,USA300HOU_1312,https://aureowiki.med.uni-greifswald.de/SAUPAN003782000,USA300HOU_RS07010
1396,USA300HOU_1313,https://aureowiki.med.uni-greifswald.de/SAUPAN003784000,USA300HOU_RS07015
1397,USA300HOU_1314,https://aureowiki.med.uni-greifswald.de/SAUPAN003785000,USA300HOU_RS07020
1398,USA300HOU_1315,https://aureowiki.med.uni-greifswald.de/SAUPAN003786000,USA300HOU_RS07025
1399,USA300HOU_1316,https://aureowiki.med.uni-greifswald.de/SAUPAN003787000,USA300HOU_RS07030
1400,USA300HOU_1317,https://aureowiki.med.uni-greifswald.de/SAUPAN003789000,USA300HOU_RS07040
1401,USA300HOU_1318,https://aureowiki.med.uni-greifswald.de/SAUPAN003790000,USA300HOU_RS07045
1402,USA300HOU_1319,https://aureowiki.med.uni-greifswald.de/SAUPAN003793000,USA300HOU_RS07050
1403,USA300HOU_1320,https://aureowiki.med.uni-greifswald.de/SAUPAN003794000,USA300HOU_RS07055
1404,USA300HOU_1321,https://aureowiki.med.uni-greifswald.de/SAUPAN003795000,USA300HOU_RS07060
1405,USA300HOU_1322,https://aureowiki.med.uni-greifswald.de/SAUPAN003796000,USA300HOU_RS07065
1406,USA300HOU_1323,https://aureowiki.med.uni-greifswald.de/SAUPAN003797000,
1407,USA300HOU_1324,https://aureowiki.med.uni-greifswald.de/SAUPAN003798000,USA300HOU_RS07070
1408,USA300HOU_1325,https://aureowiki.med.uni-greifswald.de/SAUPAN003802000,USA300HOU_RS15290
1409,USA300HOU_1326,https://aureowiki.med.uni-greifswald.de/SAUPAN003803000,USA300HOU_RS07085
1410,USA300HOU_1327,https://aureowiki.med.uni-greifswald.de/SAUPAN003804000,USA300HOU_RS07090
1411,USA300HOU_1328,https://aureowiki.med.uni-greifswald.de/SAUPAN003806000,USA300HOU_RS07095
1412,USA300HOU_1329,https://aureowiki.med.uni-greifswald.de/SAUPAN003807000,USA300HOU_RS07100
1413,USA300HOU_1330,https://aureowiki.med.uni-greifswald.de/SAUPAN003808000,USA300HOU_RS07105
1414,USA300HOU_1331,https://aureowiki.med.uni-greifswald.de/SAUPAN003809000,USA300HOU_RS07110
1415,USA300HOU_1332,https://aureowiki.med.uni-greifswald.de/SAUPAN003810000,USA300HOU_RS07115
1416,USA300HOU_1333,https://aureowiki.med.uni-greifswald.de/SAUPAN003811000,USA300HOU_RS07120
1417,USA300HOU_1334,https://aureowiki.med.uni-greifswald.de/SAUPAN003812000,USA300HOU_RS07125
1418,USA300HOU_1335,https://aureowiki.med.uni-greifswald.de/SAUPAN003813000,USA300HOU_RS07130
1419,USA300HOU_1336,https://aureowiki.med.uni-greifswald.de/SAUPAN003815000,USA300HOU_RS07135
1420,USA300HOU_1337,https://aureowiki.med.uni-greifswald.de/SAUPAN003817000,USA300HOU_RS07140
1421,USA300HOU_1338,https://aureowiki.med.uni-greifswald.de/SAUPAN003821000,USA300HOU_RS07160
1422,USA300HOU_1339,https://aureowiki.med.uni-greifswald.de/SAUPAN003822000,USA300HOU_RS07165
1423,USA300HOU_1340,https://aureowiki.med.uni-greifswald.de/SAUPAN003823000,
1424,USA300HOU_1341,https://aureowiki.med.uni-greifswald.de/SAUPAN003824000,
1425,USA300HOU_1342,https://aureowiki.med.uni-greifswald.de/SAUPAN003825000,USA300HOU_RS07180
1426,USA300HOU_1343,https://aureowiki.med.uni-greifswald.de/SAUPAN003826000,USA300HOU_RS07185
1427,USA300HOU_1344,https://aureowiki.med.uni-greifswald.de/SAUPAN003827000,USA300HOU_RS07190
1428,USA300HOU_1345,https://aureowiki.med.uni-greifswald.de/SAUPAN003828000,USA300HOU_RS07195
1429,USA300HOU_1346,https://aureowiki.med.uni-greifswald.de/SAUPAN003829000,USA300HOU_RS07200
1430,USA300HOU_1347,https://aureowiki.med.uni-greifswald.de/SAUPAN003830000,USA300HOU_RS07205
1431,USA300HOU_1348,https://aureowiki.med.uni-greifswald.de/SAUPAN003831000,USA300HOU_RS07210
1432,USA300HOU_1349,https://aureowiki.med.uni-greifswald.de/SAUPAN003833000,USA300HOU_RS07215
1433,USA300HOU_1350,https://aureowiki.med.uni-greifswald.de/SAUPAN003835000,USA300HOU_RS07220
1434,USA300HOU_1351,https://aureowiki.med.uni-greifswald.de/SAUPAN003837000,USA300HOU_RS07225
1435,USA300HOU_1352,https://aureowiki.med.uni-greifswald.de/SAUPAN003838000,USA300HOU_RS07230
1436,USA300HOU_1353,https://aureowiki.med.uni-greifswald.de/SAUPAN003840000,USA300HOU_RS07235
1437,USA300HOU_1354,https://aureowiki.med.uni-greifswald.de/SAUPAN003842000,USA300HOU_RS07240
1438,USA300HOU_1355,https://aureowiki.med.uni-greifswald.de/SAUPAN003843000,USA300HOU_RS07245
1439,USA300HOU_1356,https://aureowiki.med.uni-greifswald.de/SAUPAN003844000,USA300HOU_RS07250
1440,USA300HOU_1357,https://aureowiki.med.uni-greifswald.de/SAUPAN003849000,USA300HOU_RS07255
1441,USA300HOU_1358,https://aureowiki.med.uni-greifswald.de/SAUPAN003852000,USA300HOU_RS07265
1442,USA300HOU_1359,https://aureowiki.med.uni-greifswald.de/SAUPAN003853000,USA300HOU_RS07270
1443,USA300HOU_1360,https://aureowiki.med.uni-greifswald.de/SAUPAN003854000,USA300HOU_RS07275
1444,USA300HOU_1361,https://aureowiki.med.uni-greifswald.de/SAUPAN003856000,USA300HOU_RS07280
1445,USA300HOU_1362,https://aureowiki.med.uni-greifswald.de/SAUPAN003857000,USA300HOU_RS07285
1446,USA300HOU_1363,https://aureowiki.med.uni-greifswald.de/SAUPAN003858000,USA300HOU_RS07290
1447,USA300HOU_1364,https://aureowiki.med.uni-greifswald.de/SAUPAN003859000,USA300HOU_RS07295
1448,USA300HOU_1365,https://aureowiki.med.uni-greifswald.de/SAUPAN003860000,USA300HOU_RS07300
1449,USA300HOU_1366,https://aureowiki.med.uni-greifswald.de/SAUPAN003861000,USA300HOU_RS07305
1450,USA300HOU_1367,https://aureowiki.med.uni-greifswald.de/SAUPAN003862000,USA300HOU_RS07310
1451,USA300HOU_1368,https://aureowiki.med.uni-greifswald.de/SAUPAN003863000,USA300HOU_RS07315
1452,USA300HOU_1369,https://aureowiki.med.uni-greifswald.de/SAUPAN003864000,USA300HOU_RS07320
1453,USA300HOU_1370,https://aureowiki.med.uni-greifswald.de/SAUPAN003868000,
1454,USA300HOU_1371,https://aureowiki.med.uni-greifswald.de/SAUPAN003871000,USA300HOU_RS07335
1455,USA300HOU_1372,https://aureowiki.med.uni-greifswald.de/SAUPAN003878000,USA300HOU_RS07340
1456,USA300HOU_1373,https://aureowiki.med.uni-greifswald.de/SAUPAN003890000,USA300HOU_RS07345
1457,USA300HOU_1374,https://aureowiki.med.uni-greifswald.de/SAUPAN003891000,USA300HOU_RS07350
1458,USA300HOU_1375,https://aureowiki.med.uni-greifswald.de/SAUPAN003892000,USA300HOU_RS07355
1459,USA300HOU_1376,https://aureowiki.med.uni-greifswald.de/SAUPAN003893000,USA300HOU_RS07360
1460,USA300HOU_1377,https://aureowiki.med.uni-greifswald.de/SAUPAN003894000,USA300HOU_RS07365
1461,USA300HOU_1378,https://aureowiki.med.uni-greifswald.de/SAUPAN003895000,USA300HOU_RS07370
1462,USA300HOU_1379,https://aureowiki.med.uni-greifswald.de/SAUPAN003897000,USA300HOU_RS07375
1463,USA300HOU_1380,https://aureowiki.med.uni-greifswald.de/SAUPAN003899000,USA300HOU_RS07385
1464,USA300HOU_1381,https://aureowiki.med.uni-greifswald.de/SAUPAN003900000,USA300HOU_RS07390
1465,USA300HOU_nc0007,https://aureowiki.med.uni-greifswald.de/SAUPAN003901000,USA300HOU_RS15310
1466,USA300HOU_1382,https://aureowiki.med.uni-greifswald.de/SAUPAN003903000,
1467,USA300HOU_1383,https://aureowiki.med.uni-greifswald.de/SAUPAN003904000,USA300HOU_RS07395
1468,USA300HOU_1384,https://aureowiki.med.uni-greifswald.de/SAUPAN003905000,USA300HOU_RS07400
1469,USA300HOU_1385,https://aureowiki.med.uni-greifswald.de/SAUPAN003906000,USA300HOU_RS07405
1470,USA300HOU_1386,https://aureowiki.med.uni-greifswald.de/SAUPAN003907000,USA300HOU_RS07410
1471,USA300HOU_1387,https://aureowiki.med.uni-greifswald.de/SAUPAN003909000,USA300HOU_RS07415
1472,USA300HOU_1388,https://aureowiki.med.uni-greifswald.de/SAUPAN003910000,USA300HOU_RS07420
1473,USA300HOU_1389,https://aureowiki.med.uni-greifswald.de/SAUPAN003911000,USA300HOU_RS07425
1474,USA300HOU_1390,https://aureowiki.med.uni-greifswald.de/SAUPAN003912000,USA300HOU_RS07430
1475,USA300HOU_1391,https://aureowiki.med.uni-greifswald.de/SAUPAN003913000,USA300HOU_RS07435
1476,USA300HOU_1392,https://aureowiki.med.uni-greifswald.de/SAUPAN003914000,USA300HOU_RS07440
1477,USA300HOU_1393,https://aureowiki.med.uni-greifswald.de/SAUPAN003915000,USA300HOU_RS07445
1478,USA300HOU_1394,https://aureowiki.med.uni-greifswald.de/SAUPAN003916000,USA300HOU_RS07450
1479,USA300HOU_1395,https://aureowiki.med.uni-greifswald.de/SAUPAN003917000,USA300HOU_RS07455
1480,USA300HOU_1396,https://aureowiki.med.uni-greifswald.de/SAUPAN003918000,USA300HOU_RS07460
1481,USA300HOU_1397,https://aureowiki.med.uni-greifswald.de/SAUPAN003919000,USA300HOU_RS07465
1482,USA300HOU_1398,https://aureowiki.med.uni-greifswald.de/SAUPAN003920000,USA300HOU_RS07470
1483,USA300HOU_1399,https://aureowiki.med.uni-greifswald.de/SAUPAN003921000,USA300HOU_RS07475
1484,USA300HOU_1400,https://aureowiki.med.uni-greifswald.de/SAUPAN003922000,USA300HOU_RS07480
1485,USA300HOU_1401,https://aureowiki.med.uni-greifswald.de/SAUPAN003923000,USA300HOU_RS07485
1486,USA300HOU_1402,https://aureowiki.med.uni-greifswald.de/SAUPAN003924000,USA300HOU_RS07490
1487,USA300HOU_1403,https://aureowiki.med.uni-greifswald.de/SAUPAN003925000,USA300HOU_RS07495
1488,USA300HOU_1404,https://aureowiki.med.uni-greifswald.de/SAUPAN003926000,USA300HOU_RS07500
1489,USA300HOU_1405,https://aureowiki.med.uni-greifswald.de/SAUPAN003927000,USA300HOU_RS07505
1490,USA300HOU_1406,https://aureowiki.med.uni-greifswald.de/SAUPAN003929000,USA300HOU_RS07510
1491,USA300HOU_1407,https://aureowiki.med.uni-greifswald.de/SAUPAN003930000,USA300HOU_RS07515
1492,USA300HOU_1408,https://aureowiki.med.uni-greifswald.de/SAUPAN003931000,USA300HOU_RS07520
1493,USA300HOU_1409,https://aureowiki.med.uni-greifswald.de/SAUPAN003932000,USA300HOU_RS07525
1494,USA300HOU_1410,https://aureowiki.med.uni-greifswald.de/SAUPAN003934000,USA300HOU_RS07535
1495,USA300HOU_1411,https://aureowiki.med.uni-greifswald.de/SAUPAN003935000,USA300HOU_RS07540
1496,USA300HOU_1412,https://aureowiki.med.uni-greifswald.de/SAUPAN003936000,USA300HOU_RS07545
1497,USA300HOU_1413,https://aureowiki.med.uni-greifswald.de/SAUPAN003937000,USA300HOU_RS07550
1498,USA300HOU_1414,https://aureowiki.med.uni-greifswald.de/SAUPAN003941000,USA300HOU_RS07565
1499,USA300HOU_1415,https://aureowiki.med.uni-greifswald.de/SAUPAN003942000,USA300HOU_RS07570
1500,USA300HOU_1416,https://aureowiki.med.uni-greifswald.de/SAUPAN003943000,USA300HOU_RS07575
1501,USA300HOU_1417,https://aureowiki.med.uni-greifswald.de/SAUPAN003944000,USA300HOU_RS07580
1502,USA300HOU_1418,https://aureowiki.med.uni-greifswald.de/SAUPAN003945000,USA300HOU_RS07585
1503,USA300HOU_1419,https://aureowiki.med.uni-greifswald.de/SAUPAN003946000,USA300HOU_RS07590
1504,USA300HOU_1420,https://aureowiki.med.uni-greifswald.de/SAUPAN003947000,USA300HOU_RS07595
1505,USA300HOU_1421,https://aureowiki.med.uni-greifswald.de/SAUPAN003948000,USA300HOU_RS07600
1506,USA300HOU_1422,https://aureowiki.med.uni-greifswald.de/SAUPAN003949000,USA300HOU_RS07605
1507,USA300HOU_1423,https://aureowiki.med.uni-greifswald.de/SAUPAN003950000,USA300HOU_RS07610
1508,USA300HOU_1424,https://aureowiki.med.uni-greifswald.de/SAUPAN003952000,USA300HOU_RS07615
1509,USA300HOU_1425,https://aureowiki.med.uni-greifswald.de/SAUPAN003953000,USA300HOU_RS07620
1510,USA300HOU_1492,https://aureowiki.med.uni-greifswald.de/SAUPAN003954000,USA300HOU_RS07970
1511,USA300HOU_1428,https://aureowiki.med.uni-greifswald.de/SAUPAN003957000,USA300HOU_RS07635
1512,USA300HOU_1426,https://aureowiki.med.uni-greifswald.de/SAUPAN003958000,USA300HOU_RS07625
1513,USA300HOU_1427,https://aureowiki.med.uni-greifswald.de/SAUPAN003960000,USA300HOU_RS07630
1514,USA300HOU_1491,https://aureowiki.med.uni-greifswald.de/SAUPAN003962000,
1515,USA300HOU_1493,https://aureowiki.med.uni-greifswald.de/SAUPAN004024000,USA300HOU_RS07975
1516,USA300HOU_1494,https://aureowiki.med.uni-greifswald.de/SAUPAN004025000,USA300HOU_RS07980
1517,USA300HOU_1495,https://aureowiki.med.uni-greifswald.de/SAUPAN004026000,USA300HOU_RS07985
1518,USA300HOU_1496,https://aureowiki.med.uni-greifswald.de/SAUPAN004028000,USA300HOU_RS07995
1519,USA300HOU_1497,https://aureowiki.med.uni-greifswald.de/SAUPAN004029000,USA300HOU_RS08000
1520,USA300HOU_1498,https://aureowiki.med.uni-greifswald.de/SAUPAN004030000,USA300HOU_RS08005
1521,USA300HOU_1499,https://aureowiki.med.uni-greifswald.de/SAUPAN004031000,USA300HOU_RS08010
1522,USA300HOU_1500,https://aureowiki.med.uni-greifswald.de/SAUPAN004032000,USA300HOU_RS08015
1523,USA300HOU_1501,https://aureowiki.med.uni-greifswald.de/SAUPAN004033000,USA300HOU_RS08020
1524,USA300HOU_1502,https://aureowiki.med.uni-greifswald.de/SAUPAN004034000,USA300HOU_RS08025
1525,USA300HOU_1503,https://aureowiki.med.uni-greifswald.de/SAUPAN004035000,USA300HOU_RS08030
1526,USA300HOU_1504,https://aureowiki.med.uni-greifswald.de/SAUPAN004036000,USA300HOU_RS08035
1527,USA300HOU_1505,https://aureowiki.med.uni-greifswald.de/SAUPAN004037000,USA300HOU_RS08040
1528,USA300HOU_1506,https://aureowiki.med.uni-greifswald.de/SAUPAN004038000,
1529,USA300HOU_1507,https://aureowiki.med.uni-greifswald.de/SAUPAN004039000,USA300HOU_RS08045
1530,USA300HOU_1508,https://aureowiki.med.uni-greifswald.de/SAUPAN004041000,USA300HOU_RS08050
1531,USA300HOU_1509,https://aureowiki.med.uni-greifswald.de/SAUPAN004042000,USA300HOU_RS08055
1532,USA300HOU_1510,https://aureowiki.med.uni-greifswald.de/SAUPAN004044000,USA300HOU_RS08060
1533,USA300HOU_1511,https://aureowiki.med.uni-greifswald.de/SAUPAN004046000,USA300HOU_RS08070
1534,USA300HOU_1512,https://aureowiki.med.uni-greifswald.de/SAUPAN004063000,USA300HOU_RS08075
1535,USA300HOU_1513,https://aureowiki.med.uni-greifswald.de/SAUPAN004064000,USA300HOU_RS08080
1536,USA300HOU_1514,https://aureowiki.med.uni-greifswald.de/SAUPAN004065000,USA300HOU_RS08085
1537,USA300HOU_1515,https://aureowiki.med.uni-greifswald.de/SAUPAN004067000,USA300HOU_RS08090
1538,USA300HOU_1516,https://aureowiki.med.uni-greifswald.de/SAUPAN004068000,USA300HOU_RS08095
1539,USA300HOU_1517,https://aureowiki.med.uni-greifswald.de/SAUPAN004070000,USA300HOU_RS08100
1540,USA300HOU_1518,https://aureowiki.med.uni-greifswald.de/SAUPAN004071000,USA300HOU_RS08105
1541,USA300HOU_1519,https://aureowiki.med.uni-greifswald.de/SAUPAN004072000,USA300HOU_RS08110
1542,USA300HOU_1520,https://aureowiki.med.uni-greifswald.de/SAUPAN004073000,USA300HOU_RS08115
1543,USA300HOU_1521,https://aureowiki.med.uni-greifswald.de/SAUPAN004074000,USA300HOU_RS08120
1544,USA300HOU_1522,https://aureowiki.med.uni-greifswald.de/SAUPAN004075000,USA300HOU_RS08125
1545,USA300HOU_1523,https://aureowiki.med.uni-greifswald.de/SAUPAN004076000,USA300HOU_RS08130
1546,USA300HOU_1524,https://aureowiki.med.uni-greifswald.de/SAUPAN004077000,USA300HOU_RS08135
1547,USA300HOU_1525,https://aureowiki.med.uni-greifswald.de/SAUPAN004078000,USA300HOU_RS08140
1548,USA300HOU_1526,https://aureowiki.med.uni-greifswald.de/SAUPAN004079000,USA300HOU_RS08145
1549,USA300HOU_1527,https://aureowiki.med.uni-greifswald.de/SAUPAN004080000,USA300HOU_RS08150
1550,USA300HOU_1528,https://aureowiki.med.uni-greifswald.de/SAUPAN004081000,USA300HOU_RS08155
1551,USA300HOU_1529,https://aureowiki.med.uni-greifswald.de/SAUPAN004082000,USA300HOU_RS08160
1552,USA300HOU_0625,https://aureowiki.med.uni-greifswald.de/SAUPAN004084000,
1553,USA300HOU_0626,https://aureowiki.med.uni-greifswald.de/SAUPAN004091000,USA300HOU_RS03295
1554,USA300HOU_0627,https://aureowiki.med.uni-greifswald.de/SAUPAN004092000,USA300HOU_RS03300
