,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,2.2880251344499998,0.18958414779071775,4.0,70.0,2.0083349459,71.0,2.3667427283,72.0,2.3484590023,73.0,2.4285638613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-1.6666686549389926e-11,1.5450768068914198,6.0,74.0,-0.7154035288,75.0,2.241335598,76.0,0.8542063635,86.0,-1.2227063025,88.0,-1.9028045143,90.0,0.745372384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,3.8915296792333334,1.5159053842170291,6.0,77.0,2.954905501,78.0,3.5361439738,79.0,2.1884769255,87.0,3.1408361517,89.0,5.7052142622,91.0,5.8236012612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-0.18389092606666665,0.5165500945952185,3.0,80.0,-0.6851272448,82.0,-0.2132649359,84.0,0.3467194025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,5.571732226666668,1.1799320547830718,3.0,81.0,6.2986824022,83.0,4.2103106295,85.0,6.2062036483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,4.625929269271485e-18,0.37121240186068555,3.0,92.0,0.38067185800000003,93.0,-0.3609681349,94.0,-0.0197037231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,5.886232969333334,0.15415531814525224,3.0,95.0,5.9087636027,96.0,6.0278831196,97.0,5.7220521857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,10.189830073933333,1.1750823325375868,3.0,98.0,9.0218615348,99.0,10.1757293939,100.0,11.3718992931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,7.342407991266666,0.96544087288983,3.0,101.0,8.366878069,102.0,7.2108590093,103.0,6.4494868955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,5.3038262129,0.28741701057569513,3.0,104.0,5.5611075442,105.0,5.3567434592,106.0,4.9936276353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,9.8273741985,1.2265395122204257,3.0,107.0,11.1842173769,108.0,9.5005654887,109.0,8.7973397299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,14.887866413033334,0.7696204223747387,3.0,110.0,14.1237360846,111.0,15.6628618833,112.0,14.8770012712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,12.630190447066667,0.9414963085412763,3.0,113.0,11.9623226335,114.0,13.7070104398,115.0,12.2212382679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
