,A,MetJ
minicoli__minE_osm__1,-4.225423228396016,-2.233612274809765
minicoli__minE_osm__2,-2.933436432349617,-2.085658231710517
minicoli__minE_ph5__1,-1.0043561365091571,-0.6969273307528958
minicoli__minE_ph5__2,-1.3586606481803742,-0.7658511333018723
minicoli__minE-pyr__1,-9.719602139185575,-2.1966515128540403
minicoli__minE-pyr__2,-11.410043095641475,-2.0058305265098793
minicoli__minE_sorb__1,-2.27082639285092,-1.4685030298324726
minicoli__minE_sorb__2,-1.9839915437300144,-1.3791284689506949
minicoli__minE_urid__1,3.64420746675692,-0.1181353072632767
minicoli__minE_urid__2,1.9336595771627916,-0.5401518523842109
minicoli__W3110_cyt__1,-13.579643145129443,-2.5709989652250917
minicoli__W3110_cyt__2,-12.501185951529356,-2.5631120589251566
minicoli__W3110_glc__1,-11.015355431770042,-2.170670953980914
minicoli__W3110_glc__2,-11.955644181329236,-2.0022170577495606
minicoli__W3110_glyc__1,-10.88843521423216,-2.175895463225758
minicoli__W3110_glyc__2,-8.886210540837261,-1.99434918145697
minicoli__W3110_Fe_starve__1,2.717124526079034,-0.5675045957373471
minicoli__W3110_Fe_starve__2,-0.1918576383775933,-1.3787940137685115
minicoli__W3110_LB__1,-15.808173657835404,-1.1892471281249677
minicoli__W3110_LB__2,-15.732290376367118,-1.080297227938801
minicoli__W3110_N_starve__1,-13.109201294885755,-2.275308941985397
minicoli__W3110_N_starve__2,-12.63377057592914,-2.1800280323767005
minicoli__W3110_osm__1,-7.109689274839545,-1.5033446841148974
minicoli__W3110_osm__2,-7.413504717183927,-1.3488165948557098
minicoli__W3110_ph5__1,-8.937998634759207,-1.1944280343496103
minicoli__W3110_ph5__2,-8.478465463798189,-1.1352469953516442
minicoli__W3110_pyr__1,-10.86417600914087,-1.5666040329960635
minicoli__W3110_pyr__2,-10.902708537056789,-1.5646478067826974
minicoli__W3110_sorb__1,-12.790999287859188,-2.3019545205820977
minicoli__W3110_sorb__2,-13.424299860466176,-2.3437222584438433
minicoli__W3110_urid__1,-11.996212392512955,-1.791568122529671
minicoli__W3110_urid__2,-12.841369405278067,-1.7627154842523118
minicoli__W3110_WT_glc__1,-8.989435234149852,-1.8410261603094629
minicoli__W3110_WT_glc__2,-9.127430918342077,-1.721493663806407
minicoli__W3110_WT_osm__1,-8.039449075868717,-1.800778149564862
minicoli__W3110_WT_osm__2,-6.765963686425881,-1.5893584331853423
eep__BOP27__1,0.2770072248268354,0.06977194041758139
eep__BOP27__2,0.4743006593108249,0.12347932109522652
eep__BOP1000__1,-3.3811886662940203,-0.15815418213813714
eep__BOP1000__2,-1.599414545324657,-0.03218636269767927
eep__BOP27_ndh-cydB-appC__1,0.7553382335083321,-0.5208642989634864
eep__BOP27_ndh-cydB-appC__2,0.8053261239610616,-0.7900151528278432
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,0.3646345168429421,0.2151648671368971
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,0.1311187072905769,-0.1838235917095492
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,-5.450018455290089,-0.35555881280647306
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,-10.047449885899445,-0.7274462452043089
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,-1.4017790268358632,-0.4968644081462497
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,-5.206061153826201,-0.7749965369215186
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,0.3386045446606603,-0.4601639925191989
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,0.3568190561001766,-0.16946541603732435
eep__BOP27_nuoB-cydB-appC__1,-2.079024908192127,-1.281857395007303
eep__BOP27_nuoB-cydB-appC__2,-3.1739825298795283,-1.5491138783843086
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,-4.45224771958703,-0.9673737853040699
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,-7.047097403143905,-1.012623740899886
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,-5.481086245233215,-1.1111085751903795
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,-6.374942336012236,-1.330233397454058
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,-10.08431194838539,-1.08740943817386
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,-10.663788249167387,-0.940567873009356
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,-9.49906738693109,-1.4292123449329468
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__2,-8.367047257842641,-1.047455573822191
eep__BOP27_ndh-cyoB__1,-1.1319716184073696,0.06975614593320678
eep__BOP27_ndh-cyoB__2,-1.1244897623213497,0.21642081712471395
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,-2.0891946427516936,-0.04474356455171069
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__2,-3.388665739642544,-0.5472728634927684
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__1,-11.07814824610687,-1.162417074466643
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__2,-10.963141194658895,-0.9998481934317685
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__1,-11.219702240086578,-1.4956342932202418
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__2,-12.927900416756158,-1.5380916282962485
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__1,-11.647984441829848,-1.9073153359717103
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__2,-11.603212420380975,-2.0622806551265143
eep__BOP27_nuoB-cyoB__1,-0.9890379287571898,0.03951010862573945
eep__BOP27_nuoB-cyoB__2,-1.1670072415662394,0.2487508992872609
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__1,-5.746346464867014,-0.6096041229969948
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__2,-5.220054403499608,-0.9040500209197058
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__1,-7.053161151056318,-1.119902086459934
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__2,-8.293271061671248,-0.9194725031312156
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__1,-9.785458771300624,-1.474925221508137
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__2,-10.333424854288069,-1.268203803724937
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__1,-8.717024634648187,-0.8594483269805551
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__2,-9.116904761432671,-0.9883629534342244
eep__BOP27_ndh-cydB__1,-0.3594682460692788,0.13800345497617528
eep__BOP27_ndh-cydB__2,-0.0443787803691924,0.1848803171663853
eep__BOP27_nuoB-cydB__1,-1.6879585803904076,-0.3309409642955785
eep__BOP27_nuoB-cydB__2,-0.5060319643962866,-0.09779045240155247
DDB2__PD-005_BW25113_Batch_6h__1,-0.79679504371229,-0.8688498074860993
DDB2__PD-005_BW25113_Batch_6h__2,-0.4185792426419318,-0.9125984642745406
DDB2__PD-003_BW25113_Batch_9h__1,0.2209802649792449,-0.8502140779605627
DDB2__PD-003_BW25113_Batch_9h__2,-0.0574063319577784,-1.223073389748289
DDB2__PD-003_BW25113_Fed-batch_6h__1,-2.8942687719771047,-1.2960829167999421
DDB2__PD-003_BW25113_Fed-batch_6h__2,-2.783394658015365,-1.5177224594390175
DDB2__PD-005_BW25113_Fed-batch_6h__1,-2.3966819497206826,-0.9143450082409528
DDB2__PD-005_BW25113_Fed-batch_6h__2,-2.2763879388491173,-0.8942138663259556
DDB2__PD-005_BW25113_Fed-batch_6h__3,-2.8350888557936607,-1.2827318659735596
DDB2__PD-005_BW25113_Fed-batch_15h__1,-3.1163250133750813,-1.5311677443679628
DDB2__PD-005_BW25113_Fed-batch_15h__2,-3.329652506838533,-1.6292221985604902
DDB2__PD-003_BW25113_Fed-batch_21h__1,-3.5999624458934067,-1.3426383125810968
DDB2__PD-003_BW25113_Fed-batch_21h__2,-3.5627956444059543,-1.3276777552970749
DDB2__PD-004_del-basS_Batch_6h__1,-0.4461182132870533,-0.468833058407597
DDB2__PD-004_del-basS_Batch_6h__2,-0.1643134451228283,-0.5999624148080436
DDB2__PD-004_del-basS_Fed-batch_6h__1,-3.031261158500057,-0.9750233139479212
DDB2__PD-004_del-basS_Fed-batch_6h__2,-2.7497756926482646,-1.571094003086614
DDB2__PD-004_del-basS_Fed-batch_15h__1,-3.595901298450754,-1.7832863186062848
DDB2__PD-004_del-basS_Fed-batch_15h__2,-3.765079040709168,-1.9446293789103024
DDB2__PD-004_del-kdpE_Batch_6h__1,0.3790248448030937,-0.6142697004840656
DDB2__PD-004_del-kdpE_Batch_6h__2,0.4563127794326068,-0.3507306358687892
DDB2__PD-004_del-kdpE_Fed-batch_6h__1,-2.7311626368779662,-0.7279462443700808
DDB2__PD-004_del-kdpE_Fed-batch_6h__2,-0.9277582990426568,-0.4071722586148869
DDB2__PD-004_del-kdpE_Fed-batch_15h__1,-3.81658024782332,-1.328906788091425
DDB2__PD-004_del-kdpE_Fed-batch_15h__2,-4.143836874708491,-1.5508174269647297
DDB2__PD-005_del-phoB_Batch_6h__1,0.2561419237111427,-0.7986320481281357
DDB2__PD-005_del-phoB_Batch_6h__2,0.2806125080180828,-0.7965814991760247
DDB2__PD-005_del-phoB_Batch_6h__3,-0.0781712333104583,-1.0936111100668713
DDB2__PD-003_del-phoB_Batch_9h__1,0.3122921667246884,-1.3164943220938492
DDB2__PD-003_del-phoB_Batch_9h__2,0.6811863324070303,-0.9735876362766732
DDB2__PD-003_del-phoB_Fed-batch_6h__1,-1.206087270657792,-1.6014700652486251
DDB2__PD-003_del-phoB_Fed-batch_6h__2,-1.2844234487934725,-1.2995288643121254
DDB2__PD-005_del-phoB_Fed-batch_6h__1,-1.1447996238860518,-1.4427753447027216
DDB2__PD-005_del-phoB_Fed-batch_6h__2,-1.5813549765736643,-1.2535904643644409
DDB2__PD-005_del-phoB_Fed-batch_15h__1,-3.210512529891677,-1.3810800907912064
DDB2__PD-005_del-phoB_Fed-batch_15h__2,-3.385546940956225,-1.659461530842762
DDB2__PD-003_del-phoB_Fed-batch_21h__1,-4.068006193822606,-1.6252866668222792
DDB2__PD-003_del-phoB_Fed-batch_21h__2,-3.5071794247779007,-2.0687220919643017
DDB2__PD-004_del-qseB_Batch_6h__1,-0.0926605499878475,-0.2810471550838152
DDB2__PD-004_del-qseB_Fed-batch_6h__1,-4.360995673946501,-1.3020448907661262
DDB2__PD-004_del-qseB_Fed-batch_6h__2,-3.70616953081458,-1.4653344588919088
DDB2__PD-004_del-qseB_Fed-batch_15h__1,-3.790802547517597,-1.2655619331902228
DDB2__PD-004_del-qseB_Fed-batch_15h__2,-2.930292695052416,-1.3792786821496807
DDB2__PD-004_del-qseC_Batch_6h__1,0.0797134418330322,-0.19881551527092967
DDB2__PD-004_del-qseC_Batch_6h__2,-0.0307170980779212,0.06328001852209653
DDB2__PD-004_del-qseC_Fed-batch_6h__1,-5.886209300207566,-0.9901233335145571
DDB2__PD-004_del-qseC_Fed-batch_6h__2,-2.585982738519664,-0.6757174554456213
DDB2__PD-004_del-qseC_Fed-batch_15h__1,-3.702027688497262,-1.505558651649202
DDB2__PD-004_del-qseC_Fed-batch_15h__2,-4.050070892688591,-1.7444466448656168
DDB2__PD-005_del-qseF_Batch_6h__1,-0.4243972448696895,-0.8784933387993901
DDB2__PD-005_del-qseF_Batch_6h__2,0.2168638856781383,-0.4528707965469181
DDB2__PD-003_del-qseF_Batch_6h__1,0.176956109527313,-1.093338271248277
DDB2__PD-003_del-qseF_Batch_6h__2,0.1247222042692628,-0.7136981561773137
DDB2__PD-003_del-qseF_Fed-batch_6h__1,-3.0877552424437806,-1.4482359026646332
DDB2__PD-003_del-qseF_Fed-batch_6h__2,-2.889316684131054,-1.3166935402127065
DDB2__PD-005_del-qseF_Fed-batch_6h__1,-2.569632520247805,-1.1710115227899278
DDB2__PD-005_del-qseF_Fed-batch_6h__2,-0.9027474630535808,-0.9314956225899279
DDB2__PD-005_del-qseF_Fed-batch_6h__3,-3.259193066029087,-1.4516095321167573
DDB2__PD-005_del-qseF_Fed-batch_15h__1,-3.4853801915750187,-1.6188559516467462
DDB2__PD-005_del-qseF_Fed-batch_15h__2,-4.10526837845378,-1.5837635348735315
DDB2__PD-003_del-qseF_Fed-batch_21h__1,-3.735361027915936,-1.6222002022975373
DDB2__PD-003_del-qseF_Fed-batch_21h__2,-3.8397878881955294,-1.7202573981130538
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__1,0.0840948399909434,-0.5752207224175551
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__2,-0.5514923646276327,-0.9171233952785558
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__3,-0.8574676375385052,-1.4075431243873426
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__1,-3.320932227890006,-1.4109722903311432
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__2,-2.6248674017428364,-1.4240230451992382
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__1,-3.161735767232416,-1.6633713305144644
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__2,-3.502158243326732,-1.4416366771593037
DDB3__PD-009_del-arcA_Batch_6h__1,-0.0702096116223059,-0.5834800508784871
DDB3__PD-009_del-arcA_Batch_6h__2,0.1406110745762282,-0.5473647835343076
DDB3__PD-009_del-arcA_Fed-batch_6h__1,-1.2083758554232746,-1.1880735930437396
DDB3__PD-009_del-arcA_Fed-batch_6h__2,-1.0891929044095134,-0.997948598106242
DDB3__PD-009_del-arcA_Fed-batch_15h__1,-3.281903829916711,-1.6652162776671302
DDB3__PD-009_del-arcA_Fed-batch_15h__2,-3.20865461917004,-1.6439232041058132
DDB3__PD-006_del-baeR_Batch_12h__1,0.0303081772006301,-0.6390018429407949
DDB3__PD-006_del-baeR_Batch_12h__2,-0.0395805950780519,-0.9168151021401919
DDB3__PD-009_del-baeR_Batch_12h__1,0.4379911635915556,-0.3622552902774388
DDB3__PD-009_del-baeR_Batch_12h__2,-0.6457304310775518,-0.5795347026340654
DDB3__PD-006_del-baeR_Fed-batch_12h__1,0.7825798848330113,-1.0368672031263264
DDB3__PD-006_del-baeR_Fed-batch_12h__2,0.2405342274246608,-1.1885732515747451
DDB3__PD-009_del-baeR_Fed-batch_12h__1,-2.929902668686995,-1.5736055767184176
DDB3__PD-009_del-baeR_Fed-batch_12h__2,-2.8456833063498523,-1.9559107304576733
DDB3__PD-009_del-baeR_Fed-batch_18h__1,-1.5689068515908926,-1.3787887742000728
DDB3__PD-006_del-lsrB_Batch_6h__1,0.2035613618833617,-0.6947004581493132
DDB3__PD-006_del-lsrB_Batch_6h__2,-0.2460080976817659,-0.8754046835278091
DDB3__PD-006_del-lsrB_Fed-batch_6h__1,-2.938741425916225,-1.2157434809758565
DDB3__PD-006_del-lsrB_Fed-batch_6h__2,-2.827775264824991,-1.4734544319146146
DDB3__PD-006_del-lsrB_Fed-batch_6h__3,-2.8030885668365526,-1.5277166977555048
DDB3__PD-006_del-lsrB_Fed-batch_15h__1,-3.460571404919918,-1.5222383795067935
DDB3__PD-006_del-lsrB_Fed-batch_15h__2,-3.3221189680008774,-1.393990330444093
DDB3__PD-009_del-lsrK_Batch_6h__1,-0.0432922793664747,-0.790508858837665
DDB3__PD-009_del-lsrK_Batch_6h__2,0.2411695492555421,-0.8011146827455935
DDB3__PD-009_del-lsrK_Fed-batch_6h__1,-1.514446742108416,-1.204089772124374
DDB3__PD-009_del-lsrK_Fed-batch_6h__2,1.134947201606572,-0.4241949335998889
DDB3__PD-009_del-lsrK_Fed-batch_15h__1,-3.7765042119791534,-1.8122794249738383
DDB3__PD-009_del-lsrK_Fed-batch_15h__2,-3.1089012167866694,-1.0674903554479132
DDB3__PD-009_del-lsrK_Fed-batch_15h__3,-3.7763432606429945,-1.7917363277284828
DDB3__PD-006_del-lsrR_Batch_6h__1,0.0358000588421403,-1.0387650546181213
DDB3__PD-006_del-lsrR_Batch_6h__2,-0.1928363991013304,-0.9724238189678216
DDB3__PD-006_del-lsrR_Fed-batch_6h__1,-2.1453831622121786,-1.1948875785526845
DDB3__PD-006_del-lsrR_Fed-batch_6h__2,-1.3933557104786505,-1.007836580999503
DDB3__PD-006_del-lsrR_Fed-batch_15h__1,-3.157055896287013,-1.1139313456264812
DDB3__PD-006_del-lsrR_Fed-batch_15h__2,-3.204393439741628,-1.3024796253921345
DDB3__PD-006_del-lsrR_Fed-batch_15h__3,-3.69763880043142,-1.6192859261955128
DDB3__PD-009_del-luxS_Batch_6h__1,0.1997745631219543,-1.013223972903841
DDB3__PD-009_del-luxS_Batch_6h__2,-0.4222894326262984,-1.2063871794558
DDB3__PD-009_del-luxS_Fed-batch_6h__1,-0.7668830522395221,-0.33084209175951074
DDB3__PD-009_del-luxS_Fed-batch_6h__2,-4.147237757004273,-0.6661518565685043
DDB3__PD-009_del-luxS_Fed-batch_15h__1,-3.096127569576097,-1.2085915549304058
DDB3__PD-009_del-luxS_Fed-batch_15h__2,-2.862597468985816,-1.3002444596352758
DDB3__PD-006_del-rpoS_Batch_9h__1,-1.605430099266269,-0.8782403019287529
DDB3__PD-006_del-rpoS_Batch_9h__2,-1.322773397859735,-0.9584143148577482
DDB3__PD-006_del-rpoS_Fed-batch_6h__1,-2.857556410974061,-1.2167174736947182
DDB3__PD-006_del-rpoS_Fed-batch_6h__2,-3.095478415242204,-1.5685696707054424
DDB3__PD-006_del-rpoS_Fed-batch_6h__3,-2.357476960139365,-1.0542040877413692
DDB3__PD-006_del-rpoS_Fed-batch_15h__1,-2.718596012141107,-1.6559575287054225
DDB3__PD-006_del-rpoS_Fed-batch_15h__2,-2.45561055457112,-1.8803014536717413
DDB3__PD-009_del-tnaA_Batch_6h__1,1.040394561551165,-0.40180343422215614
DDB3__PD-009_del-tnaA_Fed-batch_6h__1,-0.9713710154073294,-0.7048486828405842
DDB3__PD-009_del-tnaA_Fed-batch_15h__1,-3.463259679939226,-1.6657642236278436
DDB3__PD-009_del-tnaA_Fed-batch_15h__2,-3.549927772257945,-1.1943896036347086
