,A,MetJ
omics__bw_glc__1,0.5678080897200309,0.6877952020000002
omics__bw_glc__2,0.5837626472505112,0.6002194910000007
omics__bw_pyr__1,1.1202956352384117,0.7693029439999997
omics__bw_pyr__2,1.095037611781129,0.794136988
ompr__wt_nacl__1,-2.296896629135146,0.7805718040000009
ompr__wt_nacl__2,-2.4103024247084006,0.388637717
ompr__bw_delompr_nacl__1,1.440763966719731,1.4165178010000012
ompr__bw_delompr_nacl__2,1.5205855234006131,1.4300376109999997
minspan__wt_ade__1,-6.972592226514896,-0.7729699919999984
minspan__wt_glc__2,-0.6738339690359147,0.03292601999999967
minspan__wt_glc__3,-1.5650671164064736,-0.11880295199999935
minspan__wt_glc__4,-1.6172367865212431,0.015042924999999485
minspan__wt_glc_anaero__1,1.9660947512281088,0.5722547700000007
minspan__wt_glc_anaero__2,2.626676147860244,0.4095838310000008
minspan__wt_trp__1,-9.520144079862838,-0.9240053149999996
minspan__bw_delcra_glc__2,-8.148154220982194,-0.9003741009999997
minspan__bw_delcra_trp__1,-4.993819970904798,-0.3132072059999995
minspan__bw_delmntr__1,-8.866198157419369,-1.1664546679999999
minspan__bw_delnac_ade__1,-8.132703141178924,-1.7878350469999988
minspan__bw_delnac_glc__1,-8.70787896906338,-0.931016188
cra_crp__wt_ac__1,-1.5376274469062643,-0.5479231269999989
cra_crp__wt_ac__2,-1.3706415234697635,-0.5652056869999988
cra_crp__wt_fru__1,-0.260916353861871,-0.4423274929999987
cra_crp__wt_fru__2,-0.294892519258029,-0.338439996
cra_crp__delcra_ac__1,-4.837414502061273,-0.13802581100000033
cra_crp__delcra_ac__2,-5.141067433362491,-0.09550514899999918
cra_crp__delcra_fru__1,-0.9165945475773412,0.1167943470000008
cra_crp__delcra_fru__2,-0.6632223206063533,0.14509752800000086
cra_crp__delcra_glc__1,0.3127720266977199,0.3978925459999996
cra_crp__delcra_glc__2,0.4774540587563043,0.2690901290000003
rpoB__wt_031__1,-0.7066018853325501,-0.6870715559999994
rpoB__wt_044__1,-0.049098117703581,-0.21662746600000027
rpoB__wt_lb__1,-10.574932041572184,-0.9760810619999996
rpoB__wt_lb__2,-10.681712795499378,-1.2109147869999992
rpoB__rpoBE546V_031__1,-0.546111854542898,-0.2519590029999996
rpoB__rpoBE546V_044__1,0.0123706804143492,-0.17431808499999946
rpoB__rpoBE546V_lb__1,-11.130856516179549,-1.1110244189999996
rpoB__rpoBE546V_lb__2,-11.010467762712736,-0.9818447279999996
rpoB__rpoBE546V_glc__1,0.147955058765053,0.08631418700000104
rpoB__rpoBE672K_glc__1,-3.950236757250967,-1.2621145169999988
rpoB__rpoBE672K_glc__2,-3.913066782890269,-1.1106408929999994
rpoB__rpoBE672K_lb__1,-9.309624953936826,-0.93790423
rpoB__rpoBE672K_lb__2,-8.962926224632946,-0.8346254279999998
crp__wt_fru__1,-2.218549326942791,-0.3056309309999996
crp__wt_glyc__1,0.6904803413014678,0.13258520499999982
crp__wt_glyc__2,-0.1650671919463125,-0.0065276939999989745
crp__delar1_glyc__1,-3.7229287450064223,-0.21411035600000086
crp__delar1_glyc__2,-5.35390213303771,-0.3346123629999997
crp__delar1ar2_glyc__1,0.1759374514188857,-0.1086112840000002
crp__delar1ar2_glyc__2,0.5479197137117575,-0.06070253600000086
crp__delar1ar2_glyc__3,1.0913899778232503,0.1431188100000007
crp__delar2_glyc__1,-5.828244522510581,-0.4097092809999996
crp__delar2_glyc__2,-6.315527435181682,-0.7411674169999998
crp__delar2_glyc__3,-5.761096511181006,-0.623975475
crp__delcrp_fru__1,-2.2563606775672995,-0.2576696199999997
crp__delcrp_fru__2,-2.27020321814392,-0.429069428
crp__delcrp_fru__3,-2.6071074455380194,-0.3062077199999997
crp__delcrp_glc__1,-1.7031810836639378,-0.4077850119999997
crp__delcrp_glc__2,-1.88822026847495,-0.263626897
crp__delcrp_glc__3,-1.5408788470798072,-0.3479101510000007
crp__delcrp_glyc__1,-1.4876912481644649,-0.6361837319999992
crp__delcrp_glyc__2,-1.3113669427295065,-0.8049673399999993
crp__delcrp_glyc__3,-1.4233742441461117,-0.6981451069999984
glu__glu_ale3__1,-6.860425967121394,-1.2479429640000002
glu__glu_ale4__1,3.492241816969341,0.0737721570000005
glu__glu_ale5__1,2.7928939774081964,-0.19844251299999985
glu__glu_ale6__1,3.628361621458499,0.1548986249999995
glu__glu_ale8__1,-9.86881816327371,-1.4078963460000002
glu__glu_ale9__1,-4.606042937431108,-1.1530014599999996
glu__glu_ale10__1,-5.194518909291922,-1.124781767
42c__wt_42c__1,-2.165967702105282,-0.2865074399999994
42c__42c_ale1__1,-11.57736549597393,-1.9050765510000005
42c__42c_ale2__1,0.4070760080897518,-0.4337630800000003
42c__42c_ale3__1,1.153790354004294,0.11403107200000127
42c__42c_ale4__1,-4.174649614598849,-1.091022164
42c__42c_ale5__1,1.5293217647866313,0.1901348770000002
42c__42c_ale6__1,-12.407283931486038,-1.8850708979999995
42c__42c_ale8__1,-7.920724884530891,-1.4232142000000012
42c__42c_ale9__1,1.4187610497928256,0.14023728999999996
42c__42c_ale10__1,-9.79233354047512,-1.8024316309999997
ssw__wt_ac__1,-3.81914008350668,-0.025564457999999846
ssw__wt_glc__1,-2.382171927821016,-0.5569958249999996
ssw__wt_glyc__1,-11.972133862636117,-0.5860191849999996
ssw__wt_xyl__1,-11.089831616192876,-1.749455415
ssw__glc_ale1__1,0.2598111358728692,0.16019753700000014
ssw__glc_ale2__1,-5.841125403582424,-1.1271613589999987
ssw__glc_ale3__1,-9.319487070515104,-1.4206826919999989
ssw__glyc_ale1__1,-0.9886948355407564,0.014245898000000425
ssw__glyc_ale2__1,-11.040562600871697,-1.5567447899999998
ssw__xyl_ale1__1,-2.180909695108944,0.5539282980000007
ssw__xyl_ale2__1,-2.394045659494152,0.2294688659999995
ssw__xyl_ale3__1,-1.5206276899171414,0.5613411990000009
ssw__glc_ac_ac2__1,-15.044488773789134,-1.5671080429999993
ssw__glc_ac_glc1__1,-3.688974034301944,0.11552058700000067
ssw__glc_glyc_glc__1,-4.85478365293531,-0.5943232179999995
ssw__glc_glyc_glyc__1,-3.21685014808355,-0.8741434189999993
ssw__glc_xyl_glc__1,-1.389819725158757,0.5320668870000009
ssw__glc_xyl_xyl__1,-0.0609983873502708,-0.030922995999999262
ica__wt_glc__1,0.3230709787676515,-0.3847141869999984
ica__wt_glc__2,0.2862775779975631,-0.3728431479999994
ica__wt_glc__3,-0.0023326544478824,-0.6158134149999999
ica__wt_glc__4,-0.8926008991270536,-0.3504753439999995
ica__arg_sbt__1,-2.6129030132256044,-0.9113583589999984
ica__arg_sbt__2,-1.4322660863821084,-0.8378946369999989
ica__cytd_rib__1,-11.954156414789477,-1.6515794869999991
ica__cytd_rib__2,-12.81072048823027,-1.629882104
ica__gth__1,6.00603986249571,1.2421126809999998
ica__gth__2,5.896945531005442,0.7757092270000001
ica__leu_glcr__1,-2.985765305651571,-1.1489229099999996
ica__leu_glcr__2,-3.123157200052121,-1.2663933639999998
ica__met_glc__1,-12.112631072099912,-1.2138842829999996
ica__met_glc__2,-12.11661349181666,-1.2694199659999998
ica__no3_anaero__1,1.1805018602976882,0.061669768000001575
ica__no3_anaero__2,0.2138878579723147,0.18119470399999926
ica__phe_acgam__1,0.4543904125825813,-0.5207748629999998
ica__phe_acgam__2,0.2768870212791243,-0.5810169349999992
ica__thm_gal__1,-2.6306824688159054,-0.4393618099999994
ica__thm_gal__2,-2.354587327942806,-0.4584915039999995
ica__tyr_glcn__1,0.6559723201021641,-0.2701974800000002
ica__tyr_glcn__2,0.5299302453431253,-0.20130060600000024
ica__ura_pyr__1,-1.045584542147263,-0.3224298210000001
ica__ura_pyr__2,-1.8319773492918603,-0.251669776
ica__wt_glc__5,-0.3384018290900206,-0.08553917499999919
ica__wt_glc__6,0.1156847458656776,-0.030317865000000662
ica__bw_delpurR_cytd__1,0.8063168117711457,-0.0640053269999985
ica__bw_delpurR_cytd__2,1.0400888339483036,0.4967304440000007
ica__ade_glc__1,0.4953785332147729,0.4669945860000002
ica__ade_glc__2,1.2152539863735712,0.05166529599999947
ytf__wt_glc__1,-1.7461666212515992,-0.3449829729999987
ytf__wt_glc__2,-3.997698946274,-0.2741195350000005
ytf__delyafC__1,-7.442609675529493,-0.5622669800000004
ytf__delyafC__2,-6.388058700119259,-0.5207884749999998
ytf__delyeiE__1,1.7008742913407875,0.6369654340000004
ytf__delyeiE__2,0.8130038518069942,0.4055531170000002
ytf__delyiaJ__1,-7.969238570122354,-0.7066596979999993
ytf__delyiaJ__2,-6.295892389640321,-0.4314707329999994
ytf__delyieP__1,-4.027059829947467,-0.007932300000000225
ytf__delyieP__2,-3.59823044571258,-0.177529719999999
ytf__wt_ph5__1,0.0620666331997676,-0.11405503299999965
ytf__wt_ph5__2,0.1902686869387025,0.0572890010000009
ytf__wt_ph8__1,-1.824060604702713,-0.4081839949999999
ytf__wt_ph8__2,-1.5819010646702645,-0.32728012199999945
ytf__delybaO__1,-7.689262859929224,-0.609958172999999
ytf__delybaO__2,-8.009918800104607,-0.6405262579999995
ytf__delybaQ__1,0.0210224863550921,-0.13264159499999906
ytf__delybaQ__2,0.1008967778649447,-0.011261236999999369
ytf__delybiH__1,-5.600213035793319,-0.7648103309999996
ytf__delybiH__2,-8.161800898861081,-1.2266744689999998
ytf__delydcI_ph5__1,0.259944070026753,-0.2808032709999999
ytf__delydcI_ph5__2,0.100185162918781,-0.2316897640000004
ytf__delydcI_ph8__1,-1.950066332805822,-0.6993854419999987
ytf__delydcI_ph8__2,-1.3701815090298448,-0.34899221600000097
ytf__delyddM__1,-7.446999111359968,-0.7884554700000006
ytf__delyddM__2,-7.426342287687318,-0.8496633719999993
ytf__delyheO__1,-8.426014014924247,-0.902535596
ytf__delyheO__2,-7.718968152963401,-0.6840576939999998
fps__bw_glc__1,-0.4715004071612432,0.236838907000001
fps__bw_glc__2,0.0393948672070345,0.2713953870000001
fps__fps_thrA_ale1__1,-0.480477115020453,0.6239202710000011
fps__fps_thrA_ale1__2,-0.0987920331855806,0.6105073809999997
fps__fps_thrA_ale2__1,7.2152754547176015,1.3346575109999996
fps__fps_thrA_ale2__2,7.131198421196155,1.2281588709999998
fps__fps_serB_ale1__1,-0.5839833379749496,0.3017995410000012
fps__fps_serB_ale1__2,0.708165448667858,0.21198262800000126
fps__fps_serB_ale4__1,0.6575757825465529,0.5469159100000011
fps__fps_serB_ale4__2,0.5654693576491878,0.4581043759999997
fps__fps_ptsI_ale1__1,-1.4764818712116832,0.10223633300000046
fps__fps_ptsI_ale1__2,-1.1370654478556632,0.06411490700000044
fps__fps_ptsI_ale3__1,-1.138958345924309,0.0709754070000006
fps__fps_ptsI_ale3__2,-1.3362109023816018,-0.0420805160000004
pal__lyx_ale2_f6__1,-2.601296680803552,-0.3131224049999997
pal__lyx_ale2__1,-1.828858532007228,-0.4814598110000006
pal__lyx_ale2__2,-1.836865208166859,-0.3243418719999997
pal__lyx_ale4__1,-1.102912030586348,-0.21263776900000053
pal__lyx_ale4__2,-2.035479772556556,-0.5094646889999996
pal__5drib_ale10_f18__1,-0.0540048730619559,-0.1318481079999998
pal__5drib_ale10_f18__2,-0.2393291187250622,-0.06605747799999939
pal__5drib_ale10__1,-2.241528049379435,-0.6582941429999991
pal__arab_ale14_f9__1,-1.678277633721149,-0.03997541600000076
pal__arab_ale14_f9__2,-0.5833782029377792,-0.05518068900000017
pal__arab_ale14__1,0.1663006657092793,-0.2006158429999996
pal__arab_ale14__2,0.7702667566373883,-0.1812302389999996
pal__arab_ale16__1,-2.577223694295422,-0.2439184650000001
pal__arab_ale16__2,-1.5391864254428131,0.03354156800000041
pal__tartr_ale26_f10__1,-4.063389932973332,-0.6567008530000003
pal__tartr_ale26_f10__2,-7.886424639734396,-1.0053447529999993
pal__tartr_ale26__1,-3.0633277292653305,-0.4913667710000009
pal__tartr_ale26__2,-2.573476068454959,-0.5773227589999994
pal__tartr_ale28_f10__1,-3.8417857133832216,-0.28429737899999985
pal__tartr_ale28_f10__2,-4.14333391052312,-0.2972628869999987
pal__tartr_ale28__1,-1.919053228709868,-0.037396511000000736
pal__tartr_ale28__2,-2.4276934213416013,0.303629355
efeU__delmenFentC_citr__1,-2.138613110052977,-0.015403201999999894
efeU__delmenFentC_citr__2,-2.236355291601214,-0.4060866289999989
efeU__delmenFentC__1,3.404021477462272,0.09365444500000032
efeU__delmenFentC__2,2.885342636790593,-0.01201667099999959
efeU__menFentC_ale39__1,-10.589357251439836,-1.7023522019999993
efeU__menFentC_ale39__2,-11.494602486662195,-1.732899819
efeU__menFentC_ale29__1,-9.956209091665968,-1.843737974
efeU__menFentC_ale29__2,-10.307723083462976,-1.7745718760000004
efeU__menFentC_ale30__1,-0.0845037843133026,-0.04045343099999954
efeU__menFentC_ale30__2,-0.184905258894442,-0.21350954000000044
efeU__menFentCubiC_ale36__1,-1.6786322328721923,-0.399267051999999
efeU__menFentCubiC_ale36__2,-2.195001909299913,-0.4075144850000001
efeU__menFentCubiC_ale37__1,-2.224671729051077,-0.21568978799999886
efeU__menFentCubiC_ale37__2,-1.7587455662841152,-0.1737998669999996
efeU__menFentCubiC_ale38__1,-5.859553065201931,-0.5127722759999997
efeU__menFentCubiC_ale38__2,-6.5441116612517884,-0.7523367489999995
misc2__salc_glc__1,7.747367773460841,0.7032660400000008
misc2__salc_glc__2,8.653663529055928,0.8450186160000008
misc2__dbcn_glc__1,0.6507460715461755,-0.8071242099999996
misc2__dbcn_glc__2,2.128955793657741,-0.4807947429999988
misc2__tyr_glc__1,-1.3267867102869466,-0.8609195949999995
misc2__tyr_glc__2,-1.7978782720211186,-0.56191104
misc2__arg_cytd__1,0.4644991440077094,0.04723812399999972
misc2__arg_cytd__2,0.9057584058522334,0.169934468000001
misc2__delyheO_pyr__1,-3.32582343824877,-0.009230375999999652
misc2__delyheO_pyr__2,-1.4211408498196527,0.2498527330000009
misc2__dellon_glc__1,-2.4477244012083017,-1.1825106389999993
misc2__dellon_glc__2,-3.906678292632332,-1.7424929849999993
nquinone__delubiC__1,1.7733124311778514,0.09865644099999747
nquinone__delubiC__2,2.1351056405111994,0.08126918399999994
nquinone__ubiC_ale1__1,-1.6531887591181096,-0.2590668919999999
nquinone__ubiC_ale1__2,-1.7727319607164704,-0.2279991260000003
nquinone__ubiC_ale2__1,-2.850631996649848,-0.4388463750000007
nquinone__ubiC_ale2__2,-2.3114327633879608,-0.5177661110000003
nquinone__ubiC_ale3__1,-2.4772656465004337,-0.6113159059999997
nquinone__ubiC_ale3__2,-1.769096922254923,-0.7549023449999996
nquinone__ubiC_ale4__1,-2.596618609857674,-0.4056519559999998
nquinone__ubiC_ale4__2,-2.9034907116991198,-0.3717052909999996
nquinone__delpdhR__1,0.161201598354457,-0.15819958799999867
nquinone__delpdhR__2,-0.0154422057627987,-0.1530361649999996
quinone__glu_ale4__1,2.056392701198364,0.07687169999999988
quinone__glu_ale4__2,-1.838135248380519,-0.4587455350000002
quinone__delmenF__1,-0.7663236617006688,0.006312975000000165
quinone__delmenF__2,-0.6685588166233785,-0.10864913600000037
quinone__menF_ale5__1,-8.948780015544342,-1.7986300550000005
quinone__menF_ale5__2,-9.038126382855452,-2.090951516999999
quinone__menF_ale6__1,-10.510605400030476,-1.920534641999999
quinone__menF_ale6__2,-10.7004020051167,-2.001931695
quinone__menF_ale7__1,-10.520687764172,-1.6691933389999996
quinone__menF_ale7__2,-10.747363940732011,-1.7767728849999995
quinone__menF_ale8__1,-12.381523902240655,-1.7471560639999997
quinone__menF_ale8__2,-11.354767009119874,-1.925258554
quinone__delmenFubiC__1,-0.2142407533939886,-0.14505124399999936
quinone__delmenFubiC__2,0.2094663379019132,-0.07791738199999898
quinone__menFubiC_ale1__1,-9.698453084377148,-1.4970298060000005
quinone__menFubiC_ale1__2,-9.86543076226416,-1.3617823360000008
quinone__menFubiC_ale2__1,-9.263620478956764,-1.3928804929999998
quinone__menFubiC_ale2__2,-9.30562480739116,-1.6446773500000005
quinone__menFubiC_ale3__1,1.9925114198645877,0.035231934000000464
quinone__menFubiC_ale3__2,1.5493906054021471,0.06000752899999995
quinone__menFubiC_ale4__1,-10.542780010499191,-1.5773682999999998
quinone__menFubiC_ale4__2,-11.39064944944259,-1.5847847329999991
oxyR__wt_glc__1,0.2770072244715309,0.06977194000000075
oxyR__wt_glc__2,0.4743006595704808,0.1234793209999996
oxyR__wt_h2o2__1,-0.5751524141419229,-0.024993860000000367
oxyR__wt_h2o2__2,-1.4503878328527915,-0.1277933169999983
oxyR__glu_ale4__1,-3.381188666380305,-0.15815418199999876
oxyR__glu_ale4__2,-1.5994145451387367,-0.03218636299999922
oxyR__glu_ale4_h2o2__1,-3.3394206427354813,-0.14289549899999976
oxyR__glu_ale4_h2o2__2,0.8356728690726901,0.3717975469999999
oxyR__oxyR_ale17__1,0.8101254683832237,0.2526197139999997
oxyR__oxyR_ale17__2,1.8359734715935665,0.4845327719999997
oxyR__oxyR_ale17_h2o2__1,-0.8469022324468505,-0.049874782999999916
oxyR__oxyR_ale17_h2o2__2,2.652003796300593,0.5206564340000011
oxyR__oxyR_ale18__1,0.4871661414070735,-0.3716096140000005
oxyR__oxyR_ale18__2,1.5373449044522047,0.12303938900000055
oxyR__oxyR_ale18_h2o2__1,2.3492346556552435,0.27810878700000075
oxyR__oxyR_ale18_h2o2__2,1.805663300140386,0.1727910950000009
oxyR__oxyR_ale19__1,0.6478492539309562,-0.059796626999998985
oxyR__oxyR_ale19__2,-0.0731257469531617,-0.2354240359999995
oxyR__oxyR_ale19_h2o2__1,1.695221900101965,-0.12920272999999938
oxyR__oxyR_ale19_h2o2__2,1.4353041232724153,-0.07227738099999925
oxyR__oxyR_ale20__1,4.233872507346164,0.4317503909999996
oxyR__oxyR_ale20__2,3.414865863643561,0.2344279700000005
oxyR__oxyR_ale20_h2o2__1,2.9273261685697345,0.3391815359999999
oxyR__oxyR_ale20_h2o2__2,2.922624456471256,0.4524645590000009
svns_pgi__BmePgi24_15__1,-0.4534094484849654,0.07789443800000129
svns_pgi__BmePgi24_15__2,-0.6624953094421923,0.11682105600000092
svns_pgi__BmePgi24_26__1,-0.3693589881887345,0.23702170700000025
svns_pgi__BmePgi24_26__2,-0.2315623071837658,0.17664071399999948
svns_pgi__BmePgi24_41__1,-2.194052823977706,0.11097173100000113
svns_pgi__BmePgi24_41__2,0.2146607266564146,0.17823854300000086
svns_pgi__BmePgi24_52__1,-0.8974527318760824,-0.02165144099999949
svns_pgi__BmePgi24_52__2,-0.1657928244753392,-0.11098040299999924
svns_pgi__PaePgi2_34__1,-2.175494442255893,-0.023023403999999914
svns_pgi__PaePgi2_34__2,-1.978132490669736,0.022108577000000903
svns_pgi__PaePgi2_63__1,-2.7592682545219254,0.014382303000001428
svns_pgi__PaePgi2_63__2,-2.3791478550001024,-0.05330835799999889
svns_pgi__PaePgi24_54__1,0.3719237204685438,0.05383620499999964
svns_pgi__PaePgi24_54__2,0.7072067044956849,0.20454265900000124
svns_pgi__PaePgi24_90__1,0.5026123265627206,0.042464928000001116
svns_pgi__PaePgi24_90__2,0.3525483621651912,0.3839734109999995
abx_media__m9_ctrl__1,-8.016458545653396,-1.448171091999999
abx_media__m9_ctrl__2,-7.185991642469029,-1.186189295000001
abx_media__rpmi_ctrl__1,-15.86123773012727,-0.2526366249999992
abx_media__rpmi_ctrl__2,-15.380104914521734,-0.5023884600000006
abx_media__camhb_ctrl__1,-13.115061616772335,-1.2563124389999991
abx_media__camhb_ctrl__2,-13.630964784417955,-1.1033401099999995
abx_media__m9_mero__1,-10.001474760598294,-1.4672499009999995
abx_media__m9_mero__2,-9.374119980200565,-1.7399660689999994
abx_media__rpmi_mero__1,-15.459793568225953,-0.8757687509999998
abx_media__rpmi_mero__2,-15.67602285785382,-0.7010153890000002
abx_media__camhb_mero__1,-13.43932080242624,-1.5983692649999997
abx_media__camhb_mero__2,-13.13856193945012,-1.6793806910000004
abx_media__m9_trisulf__1,-13.686455304698502,-2.3667035169999995
abx_media__m9_trisulf__2,-13.224619826079458,-2.58497928
abx_media__rpmi_trisulf__1,-11.704229108393449,-1.289832499
abx_media__rpmi_trisulf__2,-11.816022528540534,-1.423652581999999
abx_media__camhb_trisulf__1,-12.30896130566716,-1.3774560319999996
abx_media__camhb_trisulf__2,-12.390269512901344,-1.3760640219999996
abx_media__m9_cef__1,-11.78495462369206,-2.173942189
abx_media__m9_cef__2,-12.56780870522065,-2.329147748
abx_media__rpmi_cef__1,-12.42192484880612,-1.6362109139999994
abx_media__rpmi_cef__2,-12.033706459879449,-1.7260509629999996
abx_media__camhb_cef__1,-12.693874824317682,-1.854441991
abx_media__camhb_cef__2,-12.634419909532182,-1.7918025279999998
abx_media__m9_cipro__1,-9.5707885444128,-2.201583166999999
abx_media__m9_cipro__2,-10.250333420036648,-2.2546225229999988
abx_media__rpmi_cipro__1,-12.439975521437344,-1.390222897999999
abx_media__rpmi_cipro__2,-11.77551056455858,-1.0231214360000005
abx_media__camhb_cipro__1,-13.337309381224706,-1.7447668389999995
abx_media__camhb_cipro__2,-13.14029672305481,-1.5285303710000004
hot_tale__42c_ale3_30c__1,0.7139988032701051,0.041938707999999984
hot_tale__42c_ale3_30c__2,0.4280577847892691,0.0922725240000002
hot_tale__42c_ale3_37c__1,-0.4580350719862981,0.2983385960000007
hot_tale__42c_ale3_37c__2,-0.1453595316129922,0.1468716480000012
hot_tale__42c_ale3_44c__1,2.204626633986757,0.7836491389999996
hot_tale__42c_ale3_44c__2,3.6818186960713706,1.0128772060000006
hot_tale__hot_ale3_mid_30c__1,7.319613759201217,0.6516553700000003
hot_tale__hot_ale3_mid_30c__2,6.928301539374206,0.7207764760000009
hot_tale__hot_ale3_mid_37c__1,7.090889848496148,0.8266326120000009
hot_tale__hot_ale3_mid_37c__2,6.731320639605864,0.7213287370000003
hot_tale__hot_ale3_mid_44c__1,2.101833789108256,1.0628616859999998
hot_tale__hot_ale3_mid_44c__2,1.1888946894098344,1.1416109480000003
hot_tale__hot_ale3_30c__1,7.357095865152205,0.7447747650000007
hot_tale__hot_ale3_30c__2,8.308813281300466,0.7528200439999999
hot_tale__hot_ale3_37c__1,6.642611165034895,0.7596491000000007
hot_tale__hot_ale3_37c__2,6.877482100258272,0.8018800860000006
hot_tale__hot_ale3_44c__1,1.3321539024244218,1.0828538830000003
hot_tale__hot_ale3_44c__2,1.7383462894184791,0.9248672380000008
hot_tale__hot_ale4_30c__1,0.5575125881062319,-0.04377459500000036
hot_tale__hot_ale4_30c__2,0.4279479197199361,-0.002841021999998361
hot_tale__hot_ale4_37c__1,1.701806525677935,0.4391050060000001
hot_tale__hot_ale4_37c__2,1.8823190275624888,0.4448128469999997
hot_tale__hot_ale4_44c__1,-1.320227664150698,0.3795433599999996
hot_tale__hot_ale4_44c__2,-0.4761178398999102,0.4821980880000005
hot_tale__hot_ale8_30c__1,-1.0581713561956585,-0.1668040150000003
hot_tale__hot_ale8_30c__2,-1.1508606125373146,-0.235492614
hot_tale__hot_ale8_37c__1,1.1064297286932263,0.17136956300000072
hot_tale__hot_ale8_37c__2,1.0694740823066615,0.21414670200000074
hot_tale__hot_ale8_44c__1,-0.7254883218070064,0.39242988900000064
hot_tale__hot_ale8_44c__2,-1.8426138261834613,0.2374135620000004
hot_tale__hot_ale9_mid_30c__1,-1.533648523654063,0.09738265600000062
hot_tale__hot_ale9_mid_30c__2,-1.268109369929706,0.046367141000001055
hot_tale__hot_ale9_30c__1,1.486359092867211,0.13633535399999985
hot_tale__hot_ale9_30c__2,1.4856487715407645,0.0592223539999992
hot_tale__hot_ale9_mid_37c__1,-0.3962190686905771,0.07296005499999936
hot_tale__hot_ale9_mid_37c__2,-0.458780917302557,0.21165533000000106
hot_tale__hot_ale9_37c__1,1.3633322472835463,0.06800006300000128
