,A,Fur
minspan__bw_delcra_trp__1,-15.709022319,-1.00502228
minspan__bw_delmntr__1,-13.5492548015,-0.6837856210000001
minspan__bw_delnac_ade__1,-10.8742311741,-0.107717401
minspan__bw_delnac_glc__1,-14.2422464196,-0.467616242
cra_crp__wt_ac__1,5.4903025461,-0.418468514
cra_crp__wt_ac__2,5.7933332297,-0.483728046
cra_crp__wt_fru__1,-2.3619336459999998,-0.592770205
cra_crp__wt_fru__2,-2.9967422003,-0.568478295
cra_crp__delcra_ac__1,14.0336086789,-0.24041298600000002
cra_crp__delcra_ac__2,14.1011526115,-0.248563267
cra_crp__delcra_fru__1,14.7965304839,-0.480410486
cra_crp__delcra_fru__2,14.8895209609,-0.45491749600000003
cra_crp__delcra_glc__1,5.200727505,-0.504451831
cra_crp__delcra_glc__2,5.1489335001,-0.5782221740000001
rpoB__wt_031__1,-8.1105838141,-0.06396236200000001
rpoB__wt_044__1,-8.5715444438,-0.48135177
rpoB__wt_lb__1,-3.6697020014,-0.40970317
rpoB__wt_lb__2,-3.5730369048,-0.439755649
rpoB__rpoBE546V_031__1,-9.3616456191,-0.028183715
rpoB__rpoBE546V_044__1,-8.716607914,-0.123194439
rpoB__rpoBE546V_lb__1,-5.6457435476,-0.354521452
rpoB__rpoBE546V_lb__2,-5.1070143513,-0.336211197
rpoB__rpoBE546V_glc__1,2.3509991935,-0.32011369
rpoB__rpoBE672K_glc__1,-1.8567144875000001,-0.38510412600000005
rpoB__rpoBE672K_glc__2,-2.1030399035,-0.29302495700000003
rpoB__rpoBE672K_lb__1,-4.4409155025,-0.5939588210000001
rpoB__rpoBE672K_lb__2,-4.5555534235,-0.634140758
crp__wt_fru__1,-3.0805522894,-0.260037938
crp__wt_glyc__1,-4.9019203725,-0.322197604
crp__wt_glyc__2,-3.4403731203,-0.287365826
crp__delar1_glyc__1,3.3996006855,-0.469120586
crp__delar1_glyc__2,2.1806711968,-0.348731532
crp__delar1ar2_glyc__1,-7.4670967317,-0.127367114
crp__delar1ar2_glyc__2,-6.1331569677,-0.207661863
crp__delar1ar2_glyc__3,-5.3790517675,-0.21472747900000003
crp__delar2_glyc__1,-5.5611464652,-0.40980044600000004
crp__delar2_glyc__2,-7.4100261960000005,-0.317628098
crp__delar2_glyc__3,-8.8571686431,-0.21726345500000002
crp__delcrp_fru__1,-3.5668450874,-0.356106085
crp__delcrp_fru__2,-3.5061694001,-0.412112491
crp__delcrp_fru__3,-3.6842326095,-0.368307158
crp__delcrp_glc__1,-3.4370765287,-0.310786963
crp__delcrp_glc__2,-3.0764130255,-0.203130993
crp__delcrp_glc__3,-2.7005766946,-0.113717757
crp__delcrp_glyc__1,11.4277770282,-0.31081626300000004
crp__delcrp_glyc__2,10.9379576386,-0.272416987
crp__delcrp_glyc__3,10.5974383967,-0.172980614
glu__glu_ale3__1,3.4486499537,-0.11348783900000001
glu__glu_ale4__1,3.8223070693,-0.404231708
glu__glu_ale5__1,4.4623801226,-0.541371818
glu__glu_ale6__1,-11.0736212727,-0.510735197
glu__glu_ale8__1,-6.1810617721,-0.174249173
glu__glu_ale9__1,-7.8660304421,-0.448683669
glu__glu_ale10__1,-1.1767037078,-0.341837171
42c__wt_42c__1,-5.3372735248,-0.6408752710000001
42c__42c_ale1__1,-6.7215657664,-0.334999313
42c__42c_ale2__1,0.9060642698,-0.700050626
42c__42c_ale3__1,-3.3451836035999998,-0.42708929100000004
42c__42c_ale4__1,-0.23853133210000002,-0.444465149
42c__42c_ale5__1,-3.8140075705000003,-0.481719369
42c__42c_ale6__1,-3.6419614574,0.29714986400000004
42c__42c_ale8__1,-0.27004033180000003,0.200874984
42c__42c_ale9__1,-2.6726954613,-0.52844176
42c__42c_ale10__1,1.3897272732000001,0.188756154
ssw__wt_ac__1,9.1394242643,-0.30963029400000003
ssw__wt_glc__1,-0.4485287732,-0.262425489
ssw__wt_glyc__1,-13.8056419897,-0.340352881
ssw__wt_xyl__1,-6.7044426538,0.022620157000000002
ssw__glc_ale1__1,-11.4509047002,-0.334013147
ssw__glc_ale2__1,-14.3433994995,-0.30422876200000004
ssw__glc_ale3__1,-13.807100677,-0.069263481
ssw__glyc_ale1__1,-14.1347761629,-0.500832661
ssw__glyc_ale2__1,-14.7738200838,-0.24338409100000002
ssw__xyl_ale1__1,-9.3027629601,-0.042690987
ssw__xyl_ale2__1,-0.7702349161,-0.175974286
ssw__xyl_ale3__1,-1.7189086562,-0.457388622
ssw__glc_ac_ac2__1,-14.8605466874,-0.462616623
ssw__glc_ac_glc1__1,6.6190731128,-0.09846648200000001
ssw__glc_glyc_glc__1,-5.9933188477,-0.35146302500000004
ssw__glc_glyc_glyc__1,3.5073490379,-0.365654229
ssw__glc_xyl_glc__1,-10.8936804431,-0.30815267100000004
ssw__glc_xyl_xyl__1,7.1133504596,-0.283018388
ica__wt_glc__1,0.46548774860000003,-0.330674232
ica__wt_glc__2,0.4017957169,-0.33224142500000003
ica__wt_glc__3,9.3011469613,-0.13704924400000001
ica__wt_glc__4,6.9317295298,0.07660196600000001
ica__arg_sbt__1,-3.0142412697,-0.6773337140000001
ica__arg_sbt__2,-1.8737159458,-0.276123999
ica__cytd_rib__1,-10.3877494591,0.271829614
ica__cytd_rib__2,-10.4933661966,0.27839303400000004
ica__gth__1,-0.09156164280000001,0.225799564
ica__gth__2,-0.981908247,0.525403084
ica__leu_glcr__1,-2.5268174095,0.247358194
ica__leu_glcr__2,-2.6788798116,0.24269203400000003
ica__met_glc__1,-2.1807564928,-0.284150261
ica__met_glc__2,-1.7012839909,-0.296198756
ica__no3_anaero__1,3.7188183278,-0.20281510300000002
ica__no3_anaero__2,4.4392535403,-0.20778574200000002
ica__phe_acgam__1,-2.2634711194,-0.07753241500000001
ica__phe_acgam__2,-1.891711385,-0.071037353
ica__thm_gal__1,-5.3299614262,-0.038622112
ica__thm_gal__2,-4.4016372141,-0.09654379
ica__tyr_glcn__1,-3.6954284549,-0.104564449
ica__tyr_glcn__2,-3.7607751196,-0.05732390800000001
ica__ura_pyr__1,6.9637152518,0.152544684
ica__ura_pyr__2,5.585392201,0.22290704400000003
ica__wt_glc__5,-8.0517350335,-0.148514853
ica__wt_glc__6,-10.8416189765,-0.083556793
ica__bw_delpurR_cytd__1,-6.6198282591,-0.38738019700000004
ica__bw_delpurR_cytd__2,-6.2302974167,0.31847041400000003
ica__ade_glc__1,-6.8153417065,0.251592404
ica__ade_glc__2,-5.80674528,-0.312228202
ytf__wt_glc__1,9.7411711739,-0.11867013500000001
ytf__wt_glc__2,4.3156535819,-0.12107829
ytf__delyafC__1,-6.0471361894,-0.40942488
ytf__delyafC__2,-3.7175416132,-0.317496799
ytf__delyeiE__1,-4.5028092595,-0.131432835
ytf__delyeiE__2,-12.8344647148,-0.201141808
ytf__delyiaJ__1,-13.144497375,-0.32715426000000003
ytf__delyiaJ__2,-12.9553466292,-0.177771805
ytf__delyieP__1,-3.149918256,0.06414507800000001
ytf__delyieP__2,-1.3557445608,-0.029952843000000003
ytf__wt_ph5__1,1.0840872904,-0.02597042
ytf__wt_ph5__2,0.571458052,0.104815375
ytf__wt_ph8__1,14.9428584849,-0.058305663
ytf__wt_ph8__2,15.0780608752,-0.056770984000000003
ytf__delybaO__1,-10.264834216,-0.399775176
ytf__delybaO__2,-6.355652515,-0.10475038
ytf__delybaQ__1,-0.799152438,0.017150949000000002
ytf__delybaQ__2,-0.8690978295,0.026472562
ytf__delybiH__1,13.9426153717,-0.21315872700000002
ytf__delybiH__2,10.9176886203,-0.154431641
ytf__delydcI_ph5__1,1.495930105,-0.040899528000000004
ytf__delydcI_ph5__2,1.4873191264,0.11847004400000001
ytf__delydcI_ph8__1,15.6673187078,0.05858913
ytf__delydcI_ph8__2,14.5086445903,0.016115785
ytf__delyddM__1,-14.1515525925,0.07278404100000001
ytf__delyddM__2,-12.622056728,0.20655213400000003
ytf__delyheO__1,-10.4793036044,-0.450623278
ytf__delyheO__2,-6.5268586144,-0.24639368900000003
fps__bw_glc__1,-2.6199653345,0.17435339400000002
fps__bw_glc__2,-2.6073010373,-0.023085952
fps__fps_thrA_ale1__1,-5.0717719714,0.062007343000000006
fps__fps_thrA_ale1__2,-4.6216072372,-0.030022829
fps__fps_thrA_ale2__1,-5.8804105127,-0.099545278
fps__fps_thrA_ale2__2,-5.1071271109,-0.15577379300000002
fps__fps_serB_ale1__1,-5.6935031498,0.085860289
fps__fps_serB_ale1__2,-4.9660877594,0.137285174
fps__fps_serB_ale4__1,-4.565178958,0.508434594
fps__fps_serB_ale4__2,-3.7953665228,0.5725869640000001
fps__fps_ptsI_ale1__1,-4.3938538085,0.178700084
fps__fps_ptsI_ale1__2,-4.0939326233,0.13076157400000002
fps__fps_ptsI_ale3__1,-4.57587645,0.000418054
fps__fps_ptsI_ale3__2,-4.6426695058,-0.000360632
pal__lyx_ale2_f6__1,-5.1754520677,0.06253874
pal__lyx_ale2__1,-3.3478210568,-0.038381135000000004
pal__lyx_ale2__2,-3.6725170747,-0.015371658000000002
pal__lyx_ale4__1,-2.5279033275,-0.08324728
pal__lyx_ale4__2,-0.380041354,-0.22919684
pal__5drib_ale10_f18__1,-4.9834032356,-0.083564707
pal__5drib_ale10_f18__2,-5.2258346795,-0.024886867
pal__5drib_ale10__1,-5.0456610091,0.258599744
pal__arab_ale14_f9__1,-5.9073968687,0.24741131400000002
pal__arab_ale14_f9__2,-5.6247541895,0.23385870400000003
pal__arab_ale14__1,-6.1594662133,0.043847517
pal__arab_ale14__2,-4.9023461082,0.0018530730000000002
pal__arab_ale16__1,-0.894956045,-0.14171461900000001
pal__arab_ale16__2,-1.363776213,-0.22532452
pal__tartr_ale26_f10__1,-4.8462981852,0.049591953
pal__tartr_ale26_f10__2,-5.441966583,0.07991116300000001
pal__tartr_ale26__1,-6.2180334743,-0.06977634
pal__tartr_ale26__2,-3.8970170104,-0.115456971
pal__tartr_ale28_f10__1,-5.0687412574,0.234523954
pal__tartr_ale28_f10__2,-6.2785608731,0.24684139400000002
pal__tartr_ale28__1,-7.0165892892,0.18696500400000002
pal__tartr_ale28__2,-10.0622826616,0.387008094
efeU__delmenFentC_citr__1,-0.29966745780000004,-0.018641953000000003
efeU__delmenFentC_citr__2,-1.1478870992,-0.01502615
efeU__delmenFentC__1,10.0804028713,0.24310651400000002
efeU__delmenFentC__2,10.1172468579,0.35714260400000003
efeU__menFentC_ale39__1,-9.8077663169,-0.082820525
efeU__menFentC_ale39__2,-9.7349207492,-0.10374983700000001
efeU__menFentC_ale29__1,1.4055484627000001,2.274600604
efeU__menFentC_ale29__2,0.8575302296,2.295301694
efeU__menFentC_ale30__1,-4.1430019386,1.091283144
efeU__menFentC_ale30__2,-1.7822075881,1.177537604
efeU__menFentCubiC_ale36__1,10.9001282795,-0.056687889000000005
efeU__menFentCubiC_ale36__2,10.5022833765,-0.09964408500000001
efeU__menFentCubiC_ale37__1,11.0834954606,0.041715499999999996
efeU__menFentCubiC_ale37__2,10.3584333737,-0.010025734000000001
efeU__menFentCubiC_ale38__1,-6.7110625477,0.219338364
efeU__menFentCubiC_ale38__2,-2.6054756476,0.124435004
misc2__salc_glc__1,-12.0561991929,-0.020682337000000002
misc2__salc_glc__2,-11.9103882752,0.057284294000000006
misc2__dbcn_glc__1,7.1359997256,-0.242724028
misc2__dbcn_glc__2,-2.6599075281999998,-0.08124758500000001
misc2__tyr_glc__1,10.1120401235,0.062323277
misc2__tyr_glc__2,8.2551738201,0.037503944000000004
misc2__arg_cytd__1,-3.5358239858,-0.223585778
misc2__arg_cytd__2,-3.3991505903,-0.202252126
misc2__delyheO_pyr__1,-8.5350633954,0.017324416000000002
misc2__delyheO_pyr__2,-9.6707804427,0.170248434
nquinone__delubiC__1,5.1711781413,-0.14495148600000002
nquinone__delubiC__2,6.7022241536,-0.01509344
nquinone__ubiC_ale1__1,-4.187304485,-0.13617436200000002
nquinone__ubiC_ale1__2,-4.2214014613,-0.015491682000000001
nquinone__ubiC_ale2__1,-4.7643927013,-0.059682626
nquinone__ubiC_ale2__2,-4.7087586789,-0.08582724400000001
nquinone__ubiC_ale3__1,10.3830501109,-0.13988984100000001
nquinone__ubiC_ale3__2,8.9378856834,-0.149769561
nquinone__ubiC_ale4__1,-5.4874606349,0.049095628
nquinone__ubiC_ale4__2,-4.7755974752,-0.014408758
nquinone__delpdhR__1,-5.6107089501,-0.257609396
nquinone__delpdhR__2,-4.6531763963,-0.232478168
quinone__glu_ale4__1,-12.1283571945,-0.018799261
quinone__glu_ale4__2,-13.4080230364,-0.16800786
quinone__delmenF__1,-3.2869400949,0.09755469100000001
quinone__delmenF__2,-4.1631230395,-0.09873353
quinone__menF_ale5__1,-4.7568470779,0.20066824400000002
quinone__menF_ale5__2,-4.5825980755,0.198687894
quinone__menF_ale6__1,-2.6854964069,0.147271054
quinone__menF_ale6__2,-2.6397121617,0.19961309400000002
quinone__menF_ale7__1,-7.9850285551999995,0.314659224
quinone__menF_ale7__2,-7.2798776363,0.214827854
quinone__menF_ale8__1,-11.3577651243,0.120816004
quinone__menF_ale8__2,-7.3054055534,0.369381294
quinone__delmenFubiC__1,9.1280892003,-0.13553742700000002
quinone__delmenFubiC__2,7.1879726901,-0.144602477
quinone__menFubiC_ale1__1,-7.3318792433,-0.414547961
quinone__menFubiC_ale1__2,-7.8304655454,-0.422223938
quinone__menFubiC_ale2__1,-7.2051462949,-0.404878646
quinone__menFubiC_ale2__2,-5.8967870099,-0.48235188500000004
quinone__menFubiC_ale3__1,-1.3256160187,-0.23587729300000002
quinone__menFubiC_ale3__2,-1.380799512,-0.18887362300000002
quinone__menFubiC_ale4__1,-5.4542726344,-0.06039287
quinone__menFubiC_ale4__2,-3.5263920031,0.059578161000000004
oxyR__wt_glc__1,-2.5773693176,-0.398396226
oxyR__wt_glc__2,-7.6181561778999995,-0.41860494000000004
oxyR__wt_h2o2__1,-2.9960402643,-0.40217951700000004
oxyR__wt_h2o2__2,-10.2709660301,-0.20283868900000002
oxyR__glu_ale4__1,-12.2876688351,-0.041962642
oxyR__glu_ale4__2,-13.5344367676,-0.49531299900000003
oxyR__glu_ale4_h2o2__1,-11.2589933043,-0.24189199400000003
oxyR__glu_ale4_h2o2__2,-10.9589767069,-0.457263821
oxyR__oxyR_ale17__1,-14.8542076212,1.6546413640000002
oxyR__oxyR_ale17__2,-13.6506810286,1.513558554
oxyR__oxyR_ale17_h2o2__1,-13.6607175784,1.579185924
oxyR__oxyR_ale17_h2o2__2,-14.9576200251,1.914808684
oxyR__oxyR_ale18__1,0.43395680940000003,0.583810734
oxyR__oxyR_ale18__2,-5.4139893519,1.003154944
oxyR__oxyR_ale18_h2o2__1,-12.4900207307,0.988247564
oxyR__oxyR_ale18_h2o2__2,-13.7242214443,0.850537614
oxyR__oxyR_ale19__1,0.8530509937,1.385596604
oxyR__oxyR_ale19__2,-3.3340615704,1.4068350440000001
oxyR__oxyR_ale19_h2o2__1,2.1614690142,1.361037814
oxyR__oxyR_ale19_h2o2__2,2.5266854573,1.391978414
oxyR__oxyR_ale20__1,-13.6545855248,1.9791220040000002
oxyR__oxyR_ale20__2,-13.5688993815,2.012504234
oxyR__oxyR_ale20_h2o2__1,-13.2333474045,1.9179022940000001
oxyR__oxyR_ale20_h2o2__2,-14.3186261392,1.906355264
svns_pgi__BmePgi24_15__1,-6.3962104118,-0.27828637700000003
svns_pgi__BmePgi24_15__2,-4.2904251415,-0.176623005
svns_pgi__BmePgi24_26__1,-5.9056451708,-0.171722799
svns_pgi__BmePgi24_26__2,-3.1997386225,-0.060313785
svns_pgi__BmePgi24_41__1,-14.0421804323,0.132826624
svns_pgi__BmePgi24_41__2,-2.6967184247000002,-0.08904284
svns_pgi__BmePgi24_52__1,-5.5079683985,-0.250898801
svns_pgi__BmePgi24_52__2,-2.1411450229,-0.17881162
svns_pgi__PaePgi2_34__1,-5.5396807042,0.09023732400000001
svns_pgi__PaePgi2_34__2,-5.7717186752,0.186593734
svns_pgi__PaePgi2_63__1,-4.8380035043,0.183535574
svns_pgi__PaePgi2_63__2,-6.290788101,0.178282134
svns_pgi__PaePgi24_54__1,-4.1336587445,0.07998654
svns_pgi__PaePgi24_54__2,-4.763007052,0.180509194
svns_pgi__PaePgi24_90__1,-5.0046469017,0.237700244
svns_pgi__PaePgi24_90__2,-5.5102605067,0.398123934
abx_media__m9_ctrl__1,0.3713800118,-0.21254789600000001
abx_media__m9_ctrl__2,0.2971470225,-0.060902873
abx_media__rpmi_ctrl__1,-13.852214622,-0.24266487900000003
abx_media__rpmi_ctrl__2,-13.3054968539,-0.341907147
abx_media__camhb_ctrl__1,4.0360711817,-0.640836599
abx_media__camhb_ctrl__2,3.7716820514,-0.714088546
abx_media__m9_mero__1,0.0460288824,0.33459056400000003
abx_media__m9_mero__2,1.4932315679000001,-0.073301092
abx_media__rpmi_mero__1,-11.8307117702,-0.205419399
abx_media__rpmi_mero__2,-12.6447011153,-0.17358025200000002
abx_media__camhb_mero__1,5.5256765182,-0.606942002
abx_media__camhb_mero__2,6.2994213123,-0.7505141150000001
abx_media__m9_trisulf__1,0.0906338077,-0.044335219
abx_media__m9_trisulf__2,0.0211488,-0.222996152
abx_media__rpmi_trisulf__1,-13.3159035389,-0.116637474
abx_media__rpmi_trisulf__2,-13.4176069676,-0.129974022
abx_media__camhb_trisulf__1,6.2693430221,-0.450904393
abx_media__camhb_trisulf__2,7.1319202446,-0.540652111
abx_media__m9_cef__1,1.6516552607000001,-0.12820725300000002
abx_media__m9_cef__2,1.6404335592,-0.278000794
abx_media__rpmi_cef__1,-13.5121322683,-0.49087938200000003
abx_media__rpmi_cef__2,-13.6255567087,-0.500481724
abx_media__camhb_cef__1,6.846449124,-0.9149892780000001
abx_media__camhb_cef__2,6.1633705899,-0.9595740020000001
abx_media__m9_cipro__1,0.4144215731,-0.36009651200000004
abx_media__m9_cipro__2,0.7274889024000001,-0.425519831
abx_media__rpmi_cipro__1,-14.1752748323,-0.7925083110000001
abx_media__rpmi_cipro__2,-13.1108951688,-0.177744751
abx_media__camhb_cipro__1,10.3484303566,-0.393128615
abx_media__camhb_cipro__2,9.7286810739,-0.43113716500000004
hot_tale__42c_ale3_30c__1,-2.0540410371,0.055907798
hot_tale__42c_ale3_30c__2,-2.5219005599999997,0.077587798
hot_tale__42c_ale3_37c__1,-2.7899998248,0.316737274
hot_tale__42c_ale3_37c__2,-3.2299229365,0.263806364
hot_tale__42c_ale3_44c__1,-6.6944270543,-0.20920929900000002
hot_tale__42c_ale3_44c__2,-6.8221581994000005,-0.20608352300000002
hot_tale__hot_ale3_mid_30c__1,-12.310862885,0.058708176
hot_tale__hot_ale3_mid_30c__2,-5.676181467,0.21249558400000002
hot_tale__hot_ale3_mid_37c__1,-4.6873209712,0.38055584400000003
hot_tale__hot_ale3_mid_37c__2,-4.6174006357,0.15306718400000002
hot_tale__hot_ale3_mid_44c__1,-12.3411432896,-0.50127445
hot_tale__hot_ale3_mid_44c__2,-13.7250217884,-0.422044213
hot_tale__hot_ale3_30c__1,-11.2311962637,0.22775462400000002
hot_tale__hot_ale3_30c__2,-8.9062633388,0.252134594
hot_tale__hot_ale3_37c__1,-3.9997646243,0.047784552
hot_tale__hot_ale3_37c__2,-5.0955519573,-0.009955428
hot_tale__hot_ale3_44c__1,-9.0712864396,-0.291574443
hot_tale__hot_ale3_44c__2,-6.4292639606,-0.256571469
hot_tale__hot_ale4_30c__1,-0.5657250317,0.096342836
hot_tale__hot_ale4_30c__2,-1.1302900767,0.101568641
hot_tale__hot_ale4_37c__1,-1.4580504242,0.06422083
hot_tale__hot_ale4_37c__2,-0.5220466569000001,-0.020415786000000002
hot_tale__hot_ale4_44c__1,-3.639510903,-0.087079134
hot_tale__hot_ale4_44c__2,-5.2610876683,-0.20283691
hot_tale__hot_ale8_30c__1,-0.5399341229,0.14373343400000002
hot_tale__hot_ale8_30c__2,-0.1586004571,0.095388789
hot_tale__hot_ale8_37c__1,-3.3250750626,-0.09880672
hot_tale__hot_ale8_37c__2,-3.874061492,-0.045193267
hot_tale__hot_ale8_44c__1,-1.9996412181,-0.23776727700000003
hot_tale__hot_ale8_44c__2,-2.8303982017,-0.146529699
hot_tale__hot_ale9_mid_30c__1,-4.1657779212,0.253545684
hot_tale__hot_ale9_mid_30c__2,-3.5560296512000003,0.10742565400000001
hot_tale__hot_ale9_30c__1,-2.5005658649,0.08920444400000001
hot_tale__hot_ale9_30c__2,-2.982254342,0.138341014
hot_tale__hot_ale9_mid_37c__1,-2.4083446049,0.012815261000000001
hot_tale__hot_ale9_mid_37c__2,-3.2840447824,0.147274854
hot_tale__hot_ale9_37c__1,-4.0298919453,0.09094152
hot_tale__hot_ale9_37c__2,-4.4485080256,0.155940924
hot_tale__hot_ale9_mid_44c__1,-5.8491178946,0.072458165
hot_tale__hot_ale9_mid_44c__2,-4.7279000618,-0.24131990600000003
hot_tale__hot_ale9_44c__1,-6.6498379521,-0.017124449
hot_tale__hot_ale9_44c__2,-7.1441008587,-0.162821396
hot_tale__hot_ale10_30c__1,-9.3158611879,0.089778812
hot_tale__hot_ale10_30c__2,-4.1976110983,0.10566393900000001
hot_tale__hot_ale10_37c__1,-3.740030255,-0.143344925
hot_tale__hot_ale10_37c__2,-4.7718870855,-0.068701471
hot_tale__hot_ale10_44c__1,-12.0814861173,-0.27796982
hot_tale__hot_ale10_44c__2,-9.56773563,-0.064735558
hot_tale__hot_ale16_30c__1,-4.0382087538,-0.01046308
hot_tale__hot_ale16_30c__2,-4.0093657034,0.008885199
hot_tale__hot_ale16_37c__1,-3.1663702232,-0.075124153
hot_tale__hot_ale16_37c__2,-3.6837759214,-0.12333779600000001
hot_tale__hot_ale16_44c__1,-4.1333477015,-0.17354054
hot_tale__hot_ale16_44c__2,-4.3875376253,0.046261383
pdhr_ale__pdhR-13_51__1,-5.2609811549,1.432767734
pdhr_ale__pdhR-13_51__2,-7.2305795235,1.327126014
pdhr_ale__pdhR-14_46__1,-11.6965887849,-0.09758593
pdhr_ale__pdhR-14_46__2,-11.0915178626,-0.5230267670000001
pdhr_ale__pdhR-15_51__1,-12.6729180394,-0.49082750500000005
pdhr_ale__pdhR-15_51__2,-13.8502983578,-0.460418209
pdhr_ale__pdhR-16_49__1,-13.6877166541,-0.613417593
pdhr_ale__pdhR-16_49__2,-11.6590666097,-0.3972825
tcs__del_atoC_LiAcet__1,-0.11293410400000001,0.052201528000000004
tcs__del_atoC_LiAcet__2,0.3453762735,-0.055920906000000006
tcs__del_atoC_LiCl__1,-0.9139776091,-0.041181683000000004
tcs__del_atoC_LiCl__2,-0.9279770507,-0.12154166100000001
tcs__del_atoC_m9__1,-3.0432157016,-0.007867929000000001
tcs__del_atoC_m9__2,-2.9901679191,-0.05216702
tcs__del_baeR_etoh__1,-12.723719833,-1.245083621
tcs__del_baeR_etoh__2,-12.9167946895,-1.350485216
tcs__del_baeR_lb__1,-13.9847148489,-0.814860103
tcs__del_baeR_lb__2,-13.5749335799,-0.7823763330000001
tcs__del_btsR_01xlb__1,-3.4366440469,-0.6663184790000001
tcs__del_btsR_01xlb__2,-3.2275699782,-0.651533959
tcs__del_btsR_lb__1,-14.4439054419,-0.366630098
tcs__del_btsR_lb__2,-13.9666957287,-0.344256439
tcs__del_btsR_pyruvate__1,-3.2554404275,-0.6816157810000001
