,A,PurR
USA300_SNFR19_ICA-Set002_R10LB_Control_2,23.93086022,9.1508091695
USA300_TCH1516_ICA-Set002_CAMHB_Control_1,-0.321063284,8.2333232162
USA300_TCH1516_ICA-Set002_CAMHB_Control_2,0.321063284,8.1919508097
USA300_TCH1516_ICA-Set002_R10LB_Control_1,31.49115882,8.5880729163
USA300_TCH1516_ICA-Set002_R10LB_Control_2,31.31553576,8.414087816
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_2,22.84716596,8.1901830837
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_1,1.468921793,8.7291370649
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_1,23.50328146,8.1796455388
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_2,1.037159395,8.6774229262
USA300_TCH1516_ICA-Set003_250nMParaquat_1,-0.183793968,8.4661040933
USA300_TCH1516_ICA-Set003_250nMParaquat_2,-0.263313728,8.2124044285
USA300_TCH1516_ICA-Set003_2gLGalactose_1,-0.7925209980000001,8.0875112139
USA300_TCH1516_ICA-Set003_2gLGalactose_2,0.29271678,8.2825149777
USA300_TCH1516_ICA-Set003_2gLPyruvate_1,-0.689014505,8.716025731
USA300_TCH1516_ICA-Set003_2gLPyruvate_2,0.26810609500000004,8.3606901819
USA300_TCH1516_ICA-Set003_Control_1,-0.177882264,8.6887554833
USA300_TCH1516_ICA-Set003_Control_2,-0.12244547,8.5155385408
USA300_TCH1516_ICA-Set003_StationaryPhase_1,20.40494674,8.7442830814
USA300_TCH1516_ICA-Set003_StationaryPhase_2,23.7361561,8.494285489
