,A,ArcA
crp__delcrp_glyc__1,-5.103205248764227,0.9287191660000004
crp__delcrp_glyc__2,-5.026083236999552,1.041311906000001
crp__delcrp_glyc__3,-5.565303734844163,0.9504081660000008
glu__glu_ale3__1,-14.930384824977942,0.9075265760000004
glu__glu_ale4__1,-6.551867949036649,-0.05582856300000039
glu__glu_ale5__1,-1.0914525418734993,0.09422176900000068
glu__glu_ale6__1,-1.6425935419259696,-0.4079774069999989
glu__glu_ale8__1,-17.00440400684118,0.9552785759999995
glu__glu_ale9__1,-12.469904146919404,0.5717934289999995
glu__glu_ale10__1,-15.20473460664534,0.6147063750000008
42c__wt_42c__1,-5.895685846396076,0.3285913830000009
42c__42c_ale1__1,-17.874033798686693,1.071597756000001
42c__42c_ale2__1,-8.866635554511191,0.33076163700000016
42c__42c_ale3__1,-7.44520169940377,-0.15167118699999982
42c__42c_ale4__1,-16.270191040559745,0.032578979000000174
42c__42c_ale5__1,-4.876997017525052,0.14312536699999967
42c__42c_ale6__1,-29.89560819755713,1.327478846
42c__42c_ale8__1,-21.61574800520689,0.7806890660000008
42c__42c_ale9__1,-6.205782926976807,-0.2279726649999993
42c__42c_ale10__1,-20.679134848898112,0.3879943529999999
ssw__wt_ac__1,1.4576520041718504,1.138140236
ssw__wt_glc__1,-0.3351561262909031,0.19990372800000067
ssw__wt_glyc__1,-10.836690194518717,0.9458817360000004
ssw__wt_xyl__1,-19.7131258104418,-1.1579554919999993
ssw__glc_ale1__1,-6.892847884556513,0.17438198900000046
ssw__glc_ale2__1,-22.16533323225115,0.2688995510000005
ssw__glc_ale3__1,-22.74670457466729,0.2444404779999996
ssw__glyc_ale1__1,-9.289700567510186,0.12772987099999966
ssw__glyc_ale2__1,-25.29414987067471,0.19163250899999973
ssw__xyl_ale1__1,-15.50395269148491,0.36807815100000063
ssw__xyl_ale2__1,-5.9398071774439805,0.43007511699999945
ssw__xyl_ale3__1,-9.342275544416577,-0.0329609719999997
ssw__glc_ac_ac2__1,-20.66284090866637,0.8775486560000001
ssw__glc_ac_glc1__1,-10.758051983911598,-0.4747723829999994
ssw__glc_glyc_glc__1,-13.821278149076672,0.030757538999999667
ssw__glc_glyc_glyc__1,-9.179420034426808,-0.1417753949999998
ssw__glc_xyl_glc__1,-15.025444857377268,0.5339402829999997
ssw__glc_xyl_xyl__1,-1.787470050394096,0.08377152999999993
ica__wt_glc__1,-1.7935503534536874,-0.061878408000000114
ica__wt_glc__2,-3.0271376460844306,-0.12840119100000005
ica__wt_glc__3,-3.963760747893529,0.18162740200000016
ica__wt_glc__4,-4.06687150787598,0.2489071220000003
ica__arg_sbt__1,-4.284690836188904,0.20292476100000026
ica__arg_sbt__2,-2.108494397489601,0.2140498409999996
ica__cytd_rib__1,5.70058752629302,2.510750616000001
ica__cytd_rib__2,4.427895382637632,2.531055996000001
ica__gth__1,-5.76483709993229,1.1985195760000007
ica__gth__2,-5.5190489743571485,1.2147844259999996
ica__leu_glcr__1,2.6377703787123408,0.2614857209999997
ica__leu_glcr__2,2.4768534868540546,0.2514240619999999
ica__met_glc__1,-1.2928607142931614,-0.19998439899999987
ica__met_glc__2,-1.039889869683945,-0.27336614799999914
ica__no3_anaero__1,-23.82803859343261,0.650216425
ica__no3_anaero__2,-25.597415205481624,0.4475540319999993
ica__phe_acgam__1,-1.352734976848611,0.16990136699999958
ica__phe_acgam__2,-0.9061845054310632,0.1445793430000002
ica__thm_gal__1,1.7017020982720892,0.8954444660000007
ica__thm_gal__2,1.260988949984082,0.9108855959999982
ica__tyr_glcn__1,-1.4584544817557843,-0.14113408799999938
ica__tyr_glcn__2,-2.5076485211558723,-0.04052529600000021
ica__ura_pyr__1,-0.0881197742565607,0.08367163099999964
ica__ura_pyr__2,1.5492991385163,0.193178047
ica__wt_glc__5,-3.8461999597326297,0.13858604600000035
ica__wt_glc__6,-2.908581357050419,0.187806707
ica__bw_delpurR_cytd__1,-5.537825354526872,-0.05177321100000043
ica__bw_delpurR_cytd__2,-3.194183757255764,0.4000819950000008
ica__ade_glc__1,-3.3070165434995484,0.3853020049999998
ica__ade_glc__2,-4.52567554597713,-0.0464260000000003
ytf__wt_glc__1,-7.240987889663849,0.4511311970000005
ytf__wt_glc__2,-10.87954185172995,0.5947166890000002
ytf__delyafC__1,-20.50728627624732,1.316309596
ytf__delyafC__2,-20.414972246110505,1.3149214259999995
ytf__delyeiE__1,-11.675311385401107,0.6029128159999999
ytf__delyeiE__2,-5.333721590711708,0.4788621949999996
ytf__delyiaJ__1,-19.499063082341944,1.010078936000001
ytf__delyiaJ__2,-20.57556001240369,0.5817762769999995
ytf__delyieP__1,-20.045318377735384,0.5846421290000006
ytf__delyieP__2,-17.73293576520981,0.3895957509999999
ytf__wt_ph5__1,-2.145569705778864,0.9167918759999996
ytf__wt_ph5__2,-2.467691981487895,0.9727493060000008
ytf__wt_ph8__1,-3.094625229108558,0.4022586050000001
ytf__wt_ph8__2,-2.794246013657156,0.3799462089999999
ytf__delybaO__1,-19.02256031783873,1.1015642860000003
ytf__delybaO__2,-19.659486857850855,0.9576076560000004
ytf__delybaQ__1,-1.8196917389712457,0.5094368070000002
ytf__delybaQ__2,-2.0004903655784765,0.5953066400000004
ytf__delybiH__1,-14.567123465440064,0.3101881330000005
ytf__delybiH__2,-19.736910361902368,0.5978125009999999
ytf__delydcI_ph5__1,-2.935463086115841,0.647191126000001
ytf__delydcI_ph5__2,-2.47501450736702,0.7488411960000008
ytf__delydcI_ph8__1,-4.453175784832263,0.4665607180000002
ytf__delydcI_ph8__2,-3.630785924403108,0.2092860830000003
ytf__delyddM__1,-1.7121815228542638,1.0571620460000002
ytf__delyddM__2,-1.0624007474615629,1.0171542260000006
ytf__delyheO__1,-19.08345750645832,1.222256766000001
ytf__delyheO__2,-18.671627327655788,1.0483744460000004
fps__bw_glc__1,-1.3609947319938132,0.012904308999999614
fps__bw_glc__2,-0.976651532496823,-0.0037995829999992736
fps__fps_thrA_ale1__1,-2.5822397555472345,0.9413362959999994
fps__fps_thrA_ale1__2,-2.751536966265773,0.8375840960000005
fps__fps_thrA_ale2__1,-2.9598469988850944,0.5460123210000011
fps__fps_thrA_ale2__2,-2.8661870545280768,0.5933185139999999
fps__fps_serB_ale1__1,-1.9349630915205431,0.5135887639999996
fps__fps_serB_ale1__2,-1.488221037872505,0.4864586440000007
fps__fps_serB_ale4__1,-3.0046781179215984,0.5143922659999998
fps__fps_serB_ale4__2,-2.9242821147829003,0.549033884
fps__fps_ptsI_ale1__1,1.9189654280675852,0.6779612319999995
fps__fps_ptsI_ale1__2,2.6022021323190923,0.6642249929999995
fps__fps_ptsI_ale3__1,0.7447316088536194,0.12885385700000107
fps__fps_ptsI_ale3__2,0.9840821406973126,0.21322360100000104
pal__lyx_ale2_f6__1,2.2305157472463844,0.9302748659999996
pal__lyx_ale2__1,2.0304944349992025,0.8953828860000002
pal__lyx_ale2__2,2.6548847135533604,0.8937969960000007
pal__lyx_ale4__1,2.5990005337125277,0.04450695899999957
pal__lyx_ale4__2,2.3773144704865867,0.0478946889999996
pal__5drib_ale10_f18__1,4.911240173405643,0.1514443449999998
pal__5drib_ale10_f18__2,5.255238053807277,0.1912255130000009
pal__5drib_ale10__1,4.825450770108433,0.5395594510000006
pal__arab_ale14_f9__1,-0.2025472028800587,0.6120842819999996
pal__arab_ale14_f9__2,-0.1630696211820593,0.6312031329999996
pal__arab_ale14__1,1.892797075740728,0.01188651300000032
pal__arab_ale14__2,1.298988218324753,0.05354830199999938
pal__arab_ale16__1,0.1067775658683626,-0.012330540999998972
pal__arab_ale16__2,0.0169142237238095,0.1783269599999997
pal__tartr_ale26_f10__1,3.926820862359482,0.5663584280000009
pal__tartr_ale26_f10__2,4.357842822623339,0.8012373759999996
pal__tartr_ale26__1,4.928667496695255,0.4466712580000003
pal__tartr_ale26__2,4.247713110028099,0.4330986750000001
pal__tartr_ale28_f10__1,2.895486946805225,1.4321042960000003
pal__tartr_ale28_f10__2,2.223930965816173,1.232142026
pal__tartr_ale28__1,5.223877232901641,0.43821218400000106
pal__tartr_ale28__2,4.960252764503617,0.5097042599999995
efeU__delmenFentC_citr__1,-5.459449378586943,0.5647371930000009
efeU__delmenFentC_citr__2,-7.689034145999504,0.5130675520000008
efeU__delmenFentC__1,-3.356470956913548,0.991366136
efeU__delmenFentC__2,-3.4863021256655005,1.0004466859999999
efeU__menFentC_ale39__1,-20.326739507249236,0.7605526959999995
efeU__menFentC_ale39__2,-21.176257535136703,0.8838205660000007
efeU__menFentC_ale29__1,-10.194157495585674,0.7593666260000003
efeU__menFentC_ale29__2,-10.170902995344898,0.7573062359999998
efeU__menFentC_ale30__1,-4.273724490095424,-0.2916557810000011
efeU__menFentC_ale30__2,-4.967810408732702,-0.3666411319999998
efeU__menFentCubiC_ale36__1,-3.0329152916036137,0.5628257560000005
efeU__menFentCubiC_ale36__2,-2.8467023676354604,0.5128759540000001
efeU__menFentCubiC_ale37__1,-1.500651475486057,0.8163334459999998
efeU__menFentCubiC_ale37__2,-1.4054898175868973,0.8380346260000007
efeU__menFentCubiC_ale38__1,-6.800682998914129,-0.07417242300000026
efeU__menFentCubiC_ale38__2,-7.227421329520049,-0.0990833569999996
misc2__salc_glc__1,0.492423316935501,0.5844178910000011
misc2__salc_glc__2,0.7068947750373438,0.8081587460000001
misc2__dbcn_glc__1,-3.4830311913488954,0.15480885800000088
misc2__dbcn_glc__2,-0.1064757768104518,0.5578135900000003
misc2__tyr_glc__1,-2.8888856940504706,0.31652371500000065
misc2__tyr_glc__2,-3.427337508513088,0.3480515739999994
misc2__arg_cytd__1,-8.246511338530901,0.16937141400000044
misc2__arg_cytd__2,-5.438768394609797,0.010136641000000779
misc2__delyheO_pyr__1,1.4680386631042328,0.3383925960000003
misc2__delyheO_pyr__2,3.243693897863053,0.2719717680000002
misc2__dellon_glc__1,-11.002702258449254,-0.3140844999999999
misc2__dellon_glc__2,-12.064468723632036,-0.8715660150000009
nquinone__delubiC__1,-7.481923212791345,-0.2148950660000004
nquinone__delubiC__2,-7.862125271956433,-0.0332633910000002
nquinone__ubiC_ale1__1,-3.619068766737563,0.4289268980000003
nquinone__ubiC_ale1__2,-3.9164764735903503,0.4503520650000006
nquinone__ubiC_ale2__1,-5.135079642028581,0.6083629190000011
nquinone__ubiC_ale2__2,-5.30230350055846,0.5533521980000007
nquinone__ubiC_ale3__1,-3.6008253347508936,-0.16367548899999915
nquinone__ubiC_ale3__2,-4.200175437306448,-0.11664080599999947
nquinone__ubiC_ale4__1,-6.231573429352128,0.5165691680000002
nquinone__ubiC_ale4__2,-6.245850499027983,0.5599829019999998
nquinone__delpdhR__1,-2.866791689599668,0.13690307999999973
nquinone__delpdhR__2,-2.4336734940969587,0.13527434200000066
quinone__glu_ale4__1,-2.182788136515556,0.3255562130000005
quinone__glu_ale4__2,-23.273158196713563,0.554928426
quinone__delmenF__1,-2.322745845817535,0.6222112749999997
quinone__delmenF__2,-1.778214744069491,0.3857585669999999
quinone__menF_ale5__1,-19.13506431216388,0.21714596200000005
quinone__menF_ale5__2,-19.490729337955,0.31143739000000004
quinone__menF_ale6__1,-20.275492447658777,0.5224541430000009
quinone__menF_ale6__2,-20.726877218614792,0.4843214759999999
quinone__menF_ale7__1,-23.01185404095177,0.7122535630000009
quinone__menF_ale7__2,-22.89115643792248,0.6510489049999997
quinone__menF_ale8__1,-23.160862024362054,1.1158997159999997
quinone__menF_ale8__2,-23.75696929990817,0.5338657950000005
quinone__delmenFubiC__1,-4.537636624679909,0.4180014029999999
quinone__delmenFubiC__2,-4.476490707153097,0.41796379
quinone__menFubiC_ale1__1,-21.72586796634271,0.9901619559999996
quinone__menFubiC_ale1__2,-21.26172476372816,0.9831297560000004
quinone__menFubiC_ale2__1,-23.414049275200167,0.8927740160000006
quinone__menFubiC_ale2__2,-23.01164204920103,0.9872195559999994
quinone__menFubiC_ale3__1,-5.738210401973531,0.07436142200000084
quinone__menFubiC_ale3__2,-6.387683298118965,0.0958823009999996
quinone__menFubiC_ale4__1,-18.096945910183177,0.8589243359999994
quinone__menFubiC_ale4__2,-19.383472957922635,0.8446312159999998
oxyR__wt_glc__1,-3.2477320291207405,-0.14620173800000025
oxyR__wt_glc__2,-0.9051280286029132,-0.07992881999999922
oxyR__wt_h2o2__1,-3.44930182511159,-0.05830860899999912
oxyR__wt_h2o2__2,-0.1115215391032901,0.5117792669999996
oxyR__glu_ale4__1,-6.048697256949868,0.487343675
oxyR__glu_ale4__2,-15.437008432879727,0.5504527800000005
oxyR__glu_ale4_h2o2__1,-19.287122842737723,0.4265243719999994
oxyR__glu_ale4_h2o2__2,-17.679035411669965,0.4192397589999999
oxyR__oxyR_ale17__1,-16.924502469273197,-0.4725852669999995
oxyR__oxyR_ale17__2,-16.305716870931892,-0.31939124600000035
oxyR__oxyR_ale17_h2o2__1,-17.773928808356576,-0.4078490469999991
oxyR__oxyR_ale17_h2o2__2,-2.5608184691380824,-0.3608836310000001
oxyR__oxyR_ale18__1,-8.04883822939232,-0.4237501869999996
oxyR__oxyR_ale18__2,-2.1081377987744423,-0.5801326749999998
oxyR__oxyR_ale18_h2o2__1,-17.81803968435099,-0.4320935919999993
oxyR__oxyR_ale18_h2o2__2,-18.814796101331137,-0.3286914099999993
oxyR__oxyR_ale19__1,-5.892191434562669,-0.7517432799999995
oxyR__oxyR_ale19__2,-7.1298243848250085,-0.826522765
oxyR__oxyR_ale19_h2o2__1,-4.032935935620998,-1.194452201999999
oxyR__oxyR_ale19_h2o2__2,-3.9627821091334887,-0.9790123919999996
oxyR__oxyR_ale20__1,-13.812355753628609,-0.6693386969999988
oxyR__oxyR_ale20__2,-13.64968540516234,-0.6717542049999992
oxyR__oxyR_ale20_h2o2__1,-14.42015646822214,-0.8095416889999996
oxyR__oxyR_ale20_h2o2__2,-14.66724436566802,-0.8087535079999988
svns_pgi__BmePgi24_15__1,-0.1134906750477099,0.15738168700000088
svns_pgi__BmePgi24_15__2,-0.4328732997717913,0.15838339899999987
svns_pgi__BmePgi24_26__1,-1.619115090255758,0.019257944999999662
svns_pgi__BmePgi24_26__2,-1.2576364938299975,0.15177349800000073
svns_pgi__BmePgi24_41__1,-2.621212693882177,1.0171154859999998
svns_pgi__BmePgi24_41__2,-2.376471883351463,0.04357631200000078
svns_pgi__BmePgi24_52__1,-1.5368825967929007,0.04473909800000087
svns_pgi__BmePgi24_52__2,-1.1513641641482792,0.0577324370000003
svns_pgi__PaePgi2_34__1,-0.3986065485794157,0.7317756190000004
svns_pgi__PaePgi2_34__2,-0.1851614692928315,0.6990008759999995
svns_pgi__PaePgi2_63__1,-1.571842646969817,0.7554666760000011
svns_pgi__PaePgi2_63__2,-1.6328401352228294,0.7990900859999996
svns_pgi__PaePgi24_54__1,0.5628496032632906,0.8522783159999996
svns_pgi__PaePgi24_54__2,0.8747280610101913,0.9083083060000005
svns_pgi__PaePgi24_90__1,-0.4393181851998581,1.0974230360000004
svns_pgi__PaePgi24_90__2,-0.5276168919738068,1.168052266
abx_media__m9_ctrl__1,-4.678701934941766,0.3883267759999995
abx_media__m9_ctrl__2,-3.7167015424797314,0.5281267029999999
abx_media__rpmi_ctrl__1,-15.044999612128656,1.1483981659999998
abx_media__rpmi_ctrl__2,-13.497469794812,0.960487886000001
abx_media__camhb_ctrl__1,-11.281554385380046,-0.9133811219999988
abx_media__camhb_ctrl__2,-11.448313584287543,-0.9972484690000004
abx_media__m9_mero__1,-3.780744286448327,0.4937336929999994
abx_media__m9_mero__2,-3.257308683653221,0.2396448220000007
abx_media__rpmi_mero__1,-9.120882976485504,0.7501314160000003
abx_media__rpmi_mero__2,-11.138727734668787,1.1177838960000006
abx_media__camhb_mero__1,-9.605998420384283,-1.3432604789999996
abx_media__camhb_mero__2,-8.714444406160977,-1.375806483
abx_media__m9_trisulf__1,-0.4185394184054491,0.4252124980000005
abx_media__m9_trisulf__2,-2.927738828306715,0.20257965200000072
abx_media__rpmi_trisulf__1,-7.435475831560261,-0.9967804939999994
abx_media__rpmi_trisulf__2,-7.115493428283539,-0.8691007629999987
abx_media__camhb_trisulf__1,-1.907220617678487,-0.7674668800000006
abx_media__camhb_trisulf__2,-2.1952134111356427,-0.6975454829999991
abx_media__m9_cef__1,-5.202586094156685,0.3227459160000006
abx_media__m9_cef__2,-7.302153748464872,0.32773048800000026
abx_media__rpmi_cef__1,-2.0693542981070423,-0.031158745999999123
abx_media__rpmi_cef__2,-1.7623684892811342,-0.00014696599999908244
abx_media__camhb_cef__1,-6.358854781424316,-0.82586124
abx_media__camhb_cef__2,-5.582967724741029,-0.8162018060000005
abx_media__m9_cipro__1,-3.1922317786930954,0.2594127660000005
abx_media__m9_cipro__2,-4.495403675479111,0.2547250020000007
abx_media__rpmi_cipro__1,-5.269356668880585,-0.4646577569999994
abx_media__rpmi_cipro__2,-4.063726450713751,-0.2081252419999995
abx_media__camhb_cipro__1,-8.759008512304412,-1.631458556
abx_media__camhb_cipro__2,-8.460718397707844,-1.5782649329999998
hot_tale__42c_ale3_30c__1,-6.037173992871675,-0.08502499699999966
hot_tale__42c_ale3_30c__2,-7.34901831762308,-0.1116924309999998
hot_tale__42c_ale3_37c__1,-9.140310907629653,-0.1255460199999998
hot_tale__42c_ale3_37c__2,-9.232211550139455,-0.12163840100000026
hot_tale__42c_ale3_44c__1,-10.57334402520502,0.14701169099999944
hot_tale__42c_ale3_44c__2,-10.741003526009871,0.17322447000000096
hot_tale__hot_ale3_mid_30c__1,-3.9336479620429903,0.59222252
hot_tale__hot_ale3_mid_30c__2,-4.857547786563092,0.5040568430000008
hot_tale__hot_ale3_mid_37c__1,-6.122834231099189,0.2296881840000005
hot_tale__hot_ale3_mid_37c__2,-6.080551277601907,0.05696272800000024
hot_tale__hot_ale3_mid_44c__1,-19.12609112915694,0.3935890999999998
hot_tale__hot_ale3_mid_44c__2,-20.31593700533856,0.6512664919999995
hot_tale__hot_ale3_30c__1,-4.679294832245856,0.5082004980000008
hot_tale__hot_ale3_30c__2,-3.945157768760136,0.5545389689999993
hot_tale__hot_ale3_37c__1,-5.772025873126128,0.13141203500000032
hot_tale__hot_ale3_37c__2,-6.443404499684272,0.1133073489999994
hot_tale__hot_ale3_44c__1,-18.29743156659755,0.7324143809999999
hot_tale__hot_ale3_44c__2,-8.263316268474478,0.39721545100000105
hot_tale__hot_ale4_30c__1,-7.332266218325308,0.04799028899999946
hot_tale__hot_ale4_30c__2,-8.084424260910477,0.024226647000000767
hot_tale__hot_ale4_37c__1,-12.978794052236832,-0.16735893199999907
hot_tale__hot_ale4_37c__2,-12.553559168516877,-0.046169951999999626
hot_tale__hot_ale4_44c__1,-14.874256902832052,0.00039793400000043283
hot_tale__hot_ale4_44c__2,-16.059811554928935,0.06168165600000109
hot_tale__hot_ale8_30c__1,-7.601829535829459,0.023464927000000912
hot_tale__hot_ale8_30c__2,-6.2674284125338895,0.08428102899999956
hot_tale__hot_ale8_37c__1,-10.91579133629577,-0.24066992300000045
hot_tale__hot_ale8_37c__2,-10.631001916790938,-0.2407826909999997
hot_tale__hot_ale8_44c__1,-14.011747302666086,0.11352845799999932
hot_tale__hot_ale8_44c__2,-13.75667999598662,0.05564769999999975
hot_tale__hot_ale9_mid_30c__1,-6.030638294415984,0.4238110329999998
hot_tale__hot_ale9_mid_30c__2,-6.008615264311676,0.3619286040000009
hot_tale__hot_ale9_30c__1,-3.45936258358663,0.23718312100000105
hot_tale__hot_ale9_30c__2,-3.491337307063581,0.3578092789999996
hot_tale__hot_ale9_mid_37c__1,-10.750362395658945,-0.06546374200000038
hot_tale__hot_ale9_mid_37c__2,-11.133173735005656,0.0031101880000008464
hot_tale__hot_ale9_37c__1,-5.756845840238332,0.024472945999999496
hot_tale__hot_ale9_37c__2,-6.047870852767522,0.0557053130000007
hot_tale__hot_ale9_mid_44c__1,-12.532389049885571,0.1534750460000005
hot_tale__hot_ale9_mid_44c__2,-12.176281648891807,0.38316593699999935
hot_tale__hot_ale9_44c__1,-5.892303213837526,0.4290219799999999
