,BSU_misc_RNA_14
T-1.10H_1,14.6527
T-0.40H_1,14.5568
T0.0H_1,14.3391
T0.30H_1,14.0743
T1.0H_1,12.9919
T1.30H_1,12.0369
T2.0H_1,11.3544
T2.30H_1,11.4087
T3.0H_1,10.7348
T3.30H_1,10.7743
T4.0H_1,10.6996
T5.0H_1,10.2141
LBexp_1,11.1718
LBexp_2,11.4405
LBexp_3,11.0086
LBtran_1,11.5096
LBtran_2,11.3866
LBtran_3,11.3146
LBstat_1,10.8909
LBstat_2,10.9389
LBstat_3,10.8824
LBGexp_1,11.5235
LBGexp_2,12.4385
LBGexp_3,11.487
LBGtran_2,11.4689
LBGtran_3,11.5168
LBGstat_1,12.0659
LBGstat_2,11.5353
LBGstat_3,11.7349
Mt0_1,11.4189
Mt0_3,10.7649
M0t45_1,11.1517
M0t45_2,10.9847
M0t45_3,11.2747
M0t90_1,10.2712
M0t90_2,11.5776
M0t90_3,10.9912
M40t45_1,10.304
M40t45_2,11.6226
M40t45_3,11.2264
M40t90_1,9.8922
M40t90_2,11.3417
M40t90_3,11.2317
dia0_1,11.2713
dia0_2,11.5971
dia0_3,11.2536
dia5_1,11.0438
dia5_2,11.8606
dia5_3,11.7779
dia15_1,13.36
dia15_2,13.5682
dia15_3,11.8683
C30_1,10.6469
C30_2,11.3584
C90_1,11.1718
C90_2,11.0155
SMM_1,15.242
SMM_2,14.9809
SMM_3,14.9829
Salt_1,14.4667
Salt_2,14.1582
Salt_3,14.4997
M+G_1,14.6885
M+G_2,14.4642
M+G_3,14.864
Glu_1,15.0535
Glu_2,14.7981
Glu_3,14.8269
Fru_1,14.7924
Fru_2,14.7531
Fru_3,14.4556
Mal_1,13.9254
Mal_2,13.6998
Mal_3,14.7012
G+S_2,14.0616
G+S_3,14.2158
Pyr_1,13.6662
Pyr_2,14.2408
Pyr_3,14.0335
Gly_1,12.9417
Gly_2,13.7922
Gly_3,11.9955
Glucon_1,13.857
Glucon_2,14.0589
Glucon_3,12.7539
BI_1,10.798
BI_2,11.1613
BC_2,12.1419
BC/t_1,12.563
BC/t_2,13.1853
BC_1,11.816
Sw_1,12.2219
Sw_2,11.6918
BMM_1,15.3395
BMM_2,15.233
BMM_3,15.2686
Heat_1,14.8559
Heat_2,14.671
Heat_3,14.4141
Cold_1,14.4725
Cold_2,14.0192
Cold_3,13.481
Etha_1,13.5069
Etha_2,13.0407
Etha_3,13.3667
SMMPr_1,14.5297
SMMPr_2,14.5514
SMMPr_3,14.6091
HiTm_1,13.8321
HiTm_2,14.93
HiTm_3,14.8904
LoTm_1,15.2921
LoTm_2,15.0819
LoTm_3,15.0927
HiOs_1,15.390999999999998
HiOs_2,15.0527
HiOs_3,14.9536
Oxctl_1,10.7652
Oxctl_2,11.1658
Oxctl_3,11.9466
Diami_1,12.8636
Diami_2,12.6294
Diami_3,12.718
Paraq_1,11.4273
Paraq_2,12.3272
Paraq_3,10.1968
H2O2_1,12.4988
H2O2_2,12.7843
H2O2_3,12.8262
HPh_1,15.4007
HPh_2,15.2714
HPh_3,15.7487
LPh_1,15.5017
LPh_2,15.5788
LPh_3,15.3424
LPhT_1,15.1557
LPhT_2,15.5026
LPhT_3,15.4509
aero_1,11.6317
aero_2,10.4858
aero_3,11.4888
nit_1,10.879
nit_2,11.0542
nit_3,10.7077
ferm_1,11.0086
ferm_2,10.0943
ferm_3,11.4451
