,A,NhaR
ecoli_00420,-0.9486578036000001,-0.7045172495
ecoli_00421,-0.6723971211,-0.43874546350000004
ecoli_00422,-0.8374463278000001,-0.3521197265
ecoli_00423,2.1035246702,-0.6657151805
ecoli_00424,1.7314893409,-0.6630736675000001
ecoli_00425,-0.23780343040000002,-0.8444143935
ecoli_00426,0.056890529700000005,-0.9888805735
ecoli_00427,-0.39955486560000003,-0.9164757835
ecoli_00428,-0.1498930095,-0.7451603645
ecoli_00429,-1.5185607268,-1.0725098695
ecoli_00430,-1.4671959784,-0.9780106395
ecoli_00431,0.10194784500000001,-0.5051038675
ecoli_00432,0.5955358270000001,-0.6244976475
ecoli_00433,-1.3517461181,-0.39930990050000004
ecoli_00434,-0.7646050788000001,-0.5786990005
ecoli_00435,0.6223344115,-0.6093315325
ecoli_00436,0.6594262447,-0.5797978915
ecoli_00437,-0.45380213340000003,-0.6653191455
ecoli_00438,-0.2098682674,-0.7945935765000001
ecoli_00439,0.9821352424,-0.6956548715
ecoli_00440,1.5716462316,-0.3484916985
ecoli_00441,1.037594859,-0.8882931215000001
ecoli_00442,1.1434798492,-0.6792452035000001
ecoli_00443,-1.0587032262,-1.0254732855
ecoli_00444,-1.2883950944,-1.2192453735
ecoli_00445,-0.1863174112,-0.5758703375
ecoli_00446,0.35932112180000003,-0.46009737650000004
ecoli_00447,1.4112843294,-0.4618220005
ecoli_00448,1.5859881732,-0.5704290415000001
ecoli_00449,3.0149636195,0.0961133245
ecoli_00450,2.5673582729,0.1386933065
ecoli_00451,1.7885720708,-0.5145233835
ecoli_00452,1.971301495,-0.5634833855
ecoli_00453,2.2140308133,-0.13480927950000002
ecoli_00454,1.6988977932,-0.4265086615
ecoli_00455,3.9689573547,-0.4013236445
ecoli_00456,3.7667503116,-0.5323660185
ecoli_00457,3.8780709469,-0.47831894350000004
ecoli_00458,4.3194563754,-0.7047136365000001
ecoli_00459,4.2601998448,-0.3028592185
ecoli_00460,3.7830493102,-0.19644943750000002
ecoli_00461,7.1351366241,-1.3388160555
ecoli_00462,7.1337520198,-1.4222517915
ecoli_00463,4.8441786757,0.0805138785
ecoli_00464,5.4326894984,0.0431936495
ecoli_00465,-2.015583022,1.2343399115
ecoli_00466,-2.3931482467,1.1486616275000001
ecoli_00467,3.4571162039,-0.9271423745
ecoli_00468,3.3980839741,-0.8652304455000001
ecoli_00469,-2.2230869125,1.1306120875
ecoli_00470,-2.572607603,1.1861884705
ecoli_00471,7.654814726,-0.6963168965000001
ecoli_00472,7.8788289586,-0.5670715185
ecoli_00473,5.8139733686,0.1583124615
ecoli_00474,6.2118576504,0.0012684625
ecoli_00475,4.7540251899,-1.1562320225
ecoli_00476,4.7020865899,-1.1902365535000001
ecoli_00477,5.1401478208,-1.5728265975
ecoli_00478,5.1633464044,-1.2132894035
ecoli_00479,1.1049332983,0.4903080685
ecoli_00480,1.3394529438,0.4917542995
ecoli_00481,2.087105997,0.0466656175
ecoli_00482,2.0779853637,-0.0475745775
ecoli_00483,3.2456745209,-0.1609593595
ecoli_00484,3.2086268056,-0.0953169125
ecoli_00485,4.188928533,-1.5355756715000002
ecoli_00486,3.7657318725,-1.5794034285
ecoli_00487,5.6190765617,-1.3839682055
ecoli_00488,5.593227001,-1.9770678055
ecoli_00489,4.7058118255,-0.5296617475000001
ecoli_00490,4.9247347034,-0.6726495775
ecoli_00491,2.374763181,-0.7444059815
ecoli_00492,2.251867726,-1.0999506925
ecoli_00493,3.4720009567,-0.0618268035
ecoli_00494,3.6118720262,0.0875741175
ecoli_00495,1.5613483438,0.5089121435
ecoli_00496,1.2324388804,0.5971862905
ecoli_00497,-2.5070389701,1.0991110835
ecoli_00498,-2.1119037697,1.1048721035
ecoli_00499,1.4182768252,-0.1569637815
ecoli_00500,1.2767668827,-0.09911230750000001
ecoli_00501,4.2415453525,-1.6693848685
ecoli_00502,4.5724917748,-1.8645573545
ecoli_00503,4.8131162635999996,-1.1526057835
ecoli_00504,4.6002681488,-1.0768472765000001
ecoli_00505,5.1295399052,-0.3146820675
ecoli_00506,5.5795598835,-0.44006760450000004
ecoli_00507,3.6300136892,-0.6551508275
ecoli_00508,2.9357323788,-0.3460363555
ecoli_00509,3.5691948356000003,-0.5386532025
ecoli_00510,3.5152352453,-0.5194126215
ecoli_00511,3.0068582112,-1.9265882665
ecoli_00512,2.9445404007000002,-1.8920002775
ecoli_00513,-2.3171221959,0.9686057505000001
ecoli_00514,-2.4801573743,1.0742575655
ecoli_00515,2.9640756168,0.5134883365
ecoli_00516,2.838773977,0.3953817555
ecoli_00517,-2.2047635687,-0.4760013585
ecoli_00518,-1.9355638461,-0.6687373125
ecoli_00519,-0.8196184497000001,-0.7649785075000001
ecoli_00520,-0.8601198749000001,-0.8639499275
ecoli_00521,-0.5515070171,-0.8420826545000001
ecoli_00522,-1.0048446845,-0.6926136325000001
ecoli_00523,-1.3447673991,-0.7382977975
ecoli_00524,-2.2009755371,-1.0860949175
ecoli_00525,-2.3234543863,-1.2488596855
ecoli_00526,-2.6490518515,-1.0453495535
ecoli_00527,-3.1124654093,-0.8405568635
ecoli_00528,-1.520906871,0.3324537095
ecoli_00529,-1.3642158822,-0.10822728150000001
ecoli_00530,-1.0588819302,-1.2567035555000001
ecoli_00531,-1.8681030499,-1.5321324875
ecoli_00532,-1.1887172954,-0.7346106155000001
ecoli_00533,-0.34174393210000004,-0.8132938025
ecoli_00534,-1.6918678272,-0.9316087435
ecoli_00535,-0.7887072208,-0.6774617105
ecoli_00536,-1.7567647118,-0.7672803845
ecoli_00537,-1.6895558258999999,-0.28880734350000004
ecoli_00538,-1.7405523417,-0.9180750335000001
ecoli_00539,-1.2489510469,-1.0106809095
ecoli_00540,-1.7427006748,0.5125760975
ecoli_00541,-1.6540134231999999,0.7031742725
ecoli_00542,-2.2267263102,0.9852754885
ecoli_00543,-1.2784152023,0.8799553875
ecoli_00544,-1.5171214234,0.1040155375
ecoli_00545,-2.3241173057,0.6549788125
ecoli_00546,0.6406784999,-1.1354311255
ecoli_00547,0.8946153395,-1.0778593575
ecoli_00548,0.9213592687000001,-1.2525883205000001
ecoli_00549,1.0464848707,-1.4239350905000001
ecoli_00550,1.2657569185,-1.3058365575
ecoli_00551,1.4731168714,-1.3514039385
ecoli_00552,0.8036875045,-0.9957306735
ecoli_00553,0.2588785041,-1.1171022375
ecoli_00554,1.7375821839,-0.7920657595
ecoli_00555,1.8368365103,-0.9228339985
ecoli_00556,2.2008525082,-0.5758047395
ecoli_00557,2.00620546,-0.40950132250000004
ecoli_00558,-0.637311587,-0.5946643765
ecoli_00559,-0.567617722,-0.6160002345000001
ecoli_00560,-1.3271735675,-1.3054541395
ecoli_00561,-1.369049334,-1.0586162525
ecoli_00562,0.3126965044,0.2775133905
ecoli_00563,-0.1456014794,-0.1132557155
ecoli_00564,-0.1982446494,0.061850349500000006
ecoli_00565,0.3186118671,0.2178261475
ecoli_00566,2.6272927325,-0.5854904455000001
ecoli_00567,2.994566766,-0.5336301375
ecoli_00568,-1.4524094979,-0.6082991085
ecoli_00569,-1.8223299818,-0.4431211225
ecoli_00570,-1.8792442353,-0.6657617245
ecoli_00571,-1.5867104929,-0.7427681535
ecoli_00572,-0.051445147600000005,-0.6195745975
ecoli_00573,0.8457203263,-0.8413726185
ecoli_00574,4.4760442836,-1.3136781905000001
ecoli_00575,4.9307766712,-1.4649224335
ecoli_00576,2.646306741,-1.2562603405
ecoli_00577,3.1428376913,-1.2512971275
ecoli_00578,2.6885442044,-1.0076363835
ecoli_00579,2.2944248198,-1.4006314245
ecoli_00580,3.0434499907,-1.2223031375
ecoli_00581,3.1129509684,-1.1561571995
ecoli_00582,-1.3025757474,0.15913135350000002
ecoli_00583,-1.3369956713,-0.0364027475
ecoli_00584,-1.0306391125,-0.8901839165000001
ecoli_00585,0.0325286625,-0.7045518625
ecoli_00586,-3.6402857731,-0.8274824905
ecoli_00587,-4.0147352363,-0.8297175195000001
ecoli_00588,-3.5770237668,-0.9058624015000001
ecoli_00589,-3.7365951969,-0.7877835915
ecoli_00590,-1.363813204,0.8631477445
ecoli_00591,-0.9077804277,0.9183245715
ecoli_00592,1.9103827861,-1.2268568295
ecoli_00593,2.952469214,-1.3664608545
ecoli_00594,1.1151666177,-1.1456554515
ecoli_00595,1.41196258,-1.2865862245
ecoli_00596,0.35196713020000003,-1.2889538495
ecoli_00597,1.1897020162,-0.8777829945000001
ecoli_00598,-0.7440401621,-0.8827231875
ecoli_00599,0.305260097,-0.3422229265
ecoli_00600,-1.9767919232,-0.9515219165000001
ecoli_00601,-1.3080683723,-0.6984772495
ecoli_00602,-1.1397498915,-0.9585684495000001
ecoli_00603,-0.7350143592,-0.9063280645
ecoli_00604,-2.0725210842,-0.6904130775
ecoli_00605,-1.3064435087000001,-1.0516814315
ecoli_00606,-1.7195270705999999,-0.5222859505
ecoli_00607,-1.0948968345,-0.40619322350000003
ecoli_00608,-1.6872983931,-0.0240404525
ecoli_00609,-0.9314762298,-0.1084284185
ecoli_00610,-1.1631512960000001,0.0181738905
ecoli_00611,-1.3956968538,0.4148027455
ecoli_00612,-0.32860647660000003,-0.5564247025
ecoli_00613,0.3175913517,-0.8460574215000001
ecoli_00614,-0.45694879310000003,-0.6384562435000001
ecoli_00615,-1.6060034413,-0.5824806185
ecoli_00616,-0.2964676988,-0.7265638775000001
ecoli_00617,-0.2619805242,-0.9372301195
ecoli_00618,-2.3141648581,-0.9314704745
ecoli_00619,-2.0194661553,-0.9590471265
ecoli_00620,0.1816009214,0.5544839855
ecoli_00621,0.5620571269,0.6072841545000001
ecoli_00622,0.5595541289,-0.1543348275
ecoli_00623,0.8084946721,-0.2146466395
ecoli_00624,1.8262261747,-0.1073643455
ecoli_00625,2.1701174099,-0.2742004525
ecoli_00626,0.20357745800000002,-0.2250832935
ecoli_00627,0.1181679999,-0.12448398150000001
ecoli_00628,1.5589207313,-0.2278877695
ecoli_00629,2.1547117936,-0.21072703650000002
ecoli_00630,0.2807314986,0.1093285685
ecoli_00631,0.6436732173,0.1538084995
ecoli_00632,0.3533232116,-0.11708402450000001
ecoli_00633,0.7486453562000001,-0.0405686835
ecoli_00634,0.6423176676,-0.0684137935
ecoli_00635,0.7754087597,-0.0880329665
ecoli_00636,0.19591403970000001,0.5326431245000001
ecoli_00637,1.1119652209,0.44143284850000003
ecoli_00638,0.5975623959,-0.1441485955
ecoli_00639,0.2548109957,-0.11000478550000001
ecoli_00640,0.941812744,0.5176192225
ecoli_00641,1.6298105747,0.2011730585
ecoli_00642,0.4182866039,0.27330879550000003
ecoli_00643,0.5505620018,0.3126633545
ecoli_00644,0.0803905763,0.0421141185
ecoli_00645,0.2772888855,0.0335879145
ecoli_00646,1.7169626604000001,0.1545871275
ecoli_00647,1.9478544868,-0.014218188500000001
ecoli_00648,0.7490515084,-0.20928667550000002
ecoli_00649,0.5291461776,-0.1988906845
ecoli_00650,0.1251611873,-0.2552855885
ecoli_00651,0.38299127190000004,-0.2781322585
ecoli_00652,-0.6770181672000001,0.5407928875
ecoli_00653,-1.3621242841,0.6486279385
ecoli_00654,0.3983649848,-0.3475888455
ecoli_00655,0.4701295193,-0.2809405745
ecoli_00656,1.1707762921,0.011893905500000001
ecoli_00657,0.766755009,0.0144830635
ecoli_00658,1.0030462179,-0.3268530155
ecoli_00659,0.8152882783000001,-0.3492928045
ecoli_00660,1.607386519,-0.0139296625
ecoli_00661,1.9750708172,0.0829496255
ecoli_00662,0.7164951465,-0.2571272595
ecoli_00663,0.3980186156,-0.30281333850000003
ecoli_00664,2.6832611854,-0.0990141185
ecoli_00665,2.8620698624000003,-0.2511081525
ecoli_00666,1.0013837116,0.17361207750000002
ecoli_00667,2.1110498796,-0.0470501415
ecoli_00668,1.8296044898,0.45147577450000004
ecoli_00669,1.0671882599,0.4127242465
ecoli_00670,0.15273752440000002,0.1478919275
ecoli_00671,-0.1318219717,0.1837682545
ecoli_00672,1.0803805926,-0.35945163950000003
ecoli_00673,2.6516684144,-0.0651228595
ecoli_00674,-0.0876537923,-0.2865146415
ecoli_00675,0.0226769863,-0.4349313755
ecoli_00676,0.3579273972,-0.29206664250000003
ecoli_00677,0.3919914879,-0.1746345615
ecoli_00678,-0.057132471500000004,0.4579930155
ecoli_00679,0.7109796378000001,0.6128988845000001
ecoli_00680,0.6195281832,-0.5120288705
ecoli_00681,0.3964889626,-0.4721862135
ecoli_00682,0.172632597,-0.0692813795
ecoli_00683,-0.1061301421,-0.0144656125
ecoli_00684,1.2834655896,-0.3231137235
ecoli_00685,1.4600445365999999,-0.5294126335
ecoli_00686,0.73198723,-0.5057004415
ecoli_00687,1.7297737106,-0.5980071025
ecoli_00688,0.2960119281,-0.42245754350000003
ecoli_00689,0.3814638037,-0.47331034250000004
ecoli_00690,-2.079036969,0.7873964575
ecoli_00691,-1.9465916782,0.7813021795
ecoli_00692,-0.998794967,0.8332355965
ecoli_00693,-0.1568735538,0.4851933995
ecoli_00694,0.5960580294,0.3493891595
ecoli_00695,1.5956167141000002,0.5284845585
ecoli_00696,-0.9711630088000001,0.7533946725
ecoli_00697,-1.4052064901,0.8448992905
ecoli_00698,1.2111654653000001,-0.4815435235
ecoli_00699,1.1524834535,-0.6545956125
ecoli_00700,-0.0302423516,-0.4244857165
ecoli_00701,0.1240304103,-0.34098055450000003
ecoli_00702,2.3140514904,0.19488795150000002
ecoli_00703,3.027946257,0.062235951500000004
ecoli_00704,1.0877398385000001,-0.23576858650000002
ecoli_00705,1.079002006,-0.11153331650000001
ecoli_00706,1.2771242995,-0.3876206955
ecoli_00707,1.1360509674000001,-0.2909246985
ecoli_00708,0.4025890794,-0.1656876895
ecoli_00709,0.9338793379,-0.22476028950000002
ecoli_00710,0.8312222175,-0.0657937015
ecoli_00711,1.1434212076,0.0061096035000000005
ecoli_00712,0.9977549442,0.0949894195
ecoli_00713,0.7400968212,-0.0168751645
ecoli_00714,1.4571246107,0.7953088075
ecoli_00715,1.5893453521,0.8692771575
ecoli_00716,-3.0234255763,-1.0372261835
ecoli_00717,-2.4031853948,-0.9533370405
ecoli_00718,-2.5095892894,-1.2582429675
ecoli_00719,-2.52815851,-1.0975409485
ecoli_00720,-2.446772047,-1.0320243245
ecoli_00721,-2.4266290915,-1.0908745015
ecoli_00722,-4.2644141141,-0.5514659775
ecoli_00723,-4.1828447939,-0.8923321145
ecoli_00724,-3.4861165888,-0.6521139615
ecoli_00725,-2.2473639368000002,-0.8849579945
ecoli_00727,-2.0467146301,-0.37367688250000003
ecoli_00728,-3.8649250313,-0.8323800275000001
ecoli_00729,-3.0074733824,-0.8026940115000001
ecoli_00730,-2.7096243582,-1.3540997645
ecoli_00731,-2.5931838474,-1.3213285095
ecoli_00732,-2.2507565298,-1.3182487485
ecoli_00733,-3.9349126158,-0.9990784265
ecoli_00734,-3.3658756934,-1.0691599865
ecoli_00735,-3.9405948279,-0.8248374145
ecoli_00736,-3.7883665523000003,-0.8060781055
ecoli_00737,-3.141276243,-0.9815895565
ecoli_00738,-2.5086496926,-0.7915735225
ecoli_00739,-2.1797320739,-1.0902165365
ecoli_00740,-2.0360559726,-1.0529507605
ecoli_00741,0.6459585333,-0.0064946585
ecoli_00742,0.967340492,-0.3976873295
ecoli_00743,-2.6332872564,-0.3658938955
ecoli_00744,-2.4519572179,-0.4613552785
ecoli_00745,-1.9941265810000002,-0.6861917155
ecoli_00746,-2.4956104645,-0.47079735050000004
ecoli_00747,-2.4282619238,-0.5349240735
ecoli_00748,-2.1413796051,-0.4594701645
ecoli_00749,0.7481334612,-1.2654144525
ecoli_00750,0.6120967652,-0.9776000125000001
ecoli_00751,-1.66425103,-0.2268800505
ecoli_00752,-1.7031051707,0.0226949595
ecoli_00753,-1.8603674925,-1.0259271035
ecoli_00754,-1.7525231731000002,-0.9778088105
ecoli_00755,-0.7302858453000001,-0.6523047445
ecoli_00756,-1.0362858298,-0.6474936675
ecoli_00757,-2.5251260752,-1.1997266205
ecoli_00758,-2.3004001505,-0.9119548635
ecoli_00759,0.9621588596,0.0303660705
ecoli_00760,1.550477681,0.6276978955
ecoli_00761,-2.7861971288,-1.0952684365
ecoli_00762,-2.3074693872,-1.0459543085
ecoli_00763,-2.067886235,-1.0920366785
ecoli_00764,-2.689399409,-1.1006556595
ecoli_00765,-2.5572968623,-1.1571904155000001
ecoli_00766,-2.1709054932,-1.1015385185
ecoli_00767,-0.694950319,-1.2828239555
ecoli_00768,-0.31070278760000003,-0.6747491265000001
ecoli_00769,-2.9609845699,-0.6437297935
ecoli_00770,-3.2721370402,-0.36164008950000004
ecoli_00771,-2.2819637081,-0.6726117615
ecoli_00772,-1.8933915001,-0.8406555515
ecoli_00773,-2.7136771306,-0.40131564550000004
ecoli_00774,-2.9097275906,-0.30075411150000003
ecoli_00775,-2.6893554929,-0.3663941845
ecoli_00776,-2.7645737342,-0.2390796255
ecoli_00777,-2.5495771858,-0.8240076295000001
ecoli_00778,-2.4426865813,-0.7904230085
ecoli_00779,-1.3637560553,-0.7060723195
ecoli_00780,-0.7887987204,-0.4964359645
ecoli_00781,-2.1407028711000002,-0.7914459415
ecoli_00782,-2.413611179,-0.6743306125
ecoli_00783,-2.9252027119,-0.9559617475000001
ecoli_00784,-1.1669865146,-1.6949269144999999
ecoli_00785,-1.9237064127,-0.7447150125
ecoli_00786,-2.4983299458,-0.8825747445000001
ecoli_00787,-2.2529367202,-0.5721759605
ecoli_00788,-2.4775383863,-0.8451140015
ecoli_00789,-3.0789176814,-0.8484124395
ecoli_00790,-2.4474364541,-0.8792046435
ecoli_00791,-3.0556817087,-0.6882405515000001
ecoli_00792,-2.3253916144,-0.16939086050000002
ecoli_00793,-2.9313916164,-0.8397870955000001
ecoli_00794,-2.9068001141,-0.9615563985000001
ecoli_00795,-2.7455394128,-0.5563215065
ecoli_00796,-2.8781778502,-0.4825710415
ecoli_00797,-1.4281932445,-0.0167037875
ecoli_00798,-0.30788077340000003,0.2843920955
ecoli_00799,-0.1828451472,-0.0927093385
ecoli_00800,-0.8245444355,0.0271131745
ecoli_00818,0.4669002209,-0.4993120475
ecoli_00819,0.3474329986,-0.4680442845
ecoli_00820,2.6487740634,-0.7683880345
ecoli_00821,2.6782180481999998,-0.5069235575000001
ecoli_00822,0.8340863808000001,-0.2575515255
ecoli_00823,0.8524445110000001,-0.2969554035
ecoli_00824,1.3639875799,-0.16477184450000001
ecoli_00825,1.9664888181,-0.2156634955
ecoli_00826,1.1082712773,-0.4242126815
ecoli_00827,1.6125988643,-0.2599844255
ecoli_00828,0.4789405371,-0.7043286245
ecoli_00829,0.3912565579,-0.7618852995000001
ecoli_00830,1.2293984843,-0.4561835135
ecoli_00831,1.0397620239,-0.14785138050000002
ecoli_00832,-0.1696811055,-1.0285580355
ecoli_00833,0.5525455912,-0.7173418975
ecoli_00834,0.7364193398000001,-0.23296263650000001
ecoli_00835,1.0402461566,-0.3662788075
ecoli_00836,1.7414053259000002,-0.2061879905
ecoli_00837,1.5253360766,-0.3737196145
ecoli_00838,0.6038637365,-0.2128769965
ecoli_00839,0.4867061186,-0.1129040075
ecoli_00840,-0.7281706577,-0.0889204395
ecoli_00841,-1.1639708801,-0.08155720350000001
ecoli_00842,0.729999556,-0.5953651105000001
ecoli_00843,0.30026173230000003,-0.3427102905
ecoli_00844,0.7185465245,-0.3952027045
ecoli_00845,1.2833045621,-0.47297501950000004
