,A,NhaR
SRX5694326,-1.9660768343,0.0004360767
SRX5694327,-5.782066885,-0.3932868875
SRX5694328,-0.7358405840000001,-0.27753910730000003
SRX5694329,-3.3705487435,-0.21829084540000002
SRX5694330,-6.2303561668,-0.2007088267
SRX5694331,0.37601837650000003,0.2604311885
SRX5694332,-3.426254133,0.2666528886
SRX5694334,-1.1436397385000001,-0.056100919900000004
SRX5694335,-5.3064584971,-0.0458096356
SRX5694336,1.997470382,-0.3933505854
SRX5694337,-3.2349508404,-0.3022917222
SRX5694338,-1.0719555451,0.040332550700000004
SRX5694339,-0.8793719170000001,-0.4755736124
SRX5694340,-3.7642471319,-0.3665067439
SRX5694341,-1.098770214,-0.1219810303
SRX5694342,-2.7350169574,-0.2691740557
SRX5694343,-5.0654828921,0.3145200816
SRX5694344,-1.9701958627,-0.1665548692
SRX5694345,-1.7140897807000002,-0.017131824900000002
SRX5694346,-3.6436239665,0.0712414625
SRX5694347,-1.0980135119,-0.23314974130000002
SRX5694348,-2.0482584795,0.5265704454
SRX5694349,0.1675952836,-0.09624761080000001
SRX5694350,-5.5470976598,-0.1575881159
SRX5694351,-2.4997301649,0.6176877241000001
SRX5694352,1.241204417,0.9402081985
SRX5694353,-0.1368341654,-0.227499377
SRX5694354,-1.6738646288,-0.0588718815
SRX5694356,-0.4786917531,-0.14572857960000002
SRX5694357,-2.9149857528,-0.1970250701
SRX5694358,-3.6769936860000003,0.4398020554
SRX5694359,-3.955807602,0.17289540920000002
SRX5694360,-3.3321519114,-0.2003378814
SRX5694361,-4.0692426602,-0.8075246528000001
SRX5694362,-2.8115742696,-0.4769834161
SRX5694363,-3.9316239084,-0.0470420769
SRX5694364,-1.6369694009,-0.7874341111000001
SRX5694365,-2.3965393733,0.0365054282
SRX5694366,-0.27967482660000004,-0.0943861614
SRX5694367,-3.9282671172,-0.3777844225
SRX5694368,-1.0012248849,0.3533438366
SRX5694369,-0.3365359938,0.1500654538
SRX5694370,-3.3424396768999998,-0.2304528429
SRX5694371,-2.3014552847,-0.5155043961
SRX5694372,-2.6973442477000003,0.1752902363
SRX5694373,-6.8133885849,0.141832815
SRX5694374,-3.1726868169,0.3985099988
SRX5694375,-1.1109754877,-0.0218386705
SRX5694376,-0.022691995000000003,-0.0082989786
SRX5694377,-3.7741134112,0.2999092185
SRX5694378,-4.7637251372,-0.5651058811
SRX5694379,-4.144807039,-1.0120116534
SRX5694380,-5.2099757211,0.0603422869
SRX5694381,-3.5155549689,-0.23533432210000002
SRX5694382,-0.2316807603,-0.1872578687
SRX5694383,-0.9145142246,-0.0754946113
SRX5694384,0.3060141645,0.0455861773
SRX5694385,-4.9924622284,0.4401841146
SRX5694386,-3.4167740097,-0.7165795681
SRX5694387,0.043714123300000005,-0.0226960309
SRX5694388,-0.118746085,0.1785851973
SRX5694389,-2.3442753573,-0.215332652
SRX5694390,-0.6848402231,0.19845679160000002
SRX5694391,-1.1447677088,1.1457631217
SRX5694392,-2.1753099289,0.0133894652
SRX5694393,0.5358728797,0.1794272981
SRX5694394,-0.36908005250000003,0.1710329197
SRX5694395,-3.2251793929,-0.1578335797
SRX5694396,-1.0799445938,0.4040590915
SRX5694397,-3.3799198488,-0.3565871268
SRX5694398,-2.6987750312000003,0.0086368334
SRX5694399,-0.8515116971000001,-0.1636311269
SRX5694400,-2.4614415066,0.1767745513
SRX5694401,1.299565135,-0.0314909373
SRX5694402,-3.4513984797,-0.8082493956
SRX5694403,-3.6038544501,-0.6107877155
SRX5694404,-0.4654911518,0.5816165056
SRX5694405,-2.9495566877,-0.0373679883
SRX5694406,-1.9387595155000001,0.0123700753
SRX5694407,-3.0397545793,-0.5824394946
SRX5694408,-1.8885950944,-0.2279905191
SRX5694409,-0.14941974900000002,0.3111594934
SRX5694410,-2.9240764446,-0.7075619311
SRX5694411,-3.5142211369,0.6595132296
SRX5694412,-2.6342516692,0.0779630784
SRX5694413,-5.1347715323,0.1851144342
SRX5694414,-3.3884874545,-0.5053015689
SRX5694415,-0.3358365112,0.08632823910000001
SRX5694416,0.0689645193,-0.16708225340000002
SRX5694417,0.8148322438000001,-0.3003403919
SRX5694418,-4.6634575516,-1.3427936914
SRX5694419,2.1756932006,-0.2705974724
SRX5694420,-0.38959083850000004,0.241067637
SRX5694421,-3.6630552709,-0.17244507280000002
SRX5694422,1.1782427952,-0.0108538582
SRX5694423,-3.5649019942,-0.2035009106
SRX5694424,-2.5861943949,-0.15740855180000002
SRX5694425,-0.007675714,-0.2594678391
SRX5694426,-2.4225592866,0.7092994793
SRX5694427,0.0740663377,0.2914829702
SRX5694428,0.8426398991,-0.0218429116
SRX5694429,-4.1609425845,0.6776555185
SRX5694430,-0.41991937500000004,0.2888821766
SRX5694431,-3.1212562858,0.1846762055
SRX5694432,-3.7642266547,-0.008255170000000001
SRX5694433,-7.0636903672,0.6846807761
SRX5694434,-5.3325389757,-0.2411448212
SRX5694435,0.3385171121,-0.43790037530000003
SRX5694436,-0.5526936082,0.813036445
SRX5694437,-3.3036295434,-0.0544909042
SRX5694438,-0.07928357280000001,0.1024250028
SRX5694439,-2.6221965206,0.8262692503
SRX5694440,0.4972743559,0.1396535692
SRX5694441,-2.5138563661,-0.25505124300000004
SRX5694442,-0.3593377149,0.0028545236
SRX5694443,-0.0527149273,0.3871348492
SRX5694444,-0.9089400839,0.3331177233
SRX5694445,-4.4023169417,-0.3109976498
SRX5694446,0.3184014023,-0.1958339318
SRX5694447,-1.7285088427000002,0.3584653766
SRX5694448,-5.016068069,-0.21291034790000002
SRX5694449,-0.6259245872,0.10287702010000001
SRX5694450,-2.0605988164,-0.6572588131
SRX5694451,-1.9467223786,0.2107642069
SRX5694452,-2.1185611044,0.6282201385
SRX5694453,-3.0737295158,0.20625838640000002
SRX5694454,0.1854705009,-0.034131707500000004
SRX5694455,1.4223246426,-0.1369796871
SRX5694456,-0.0915386464,0.2824297001
SRX5694457,-0.4904825881,-0.1181954877
SRX5694459,-0.6097680404,-0.13696312700000002
SRX5694460,-0.2993904753,-0.31450789690000003
SRX5694461,-1.8733084819,-0.2921287788
SRX5694462,2.0316613971,-0.16943342860000002
SRX5694463,0.5207586901,0.49676879360000004
SRX5694464,-1.8856420614,0.0299956933
SRX5694465,-0.754521211,0.32297570870000003
SRX5694466,-2.4783860869,-0.7831239153
SRX5694467,-2.3197089933,0.0462392541
SRX5694468,-2.8439215318,0.7892530606
SRX5694469,0.6875410672000001,0.3858322684
SRX5694470,0.8132341275,0.030071573600000002
SRX5694471,-1.9103822975,0.1368489906
SRX5694472,-2.7883187075,0.32956066500000003
SRX5694474,-3.2473650875,-0.3591377049
SRX5694475,-1.9982659596,0.6438507344000001
SRX5694476,0.2909838603,0.2454464995
SRX5694477,0.35366843600000003,0.0044684917000000005
SRX5694478,-3.3189203351,-0.5075541819
SRX5694479,-5.5588407388,-0.2229524884
SRX5694480,-5.9571938027,-0.1603014415
SRX5694481,-2.8775427026,0.293400914
SRX5694482,-0.3607834596,-0.3189400455
SRX5694483,-0.7631323674,0.12167424040000001
SRX5694484,-1.3323989018,0.34430570250000003
SRX5694485,-0.9773395921,0.508167111
SRX5694486,0.1957330532,-0.1508031535
SRX5694487,-2.1856759917,0.3687255088
SRX5694488,-2.4642566145,-0.048211409100000005
SRX5694489,-3.3009254091,-0.5142991974
SRX5694491,-1.6526171225000001,-0.5101955902
SRX5694492,-1.4996887327000001,-0.2742516528
SRX5694493,-2.5379299047,-0.36668277860000004
SRX5694494,-4.5866937495,-0.1804920959
SRX5694495,0.38024091260000004,0.20122432950000002
SRX5694496,-0.7705608968000001,-0.2864790285
SRX5694497,-4.2827546711,-1.0008391271
SRX5694498,-2.4543792697,0.7145096823
SRX5694499,-0.2248802805,-1.8059035935
SRX5694500,-5.9339158051,-0.4626898562
SRX5694501,-1.4544284031,0.3730669478
SRX5694502,-6.056294041,-2.2036354164
SRX5694503,-5.9189794658,-0.7405848132
SRX5694504,-0.3516760208,-0.3214281643
SRX5694505,-2.6187409758999998,-0.3139882215
SRX5694506,-6.7958265889,-0.5071981469
SRX5694507,-0.7453601162,0.0604405926
SRX5694508,-3.9230857309,0.1265345103
SRX5694509,-2.5304293256,0.1247317389
SRX5694510,-0.925179567,0.2574598618
SRX5694511,-1.1233642506,0.0764665498
SRX5694512,-1.5230085756,-0.49076198660000003
SRX5694513,-6.1923828377,0.0404110645
SRX5694514,-0.9216003049,-0.1149134668
SRX5694515,-4.4118177887,0.17544309360000002
SRX5694516,-2.0002848488,0.8178992531
SRX5694517,-2.4331532965,0.3057948748
SRX5694518,-0.8586151757,0.3179165526
SRX5694519,-1.6824190181,-0.46037611780000004
SRX5694520,-3.2197767988,0.22459025670000002
SRX5694521,-2.8552579738,-0.2124784535
SRX5694522,-0.5933695308,0.6047688411000001
SRX5694523,-2.3988907675,0.0630144906
SRX5694524,-4.2314538278,-0.5714703313
SRX5694525,1.6804038498,-0.3401880134
SRX5694526,-0.0495738856,0.9202195596
SRX5694527,-6.6623818886,-1.1705804949
SRX5694528,-5.0771418429,-0.454325829
SRX5694529,-1.3996308087,0.23134065820000002
SRX5694530,-1.176936222,-0.6380189154
SRX5694532,-3.8347184007,-0.2629030173
SRX5694533,-3.8855591887000003,-0.7808191908000001
SRX5694534,-4.2727567294,0.21323960520000002
SRX5694535,-3.9051026465,-1.3434677512
SRX5694536,-1.6314016323,-0.3033716609
SRX5694537,-0.8675165338,0.6240988926000001
SRX5694538,0.1309325989,0.737341953
SRX5694539,-2.7428887318,-0.6887385221
SRX5694540,-3.3674266971,-0.5281067850000001
SRX5694541,-2.1269279625,0.5677811975
SRX5694543,-2.1518504923,0.912943727
SRX5694544,-3.3274913114,-0.2019832467
SRX5694545,-0.7060393631,0.282036022
SRX5694546,0.7221531877,1.25274889
SRX5694547,-2.2185211399,0.4715993337
SRX5694548,-0.8821986468,0.1370106798
SRX5694550,-4.9064640301,-0.4060442057
SRX5694551,-4.1483720824,-0.2751190029
SRX5694552,-1.6967899326,-0.19602934500000002
SRX5694553,0.3501847845,-0.3554290478
SRX5694554,-2.4500166018,0.27823728740000003
SRX5694555,-1.8464053086,-0.2916423583
SRX6072760,-6.0845748007000005,-0.7019264502
SRX6072761,-6.1530391882,-0.8753863185
SRX6072762,-5.9030645783,-0.9213830848000001
SRX6072763,-5.6970232091,-0.5279078699
SRX6072764,-6.1683370608,-1.0263261677
SRX6072765,-5.6574024122,-0.7981784651
SRX6376491,-3.2492409531,0.3496179292
SRX6376492,-2.375590292,-0.46916166730000003
SRX6376493,-2.3733102264,-0.3754943291
SRX6376494,-4.1309197393,-0.0535376313
SRX6376495,-3.47618689,0.48153052960000003
SRX6376496,-2.7376464990000002,0.2867579805
SRX2723951,1.6228616539,0.2749838895
SRX2723952,2.4753264195,0.47014393590000003
SRX2723953,1.6279420796,0.042785288000000005
SRX2723954,3.7555378984,1.0283911169
SRX2723955,1.1931046703,-0.4582770116
SRX2723956,0.8784283183,0.3886262528
SRX2723957,0.1704333781,0.12833300450000001
SRX2723958,0.9196877673,-0.5324735929000001
SRX2723959,0.6173457915,0.38435145
SRX2723960,1.3792267622,0.1573805279
SRX2723961,3.8775377013,1.0763419754
SRX2723962,1.531554243,0.3183687083
SRX2723963,-0.7533156517,-0.48861332360000004
SRX2723964,1.2221611097,-0.1304563115
SRX2723965,1.0442501691,0.098455179
SRX2723966,-0.4183404759,0.2070561386
SRX2723967,0.18916867010000002,-0.09098219860000001
SRX2723968,0.22917180580000002,-0.11607394
SRX6977206,0.6524248303,-0.6058079080000001
SRX6977207,0.4453722707,-0.40581000710000004
SRX6977208,-2.3832571613,-0.2325076046
SRX6977209,-2.2303076666,-0.039717103000000004
SRX6977210,-2.1388780375,-0.3120916329
SRX6977211,0.9535109447000001,0.06471467
SRX6977212,-0.1221594173,0.0808955449
SRX6977213,-0.8313515273000001,-0.1456102149
SRX6977214,-0.1630935457,-0.7251580122
SRX1153733,0.0028090963,0.0104857428
SRX1153734,-0.0028090963,-0.0104857428
SRX1153735,-1.4197679263,-0.6726487554
SRX1153736,-0.8513004094000001,-0.5931447514
SRX5204053,0.6570769583,0.2133105979
SRX5204054,2.0470907367,0.7332689947000001
SRX5204055,0.46886457810000004,0.06712976030000001
SRX5204056,0.0506436491,0.178680463
SRX5204057,-0.14433830620000002,0.3156197706
SRX5204058,-0.0998613393,0.305024877
SRX5204059,0.2098906451,0.013594489500000001
SRX5204060,0.38657447510000004,-0.09020539999999999
SRX5204061,0.3465059549,-0.04054641
SRX5204062,-0.11121347720000001,0.0301251851
SRX5204063,-0.23276595400000002,-0.16812865670000002
SRX5204064,0.1831074721,0.38810371530000004
SRX5204065,0.8989937530000001,0.26905537620000003
SRX5204066,0.5984025419,0.2828021072
SRX5204067,1.1375330952,0.1119034072
SRX5204068,0.2305702216,-0.1757114065
SRX5204069,0.7594483619,0.2703316481
SRX5204070,1.4244063133,0.2347808614
SRX5204071,1.9054872766000002,0.8034952252
SRX5204072,0.7657624494,0.7474140648
SRX5204073,1.665302164,0.6680794321
SRX5204074,1.1894912942,0.9555029467
SRX5204075,0.4301358297,0.4638234357
SRX5204076,1.8249203667,0.7742768978
SRX5204077,0.28254031700000004,0.23700979960000002
SRX5204078,0.3852039404,0.4126083531
SRX5204079,-0.1291010731,0.1356902968
SRX5204080,0.8136655538,0.35682365180000003
SRX5204081,0.8085039102,0.5249401449000001
SRX5204082,1.1392039925,0.2520511009
SRX5204083,2.0413245762,0.61061024
SRX5204084,1.2959647791,0.3981895539
SRX5204085,1.5317582143,0.6004358992000001
SRX5204086,-0.5807863605,0.1659354946
SRX5204087,0.3485425881,-0.4742213115
SRX5204088,-0.23972114800000002,-0.21788431260000002
SRX5204089,-0.6389795378,0.3051391683
SRX5204090,-0.3966217266,0.4733758381
SRX5204091,-0.0414260932,0.3834690109
SRX5204092,-1.0349924958,0.1065825428
SRX5204093,-0.7515880566,-0.2016510966
SRX5204094,0.0214427592,-0.3871290793
SRX5204095,-0.0437271105,0.0104826413
SRX5204096,-0.2400089688,-0.21873677
SRX5204097,0.2837360793,0.2082541287
SRX683459,-0.3673481483,-0.1547524008
SRX683460,6.4947720726,0.7372811381000001
SRX683461,-0.38970546640000003,0.026363780700000002
SRX683462,6.6291204303,0.2219146945
SRX683463,0.7570536147,0.12838862010000002
SRX683464,6.4290955873,0.9015746266
SRX683465,-1.002885716,-0.18927412370000002
SRX683466,4.7907683125,-0.11356581610000001
SRX683467,-0.8305828491,-0.0024181087
SRX683468,4.4901233895,0.0570970742
SRX683469,-1.3300390359,-0.1221591432
SRX683470,3.4507603628,0.2914504356
SRX322077,1.6027217204,-0.13183127590000002
SRX322078,0.6483320812000001,0.0938813236
SRX322079,0.908883792,0.1421690531
SRX322080,0.2819292331,-0.2368269221
SRX322081,0.4979023872,0.2667134912
SRX322082,-1.2052260348,-0.015945181000000003
SRX322083,0.0923724915,0.2982427568
SRX322084,-0.658395488,-0.41049864820000004
SRX322085,0.5660229965,0.1122558914
SRX2708592,-2.0873565851,-0.6067208023
SRX2708593,-1.4731228751,-0.5498444969
SRX2708594,-1.6095641903,-1.0119747623
SRX2708595,-0.3443192082,0.294331652
SRX2708596,0.38047218520000003,0.038331923500000004
SRX2708597,-0.036152977,-0.33266357550000003
SRX2708598,0.8168873257,0.6433626788
SRX2708600,2.1960579963,0.287266359
SRX2708601,-0.5321172567,0.030286899500000002
SRX2708602,1.129033733,-0.9367869637
SRX2708603,0.3894044479,-0.22695257270000002
SRX3073814,-0.4278257575,0.0208252314
SRX3073815,-0.8328018826,-1.6606456687
SRX3073816,-0.1296331207,-2.9140555192
SRX3073817,-2.4157260758,-2.4644303707
SRX3073818,-4.0098125544,-1.7948560562
SRX3073819,20.3989171222,1.5395051049
SRX3073820,30.3051144624,1.3134364749
SRX3073821,36.296415467,1.2464334907
SRX3073822,34.1329726428,1.3056693176
SRX3073823,28.7528903809,1.3836897687
SRX3073824,0.4278257575,-0.0208252314
SRX3073825,-1.1327011478,-1.9826999687
SRX3073826,-0.36457130330000004,-3.0594743096
SRX3073827,-2.9901878129,-2.5768901181
SRX3073828,-4.4212803532,-1.5605941683
SRX3073829,19.5977558177,1.62788791
SRX3073830,29.5212292985,1.303658184
SRX3073831,35.8555605291,1.5067329993
SRX3073832,33.7585784977,1.6270666523
SRX3073833,25.6243491265,1.8059969691000002
SRX2391456,-0.23847038140000001,0.0720107487
SRX2391457,-0.0899375552,-0.1182471506
SRX2391458,0.1361493128,0.0091054102
SRX2391459,0.275416965,-0.084079231
SRX2391460,0.0664887895,-0.16708754680000001
SRX2391461,0.0549677508,-0.1454676131
SRX2391462,0.1868404598,-0.1235031993
SRX2391463,-0.17819003220000001,-0.090687877
SRX2391464,-0.251109978,0.17542613410000002
SRX2391465,0.4634545646,-0.0021132984
SRX2391466,0.2355972925,-0.0367304478
SRX2391467,-0.1869477304,-0.0392259078
SRX2391468,0.3845655123,0.0678084065
SRX2391469,0.09916830880000001,0.1177327657
SRX2391470,0.5099461740000001,-0.18413895100000002
SRX2391471,1.2840371144,-0.2351118171
SRX2391472,1.1608541027000001,-0.1056931405
SRX2391473,0.6928064302,-0.1263605605
SRX2391474,0.3155830495,-0.0045894477
SRX2391475,1.39872976,-0.1905525432
SRX2391476,0.9646671537,-0.1302862016
SRX2391477,0.8794531353,-0.3929047351
SRX2391478,1.1256744305,-0.0119801821
SRX2391479,0.7811526428000001,-0.37001657530000004
SRX2391480,1.5775178724,-0.3403423627
SRX2391481,0.8352629015,-0.155269937
SRX2391482,1.3655865468,-0.1517066517
SRX2391483,0.2663734015,0.1146482842
SRX2391484,-0.1657091045,-0.1308004664
SRX2391485,0.11208884050000001,-0.136271169
SRX2391486,0.3447699235,-0.1854557973
SRX2391487,0.3183851717,-0.0296541845
SRX2391488,-0.09078013480000001,-0.2088986494
SRX2391489,0.27198747770000004,-0.29438233820000004
SRX2391490,0.4419839729,-0.2566623366
SRX2391491,0.3350339821,-0.2579490675
SRX2391492,0.2913924428,-0.057348956400000005
SRX2391493,0.2413188726,-0.1107005716
SRX2391494,0.2614134888,-0.1028411716
SRX2391495,0.1869477304,0.0392259078
SRX2391496,-0.039836918400000004,-0.114551314
SRX2391497,0.0085877947,-0.2148984647
SRX2391498,0.6057716143,-0.40191442190000004
SRX2391499,1.340187853,-0.1313435221
SRX2391500,1.7100007654,-0.2479247826
SRX2391501,0.7244552301,-0.135040226
SRX2391502,0.4697564622,-0.2279494099
SRX2391503,1.4382453883,-0.3527000697
SRX2391505,1.4307971386,-0.4333130893
SRX2391506,0.7639430019,-0.31558206440000003
SRX2391507,0.49099152020000003,-0.3658112347
SRX2391508,0.9884388498000001,-0.4514522056
SRX2391510,1.2179714181,-0.45200411300000004
SRX2391512,1.5222044262,-0.3526964267
SRX2391513,0.7077161315,-0.2598851032
SRX2391514,0.619154096,-0.1465666816
SRX5632598,1.2713171060000001,0.23885939150000002
SRX5632599,-0.0077209177000000006,0.471386175
SRX5632600,6.8070308952000005,1.0096149954
SRX5632601,6.3232910076,1.2701362607
SRX5632602,5.424119373,0.7801877691
SRX5632603,6.3445137766,1.2017134566
SRX5632604,5.1788218528,1.3623892645
SRX5632605,4.9026336767,1.3021545455
SRX5632606,0.9052269150000001,0.20365368120000002
SRX5632607,0.7264385478000001,0.0968764941
SRX5632608,0.27748393860000004,-0.076764632
SRX5632609,-0.6255537691,-0.0742637478
SRX5632610,0.0991815467,-0.2411133456
SRX5632611,0.3480698306,0.1510283798
SRX5632612,0.5505689672,-0.2790359981
SRX5632613,0.08952864690000001,-0.12311325420000001
SRX5632614,0.1717696423,0.1725294272
SRX5632615,-0.8241257698000001,0.5140510462
ERX2874132,0.9055792415,0.0012174199
ERX2874133,1.8573729892,0.014420664100000001
ERX2874134,0.9276986619,-0.8077748767
ERX2874135,2.0491763467,-0.8555962212
ERX2874136,1.0281461864,-0.28148207010000004
ERX2874137,2.0342239113,-0.15833301330000002
ERX2874138,-0.1145127471,-0.2506120372
ERX2874139,-0.0532550402,-0.1000553398
ERX2874140,-0.071394422,-0.264070252
ERX2874141,0.071394422,0.264070252
ERX2874142,-1.0768343192,-0.465742723
ERX2874143,-1.4075861723,-0.47834642980000003
ERX2874144,0.1665072215,0.09675559110000001
ERX2874145,0.6778816105000001,0.0639941079
ERX2874146,-0.6533700567,0.1137718021
ERX2874147,-0.45101658710000003,0.1885949251
SRX1300292,-0.3030154329,0.0662062985
SRX1300293,0.3030154329,-0.0662062985
SRX1300299,-0.1397880049,0.49834170800000005
SRX1300300,-0.1720484732,-0.0413566283
SRX1300304,-0.6626199072,-0.9401053090000001
SRX1300305,0.009470286100000001,-0.1332083665
SRX1300306,-0.9479937327,0.1725679495
SRX1300310,-1.8689857266,-0.61875861
SRX1300311,-0.7118939204,-0.4626541212
SRX7291195,-0.028844746600000002,-0.1124826875
SRX7291196,0.0830702313,-0.3155183409
SRX7291197,-0.0637094784,-0.1268428161
SRX7291198,-0.1284362835,-0.0798148855
SRX7291199,-0.1399700285,0.054862334400000004
SRX7291200,0.26840631200000004,0.0249525511
SRX7291201,-0.9031413541000001,-0.101448143
SRX7291202,-1.202500736,-0.1680054621
SRX7291203,-0.9227008041,-0.23988971690000002
SRX7291204,-1.1684508656,-0.0614041332
SRX7291205,-0.1822590316,0.1761687019
SRX7291206,-0.5955910997,0.0543884558
SRX2436955,-2.1611288637,-1.4525685995
SRX2436956,-0.2437363418,-0.9591802744000001
SRX2436957,-0.5134523708000001,-0.9611636176
SRX2436958,0.5002758638,-0.7386068586000001
SRX2436959,-1.885774236,-0.10814190200000001
SRX2436960,1.0433263935000001,-0.86563816
SRX2436961,1.4426456906,-0.0329860611
SRX2436962,1.6821003169000002,0.6527376973
SRX2436963,-1.0713443755,-0.43340062830000003
SRX2436964,3.5484037141,0.3135126022
SRX2436965,1.0530660066,-1.5544200311
SRX2436966,-0.4584125317,-0.4974504954
SRX2436967,2.1893627475,-0.3169509675
SRX2436969,-1.6939620770000001,-0.1651974411
SRX2436970,-1.0798804681,-0.6313042291000001
SRX2436971,1.8443999951999999,-0.1193083265
SRX2437029,1.5259883639,0.6011229275000001
SRX2437030,-2.1256993441,-1.7867626317
SRX2437031,0.6665319068000001,0.1834689442
SRX2437032,0.2220335316,0.050558427600000004
SRX2437033,1.4806645515,0.2956007039
SRX2437034,0.8296038501,-1.6582681496
SRX2437035,-1.9135415133,-0.7611414622
SRX2437036,-1.9521104619,-0.7831425394
SRX2437037,2.7949515298,0.3248042243
SRX2437038,0.1914914432,-0.5525702605
SRX2437039,-0.2948601803,0.2391246642
SRX2437040,-2.0181567646,-0.9157476965
SRX2437041,-1.871858199,-1.5345490488
SRX2437042,1.4734267501,-0.040457925900000004
SRX2437043,2.9741459991,0.1344721461
SRX2437044,1.1032841289,-0.0215548425
SRX4705203,1.4363516045,0.4537141371
SRX4705204,-0.043394147800000005,-0.1613508552
SRX4705205,0.8823860594,-0.1649038663
SRX4705206,0.7927614794000001,-0.054537202900000005
SRX4705207,0.28297712270000003,0.2892651256
SRX4705208,0.5258148418,0.34285451180000004
SRX4705209,0.8179738383,-0.08064201530000001
SRX4705210,3.0759370726,-0.20794288400000002
SRX4705211,4.1154057854,-0.4164761663
SRX4705212,3.4998335313,-0.1824729356
SRX4705213,-0.9793358188000001,-0.1332530361
SRX4705214,-0.5021721330000001,-0.2320540966
SRX4705215,0.7946891069,0.044317216300000004
SRX4705216,-1.0316253986,-0.3199104547
SRX4705217,1.2190324687,0.2696296802
SRX4705218,0.49941177470000003,0.37127069100000004
