,A,CusR,HprR,CueR
SRX5694269,-0.7140117999000001,-0.6762270789,-0.13584101040000002,0.1655532037
SRX5694271,-0.34605981750000003,-0.3019669694,-0.4479586102,0.30241946000000003
SRX5694273,0.9723701933000001,0.1640942488,-2.3714016417,-1.4350492581
SRX5694274,-0.7312075463000001,-0.8564945365000001,-0.2922650873,0.1201437478
SRX5694275,-1.0492858294,-0.4196615601,-1.8671475282,-1.1728137778
SRX5694276,1.8554780865,0.1804670984,-0.173610951,-0.4895867461
SRX5694277,-1.0793408447,-0.3668520717,-0.3765343118,-0.036495866
SRX5694278,0.33463301840000004,0.3562928086,-0.9787519478000001,-1.6268268042
SRX5694279,-1.1016548836,-0.1762686128,-1.2202767672000001,-0.3430179503
SRX5694280,0.1083244486,0.8100341084,-3.1018529542,-0.41276307910000004
SRX5694281,3.9804082088,0.3298951359,-1.3081585332,-0.5400883705
SRX5694282,0.7766632678000001,-0.34818049030000003,-1.2818719214,1.2312903285
SRX5694283,-0.6415136995,-0.2365220442,-1.3049050980999999,-0.251935163
SRX5694284,-0.5236592118,-0.1448048348,-1.2295708468,-0.5919973566
SRX5694285,-0.4516888475,-0.1393063222,-2.6083400787,-1.5223332302
SRX5694286,-1.2377076959,-0.5265341086,-3.0188401421,-1.1843741967
SRX5694287,0.0921350256,0.4604370089,1.1455613218,0.7186582028
SRX5694288,-0.8192492779,-0.5234685283,-0.6012307905000001,0.3602796574
SRX5694289,0.9549848516,-0.1271200434,-1.3754238386,0.3500900121
SRX5694290,-0.7890751001,-0.5203496092000001,-0.9213633208,0.0545365655
SRX5694291,1.3398818586,-2.3486767062,-1.7278214256000002,-1.0789819415
SRX5694292,0.6295972109,0.28806474330000004,-0.9042319837,-0.22707496940000002
SRX5694293,-1.0393791389,-0.2216648262,-0.5656342974,0.594097848
SRX5694294,1.5289593544,1.0131790987,0.15512461260000002,0.2204657093
SRX5694295,1.3970422351,0.2106577385,-0.4722509432,-1.0293184745
SRX5694296,0.5289254633,0.3315645031,0.0788792495,0.5354892605
SRX5694297,3.8380743975,1.2812221861,0.7583827248,0.1128592083
SRX5694298,-0.6171375778,-0.39083122730000003,-1.079525363,-0.694824753
SRX5694299,-0.4434543294,0.6651894044000001,-0.1831372423,-0.2682304372
SRX5694300,-0.4132492119,-0.7639370115,-0.8434956313,-0.6650912235
SRX5694301,-0.6964520739000001,0.08881842620000001,-1.3454653424,-0.645292976
SRX5694302,-0.9037607904,-0.7728843247,-0.6530966115,0.041183296200000004
SRX5694303,-1.5767133607,-0.5997645806,-1.1224004971000001,-0.1139209874
SRX5694304,-0.2301701575,-0.258997763,-0.6994255629,-0.5862660704
SRX5694305,3.5937203998,0.7207081482000001,0.16357400600000002,0.0680126875
SRX5694306,0.5280597405,1.18810497,-1.231930518,1.0015689698
SRX5694307,1.7108410997,-0.4977921879,-0.9194258622,1.4784257522
SRX5694308,-0.2159547343,0.3853022367,-0.7541955891000001,0.10974032680000001
SRX5694309,1.7332892201,-0.1263333013,0.2518358737,-1.2866568362
SRX5694310,-0.2622672518,-0.127029371,-3.7389576669,-1.030399663
SRX5694311,2.9081762765,0.3043758978,0.1023618319,-0.7632550819
SRX5694312,-1.1638847459,0.8466581991000001,-0.2898570096,0.9393490162
SRX5694313,0.8122228463000001,-0.0312070589,-1.2857414710000001,-0.8721896075000001
SRX5694315,-0.9427860391,-1.0358680738,-0.6979562217,-0.2425595473
SRX5694317,0.20395710890000002,0.7801575294,0.2740230467,0.0643552309
SRX5694319,0.8408488385,-0.6240081993000001,-0.7098850076000001,0.1332291866
SRX5694320,2.1241337226,-2.2913275767,-1.3708447483000001,-0.8320650070000001
SRX5694321,2.2001311655,-0.2453364049,-0.7088348114,0.5400967052
SRX5694322,2.3998299293,0.5157424221,0.1674473624,2.5557516151
SRX5694323,1.8681880587,0.3321590917,-0.5529035296,0.6337412087000001
SRX5694324,2.7153738481,0.6190431844000001,0.1686664027,0.426541859
SRX5694325,-0.1590315081,-0.40635443250000003,-1.658864482,0.3441676356
SRX5694326,-0.1571451123,0.0277848105,-0.9114126303000001,-0.2256405052
SRX5694327,0.5134639313,0.3808963273,-2.1561497991,-1.0155002969
SRX5694328,-0.1397071293,-0.6541818416,-0.22352133300000002,0.6631368164
SRX5694329,4.1582689037,1.2970202925,-0.0166673956,0.66506104
SRX5694330,-1.4460349709,0.4103886579,-1.0882758161,1.1553385883
SRX5694331,-2.161856978,0.143159021,-0.6779756732000001,0.44728476110000004
SRX5694332,1.0374599927,0.25466038150000003,-0.6877992686000001,-0.0374479277
SRX5694334,0.404269086,0.6100333203,-1.3599175907,0.41329879080000004
SRX5694335,3.5379436214,0.331033678,1.0307367807,0.369075107
SRX5694336,0.8923900497,0.286668835,0.6991427618,-1.0090553936
SRX5694337,-0.4839564329,-0.0398304638,-0.664757206,-0.5678397465
SRX5694338,0.14898986,-0.5469233997,-1.5468601644,-0.6584655666
SRX5694339,0.010737203,-0.9273440422,-1.0039963849,0.17116936060000001
SRX5694340,0.2297023404,0.6876955090000001,-2.9152370824,-1.0229064592
SRX5694341,2.2626119928,0.8670393111,0.6955705171000001,0.2201622014
SRX5694342,3.182577187,1.2879023301,0.5447567374,-0.2076080038
SRX5694343,3.5627923168,1.0088897865,0.8354129753,0.7751449759
SRX5694344,0.6155230668,0.7562889692,-0.040292871200000004,0.5174260641
SRX5694345,-0.48653273810000003,-0.24720769480000002,-1.1725291543,0.19530236
SRX5694346,2.5573757521,0.7427232568000001,-0.5037095303,-0.12348959150000001
SRX5694347,0.4085832243,-0.0439430758,-0.5887724694,0.1486815554
SRX5694348,0.36409312800000004,-0.3275230362,-1.5383034221,-0.8388136151000001
SRX5694349,-0.6259618528,-0.57444978,-2.0383571747,-1.3783237371000001
SRX5694350,1.6006488928,-0.2671995918,0.0017820371,-0.8674009614
SRX5694351,2.2222681456,-0.0515763133,-0.4355814933,0.719117432
SRX5694352,0.1218787375,-1.3947460908,-1.4955181159,-1.3729209945
SRX5694353,-0.7966418885000001,-0.284433144,-0.9826394557,0.35056633600000003
SRX5694354,-0.5441875383,-0.7137587976,-2.1802401014,-1.2110073237
SRX5694356,-1.0135736217,-0.3090073427,-1.0155613809,0.3462409732
SRX5694357,1.8526386135,0.5070849251,0.34828854270000004,0.5196615576
SRX5694358,1.3341731524,-0.8984278115000001,-0.3675726972,-1.4774137233
SRX5694359,-0.5762614112000001,-0.5018104017,-2.5746945309,-0.8522829318
SRX5694360,-1.1408745023,-0.1892206283,-1.4308215607,-0.3583210129
SRX5694361,3.3295989697,0.8311203709,-0.2937882231,2.7130340168
SRX5694362,-1.6223823336,0.43439702760000004,-1.0957564192,0.644757766
SRX5694363,1.3765897893,0.9410603418000001,-1.4217537166,0.5437306986
SRX5694364,0.8203806249000001,-0.1141300268,0.7749513379,-1.7388443376
SRX5694365,-0.2283094651,0.5918815905,0.2965231034,0.8857336674
SRX5694366,-0.7171132228,-0.5937667101,-1.2218373272,-0.005861268
SRX5694367,-0.1659684226,0.0750497322,-1.3473808831,0.4408906488
SRX5694368,-1.2056016476,-0.9498929877000001,-0.8725450171,-0.0007054199000000001
SRX5694369,-1.2284428819,-0.45321974410000004,-0.7985961333,-0.31016926380000004
SRX5694370,-0.7269109002,-0.48949433820000005,-0.446035828,-0.2626369485
SRX5694371,1.8447927864,-0.0070781428,0.0336402836,-0.7674292433000001
SRX5694372,-0.8458662388,-0.5776057563,-1.7271894155,-0.8683917005
SRX5694373,2.0389088463,-0.09777304710000001,0.16934512840000002,-0.2975747589
SRX5694374,1.1610555844000001,-2.1736741778,-1.5142405529,-1.3725314422000001
SRX5694375,2.3664590075,0.1046929092,-0.7501382586,-0.49812614990000004
SRX5694376,0.9999432587,-0.18604892450000002,-2.1434855355,0.3653911193
SRX5694377,0.36060981480000004,-2.8139752395,-2.1149584093,-1.8225263067
SRX5694378,-1.119671434,-0.2402120778,-1.9247221837000001,-0.6266936784
SRX5694379,-0.2457414068,0.4492191062,-2.7048729721,-0.881672196
SRX5694380,2.9991193256,1.275924905,-1.0463629406,0.030763407700000002
SRX5694381,2.0206844574,0.975788599,1.0499227608,0.2475360168
SRX5694382,2.1929946035,0.4060917217,-0.1844578731,0.48566100640000004
SRX5694383,-0.8708481665000001,0.006667981700000001,-1.9761145591,-1.1916796337
SRX5694384,-1.3245105121,-0.1101602396,-0.6120383564,0.4971228755
SRX5694385,0.34851709810000003,-0.1484554336,0.0417793754,1.7578098793999999
SRX5694386,3.7139107757,0.5191907312,-1.2397323596,-1.92955827
SRX5694387,-0.2942113411,-0.3622742344,-0.9888800281000001,0.0408826719
SRX5694388,4.0465847326,0.3925817614,0.17223439840000002,0.2636030885
SRX5694389,-0.385643885,-0.2658592456,-2.4885889347,-0.6905326075
SRX5694390,-1.0151493143,0.0040158302,-1.4174016947,-0.8155118925
SRX5694391,-0.0801471759,0.2815036419,-0.3998604827,-0.3228382296
SRX5694392,0.6024255409,0.7268721457,-0.6488364887,-0.5594196312
SRX5694393,-0.5130459865,-0.1412405807,-0.6448031606,0.4057825981
SRX5694394,0.7790760009000001,0.1082396047,-0.2419787407,-0.5412688663
SRX5694395,0.20102866090000002,0.7225417270000001,-0.6109115659000001,0.4605028043
SRX5694396,1.2946703233,-0.585730553,-0.7458958808,0.6587495318000001
SRX5694397,-1.3358608591,-0.5015271304,-2.1098971564,-1.5373690118
SRX5694398,-0.8997912913,-0.49202880400000004,-2.3793901437000002,-1.3367725877
SRX5694399,1.8841818692,0.8492944678000001,0.10827642330000001,0.8889808191
SRX5694400,-0.7800313957,-0.6164678255,-0.8969953971,-1.2399372107
SRX5694401,-0.6796920563000001,-0.34041484450000004,0.1631544782,0.802671369
SRX5694402,3.0617244381,0.5122133416,-1.3437117355,-2.0278761643
SRX5694403,-0.2615426611,0.3034436921,-1.7052482139,-0.5327700465
SRX5694404,-0.8894893003000001,0.0678312403,-1.7027025139,-1.2523872472
SRX5694405,0.14670485160000002,-0.3024556317,0.4785253794,0.6826001126
SRX5694406,-0.7773681060000001,0.3429952174,-0.6554516212,-0.155296091
SRX5694407,-1.3247759548,-0.1705287814,-0.7849369060000001,-0.08740493910000001
SRX5694408,-0.16930015110000002,-0.4499119668,-0.2644107155,-0.39337206100000005
SRX5694409,3.3042258886,0.45775220910000003,1.7898807678000002,-0.6734394771000001
SRX5694410,-0.8642328361,-0.2757208472,-0.2254433228,0.8768391665
SRX5694411,-0.9656491402,-0.8921336858000001,-2.561667887,0.6548373469000001
SRX5694412,-0.052665226,-0.8590943967,-3.1157256327,-1.5206618138999999
SRX5694413,1.9209896885000002,0.9550095796,-0.2896270673,1.6505237117
SRX5694414,2.6032264884,0.8799079021,1.2526221404,0.6534124158
SRX5694415,3.1721800879,0.6517986292,-1.737445544,-0.6582297495
SRX5694416,-0.8023306137,-0.28471317890000003,0.0769041707,0.101154481
SRX5694417,-0.33992026680000004,-0.0199668468,-0.6676966602000001,0.8261136722
SRX5694418,0.8533946443,0.6439935179,-0.4714902958,-0.5979459997000001
SRX5694419,0.4451309248,0.2712069278,0.178709414,-1.1863662801000001
SRX5694420,-0.1197322224,0.6979788528,-0.03649146,-0.3020102088
SRX5694421,-0.9536429888,-0.39320996680000003,-0.39382915300000004,-0.1953779967
SRX5694422,-0.39237696850000003,-0.42109982760000003,-0.065306418,0.40285321560000004
SRX5694423,-0.5738597417,-0.4677226333,-1.5538951627,-0.9474213314000001
SRX5694424,-0.9662403674000001,0.0184967831,-2.4720203463,-1.2859716363
SRX5694425,-1.4543578821,-0.3770313663,-1.9588242208,-1.1461262327
SRX5694426,-1.3902955567,0.5905324239,-0.7232830831,-0.2587005748
SRX5694427,-0.8743141723000001,-0.29632078030000003,-0.15429860880000001,-0.0602354405
SRX5694428,-1.2487960853,-0.43670925920000003,-0.4912837658,0.3358685259
SRX5694429,0.2517808391,0.18983918930000002,-2.39247116,0.7839778030000001
SRX5694430,-0.8245978784,-0.044021976000000004,-0.334489715,-0.2043299248
SRX5694431,1.7184934256000002,1.0380828897,0.0563638724,0.2367887477
SRX5694432,-1.3092761815,-0.2960903639,-2.4942845319,-1.156875303
SRX5694433,3.1609912641,-0.4101247961,0.4346338287,1.3356772607
SRX5694434,4.1156691942,0.7065921997,-0.7466926108,0.4719564701
SRX5694435,1.4930016863,0.13885596050000001,0.40270956210000003,-0.5171168034
SRX5694436,3.0356550029,0.1825730754,0.7924996692,-1.4548574495
SRX5694437,1.0440689766,0.35643387390000003,1.4405167249,1.1033804072
SRX5694438,-0.1806198577,0.08261681500000001,-1.1510718584,-0.2776440663
SRX5694439,0.8346292258,-2.0490546676,-0.6253869717,-0.5315615528000001
SRX5694440,-1.1027164836,-0.1691337883,-0.5400372269,0.3051509696
SRX5694441,2.6271535751,0.5219519046000001,0.42824515360000004,1.0080807709
SRX5694442,3.4006729144,0.5830268545,0.5701564977,0.3489422475
SRX5694443,-1.3109074108,-0.8152169218,-0.3549356569,-0.2471695462
SRX5694444,4.2805118182,-0.5525885970000001,-2.5693374471,-1.6150755141
SRX5694445,2.5809972641,-0.29253445040000003,-0.0671482146,0.5639781764
SRX5694446,-1.4648932981,-0.1010109813,-0.8901298747,0.4034062081
SRX5694447,-0.8032702688000001,-0.2638787776,-2.2052829615,-1.0851648698
SRX5694448,-1.0885725729,0.9070718569,-2.9127901121,0.4218257594
SRX5694449,-0.5911350239000001,-0.1143941685,-0.5839596799,-0.1274348999
SRX5694450,-0.2360878823,-0.2722669278,-1.3715887372,0.26355322470000003
SRX5694451,-1.0167371669,-0.5652111318,-0.8058843111,-0.1868931076
SRX5694452,1.9667081376,-0.6153256066,-1.0493018288,0.7114636464
SRX5694453,4.6276566862,-0.16630227320000002,-0.8082952419,0.7371242041
SRX5694454,-1.2883938064,-0.1126267677,-0.412856296,0.07098362200000001
SRX5694455,2.1652605102,0.31435504540000003,0.0338097609,-0.7081021040000001
SRX5694456,-1.0260316659,-0.668400067,-0.47734503040000004,0.0821890509
SRX5694457,0.3175868904,-0.0036693742,-0.19895426330000002,0.4604648583
SRX5694459,-1.0326373807,0.1329601695,-0.5132448111,0.4378610972
SRX5694460,2.1182587029,0.1323314335,0.1226282305,0.0892896494
SRX5694461,-1.5632539019,-0.7908153552,-2.2510831409,-1.5885571159
SRX5694462,2.4484127892,0.3553231304,-0.9581883516,-1.5146062
SRX5694463,-0.2368597326,0.2298849174,-0.2010488014,0.20485021690000002
SRX5694464,-0.8289505401,-0.283608846,-1.8468202166,-1.1147052891
SRX5694465,-0.3116021263,-0.0442123637,-0.7523892742,-0.5108299552
SRX5694466,-0.30782954430000004,-0.3111597955,0.8492627391,0.6349663929
SRX5694467,-1.1748590531,-0.34066668650000004,-1.1185812042,-0.2758470839
SRX5694468,1.5863350030999999,-1.9740633953,-1.2231518618,-0.8823182358
SRX5694469,-1.1996459955,-0.5630507133,-0.1304668273,-0.0399447068
SRX5694470,0.6856293098,0.1667263762,0.056654217900000005,0.07727364860000001
SRX5694471,-1.3455653317,-0.5124878061,-0.5871846653,-0.3293250129
SRX5694472,0.2544613692,0.0888864682,-1.029515436,-0.2718955755
SRX5694474,-0.8635496082,-0.4322390907,-1.7157754006000001,-0.10290891690000001
SRX5694475,-1.1635837018,-0.43128168520000004,-0.44791655300000005,-0.3539264482
SRX5694476,-1.5080692579,-0.5120755335,-1.7557813452,-0.558348661
SRX5694477,1.2821314248,0.0196474819,-1.7316570886,-1.1166007396
SRX5694478,0.1927084671,0.7639164892,-1.6422265514,-0.6039965432000001
SRX5694479,3.3974079159,0.2163769743,0.8682252027,0.2808487503
SRX5694480,3.955139693,0.44303154640000003,1.3550292542,0.6245201865000001
SRX5694481,0.0677479775,-0.2771140519,-1.8496435045,-1.1600540168
SRX5694482,-1.0275267385,-0.5690886373,-0.9773988428,0.3211444337
SRX5694483,-0.6362190657,-0.4124542036,-0.4328286557,-0.0711783426
SRX5694484,-1.1579016107,-0.3692279046,-1.5418892495,-0.6834650741
SRX5694485,-0.7361776854000001,0.7591012330000001,-0.0600391903,-0.0544627015
SRX5694486,-0.9241549121,-0.2669278184,-0.5700035423,0.2368375039
SRX5694487,-0.2131863333,-0.7250730755,-1.1318874438,-0.7554910396000001
SRX5694488,-0.8852175526,-0.5678279221,-2.1402010766,-1.740912236
SRX5694489,-0.4094512806,-0.6290354507,-0.16618807200000002,-0.13137537700000002
SRX5694491,-0.2845726556,-0.5229089245,-2.1673707201,-1.6639338917000002
SRX5694492,1.1366069598,0.019032535700000002,-0.2779840603,-0.5311987168
SRX5694493,0.6652714252,-0.7192607891,-0.5394975035,1.1486196127000001
SRX5694494,0.7748385352,0.1210652557,-0.7789853679000001,-0.3915579729
SRX5694495,-0.1124167631,-0.2008051687,-0.2212967401,0.4569097187
SRX5694496,-0.8508247699,-0.11988166830000001,-1.1649418119,0.4093852411
SRX5694497,-0.6583989866000001,-0.23963936300000002,-2.7784972915,-0.3326300117
SRX5694498,-0.3757130503,0.0503723635,-0.8417864307,-0.36112808820000003
SRX5694499,-2.0449749145,0.3788611907,-5.2503658834,0.8735853562
SRX5694500,-0.4506955402,0.5661648898,-2.5010973666,-0.7678796426000001
SRX5694501,-0.2993425836,-0.41817654060000004,-0.9590250962,-1.0576632663
SRX5694502,1.9597262488,1.1295589771,-2.9036307171,0.9951345732
SRX5694503,-0.46904376410000004,0.8322288290000001,-2.7220490912,-0.0337329159
SRX5694504,-0.4011818654,-0.12395156090000001,-0.572254416,0.33056897350000003
SRX5694505,2.5052895169,0.3665727916,0.21027198660000002,-1.1143088124
SRX5694506,-2.4717557308,0.5806877489,-1.7215010403000002,1.554280668
SRX5694507,-0.9209941116,-0.116045781,-1.2429737423,0.1817136127
SRX5694508,0.8149909243,-0.1680905802,0.6450660142,0.8319927121
SRX5694509,-0.6938888614000001,-0.6546136575,-0.7925500836,-0.1841795835
SRX5694510,-0.1361125302,0.1174113964,-0.2742252361,0.0630187586
SRX5694511,-0.6778759871000001,0.4295572661,-1.7787165703999999,-0.5371789708
SRX5694512,0.4759493072,-0.4217063413,-1.6422851984,-1.7994408756
SRX5694513,4.0081662202,0.8869406630000001,0.9534696884,0.2553634098
SRX5694514,2.1226577839,0.12145133970000001,-0.6909443192,-0.5834567055000001
SRX5694515,-0.008907191200000001,0.538292958,-0.6590654077,0.24193434800000002
SRX5694516,0.2003866776,-2.5489050632,-0.4026761035,-0.7309775070000001
SRX5694517,0.2613794964,-0.264511443,-1.4673573201,-0.9391277130000001
SRX5694518,-0.6235925134,-0.5433806866,-0.21474231740000002,0.17653931790000002
SRX5694519,-0.6518628899000001,0.3891012005,-1.393399977,-0.5366305226
SRX5694520,-1.3506089262,0.015520604200000001,-1.3125527817,0.6155904293000001
SRX5694521,-0.8641830848000001,-0.5054104733,-0.7317092829,0.3926989595
SRX5694522,0.9122022877,-0.0395660062,-1.4922808286,-1.7407989433000002
SRX5694523,0.0438622995,-0.3437951736,-2.5962456239,-1.8675228693
SRX5694524,-0.6521872848,-0.788439553,-1.1409206696,-0.302853615
SRX5694525,-0.6304019656000001,-0.34238620740000003,-0.841414273,0.6783405295
SRX5694526,0.4444881788,-1.0143224775,-3.1189365652,-1.6043140409
SRX5694527,0.6061457878000001,0.5103973747,-2.5748606758,-0.8208541971000001
SRX5694528,3.2951058491,-0.16096418610000002,-0.0856813973,0.0044031716
SRX5694529,-0.8243631233000001,-0.4116924503,-1.6995621058000001,-0.708491312
SRX5694530,1.8349785297,0.2342836274,-1.6985970025000001,1.0604700706
SRX5694532,0.0562606737,-0.0357474313,-1.5723959803,-0.5247432644
SRX5694533,-0.4844668183,0.2028377619,-0.9880574516,1.6699153333
SRX5694534,0.2954409012,-0.8423446275,-2.1960436661,0.8569160352
SRX5694535,-0.8872314398000001,-0.034156533100000004,0.1775664253,1.0910924328
SRX5694536,-1.2097136992,-0.5587217897,-2.458533248,-1.6626798345
SRX5694537,-0.9776419312,-0.44300102750000003,-0.5489456609,-0.1702275916
SRX5694538,-0.8447624311,-0.6882677076,0.1228524872,0.1986594941
SRX5694539,1.3143877366,0.6815975113,-2.3032559431,-0.2024520423
SRX5694540,0.39665361190000004,0.1574934255,-1.0866484469,-0.607792136
SRX5694541,-0.8122030387,-0.5932497939,-1.3681943994,-1.2642175468999999
SRX5694543,0.3114976711,-2.6993990543,-1.200001993,-0.9161082261
SRX5694544,-0.31512791,-0.28481081750000004,-1.3322065246,-0.1921480597
SRX5694545,-0.8205555906,0.12348802510000001,-2.0030884872,-0.9164457485
SRX5694546,0.7212007683,-2.2330080358,-2.8585172056,-1.7173867533
SRX5694547,-0.8662231735,0.3618397376,0.0586450643,0.3407775712
SRX5694548,0.1167013039,0.1179868028,-0.1335583887,-0.1784281296
SRX5694550,4.8071029603,0.4512776141,-0.2515774838,0.4184670473
SRX5694551,0.4614493764,0.2853250787,-0.6416370972000001,0.9942723713
SRX5694552,-0.6134538948,-0.3523388732,-0.8244277341,0.30259544180000003
SRX5694553,-0.4841386394,-0.2855856634,-0.7247557289000001,0.4753006742
SRX5694554,-0.426722957,0.037203565200000004,-0.8370006038000001,-0.5867509912000001
SRX5694555,1.2807300769,0.2161648058,-0.247655954,-0.2570352174
SRX6072760,-0.11482970960000001,-0.075162669,-1.4292039811000001,-2.011916374
SRX6072761,0.1714734672,0.1834367597,-2.2918238568,-2.6037749268
SRX6072762,0.18809385550000002,-0.11506909100000001,-1.1043363261,-1.6823678217
SRX6072763,0.36945422180000004,0.30969159090000004,-1.0414759019,-1.3487175412
SRX6072764,0.35548887830000003,-0.0800218446,-1.9541490369,-2.6943445361
SRX6072765,-0.4275502343,-0.0012378769,-1.3014141205,-1.3441247219
SRX6376491,2.6850224516,1.1834528276,0.058967875100000004,0.3884875823
SRX6376492,2.9317459656000002,0.6724002053,0.4325188294,-0.5969596336
SRX6376493,3.203005285,0.7166166706,0.3651401401,-0.5659004567
SRX6376494,4.3028318073000005,0.7691011558,0.3031667234,-0.0935854512
SRX6376495,4.1442531455000005,1.6649972439,0.5607168899,0.5881320571
SRX6376496,4.5979147113,1.4494006834,0.24980511200000002,0.0062546259000000005
SRX2723951,-1.3202422796,0.6134218997,0.3229180217,0.8005440749
SRX2723952,-1.6245663871,0.3504857809,0.2500741869,1.5400928165
SRX2723953,-0.9861113712,0.5410519742000001,-0.0102766578,1.165165846
SRX2723954,-1.9607647707,0.7715623848000001,0.8953470126,1.6569642902
SRX2723955,-0.9497159994000001,0.3036578132,-0.0294442739,0.42661530950000004
SRX2723956,-1.1770404496,0.3890188819,0.3449579512,0.5043910180000001
SRX2723957,-0.15077959130000002,0.059076372200000005,-0.1368342948,0.1344209102
SRX2723958,0.0612027086,-0.210192344,-0.8591700699,0.5914964751
SRX2723959,-0.3336857284,0.0383669912,0.1951886834,-0.1552655211
SRX2723960,-0.0884056657,0.8290417789000001,0.5777928722,0.9219215527
SRX2723961,-2.3837786479,0.7250464616000001,0.8973081138000001,2.6036278718
SRX2723962,-0.5192767986,0.470252981,0.5821506462,0.5684209828
SRX2723963,0.1785989128,0.11500345340000001,-0.0528859675,-0.0487794438
SRX2723964,-0.1978553036,0.24522662480000001,0.3506374453,1.0069706613
SRX2723965,-0.6058393756,0.2980338976,0.4988030261,0.3844056348
SRX2723966,-0.18853827780000001,0.0913181286,0.1588237323,0.3210158628
SRX2723967,0.0861280724,0.0020367179000000003,-0.0093619674,-0.1575378957
SRX2723968,0.10241020540000001,-0.0933548465,-0.14946176490000002,-0.1634779671
SRX6977206,-0.2322779255,-0.3421882794,-1.2447317966,-0.0695481159
SRX6977207,0.2355271447,-0.4312327869,-1.3351775503,-0.6199963682
SRX6977208,-0.3749054167,0.3558860573,0.1806738916,0.8252360328
SRX6977209,-0.9896335625,0.5064131805000001,-0.4059601846,0.6550968657
SRX6977210,0.6990438092,0.7380203073,0.5305017506,0.7470021076000001
SRX6977211,0.7227936975,-0.3644789724,0.1572812845,0.0099263738
SRX6977212,-0.5030850246,0.1046008,-0.2011585217,-0.0489268008
SRX6977213,-0.21970867300000002,0.2598781724,0.0438772372,0.039000427000000004
SRX6977214,0.63861825,0.14063928350000002,-1.7881318308,-0.2918315227
SRX1153733,0.0850772114,0.0040299002,0.051435538,-0.0049263427
SRX1153734,-0.0850772114,-0.0040299002,-0.051435538,0.0049263427
SRX1153735,0.86393766,0.09323594310000001,0.1566189617,-0.3177916183
SRX1153736,-0.1460204229,-0.3045160223,0.0159782929,-0.24866018880000001
SRX5204053,-4.7650941853,-0.256008345,-0.00223378,-0.3847065957
SRX5204054,-9.5715800825,-0.4929102126,0.6858460725000001,0.6528346928000001
