,A,XylR,Crp
abx_mega__ramo_h2o__1,-1.4345011033000001,-0.44117403990000004,-0.3443110079
abx_mega__tec_h2o__2,-2.4806159499,-0.5085545746,-0.9407234058
abx_mega__h2o-7__1,-0.3547753335,-0.3527236905,-0.0040549861000000005
abx_mega__cro_h2o__1,-0.4823376219,-0.7201638929,-0.1478341465
abx_mega__tric_ethanol__1,-1.6110663291,-0.6282700787000001,-0.1558928562
abx_mega__nor_naoh__1,-0.6256916264,-0.0086088866,0.2764607147
abx_mega__teix_dmso__2,1.3827097080000001,0.1614283979,-0.14661147630000002
abx_mega__nal_naoh__3,-1.2282370033,0.435437247,0.2201400917
abx_mega__novo_h2o__2,0.0972924676,-2.1486580873,0.1874058842
abx_mega__dmso-10__2,2.3584748988,-0.08911739440000001,0.0513472187
abx_mega__phos_h2o__3,-1.3277358722,0.047297503500000004,0.3866879371
abx_mega__dmso-6__2,2.4841575411,0.1145467133,-0.0602559214
abx_mega__rfp_ethanol__1,2.5047002576,-0.081762285,-1.4743546362
abx_mega__dmso-5__3,1.0449738746,0.3136587186,-0.13444608700000002
abx_mega__amyc-d_dmso__1,2.9146463663,0.2471872795,-1.621907484
abx_mega__sxt_dmso__1,-0.9943280811,-0.6786257133,-0.0376343135
abx_mega__dmso-1__1,0.2092520544,0.17237394450000001,-0.0810478849
abx_mega__pen_h2o__1,0.33536960450000003,-0.6955458043,0.1296583874
abx_mega__dmso-10__3,1.5262626561000001,-0.3624340703,0.2017965224
abx_mega__nal_naoh__4,-0.1627771743,0.1989937205,0.1490464558
abx_mega__cip_naoh__1,-0.5048497543,0.0899817351,0.2623448043
abx_mega__pen_h2o__2,-0.3535217422,-0.3718249987,-0.22631582460000002
abx_mega__ery_dmso__2,1.7419460832,-0.0212448742,-1.9945889461
abx_mega__dmso-2__2,-0.4316143725,1.2311317508,-0.303318389
abx_mega__van_dmso__2,-0.15497106230000002,-0.8140724658,-0.9213934478
abx_mega__h2o-1b__1,-0.9747719607,-1.0527322524,-0.5542551321
abx_mega__ery_h2o__1,-2.2906984227000002,-1.3804850688,-2.4371824129
abx_mega__bacit_h2o__1,-1.3375121729,-1.1577814694,-0.6975730314
abx_mega__chl_h2o__2,-1.4761020819000001,-0.8481495487,-2.788252041
abx_mega__str_h2o__2,-0.5402951934,0.6225583105,-0.46271994780000003
abx_mega__rfp_ethanol__2,4.1191660101,0.6242302324,-1.0117169578
abx_mega__polmyx_h2o__2,-0.7769201193,-0.06749649740000001,-0.1729404675
abx_mega__tric_h2o__1,-0.4234906438,0.0745654818,0.2138522692
abx_mega__cip_naoh__2,-0.4101381564,0.0029681141,0.22403181360000002
abx_mega__novo_h2o__3,0.6543166891000001,-1.9233073869,-0.09237995040000001
abx_mega__bacit_dmso__1,1.8448418519,-0.0226038062,-0.38942819040000004
abx_mega__gen_h2o__1,-0.7524970076,0.9395177676,-1.1362642293
abx_mega__bacit_dmso__2,2.6945160120000002,0.44730361350000003,-0.41342659340000004
abx_mega__chl_dmso__1,0.0048072918,-0.5962218890000001,-1.6036324816
abx_mega__bacit_h2o__2,-1.9949976539,-0.7198584479,-0.5104274184
abx_mega__lvx_dmso__1,-0.170089562,-0.0022756191,-0.1584196907
abx_mega__bacit_h2o__3,-1.8338098634,-0.9060987552,-0.6589226995
abx_mega__nor_naoh__2,-0.7854237449,-0.0573504993,0.1764471632
abx_mega__amyc-d_dmso__2,3.4226065463,0.408808669,-0.5799739837
abx_mega__polmyx_h2o__3,1.4984563,0.7966750755,-0.6950204566
abx_mega__naoh-6__1,-1.2141326590000001,0.14368722920000002,0.245553549
abx_mega__cst_h2o__2,2.5682460962,0.5353275475,-0.24882076420000002
abx_mega__h2o-1b__2,-2.1582080941,-1.1806436929,-1.0972302127
abx_mega__rfp_h2o__1,3.4549455776,0.5223267185,-2.0210704043
abx_mega__tet_h2o__1,-1.5016188515,-0.9916603492,-1.6584843203
abx_mega__flavo_dmso__1,-0.8651173771,-0.22074958300000003,-0.2397944182
abx_mega__zeocin_h2o__1,-0.3262670733,-0.4158676368,0.1989831632
abx_mega__nor_naoh__3,-0.34238467840000003,-0.1081177573,0.10670366340000001
abx_mega__rach_dmso__2,-0.5857548505,-0.5481384317,-0.1227589166
abx_mega__thio_dmso__2,-0.0182942302,-0.20164830860000002,-1.4531793695
abx_mega__amyc-d_dmso__3,1.9993328774,-0.1619936418,-1.642695013
abx_mega__rif_dmso__2,5.5187214162,1.3544843254,-0.659556922
abx_mega__amyc-d_dmso__4,0.9645553731000001,-0.20901928720000001,-0.5482364304
abx_mega__teix_dmso__3,-1.7103982207000001,-0.5658305568,-0.1455592358
abx_mega__valin_dmso__1,4.5880697343,0.45129327700000005,-0.6506498564000001
abx_mega__teix_dmso__4,0.4488707751,0.1008516104,-0.0665078507
abx_mega__ethanol-10__1,0.434401176,-0.2331585558,0.0163008612
abx_mega__inh_h2o__1,0.3037245249,-0.6768544347000001,0.3281616036
abx_mega__rif_dmso__3,1.8185029501,-0.1756672455,-1.3897674496999999
abx_mega__van_dmso__3,1.1114865461,-1.1275207951,-0.94657928
abx_mega__doxo_dmso__1,-1.0917418421,-1.3770536464,-0.11358356480000001
abx_mega__tmp_dmso__1,-1.020890079,-0.13343306230000002,0.2090437913
abx_mega__ethanol-10__2,0.5916820688000001,-1.1929182035,0.156288703
abx_mega__tmp_dmso__2,-1.4226728359,-0.0024443699,0.1914919696
abx_mega__amyc-d_dmso__5,-0.3401623339,-0.3029811543,-1.6521756011000002
abx_mega__novo_h2o__4,5.5832373146,0.044925986800000005,-0.2527058608
abx_mega__cro_h2o__2,-0.1173505608,-0.5250093373,-0.30657057660000003
abx_mega__cro_h2o__3,-0.9133441931,-0.6252413743,-0.2669976047
abx_mega__gen_h2o__2,-0.5737444018,1.1411945605,-1.0307723459
abx_mega__phos_h2o__4,-1.0066708296,0.6446987497000001,-0.0309958632
abx_mega__metro_dmso__2,-1.2264657859,0.3690227277,-0.3804310446
abx_mega__ery_h2o__2,-3.1092729822,-0.7123404587000001,-2.3462003852
abx_mega__sacet_h2o__1,-0.8591377049000001,0.6893370334000001,-0.6041545277
abx_mega__nal_naoh__5,-1.1753239747,0.3674018753,-0.054980210200000004
abx_mega__bacit_h2o__4,-1.8726247299,-0.8528774759000001,-0.7076949831
abx_mega__cip_naoh__3,-0.6610814431,0.1281768774,0.1102525246
abx_mega__ethanol-8__1,1.0469252307,-0.47335065270000004,-0.0590977866
abx_mega__h2o-8a__1,0.009353150900000001,0.28083712050000004,-0.22081801820000002
abx_mega__ery_h2o__3,-1.8759833602,-1.0728239673,-2.3057897995
abx_mega__flavo_dmso__2,-0.9470123711,-0.5436729679,-0.3165443482
abx_mega__rif_dmso__4,2.9642919469,-0.22412271390000002,-1.5399098517
abx_mega__novo_h2o__5,-1.3673933087,-2.8903843946,-0.3411830033
abx_mega__teix_dmso__5,0.5752490926,-0.501515975,-0.0340696975
abx_mega__naoh-2__1,-0.8016498109,-0.012557838600000001,-0.31705369640000003
abx_mega__novo_h2o__6,0.5257717315,-1.7143220693,-0.5697764494
abx_mega__ctx_h2o__3,-0.5198039149,-0.9333309835,-0.31765341210000003
abx_mega__rach_dmso__3,-0.36652278660000004,-1.1362754564,-0.25011430100000004
abx_mega__valin_dmso__2,4.8958105899,0.9785534176,-0.8373204843000001
abx_mega__amyc-d_dmso__6,-0.3713855616,0.0282687291,-1.2728116676
abx_mega__dox_dmso__2,2.4799342473,0.2171712621,-0.025511662
abx_mega__teix_dmso__6,0.5766456377,-0.8156602046,0.1480773849
abx_mega__naoh-6__2,-0.9650000218,0.0508600803,0.1439389809
abx_mega__inh_h2o__2,-0.2734406442,-1.3207559942,0.0779751018
abx_mega__chl_h2o__3,-0.10886640310000001,-1.9085800261,-2.8414442095
abx_mega__nal_naoh__6,-0.39767347340000003,0.1796599365,0.0426535923
abx_mega__chl_dmso__2,0.8043324461,0.052250149,-1.6022828696
abx_mega__rach_dmso__4,0.3385045968,-0.5381288861,-0.0800003088
abx_mega__teix_dmso__7,1.6017229075000001,-0.4277155949,0.0001683552
abx_mega__ceru_ethanol__1,-0.0731882575,-0.2163319775,0.1315329539
abx_mega__dmso-7__1,1.1796922912,-0.20350531530000002,-0.1486598298
abx_mega__naoh-6__3,-0.7359490267000001,0.078193409,0.232671539
abx_mega__phos_ethanol__2,-0.0912689935,-0.18060788600000002,0.2168248136
abx_mega__metro_dmso__3,-1.2974663464,0.0257176379,-0.3791651303
abx_mega__van_dmso__4,1.4888408077,-0.7832461309000001,-0.8353134788000001
abx_mega__h2o-10__1,-1.0024321643,-0.5031056356,-0.0202364792
abx_mega__h2o-10__2,-0.5450320796,-0.0696029779,-0.0607073754
abx_mega__dmso-6__3,2.2706475257,0.2977769136,-0.2527744328
abx_mega__mem_dmso__1,-1.0869405503,-0.4153673237,-0.1981004934
abx_mega__ethanol-8__2,0.7749329529000001,-0.1601543061,-0.021523506600000002
abx_mega__chl_h2o__4,-0.5980185816,-1.2687388279,-2.6700349591
abx_mega__van_h2o__1,-2.3246396696,-0.2780418286,-0.9103162108
abx_mega__dcs_h2o__1,-0.7939976767,-0.0422798046,0.0943710534
abx_mega__rif_dmso__5,1.6940957138,0.495814615,-0.1829334597
abx_mega__dox_dmso__3,-1.0025717305,-0.19462209600000002,-0.3972091841
abx_mega__mem_dmso__2,-1.6365647596000001,-0.3347182273,-0.2638287498
abx_mega__lvx_dmso__2,1.0815917131,-0.1956031604,0.0417388443
abx_mega__tet_h2o__2,1.0206436715,-0.10348366020000001,-2.2693012292
abx_mega__phos_h2o__5,-0.11951723110000001,1.2990902382,-0.1972134109
abx_mega__monac_dmso__1,0.3151973592,-0.5495074943,-0.8663395759
abx_mega__str_h2o__3,-0.2635469181,-0.6865934454,0.1259657223
abx_mega__zeocin_h2o__2,6.6195575872,1.6083783452,-0.6476176532
abx_mega__amyc-d_dmso__7,-1.9371725741999999,-0.32486220800000004,-1.42088019
abx_mega__fidax_dmso__1,1.3489544423,-0.0380018847,0.007690172800000001
abx_mega__h2o-1a__1,0.1289173954,0.0225130162,0.0575483496
abx_mega__dox_dmso__4,-0.5208506740000001,0.0894309747,0.2665585241
abx_mega__lzd_dmso__2,-2.3101952241,-1.0121253677,-1.9463157999
abx_mega__tet_h2o__3,-1.3841764569000001,-0.6783009611,-1.5689931018
abx_mega__dmso-1__2,-0.08168246450000001,0.0902454028,-0.0638843971
abx_mega__sxt_dmso__2,-1.6483971233,-0.4643741591,-0.6176702001000001
abx_mega__tric_ethanol__2,-0.8422751875000001,-0.8159824336,-0.058214080700000004
abx_mega__teix_dmso__8,-2.6114621901,-0.6424795145000001,-0.3208467193
abx_mega__ramo_h2o__2,-1.8709320372,-0.7660552155,-0.3043319677
abx_mega__inh_h2o__3,-0.2056824036,-0.2041822656,0.2263080572
abx_mega__cst_h2o__3,-0.5788726901,-0.2310318516,-0.6604587882
abx_mega__dmso-9__1,1.5079762452,-0.0736578534,0.1652363888
abx_mega__ethanol-8__3,2.7402245902,-0.7009765287,0.073808526
abx_mega__monac_dmso__2,-0.17866070050000002,-1.001972825,-1.4421129371
abx_mega__dmso-9__2,1.5064530652,-0.2555316409,0.0124821121
abx_mega__metro_dmso__4,1.5838754735,0.610774853,-0.0624036472
abx_mega__ctx_h2o__4,-1.2987741919,-0.7554674560000001,-0.3304413054
abx_mega__zeocin_h2o__3,7.5967483244,2.1093934254,-0.8187488844
abx_mega__bacit_h2o__5,4.5250293772,0.7467304735,-0.6212632720000001
abx_mega__reta_dmso__1,-1.4622308402,-0.7767309208000001,-2.0377494386
abx_mega__ery_h2o__4,0.8594433413,-0.955184734,-2.3919325405
abx_mega__ceru_ethanol__2,-1.8429489251,-0.2341394172,-0.2507206522
abx_mega__fidax_dmso__2,1.2830940631,-0.3472662388,0.07346573220000001
abx_mega__novo_dmso__1,-1.0284571901,-1.8542827872,0.3143882568
abx_mega__naoh-6__4,-0.8526342157000001,-0.503927416,0.1617989176
abx_mega__amyc-d_dmso__8,2.5426611424,0.3054145204,-0.4081937196
abx_mega__chl_dmso__3,-0.07303783900000001,-0.5978436011,-1.7002395932
abx_mega__nal_naoh__7,-0.42913601430000003,0.2744530612,0.1538530863
abx_mega__teix_dmso__9,1.1373222719,-0.5625900256,0.1414549701
abx_mega__ery_dmso__3,1.7392849264999999,0.7395010151,-1.7943494913
abx_mega__tmp_dmso__3,-0.2004968712,0.2881576889,0.2193526747
abx_mega__sxt_dmso__3,-0.5833623821,-1.1693444162,-0.3849941899
abx_mega__polmyx_h2o__4,0.3493644151,1.1575149934,-0.732440443
abx_mega__mem_dmso__3,0.376280113,-0.14721264650000002,0.1017285234
abx_mega__nal_naoh__8,-0.3497234226,0.7897242604,-0.2163555027
abx_mega__pen_h2o__3,-1.4187484012,-0.1357274933,-0.1832599433
abx_mega__van_dmso__5,1.149162241,-0.3444875186,-0.9702752261
abx_mega__zeocin_h2o__4,5.9200512595,1.2615290091,-0.7029806271
abx_mega__h2o-6__2,-1.5835253753,0.272223891,0.2689052974
abx_mega__tet_h2o__4,-1.7059415916,-0.9612889799000001,-1.7485042558
abx_mega__nor_naoh__4,-0.2836554458,0.1793896553,0.2638014382
abx_mega__cip_naoh__4,-0.5684179271,0.3397141695,0.1813226141
abx_mega__tmp_dmso__4,-2.3352051078000002,-0.0717265581,-0.0659537084
abx_mega__reta_dmso__2,-0.20815638120000002,-0.24076139400000002,-2.6935232182
abx_mega__mem_dmso__4,-1.3211623806000001,-0.8417851759,-0.24608755940000002
abx_mega__dox_dmso__5,-2.0902192825,-0.8087689339,-1.4072956342
abx_mega__tmp_dmso__5,1.0669319734,0.2985288357,0.13500124700000002
abx_mega__flavo_dmso__3,0.0014642588,-0.39807924310000004,-0.16266356510000002
abx_mega__tmp_dmso__6,-0.5585428235000001,-0.1315391371,-0.08100398930000001
abx_mega__ceru_ethanol__3,-1.7854563652,-1.3691549723,-0.0203257193
abx_mega__teix_dmso__10,-0.9870571462000001,-0.0652694557,-0.0864598209
abx_mega__novo_h2o__7,0.8336958889,-1.4177422431,0.09512308080000001
abx_mega__fidax_dmso__3,1.872054151,-0.153151542,0.056592892000000006
abx_mega__h2o-1a__2,0.5433893125,0.0436697523,-0.0203162279
abx_mega__dcs_h2o__2,-0.48649010140000004,0.0193021357,0.08127249760000001
abx_mega__cst_h2o__4,-0.8208955564,-0.1919472855,-0.42764759150000003
abx_mega__van_h2o__2,-1.4043556748000001,-0.3543231697,-0.3318785326
abx_mega__pen_h2o__4,-0.9676053802000001,-0.23396971060000002,-0.1072682971
abx_mega__h2o-8b__2,-0.2308542919,0.0422412391,0.2832759084
abx_mega__reta_dmso__3,-0.8704072178000001,-1.1696894277,-2.220698214
abx_mega__dmso-7__2,0.2428072732,-0.3023688665,-0.324421403
abx_mega__rfp_h2o__2,3.0579220418,0.3563478834,-2.078741852
abx_mega__rif_dmso__6,4.8619209771000005,0.6404339582,-0.8986833081000001
abx_mega__sxt_dmso__4,-0.5276086875,-0.6529809144000001,-0.39061972300000003
abx_mega__cip_naoh__5,-1.6174443206,-0.1687926857,0.5302146851
abx_mega__dmso-9__3,-0.2890533335,-0.3253919221,-0.0648156579
abx_mega__mem_dmso__5,-0.8781030948,-0.24142289620000001,-0.2015433442
abx_mega__tric_h2o__2,-0.0280208796,-0.24411688990000002,0.0561230447
abx_mega__phos_h2o__6,-1.7141170457000001,-0.15438416530000001,0.1840419059
abx_mega__h2o-7__2,-0.44953324600000005,-0.5708052578,-0.0687134662
abx_mega__h2o-10__3,-0.9076217005,-0.3149277176,-0.0029101905
abx_mega__h2o-8a__2,0.0005338259,-0.1074210282,-0.2414092729
abx_mega__thio_dmso__3,-1.199271921,-0.9092171432,-1.3992598427
abx_mega__lzd_dmso__3,-2.0396221545,-0.7855855399,-1.4757436121
abx_mega__monac_dmso__3,0.5924766891000001,-0.354796588,-1.5239909109
abx_mega__polmyx_h2o__5,-2.0151718783,-0.5017855119,-0.5778881676000001
abx_mega__naoh-6__5,-2.0543137336,0.071218048,0.2383405456
abx_mega__teix_dmso__11,-2.0747044988,-0.3171093327,0.2231626615
abx_mega__van_h2o__3,-0.7303173787,-1.1032884897,-0.6145709097000001
abx_mega__teix_dmso__12,-0.1139419623,-0.0852864805,0.0065499987
abx_mega__dox_dmso__6,-1.0118701604,0.44323955140000004,-0.2166458346
abx_mega__teix_dmso__13,-0.6597435033,-0.7695194439,-0.6082655704000001
abx_mega__h2o-7__3,-1.1261736573,-0.5132847271000001,0.012213341
abx_mega__str_h2o__4,-3.7388294371,1.4986565688,-0.8489028276
abx_mega__tec_h2o__3,-1.7763005066000002,0.1006605072,-1.5276697252
abx_mega__phos_h2o__7,-1.8319245845,-0.0609342027,0.23647347670000002
abx_mega__chl_h2o__5,-1.0672538088,-0.5729333175,-2.8546736802
abx_mega__polmyx_h2o__6,0.1197043096,1.095935707,-0.6676717403
abx_mega__teix_dmso__14,-2.375231325,-0.2230861667,0.10364661430000001
abx_mega__rif_dmso__7,2.4816522483,0.28494144,-0.8174938777
abx_mega__ramo_h2o__3,-0.6787141801000001,-0.0899104631,-0.1972418484
abx_mega__fidax_dmso__4,0.9304835098,-0.0380803479,-0.2550231206
abx_mega__teix_dmso__15,0.8241028557000001,-0.5075084474,-0.1637807405
abx_mega__thio_dmso__4,-1.5659921903,-0.9782890837,-1.3135012281
abx_mega__rif_dmso__8,5.3844934077,0.9458876347,-1.2176583871
abx_mega__reta_dmso__4,-0.2890289301,-1.0872456964,-2.7449780099
abx_mega__inh_h2o__4,-0.7167568910000001,-1.0975765097,0.1674650962
abx_mega__novo_dmso__2,-0.0356126578,-1.2339189532,0.7184192778
abx_mega__dcs_h2o__3,-0.24046006620000002,0.0646694216,-0.0899811296
abx_mega__h2o-8b__3,-0.0169061861,0.048446586800000004,-0.0284053616
abx_mega__valin_dmso__3,-0.4998180817,-0.5603200322,-0.4440190169
abx_mega__h2o-2__1,-0.8434688508,1.1040782378,-0.3742459546
abx_mega__cro_h2o__4,-0.0183982229,0.0773411255,-0.0823108953
abx_mega__dcs_h2o__4,-1.1836066008000001,-0.20859311120000001,0.19009073370000001
abx_mega__str_h2o__5,-0.8920544379,-0.10178419450000001,0.1230572979
abx_mega__h2o-8a__3,-0.5354902996,-0.294699947,-0.3090692798
abx_mega__dox_dmso__7,-2.0023344702,-0.4557748962,0.1271493457
abx_mega__doxo_dmso__2,-0.6309317092,-1.3232088269,-0.057352962300000004
abx_mega__teix_dmso__16,-2.0444562594,-1.0092554396,-0.7911037301
abx_mega__rfp_h2o__3,2.7483459028,-0.0140390944,-2.2550692285
abx_mega__ethanol-10__3,1.6522090202,-0.4562723522,0.09459037740000001
abx_mega__naoh-2__2,-0.564653045,0.7934559385000001,-0.3417330189
abx_mega__van_h2o__4,-2.0263477998,-0.6169700952,-0.7655932475
abx_mega__sacet_h2o__2,-1.7550917722000001,0.3098197717,-0.8230648089
abx_mega__monac_dmso__4,0.4532745134,-0.6748337489,-1.0244460877
abx_mega__h2o-2__2,0.0809809762,2.0160331456,-0.3020521984
abx_mega__zeocin_h2o__5,0.17557526510000002,-0.5294785295000001,0.0940214917
abx_mega__nor_naoh__5,0.0545508376,0.6052312586,0.0455558508
abx_mega__naoh-9__2,-0.2936951729,0.46148801770000003,0.22416250880000002
abx_mega__dmso-7__3,0.9835922158,-0.3473359286,-0.4554145486
abx_mega__van_h2o__5,-1.9304532692,-0.8454422059000001,-0.9496879326000001
abx_mega__flavo_dmso__4,-0.40883496300000005,-0.017444238600000002,-0.14394191280000002
abx_mega__novo_dmso__3,-0.5978638357,-1.5238896385,0.257330798
abx_mega__polmyx_h2o__7,-0.9678135430000001,-0.2255387054,-0.3373228733
abx_mega__teix_dmso__17,0.8576065453,-0.6642509446,0.035948117
abx_mega__doxo_dmso__3,-0.8174906856,-1.4288835799,-0.3182627866
abx_mega__mem_dmso__6,1.1458720734,0.4524303182,-0.1118469182
abx_mega__h2o-1a__3,-0.6723067079,-0.0661827685,-0.0372321217
abx_mega__bacit_dmso__3,3.9895693339,0.7160207991,-0.4922607946
abx_mega__dox_dmso__8,-2.0442280537,0.8897443285000001,-0.4416388787
abx_mega__teix_dmso__18,0.32937212320000003,-0.0350654376,0.0105278607
abx_mega__h2o-6__3,-1.6434612247,0.0564641948,0.2876777482
abx_mega__pen_h2o__5,-0.0306487036,-0.0287610298,-0.1645882529
abx_mega__lzd_dmso__4,-2.0000934531,-1.0412648726,-0.8421746734000001
abx_mega__daro__1,-1.4532079347,-0.5835589065,-0.7797289048
abx_mega__solv__1,-2.3531870246,-0.9672553279,-0.9412126322000001
abx_mega__daro__2,-0.1749462702,-0.6003713150000001,-0.555678611
abx_mega__daro__3,-0.0210155355,-0.38890551230000003,-0.38526479500000005
abx_mega__solv__2,-2.5734824770999998,-1.4598260315,-1.0984957077
abx_mega__solv__3,0.1432881019,-0.19731296880000002,-0.4458656036
abx_mega__dmso-4__1,4.7824572691,1.1958703956,-0.23661516940000002
abx_mega__kirr_dmso__1,1.1181909407,-0.2090393495,-1.8181327083
abx_mega__kirr_dmso__2,0.3144529152,-0.4002900392,-2.037821897
abx_mega__kirr_dmso__3,3.1719719931,0.7348545538,-2.2059426753
abx_mega__dmso-4__2,5.9641551443,1.3578544449,-0.4792645071
abx_mega__dmso-4__3,4.9591421327,0.9295277018,-0.054275376300000004
ackA_pta__dnaA46_del_ackA__1,-0.3977926547,0.0701553692,1.2971935035
ackA_pta__dnaA46_del_ackA__2,-0.9109384635000001,0.3708958552,2.020927993
ackA_pta__dnaA46_del_ackA__3,-0.3137037025,-0.359804324,0.5760517667
ackA_pta__dnaA46_del_pta__1,0.6688166488,1.0843633573,2.383091682
ackA_pta__dnaA46_del_pta__2,-0.7796429059000001,-0.1392481521,1.2512872247
ackA_pta__dnaA46_del_pta__3,-0.5427838301,0.6196333432000001,1.4331106707
ackA_pta__dnaA46__1,-0.30549645810000003,-0.0832323371,0.1517886605
ackA_pta__dnaA46__2,0.4277689864,-1.0670729365,-0.2646015759
ackA_pta__dnaA46__3,-0.008262248100000001,-0.0800151085,0.256464884
ackA_pta__del_ackA__1,-0.5681824975,0.19841776190000002,0.9591927252
ackA_pta__del_ackA__2,0.46597451170000004,1.0158330907,2.5388323397
ackA_pta__del_ackA__3,-0.132152865,0.160989181,0.9744724369000001
ackA_pta__del_pta__1,-0.2219000482,-0.4417165947,-0.30103145470000003
ackA_pta__del_pta__2,-0.8377172497,-0.5787760612,1.2020478367
ackA_pta__del_pta__3,-0.2644690401,0.011847241900000001,0.7380002376
ackA_pta__wt__1,0.0883894545,0.067631166,0.0829169912
ackA_pta__wt__2,-0.1061352765,0.055066399,-0.075921268
ackA_pta__wt__3,0.0177458219,-0.12269756500000001,-0.006995723200000001
anticancer__5fu__1,-3.3972808494,-0.5043910392000001,-0.2546401567
anticancer__5fu__2,-2.7859367081,-0.626635703,-0.30518404320000003
anticancer__cap__1,-1.40568297,-0.3067784595,-0.5181824078
anticancer__cap__2,-1.7086636548,-0.5133527459,-0.675081557
anticancer__cap__3,-2.7857162668,-0.4363581596,-0.7835359689
anticancer__wt__1,0.0039107328,0.2548247488,0.2440588662
anticancer__wt__2,-0.0062338844000000004,-0.19916851260000001,-0.0309117965
anticancer__wt__3,0.0023231515,-0.0556562361,-0.21314706960000002
anticancer__5fu__3,-3.51203927,-0.7456059406000001,-0.39514538390000004
bio_pln__aero_pln__1,0.24139321500000002,0.160158972,0.1831441383
bio_pln__aero_pln__2,-0.24139321500000002,-0.160158972,-0.1831441383
bio_pln__anaero_pln__1,0.3697081276,0.2057146879,-0.1003374077
bio_pln__anaero_pln__2,-1.2628644848000001,-0.2272220725,-0.0489066405
biocide__bzcl_12h__1,-0.5413281091000001,-0.34119772730000003,-0.1152614403
biocide__bzcl_12h__2,0.9634316444000001,0.4281995575,0.33069778580000003
biocide__bzcl_12h__3,0.3430778734,-0.1203699388,0.0395780566
