,A,GcsR
FleQ:Del_fleQ:3.0,0.8429612759212565,0.284420142333333
FleQ:OE_wspR:1.0,-2.9468767232761213,0.0366937173333332
FleQ:OE_wspR:2.0,-2.749036883643577,-0.2368882106666667
FleQ:Control:1.0,-0.0988128424338077,-0.0035722946666667
FleQ:OE_wspR:3.0,-1.6874266025949751,-0.3566697486666665
FleQ:Control:2.0,-0.190905699126798,0.0044057583333336
FleQ:Control:3.0,0.2897185427559269,-0.0008334636666669
Fuel:Butanol:1.0,2.136930196487936,-2.4002505585000007
Fuel:Butanol:2.0,2.9686061239289483,-2.2216863785000003
Fuel:Control:1.0,-0.1312748904545018,0.0255341404999995
Fuel:Control:2.0,0.13127489092882,-0.0255341405000004
Fuel:Isopentanol:1.0,-1.7581611863727755,-3.7153683495000007
Fuel:Isopentanol:2.0,-3.1468950927622608,-3.7982392595000007
Glycolaldehyde:Glycolaldehyde:1.0,-1.451648597721105,-0.6688573364999995
Glycolaldehyde:Control:1.0,-0.1910620613328062,-0.0916361365
Glycolaldehyde:Glycolaldehyde:2.0,-2.0802127456950705,-0.9512757294999998
Glycolaldehyde:Control:2.0,0.1910620612534286,0.0916361365
HNS_protein:Control_ex:1.0,0.2522932195130474,0.0098901065000003
HNS_protein:Del_turB_ex:1.0,1.5715027934992054,-0.3203537585000005
HNS_protein:Del_turB_ex:2.0,2.134367517727332,-0.0109150145
HNS_protein:WT_pCAR1_ex:1.0,-4.300709974936941,-0.2211494075000004
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,-6.852284789755586,0.1970299505000001
HNS_protein:WT_pCAR1_Del_turA_st:1.0,-5.462834319499806,0.1656906815000001
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,-6.556205249381928,0.3888894885000002
HNS_protein:WT_pCAR1_Del_turA_st:2.0,-6.691074968349729,0.2288813115000003
HNS_protein:WT_pCAR1_ex:2.0,-2.9914698156871675,-0.3839663255000003
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,-5.938464631720286,-0.1284567755000001
HNS_protein:WT_pCAR1_Del_turB_st:1.0,-7.142132812220223,0.2296017225
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,-7.045644244035649,-0.0707341365000004
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,-5.82796460028944,0.2233853594999999
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,-8.456305549379591,0.2466868804999995
HNS_protein:WT_pCAR1_Del_turB_st:2.0,-7.812754644424082,0.4037966774999999
HNS_protein:Control_ex:2.0,-0.2522932195871609,-0.0098901065000003
HNS_protein:WT_Del_turA_ex:1.0,1.4192160877768876,-0.3676061485000002
HNS_protein:WT_Del_turA_ex:2.0,2.807883427099976,-0.1561587974999998
Mobile_gene:2737_exp:1.0,0.4472246423081434,-0.0917413377500002
Mobile_gene:2737_exp:2.0,-0.0487368465980433,0.2288041662499997
Mobile_gene:2737_exp:3.0,-0.1295270954174016,-0.1044960587500001
Mobile_gene:2737_exp:4.0,-0.2689606991265035,-0.0325667697500002
Mobile_gene:2737_reg:1.0,-5.57567843219775,-0.0062895317500002
Mobile_gene:2737_reg:2.0,-4.764081000531579,-0.1554685077500002
Mobile_gene:2737_reg:3.0,-5.829777642260172,-0.2974511447500001
Mobile_gene:2737_reg:4.0,-5.3413704574702665,0.0171141982499998
Mobile_gene:3227_exp:1.0,-0.7907285263503567,-0.0631748307500004
Mobile_gene:3227_exp:2.0,0.46496961176941,0.1347686162499997
Mobile_gene:3227_exp:3.0,-0.3139977044706183,-0.25650848675
Mobile_gene:3227_exp:4.0,-0.7132309382678588,0.0217175792499997
Mobile_gene:3227_reg:1.0,-4.4462748054801615,-0.1994737037500003
Mobile_gene:3227_reg:2.0,-2.836834755948298,-0.21397604675
Mobile_gene:3227_reg:3.0,-2.755630916435848,-0.1498828477500002
Mobile_gene:3227_reg:4.0,-2.438090809914769,-0.27827786875
Mobile_gene:mfsR_exp:1.0,-2.096246099537101,-1.0967559537500002
Mobile_gene:mfsR_exp:2.0,-5.925699054741636,-1.2938623367500002
Mobile_gene2:Condition1:1.0,1.6103562472188395,-0.0496620172499993
Mobile_gene2:Condition1:2.0,0.1421611663004765,-0.2030196502499999
Mobile_gene2:Condition2:1.0,0.2394957354566327,-0.4265794082499994
Mobile_gene2:Condition2:2.0,0.2402483509332142,0.1467905917500003
Mobile_gene2:Condition2:3.0,0.2814693104784694,0.1453346247500002
Mobile_gene2:Condition2:4.0,-0.7612133928333334,0.1344541917500006
Muconate:CJ522_fructose:1.0,-7.279632751121003,0.6736606533333327
Muconate:CJ522_fructose:2.0,-8.616532653016796,0.3667902793333328
Muconate:CJ522_fructose:3.0,-8.829720309723475,0.2404520483333327
Muconate:CJ522_fructose_glucose:1.0,-8.849280456354212,0.6354355003333327
Muconate:CJ522_fructose_glucose:2.0,-6.931318889821296,0.6609562593333336
Muconate:CJ522_fructose_glucose:3.0,-7.872196744187414,1.1168012223333332
Muconate:CJ522_fructose_glucose_gluconate:1.0,-5.917455821864752,0.4673797913333328
Muconate:CJ522_fructose_glucose_gluconate:2.0,-5.501053773230765,0.5296915403333329
Muconate:CJ522_fructose_glucose_gluconate:3.0,-5.79345609368951,0.6477183153333335
Muconate:CJ522_glucose_gluconate:1.0,-10.173027204233826,0.7501240233333335
Muconate:CJ522_glucose_gluconate:2.0,-8.875268561437537,0.7376070723333332
Muconate:CJ522_glucose_gluconate:3.0,-7.564830020512002,0.493680062333333
Muconate:CJ522_gluconate:1.0,-8.590537433552898,0.835535182333333
Muconate:CJ522_gluconate:2.0,-9.56087080787974,0.7071652633333332
Muconate:CJ522_gluconate:3.0,-9.958401122623226,1.1917807413333334
Muconate:CJ522_glucose:1.0,-9.295225551357214,0.9041815223333328
Muconate:CJ522_glucose:2.0,-7.707252143133057,0.9155962083333332
Muconate:CJ522_glucose:3.0,-9.188522607713043,0.8827871023333329
Muconate:GB032_fructose:1.0,-10.041809009368327,0.5353150073333333
Muconate:GB032_fructose:2.0,-9.756604742867134,0.584356048333333
Muconate:GB032_fructose:3.0,-9.155792912495032,0.6007399193333334
Muconate:GB032_fructose_glucose:1.0,-11.882587708417256,1.322194498333333
Muconate:GB032_fructose_glucose:2.0,-9.295680822158438,0.8316409753333329
Muconate:GB032_fructose_glucose:3.0,-9.64222413947022,0.7910992993333328
Muconate:GB032_fructose_glucose_gluconate:1.0,-7.317723581694313,0.9321032063333328
Muconate:GB032_fructose_glucose_gluconate:2.0,-6.559780341613795,0.8104916213333335
Muconate:GB032_fructose_glucose_gluconate:3.0,-8.01241226424497,0.8620802603333328
Muconate:GB032_glucose_gluconate:1.0,-5.73829651515171,0.8787986253333329
Muconate:GB032_glucose_gluconate:2.0,-8.127958664329787,1.6386299603333332
Muconate:GB032_glucose_gluconate:3.0,-8.018354545791878,0.9955908553333336
Muconate:GB032_gluconate:1.0,-9.07874714884919,0.9716710853333336
Muconate:GB032_gluconate:2.0,-9.733574079293764,0.9706744923333336
Muconate:GB032_gluconate:3.0,-9.375761993492704,1.1201947843333335
Muconate:GB032_glucose:1.0,-7.726169282162858,1.0197813163333334
Muconate:GB032_glucose:2.0,-8.168268347064252,1.4333544123333328
Muconate:GB032_glucose:3.0,-8.611465211721042,1.0139751103333334
Muconate:GB045_fructose:1.0,-10.22642992878105,0.9255139123333334
Muconate:GB045_fructose:2.0,-8.348447108264782,0.9389994443333332
Muconate:GB045_fructose:3.0,-7.938135212975344,1.1524464323333334
Muconate:GB045_fructose_glucose:1.0,-1.2053735169359172,1.0957046533333332
Muconate:GB045_fructose_glucose:2.0,-5.419095048037366,1.2029815683333331
Muconate:GB045_fructose_glucose_gluconate:1.0,-8.597081502224357,1.254740088333333
Muconate:GB045_fructose_glucose_gluconate:2.0,-11.7587212402695,0.958529104333333
Muconate:GB045_fructose_glucose_gluconate:3.0,-8.287560154444419,1.1821321633333333
Muconate:GB045_glucose_gluconate:1.0,-4.962040353519255,0.464762502333333
Muconate:GB045_glucose_gluconate:2.0,-5.447207855600027,-0.0671015876666669
Muconate:GB045_glucose_gluconate:3.0,-5.561619844071821,0.569155395333333
Muconate:GB045_gluconate:1.0,-1.5880581671681446,0.5265247953333332
Muconate:GB045_gluconate:2.0,-2.151311882958889,0.5058836593333331
Muconate:GB045_gluconate:3.0,-1.6030551222551714,0.6358107943333331
Muconate:GB045_glucose:1.0,-6.030087205385825,0.2683132583333329
Muconate:GB045_glucose:2.0,-5.178139781216335,0.4437151683333327
Muconate:GB045_glucose:3.0,-8.566859449018311,0.4951833283333333
Muconate:GB062_fructose:1.0,-10.020315188177369,0.6858667923333335
Muconate:GB062_fructose:2.0,-11.21496463765036,0.8958152283333329
Muconate:GB062_fructose:3.0,-7.7740299468108605,1.0821713353333329
Muconate:GB062_fructose_glucose:1.0,-8.681190825279517,0.9538207973333336
Muconate:GB062_fructose_glucose:2.0,-6.742691384819714,1.1845721903333328
Muconate:GB062_fructose_glucose:3.0,-8.053127927974884,1.025317492333333
Muconate:GB062_fructose_glucose_gluconate:1.0,-8.568949156002054,1.0428962223333331
Muconate:GB062_fructose_glucose_gluconate:2.0,-7.512679417850831,1.218182897333333
Muconate:GB062_fructose_glucose_gluconate:3.0,-7.575712563810556,0.8273676303333333
Muconate:GB062_glucose_gluconate:1.0,-8.324316362060529,1.0146705643333331
Muconate:GB062_glucose_gluconate:2.0,-8.056301584726512,0.8104376943333329
Muconate:GB062_glucose_gluconate:3.0,-9.341118632440372,0.9781063373333329
Muconate:GB062_gluconate:1.0,-11.18398896871134,0.4203390243333333
Muconate:GB062_gluconate:2.0,-9.625725652824796,0.6717617713333328
Muconate:GB062_gluconate:3.0,-9.49874926444503,0.948848270333333
Muconate:GB062_glucose:1.0,-10.56720194153206,0.6508118873333335
Muconate:GB062_glucose:2.0,-9.812383622182864,0.941829266333333
Muconate:GB062_glucose:3.0,-7.950654926754413,0.8401684573333328
Muconate:KT2440_fructose:1.0,-10.92917917873701,0.5102303043333332
Muconate:KT2440_fructose:2.0,-8.343434056187299,0.3702634443333328
Muconate:KT2440_fructose:3.0,-6.323595983367965,0.6209038503333333
Muconate:KT2440_fructose_glucose:1.0,-4.212562251628362,-0.013600655666667
Muconate:KT2440_fructose_glucose:2.0,-4.37390630253681,0.4400718133333332
Muconate:KT2440_fructose_glucose:3.0,0.1880653862105597,0.3117618453333333
Muconate:KT2440_fructose_glucose_gluconate:1.0,-1.8917407612423445,0.4291096393333329
Muconate:KT2440_fructose_glucose_gluconate:2.0,-7.807993826199511,0.1024887183333329
Muconate:KT2440_fructose_glucose_gluconate:3.0,-3.102025011371336,0.3848521923333332
Muconate:KT2440_glucose_gluconate:1.0,-2.553940882275238,0.3932286153333328
Muconate:KT2440_glucose_gluconate:2.0,-0.4796377086877228,0.0509029743333333
Muconate:KT2440_glucose_gluconate:3.0,-3.0880220276834307,0.4729451083333331
Muconate:KT2440_gluconate:1.0,0.2637953938865876,0.4979799193333334
Muconate:KT2440_gluconate:2.0,-1.252342889487546,-0.019123895666667
Muconate:KT2440_gluconate:3.0,-0.1369604698622619,0.1935256153333333
Muconate:KT2440_glucose:1.0,-0.5349583096475795,-0.094345346666667
Muconate:KT2440_glucose:2.0,0.4675240092027181,0.1058937333333331
Muconate:KT2440_glucose:3.0,0.0674343020690296,-0.011548386666667
Multistress:Control:1.0,0.197512115552955,-0.1723143726666669
Multistress:Control:2.0,-1.1302524094797477,0.1295011653333331
Multistress:Control:3.0,0.9327402929725682,0.0428132073333333
Multistress:NaCl_7min:1.0,-3.4227224479021228,-0.9513906086666668
Multistress:NaCl_60min:1.0,-1.6425254009101904,-1.0850556506666669
Multistress:NaCl_7min:2.0,-3.300177547750092,-1.247876166666667
Multistress:NaCl_60min:2.0,-2.2071054455559254,-0.762141634666667
Multistress:NaCl_7min:3.0,-1.6995934020423515,-0.5777298436666669
Multistress:NaCl_60min:3.0,-2.6897369732933254,-0.961932110666667
Multistress:Imipenem_7min:1.0,-1.7851889838023265,0.0070616963333334
Multistress:Imipenem_60min:1.0,-4.880606177823522,-1.6596852836666671
Multistress:Imipenem_7min:2.0,-3.8668448520474734,-1.025923055666667
Multistress:Imipenem_60min:2.0,-4.593832339944307,-0.637834543666667
Multistress:Imipenem_7min:3.0,-3.004212117853633,-0.5617109016666668
Multistress:Imipenem_60min:3.0,-3.410219691546129,-0.3693448136666668
Multistress:H2O2_7min:1.0,-1.7752521845832758,0.8780293353333333
Multistress:H2O2_60min:1.0,-12.176609211390256,0.2635604853333326
Multistress:H2O2_7min:2.0,-3.4444033106344545,-0.4643079686666671
Multistress:H2O2_60min:2.0,-12.550075896589798,0.6501258913333334
Multistress:H2O2_7min:3.0,-2.625148819395477,0.1106990923333333
Multistress:H2O2_60min:3.0,-10.9378481406345,1.245497957333333
Myristic_acid:Control:1.0,-0.6470418074955392,-0.1035006050000002
Myristic_acid:Control:2.0,0.3258589094600136,0.1849750029999999
Myristic_acid:Control:3.0,0.3211828984689406,-0.0814743980000001
Myristic_acid:Myristic_acid:1.0,0.385279275873333,0.0054000869999999
Myristic_acid:Myristic_acid:2.0,-1.877163667771248,0.0630614599999996
Myristic_acid:Myristic_acid:3.0,1.3622761262958087,0.0949939559999997
Phase:WT_Tr:1.0,6.804399677295336,-1.7927254164999995
Phase:WT_Tr:2.0,7.661269705898534,-2.2970844965
Phase:WT_Ex:1.0,1.4080812505681235,-0.1664265044999995
Phase:WT_Ex:2.0,-1.408081250241011,0.1664265045000004
Phase:WT_Tr:3.0,7.604571099393904,-0.002772179499999
Phase:WT_Tr:4.0,8.0271752870631,0.1404606835000006
Phase:WT_St:1.0,10.87809101594776,0.3593276485000007
Phase:WT_St:2.0,10.711024840459842,0.4012159065
RelA:Control:1.0,-0.1801329686311114,-0.0103369783333331
RelA:Control:2.0,0.6125109394181448,-0.0556555383333332
RelA:Control:3.0,-0.4323779712759137,0.0659925166666672
RelA:Del_relA:1.0,-2.162493175588887,0.3862115566666668
RelA:Del_relA:2.0,-0.9738727622289932,0.3274213936666674
RelA:Del_relA:3.0,-1.2820787721818183,0.1600366566666675
RelA:Del_relA_lignin:1.0,-0.9686577300263544,-0.0966050623333325
RelA:Del_relA_lignin:2.0,-0.6777627346088236,0.0231631706666668
RelA:Del_relA_lignin:3.0,-0.7878944721937103,0.0183006786666668
Zn:Zn_ion:1.0,1.4065092881615,0.470471182333334
Zn:Zn_ion:2.0,1.323613076839362,0.5054843103333342
Zn:Zn_ion:3.0,1.9987832245940709,0.6054234123333337
Zn:Control:1.0,-0.2238530475846194,-0.0442872056666656
Zn:Control:2.0,0.0398688385455115,0.0253216943333338
Zn:Control:3.0,0.1839842086018163,0.0189655113333335
ZnO:Control:1.0,-0.9437761324506396,0.2653723794999996
ZnO:Control:2.0,0.9437761326367792,-0.2653723795000005
ZnO:Nano:1.0,-0.4825969557313727,0.1620289484999997
ZnO:Nano:2.0,-0.7796431022744219,0.2849322775000003
ZnO:Nano:3.0,0.7389262948029901,0.0217056275000002
ZnO:Zn_ion:1.0,-0.6769651282401846,0.1451927235000001
ZnO:Zn_ion:2.0,-1.170832877738391,0.3013655144999996
ZnO:Zn_ion:3.0,1.5818091911230514,-0.1973501215000004
