,A,Fis,PurR,ihfB,ArgR,PepA,RutR
evo_bz__w3110d13__3,0.6135852124,0.1507807058,-0.1409948477,0.0859386959,0.0089568,-0.06951180900000001,-0.0113433131
evo_bz__w3110d13__4,-0.3900268818,0.26904184870000003,0.0307843873,-0.5315682872,0.1491128081,0.12444773790000001,-0.2525478239
evo_bz__w3110d13__5,0.2316276494,-0.3688713026,-0.2005728615,0.6184017657,-0.5361401258,-0.31753306070000004,0.4149557707
evo_bz__w3110d13__6,0.7537300284,0.2673839818,-0.0156276475,0.5788651053,-0.20036092260000002,0.21889820940000002,0.07815962380000001
evo_bz__w3110d13_bz__1,-1.9799210085,0.0702495348,-0.1563913887,-0.5625498558,0.48836462680000003,-0.1482351968,-0.0510167444
evo_bz__w3110d13_bz__2,-1.3583659848,0.4987004956,-0.0525325284,-0.31589760570000003,0.7859821333,0.0894042266,-0.35766446150000003
evo_bz__w3110d13_bz__3,-0.5064881381,-0.31829052350000003,-0.5940436506,1.1900981018,-0.6871866213000001,0.10387613920000001,-0.6730605873000001
evo_bz__w3110d13_bz__4,-2.1818958381,0.1930835283,-0.1682495269,-0.2427241886,0.4565510944,-0.2963509405,0.0164721219
evo_bz__c3_1_bz__5,-1.0894625463,-0.0603150774,0.1061598004,0.9276404627,-0.0046171663,-0.7189837091,0.4155484669
evo_bz__c3_1_bz__6,-0.5061533008,0.030817823100000002,0.0500292255,0.0796417516,0.3252412123,-0.4533440241,0.2387991575
evo_bz__g5_2_bz__1,-0.058658652500000005,0.0996390431,0.0877712371,0.2109846849,-0.4759080451,-0.0852563954,-0.9197726943000001
evo_bz__g5_2_bz__2,-0.3367614747,-0.2768246876,-0.323935641,0.23533751830000002,-0.8622989214000001,-0.21395269790000002,-0.7044107291
evo_bz__g5_2_bz__3,-0.39207330100000004,-0.6500033339,-0.6160445257,0.21035469750000002,-0.6748393887,-0.2624135602,-0.6414521425
evo_bz__g5_2_bz__4,-2.1899816752,-0.3410497646,-0.11824490230000001,0.351986183,0.1717569222,-0.5897365569,0.0441591833
evo_bz__g5_2_bz__5,-2.1812930837,-0.4108510732,-0.1399978891,0.13782204180000002,0.22534266090000002,-0.4986351692,-0.2381199852
evo_bz__g5_2_bz__6,-1.7090023232,-0.0331066877,0.209929407,0.2137416066,0.3096231709,-0.4197758898,-0.0028379872
evo_bz__w3110d13_bz__5,-1.1476258861,-0.5176073027,-0.7355983543,1.1509351128,-0.6413318601,-0.29375239940000003,-0.2999288161
evo_bz__w3110d13_bz__6,-0.4859506333,0.0390048894,-0.1077459936,1.210246552,-0.6466584602000001,0.0595874367,-0.4681508278
evo_bz__a1_1_bz__1,-2.1958081198,-1.8786517409,-1.8336010179,0.9463787208000001,-0.3732880947,0.5635875665,-0.765508661
evo_bz__a1_1_bz__2,-1.8928600361,0.5361451732,-0.0374997935,0.6894988855,-0.1504449567,-0.1328407696,-0.5728506654000001
evo_bz__a1_1_bz__3,0.1190719898,1.3088622026,0.9752440493000001,1.0535282181,-0.5602763007,0.17888096420000002,-0.7967258211
evo_bz__a1_1_bz__4,-2.1054456895,0.2024257022,0.1000093969,-0.1420939679,-0.09966181560000001,-0.0673629356,-0.2698422311
evo_bz__a1_1_bz__5,-0.0202107652,1.8037451479,1.1630265203,0.9057751446000001,-0.5602749219000001,0.0296278694,-0.6963927280000001
evo_bz__a1_1_bz__6,0.39990942890000003,1.2205659637,0.7644811554000001,1.1254304514,-0.6486011008,0.14890490580000001,-0.523208986
evo_metab__wt__1,-3.7037090593,-1.6493450053,-1.4448990407,1.4426827544,0.0488673721,0.1322031441,-0.06840249500000001
evo_metab__del_zwf__1,-2.8835146867,-0.7442162344000001,-0.8288375151,0.6087812218,0.031170307100000003,0.23636687380000002,-0.2690024042
evo_metab__zwf_ale1__1,-2.0808069151,-0.6383483829000001,-0.9866770569000001,1.453697321,0.3783270501,0.2594258835,0.203033984
evo_metab__zwf_ale2__1,-1.8720751454000002,0.28114724700000004,0.9140824495000001,1.5126676941000001,0.4345232935,-0.09545189250000001,-0.27470427940000003
evo_metab__del_ppk__1,2.8298587588,0.2732446559,0.5180497771,1.1758653763,1.1883091542,-0.8816919480000001,-1.0257410455
evo_metab__ppk_ale1__1,2.5402586542,1.0259451355,1.4236516689,0.7068659902000001,1.263350279,-0.55783483,-0.2199232852
evo_metab__ppk_ale2__1,-2.2601014395,-0.9024142098,-1.0543617819,2.7404168595,0.404023405,-0.5389894080000001,-0.7856522103
evo_metab__ppk_ale3__1,-3.5678288321,-0.652088098,-0.5939391612,1.4055007212000001,0.2932122542,-0.4279484499,-0.5697306328
evo_metab__del_dapF__1,-3.5642208839,-2.1722072706,-1.7132028744,1.5731943474999999,-0.0888492485,0.09922734600000001,-0.47395845900000005
evo_metab__dapF_ale1__1,-2.7165013847,-1.6052180138,-0.8510277071000001,1.3286870738,0.0688918599,0.5181745171000001,-0.06559368730000001
evo_metab__dapF_ale3__1,-0.24118726910000002,0.3620233339,0.4092585508,-0.5334557359000001,1.4016488205,0.1653371274,0.1018528662
evo_metab__del_entC__1,1.9795105443,-0.49893765240000004,0.8226464205,1.0691534304,-0.027340944000000002,-0.12108341060000001,-0.6759720316000001
evo_metab__entC_ale1__1,0.2964421357,0.5466123304,1.1239061935,-0.2272644741,-0.12958995110000002,0.24899929070000001,-0.0301111137
evo_metab__entC_ale2__1,-3.9183982586,-1.2977643723,-0.7599189429000001,1.2407535673,0.3347275404,0.4413271013,-0.09026990950000001
evo_metab__del_dgk__1,2.0818894124,0.1951553286,0.0509458623,-0.2811494248,-0.0976705123,-0.7431244396000001,-0.9488325437
evo_metab__dgk_ale1__1,-1.3309960259,0.4056362652,1.1396869398,0.3734034026,0.43223566010000003,-0.0405294113,0.28584521630000004
evo_metab__dgk_ale2__1,-0.8692017284,-1.1910265089,0.2700730462,1.0406558945,0.3657198237,-0.2461178077,-0.2685099409
evo_metab__dgk_ale3__1,1.5521034099,-0.1072731442,0.7194369592000001,1.5872047917,0.0303616786,0.08045359120000001,-0.42211996030000004
evo_metab__wt__2,2.4865787378,0.83271207,0.8665222372,-0.5988409250000001,0.1080141018,-0.17673074490000001,0.0187440642
evo_metab__del_zwf__2,-1.9616944192,-0.2743643188,-0.0774489837,1.4638075866,-0.0955513233,-0.0298212123,0.2668674339
evo_metab__zwf_ale1__2,0.9018408741,0.7857869584,1.8629732832,-0.065066414,0.6552977596,-0.1219237651,0.27393020430000004
evo_metab__zwf_ale2__2,2.1050532258,0.39781253320000004,1.0749614241,-0.3694768094,0.6848436472,-0.1900232286,-0.036232504000000006
evo_metab__del_ppk__2,4.6356714018,0.9618331763,0.5272697808,-1.3381919271,0.1434816814,-0.2689271878,0.2776727624
evo_metab__ppk_ale1__2,2.0241844229,0.37364485550000004,0.5217641905,-0.3357301543,0.6261408970000001,0.0543760946,0.8105912567
evo_metab__ppk_ale2__2,1.8133951332,0.6290338879,0.1940165951,-0.4951080302,0.4121190045,-0.3023939373,0.3265604434
evo_metab__ppk_ale3__2,1.3314205109000001,1.5166701272,1.6902402354000001,-0.4177804027,0.45113435700000004,0.0369297913,0.17844709820000001
evo_metab__del_dapF__2,-2.35307521,-0.5625280567000001,-0.4443646375,0.8912843678,-0.2110897502,-0.2242940135,0.2115265641
evo_metab__dapF_ale1__2,-2.7392148329,-0.6907673522000001,-0.4787054798,0.7457290625,0.0375023322,0.0578948965,0.6099342046
evo_metab__dapF_ale3__2,-2.3629385806,-0.5231355216,-0.5673743688,0.4106332983,-0.1434691887,0.0882247522,0.9534141205000001
evo_metab__del_entC__2,4.9496848861,0.8212813583,1.1687399277,-1.5295929048999999,-0.4128480031,0.008754584900000001,0.40864169640000003
evo_metab__entC_ale1__2,4.1804197044,0.3088496385,0.0954769416,-0.42164055240000003,0.3223928848,-0.2660023655,-0.057601804900000005
evo_metab__entC_ale2__2,2.1389387439,-0.0104370819,0.2248044122,-1.8189793688,0.4524812105,-0.32455683220000003,0.0492305005
evo_metab__entC_ale3__1,0.3673090802,0.5082582503,0.6468837778000001,-0.6449885269,0.5894842168000001,0.1133852924,0.33754590030000003
evo_metab__del_dgk__2,1.9193636816000001,0.18013646660000002,0.0119844988,-1.0202695171,-0.2797393499,-0.3281570911,-0.4036989119
evo_metab__dgk_ale1__2,1.6210084141999999,0.6615309996000001,1.0920206956,-0.4636976262,0.1373362726,-0.0658323904,0.3369495262
evo_metab__dgk_ale2__2,1.4580909271,-0.21710432870000002,0.2166493046,-0.0876755152,-0.33158692170000004,-0.2960303071,-0.18944958420000002
evo_metab__dgk_ale3__2,2.0568098733,-0.0723385831,-0.4160414716,0.2687374822,-0.3595867111,-0.5649593367,-0.4167539443
evo_metab__wt__3,1.2171303216,0.8166329353,0.5783768036,-0.8438418294000001,-0.1568814739,0.0445276007,0.0496584308
evo_metab__del_zwf__3,3.4130515408,1.4229401458,1.4512405856,-0.8046802190000001,0.23670958500000003,-0.40012597400000005,-0.0670922538
evo_metab__zwf_ale1__3,0.6039680818000001,0.680223743,1.7929407924,-0.1292274729,0.37316920870000003,-0.0264531312,0.29703500180000003
evo_metab__zwf_ale2__3,2.7432938082,0.8789431159000001,1.3774257235,-1.3119733839,0.5130449483,-0.2671580004,-0.3387754934
evo_metab__del_ppk__3,0.4744740262,0.9800089392,-0.0105144881,-1.1567435402,0.2124228453,0.040092889,-0.1078615941
evo_metab__ppk_ale1__3,0.0082678872,1.6211682894,1.0357414092,-0.5962353548,0.8469752071000001,0.1387561007,0.0518259878
evo_metab__ppk_ale2__3,1.8423918733,0.4227996136,0.8009323699,-0.42237850050000003,0.46553752330000003,0.34530241440000004,0.7275245488000001
evo_metab__ppk_ale3__3,1.1195151547,0.6111533806,0.5884084310000001,-0.2330364484,0.2364400196,0.3854910635,0.1624279912
evo_metab__del_dapF__3,-2.4081206651000002,-0.6977877481,-0.5168754157000001,0.7267281071,-0.47236892490000004,-0.1395659443,0.6652587467000001
evo_metab__dapF_ale1__3,-2.9359336565,-0.6402862152000001,-0.4661941741,1.633609074,0.0829014272,-0.5577020148,0.11322387040000001
evo_metab__dapF_ale3__3,-2.3846456838,-0.058366774,-0.18736894710000002,0.5375879140000001,-0.299030128,-0.2909150367,0.7558207589
evo_metab__del_entC__3,3.980896205,0.4816537571,0.7767160465,-1.2151198529,-0.0488146151,-0.0237342803,0.1811601802
evo_metab__entC_ale1__3,1.3804814942,0.3647950216,-0.1177069605,-0.9595485512,-0.3277677714,-0.2806806586,0.4014864172
evo_metab__entC_ale2__3,-0.6548249997000001,1.2040757313000001,1.0402409595,-0.9363784741000001,0.2203666557,0.053874860600000005,0.1316931581
evo_metab__entC_ale3__2,1.4642942506,1.1202764922,1.5727596460000002,-1.1393529857,0.333378614,0.29740639280000003,0.4659895657
evo_metab__del_dgk__3,1.5892657042,1.0180106172,0.8796942159000001,-1.6868286117,-0.3179395474,0.20140398950000002,0.25825666410000003
evo_metab__dgk_ale1__3,-0.1261609156,1.2066855321,1.3572635480000002,-1.0194093062,0.21476572300000002,0.0966772546,0.4007506183
evo_metab__dgk_ale2__3,0.6937963580000001,0.6882293386,1.01264373,-2.0533163881,-0.0912367769,-0.096133167,0.1834021969
evo_metab__dgk_ale3__3,-0.2520846335,0.13935533020000002,0.24616460310000002,0.1201491622,-0.32675910950000003,-0.1712065623,0.14440283780000002
flag_reg__wt__1,-0.1998048221,0.0730248436,0.1308749448,0.16429681270000002,-0.08532979090000001,-0.0959904125,0.1595423215
flag_reg__del_fliA__1,-0.1769213902,0.0643501076,-0.7053343208,-0.015058738600000001,-0.0636005172,0.1537524691,-0.1054334861
flag_reg__del_flhC__1,0.2333908858,1.0720314628,-0.8738589515,0.1129815054,-0.1291941678,-0.0808013924,0.5829517813
flag_reg__del_flhD__1,0.0967602676,0.9546770033,-1.2426992052,0.1308799863,0.1120330347,-0.1713810861,0.8770125678
flag_reg__wt__2,0.1998048221,-0.0730248436,-0.1308749448,-0.16429681270000002,0.08532979090000001,0.0959904125,-0.1595423215
flag_reg__del_fliA__2,0.3962079989,0.2858839488,-1.2618477873,0.10135033510000001,0.240875629,0.0547373648,0.9310908812
flag_reg__del_flhC__2,-0.5139417797,-0.3191639852,-0.0936254559,-0.0248447382,-0.3909880221,-0.0773132154,0.0948270985
flag_reg__del_flhD__2,-0.062450807500000004,0.7770957466,-0.59860505,0.021092889,0.011077111700000001,0.1132070829,0.2721104703
flgM__27C__1,-0.6348527095000001,0.6023896792,0.7605827627,0.24784995,0.13189161500000002,-0.1130016721,-0.0003466027
flgM__27C__2,-0.1838401003,0.9399468184,0.2406348235,0.1064565189,0.10025338610000001,-0.2051852469,-0.1207380559
flgM__27C__3,-0.19371879660000002,0.9580009028,0.2507192394,0.005539048,0.1673241208,-0.1660760903,-0.254442074
flgM__32C__1,1.0936142372,0.5457587479,0.2662790823,-0.0982544908,-0.1493766912,-0.0144729304,-0.7488660699
flgM__32C__2,-0.0448125681,0.5130037107000001,0.2312829164,-0.15643323380000002,-0.3341074144,0.09223868710000001,0.0956379735
flgM__32C__3,-0.0852262787,0.6993471295,0.21281656100000002,0.0867734718,-0.30294569990000003,-0.056986386900000005,0.0019405147
flgM__37C__1,-0.0558617704,0.019990185,0.0215750756,-0.033570588000000005,-0.00030810420000000003,-0.0360004873,0.0192239962
flgM__37C__2,-0.0997457957,0.013572340300000001,-0.0056850151,-0.057117415000000005,-0.058025425500000005,0.049231686100000005,-0.0406862206
flgM__37C__3,0.1556075661,-0.0335625254,-0.0158900605,0.090688003,0.058333529700000004,-0.0132311987,0.0214622244
flgM__42C__1,2.8033040783,0.0142478612,-0.5393520752000001,0.1092855969,0.5075942613000001,-0.041926520200000005,0.2985242608
flgM__42C__2,2.7942751307,-0.2213432794,-0.6098473235,0.1973599473,0.5808458085,-0.008027255,0.3983827292
flgM__42C__3,3.9825141781,-0.5866124358,-0.7600940413,0.0520428904,0.5420247837000001,0.22937420200000003,0.6680030216
histone__untreated__1,0.0226553328,0.0883832858,0.0088606627,0.0126545278,-0.031949239000000004,0.052168589300000005,0.2814554546
histone__untreated__2,-0.4096596517,-0.222208977,-0.1362276322,-0.0106326912,0.0736286125,-0.3463237087,-0.008006030800000001
histone__untreated__3,0.38700431890000003,0.1338256911,0.1273669695,-0.0020218365,-0.0416793735,0.2941551193,-0.27344942380000004
histone__10ug_H2A__1,0.8696668037,0.2707169634,0.1857147015,-0.129348762,0.0281217959,0.1188738297,-0.14257368010000002
histone__10ug_H2A__2,0.1833097606,-0.0203041477,0.029099284200000002,-0.0711125526,0.009265765300000001,-0.038804009,-0.07128037670000001
histone__10ug_H2A__3,0.9897732803,0.2616089287,0.29493238800000005,-0.0494529187,-0.1332708882,0.4399902195,0.028243755000000002
histone__50ug_H2A__1,2.3982325961,0.401276157,0.3906756884,-0.0136252659,-0.035163989900000005,0.373837034,-0.022057149
histone__50ug_H2A__2,2.2771059857,0.5326771554,0.4544868823,0.040501495900000004,-0.0483186499,0.3290015374,0.0958678344
histone__50ug_H2A__3,1.6587313807,0.3627152817,0.5030184567,0.0660673569,-0.0390995847,0.3999800106,0.0373077317
histone__100ug_H2A__1,2.3203006712,0.2758458686,0.46775512100000005,0.0680506139,-0.0647010828,0.47604686960000003,-0.11533696530000001
histone__100ug_H2A__2,2.0271713965,0.3746823043,0.4972037161,0.1463277796,-0.12075096960000001,0.35520206060000004,-0.043809418600000004
histone__100ug_H2A__3,2.1184099616,0.22114017330000002,0.5387144946,0.058645976,-0.2163253091,0.38992162700000005,-0.09322608980000001
hns__del_hns_spike__1,-1.7683903573,0.0544761327,-0.4482310941,0.8947661931,0.07383403470000001,-0.1201731394,0.4897586834
hns__del_hns_spike__2,-1.7844903809,-0.2892167136,-0.6322455618,0.8245761367000001,-0.3830439631,-0.3642869654,-0.31003196990000004
hns__del_hns__1,-1.8736399299,0.0579722669,-0.4279915695,0.9172620950000001,0.1802747523,-0.1045659199,0.2818646187
hns__del_hns__2,-2.1041065962,-0.4665531661,-0.5198600232,0.4369839626,-0.4077403344,-0.4840828428,-0.6448471021000001
hns__wt_spike__1,-0.9948090086,0.44239441760000003,-0.17571365500000002,0.7686354297,0.116611374,-0.0477331456,0.1186999081
hns__wt_spike__2,0.2487522066,-1.3861222248,-0.7592797441,-0.7693821899000001,-0.41123609520000004,0.2200046165,0.061604737400000005
hns__wt__1,-1.200443966,-0.0160536305,-0.31359627030000004,0.5138647472,-0.0543918269,-0.0723236568,0.392715678
hns__wt__2,1.200443966,0.0160536305,0.31359627030000004,-0.5138647472,0.0543918269,0.0723236568,-0.392715678
hns_stpA__evo100G4_delhns_delstpA__1,-1.0783372191,0.4686909125,-0.9952230464,-2.0371496979,-2.2434540023,-0.0049889746,-2.1824602558
hns_stpA__evo100G4_delhns_delstpA__2,-1.525370127,0.1449711787,-1.1543319389,-2.2684730482,-2.2441779505,-0.0110606368,-1.8311090959
hns_stpA__evo100G12_delhns_delstpA__1,-1.9826579036,1.3782961321,0.3939632706,-1.3068979798,-2.3700974502,-1.6307054583,-1.6439015014
hns_stpA__evo100G12_delhns_delstpA__2,-2.1833398666,1.4721652701,0.3274271506,-1.0530082661,-2.2125800693,-1.7231247565,-1.9310707893
hns_stpA__delhns_delstpA_delrpoS__1,-2.5897310216,-0.058826803100000005,-0.3866589724,-1.886946245,-2.6720753961,-2.0030237074,-2.3553959341
hns_stpA__delhns_delstpA_delrpoS__2,-2.4707281473,2.003139303,0.5042763924,-2.0984424845,-2.7456116648,-1.6477298397,-2.2025191236
hns_stpA__wt__1,0.28403354940000003,0.2868207166,0.1656202084,-0.2592372978,0.07955744520000001,0.32597868820000003,0.1860853419
hns_stpA__wt__2,-0.28403354940000003,-0.2868207166,-0.1656202084,0.2592372978,-0.07955744520000001,-0.32597868820000003,-0.1860853419
hns_stpA__delhns_delstpA__1,-0.8458274027,1.3011462374,0.23173310560000002,-1.4481975116,-2.5432426935,-1.0134092297,-2.3248837795
hns_stpA__delhns_delstpA__2,-0.8119160947,1.5140560712,0.4386848454,-1.5487593325,-2.4504363694,-0.5163626863,-2.1273899269
hu__wt_log_pH7__1,0.6570100534000001,0.9224140444000001,-0.4106173152,0.5725168552000001,0.0909829805,0.0070009388,-0.4490395272
hu__wt_log_pH7__2,0.39840087430000004,1.2645704017,0.43228632100000003,0.5767602426,0.6953424616,0.3215227423,-0.1349453427
hu__wt_log_pH7__3,0.7164465311,0.6514656069,0.1220802253,0.5408314315,0.2463402026,0.1745311634,-0.6768192820000001
hu__wt_lag_pH7__1,0.15698630600000002,0.2599690871,0.2553943336,-0.3724250743,0.052313902,-0.2505800888,-0.46866213500000004
hu__wt_lag_pH7__2,0.5784639403,-0.0199836324,-0.031048044,-0.5506885260000001,-0.37615696800000004,-0.4562150642,-0.1023066972
hu__wt_lag_pH7__3,-0.7354502462,-0.23998545470000002,-0.2243462897,0.9231136003,0.3238430661,0.7067951530000001,0.5709688322
hu__delhupA_lag_pH7__1,0.9765339792000001,0.1187457385,0.550650969,-0.015400114400000001,0.2966834233,0.36507058330000003,0.3285735576
hu__delhupA_lag_pH7__2,1.340954976,0.9327793190000001,0.4054663658,-0.1280760356,0.048036532300000004,0.0261070444,0.31798813940000004
hu__delhupA_lag_pH7__3,-0.10417108700000001,-0.2498376408,-0.1717587374,0.8585979411,-0.1734333969,0.9707779432,0.7769280461
hu__delhupB_lag_pH7__1,0.3230212637,0.7348410063,0.41721189740000003,-0.1118771202,0.0397946563,-0.11905833710000001,-0.2341328026
hu__delhupB_lag_pH7__2,0.8750624932000001,0.5334120243,0.2003926983,-0.3732720155,-0.22608955690000002,-0.1533426594,0.0600976887
hu__delhupB_lag_pH7__3,-0.6888884226,-0.7344683120000001,-0.5136066492,0.8058659089,-0.11572088700000001,0.5992072443,0.5079574857
hu__delhupAhupB_lag_pH7__1,1.2395109856,-0.3699780399,-0.07265293490000001,0.4054833875,0.5909981039000001,1.0692452396,0.2684019615
hu__delhupAhupB_lag_pH7__2,1.5108738812,0.9189064052,0.06284400650000001,-0.02338005,0.10548756370000001,0.6757444501000001,0.1255643127
hu__delhupAhupB_lag_pH7__3,-0.8616555496,-0.5182375265,0.5558657174,0.9979107099000001,0.4257180984,1.6913922628,0.9542041792
hu__hupAE34K_hupB_lag_pH7__1,0.2118183636,-0.0689418056,0.27329213220000004,-0.5737993512,-0.0888748763,-0.25038937780000003,-0.3495045752
hu__hupAE34K_hupB_lag_pH7__2,0.9958609122000001,0.3746936563,0.4224238879,-0.3996532846,-0.3380298311,-0.1651095754,-0.031203235200000002
hu__hupAE34K_hupB_lag_pH7__3,-1.0642756924,-0.7608564287,0.0404375253,0.6080325268,0.44000133300000005,0.5562064367,0.1033644953
hu__hupAE34K_delhupB_lag_pH7__1,-0.4171930412,-0.0869920052,0.09780596600000001,-0.1255185965,0.0580963123,-0.30055713640000004,-0.26961373
hu__hupAE34K_delhupB_lag_pH7__2,0.4525244493,0.022969023,0.2508672212,-0.7386780321,-0.5664221743,-0.19147393240000002,-0.1776445689
hu__hupAE34K_delhupB_lag_pH7__3,-1.1339353667,-0.7389180066000001,0.0146656471,0.6323031777,0.3296721379,0.5373936348,0.4786415216
hu__wt_lag_pH5__1,-0.11060177040000001,0.4791797057,0.6900420157,0.41266472940000004,0.4128839589,-0.2858545087,0.5610830527
hu__wt_lag_pH5__2,-0.0624692732,0.2768522707,0.991938783,0.5379466454,0.1202439086,-0.0145245275,1.0326368964000001
hu__wt_lag_pH5__3,-0.0395522965,0.4107719428,0.6702023577,0.917368182,0.47048086400000005,0.6466544783,1.3358655898
hu__delhupA_lag_pH5__1,-0.4876273024,0.2936627287,0.6327234905,0.714406406,0.2672530571,-0.1362341991,0.7297338982
hu__delhupA_lag_pH5__2,0.45542276810000004,0.3069653719,0.9760486751,0.48906684650000004,0.2337714915,0.11165359670000001,1.0637448953
hu__delhupA_lag_pH5__3,0.268902435,0.8933818621,0.9613207741,1.106647775,0.35067946710000003,0.5331868425,1.2787979124
hu__delhupAhupB_lag_pH5__1,-0.6201905114,0.0821911966,-0.1515422749,0.8958872998,0.0325078727,0.18484256170000002,0.6216932053
