,A,ModE
ecoli_00426,-0.9629829911000001,-0.49490544100000006
ecoli_00427,0.5306507542000001,-0.24892148800000002
ecoli_00428,0.34714620960000003,-0.43560168800000004
ecoli_00429,-0.0104824203,-0.41338337500000005
ecoli_00430,-0.5379073249,-0.280268684
ecoli_00431,0.1618767854,-0.12202040700000001
ecoli_00432,-0.0071104208,-0.5618438
ecoli_00433,0.48088552370000004,-0.369124803
ecoli_00434,0.18285837500000002,-0.458875639
ecoli_00435,-1.1970160448,-0.193891279
ecoli_00436,-1.5155953728,-0.37645670600000003
ecoli_00437,-0.2633693741,-0.5059139810000001
ecoli_00438,0.0568868479,-0.33540542900000003
ecoli_00439,-0.4219658108,-0.597757614
ecoli_00440,0.0761445996,-0.30711338200000005
ecoli_00441,-1.1468458713,-0.312030637
ecoli_00442,-1.6909296697,-0.372817673
ecoli_00443,0.37740698100000003,-0.514550611
ecoli_00444,-0.0798867602,-0.454113343
ecoli_00445,0.636816696,-0.40901225
ecoli_00446,0.9833661157,-0.637402549
ecoli_00447,1.8659687741000002,-0.28795858500000004
ecoli_00448,0.6954740846,-0.36660336600000004
ecoli_00449,0.3619201454,-0.33881463500000003
ecoli_00450,-0.0013019419000000001,-0.20211772400000003
ecoli_00451,1.2280639991,-0.17911955300000001
ecoli_00452,1.4521954164,-0.22510037300000002
ecoli_00453,-0.10283493810000001,-0.24445396800000002
ecoli_00454,0.2705718214,-0.46276532600000003
ecoli_00455,-0.5020727131,-0.092810551
ecoli_00456,-0.7747165890000001,-0.16679811800000002
ecoli_00457,-0.1130613768,-0.0030430120000000003
ecoli_00458,-0.174628672,-0.10225544900000001
ecoli_00459,0.0633675189,-0.041546668
ecoli_00460,-0.32864918460000003,-0.060392961
ecoli_00461,0.2758326961,-0.18701795200000002
ecoli_00462,-0.4431979045,-0.08784687000000001
ecoli_00463,0.3775622984,-0.35725938700000004
ecoli_00464,0.5092958148,-0.5838355820000001
ecoli_00465,8.9125265589,-0.7584250060000001
ecoli_00466,8.957983772,-0.9536326180000001
ecoli_00467,-0.08402305160000001,0.194469795
ecoli_00468,0.2865204423,0.004806268000000001
ecoli_00469,8.523864538,-0.980534454
ecoli_00470,8.4104343058,-1.021976306
ecoli_00471,-1.3680050455,-0.10708447500000001
ecoli_00472,-0.4029832224,-0.285955616
ecoli_00473,-0.5580636308,-0.42502433300000003
ecoli_00474,-0.0040590163,-0.365702236
ecoli_00475,0.37277438490000003,-0.06538310800000001
ecoli_00476,0.3942176035,0.106803934
ecoli_00477,-0.9837499197,-0.097040341
ecoli_00478,-0.3260451767,-0.057492486
ecoli_00479,0.4198303471,-0.506100925
ecoli_00480,0.3887919086,-0.490470473
ecoli_00481,-0.5937862729,-0.230177438
ecoli_00482,-0.7679265674,-0.17182855600000002
ecoli_00483,-0.3441026646,-0.23313406900000003
ecoli_00484,0.0344245206,-0.213150428
ecoli_00485,-1.0468238604,-1.003048886
ecoli_00486,-1.3835994761000001,-1.242808557
ecoli_00487,-0.7080197642,-0.815233948
ecoli_00488,-0.6542735556,-0.759819236
ecoli_00489,-0.0637228063,-0.463047819
ecoli_00490,-0.2917121377,-0.15517534200000002
ecoli_00491,-0.0886060823,-0.425287034
ecoli_00492,0.0001337156,-0.496618198
ecoli_00493,-0.148181418,0.038139042000000005
ecoli_00494,0.1129856939,0.014362748000000002
ecoli_00495,-0.4516028926,-0.20613120100000001
ecoli_00496,-0.38794053430000003,-0.028310162000000003
ecoli_00497,9.2695524162,-0.993898229
ecoli_00498,9.0047757428,-0.723444529
ecoli_00499,-0.360188969,-0.37053434
ecoli_00500,-1.0894696149,-0.21696686
ecoli_00501,1.0270791558,-0.200941535
ecoli_00502,1.3993968615,-0.22234408600000002
ecoli_00503,-0.7527440701,-0.176993606
ecoli_00504,-1.5200480835999999,-0.040526247
ecoli_00505,1.3432137685,-0.6714463380000001
ecoli_00506,1.6306107157,-0.601224136
ecoli_00507,-0.1691185472,-0.043183728000000005
ecoli_00508,0.5816029696,-0.028212623000000003
ecoli_00509,1.1531720077,-0.010141137000000001
ecoli_00510,0.7420062944,-0.093142583
ecoli_00511,0.9069675016000001,-0.874043772
ecoli_00512,1.2842582044,-0.706349813
ecoli_00513,9.0423477027,-0.987374214
ecoli_00514,8.8886617244,-1.00965806
ecoli_00515,0.38325262320000003,-0.079047773
ecoli_00516,-0.0669508538,-0.065012764
ecoli_00517,-0.9149262333,-1.194198248
ecoli_00518,-0.022016146900000002,-1.1995774940000001
ecoli_00519,0.0421859605,-0.059713557
ecoli_00520,0.30638423340000004,-0.318522433
ecoli_00521,-0.5785543888,-0.08094295
ecoli_00522,-0.1725975726,0.28817047900000003
ecoli_00523,-0.2884167955,0.111262626
ecoli_00524,-0.0445858889,-1.021949475
ecoli_00525,-0.23212040020000002,-0.8659000840000001
ecoli_00526,-0.1906886374,-0.8653721280000001
ecoli_00527,-0.29702435800000004,-0.822659118
ecoli_00528,0.1002047283,-0.746702649
ecoli_00529,0.34654255110000004,-1.013604218
ecoli_00530,-0.2325640438,-0.928286939
ecoli_00531,-0.21908739770000002,-1.353527957
ecoli_00532,1.3567017427999999,-0.238242278
ecoli_00533,2.2409547978,-0.45245036600000005
ecoli_00534,0.7420014029,-0.231013182
ecoli_00535,1.8653121715,-0.12403207200000001
ecoli_00536,-0.2768074507,-0.35909938700000005
ecoli_00537,0.37707414650000004,-0.07605002400000001
ecoli_00538,-0.24767158,-0.099012365
ecoli_00539,-0.6454797396,-0.154547618
ecoli_00540,-0.5947148513,-0.7464718410000001
ecoli_00541,-0.8437541741,-0.75655594
ecoli_00542,0.7418675920000001,-0.49826514400000005
ecoli_00543,0.6041376529,-0.656944
ecoli_00544,0.35076878240000003,-0.8370652860000001
ecoli_00545,0.6736080612,-0.799949894
ecoli_00546,-0.8273405404,-0.27387888600000004
ecoli_00547,-0.9560557674000001,-0.5593681180000001
ecoli_00548,-0.3488643161,-0.10602626600000001
ecoli_00549,-0.7239584091,-0.26792665200000004
ecoli_00550,-0.0006738892000000001,-0.23662058900000002
ecoli_00551,-0.2306239784,-0.19335618300000001
ecoli_00552,0.5681648513,-0.39936266600000003
ecoli_00553,1.0531871962,-0.36615217800000005
ecoli_00554,1.1655318284,-0.464106304
ecoli_00555,1.0172623293,-0.367377045
ecoli_00556,0.9542025165,-0.169923446
ecoli_00557,1.3217223774,-0.13804096800000001
ecoli_00558,0.6668451919,-0.423256363
ecoli_00559,0.099532248,-0.694571102
ecoli_00560,-0.0299267879,0.337572816
ecoli_00561,-0.6450513768,0.5512133770000001
ecoli_00562,0.49067786210000003,0.9330008310000001
ecoli_00563,0.7065698282,0.888920959
ecoli_00564,-1.1195451937,-0.303757671
ecoli_00565,-1.0079379473,-0.24309817900000003
ecoli_00566,0.0326380522,-0.426864607
ecoli_00567,-0.0962806281,-0.389063935
ecoli_00568,0.37140868720000003,-0.6706095120000001
ecoli_00569,0.5741549690000001,-0.7381641680000001
ecoli_00570,0.4942595933,-0.19203524800000002
ecoli_00571,0.1252454448,-0.22413343500000002
ecoli_00572,0.35622668830000004,-0.34576769700000004
ecoli_00573,0.7652147607,-0.20516241200000002
ecoli_00574,1.9093453312,-0.51740401
ecoli_00575,1.8420571507,-0.698790667
ecoli_00576,-0.0567191728,-0.6313895860000001
ecoli_00577,1.0121724811,-0.596669358
ecoli_00578,0.8925256838000001,-0.018069531
ecoli_00579,0.1025054813,-0.19612743500000002
ecoli_00580,0.5332862209,-0.46252813400000004
ecoli_00581,0.7573361218,-0.508565269
ecoli_00582,-0.8849385136000001,-0.248964916
ecoli_00583,-1.094052114,-0.298938496
ecoli_00584,-1.3454417522,-0.382213544
ecoli_00585,-1.0665207201,-0.5420833860000001
ecoli_00586,0.0869639842,-0.9019318190000001
ecoli_00587,-0.1859185177,-0.978678229
ecoli_00588,-0.1557599203,-0.005369643
ecoli_00589,-0.7515350632000001,-0.064190333
ecoli_00590,0.0494059164,-0.309088118
ecoli_00591,0.3266867281,-0.372622335
ecoli_00592,0.1369069756,-0.23483228
ecoli_00593,0.2662259054,0.01306669
ecoli_00594,-0.3674710989,0.075776224
ecoli_00595,-0.2019518865,0.068376722
ecoli_00596,-0.5819517514,-0.118729415
ecoli_00597,-0.35518740600000004,0.111280638
ecoli_00598,0.2015398763,0.343615756
ecoli_00599,1.4155413127,0.172685795
ecoli_00600,-0.3696491277,-0.8899165450000001
ecoli_00601,-1.274005162,-0.9428691790000001
ecoli_00602,-0.23685937740000002,-0.635104502
ecoli_00603,-0.3332046393,-0.799414269
ecoli_00604,-0.1083052921,-0.072867559
ecoli_00605,0.41551721690000004,-0.48174240100000004
ecoli_00606,0.0766079303,-1.21115912
ecoli_00607,-0.1813948272,-0.641284815
ecoli_00608,0.8403015369,-0.742607825
ecoli_00609,1.1854366333,-0.6414135480000001
ecoli_00610,1.5603128058,-0.45178036600000004
ecoli_00611,1.8731766322,-0.38137453600000004
ecoli_00612,0.0872750644,-0.49635308100000003
ecoli_00613,-0.6100629552,-0.414540518
ecoli_00614,-0.0367062947,0.08799493900000001
ecoli_00615,0.3332039643,-0.139174718
ecoli_00616,0.2256664177,0.326526981
ecoli_00617,-0.33618096410000003,0.24500264300000002
ecoli_00618,-0.3091520622,-0.5174811460000001
ecoli_00619,-0.2911418796,-0.6252150310000001
ecoli_00620,0.2001821427,0.66085368
ecoli_00621,0.33083376400000003,0.581072911
ecoli_00622,0.8781967498000001,-0.328763648
ecoli_00623,0.0907400159,-0.22581836
ecoli_00624,1.147148769,-0.30362727100000003
ecoli_00625,0.8950807231000001,-0.466252272
ecoli_00626,1.6632103669,-0.34830946700000004
ecoli_00627,1.3850721132000001,-0.439311086
ecoli_00628,0.5542297905,-0.099698856
ecoli_00629,0.8645589095,-0.018491555
ecoli_00630,0.7745025246,-0.31817842700000004
ecoli_00631,0.6150031691,-0.088086921
ecoli_00632,0.4048953624,-0.33514033800000004
ecoli_00633,0.1007165423,-0.251136123
ecoli_00634,0.39146607180000004,-0.479473393
ecoli_00635,0.2217599268,-0.399955541
ecoli_00636,0.2127292815,-0.23696614400000002
ecoli_00637,0.0197514145,-0.277143817
ecoli_00638,0.8788416312,-0.31692591000000003
ecoli_00639,0.7529685026,-0.28475195000000003
ecoli_00640,0.5439385987,-0.156980267
ecoli_00641,0.6767766148000001,-0.241532919
ecoli_00642,0.4608255288,-0.292139945
ecoli_00643,0.2220945721,-0.323352866
ecoli_00644,0.9001141757000001,-0.332021883
ecoli_00645,0.7470031175,-0.24379054300000003
ecoli_00646,1.0610103895,-0.200654043
ecoli_00647,0.6842433014,-0.009921885
ecoli_00648,0.9530889603,-0.37985571
ecoli_00649,0.9459360240000001,-0.329672731
ecoli_00650,0.4555360949,-0.38374098700000003
ecoli_00651,0.43644971920000003,-0.294379068
ecoli_00652,0.0690858582,0.065504884
ecoli_00653,-0.1723590435,-0.05685959
ecoli_00654,1.1589116402,-0.39484766600000004
ecoli_00655,0.9472844588,-0.29175531200000004
ecoli_00656,0.7889041314,-0.315883829
ecoli_00657,0.445198562,-0.374576028
ecoli_00658,0.6754469449,-0.671079551
ecoli_00659,0.4396139697,-0.23470458800000002
ecoli_00660,0.5798277743,-0.321953176
ecoli_00661,0.28500484730000003,-0.208245331
ecoli_00662,0.8963925432000001,-0.8483595570000001
ecoli_00663,1.2995463703,-0.457226489
ecoli_00664,-0.017193289,-0.28772279100000003
ecoli_00665,0.0176304101,-0.370168655
ecoli_00666,0.5734852079,-0.293339108
ecoli_00667,0.375690684,-0.15691122
ecoli_00668,0.2629885201,0.404737514
ecoli_00669,0.6635387572,0.142643855
ecoli_00670,0.3462269624,-0.327884926
ecoli_00671,0.5446804261,-0.267125117
ecoli_00672,0.8420222029000001,-0.23850702000000001
ecoli_00673,0.4310212989,-0.26756397800000004
ecoli_00674,1.9783599835999999,-0.38126445000000003
ecoli_00675,1.6839817048999999,-0.48882388400000004
ecoli_00676,0.9882878622000001,-0.592812939
ecoli_00677,0.9046562855,-0.309297751
ecoli_00678,0.3237714701,0.11189831900000001
ecoli_00679,0.506438744,-0.061642522000000005
ecoli_00680,1.4740214863,-0.34610837
ecoli_00681,1.7053513897,-0.15453107900000002
ecoli_00682,0.7789518123,-0.36006045400000003
ecoli_00683,0.2240394359,-0.356936847
ecoli_00684,0.9150487865,-0.412320246
ecoli_00685,0.8504084656,-0.12325081
ecoli_00686,0.7950134421,-0.500507546
ecoli_00687,0.9480858993000001,-0.48300454600000003
ecoli_00688,0.7719400240000001,-0.580585782
ecoli_00689,0.6178965622,-0.48589958
ecoli_00690,0.4333574611,-0.06636140800000001
ecoli_00691,0.0197584786,-0.0061943
ecoli_00692,0.1476251898,0.229744634
ecoli_00693,0.2420095821,0.07081828700000001
ecoli_00694,-0.3821049768,0.041044338
ecoli_00695,-0.2809567559,-0.115756547
ecoli_00696,0.3675199977,0.180632767
ecoli_00697,0.3612538923,0.125427222
ecoli_00698,0.8938244372,-0.584453022
ecoli_00699,1.6080872797999999,-0.425951742
ecoli_00700,0.9633279994,-0.26445898900000003
ecoli_00701,0.9151126034,-0.515140523
ecoli_00702,0.7575508066000001,-0.044874911
ecoli_00703,0.40859750850000004,0.09402653600000001
ecoli_00704,0.7854917117,-0.35932551500000004
ecoli_00705,0.5038064435,-0.309686605
ecoli_00706,0.8482278437,-0.7749173530000001
ecoli_00707,0.8199028815,-0.677453651
ecoli_00708,0.294883765,-0.36591535000000003
ecoli_00709,0.46434972100000005,-0.49345043800000005
ecoli_00710,1.072914701,-0.43340725500000005
ecoli_00711,1.1518320994,-0.226611788
ecoli_00712,0.4092341613,-0.37652147300000005
ecoli_00713,0.7773290019,-0.17163325200000001
ecoli_00714,0.8379424935,0.558683546
ecoli_00715,0.5274074324,0.519651276
ecoli_00716,2.2677973771,-0.24601502800000002
ecoli_00717,0.2432970939,-0.6627325940000001
ecoli_00718,0.3972042886,-0.689509755
ecoli_00719,0.151603702,-0.8489154350000001
ecoli_00720,0.2061199927,-0.7269177760000001
ecoli_00721,-0.6661971432,-0.708200752
ecoli_00722,6.4895969922,-0.302049442
ecoli_00723,2.0141911387,0.164904945
ecoli_00724,-0.9707923276,-0.15765975100000001
ecoli_00725,-1.0075010311,-0.41092528300000003
ecoli_00727,-1.026643695,-0.305520405
ecoli_00728,-1.8008488557,-0.25684719100000003
ecoli_00729,-0.854527353,-0.635214614
ecoli_00730,-1.6941655723,-0.8044698330000001
ecoli_00731,-0.9766448151,-1.263713494
ecoli_00732,-1.1826840256,-1.318819691
ecoli_00733,-1.0238532837,-0.312378934
ecoli_00734,-0.12536779180000002,-0.497924099
ecoli_00735,1.6839028301,-0.278191632
ecoli_00736,0.6156995898000001,-0.49694038500000004
ecoli_00737,3.2655676587,-0.45661164
ecoli_00738,5.2013881192,-0.663632043
ecoli_00739,-0.5328006035,-0.21396136600000001
ecoli_00740,1.3769411844000001,-0.37921604200000003
ecoli_00741,8.6679536809,0.35085707200000005
ecoli_00742,8.9712895924,0.47935708
ecoli_00743,1.0798934522,-0.492401397
ecoli_00744,0.6564743831000001,-0.441094207
ecoli_00745,3.2387803562,-0.273416435
ecoli_00746,3.7544898806,-0.22434477600000002
ecoli_00747,2.0021381086,-0.5223422710000001
ecoli_00748,2.2395627113,-0.622436379
ecoli_00749,0.8235107948,-0.885517015
ecoli_00750,3.3144127706,-0.879862447
ecoli_00751,0.152575703,-0.5757005580000001
ecoli_00752,0.3841350331,-0.610300189
ecoli_00753,-0.5966953902000001,-0.7199509380000001
ecoli_00754,-0.5682896888,-0.579310274
ecoli_00755,-1.4926625072,-0.8241369460000001
ecoli_00756,-1.4897076901,-0.7002036960000001
ecoli_00757,-0.1348562264,-0.856179635
ecoli_00758,-0.0897869337,-0.7981522790000001
ecoli_00759,9.5174829913,0.183235064
ecoli_00760,9.9864333029,0.29857548100000003
ecoli_00761,0.1809424963,-0.645380696
ecoli_00762,-0.8104646711,-0.5036410130000001
ecoli_00763,0.3170182661,-0.813328648
ecoli_00764,-0.339266106,-0.7679961980000001
ecoli_00765,-1.3504245592,-0.730356387
ecoli_00766,0.0913185588,-0.6241314290000001
ecoli_00767,10.4211216869,0.005352419000000001
ecoli_00768,9.1412247404,-0.11501056800000001
ecoli_00769,-0.6945623347000001,-0.10000070800000001
ecoli_00770,-1.0420612532,-0.20561483900000002
ecoli_00771,0.0119404336,-0.002453149
ecoli_00772,-0.5260963635,-0.431770003
ecoli_00773,-0.815548645,-0.31836541
ecoli_00774,-0.6719842686,-0.359943903
ecoli_00775,-0.3880255496,-0.190779637
ecoli_00776,-0.8031712225000001,-0.24602328
ecoli_00777,-0.3796443293,-0.8387656480000001
ecoli_00778,-0.028413597500000002,-0.89143982
ecoli_00779,0.169821132,-0.37142163300000003
ecoli_00780,0.29889073050000003,-0.215436027
ecoli_00781,-0.328530239,-0.5832192460000001
ecoli_00782,-0.5421608539,-0.760246018
ecoli_00783,-1.3577790722,-0.535795683
ecoli_00784,-1.9106549190000002,-0.6865979170000001
ecoli_00785,-0.4133930361,-1.004867062
ecoli_00786,0.0214618976,-0.984967074
ecoli_00787,-0.42887080660000004,-0.606464752
ecoli_00788,-1.4497122846,-0.6344059830000001
ecoli_00789,-0.0007343731,-0.7922278960000001
ecoli_00790,0.36913411,-0.931408581
ecoli_00791,0.1177220972,-0.335550332
ecoli_00792,0.43518683280000003,-0.39103784300000005
ecoli_00793,0.3253007761,-1.016552365
ecoli_00794,0.7249289096,-0.9492078190000001
ecoli_00795,0.4288055727,-0.509373439
ecoli_00796,1.064595285,-0.43861841900000004
ecoli_00797,-0.07902198960000001,0.28739074600000003
ecoli_00798,0.8979683988,-0.171487639
ecoli_00799,-0.0813759472,-0.519974728
ecoli_00800,0.6548769995,-0.056418125000000006
ecoli_00818,0.136392658,-0.24569859400000002
ecoli_00819,0.4164067329,-0.295178642
ecoli_00820,0.18925187940000002,-0.66841202
ecoli_00821,0.026701208100000002,-0.362269292
ecoli_00822,0.8097666084,-0.795387068
ecoli_00823,0.4173556111,-0.487735297
ecoli_00824,0.1482484831,-0.36406285400000005
ecoli_00825,0.6111500294000001,-0.7125318310000001
ecoli_00826,0.13524412700000002,-0.263553596
ecoli_00827,0.4585186061,-0.5195613010000001
ecoli_00828,0.2896902415,-0.448017547
ecoli_00829,0.5632355686,-0.47631220700000004
ecoli_00830,0.2196820318,-0.33620714700000004
ecoli_00831,0.1732880856,-0.077006313
ecoli_00832,2.1998345382,-0.042106303000000005
ecoli_00833,3.3623629009,-0.326326004
ecoli_00834,0.24065028130000002,-0.511759284
ecoli_00835,0.34648044370000003,-0.7147445450000001
ecoli_00836,0.1245683206,-0.7345878020000001
ecoli_00837,-0.4010023266,-0.5543579430000001
ecoli_00838,-0.2042753713,-0.333509375
ecoli_00839,0.1967598122,-0.338815676
ecoli_00840,-0.1158576463,-0.288107924
ecoli_00841,0.0717681099,-0.301055929
ecoli_00842,-0.0862770637,-0.526878523
ecoli_00843,-0.14718045970000002,-0.42273154300000004
ecoli_00844,0.4925812451,-0.684401394
ecoli_00845,-0.0946313486,-0.551462828
