,A,PhoB
42c__wt_42c__1,0.2888591519,-0.319607861
42c__42c_ale1__1,-4.4512917421000004,-0.765567903
42c__42c_ale2__1,-0.029012514700000002,-0.861525957
42c__42c_ale3__1,-1.228000038,-0.566273754
42c__42c_ale4__1,-2.3064858787,-0.49631791100000006
42c__42c_ale5__1,0.0290757564,-0.403923515
42c__42c_ale6__1,-5.1847907887,-1.107472242
42c__42c_ale8__1,-3.1231589557,-0.603940836
42c__42c_ale9__1,-0.3310412777,-0.8395549320000001
42c__42c_ale10__1,-3.6431897535999997,-0.408495843
ssw__wt_ac__1,-0.9334642954000001,0.0036198310000000004
ssw__wt_glc__1,-0.5080516974,-0.8717232260000001
ssw__wt_glyc__1,-3.5026574966,-0.549927366
ssw__wt_xyl__1,-5.3247677676,-0.700325528
ssw__glc_ale1__1,0.5386179560000001,0.184655106
ssw__glc_ale2__1,-1.4647069295000001,-0.311064222
ssw__glc_ale3__1,-5.2061449591,-0.84072017
ssw__glyc_ale1__1,-0.2395895532,-0.041023445000000006
ssw__glyc_ale2__1,-4.7757930933,-0.78732882
ssw__xyl_ale1__1,-3.041757094,-0.332277957
ssw__xyl_ale2__1,-0.43062071290000004,-0.058094546000000004
ssw__xyl_ale3__1,-3.0790169474,-0.366361769
ssw__glc_ac_ac2__1,-4.0526123611,-0.8323421270000001
ssw__glc_ac_glc1__1,-4.3130541702,-0.422929999
ssw__glc_glyc_glc__1,-0.8346086742000001,-0.730790606
ssw__glc_glyc_glyc__1,-0.3496315582,-0.7070318720000001
ssw__glc_xyl_glc__1,-0.8494681934,-0.8567272770000001
ssw__glc_xyl_xyl__1,1.2424567362,-0.108935902
ica__wt_glc__1,-0.44877365020000004,-0.574782203
ica__wt_glc__2,-0.47086523150000004,-0.5825166860000001
ica__wt_glc__3,-0.7837142932000001,-0.376099503
ica__wt_glc__4,-0.13306374740000002,0.029974626
ica__arg_sbt__1,-2.2969122677,-0.8234019220000001
ica__arg_sbt__2,-2.2358586033,-1.023818061
ica__cytd_rib__1,-4.6054248843,0.14398128500000001
ica__cytd_rib__2,-4.5506498,0.077528398
ica__gth__1,-1.3749566930000001,0.292388421
ica__gth__2,-1.7033546419,-0.16890463900000002
ica__leu_glcr__1,-1.5825428112000002,-0.979366226
ica__leu_glcr__2,-2.0677446011,-0.9641239540000001
ica__met_glc__1,-1.0169245493,-0.686042355
ica__met_glc__2,-0.8889018535000001,-0.521393353
ica__no3_anaero__1,-1.7806416045,-0.253165845
ica__no3_anaero__2,-1.9836178728,-0.265487644
ica__phe_acgam__1,-0.3438391421,-0.581414261
ica__phe_acgam__2,-0.8001374242,-0.709856618
ica__thm_gal__1,-0.35951287600000004,0.15060900700000002
ica__thm_gal__2,-0.5092523253,0.15400286300000002
ica__tyr_glcn__1,0.35145322760000003,-0.22566581
ica__tyr_glcn__2,0.3162428457,-0.285074159
ica__ura_pyr__1,-0.38064949470000004,-0.37402136500000005
ica__ura_pyr__2,0.0065027748000000005,0.010548783
ica__wt_glc__5,0.6823744380000001,-0.0042977350000000004
ica__wt_glc__6,1.0202986149,0.090215823
ica__bw_delpurR_cytd__1,-0.8790129415,-0.47556159400000003
ica__bw_delpurR_cytd__2,-1.2354233491,0.015189020000000001
ica__ade_glc__1,-1.4583430627,-0.17188119999999998
ica__ade_glc__2,-0.9228120995,-0.6706418980000001
ytf__wt_glc__1,0.3263762845,-0.271243088
ytf__wt_glc__2,-0.1829168327,-0.35239612000000003
ytf__delyafC__1,-1.7389047994,-0.011879716
ytf__delyafC__2,-1.4265680965,0.099256307
ytf__delyeiE__1,-0.8711282581,0.16541222700000002
ytf__delyeiE__2,1.0205267771,0.28648924200000003
ytf__delyiaJ__1,-1.3908981148000001,0.015397967
ytf__delyiaJ__2,-1.8619716217,0.28191144300000004
ytf__delyieP__1,-2.2211485028,-0.070248027
ytf__delyieP__2,-1.5624585836,0.027310279000000003
ytf__wt_ph5__1,1.1586690149,0.24964659300000003
ytf__wt_ph5__2,0.36433051510000003,0.29505669100000004
ytf__wt_ph8__1,0.5920451953,-0.035690933
ytf__wt_ph8__2,1.0442399561,-0.192731646
ytf__delybaO__1,-2.283799884,-0.081854411
ytf__delybaO__2,-2.1607187015,-0.11205100500000001
ytf__delybaQ__1,0.5824456974000001,-0.041238296
ytf__delybaQ__2,0.9610494961,0.10387604800000001
ytf__delybiH__1,-0.6739350013000001,-0.19308734800000002
ytf__delybiH__2,-1.7193079922,-0.06924846700000001
ytf__delydcI_ph5__1,0.6398471574,0.133480124
ytf__delydcI_ph5__2,0.6634311726000001,-0.08009709999999999
ytf__delydcI_ph8__1,0.2011045729,-0.025374661000000003
ytf__delydcI_ph8__2,0.7110559861,-0.06183766
ytf__delyddM__1,4.1354784138,0.832749264
ytf__delyddM__2,3.939193056,0.69799743
ytf__delyheO__1,-1.6204159420000002,-0.157957028
ytf__delyheO__2,-2.253795088,-0.140968008
fps__bw_glc__1,-0.2420633791,-0.17204290800000002
fps__bw_glc__2,0.209597684,-0.107360732
fps__fps_thrA_ale1__1,-0.2195575915,0.02860488
fps__fps_thrA_ale1__2,0.2519913179,0.018152858
fps__fps_thrA_ale2__1,-0.2158758027,-0.24455269400000001
fps__fps_thrA_ale2__2,-0.1957935913,-0.49851678200000005
fps__fps_serB_ale1__1,-0.6051778847,0.043279577
fps__fps_serB_ale1__2,-0.3094884365,0.025957566
fps__fps_serB_ale4__1,-1.4330539999,-0.032508698
fps__fps_serB_ale4__2,-1.410762447,0.12100314200000001
fps__fps_ptsI_ale1__1,-0.9889267964,-0.139046015
fps__fps_ptsI_ale1__2,-1.1231029705,-0.305667001
fps__fps_ptsI_ale3__1,1.0379487328,0.14037032700000002
fps__fps_ptsI_ale3__2,1.0222186805,0.245534783
pal__lyx_ale2_f6__1,-1.2459354433,0.043441123000000005
pal__lyx_ale2__1,0.5233094815,0.472503616
pal__lyx_ale2__2,0.0063900121,0.08867501900000001
pal__lyx_ale4__1,0.8921375793,0.109710337
pal__lyx_ale4__2,0.8231290932,-0.239424556
pal__5drib_ale10_f18__1,-0.392340022,0.06283324
pal__5drib_ale10_f18__2,-1.0396397414,0.138386837
pal__5drib_ale10__1,-0.996009047,0.020572894
pal__arab_ale14_f9__1,0.40882299990000004,0.48348564
pal__arab_ale14_f9__2,1.2484327388,0.455371006
pal__arab_ale14__1,0.7595004129,-0.34979303700000003
pal__arab_ale14__2,1.0475543856,-0.504625756
pal__arab_ale16__1,-0.7680885243000001,-0.018694104
pal__arab_ale16__2,-1.045881595,0.029334239
pal__tartr_ale26_f10__1,-2.2862550761,0.201444863
pal__tartr_ale26_f10__2,-3.2006093566000002,-0.119015744
pal__tartr_ale26__1,-1.5119285121,-0.07944807300000001
pal__tartr_ale26__2,-1.124758725,0.23910170800000002
pal__tartr_ale28_f10__1,-1.2640164536,0.454210088
pal__tartr_ale28_f10__2,-2.4879540147,0.11191192900000001
pal__tartr_ale28__1,-1.2798346998999999,-0.115175147
pal__tartr_ale28__2,-1.4868458905000002,-0.088690269
efeU__delmenFentC_citr__1,-0.41673953900000005,-0.47824613800000004
efeU__delmenFentC_citr__2,0.666255943,-0.500116224
efeU__delmenFentC__1,-1.1394288434,0.182629902
efeU__delmenFentC__2,-1.6198788573,0.003286967
efeU__menFentC_ale39__1,-1.5842685551,-0.43491446500000003
efeU__menFentC_ale39__2,-1.6713127203,-0.5325290690000001
efeU__menFentC_ale29__1,-1.9785851049,-0.727519585
efeU__menFentC_ale29__2,-2.9612873703,-0.9322149890000001
efeU__menFentC_ale30__1,-0.0542901467,-0.48144585300000003
efeU__menFentC_ale30__2,-0.41925738840000004,-0.520671749
efeU__menFentCubiC_ale36__1,0.8817146887,0.048799438
efeU__menFentCubiC_ale36__2,0.6863125606,0.098386387
efeU__menFentCubiC_ale37__1,0.2512467198,0.33845778
efeU__menFentCubiC_ale37__2,0.3491152851,0.122291117
efeU__menFentCubiC_ale38__1,1.3585782152,0.39818642800000004
efeU__menFentCubiC_ale38__2,0.9518721422,0.336071344
misc2__salc_glc__1,0.47527281460000004,0.34943897300000004
misc2__salc_glc__2,0.5927531252,0.275376824
misc2__dbcn_glc__1,0.5341401885,0.519099632
misc2__dbcn_glc__2,2.1512523457,0.880151659
misc2__tyr_glc__1,-0.3568661374,0.109761094
misc2__tyr_glc__2,-0.6608679814,0.016665733000000002
misc2__arg_cytd__1,0.1939327652,-0.176074747
misc2__arg_cytd__2,0.10240642200000001,-0.181912871
misc2__delyheO_pyr__1,0.21978807620000002,-0.291753647
misc2__delyheO_pyr__2,0.5043199098,0.006634076
nquinone__delubiC__1,-1.2493801931,-0.392335507
nquinone__delubiC__2,-0.7593043516,-0.308233026
nquinone__ubiC_ale1__1,-0.0593373515,0.028796869000000003
nquinone__ubiC_ale1__2,0.3217306331,-0.08912338900000001
nquinone__ubiC_ale2__1,0.6240269248,0.04526947
nquinone__ubiC_ale2__2,1.1349541856,0.22040651800000002
nquinone__ubiC_ale3__1,-0.5166110851,-0.603801476
nquinone__ubiC_ale3__2,-0.6479591913,-0.576512103
nquinone__ubiC_ale4__1,1.4227814703,0.103478235
nquinone__ubiC_ale4__2,0.7605349137,0.13606362700000002
nquinone__delpdhR__1,0.2112529527,-0.40422165
nquinone__delpdhR__2,0.08346076720000001,-0.28269487800000004
quinone__glu_ale4__1,0.6676558291,-0.371839246
quinone__glu_ale4__2,0.3727937818,-0.56244078
quinone__delmenF__1,0.8345566455000001,-0.036527034
quinone__delmenF__2,0.5184894334,-0.18578469900000003
quinone__menF_ale5__1,-1.7008063349,-0.32763857100000005
quinone__menF_ale5__2,-0.8743986978,-0.430356558
quinone__menF_ale6__1,-1.693745724,-0.39768848700000003
quinone__menF_ale6__2,-1.6969550164,-0.563251536
quinone__menF_ale7__1,-2.8961503462,-0.502306726
quinone__menF_ale7__2,-3.2641571669,-0.7694393570000001
quinone__menF_ale8__1,-3.0232907778,-0.555202547
quinone__menF_ale8__2,-3.1616167845,-0.310565029
quinone__delmenFubiC__1,1.0392806493,-0.003452876
quinone__delmenFubiC__2,0.9493178028,-0.047965381
quinone__menFubiC_ale1__1,-4.1582073182,-0.846592521
quinone__menFubiC_ale1__2,-3.9263980222,-1.801505932
quinone__menFubiC_ale2__1,-3.0964286055,-0.855555672
quinone__menFubiC_ale2__2,-3.3185881669,-0.6994678990000001
quinone__menFubiC_ale3__1,0.3861294187,-0.501425552
quinone__menFubiC_ale3__2,-0.12329754520000001,-0.35596924500000005
quinone__menFubiC_ale4__1,-0.0577338211,-0.28903898
quinone__menFubiC_ale4__2,-0.707929311,-0.13627234800000002
oxyR__wt_glc__1,-0.20286028620000002,-0.176851312
oxyR__wt_glc__2,0.40606161360000004,0.021432045
oxyR__wt_h2o2__1,0.29813004730000003,-0.18694153700000002
oxyR__wt_h2o2__2,1.7938967946000002,0.328660359
oxyR__glu_ale4__1,0.0791108474,-0.18336428100000002
oxyR__glu_ale4__2,-0.0581470658,-0.14511177
oxyR__glu_ale4_h2o2__1,-0.4915486855,-0.144536292
oxyR__glu_ale4_h2o2__2,-1.5932444211,-0.285147761
oxyR__oxyR_ale17__1,-2.013665424,-0.369960181
oxyR__oxyR_ale17__2,-1.8325166138000002,-0.352628098
oxyR__oxyR_ale17_h2o2__1,-1.081987165,-0.17779888
oxyR__oxyR_ale17_h2o2__2,-0.3293192835,-0.365669108
oxyR__oxyR_ale18__1,0.0689980412,-0.339798619
oxyR__oxyR_ale18__2,0.7481702432,-0.29588757800000004
oxyR__oxyR_ale18_h2o2__1,-1.297404238,-0.476334723
oxyR__oxyR_ale18_h2o2__2,-1.4111782974,-0.26792097200000003
oxyR__oxyR_ale19__1,0.2958311897,-0.522771384
oxyR__oxyR_ale19__2,0.4971161194,-0.300035379
oxyR__oxyR_ale19_h2o2__1,0.4657588756,-0.512692999
oxyR__oxyR_ale19_h2o2__2,0.5233736161,-0.587527554
oxyR__oxyR_ale20__1,-2.8333427087,-0.691140975
oxyR__oxyR_ale20__2,-2.886046945,-0.707579199
oxyR__oxyR_ale20_h2o2__1,-2.0065844638,-0.477876697
oxyR__oxyR_ale20_h2o2__2,-2.148811377,-0.6720691990000001
svns_pgi__BmePgi24_15__1,0.7350476745000001,-0.042363131000000005
svns_pgi__BmePgi24_15__2,0.5729040297,0.016273012
svns_pgi__BmePgi24_26__1,0.5137739612000001,-0.115597237
svns_pgi__BmePgi24_26__2,0.3928012629,-0.291599763
svns_pgi__BmePgi24_41__1,2.6508666477,0.49680598400000003
svns_pgi__BmePgi24_41__2,-0.1482801981,-0.2781241
svns_pgi__BmePgi24_52__1,0.7249310145000001,-0.0007872020000000001
svns_pgi__BmePgi24_52__2,0.2482581144,-0.12821762
svns_pgi__PaePgi2_34__1,-0.5188769611,-0.007975924
svns_pgi__PaePgi2_34__2,-0.43314333590000004,0.232497519
svns_pgi__PaePgi2_63__1,-0.6608732562,0.006304603000000001
svns_pgi__PaePgi2_63__2,-0.8154145714000001,0.20721434400000002
svns_pgi__PaePgi24_54__1,0.027834495100000002,0.134685881
svns_pgi__PaePgi24_54__2,-0.25917672210000003,0.19021089
svns_pgi__PaePgi24_90__1,-0.29326468310000003,-0.03509633
svns_pgi__PaePgi24_90__2,-0.8769336440000001,0.07671436100000001
abx_media__m9_ctrl__1,-3.4019853018,-0.733029562
abx_media__m9_ctrl__2,-2.0064902895,-0.731863263
abx_media__rpmi_ctrl__1,-4.5861055431,-1.393117217
abx_media__rpmi_ctrl__2,-4.0568928032,-1.191518443
abx_media__camhb_ctrl__1,-2.4376841039,-1.5391526309999999
abx_media__camhb_ctrl__2,-3.1564220151,-1.7218032920000002
abx_media__m9_mero__1,-4.7538527709,-1.396342553
abx_media__m9_mero__2,-4.0576820937,-0.972549171
abx_media__rpmi_mero__1,-6.0993695646,-2.702263502
abx_media__rpmi_mero__2,-4.7897904644,-1.635248945
abx_media__camhb_mero__1,-1.2894918514,-1.288249482
abx_media__camhb_mero__2,-1.6220918831,-1.222944186
abx_media__m9_trisulf__1,-4.8660086101,-0.7623481950000001
abx_media__m9_trisulf__2,-4.5175977358,-1.047387079
abx_media__rpmi_trisulf__1,0.4401076089,-0.7458398860000001
abx_media__rpmi_trisulf__2,0.47495124250000004,-0.8242730920000001
abx_media__camhb_trisulf__1,-0.23837327730000002,-1.089808046
abx_media__camhb_trisulf__2,-0.5892947025,-1.131434204
abx_media__m9_cef__1,-3.4851427655,-0.513700546
abx_media__m9_cef__2,-3.7492485263,-0.8861337300000001
abx_media__rpmi_cef__1,-5.1354423802,-1.147935995
abx_media__rpmi_cef__2,-4.6824257442,-1.152183849
abx_media__camhb_cef__1,-0.7457588452,-1.241381753
abx_media__camhb_cef__2,-0.9105508475,-1.372294917
abx_media__m9_cipro__1,-2.2980749373,-0.803207101
abx_media__m9_cipro__2,-2.4375372928,-0.800243087
abx_media__rpmi_cipro__1,-3.7978446581,-1.344330257
abx_media__rpmi_cipro__2,-3.8732706908,-1.405002932
abx_media__camhb_cipro__1,-0.2966240169,-1.529727622
abx_media__camhb_cipro__2,-0.5956180501,-1.5739952110000002
hot_tale__42c_ale3_30c__1,-1.0944175094,-0.49107682300000005
hot_tale__42c_ale3_30c__2,-1.3811032469,-0.7616159760000001
hot_tale__42c_ale3_37c__1,-0.5493854107,-0.5655668420000001
hot_tale__42c_ale3_37c__2,-0.3765165251,-0.48525947300000005
hot_tale__42c_ale3_44c__1,-1.3618302743,0.802194556
hot_tale__42c_ale3_44c__2,-1.1017969181,0.7645560180000001
hot_tale__hot_ale3_mid_30c__1,-0.9813665695,-0.17687286100000002
hot_tale__hot_ale3_mid_30c__2,-0.9377808388000001,-0.185543584
hot_tale__hot_ale3_mid_37c__1,0.08538459030000001,-0.284482991
hot_tale__hot_ale3_mid_37c__2,0.23630763000000002,-0.21586802800000002
hot_tale__hot_ale3_mid_44c__1,0.25244504900000003,0.42201313300000004
hot_tale__hot_ale3_mid_44c__2,-1.2854896316,0.7697668480000001
hot_tale__hot_ale3_30c__1,-0.8028713363000001,0.00361059
hot_tale__hot_ale3_30c__2,0.28487708840000003,0.09696193900000001
hot_tale__hot_ale3_37c__1,-0.3022585882,-0.33702807
hot_tale__hot_ale3_37c__2,0.0902263526,-0.227533179
hot_tale__hot_ale3_44c__1,-0.9041835409000001,0.41880494100000004
hot_tale__hot_ale3_44c__2,0.07126743020000001,0.6641326780000001
hot_tale__hot_ale4_30c__1,-0.7955271113,-0.561974435
hot_tale__hot_ale4_30c__2,-1.0439712146,-0.729931018
hot_tale__hot_ale4_37c__1,-1.0390131734,-0.49472814400000004
hot_tale__hot_ale4_37c__2,-0.5343296404,-0.41303990700000004
hot_tale__hot_ale4_44c__1,-0.11150249200000001,0.41801235400000003
hot_tale__hot_ale4_44c__2,-0.25451710180000003,0.6582111540000001
hot_tale__hot_ale8_30c__1,-1.5379077079,-0.793186147
hot_tale__hot_ale8_30c__2,-1.2318563291,-0.44238040500000003
hot_tale__hot_ale8_37c__1,-1.2001867009,-0.217144532
hot_tale__hot_ale8_37c__2,-1.3963497733,-0.40948615800000004
hot_tale__hot_ale8_44c__1,-1.1424446219,0.6870186960000001
hot_tale__hot_ale8_44c__2,-1.1193618516,0.43483093
hot_tale__hot_ale9_mid_30c__1,-0.1792924133,-0.19582105600000002
hot_tale__hot_ale9_mid_30c__2,0.1573331164,-0.061346635000000004
hot_tale__hot_ale9_30c__1,-0.1834584218,-0.125504995
hot_tale__hot_ale9_30c__2,-0.7638745859,-0.317373265
hot_tale__hot_ale9_mid_37c__1,-0.1839803904,-0.21924464000000002
hot_tale__hot_ale9_mid_37c__2,-0.6318785391,-0.041310940000000004
hot_tale__hot_ale9_37c__1,0.0981613776,-0.28692689400000004
hot_tale__hot_ale9_37c__2,-0.054779589100000005,-0.135072585
hot_tale__hot_ale9_mid_44c__1,-0.6059433273,0.651997413
hot_tale__hot_ale9_mid_44c__2,-0.17974229160000002,1.107085531
hot_tale__hot_ale9_44c__1,0.0146166351,0.659834236
hot_tale__hot_ale9_44c__2,0.1187960233,0.73797953
hot_tale__hot_ale10_30c__1,0.7568954188,-0.043009386000000004
hot_tale__hot_ale10_30c__2,0.5802121585000001,0.068560808
hot_tale__hot_ale10_37c__1,0.38080175860000004,-0.11517896300000001
hot_tale__hot_ale10_37c__2,0.6169479015,-0.017206451
hot_tale__hot_ale10_44c__1,-1.2973193228,0.7061954690000001
hot_tale__hot_ale10_44c__2,-1.9050078657,0.9538342340000001
hot_tale__hot_ale16_30c__1,-0.6329624219000001,-0.39070078
hot_tale__hot_ale16_30c__2,-0.3377395941,-0.20452825900000002
hot_tale__hot_ale16_37c__1,-1.5520498075,-0.33617444
hot_tale__hot_ale16_37c__2,-1.4274780365,-0.48775664
hot_tale__hot_ale16_44c__1,-1.6142477832000002,0.8253096670000001
hot_tale__hot_ale16_44c__2,-1.5831133188000002,0.82358393
pdhr_ale__pdhR-13_51__1,0.9254529932000001,-0.37903662600000004
pdhr_ale__pdhR-13_51__2,0.46086790710000003,-0.400746394
pdhr_ale__pdhR-14_46__1,2.241868128,0.143452049
pdhr_ale__pdhR-14_46__2,1.1896847377,-0.041702169000000004
pdhr_ale__pdhR-15_51__1,-0.771362662,-0.508720359
pdhr_ale__pdhR-15_51__2,-0.4771053504,-0.44370049
pdhr_ale__pdhR-16_49__1,0.0589018606,-0.255448065
pdhr_ale__pdhR-16_49__2,1.8663345934,0.379315938
tcs__del_atoC_LiAcet__1,-4.2023918598,-1.20407858
tcs__del_atoC_LiAcet__2,-3.7938060762,-1.03292215
tcs__del_atoC_LiCl__1,-3.4901126624,-0.8457899600000001
tcs__del_atoC_LiCl__2,-2.7509691238,-0.9364428340000001
tcs__del_atoC_m9__1,-3.2504347001,-1.123990754
tcs__del_atoC_m9__2,-3.2269034191,-1.170602395
tcs__del_baeR_etoh__1,3.2249452585,0.259692344
tcs__del_baeR_etoh__2,3.727217225,0.385695379
tcs__del_baeR_lb__1,-2.6831191314,-0.29293508900000004
tcs__del_baeR_lb__2,-2.1964272391,-0.36615031000000003
tcs__del_btsR_01xlb__1,7.2787489596,2.118518839
