,A,PydR
Bioreactor1:24h:2.0,0.4993464361179916,-0.4333315470000007
Bioreactor2:S_0min:1.0,-1.407450431285105,-0.0543434163333333
Bioreactor2:S_15min:1.0,-9.73422434770739,0.0472278476666669
Bioreactor2:P1_15min:1.0,-9.253441352818106,0.0739914376666668
Bioreactor2:P3_15min:1.0,-7.025835351182698,-0.511598862333333
Bioreactor2:P5_15min:1.0,-4.061693451372604,-0.6980816243333328
Bioreactor2:S_1h:1.0,-8.416747120415142,0.2567647296666671
Bioreactor2:S_3h:1.0,-6.483580335946055,0.2865854136666668
Bioreactor2:S_9h:1.0,-3.222925118150316,-0.0163552503333335
Bioreactor2:S_25h:1.0,-5.357502838621689,0.0966967876666666
Bioreactor2:P1_25h:1.0,-5.129712054285725,-0.1667245653333333
Bioreactor2:P3_25h:1.0,-2.10507788093846,-0.3958192543333334
Bioreactor2:P5_25h:1.0,1.078787308892893,-0.4590301533333329
Bioreactor2:S_0min:2.0,3.888860124543719,0.2343954236666672
Bioreactor2:S_15min:2.0,-11.610964809980196,0.1424664116666667
Bioreactor2:P1_15min:2.0,-11.00618399985731,-0.3134242553333335
Bioreactor2:P3_15min:2.0,-9.195026221173178,-0.161283393333333
Bioreactor2:P5_15min:2.0,-5.233009810776707,-1.0199801063333336
Bioreactor2:S_1h:2.0,-13.156527877913303,-0.1471649243333335
Bioreactor2:S_3h:2.0,-8.081516104544399,0.0414574076666669
Bioreactor2:S_9h:2.0,-6.163884494598403,0.1308482736666665
Bioreactor2:S_25h:2.0,-5.6133003053554,0.208001429666667
Bioreactor2:P1_25h:2.0,-5.230905587055251,-0.1551759223333331
Bioreactor2:P3_25h:2.0,-2.8353839654818724,-0.7514610913333328
Bioreactor2:P5_25h:2.0,0.2009037403826883,-0.5238587453333334
Bioreactor2:S_0min:3.0,-2.48140969723516,-0.1800520073333329
Bioreactor2:S_15min:3.0,-12.226615066411716,0.1779357906666669
Bioreactor2:P1_15min:3.0,-13.383771567862508,-0.4590542193333329
Bioreactor2:P3_15min:3.0,-8.191730701906788,-0.4316331113333334
Bioreactor2:P5_15min:3.0,-5.073049098796999,-0.6639639983333332
Bioreactor2:S_1h:3.0,-12.843138068636536,0.2460148916666664
Bioreactor2:S_3h:3.0,-7.763363110612822,0.357574266666667
Bioreactor2:S_9h:3.0,-6.428731395169694,0.2720056596666671
Bioreactor2:S_25h:3.0,-7.295854668035105,-0.1767979873333329
Bioreactor2:P1_25h:3.0,-4.179894598795433,0.0869393506666664
Bioreactor2:P3_25h:3.0,-2.352662474967812,-0.8180838633333334
Bioreactor2:P5_25h:3.0,-1.2659452454163178,-1.0325266223333331
Carbon:Citrate:1.0,30.294455734605943,0.5686144529999995
Carbon:Citrate:2.0,31.889686502917208,0.7598151680000003
Carbon:Citrate:3.0,26.58631623306692,0.3051253540000003
Carbon:Ferulate:1.0,14.90360930713395,0.1900991109999994
Carbon:Ferulate:2.0,11.424350548097022,0.1011997070000001
Carbon:Ferulate:3.0,11.234550684563088,0.2823956569999994
Carbon:Glucose:1.0,-2.499894071701078,-0.1379823560000002
Carbon:Glucose:2.0,2.499894071836891,0.1379823560000002
Carbon:Serine:1.0,33.93945844282855,0.8032572819999997
Carbon:Serine:2.0,32.44723161677448,0.1516375529999996
Carbon:Serine:3.0,34.020861085196806,0.529632661
Carbon2:Glucose:1.0,0.1894777276317159,0.0592818646666666
Carbon2:Glucose:2.0,0.6498536578015813,0.0223552216666673
Carbon2:Glucose:3.0,-0.8393313844645084,-0.0816370863333331
Carbon2:Coumarate:1.0,4.023089124601503,-0.2150130673333325
Carbon2:Coumarate:2.0,6.583146534136351,-0.3117443593333329
Carbon2:Coumarate:3.0,6.684811504445396,-0.0211364963333329
Crc:Control:1.0,3.1922060365526805,0.4273281730000002
Crc:Control:2.0,-3.192206036356706,-0.4273281730000002
Crc:Del_crc:1.0,-10.944629872315929,0.2592402380000003
Crc:Del_crc:2.0,-16.842410378471417,0.1094857070000001
Crc:Del_crcZ_crcY:1.0,-2.6477127276397345,-0.3498826409999997
Crc:Del_crcZ_crcY:2.0,4.775933187217462,0.4034285029999997
FinR:Control:1.0,-0.2773073770163269,0.1019539740000006
FinR:Control:2.0,-0.0992417773489869,0.164078903
FinR:Control:3.0,0.3765491542931009,-0.2660328769999998
FinR:Del_finR:1.0,-3.889387881131748,0.1253654390000003
FinR:Del_finR:2.0,-2.544605447814792,-0.1190673529999997
FinR:Del_finR:3.0,-2.923052884696995,0.374204572
FleQ:Del_fleQ:1.0,-1.034303791657407,0.0978856613333336
FleQ:Del_fleQ:2.0,0.1838393162607782,-0.3885523276666665
FleQ:Del_fleQ:3.0,-0.4451126876507619,0.4179016693333333
FleQ:OE_wspR:1.0,-0.5067047526661135,0.1222693863333335
FleQ:OE_wspR:2.0,-0.5291649219634191,-0.4241388816666664
FleQ:Control:1.0,0.3780848490155839,-0.2660318236666663
FleQ:OE_wspR:3.0,-0.4320504666229957,0.0099206513333331
FleQ:Control:2.0,-0.2707601141464683,0.1019535943333336
FleQ:Control:3.0,-0.1073247361282478,0.1640782293333336
Fuel:Butanol:1.0,5.330663487542519,0.2403238620000003
Fuel:Butanol:2.0,8.084347854387262,0.0174387990000006
Fuel:Control:1.0,1.2957450117323872,0.0289615850000002
Fuel:Control:2.0,-1.2957450123921035,-0.0289615849999993
Fuel:Isopentanol:1.0,-23.46595061811288,0.0298275440000006
Fuel:Isopentanol:2.0,-19.014862084735004,0.083211136
Glycolaldehyde:Glycolaldehyde:1.0,-38.67620048581471,-0.2713625234999997
Glycolaldehyde:Control:1.0,0.532317988892691,0.0435409805000004
Glycolaldehyde:Glycolaldehyde:2.0,-38.573956628612926,-0.3194085485000002
Glycolaldehyde:Control:2.0,-0.5323179889237626,-0.0435409804999995
HNS_protein:Control_ex:1.0,1.649502229395832,-0.2995106649999997
HNS_protein:Del_turB_ex:1.0,2.426668016395068,-0.3912805609999994
HNS_protein:Del_turB_ex:2.0,6.782233130288773,-0.2742579749999994
HNS_protein:WT_pCAR1_ex:1.0,-7.204437307793075,-0.0869912229999991
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,-3.782706534527396,0.3511314730000006
HNS_protein:WT_pCAR1_Del_turA_st:1.0,25.596448608103792,0.9090864450000008
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,-4.064786684076611,0.4080968530000008
HNS_protein:WT_pCAR1_Del_turA_st:2.0,21.351279128054195,0.7808886600000005
HNS_protein:WT_pCAR1_ex:2.0,-5.57987794771597,-0.2920083479999995
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,-2.7843448725801783,-0.0208990169999996
HNS_protein:WT_pCAR1_Del_turB_st:1.0,13.115193502764631,0.4999258110000006
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,-5.798570066487786,0.3054032320000006
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,-0.9396347634898014,0.2249318840000009
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,-6.627359223526871,0.3893075910000005
HNS_protein:WT_pCAR1_Del_turB_st:2.0,14.294509317193594,0.8810690890000004
HNS_protein:Control_ex:2.0,-1.6495022291246204,0.2995106650000005
HNS_protein:WT_Del_turA_ex:1.0,7.564938964652481,-0.0408226799999988
HNS_protein:WT_Del_turA_ex:2.0,9.779879184188458,-0.3879117399999989
Mobile_gene:2737_exp:1.0,0.3452968397233704,0.0257958249999994
Mobile_gene:2737_exp:2.0,0.338494490501776,0.0565808159999994
Mobile_gene:2737_exp:3.0,-0.9258736973167548,0.0052181199999994
Mobile_gene:2737_exp:4.0,0.2420823636268121,-0.087594761
Mobile_gene:2737_reg:1.0,-15.803041733104862,-0.5279135830000001
Mobile_gene:2737_reg:2.0,-15.32949355823447,-0.2134594280000001
Mobile_gene:2737_reg:3.0,-16.556061775411706,-0.4701158210000002
Mobile_gene:2737_reg:4.0,-16.18637857774487,-0.303689179
Mobile_gene:3227_exp:1.0,-0.760939546200904,0.2355544789999992
Mobile_gene:3227_exp:2.0,0.2888658690019994,0.0777473329999995
Mobile_gene:3227_exp:3.0,-0.433147676359187,0.087091365
Mobile_gene:3227_exp:4.0,-1.9657839840905469,0.0865185209999994
Mobile_gene:3227_reg:1.0,-16.11162240933243,-0.2771332989999999
Mobile_gene:3227_reg:2.0,-13.12395072475124,-0.0778868070000005
Mobile_gene:3227_reg:3.0,-12.589875400335304,-0.0715096760000006
Mobile_gene:3227_reg:4.0,-13.283055536147476,-0.0190835800000002
Mobile_gene:mfsR_exp:1.0,1.8359866926818444,-0.0175745850000001
Mobile_gene:mfsR_exp:2.0,-0.0221659343159118,-0.4465882030000001
Mobile_gene2:Condition1:1.0,0.4073359597269993,0.3245497937500001
Mobile_gene2:Condition1:2.0,-0.4783987448598356,0.3491298617499998
Mobile_gene2:Condition2:1.0,0.8932883542657108,-0.1395535732500006
Mobile_gene2:Condition2:2.0,-1.4787930988430538,0.0079946607499996
Mobile_gene2:Condition2:3.0,0.1061216391454879,0.1555641897499997
Mobile_gene2:Condition2:4.0,0.4793831054275947,-0.0240052772500005
Muconate:CJ522_fructose:1.0,23.43724700409223,1.2672641036666663
Muconate:CJ522_fructose:2.0,21.179741434264088,1.7525568326666665
Muconate:CJ522_fructose:3.0,20.1977876489898,1.296526356666666
Muconate:CJ522_fructose_glucose:1.0,20.18047082569123,1.3537019956666665
Muconate:CJ522_fructose_glucose:2.0,24.20864720008717,1.2001764696666664
Muconate:CJ522_fructose_glucose:3.0,27.726481003633182,1.4618014756666664
Muconate:CJ522_fructose_glucose_gluconate:1.0,17.40533464550926,0.8051695746666665
Muconate:CJ522_fructose_glucose_gluconate:2.0,17.73250979481513,1.1942605006666662
Muconate:CJ522_fructose_glucose_gluconate:3.0,15.25873965999562,0.9080171606666668
Muconate:CJ522_glucose_gluconate:1.0,23.591575342430087,1.0508299286666665
Muconate:CJ522_glucose_gluconate:2.0,25.298353356026222,0.8929976306666667
Muconate:CJ522_glucose_gluconate:3.0,25.361457285827097,1.3347505066666665
Muconate:CJ522_gluconate:1.0,21.14882809000902,1.151350539666666
Muconate:CJ522_gluconate:2.0,21.141707199244493,0.7283275976666665
Muconate:CJ522_gluconate:3.0,25.22799552651795,1.1106369036666663
Muconate:CJ522_glucose:1.0,24.591311921961463,1.2887289086666662
Muconate:CJ522_glucose:2.0,23.32592294671085,1.4068736086666664
Muconate:CJ522_glucose:3.0,25.66873258024736,1.3440152246666663
Muconate:GB032_fructose:1.0,20.20864474386291,1.2626411126666666
Muconate:GB032_fructose:2.0,20.39850438283792,1.4166508576666663
Muconate:GB032_fructose:3.0,20.06378236593046,1.1460015626666662
Muconate:GB032_fructose_glucose:1.0,7.590526576106279,1.4467226236666662
Muconate:GB032_fructose_glucose:2.0,7.772458829884057,1.0298716506666663
Muconate:GB032_fructose_glucose:3.0,14.118866444098622,1.3290393616666665
Muconate:GB032_fructose_glucose_gluconate:1.0,18.180250455893475,1.2304958276666662
Muconate:GB032_fructose_glucose_gluconate:2.0,22.46418425538012,0.8346126876666666
Muconate:GB032_fructose_glucose_gluconate:3.0,19.21505081270811,1.1042905976666662
Muconate:GB032_glucose_gluconate:1.0,17.665259017595144,0.6638544846666665
Muconate:GB032_glucose_gluconate:2.0,21.70164069852377,1.333570462666667
Muconate:GB032_glucose_gluconate:3.0,22.679021674555084,1.0586992216666662
Muconate:GB032_gluconate:1.0,17.407411723109718,1.0127108416666664
Muconate:GB032_gluconate:2.0,23.225567130730614,0.8548402746666666
Muconate:GB032_gluconate:3.0,29.524376100157525,1.2528492096666666
Muconate:GB032_glucose:1.0,25.326688238220463,1.3179572876666663
Muconate:GB032_glucose:2.0,25.01199519234628,1.5025163416666665
Muconate:GB032_glucose:3.0,24.23965445426036,1.3883880266666662
Muconate:GB045_fructose:1.0,16.188727784768744,1.380289042666666
Muconate:GB045_fructose:2.0,16.152209968519358,1.4709498326666663
Muconate:GB045_fructose:3.0,17.160020929724507,1.2725011266666666
Muconate:GB045_fructose_glucose:1.0,-4.657803909496273,0.507083177666666
Muconate:GB045_fructose_glucose:2.0,0.4936230416606464,0.3083077896666664
Muconate:GB045_fructose_glucose_gluconate:1.0,1.8513410543729645,1.270127415666666
Muconate:GB045_fructose_glucose_gluconate:2.0,-4.643202167865407,0.9747760606666668
Muconate:GB045_fructose_glucose_gluconate:3.0,0.6431033610747076,1.0541930866666664
Muconate:GB045_glucose_gluconate:1.0,26.628936765103504,0.6315495666666662
Muconate:GB045_glucose_gluconate:2.0,28.1903901621797,0.1731551516666662
Muconate:GB045_glucose_gluconate:3.0,26.064356096755297,0.4395652506666661
Muconate:GB045_gluconate:1.0,0.3122072376199352,0.3815028556666666
Muconate:GB045_gluconate:2.0,-0.8760684699985509,0.6477238916666659
Muconate:GB045_gluconate:3.0,4.23606272116811,0.828375256666666
Muconate:GB045_glucose:1.0,14.394156041475762,0.5605432506666661
Muconate:GB045_glucose:2.0,16.042431738733036,0.427596568666666
Muconate:GB045_glucose:3.0,11.710958471217136,0.3642012806666663
Muconate:GB062_fructose:1.0,19.83860040812156,1.101592979666666
Muconate:GB062_fructose:2.0,19.980503755406502,1.2296502706666663
Muconate:GB062_fructose:3.0,25.628798895877512,1.6796124636666665
Muconate:GB062_fructose_glucose:1.0,24.196290052058952,0.7832722786666659
Muconate:GB062_fructose_glucose:2.0,13.690895311907072,0.6157645106666667
Muconate:GB062_fructose_glucose:3.0,10.110642895071896,0.3717839176666659
Muconate:GB062_fructose_glucose_gluconate:1.0,17.78173439573558,1.1228269836666662
Muconate:GB062_fructose_glucose_gluconate:2.0,19.958055634633933,0.924358757666666
Muconate:GB062_fructose_glucose_gluconate:3.0,18.321041634451404,1.1990258356666663
Muconate:GB062_glucose_gluconate:1.0,26.366494260205005,1.406308826666666
Muconate:GB062_glucose_gluconate:2.0,26.223345151812445,1.2581541646666663
Muconate:GB062_glucose_gluconate:3.0,25.560299421157,0.8849659426666658
Muconate:GB062_gluconate:1.0,21.94523320213753,0.7202837686666665
Muconate:GB062_gluconate:2.0,25.71169652390137,1.315506443666666
Muconate:GB062_gluconate:3.0,22.83510787107428,1.3290711356666662
Muconate:GB062_glucose:1.0,22.017819921191126,1.0437618266666666
Muconate:GB062_glucose:2.0,22.487530233436907,0.980583108666666
Muconate:GB062_glucose:3.0,22.478933935951712,0.868303237666666
Muconate:KT2440_fructose:1.0,22.728485250553025,0.2354209946666658
Muconate:KT2440_fructose:2.0,23.098610152615034,0.4417593466666663
Muconate:KT2440_fructose:3.0,26.82156779435708,0.2337242296666666
Muconate:KT2440_fructose_glucose:1.0,15.068406566589577,-0.2394756093333336
Muconate:KT2440_fructose_glucose:2.0,21.91594899133773,0.2683014646666661
Muconate:KT2440_fructose_glucose:3.0,12.030908334959449,0.1222787056666661
Muconate:KT2440_fructose_glucose_gluconate:1.0,26.702741967065144,0.2204411116666662
Muconate:KT2440_fructose_glucose_gluconate:2.0,18.423878161216187,-0.1557661773333336
Muconate:KT2440_fructose_glucose_gluconate:3.0,33.22602740600992,0.1596727446666666
Muconate:KT2440_glucose_gluconate:1.0,21.186182034039184,0.2736447516666667
Muconate:KT2440_glucose_gluconate:2.0,16.757183321865348,0.8307641756666664
Muconate:KT2440_glucose_gluconate:3.0,16.449947283695177,0.1876776086666662
Muconate:KT2440_gluconate:1.0,0.2023703303390875,-0.1611687093333333
Muconate:KT2440_gluconate:2.0,-4.108951905453116,-0.6697237153333333
Muconate:KT2440_gluconate:3.0,-1.1980805057245618,-0.3509134223333339
Muconate:KT2440_glucose:1.0,1.444450124783976,0.012188667666666
Muconate:KT2440_glucose:2.0,-1.1629999236360264,-0.0691034423333336
Muconate:KT2440_glucose:3.0,-0.2814501991014091,0.0569147746666667
Multistress:Control:1.0,0.5255646632435258,-0.1216830303333331
Multistress:Control:2.0,-3.489621341896947,0.0093168576666666
Multistress:Control:3.0,2.964056679175667,0.1123661726666664
Multistress:NaCl_7min:1.0,-0.1662331579832457,-1.1752342493333332
Multistress:NaCl_60min:1.0,7.538445034617679,1.8956449206666672
Multistress:NaCl_7min:2.0,0.8501579923959561,-1.428140587333333
Multistress:NaCl_60min:2.0,5.838674252745526,2.001634044666667
Multistress:NaCl_7min:3.0,0.3578279187870396,-0.8763448853333333
Multistress:NaCl_60min:3.0,8.001192279193852,1.8837411226666667
Multistress:Imipenem_7min:1.0,0.8738658752641523,-0.0929182793333334
Multistress:Imipenem_60min:1.0,8.47764723879173,-0.970613799333333
Multistress:Imipenem_7min:2.0,8.142013946047802,-0.2906913813333327
Multistress:Imipenem_60min:2.0,5.045311457629595,-0.7878334193333334
Multistress:Imipenem_7min:3.0,6.944560022989399,-0.3440400633333329
Multistress:Imipenem_60min:3.0,6.542714600304704,0.2862265306666671
Multistress:H2O2_7min:1.0,3.504480757144216,0.7427454786666665
Multistress:H2O2_60min:1.0,24.18182506817181,0.4983055446666666
Multistress:H2O2_7min:2.0,8.239845872213184,0.724332363666667
Multistress:H2O2_60min:2.0,22.94062439125664,0.6356561776666672
Multistress:H2O2_7min:3.0,10.39369360428865,0.4261407766666671
Multistress:H2O2_60min:3.0,24.76369390239925,1.3166437296666669
Myristic_acid:Control:1.0,-0.8008795890175616,0.1025956929999996
Myristic_acid:Control:2.0,1.311260313096682,0.0397927259999999
Myristic_acid:Control:3.0,-0.5103807263993974,-0.1423884189999995
Myristic_acid:Myristic_acid:1.0,-3.9395221435054713,-0.615412697
Myristic_acid:Myristic_acid:2.0,-7.784998619109518,-0.1421676849999995
Myristic_acid:Myristic_acid:3.0,-2.265112183740548,-0.4158594620000002
Phase:WT_Tr:1.0,19.35692811606846,-0.5427056114999997
Phase:WT_Tr:2.0,20.9059663088824,-0.4043908874999999
Phase:WT_Ex:1.0,0.8699412631621399,0.0388525074999996
Phase:WT_Ex:2.0,-0.8699412630706637,-0.0388525074999996
Phase:WT_Tr:3.0,18.121463903238524,0.2026853564999999
Phase:WT_Tr:4.0,21.9331477370318,-0.2413125014999995
Phase:WT_St:1.0,54.63894044872222,0.0575364965
Phase:WT_St:2.0,49.223094461358144,-0.1268479945000002
RelA:Control:1.0,0.4089339325338557,0.163064593333333
RelA:Control:2.0,0.2546046986472586,-0.1174191296666675
RelA:Control:3.0,-0.6635386312242229,-0.0456454636666672
RelA:Del_relA:1.0,-17.380474326881835,0.3919246913333332
RelA:Del_relA:2.0,-19.87866837263197,0.3794477793333328
RelA:Del_relA:3.0,-7.273692384701681,0.368302909333333
RelA:Del_relA_lignin:1.0,-1.9045112688310213,0.1100313663333327
RelA:Del_relA_lignin:2.0,-2.490290931626584,0.1872587123333327
RelA:Del_relA_lignin:3.0,-3.6857644032917953,-0.126620305666667
Zn:Zn_ion:1.0,12.909345637632327,0.4833879599999999
Zn:Zn_ion:2.0,12.944332604377388,0.4400196809999999
Zn:Zn_ion:3.0,14.28186103690759,0.5723439500000005
Zn:Control:1.0,-0.2149826420933793,0.0970775610000007
Zn:Control:2.0,0.1727917815345975,-0.0308002549999999
Zn:Control:3.0,0.0421908627191838,-0.0662773059999999
ZnO:Control:1.0,-6.0110624963377015,0.2131494439999999
ZnO:Control:2.0,6.011062496257855,-0.2131494439999999
ZnO:Nano:1.0,-6.330687663790503,0.1708574060000005
ZnO:Nano:2.0,-7.651783870336906,0.2869370199999999
ZnO:Nano:3.0,-1.4406606346849522,0.0857771840000003
ZnO:Zn_ion:1.0,-6.17402914993916,0.211299716
ZnO:Zn_ion:2.0,-7.509337895123657,0.2176793770000005
ZnO:Zn_ion:3.0,4.090098248930087,0.05570786
