,A,DksA
SRX5694350,3.2864768608,1.0735694525
SRX5694351,7.6584220964,0.1768441288
SRX5694352,4.6529067223,0.013947737600000001
SRX5694353,2.9793351282,-0.41450732700000004
SRX5694354,3.14373372,-0.5246727524
SRX5694356,3.1034442348,-0.5190014335
SRX5694357,-0.8677615466,0.7127983846
SRX5694358,16.6083698458,-0.6354766983
SRX5694359,8.3607756888,-1.5678141209
SRX5694360,8.4755759242,-1.2345564901000001
SRX5694361,7.1797014294,1.0689218194
SRX5694362,-6.8221249558,0.6400824561
SRX5694363,-3.1847625757,-0.0912576615
SRX5694364,18.5792673119,-1.1065067019
SRX5694365,-11.2335384907,-0.41985398100000004
SRX5694366,3.4446771028,-0.40819962060000003
SRX5694367,7.5930245866,0.6760975843
SRX5694368,3.8377251051,-0.7121262563
SRX5694369,-0.7635027822,-1.0177504126
SRX5694370,5.91819053,-0.5237962713000001
SRX5694371,19.2713644875,-1.6952586682000002
SRX5694372,6.0962131944,-1.3770742384
SRX5694373,0.7858468466,0.9345906848000001
SRX5694374,26.1505122662,-0.5952857154
SRX5694375,1.6475134726,-1.0696603748
SRX5694376,-1.3194865861,0.1315297219
SRX5694377,24.054935498,-0.9374782446000001
SRX5694378,9.0557469458,-1.4956127749
SRX5694379,3.3970048334,-0.9396772857000001
SRX5694380,-5.2521642274,0.3719371446
SRX5694381,-0.6740608777,0.7021786564
SRX5694382,-6.7294660094,0.4949182972
SRX5694383,4.4257649679,-1.0644481708
SRX5694384,-1.1017137157,-0.41399600210000004
SRX5694385,-9.3061860782,-1.6955392754
SRX5694386,22.9000545709,-1.1464032076
SRX5694387,2.138725896,-0.3090133799
SRX5694388,10.5023007262,0.7507226407
SRX5694389,-2.6170197581,-1.4328351897
SRX5694390,0.7921689206,-1.0064876157
SRX5694391,-12.5205066575,-0.5134403208
SRX5694392,-4.0798190264,-1.3445810974
SRX5694393,-2.8681757036,-0.37449435340000004
SRX5694394,-0.09263299400000001,-0.9853820798
SRX5694395,-2.8010178338,-0.1171962431
SRX5694396,9.8912842951,0.1458325385
SRX5694397,9.987704602600001,-0.5422610031
SRX5694398,7.8995994159,-0.3387883521
SRX5694399,-11.3510750631,-0.0903261711
SRX5694400,9.870154393,-1.3409204355
SRX5694401,-5.5857830292,-0.3777948351
SRX5694402,23.1917563182,-1.0727130494
SRX5694403,9.9999389416,0.7046135893000001
SRX5694404,4.0605348965,-1.1753780495
SRX5694405,-3.9588734072,0.3325371885
SRX5694406,5.246640548,-0.0718394443
SRX5694407,6.4349128383,-0.9393288181
SRX5694408,-3.4026202413,-0.6611010356
SRX5694409,14.1253018877,-1.7028385763
SRX5694410,-4.8086570908,0.3502689351
SRX5694411,7.0567415414,-0.8011182626000001
SRX5694412,10.3836592232,-0.1784521724
SRX5694413,-15.5425169312,0.1198518174
SRX5694414,-0.39861258110000003,0.7354116947
SRX5694415,0.0136524656,-0.6110729892
SRX5694416,-0.31313047250000003,0.0691907586
SRX5694417,-2.5855361981,0.3414524069
SRX5694418,18.4184064403,-1.1542465683
SRX5694419,16.4483652463,0.0478525708
SRX5694420,-2.8447295144,-0.3499324023
SRX5694421,5.4499972656,-0.43557479720000003
SRX5694422,-8.234192996400001,-0.5513841421
SRX5694423,10.0748738716,-0.10373164280000001
SRX5694424,9.5598923321,0.2270982299
SRX5694425,4.1400112127,-0.6376971432
SRX5694426,2.3436994893,-0.3760324049
SRX5694427,-5.4698018567,-0.46519328870000004
SRX5694428,-4.9417173582,-0.7822723891000001
SRX5694429,12.8081043824,-0.9004408757000001
SRX5694430,-5.6704552472,-0.6005458013
SRX5694431,-5.5734989068,0.0642187768
SRX5694432,8.4142599378,-1.7330636676000002
SRX5694433,-19.0479894649,0.7704900631
SRX5694434,-2.7474450128,0.5167951557
SRX5694435,18.0168781143,-0.7978517958
SRX5694436,14.318823383,-2.169273553
SRX5694437,-9.8063466427,-1.5459389284
SRX5694438,-1.1129028604,-0.6247802446
SRX5694439,16.4003846484,0.0886342678
SRX5694440,-0.5553640476,-0.36644001
SRX5694441,-7.6150209511,0.46067032760000004
SRX5694442,11.1318443352,0.4017623739
SRX5694443,-0.186915354,-0.8452471641
SRX5694444,4.2608964069,-1.0201044064
SRX5694445,15.2731536281,0.044110105000000004
SRX5694446,3.4890451895,-0.4793026307
SRX5694447,1.1331023517,-1.8499483511
SRX5694448,-4.0511111262,0.37634445650000004
SRX5694449,-1.7032069441000002,-0.6026887206
SRX5694450,-1.6760121947000002,0.1422954123
SRX5694451,2.4725555313,-0.4139112641
SRX5694452,10.4907258904,0.1553606494
SRX5694453,-11.8498548975,0.1869534046
SRX5694454,-0.9269279406,-0.5345277824
SRX5694455,17.8893088128,0.0091161821
SRX5694456,0.8659597372000001,-0.8149179079000001
SRX5694457,-1.7749762733,-0.7337431354
SRX5694459,2.7644460759,-0.8798204046
SRX5694460,16.967486211,-2.4252963485
SRX5694461,8.7578919336,-1.571116419
SRX5694462,15.1354866384,-0.1059502531
SRX5694463,-2.9021389299,-0.9757366008
SRX5694464,3.9157189885,-1.4386826231
SRX5694465,4.8312531007,-1.2275599565
SRX5694466,-6.8211379046000005,-0.917754595
SRX5694467,4.1105754275,0.1252603962
SRX5694468,22.1841350966,-0.9901763855000001
SRX5694469,-3.390554302,-0.3895469009
SRX5694470,0.42564213770000003,-0.031577787
SRX5694471,2.4498817327999998,-0.5867701361000001
SRX5694472,3.5862942299,-0.1991091214
SRX5694474,5.8622001516,0.25873266570000003
SRX5694475,2.956842861,-0.7574178195
SRX5694476,2.3637431599,-1.0541472706
SRX5694477,19.3646216566,-2.2830549081
SRX5694478,-2.7881021697,-1.2829112334000001
SRX5694479,1.8059800101999999,1.0596320384
SRX5694480,-5.763243665,0.9230987954000001
SRX5694481,0.9013536590000001,-1.6342728147
SRX5694482,-0.0020721263,-0.2433947682
SRX5694483,-1.1684171594000001,-0.8743358784
SRX5694484,7.1270120462,-1.3750109793
SRX5694485,-11.7090414067,-0.38438979360000003
SRX5694486,0.197639964,-0.6699357975
SRX5694487,3.6719309692,-1.1547598209
SRX5694488,7.5908440002,-0.5294604192
SRX5694489,6.5924941616,-0.3928269915
SRX5694491,19.6515197712,-2.2245428139
SRX5694492,15.5000973188,-1.3771484085
SRX5694493,6.1614130213,-0.0786628565
SRX5694494,5.6971988136,-0.2835812093
SRX5694495,-3.2977357413,-0.5021661505
SRX5694496,2.4227096012000002,-0.41804929230000004
SRX5694497,9.9265697231,0.35412912490000004
SRX5694498,-0.1261656337,-0.6166606756
SRX5694499,-4.2537732761000004,1.5901263975000002
SRX5694500,1.4779223001,-0.4244751994
SRX5694501,6.211538002,-1.4182270162
SRX5694502,2.9899710065000003,0.1392238338
SRX5694503,6.0988467595,0.8014953929
SRX5694504,-0.24207101500000003,-0.6735589682
SRX5694505,19.8078802048,-1.3675863194
SRX5694506,-6.992976309,0.3597141682
SRX5694507,3.0203338179,-0.5610848153
SRX5694508,-2.9709642433,0.5196732625
SRX5694509,4.9468525315,0.348969034
SRX5694510,-2.1217219898,-0.1824112344
SRX5694511,1.1902132386,-0.8450917606
SRX5694512,20.9447232625,-2.082523084
SRX5694513,-8.5521760796,1.1357380366
SRX5694514,19.0899403701,-2.0291746834
SRX5694515,-9.6591283665,-1.7340444698000002
SRX5694516,15.1604646294,0.0631771414
SRX5694517,3.8213552312,-1.2092358348
SRX5694518,0.3441804861,-0.9174711914
SRX5694519,3.9627911101,0.9292488409
SRX5694520,-8.3500876346,0.5037139462
SRX5694521,2.0939218119,-0.7130568700000001
SRX5694522,3.5200197136,-1.4006765258
SRX5694523,6.8276397529,-0.384609015
SRX5694524,9.903987431600001,-0.7433492825
SRX5694525,1.7555205936,0.39001145660000003
SRX5694526,7.6448227391,0.0318658517
SRX5694527,6.7595322841000005,-0.34745616300000004
SRX5694528,3.0089559123,1.0163238314
SRX5694529,1.9662835708,-0.7347110385000001
SRX5694530,-5.7687698976,0.5195180661000001
SRX5694532,10.0528793456,0.7878876425
SRX5694533,-11.4849685946,-0.34869558240000004
SRX5694534,11.7478144516,-0.6259057211
SRX5694535,-9.1522086462,0.2787714211
SRX5694536,5.3010546777,-0.3595264066
SRX5694537,0.3481832181,-0.8679491588
SRX5694538,-2.0230336623,-0.7946764752000001
SRX5694539,-0.8911640352,-1.5067211631
SRX5694540,12.0328273252,0.5763680181
SRX5694541,6.0505329468,-1.4311050286
SRX5694543,18.6960942247,-0.2558812988
SRX5694544,8.2476313125,-1.0631106757
SRX5694545,3.3118021724,-0.8264912114
SRX5694546,9.7298187708,-0.09547435330000001
SRX5694547,-5.5167362526,-0.5022335114
SRX5694548,-0.1125116652,-0.0376129716
SRX5694550,-8.2053037216,0.9732095405000001
SRX5694551,-0.3408569053,1.1855126913
SRX5694552,-2.1139141106,-0.2443495203
SRX5694553,-3.6063217869,-0.5393117402000001
SRX5694554,3.0811676325,0.4775416632
SRX5694555,10.7866049487,-1.0263430997
SRX6072760,15.1882106995,-0.3428712887
SRX6072761,15.4901370641,-0.3083721229
SRX6072762,11.9703739692,-0.1707255945
SRX6072763,6.0043982128,0.1428619425
SRX6072764,18.0939286308,-0.9655616608
SRX6072765,9.0604156986,0.1294630341
SRX6376491,-19.2550628361,-0.0896921183
SRX6376492,16.4782076824,-1.2101033617
SRX6376493,18.4701349059,-1.2290827352
SRX6376494,12.7900762341,-1.0803041385
SRX6376495,-20.9604245717,-0.09187795750000001
SRX6376496,-16.0432935777,0.0733693529
SRX2723951,-7.2589026895,0.196012406
SRX2723952,-12.0757071937,0.6079058310000001
SRX2723953,-6.6438638451,0.2361118931
SRX2723954,-27.2217045431,1.1628890098
SRX2723955,-4.3758506279,-0.010576070100000001
SRX2723956,-7.0144842947,0.1896194094
SRX2723957,-1.1355616324,0.0591269184
SRX2723958,0.549725652,-0.28179835400000003
SRX2723959,-0.7986140048,0.1202351447
SRX2723960,-7.0905471641,0.2618332897
SRX2723961,-20.6781532054,0.8823509394
SRX2723962,-5.0626067827,-0.007193932100000001
SRX2723963,1.3433922453,-0.4915067732
SRX2723964,-4.4525353578,0.2395755377
SRX2723965,-4.0619160091,0.0519526259
SRX2723966,-0.9260610597000001,0.2318098408
SRX2723967,0.5669691957,-0.16258154630000002
SRX2723968,0.35909186400000004,-0.06922829450000001
SRX6977206,8.4683260424,-0.9481420635000001
SRX6977207,7.7991595348,-0.8598823830000001
SRX6977208,-2.5217206851,-0.6248388045000001
SRX6977209,-1.5068617273,-0.6743078610000001
SRX6977210,-1.4622836479,-0.6061806166
SRX6977211,-0.3406107507,0.2975420616
SRX6977212,-0.15267218200000002,-0.0322618557
SRX6977213,0.4932829327,-0.2652802059
SRX6977214,9.678714039,-0.9905780388000001
SRX1153733,-0.5222677251,-0.0248108216
SRX1153734,0.5222677251,0.0248108216
SRX1153735,3.5647357163,-0.778776452
SRX1153736,7.2817120735,-0.6722676961
SRX5204053,1.6747589787,0.0521113979
SRX5204054,-4.8839282618,0.5299226275
SRX5204055,0.2586014601,0.2818543479
SRX5204056,-7.2307564067,-0.6737009582
SRX5204057,-5.5347341902,-0.6437245928
SRX5204058,-6.0826645757,-0.5778661406
SRX5204059,-4.6118310646000005,0.0183201079
SRX5204060,-5.0959979847,0.09519462640000001
SRX5204061,-3.7827392608,0.17542557490000002
SRX5204062,-2.7616344903,-0.0535485177
SRX5204063,-0.3849531236,-0.0173218224
SRX5204064,-2.8133975294,0.11234378900000001
SRX5204065,-6.5365297774,-0.6241410513
SRX5204066,-5.5619791421,-0.7829655744
SRX5204067,-5.9185077893999996,-0.4881143452
SRX5204068,-3.0730860671,-0.2506803771
SRX5204069,-1.6461794789000002,-0.08928938800000001
SRX5204070,-3.8352796062000003,-0.1488147859
SRX5204071,-3.884964776,0.3171723906
SRX5204072,-3.2750757316,0.1393425583
SRX5204073,-4.3001012515,0.1100217753
SRX5204074,-5.1812885307,0.2605318504
SRX5204075,-1.3529892979,0.0108701011
SRX5204076,-2.4626461060000002,0.21161728130000002
SRX5204077,-2.1200588302,0.1393776272
SRX5204078,-2.9326900289,0.10160447160000001
SRX5204079,-2.3766447085,0.1448761091
SRX5204080,-5.599480556,0.2914872926
SRX5204081,-4.6233479816,0.37053140100000004
SRX5204082,-3.7978913257,0.4073317333
SRX5204083,-3.0964125841,0.264020557
SRX5204084,-3.0616835661,0.49402014200000005
SRX5204085,-2.281387927,0.4230670301
SRX5204086,1.1678552899999999,-0.1977286418
SRX5204087,-0.5983031932,0.2372733508
SRX5204088,0.8181573398,-0.033555327100000004
SRX5204089,-1.4969902559000001,0.47533974290000003
SRX5204090,-2.1224434045,0.5761692814
SRX5204091,-1.4440267875,0.3515579701
SRX5204092,-2.7692270889,-0.1645419849
SRX5204093,-2.2984279736,-0.2301313435
SRX5204094,-2.9106097554,0.076117855
SRX5204095,-1.6106145348,0.050997078
SRX5204096,1.69987926,-0.07091312300000001
SRX5204097,-0.0892647252,0.019916045
SRX683459,0.694040418,-0.00996195
SRX683460,-12.5753839589,0.4771894786
SRX683461,1.6529934927,-0.33837071830000004
SRX683462,-10.9332138773,0.6311201695
SRX683463,-2.3470339107,0.34833266830000004
SRX683464,-12.8507564329,0.3286878341
SRX683465,0.1825494177,-0.4094021283
SRX683466,-10.0573497432,0.7543934508
SRX683467,-0.2264441966,0.08491817530000001
SRX683468,-7.4684628843,0.8221454991
SRX683469,-1.5952128244,0.12490286460000001
SRX683470,-9.3539363865,0.8597272058000001
SRX322077,-0.6503674717,0.25291969000000003
SRX322078,-1.2579095766,0.1781534863
SRX322079,1.7329952246,0.3979557515
SRX322080,-2.0384919776,0.08594993470000001
SRX322081,0.6324650906,0.3252412597
SRX322082,-2.6231045550000003,0.0124216442
SRX322083,-1.9284616976,-0.18723562500000002
SRX322084,-0.42494631250000003,-0.0321952416
SRX322085,2.3534080101,0.2194308666
SRX2708592,12.7967915727,0.7402100929000001
SRX2708593,13.1154218469,0.9399344625
SRX2708594,10.8252290237,0.5858200520000001
SRX2708595,-3.0791677214,0.12749590660000001
SRX2708596,2.5641915202,-0.0368649464
SRX2708597,0.5149762012,-0.0906309602
SRX2708598,-4.6719533583,0.7627481410000001
SRX2708600,-1.268111577,0.8125357908
SRX2708601,-4.3956488271,-0.0954022971
SRX2708602,-6.5172517726,0.0194767003
SRX2708603,-2.9913375919,-0.0018760174000000001
SRX3073814,1.8458837157999999,-0.2243260919
SRX3073815,6.633287445,0.2923692093
SRX3073816,7.9435440829,0.8687017416
SRX3073817,1.289412248,0.7935661681
SRX3073818,-4.9490388531,0.0090469469
SRX3073819,-2.6972155561999998,0.2136588426
SRX3073820,3.3191847163,0.8294344867000001
SRX3073821,0.3062628283,1.4478201159
SRX3073822,-4.6328495147,1.7045740865
SRX3073823,-7.299622691,1.0191116646
SRX3073824,-1.8458837157999999,0.2243260919
SRX3073825,1.5200007193,0.4704528235
SRX3073826,2.9032333921,1.0324813556
SRX3073827,-1.9226814983,0.8615026812000001
SRX3073828,-7.0888748281,0.1750089213
SRX3073829,-1.4139016843,0.1458342223
SRX3073830,6.1496849318,0.4836739484
SRX3073831,4.6747541218,1.4667231589
SRX3073832,-4.1251822035,1.5895328289
SRX3073833,-9.5004719515,0.9753786537
SRX2391456,-0.9994092227,0.2696127662
SRX2391457,2.9564079098000002,0.0155041727
SRX2391458,0.424923219,-0.0882503925
SRX2391459,0.7374169606000001,-0.022539184
SRX2391460,0.3364773499,0.0144753072
SRX2391461,0.6621757331,0.039269784200000005
SRX2391462,-0.09749607290000001,0.0761679623
SRX2391463,-1.9110220884,0.0748253118
SRX2391464,-2.8342277148,0.07085152530000001
SRX2391465,-0.9340866148,0.1621400617
SRX2391466,0.0485069008,0.0433272294
SRX2391467,-0.0114020506,0.0028518464
SRX2391468,-0.5008781495,-0.1034204703
SRX2391469,-0.5566757887,-0.0432035211
SRX2391470,-0.1833637536,0.3277892147
SRX2391471,4.7862567974,0.1987507742
SRX2391472,1.675489243,0.055289546200000005
SRX2391473,1.966044939,-0.0899232793
SRX2391474,1.1681983642,-0.14710569910000001
SRX2391475,2.1921545702,0.053543738800000004
SRX2391476,0.8877650088,0.058310396
SRX2391477,2.7887220146000002,-0.072907047
SRX2391478,-0.5637967005,-0.0365069217
SRX2391479,-1.2891834169,0.0919782921
SRX2391480,1.2408031414,0.0669763669
SRX2391481,0.5579979278,0.2237605155
SRX2391482,1.2203018775,0.1455456343
SRX2391483,0.12543444880000001,0.0284346397
SRX2391484,1.6386399583,0.1689483404
SRX2391485,3.5324373209,0.0336667082
SRX2391486,2.6049508279999998,-0.09822117200000001
SRX2391487,1.5567909575,-0.027652795100000002
SRX2391488,1.3843784803,-0.0396567278
SRX2391489,1.7319159237,0.050694555
SRX2391490,1.1356683126,0.0902245609
SRX2391491,0.053237239500000005,0.018250219300000002
SRX2391492,-1.418641136,0.3328390558
SRX2391493,-0.596251014,0.059818517800000005
SRX2391494,-0.4975247646,0.1638370584
SRX2391495,0.0114020506,-0.0028518464
SRX2391496,0.0858623265,-0.0591020975
SRX2391497,0.13351363060000002,-0.1117882411
SRX2391498,1.8824741759,0.3238573791
SRX2391499,3.7048696986,0.25499349
SRX2391500,2.7244660721000002,0.1925057368
SRX2391501,3.5257948323,0.029352606000000003
SRX2391502,3.2246203992,-0.1100739017
SRX2391503,1.7982825654,-0.1581315104
SRX2391505,2.1417080893,0.1926514091
SRX2391506,2.7381206008000003,0.0512805853
SRX2391507,1.2973322769,0.0337771933
SRX2391508,0.3694725123,0.6839737055
SRX2391510,1.3712543704,0.19582093150000002
SRX2391512,1.4952543507,0.2558640175
SRX2391513,1.391571334,0.1692923725
SRX2391514,0.6596966753,0.1998529403
SRX5632598,-4.4989087276,1.2782478355
SRX5632599,-3.580777432,1.260462177
SRX5632600,-10.1954158831,1.2195082739
SRX5632601,-8.9206148791,1.2558044858000001
SRX5632602,-13.4661386777,1.9591203298000002
SRX5632603,-11.0737711662,1.3525184055000001
SRX5632604,-12.9371498538,1.3568135869
SRX5632605,-13.7557317661,1.7931333343
SRX5632606,-5.1396462484,1.3270394379
SRX5632607,-1.9497320914,0.5451257735
SRX5632608,0.30061828160000004,-0.0054399698000000005
SRX5632609,-0.8101198528,-0.06771607810000001
SRX5632610,-1.6941724151000002,0.6910315067
SRX5632611,0.5095015712000001,0.0731560479
SRX5632612,-0.1497881533,0.7539144676
SRX5632613,-4.3014878307,0.8719752690000001
SRX5632614,0.10828150160000001,0.3921592205
SRX5632615,-1.1418618574,0.5752581469
ERX2874132,-6.2729289053,-0.4976246398
ERX2874133,-1.1191780198,-0.6301045319
ERX2874134,23.0083757822,-1.0153603977
ERX2874135,22.7660446855,-1.0102654859
ERX2874136,27.3265382551,-0.9775378066
ERX2874137,26.5310858041,-1.0109606322
ERX2874138,14.4907714563,0.0604055833
ERX2874139,13.5115364273,-0.1231129707
ERX2874140,-2.0935384338,-0.0557768712
ERX2874141,2.0935384338,0.0557768712
ERX2874142,20.2442379214,-0.9385816944
ERX2874143,22.0907540852,-1.2190823401
ERX2874144,14.1000680226,0.0171240584
ERX2874145,15.4276583081,-0.1346256033
ERX2874146,-0.0371177735,0.0713644169
ERX2874147,3.8055552139,0.049037484400000005
SRX1300292,-0.6033346846000001,-0.1177686584
SRX1300293,0.6033346846000001,0.1177686584
SRX1300299,-0.290172498,-0.0163927279
SRX1300300,1.0825957003,0.018817954600000002
SRX1300304,4.1497328611,-0.1919939671
SRX1300305,1.1705694478,0.0525180403
SRX1300306,1.4942702738,0.0676128824
SRX1300310,0.8185633564,0.2127553317
SRX1300311,0.9489930150000001,0.2914922889
SRX7291195,-0.7104237755,-0.1422858234
SRX7291196,-0.0534379195,-0.1045403523
SRX7291197,-0.4846163879,-0.2193745474
SRX7291198,0.4787385806,0.11775767100000001
SRX7291199,-0.4741609666,-0.05923542700000001
SRX7291200,-0.0045776141,-0.058522244
SRX7291201,-0.2313929072,-0.2741667089
SRX7291202,-0.9653304607000001,-0.09107528990000001
SRX7291203,-0.31776942140000003,-0.1707666081
SRX7291204,-0.103326597,0.0344861792
SRX7291205,-0.2951796148,-0.023901396000000002
SRX7291206,-0.09196359030000001,0.06657964620000001
SRX2436955,-1.9911178859,0.5015645901
SRX2436956,3.5461216212,0.3446415249
SRX2436957,3.7333063873,0.44015193410000003
SRX2436958,1.2070390597,0.3505540904
SRX2436959,-0.1663182924,-0.0993886672
SRX2436960,-4.0643987569,0.4953398409
SRX2436961,-6.5106370586,0.09390158130000001
SRX2436962,-4.4860975593,0.2556860586
SRX2436963,2.5380890195,0.011383862100000001
SRX2436964,-9.865237134600001,0.107962954
SRX2436965,9.4817492257,-0.1235700659
SRX2436966,3.6849796268,0.5194622549
SRX2436967,-7.361619452,0.0257504409
SRX2436969,2.5830947483,0.09934540900000001
SRX2436970,3.4934825363,0.6278291417
SRX2436971,-8.4212879318,-0.2160023271
SRX2437029,-5.468919262,0.3261892031
SRX2437030,-1.8945991311000001,0.1969705235
SRX2437031,-1.0262700665,0.2496931477
SRX2437032,-1.14038175,0.0389259406
SRX2437033,-0.7951334717,-0.3267928466
SRX2437034,9.637157457,-0.5096337793
SRX2437035,3.5181907492,-0.1104714708
SRX2437036,2.6693872945,0.040806368100000004
SRX2437037,-7.6667446053,0.0308534542
SRX2437038,1.2897897999999999,0.5118717786
SRX2437039,-0.5592618989,0.2772923114
SRX2437040,1.9135753915,0.061959939900000004
SRX2437041,-1.5811508175,0.48028391730000003
SRX2437042,1.0702573751,-0.17531816960000002
SRX2437043,-8.9114604865,-0.10215356960000001
SRX2437044,-2.5040756634,-0.0751409874
SRX4705203,-11.5098381998,-1.0426623695
SRX4705204,2.7062846174,-0.9172104533000001
SRX4705205,0.7104707159,-0.9589404609000001
SRX4705206,-0.9264276672,-0.9699136893
SRX4705207,-6.376160604,0.6821682840000001
SRX4705208,-1.5804725545,-0.2295051056
SRX4705209,-4.0735844806,0.4763743509
SRX4705210,0.8064350115000001,0.0637611326
SRX4705211,0.4206054924,0.0016696115
SRX4705212,-0.3445876035,0.0375766219
SRX4705213,-3.3528849127,-0.0558651244
SRX4705214,-2.2498763258,-0.428071115
SRX4705215,2.4720601223,0.0662437449
SRX4705216,-0.6473642826,-0.35422099
SRX4705217,3.0086790126,0.44481159610000004
SRX4705218,0.7693863862,0.3271018885
SRX4705219,-9.0082005343,-1.139456004
SRX4705220,-9.3705692806,-1.2783186335
SRX4705221,-0.038324146,-0.60625405
SRX4705222,-8.8130190832,-1.3095945597
SRX4705223,-11.6316796144,-0.7921610532000001
SRX4705224,-11.8797653691,-0.9525264833
SRX4705225,7.3470050138000005,-1.0616114799
SRX4705226,7.6206779097,-1.0625621402
SRX4705227,6.3233276767,-0.7642593227000001
