locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
new_1297643_1300149_c,0.07545777099999999,S449,5'UTR of yjlA,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1297643_1300149_c
new_2773764_2773889,0.074957115,rnaC,"small RNA, controls AbrB expression",No COG category,rnaC,SigD,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2773764_2773889
new_4089418_4089968,0.074780817,S1530,3'UTR of csbC,No COG category,,SigB,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_4089418_4089968
new_2298463_2299409,0.074770267,S821,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2298463_2299409
new_1581224_1582676_c,0.073863669,S555,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1581224_1582676_c
new_1518175_1519804_c,0.07320141299999999,S526,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1518175_1519804_c
new_4133453_4134502,0.07179845900000001,S1546,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_4133453_4134502
new_3745414_3746298,0.07145404799999999,S1403,3'UTR of rapD,No COG category,,"SigM,SigA,RghR,SigX",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3745414_3746298
new_3225687_3226671,0.071283939,S1202,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3225687_3226671
new_529454_530352,0.07123594700000001,S169,3' of trnS-Leu2,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_529454_530352
new_3957252_3958479_c,0.071079535,S1481,3'UTR of licH,No COG category,,"SigA,LicR,CcpA",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3957252_3958479_c
new_2798008_2799197,0.07075851799999999,S1038,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2798008_2799197
new_1670054_1671124_c,0.070611061,S578,3'UTR of sivC,No COG category,,"SigD,AbrB",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1670054_1671124_c
new_2989552_2990726,0.069486659,S1105,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2989552_2990726
new_3819213_3819619,0.067984276,S1446,3'UTR of ywjC,No COG category,,SigB,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3819213_3819619
new_2432160_2433082,0.067815561,S882,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2432160_2433082
new_2401843_2402036,0.06700626900000001,S869,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2401843_2402036
BSU_tRNA_83,0.066465572,trnSL-Val2,transfer RNA-Val,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_tRNA_83
new_1906208_1907012,0.065744764,S648,intergenic region,No COG category,,SigE,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1906208_1907012
new_4174260_4176850_c,0.063677942,S1566,3'UTR of yybI,No COG category,,SigE,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_4174260_4176850_c
new_1074573_1076008,0.063498868,S354,3'UTR of yhzF,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1074573_1076008
new_1032054_1034008,0.062615605,S331,intergenic region,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1032054_1034008
new_713536_713956_c,0.061137822,S233,5'UTR of yezF,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_713536_713956_c
new_826093_826718,0.060740000999999995,S258,5'UTR of yfmA,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_826093_826718
new_4130045_4131409,0.060701427999999995,S1544,3'UTR of fbp,No COG category,,Fur,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_4130045_4131409
BSU_tRNA_84,0.06031097,trnSL-Arg2,transfer RNA-Arg,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_tRNA_84
new_887222_887809,0.059716303,S283,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_887222_887809
new_2691497_2692644_c,0.058078767,S980,3'UTR of yqaO,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2691497_2692644_c
new_3643957_3645689,0.057606792999999996,S1354,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3643957_3645689
new_1765748_1765813,0.055582386,S605,intergenic region,No COG category,,"ComK,SigA,LexA",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1765748_1765813
BSU25220,0.055390798,antE,unknown,No COG category,antE,"SigA,AbrB",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU25220
new_3299378_3299588,0.0544195,S1235,intergenic region,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3299378_3299588
new_839062_840126,0.053667833,S265,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_839062_840126
new_2406881_2407627,0.053234249000000004,S871,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2406881_2407627
new_3273703_3274665,0.05204352,S1225,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3273703_3274665
new_3998237_3998480_c,0.050162015,S1498,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3998237_3998480_c
new_3989908_3990230,0.049944484000000004,S1493,3'UTR of yxkC,No COG category,,"SigD,TnrA",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3989908_3990230
BSU_tRNA_51,0.049790712,trnS-Leu2,transfer RNA-Leu,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_tRNA_51
new_3669959_3672791,0.049528728,S1367,5'UTR of yvzE,No COG category,,SigB,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3669959_3672791
new_943787_944498_c,0.048817372000000005,S301,5'UTR of gsaB,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_943787_944498_c
new_2295944_2297045,0.048715613,S820,3'UTR of yplQ,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2295944_2297045
new_3615385_3615449_c,-0.049777205,S1343,5'UTR of csbA,No COG category,,"SigA,SigB",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3615385_3615449_c
new_1233399_1233524,-0.057466891,S415,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1233399_1233524
BSU28690,-0.059815179,glcF,"probable glycolate oxidase, iron-sulfur subunit",Energy production and conversion,glcD->glcF,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU28690
BSU28680,-0.066083997,glcD,probably glycolate oxidase subunit,Energy production and conversion,glcD->glcF,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU28680
