,A,MarA,BluR,RpoS
crp__delar1ar2_glyc__3,-1.8149121633216052,0.5357919759999987,-0.16762475799999876,0.2143648299999992
crp__delar2_glyc__1,-3.517824650537721,-0.6000025530000013,-0.9200928899999994,1.187215512
crp__delar2_glyc__2,-4.974422160668548,-0.13767185000000026,-0.9435453579999988,1.0412096020000003
crp__delar2_glyc__3,-3.730257512056231,-0.31992722900000103,-0.777974231,1.0004265120000009
crp__delcrp_fru__1,0.0417748992375018,0.5751611619999988,-0.11590189899999892,1.4035451519999995
crp__delcrp_fru__2,-0.827506773825323,0.3093267839999996,-0.400399331,1.3121425020000004
crp__delcrp_fru__3,0.5284259156735654,0.529752985,-0.28939415199999896,1.3327748219999993
crp__delcrp_glc__1,-0.1605740234359833,0.2307732189999996,-0.3537245959999993,1.2202025120000002
crp__delcrp_glc__2,0.2265505030163657,0.3303828799999993,-0.2985358569999983,1.232196922
crp__delcrp_glc__3,0.3309937809653296,0.3696976709999991,-0.4939192489999993,1.218558562
crp__delcrp_glyc__1,-0.0367824128566132,0.3585640169999991,-0.3226463589999993,1.4730303219999996
crp__delcrp_glyc__2,0.5446458650668352,0.5387225249999998,-0.0953985029999993,1.491695502000001
crp__delcrp_glyc__3,0.5851648574158355,0.5316633559999984,-0.19345397799999908,1.4256353120000007
glu__glu_ale3__1,-4.768973593600676,-1.7986056400000008,-1.5277775649999992,0.7930836120000002
glu__glu_ale4__1,-2.5725406742079318,-0.1711360380000011,-1.4332478500000008,-0.2613450630000003
glu__glu_ale5__1,-0.9790659516152,-0.4168791240000012,-0.9976004069999984,-0.923966688
glu__glu_ale6__1,-0.5813375048342828,-0.3242508500000003,-1.8365128239999988,-1.0723884590000008
glu__glu_ale8__1,-5.196613401881219,-1.2052829670000005,-1.0783047019999987,0.8990942620000002
glu__glu_ale9__1,-4.402985792755008,-0.2676337050000006,-1.175676996,-0.267016099000001
glu__glu_ale10__1,-4.9464127620981735,-1.4713474190000009,-1.0386262739999994,-0.0609958190000004
42c__wt_42c__1,2.907527935618499,0.626108036999999,-0.859210223999999,-0.2815316019999994
42c__42c_ale1__1,-6.162921096825183,-0.6852230390000011,-0.6526932679999993,-0.4853856130000001
42c__42c_ale2__1,-0.578003568839429,1.3467463389999992,-0.16801358699999902,-0.28717722000000023
42c__42c_ale3__1,-2.2041186748708177,0.1765190840000006,0.08655739100000037,-0.5307598339999995
42c__42c_ale4__1,-5.829015171869245,2.011042161999999,0.22908155899999996,-0.06679679299999998
42c__42c_ale5__1,-1.478651844519559,1.6763667119999992,-0.04305704599999949,-0.4238999000000003
42c__42c_ale6__1,-6.104981418037515,-0.6365411800000009,-0.5768987629999991,-1.6790261920000005
42c__42c_ale8__1,-4.213003967580934,0.6692214529999996,0.03412803600000114,-0.6158962060000004
42c__42c_ale9__1,1.0494836572613755,0.5417391239999994,-1.471197945999999,-0.5299862819999994
42c__42c_ale10__1,-6.0883133766454565,1.3016843849999995,0.1196726589999999,-0.5234000390000002
ssw__wt_ac__1,2.7519184539312063,-0.6761854130000007,-0.002810331000000055,1.2230336019999992
ssw__wt_glc__1,1.2201182836236175,0.12840252699999954,-0.03882234799999917,-0.6345283510000002
ssw__wt_glyc__1,-4.342093189001131,-0.4234863770000006,-0.5214344019999988,-0.13753819100000084
ssw__wt_xyl__1,-6.532469839427605,-1.907038253000001,0.5529633560000011,0.2429983199999999
ssw__glc_ale1__1,-0.3459329369700896,-0.4876793140000011,-0.6070069939999989,0.7432752320000002
ssw__glc_ale2__1,-2.4255724242289154,-0.6715520700000006,-0.5932339029999989,0.426754171999999
ssw__glc_ale3__1,-4.976717007628676,-1.991764792000001,-1.0956733269999983,-0.5801338450000006
ssw__glyc_ale1__1,-4.044496063398038,0.08205766699999906,-0.5319160179999987,0.2539637250000002
ssw__glyc_ale2__1,-5.055564080136188,-1.7257926620000008,-0.8923051209999988,-0.7526172219999996
ssw__xyl_ale1__1,-3.670773445022837,-0.8800461870000005,-0.2444216129999992,0.07102489999999939
ssw__xyl_ale2__1,-3.496872453292564,-0.5952460920000009,-0.07799690400000081,0.11657292900000014
ssw__xyl_ale3__1,-5.709073543041562,-0.22239984100000051,-0.6886858019999984,-0.2888721400000005
ssw__glc_ac_ac2__1,-6.608361225321582,-2.6704519960000006,-0.5581424749999995,-0.9307193809999994
ssw__glc_ac_glc1__1,-4.290763199051487,-0.7896868610000007,0.3631056200000007,-0.209421098
ssw__glc_glyc_glc__1,-2.5248851733449382,-1.1713752460000002,-0.924768971999999,0.5182240819999997
ssw__glc_glyc_glyc__1,-4.64576824329041,-0.6573484090000008,-0.6543169249999998,0.4607958520000004
ssw__glc_xyl_glc__1,-6.44343856699082,-0.9759058740000004,-0.8653357669999986,-0.6348894549999997
ssw__glc_xyl_xyl__1,-2.8359592469291446,-0.6678987610000009,-0.4565275159999995,-0.2640025520000009
ica__wt_glc__1,-1.0761737473034616,-0.011315512000001249,-0.6361743419999986,-0.7602189819999996
ica__wt_glc__2,-1.742121182408611,0.05636521499999957,-0.7163048249999989,-0.8536889090000006
ica__wt_glc__3,-3.5731569451171783,0.21440650099999825,-0.12707224799999928,0.049913985999999966
ica__wt_glc__4,-0.5806641161957078,0.5709032999999994,0.12251680500000095,0.09081191900000007
ica__arg_sbt__1,-3.08174276981673,-0.7111640990000003,-0.2229447399999991,0.5891611220000001
ica__arg_sbt__2,-3.3998337454908447,-0.5983945400000009,-0.09257405699999843,0.3881980019999993
ica__cytd_rib__1,1.535140042638396,-0.8982478370000004,-0.020888886999999023,0.765180341999999
ica__cytd_rib__2,1.6660531950169624,-0.8104271190000008,-0.16354613899999926,0.6480234419999995
ica__gth__1,9.984449508503234,1.0288940599999998,0.3046221540000005,0.8912684019999997
ica__gth__2,8.35440042326727,0.7238871609999995,0.3701301300000006,1.0063285620000002
ica__leu_glcr__1,-2.394234182496082,-0.4667846480000009,0.20719860200000093,-0.2369398530000009
ica__leu_glcr__2,-2.466059796146494,-0.4637968150000011,0.1635698320000012,-0.3034178609999998
ica__met_glc__1,-1.9832835926090615,-0.2859803230000004,-0.8850129999999998,-1.022815705000001
ica__met_glc__2,-1.7285134691073696,-0.19450120700000093,-0.8484047549999998,-1.102207818
ica__no3_anaero__1,-4.8993319793580135,0.459827615,-0.059233458999998774,-0.1954281790000003
ica__no3_anaero__2,-5.164583806866926,0.6545354899999998,0.06255543300000088,-0.12172514500000098
ica__phe_acgam__1,-1.6834737043003896,0.01851894199999915,-0.3411030439999996,-0.4922668249999997
ica__phe_acgam__2,-2.507527788212593,0.0060583949999992726,-0.4600053309999996,-0.5852651299999998
ica__thm_gal__1,1.640075162325927,-0.2602306560000009,-0.4426691259999993,0.6066152819999999
ica__thm_gal__2,0.7251325339221788,-0.3121438700000008,-0.4427833189999992,0.668510972
ica__tyr_glcn__1,-1.884769828260341,0.41650642199999854,-0.4407216229999991,-0.5756726790000002
ica__tyr_glcn__2,-1.5878536506659022,0.2983672790000007,-0.3837875139999989,-0.5077214810000008
ica__ura_pyr__1,-1.1209702850115628,0.24218207099999844,0.14314452800000144,0.20881733899999946
ica__ura_pyr__2,-1.1789364620492149,-0.4451274230000015,0.19746840700000234,0.4469161219999993
ica__wt_glc__5,-1.407015275302153,0.10796445399999932,-0.4388636839999993,-0.443233116
ica__wt_glc__6,-0.8634450830654059,0.1557723219999989,-0.5071330599999992,-0.3440205879999993
ica__bw_delpurR_cytd__1,-0.7827625987435312,0.7334431739999996,-0.6194688289999988,-1.10661481
ica__bw_delpurR_cytd__2,-0.6199331227510424,1.1278408439999996,0.010976463000001324,-0.40072797000000016
ica__ade_glc__1,-0.512514035234947,0.9547530579999988,-0.09470806399999887,-0.4128361290000005
ica__ade_glc__2,-0.3175291057632334,0.7201626299999999,-0.6743647549999991,-1.293643015999999
ytf__wt_glc__1,1.2894869204477353,0.5896240869999989,-0.025580466000000083,0.3419649420000006
ytf__wt_glc__2,2.828845278291802,1.000435143999999,-0.09545736299999774,0.6804132620000001
ytf__delyafC__1,-1.1041524623069876,-1.0495784290000003,-0.1802989619999984,0.5565448419999992
ytf__delyafC__2,-0.9453747396222386,-0.9049330670000008,-0.06467052899999892,0.6846965419999993
ytf__delyeiE__1,0.483455868785584,-0.4224494130000007,0.18493899100000102,0.24851932099999985
ytf__delyeiE__2,1.0129954011513067,-0.666662102000001,0.0021539640000005638,0.07231935399999934
ytf__delyiaJ__1,-0.9681463201881978,-0.5039410020000012,0.12379853600000068,0.6024993319999989
ytf__delyiaJ__2,-0.6918353981908812,-0.08448639500000077,0.5336563930000011,0.775933062
ytf__delyieP__1,-0.7124912095990055,-0.11621482599999933,-0.04086174799999931,0.6228551420000006
ytf__delyieP__2,0.5770649744754061,-0.12893606400000124,0.053823055000000515,0.7701409819999991
ytf__wt_ph5__1,4.252119076284988,1.062709535999999,0.08714559700000102,0.4666802919999995
ytf__wt_ph5__2,4.273268850996572,1.2546881809999988,0.14270609499999942,0.4907947220000004
ytf__wt_ph8__1,3.5312121056405146,0.7181325319999985,-0.14844510299999936,0.4135751320000001
ytf__wt_ph8__2,3.315756752329369,0.7006144869999993,-0.02271544999999886,0.42222096199999903
ytf__delybaO__1,-2.407361732816275,-0.7726019350000009,-0.3196717219999989,0.3931707919999994
ytf__delybaO__2,-0.796080166669934,-0.2368205690000016,-0.18828115299999929,0.5098479620000003
ytf__delybaQ__1,2.197317262271937,0.3452384549999996,-0.030322556999998976,0.1104798529999993
ytf__delybaQ__2,3.0769907709837003,0.5667466569999995,-0.14267927699999916,0.1918486270000006
ytf__delybiH__1,0.4862540692320117,0.3209482409999991,-0.0011845029999992818,0.7546381320000002
ytf__delybiH__2,0.387647663253672,0.028124780999998933,0.2947879340000004,0.8583397119999994
ytf__delydcI_ph5__1,2.197866168082381,0.8102984039999992,0.05910576500000087,0.2372309430000001
ytf__delydcI_ph5__2,2.0311256067567816,0.9553630449999996,-0.009666804999999279,0.21605959200000055
ytf__delydcI_ph8__1,2.9194119145376267,0.4318927859999988,-0.02236838599999924,0.5150319519999993
ytf__delydcI_ph8__2,2.52621783225648,0.7263668509999991,-0.2591051259999988,0.07543053599999894
ytf__delyddM__1,2.616466748641217,-0.2934105830000009,0.1655763220000006,0.5905555519999997
ytf__delyddM__2,2.769070608667747,0.03765070899999934,0.1906228840000006,0.5548536019999997
ytf__delyheO__1,-1.7099509397526955,-1.083339499000001,-0.4509524579999988,0.440513052
ytf__delyheO__2,-1.9228035743827936,-0.6643977360000006,-0.4723189469999989,0.5138055220000002
fps__bw_glc__1,0.6317853374508097,0.9191968079999996,-0.04603826499999908,-0.4232219330000007
fps__bw_glc__2,1.1052968581199616,0.7984885239999997,-0.22084757899999907,-0.3972259690000008
fps__fps_thrA_ale1__1,2.5479121712580657,0.31503294000000004,0.0968525660000008,0.39264833200000027
fps__fps_thrA_ale1__2,2.613314753100099,0.42100141199999896,-0.12282859199999853,0.40612146199999977
fps__fps_thrA_ale2__1,2.2057804628994075,0.10807698299999924,0.24879748100000046,0.5639018419999999
fps__fps_thrA_ale2__2,2.20276316748697,0.07175730499999933,0.14682512800000147,0.4527652119999992
fps__fps_serB_ale1__1,1.058770836223086,0.5976932739999992,-0.06726604499999933,0.1916031569999994
fps__fps_serB_ale1__2,0.2152733141059036,0.7417423839999993,-0.041127711999998866,0.1464529989999992
fps__fps_serB_ale4__1,1.8797073935016675,1.0235191109999988,0.6104561880000015,0.3611007019999999
fps__fps_serB_ale4__2,2.315009029587393,1.5468208619999988,0.811608671000001,0.1423332540000004
fps__fps_ptsI_ale1__1,3.1248825234455198,0.033032982999999135,-0.023547468999999488,1.0472531420000006
fps__fps_ptsI_ale1__2,3.078349051629457,0.02315471799999891,-0.09593111399999897,0.915891192
fps__fps_ptsI_ale3__1,2.1362918143170826,0.1872489909999988,-0.16559617999999876,0.5594406820000001
fps__fps_ptsI_ale3__2,2.303601445544897,0.31879955899999946,-0.1824423169999987,0.6253451220000006
pal__lyx_ale2_f6__1,1.611401410979874,-0.2542013480000005,0.09227171800000099,1.2211207119999994
pal__lyx_ale2__1,-0.7835522519019829,-0.36090556,-0.5368742129999989,0.9668986020000006
pal__lyx_ale2__2,-0.6635194091263554,-0.1506303830000011,-0.5660643609999996,1.011708711999999
pal__lyx_ale4__1,-3.0059373182512683,-0.3022826390000013,-0.7461583859999994,-0.3148401500000002
pal__lyx_ale4__2,-3.07256234840835,-0.5680915050000008,-0.8274746089999994,-0.4860173060000008
pal__5drib_ale10_f18__1,-1.286941244061498,-0.1987071810000005,-0.6740724899999995,0.6526537319999992
pal__5drib_ale10_f18__2,-1.9843268057964385,-0.11639452700000065,-0.5895284259999993,0.6990012320000005
pal__5drib_ale10__1,-2.5903571046659044,0.033579983999999286,-0.199979471999999,0.720726312
pal__arab_ale14_f9__1,1.1916958514677831,0.9747658919999987,-0.16685838599999947,0.6728991620000002
pal__arab_ale14_f9__2,-0.4840652979373673,0.7705029929999991,-0.19634141899999946,0.5141713219999993
pal__arab_ale14__1,-0.5692374603175646,0.4585366489999991,-0.4381993660000001,-0.06586883900000018
pal__arab_ale14__2,-1.1219747225453316,0.44333100799999947,-0.5416693799999992,-0.17177665700000055
pal__arab_ale16__1,-2.34227088045178,-0.17343919800000052,-0.18384588399999924,-0.0026713770000004193
pal__arab_ale16__2,-1.5890438719360211,0.12963409999999964,-0.3252201449999994,0.1913841870000006
pal__tartr_ale26_f10__1,-1.1398972922308623,0.2871322969999985,-0.2410364329999988,1.0529872519999994
pal__tartr_ale26_f10__2,-1.9408226646772264,0.28544709499999943,-0.19342861199999906,1.117358552000001
pal__tartr_ale26__1,-3.7923475172531296,-0.2879622100000008,-0.5386494169999985,0.3892269420000005
pal__tartr_ale26__2,-3.2549666027607134,0.06175175599999873,-0.5067893669999988,0.3141092519999997
pal__tartr_ale28_f10__1,4.07772720598808,-0.3666831790000016,-0.3212142439999992,1.2650587219999991
pal__tartr_ale28_f10__2,3.4603598674400287,-0.2190715480000005,-0.06099349799999931,0.9722561120000002
pal__tartr_ale28__1,-1.807278536898032,0.12539730699999918,-0.2924920379999989,0.06391488899999942
pal__tartr_ale28__2,-2.9273014462835856,0.27027598299999944,0.05442870000000077,0.3663876120000005
efeU__delmenFentC_citr__1,0.5715046589741312,0.38388216199999897,-0.7633371229999977,0.4324642720000007
efeU__delmenFentC_citr__2,0.4195343783088213,0.06660885399999916,-0.8082194439999988,0.3897561520000004
efeU__delmenFentC__1,3.9785117549253313,0.10409059099999853,0.5278876930000012,1.177584972
efeU__delmenFentC__2,3.323603110154234,0.09366127199999852,0.4979346690000002,1.1153529019999997
efeU__menFentC_ale39__1,-2.544002442834134,-0.4547496590000009,-1.2328435429999989,-0.06847482300000074
efeU__menFentC_ale39__2,-2.741361497939061,-0.8862982110000006,-1.194793741999999,-0.11409336400000035
efeU__menFentC_ale29__1,-5.849896358745026,-1.040810501000001,-1.3409067699999992,0.6533644019999993
efeU__menFentC_ale29__2,-6.914030751369775,-0.7917224920000008,-1.0557718429999987,0.7308609120000007
efeU__menFentC_ale30__1,-0.9233318900206684,-0.5903783590000007,-0.9895347669999984,-0.6166222720000007
efeU__menFentC_ale30__2,-0.9191502261991726,-0.4091195690000005,-1.1519770219999987,-0.36928399700000014
efeU__menFentCubiC_ale36__1,-1.1500445254334124,0.15897188199999854,-0.12009741899999947,0.20465600400000028
efeU__menFentCubiC_ale36__2,-0.9422551514064864,0.08364054099999851,-0.25458099999999906,0.24587958699999926
efeU__menFentCubiC_ale37__1,0.0320512852207995,0.11962619499999948,-0.009437743999999526,0.5874251219999991
efeU__menFentCubiC_ale37__2,-0.063629681664946,0.13805590599999906,0.10428477500000087,0.4022910319999991
efeU__menFentCubiC_ale38__1,1.3291923911814507,0.8994034299999996,-0.14321927199999873,0.3376043820000003
efeU__menFentCubiC_ale38__2,1.0323817268422772,0.4573531949999996,-0.2061426899999992,0.32172978200000024
misc2__salc_glc__1,9.833126317920051,6.7437597479999996,0.8349985250000005,0.8863017319999997
misc2__salc_glc__2,7.562184249820067,6.422402148,0.9987532790000008,1.151312292
misc2__dbcn_glc__1,-5.548854922783261,0.3973398309999983,-0.4267165599999991,-0.8705704379999997
misc2__dbcn_glc__2,-2.936484041197898,0.19732409899999934,-0.14690128099999988,-0.053842641000001024
misc2__tyr_glc__1,-0.9360471560284156,0.618800811999999,0.12861327900000052,0.030154188999999217
misc2__tyr_glc__2,-0.3181703953582507,0.6849534979999987,0.2005999600000008,0.18931526099999907
