,A,Crp,PlaR,ihfB
truHMM__phos_4h__3,2.7731698115,-1.7910974918,-0.6233384728,-0.8733124369
control__wt_glc__1,-0.2360544414,0.012478646000000001,-0.060424186000000005,0.08337238500000001
control__wt_glc__2,0.2360544414,-0.012478646000000001,0.060424186000000005,-0.08337238500000001
fur__wt_dpd__1,0.6074092881,0.077574131,0.012336588,0.7158603250000001
fur__wt_dpd__2,0.5823352954000001,-0.090682171,-0.155014743,0.8566654450000001
fur__wt_fe__1,0.1798312407,-0.030513673,-0.080707334,-0.076995065
fur__wt_fe__2,0.1913061117,0.05819072,-0.031910115,-0.086717445
fur__delfur_dpd__1,0.9755898571,-0.105981984,-0.161075716,0.689803445
fur__delfur_dpd__2,0.8089269001,-0.22346684100000003,-0.140363397,0.621869415
fur__delfur_fe2__1,0.4410074136,0.436429913,0.283335124,0.365818715
fur__delfur_fe2__2,0.33346283250000003,0.367563393,0.209800804,0.335810425
acid__wt_ph5__1,-0.315227827,0.345522573,0.055369515,0.284257435
acid__wt_ph5__2,-0.3484863332,0.343136463,0.11208074100000001,0.301657345
acid__delgadx_ph5__1,-0.9980015691,0.33938771300000004,0.103919575,0.036205125000000005
acid__delgadw_ph5__1,-0.3684593607,0.383863793,0.078059505,0.19517709500000002
acid__delgadw_ph5__2,-0.0563008626,0.33986178300000003,0.046623695,0.183183425
acid__delgade_ph5__1,-0.5220925602,0.43240872300000005,-0.017943351,0.33218594500000004
acid__delgade_ph5__2,-0.18050936850000002,0.482436193,0.22173497800000003,0.239560985
oxidative__wt_pq__1,0.9230338597000001,0.17662370300000002,-0.240337927,0.946614625
oxidative__wt_pq__2,0.8117609360000001,0.24038529300000003,-0.161903669,0.9488081850000001
oxidative__deloxyr_pq__1,0.48927610530000004,0.513155013,0.30301340200000004,0.874908725
oxidative__deloxyr_pq__2,0.5472911073,0.536337303,0.432786483,0.9672342150000001
oxidative__delsoxr_pq__1,0.2186109507,0.334672533,-0.08464089300000001,1.071325345
oxidative__delsoxr_pq__2,0.87151972,0.387059873,-0.062965994,1.168231695
oxidative__delsoxs_pq__1,0.1222156082,0.513462963,0.020981137,1.135143795
oxidative__delsoxs_pq__2,1.0118350523,0.5104807530000001,-0.14040053300000002,1.020138575
nac_ntrc__wt_csn__1,0.451978415,-0.07279683,0.312626689,0.172544145
nac_ntrc__wt_csn__2,-0.5690735344,-0.093243951,0.170393017,0.213025175
nac_ntrc__wt_cytd__1,0.1606319414,-0.043119613,-0.098665892,0.457530655
nac_ntrc__wt_cytd__2,0.1297485834,-0.07348926,-0.22708174800000003,0.597994515
nac_ntrc__wt_gln__1,0.38443937380000004,0.16383650300000002,0.075369506,1.040972635
nac_ntrc__wt_gln__2,0.6689203643,0.11651884600000001,0.149600963,1.115534085
nac_ntrc__bw_delnac_csn__1,2.2737167608,0.16921202300000002,0.67541445,0.215499185
nac_ntrc__bw_delnac_csn__2,0.1021138704,0.03216219,0.63655182,-0.16648385500000001
nac_ntrc__bw_delnac_cytd__1,0.1668738221,0.29367586300000004,0.044803215,0.46454559500000003
nac_ntrc__bw_delnac_cytd__2,0.2612386796,0.22863865300000003,0.086234368,0.423041565
nac_ntrc__bw_delnac_gln__1,-0.0022588665,0.505105143,0.083131494,0.8464916450000001
nac_ntrc__bw_delnac_gln__2,-0.5222589088,0.563775123,0.06602751400000001,0.8042016750000001
nac_ntrc__bw_delnac_nh4__1,-0.2851122673,0.339165103,-0.021241957000000002,-0.302034215
nac_ntrc__bw_delnac_nh4__2,-0.3859475331,0.360235063,-0.140671279,-0.19284083500000002
misc__wt_no_te__1,0.2844161134,0.32216916300000004,-0.061472004000000004,0.868944275
misc__wt_no_te__2,0.1846421141,0.315987593,-0.054164830000000004,0.509379655
misc__bw_delcbl__1,0.1240826406,0.30577407300000004,0.08831317500000001,-0.339403675
misc__bw_delcbl__2,0.09765142510000001,0.322569413,0.19131904600000002,-0.297203465
misc__bw_delfabr__1,0.015185305000000001,0.194465293,0.053576134000000004,-0.6204796650000001
misc__bw_delfabr__2,-0.0623292837,0.13385438500000002,0.156332187,-0.5922961330000001
misc__bw_delfadr__1,0.3187973443,0.325118883,0.3523983,-0.26224984500000004
misc__bw_delfadr__2,-0.33417849310000003,0.343466333,0.272482726,-0.136506935
misc__nitr_031__1,0.0514895831,0.215598863,0.24937972700000002,0.036167395000000005
omics__wt_glu__1,0.2713987831,0.348125933,0.149862148,-0.13827825500000002
omics__wt_glu__2,-0.27973527130000003,0.319898823,0.208161482,-0.251474605
omics__wt_gly__1,-0.21773075600000003,0.31218181300000003,-0.12789709200000002,-0.8723242170000001
omics__wt_gly__2,0.3430703393,0.348980073,-0.11930088800000001,-0.871424807
omics__wt_thr__1,6.9611874653,0.883560683,0.11164518200000001,-0.185728995
omics__wt_thr__2,5.0590720544,1.1275514229999999,-0.09727295200000001,-0.34076356500000005
omics__bw_ac__1,4.8341839701,0.46435899300000005,-0.17097742700000002,0.647908585
omics__bw_ac__2,4.28794465,0.46188222300000004,-0.283943094,0.605473425
omics__bw_fum__1,2.3127179583,0.44664785300000004,-0.16030001700000002,0.018456405000000002
omics__bw_fum__2,2.6927826594,0.49525865300000005,-0.146754633,-0.006356255000000001
omics__bw_glc__1,0.0047890356,0.319951353,0.148918365,0.164126605
omics__bw_glc__2,-0.061941159700000005,0.360933593,0.077395239,0.15512309500000002
omics__bw_pyr__1,2.9988395413,0.8061810030000001,0.10003442100000001,0.644921705
omics__bw_pyr__2,0.2764901651,0.764467493,0.31714248300000003,0.659472645
ompr__wt_nacl__1,0.8718269181,-0.686581477,-1.738553757,0.277552005
ompr__wt_nacl__2,1.5061100460999999,-0.620927,-1.3462462830000002,0.08413458500000001
ompr__bw_delompr_nacl__1,1.007806488,-1.046248202,-1.557732157,0.009492215
ompr__bw_delompr_nacl__2,0.5965569523,-1.071490687,-1.646102887,-0.13246892500000002
minspan__wt_ade__1,-2.7614765028,-0.09169608400000001,-0.6836310240000001,0.323090545
minspan__wt_glc__1,-0.7979205508,-0.171476714,-0.49686658,-0.0050519250000000005
minspan__wt_glc__2,-0.7527025827,-0.216511799,-0.709719027,0.045105535
minspan__wt_glc__3,-0.5069618348,-0.237794143,-1.175578646,-0.07972467500000001
minspan__wt_glc_anaero__1,-1.0528053699,0.097308024,-0.32984597800000004,-0.17243101500000002
minspan__wt_glc_anaero__2,-0.5096111427,0.0007891440000000001,-0.26321739,-0.170063665
minspan__wt_trp__1,0.38021043,0.37930993300000004,-0.763426147,0.631325145
minspan__bw_delcra_glc__1,0.1119910601,0.207746483,-0.906791534,0.5065485750000001
minspan__bw_delcra_trp__1,1.6247662963,0.245706203,-1.006903282,0.906130685
minspan__bw_delmntr__1,0.2313336932,0.395080543,-0.554257454,0.004072415
minspan__bw_delnac_ade__1,-0.8315300706000001,0.005806082000000001,-0.8927446370000001,0.073518865
minspan__bw_delnac_glc__1,0.7240649485,0.19238992300000002,-0.587937534,0.12347822500000001
cra_crp__wt_ac__1,4.2101748233,0.7848307330000001,-0.593361474,-0.30622956500000004
cra_crp__wt_ac__2,4.0717178225,0.774460393,-0.66650036,-0.352816565
cra_crp__wt_fru__1,2.3157009687,0.31349375300000004,-0.045150502,-0.26311180500000003
cra_crp__wt_fru__2,2.5877738044000003,0.373244063,0.036797085,-0.088390225
cra_crp__delcra_ac__1,3.8348979174,0.205353913,0.15528119,0.08919740500000001
cra_crp__delcra_ac__2,3.1866266482,0.159225273,0.024359354000000003,0.021087685000000002
cra_crp__delcra_fru__1,-0.49293058640000004,0.12650519300000002,0.223464987,0.279636635
cra_crp__delcra_fru__2,0.2001308354,0.163147493,0.22859273500000002,0.32569436500000004
cra_crp__delcra_glc__1,-0.4318797769,0.046791002000000005,0.090055837,-0.027273645000000003
cra_crp__delcra_glc__2,-0.10575542160000001,-0.014761104,0.028605871,-0.13678458500000001
rpoB__wt_031__1,1.632255382,0.271760703,-0.826916706,-0.018986005
rpoB__wt_044__1,-0.11804063910000001,0.20485867300000002,-0.23057249500000002,-0.16863898500000002
rpoB__wt_lb__1,4.4290888038,0.24727295300000002,-1.07228611,0.377391115
rpoB__wt_lb__2,4.5833837454,0.204154523,-1.215897462,0.29310171500000004
rpoB__rpoBE546V_031__1,1.6096755182,0.45717146300000006,-0.613137924,0.34542376500000005
rpoB__rpoBE546V_044__1,1.61868126,0.376256283,-0.5391008620000001,0.433644805
rpoB__rpoBE546V_lb__1,3.2169019621,0.11748048200000001,-1.163220535,0.154811065
rpoB__rpoBE546V_lb__2,3.6286266187000003,0.125422963,-1.036123312,0.184431905
rpoB__rpoBE546V_glc__1,-1.34336647,-0.004082425000000001,-0.227588654,-0.25137586500000003
rpoB__rpoBE672K_glc__1,-1.0364564746,-0.66628918,-0.6575955960000001,-0.868628418
rpoB__rpoBE672K_glc__2,-0.8069213743,-0.570898456,-0.713313054,-0.841749195
rpoB__rpoBE672K_lb__1,1.8436863274,-0.228845183,-1.133877501,-0.730282673
rpoB__rpoBE672K_lb__2,0.9549693699,-0.18410035800000002,-1.094653746,-0.70811133
crp__wt_fru__1,1.2144807316,-0.134837475,-0.510711013,-0.120886425
crp__wt_glyc__1,2.5406293768,-0.06971342200000001,-0.698903213,-0.235195225
crp__wt_glyc__2,2.1723479458,0.000271048,-0.7107686320000001,-0.226979175
crp__delar1_glyc__1,1.6645182025,0.768482663,-0.8940928010000001,0.817711665
crp__delar1_glyc__2,0.9019263901000001,0.980974663,-0.7189965140000001,0.8890342950000001
crp__delar1ar2_glyc__1,0.9588400637000001,0.29165508300000004,-0.75063211,0.427391075
crp__delar1ar2_glyc__2,-0.0885543137,0.25672264300000003,-0.8611390640000001,0.49290713500000005
crp__delar1ar2_glyc__3,0.7642393943,0.37124749300000004,-0.749668942,0.45579148500000005
crp__delar2_glyc__1,8.7602432523,1.429825303,-1.421553799,1.075854265
crp__delar2_glyc__2,9.71106493,1.300445483,-1.1657306649999999,0.8624663450000001
crp__delar2_glyc__3,9.602324131,1.236903523,-1.015804307,0.782298315
crp__delcrp_fru__1,-0.962749489,-9.852476477,0.21649172800000002,0.7741806250000001
crp__delcrp_fru__2,-0.0872898547,-9.107951936,0.11268499700000001,0.780515025
crp__delcrp_fru__3,-0.6704825126,-9.852476477,0.173412808,0.668204965
crp__delcrp_glc__1,-1.1934101043,-9.025871704,0.38227245200000004,0.9036337950000001
crp__delcrp_glc__2,-1.8256397715000001,-9.566616581,0.343532553,0.880205215
crp__delcrp_glc__3,-2.0629386934,-9.852476477,0.314661703,0.9120195050000001
crp__delcrp_glyc__1,-0.9825060085,-9.852476477,0.317878025,0.895131325
crp__delcrp_glyc__2,-0.9788794816,-9.852476477,0.36189484600000005,0.8307353350000001
crp__delcrp_glyc__3,-0.5569331724000001,-9.852476477,0.12212020600000001,0.894754805
glu__glu_ale3__1,1.2572384693,1.438555163,-1.017755756,0.6064907850000001
glu__glu_ale4__1,0.8131924182,0.12370463300000001,-0.552881947,-0.26191363500000003
glu__glu_ale5__1,0.5996160788,0.23737495300000003,-0.506003148,-0.846024697
glu__glu_ale6__1,0.6220389156,-0.266972174,-0.755527025,-0.775242359
glu__glu_ale8__1,0.2508928764,1.5517659030000002,-0.558729987,0.6607472950000001
glu__glu_ale9__1,0.6791302499,0.736260553,-0.7960390310000001,-0.066971575
glu__glu_ale10__1,0.0464269704,1.248499963,-0.9451967530000001,0.21387256500000001
42c__wt_42c__1,0.7766866753,-0.022893763,0.104600808,-0.314610025
42c__42c_ale1__1,-0.1426593878,0.578078713,-0.41460712200000005,0.116353545
42c__42c_ale2__1,1.2248032108,-0.001157444,-0.11356621900000001,-0.254239745
42c__42c_ale3__1,0.39838819000000003,-0.163650862,0.518270509,-0.295363645
42c__42c_ale4__1,0.7677169186,0.18829674300000002,0.34650785500000003,-0.598037926
42c__42c_ale5__1,0.1253109935,-0.255090408,-0.09270407500000001,-0.42064137500000004
42c__42c_ale6__1,-0.8040811517,0.584709813,0.141366547,-0.051506065000000004
42c__42c_ale8__1,0.5180952636,0.898060053,0.272156094,0.068028155
42c__42c_ale9__1,1.0633496931,0.234450913,0.298883263,-0.241751655
42c__42c_ale10__1,0.250002783,0.5824345430000001,-0.128925699,-0.179127275
ssw__wt_ac__1,1.6127105309,0.155824183,-0.7247934340000001,-0.346710805
ssw__wt_glc__1,-1.112018824,0.08995910700000001,-0.46286668300000006,-0.342105245
ssw__wt_glyc__1,1.8358670794,0.264629563,-1.092516241,-0.589388949
ssw__wt_xyl__1,0.7174838395,0.615108903,-1.73229579,-0.050211675000000004
ssw__glc_ale1__1,1.4795186815,0.311997713,-1.027636034,0.112337685
ssw__glc_ale2__1,0.1326513691,0.5353218630000001,-1.217112565,0.8555401050000001
ssw__glc_ale3__1,-1.0483208916,0.445484003,-0.977111268,0.353007465
ssw__glyc_ale1__1,2.0356652693,0.29887890300000003,-0.44899779100000003,0.5749310550000001
ssw__glyc_ale2__1,-0.3381398826,0.302115623,-1.232021958,0.20948735500000001
ssw__xyl_ale1__1,3.6651954026,-0.214788422,-0.601499188,0.125166975
ssw__xyl_ale2__1,1.8622665704,0.026451149,-0.867615435,-0.22523246500000002
ssw__xyl_ale3__1,2.2540509225,-0.313835929,0.20621455800000002,-0.522299721
ssw__glc_ac_ac2__1,0.7781669517,0.506935123,-1.298926123,0.171467045
ssw__glc_ac_glc1__1,1.0788048765,-0.42053636400000005,-0.875021063,0.336416765
ssw__glc_glyc_glc__1,0.5894991348,0.565682133,-1.353980847,0.527257035
ssw__glc_glyc_glyc__1,0.9631109569,0.307042493,-1.004185413,0.27466824500000003
ssw__glc_xyl_glc__1,-0.4690186826,0.029020072,-0.78120654,-0.35453504500000005
ssw__glc_xyl_xyl__1,0.9587699522,-0.24384744700000002,-0.9386315190000001,-0.20853702500000001
ica__wt_glc__1,1.0824345544,-0.021205165,-0.31833166,-1.114766093
ica__wt_glc__2,1.1055741745,-0.013075078,-0.35581529900000003,-1.198454692
ica__wt_glc__3,0.9740413148,0.093050269,0.104616131,-0.531726669
ica__wt_glc__4,1.4618147811,0.39985849300000004,0.058106245,-0.262344285
ica__arg_sbt__1,5.4748296877,0.172960833,-0.6775907360000001,-0.713059603
ica__arg_sbt__2,2.5640792769000003,0.493173503,-0.7803474290000001,-0.552746132
ica__cytd_rib__1,5.4890745901999995,0.503238653,-1.540307823,0.8413076650000001
ica__cytd_rib__2,6.7216522279,0.486485123,-1.360416036,0.716887895
ica__gth__1,0.9799302832000001,-0.34473195700000003,-0.22061058200000003,0.23464762500000003
ica__gth__2,1.8258525015,-0.550939686,-0.621502199,0.036029945
ica__leu_glcr__1,0.9880187178000001,1.026079293,-0.069838257,-0.38924391500000005
ica__leu_glcr__2,0.9430453008,0.9645909530000001,-0.20061757700000002,-0.49012625
ica__met_glc__1,1.6259678767999999,-0.0020434050000000003,-0.45488896900000003,-1.2518318019999999
ica__met_glc__2,1.3257089340000001,-0.06998529,-0.48752956900000005,-1.190588725
ica__no3_anaero__1,0.7395831206,0.166015523,0.022455257000000003,-0.11737177500000001
ica__no3_anaero__2,0.6375150143,0.165936663,0.244429486,-0.23463296500000003
ica__phe_acgam__1,0.9975832656,0.08710832,0.057620764000000005,-0.88716264
ica__phe_acgam__2,1.0337144958,0.073714532,-0.021991262,-1.056596459
ica__thm_gal__1,2.2503542886,0.419092283,0.009849913,-0.164828625
ica__thm_gal__2,2.6579937369,0.41257850300000004,-0.005040618,-0.156698685
ica__tyr_glcn__1,1.8920708866,0.211699823,-0.26509415000000003,-0.612021456
ica__tyr_glcn__2,2.1925892407,0.24928939300000003,-0.27812838300000003,-0.6368662970000001
ica__ura_pyr__1,1.5210761151,0.823666823,-0.051443433000000004,-0.315836855
ica__ura_pyr__2,2.7008495525000003,1.104333543,-0.39043412800000005,-0.11250578500000001
ica__wt_glc__5,1.178847593,0.31050345300000004,0.16315364200000002,-0.197048255
ica__wt_glc__6,1.7725896005,0.33765284300000004,0.17583522000000001,-0.016725155000000002
ica__bw_delpurR_cytd__1,0.4792600415,-0.141785767,-0.8994483660000001,-0.756265837
ica__bw_delpurR_cytd__2,0.9053481176,0.255483463,-0.063949712,-0.246303875
ica__ade_glc__1,0.9539900221000001,0.27079068300000003,-0.126481659,-0.308254705
ica__ade_glc__2,0.7834278713,-0.10748262700000001,-0.77477532,-0.753961313
ytf__wt_glc__1,1.3658291664,0.340002173,-0.5567773060000001,0.048335155000000005
ytf__wt_glc__2,1.1018362384,0.487174103,-0.28530741200000004,0.008906585
ytf__delyafC__1,1.3896046248,0.518280163,-0.351301393,0.9312559250000001
ytf__delyafC__2,0.9887467332000001,0.5586262230000001,-0.5717282060000001,0.8762793350000001
ytf__delyeiE__1,0.3681041628,0.452821843,0.13826396900000001,0.374492025
ytf__delyeiE__2,0.4338582711,0.36938018300000003,-0.087029224,0.10842385500000001
ytf__delyiaJ__1,20.5981276208,0.49007886300000003,-6.306690189,0.8927779450000001
ytf__delyiaJ__2,20.2155545726,0.474334523,-6.5268699980000005,0.9751252050000001
ytf__delyieP__1,0.561557548,0.830611623,-0.323968342,0.41649266500000004
ytf__delyieP__2,0.604081104,0.7498248230000001,-0.364126846,0.42112533500000005
ytf__wt_ph5__1,-0.217647105,0.39857596300000003,-0.38475319999999996,0.077391735
ytf__wt_ph5__2,1.2662916761,0.474739703,-0.41388100400000005,0.130486615
ytf__wt_ph8__1,1.7977954601000001,0.27564292300000004,-0.174645971,0.172641955
ytf__wt_ph8__2,1.4630402982000001,0.268154863,-0.31256308,0.207431095
ytf__delybaO__1,2.5740640707,0.582376183,-0.500482161,0.7855035850000001
ytf__delybaO__2,2.2901774949,0.636744023,-0.22656866,0.670479245
ytf__delybaQ__1,0.0462469571,0.332940493,-0.393871358,-0.104676025
ytf__delybaQ__2,0.16530290520000002,0.32368551300000004,-0.46370077200000004,-0.139979205
ytf__delybiH__1,1.5502451547,0.636331983,-0.7601571290000001,0.183526605
ytf__delybiH__2,1.4827111585,0.554671843,-0.38436508,0.5048975450000001
ytf__delydcI_ph5__1,0.2871256854,0.36809995300000004,-0.40545182300000004,-0.133531365
ytf__delydcI_ph5__2,0.9275498867,0.422601483,-0.347718067,-0.094717825
ytf__delydcI_ph8__1,0.5094737158,0.363195763,-0.317050969,0.292940975
ytf__delydcI_ph8__2,1.0595597394,0.30711134300000004,-0.48211441,-0.073970795
ytf__delyddM__1,-0.4107972245,0.8218948030000001,-0.327606665,0.5608763050000001
ytf__delyddM__2,-0.1745216054,0.832054603,-0.317878625,0.493183935
ytf__delyheO__1,0.8060023374,0.596168643,-0.652202919,0.7981991850000001
ytf__delyheO__2,0.0380854132,0.633656513,-0.6747949999999999,0.797997595
fps__bw_glc__1,0.3947315617,0.23073483300000003,-0.7354597180000001,-0.593982416
fps__bw_glc__2,0.368187784,0.160408733,-0.752122331,-0.46387607100000006
fps__fps_thrA_ale1__1,-0.3009059753,0.33273120300000003,-0.50780719,0.250692175
fps__fps_thrA_ale1__2,-0.1027415292,0.351625083,-0.6106690060000001,0.117195875
fps__fps_thrA_ale2__1,0.5205100938,0.22966762300000002,-0.42455013700000005,-0.056704485000000006
fps__fps_thrA_ale2__2,0.0615696128,0.288967533,-0.362951258,-0.07788523500000001
fps__fps_serB_ale1__1,0.2206286902,0.263027813,-0.396125718,-0.053282165000000006
fps__fps_serB_ale1__2,0.40770931450000003,0.38965776300000005,-0.283836825,-0.17460455500000002
fps__fps_serB_ale4__1,-0.022324843400000002,0.20591431300000002,-0.091873457,0.330804415
fps__fps_serB_ale4__2,0.6450919583,0.360213693,0.325565357,0.34874165500000004
fps__fps_ptsI_ale1__1,2.904414342,0.045779202000000005,-1.170248829,0.18153876500000002
fps__fps_ptsI_ale1__2,3.5503855858,0.144864783,-1.315162621,0.07463568500000001
fps__fps_ptsI_ale3__1,3.9557650693,0.252590313,-1.333310672,-0.048072745
fps__fps_ptsI_ale3__2,3.5808074331,0.223236343,-1.30735053,-0.084592575
pal__lyx_ale2_f6__1,3.8227315883,0.33342218300000004,-1.105794289,0.168173235
pal__lyx_ale2__1,4.2785673599,0.264908103,-0.968013655,0.40226726500000004
pal__lyx_ale2__2,4.0084800269,0.307141653,-1.1308113770000001,0.31857179500000005
pal__lyx_ale4__1,6.4456268068,-0.057655873,0.9999572760000001,-0.18964956500000002
pal__lyx_ale4__2,5.8249062643,-0.070605865,0.854817539,-0.254357585
pal__5drib_ale10_f18__1,7.1838665736,-0.069139537,-0.23636362400000002,-0.26528265500000003
pal__5drib_ale10_f18__2,8.1508913781,-0.022394787000000003,-0.21213371900000003,-0.279414645
pal__5drib_ale10__1,6.9669463164,0.401836273,-1.242237567,-0.027787695
pal__arab_ale14_f9__1,2.3510049323,0.24554710300000002,-0.5409619410000001,0.353868815
pal__arab_ale14_f9__2,2.0575020948,0.412722073,-0.39969151700000005,0.41974093500000004
pal__arab_ale14__1,3.091334009,0.376783933,0.12762003700000002,-0.073725045
pal__arab_ale14__2,1.4843871901,0.375609213,0.011619062000000001,-0.208171285
pal__arab_ale16__1,3.9941565186,0.029854537,-0.16150018500000002,-0.6507081960000001
pal__arab_ale16__2,3.1257585203,0.109766425,-0.005688486,-0.478276798
pal__tartr_ale26_f10__1,2.5021291459,0.311947293,-1.155415766,0.186856515
pal__tartr_ale26_f10__2,2.1185260249,0.19927317300000003,-1.156680363,0.250459455
pal__tartr_ale26__1,2.4043090012,0.385079333,-0.839600247,0.135640005
pal__tartr_ale26__2,1.7827721228,0.334463263,-1.067261006,-0.011190665
pal__tartr_ale28_f10__1,3.9907621744,-0.0037122770000000004,-0.542836275,0.428030885
pal__tartr_ale28_f10__2,2.5995733136,-0.098690551,-0.056180334000000005,0.205704095
pal__tartr_ale28__1,3.6322624517,0.272968543,0.331344374,-0.166460525
pal__tartr_ale28__2,3.2415590984,0.268494893,0.448575963,-0.06146080500000001
efeU__delmenFentC_citr__1,1.4023155948000001,0.422197943,-0.8998619280000001,-0.145626785
efeU__delmenFentC_citr__2,0.441823725,0.567725263,-1.056469596,-0.116302715
