,A,ArnR,ArnA,ArnB,ArnR1
GDGT:65_3.5_stat:2,3.186515608869824,1.0212168670303878,-1.0839312329981112,-0.8403004293967289,0.9305341588972392
GDGT:75_3.5_stat:2,-3.1843120140801333,-0.4716374920816104,-0.5180879448480127,-0.4235987296208581,-2.229265456326676
GDGT:75_1.6_stat:1,-6.575316074718741,1.1417893066383993,-0.6240819189393285,-0.4746625323883098,-0.20377041636821056
GDGT:75_2.4_stat:2,-7.628852076734956,-0.30538238231423165,-0.7310394952134889,-0.6122250885264471,-1.3261538910296942
GDGT:75_2.4_log:2,1.7050312446151739,0.4070580482518604,0.04963416212976135,0.046190308720158064,0.290870884425698
GDGT:75_3.5_stat:3,-1.1129466719963077,-0.009824232204582728,-0.6798668617079304,-0.4631160969589807,-1.7583377761759538
GDGT:80_2.4_stat:2,-10.26673283992271,-0.30941596302532304,-0.7614775918925343,-0.6656982824733415,-0.8742144847876476
GDGT:80_2.4_stat:3,-7.178633657122158,0.3789839996356079,-1.2527306366548745,-1.0174725846918573,-0.9175960409521496
GDGT:75_2.4_stat:3,-6.001122041560056,0.23785689598345885,-0.8261581366839259,-0.6427759763432341,-0.06235644712428634
GDGT:75_1.6_stat:2,-4.154056250851345,1.007854086429086,-0.7936874993542062,-0.5936716512854652,-0.6176009741667077
GDGT:80_1.6_stat:3,-13.079950857515634,0.6250227268562885,-0.7379543054733091,-0.5906158840610836,-1.097981135924865
GDGT:65_3.5_stat:3,0.11176313958201564,-0.14182826789537373,-0.6938439748459189,-0.3366254199121741,-0.2725071665161733
GDGT:75_1.6_log:1,-3.653888294629991,0.14744687958404154,-0.9102334107413076,-0.6816532381630864,0.6576200630511986
GDGT:75_1.6_log:2,2.5600278421144456,0.9535497935708914,-0.8900943740950709,-0.6327141390999476,1.2035446509878842
GDGT:80_2.4_log:2,-0.4055759400740595,-0.4490203587497561,-0.6318653061223127,-0.5056447253631761,0.16444630983114014
GDGT:75_1.6_stat:3,-2.3337851526990288,1.0148167655242588,-0.7958757500195155,-0.593769118702328,-0.80223495242116
GDGT:80_1.6_log:2,-6.963951382123216,-0.6368773482516428,-0.9880777635511446,-0.7177270734585779,0.4370152182579821
GDGT:65_2.4_stat:1,-6.479078793375829,-0.2423333710077138,-0.6453702246786488,-0.5708099276068097,-0.1351682304946884
GDGT:80_2.4_log:3,-1.8014019487471693,-0.18892790167257445,-1.013730363461086,-0.7966009875854834,0.9454144952656351
GDGT:80_3.5_stat:3,0.9604753237788916,0.30131610688756005,-0.7055341063532943,-0.5834760091653344,-2.2369004826230108
GDGT:65_2.4_log:1,-15.649244011021016,-2.9375806634446056,-0.38479560365483856,-0.2965122397985489,-0.8967757264800671
GDGT:65_2.4_log:2,-17.57341099464951,-3.450198498723726,-1.0425504195198538,-0.9098325633383996,-1.8038911404362812
GDGT:80_3.5_log:1,3.5607655538755685,0.5661407552578339,-0.4602088617714859,-0.4745054666396129,0.08374107644609374
GDGT:65_2.4_stat:2,-10.614155486886752,-1.0114478059865633,-0.7942340974583004,-0.5596852500751623,-1.151725248432224
GDGT:65_2.4_log:3,-16.132622340964545,-2.818072995897655,-0.5063947134390627,-0.4387945438730956,-1.18430915894763
GDGT:65_1.6_log:1,-17.411040128661433,-2.6673748801379817,-0.9139032610240267,-0.6701097642748888,-1.6596409246169497
GDGT:65_2.4_stat:3,-6.646527817340665,-0.5393765670460429,-0.6111392532272184,-0.35089248813910606,-1.6979322325072983
GDGT:75_2.4_log:3,1.588983150946311,-0.11086213155954107,-0.042572409235390296,-0.028551666783499737,0.19428149294836586
GDGT:80_3.5_log:2,-6.534853792584148,-0.8915096309525925,-0.7881639120888888,-0.5911654760168972,-0.1947367580765338
GDGT:80_3.5_log:3,-3.4089703683476995,-0.5774473881565481,-0.7998461336680851,-0.5479882768476383,0.011184258966497218
GDGT:65_1.6_log:2,-13.657971609813444,-1.1846850885814195,-1.1010119546049744,-0.8996970042278036,0.018444363652133863
GDGT:65_1.6_log:3,-17.805871163177066,-2.682365470335144,-0.7967587018508748,-0.6328288861623328,-1.898295501478816
NutLim:t0:1,1.220922853142073,0.275473909448241,0.3107146650163166,0.31113761922854444,-0.29279990299741776
NutLim:t0:2,-1.2209228531420775,-0.275473909448241,-0.3107146650163166,-0.31113761922854444,0.29279990299741776
NutLim:t05:1,3.4379301127818445,1.6831928359521378,0.19646264122446053,-0.07683287878646182,-2.1862709179074966
NutLim:t05:2,4.453570280589775,1.3298158464923162,0.8490589541258782,1.1007047454295638,-1.4073563111176215
NutLim:t05:3,1.2497669502458273,1.735031328950221,0.28035843465363897,0.13435403536984225,-1.9211998268303263
NutLim:t1:1,4.202999873360337,1.6085697559837246,-0.1902989714047898,-0.26885110438042403,-2.8832248464161294
NutLim:t1:2,6.7205829114782025,1.616833691109905,0.6580013833061713,1.08960242184323,-2.3489307015866494
NutLim:t1:3,4.4173251160277385,1.6844034411791018,0.5177648913852995,0.7523333866407782,-3.053735420220005
NutLim:t15:1,7.875974391568338,1.818350882597832,0.22794629824229065,0.4772082787645715,-2.989915904528448
NutLim:t15:2,8.798517035641744,1.7827401816985482,0.8179831350764779,1.2545205556766683,-2.7027633438566983
NutLim:t15:3,7.262134726114083,1.7817802127969118,0.5944127645367434,1.0027240856623756,-3.167084435868892
NutLim:t2:1,10.814663230848096,1.7306184800691398,0.7229756710385047,1.1138574284524907,-3.068141150667161
NutLim:t2:2,10.983787429952471,1.5692725987622875,0.5926306360801128,1.3636219603971362,-3.1765057194164896
NutLim:t2:3,7.3690743416337225,1.4746962359429236,0.16672810963950724,0.11848034077165435,-3.32107695468879
NutLim:t4:1,6.46390231844316,0.7965833335136416,0.5245919273017671,0.842318029607581,-3.163309466817074
NutLim:t4:2,5.963471361618328,0.934100176342696,0.08186034222385352,0.003572864908029772,-2.9833523777320794
UV_irr:wt0:1,0.2709655436517988,0.21664061386708866,0.016044875684041667,-0.03435832972913744,-0.08676682019557712
UV_irr:wt0:2,-0.5201786207414024,-0.4078073976526424,0.05620898303393673,0.101143713560079,-0.0023373607480552394
UV_irr:wt0:3,0.2492130770896066,0.19116678378555466,-0.0722538587179784,-0.0667853838309469,0.08910418094363326
UV_irr:wt1:1,1.9122929969611224,2.1078460750692427,-0.032712818986349035,-0.33301992077007725,1.628300773581998
UV_irr:wt1:2,0.2347629772478397,1.7521890920654126,-0.3469732419003808,-0.6347743118388998,1.2245422609660288
UV_irr:wt1:3,1.1561933948183478,2.016660800999377,0.2774617033109568,0.5067122169691967,0.7433127886170885
UV_irr:wt2:1,1.9310461292557424,2.250319976852225,-0.440386829215818,-0.4348649463777381,0.9988845715181132
UV_irr:wt2:2,1.9993749238113283,2.1576398290630463,-0.6845693437230409,-0.5911608989655335,0.6926931194539181
UV_irr:wt2:3,1.0769734538825098,2.3062092886739554,-0.451582075519843,-0.4988601623534858,0.368424546075854
UV_irr:mut0:1,2.4800365968722433,1.19343281004946,-0.3264027505943989,-0.25717144174966045,0.6455311054638315
UV_irr:mut0:2,3.3855773527270467,1.1193525326386915,-0.1336384664387662,0.20413409666027604,0.6607070413314844
UV_irr:mut0:3,1.6315170844192253,1.0808676271552151,-0.1031251173563863,0.08543439714331669,0.5456633110526212
UV_irr:mut1:1,1.7850016799712884,2.3421446259545693,-0.36652073563553067,-0.3634904808415431,0.7617677349164067
UV_irr:mut1:2,2.8565247723425373,2.608821814596824,-0.05753408646255843,-0.33321579836643345,1.0562147152099808
UV_irr:mut1:3,2.8283189000083104,2.433756171207388,-0.004694483797946347,0.055873271157635074,0.7798629543096762
UV_irr:mut2:1,2.817202089711788,2.964997632628891,-0.6564944764140446,-0.4828560124776242,0.29789259039824234
UV_irr:mut2:2,2.6089497667513144,2.9659368139447877,-0.5380350576844073,-0.4395039781808059,0.2374681387370208
UV_irr:mut2:3,0.7963138209886097,2.5864914281483955,-1.0514592527296711,-1.0156694600400176,0.35564510117018955
YtrA:overexpr:1,-0.4888267875191724,-0.21306959871837705,-0.1852738726616341,-0.2272687498863029,-0.1778470525756637
YtrA:overexpr:2,0.016045794756235906,0.11139701314933513,-0.2323640866118435,-0.2574326045477289,0.026406677518847843
YtrA:overexpr:3,0.6548371032651032,0.6372022347274848,-0.32945933737393673,-0.3757524370202976,0.27970498087743145
YtrA:wt:1,-0.2721340877986286,0.0990182933514454,-0.07040669226536167,-0.07911979539122882,0.08133818909673174
YtrA:wt:2,-0.246450667669165,-0.4161612352118063,0.14940587828329832,0.15756311812091184,-0.2988929527267068
YtrA:wt:3,0.518584755467806,0.3171429418603617,-0.07899918601792955,-0.07844332272968302,0.21755476362997594
