,A,BetI,ArcA,Cra
abx_mega__nor_naoh__5,-1.4384643194,-1.4648170022,-0.6509915197,0.0868518041
abx_mega__naoh-9__2,-0.6851057565,-0.8239669205,-0.3619950656,0.42244225
abx_mega__dmso-7__3,0.12841005800000002,-0.2092771029,-0.48443834680000003,1.0194817082
abx_mega__van_h2o__5,-0.9783544462,-1.3077969191,-0.5860169708,-1.1289858779
abx_mega__flavo_dmso__4,-0.4440464834,-1.230161532,-0.4899706324,0.6369146846
abx_mega__novo_dmso__3,3.2702173267,-0.0433147453,-0.6916261842,-2.0136736217
abx_mega__polmyx_h2o__7,-1.8951406398000001,-1.5390404386,-0.7723148823,-0.0123311545
abx_mega__teix_dmso__17,-1.1968881532,-1.2507958761,-0.9345604604000001,0.8593728504
abx_mega__doxo_dmso__3,3.0479696379,-0.6861582778,-0.7274115978,1.236099305
abx_mega__mem_dmso__6,-1.9323079403,-1.0571201799,-0.3357729393,0.2800178371
abx_mega__h2o-1a__3,0.0136414197,-0.2226499225,0.028162841,0.0020168021
abx_mega__bacit_dmso__3,1.5840968962000002,0.5139099389,-0.7346413894,-0.7998925456
abx_mega__dox_dmso__8,0.2903549944,-0.5981231962,0.4764316374,0.4150453168
abx_mega__teix_dmso__18,0.2764399497,-0.5873950911,-0.7448938301,0.0781070613
abx_mega__h2o-6__3,-0.4169531866,-0.5363025758000001,-0.3273924877,0.0856897742
abx_mega__pen_h2o__5,-2.1014371532,-1.4297147748,-0.4181937543,-0.1534797292
abx_mega__lzd_dmso__4,0.43685918630000004,-0.5419399234,-0.2452545928,-0.748016454
abx_mega__daro__1,3.7184783866,0.5167663037,-1.0870508238,-0.20705187460000002
abx_mega__solv__1,1.7932341575000001,-0.1768712688,-0.9961289279000001,-1.0056856991
abx_mega__daro__2,4.7495103742,0.8578902793000001,-0.771228957,-0.1504947225
abx_mega__daro__3,3.8934356752,0.9344676552000001,-0.2988503818,-0.0780020468
abx_mega__solv__2,2.2732234526,0.20491812,-1.3060500737,-1.6227949732
abx_mega__solv__3,3.6955023896,0.8239351307,-0.4698493415,0.1739395561
abx_mega__dmso-4__1,-1.4348854876,-0.158101024,-0.431836726,0.1111824897
abx_mega__kirr_dmso__1,2.7902318225,1.1977747558,-0.2479315403,-1.6871165206
abx_mega__kirr_dmso__2,3.0680620899,1.0663531831,-0.3208997619,-1.8467455325
abx_mega__kirr_dmso__3,2.6571369036,1.7322840839,-0.5793796718,-1.8338820872000001
abx_mega__dmso-4__2,-2.2286772882,-0.7170841946000001,-1.0214167472,0.13301290840000002
abx_mega__dmso-4__3,-2.3076140093,-0.9364421446000001,-0.3290600459,0.0656847635
ackA_pta__dnaA46_del_ackA__1,1.8763180717,1.7273329444,0.6598914536,0.1905030133
ackA_pta__dnaA46_del_ackA__2,1.2267509743,1.4134225283,0.9832884074,0.7383686660000001
ackA_pta__dnaA46_del_ackA__3,3.4967158541,1.7772113373,0.8721664519000001,0.3439561471
ackA_pta__dnaA46_del_pta__1,1.0096493897,2.0370966947,2.1359526484,1.2068888213
ackA_pta__dnaA46_del_pta__2,0.8972151644,1.2641095482,0.2737678919,-0.095472335
ackA_pta__dnaA46_del_pta__3,1.7984843867,1.5294067953,0.695521326,0.5830917221
ackA_pta__dnaA46__1,1.7634351658,1.0047164607,0.0027797833,0.0403262807
ackA_pta__dnaA46__2,2.0398182958,0.7357008685,0.40495222070000003,0.1194841707
ackA_pta__dnaA46__3,1.1935967785,0.6591435423,0.060148937000000006,-0.0049074938
ackA_pta__del_ackA__1,1.059416263,1.2202699472,0.5717783675,0.4546612642
ackA_pta__del_ackA__2,-0.4045273937,1.3018520359,2.013377032,1.2432007328
ackA_pta__del_ackA__3,1.4467250497,1.0552509478,0.5681472350000001,0.1714729243
ackA_pta__del_pta__1,0.9426076724,0.3277953427,0.010549156700000001,-0.5463070987
ackA_pta__del_pta__2,-1.0048329742,0.250993611,0.4934227188,0.1378789785
ackA_pta__del_pta__3,1.3909011369,1.0404570046,0.5664943758000001,0.1307434928
ackA_pta__wt__1,0.6663504971,0.4851789064,0.0090813135,0.0512744329
ackA_pta__wt__2,-0.5440740631000001,-0.3747511228,-0.0779921871,-0.0855589727
ackA_pta__wt__3,-0.122276434,-0.11042778360000001,0.0689108736,0.0342845398
anticancer__5fu__1,-2.4055443009,-1.0775958155,-0.2660637843,-1.5009690278
anticancer__5fu__2,-2.4404586179,-1.3132576322,-0.1977449234,-1.1179878452
anticancer__cap__1,2.0042782794,1.0430694176,-0.8011750807,-0.6506346825
anticancer__cap__2,1.380606983,1.0667182217,-0.7229537595000001,-1.0372223915
anticancer__cap__3,1.2145210498,0.8590258110000001,-0.7316805148000001,-1.067575678
anticancer__wt__1,-0.8372302417,0.0284456857,0.24226025480000002,-0.15142821580000002
anticancer__wt__2,-0.3982755757,-0.4147032994,0.035584912600000004,0.0827449849
anticancer__wt__3,1.2355058174,0.3862576137,-0.27784516740000004,0.0686832309
anticancer__5fu__3,-0.8553551844,-1.0957140233,-0.45637460430000004,-2.014499793
bio_pln__aero_pln__1,-0.0463061943,-0.11523733080000001,-0.0047153767,0.23210094990000002
bio_pln__aero_pln__2,0.0463061943,0.11523733080000001,0.0047153767,-0.23210094990000002
bio_pln__anaero_pln__1,0.1954209735,-0.4755973948,-0.642745039,0.26515645800000004
bio_pln__anaero_pln__2,0.7096346091,-0.1743568268,-0.5084827087,0.2561928144
biocide__bzcl_12h__1,0.8115980094,0.1719254932,-0.08529558670000001,-0.10761919830000001
biocide__bzcl_12h__2,0.8190341659,0.6286356466,0.8012682941,-0.178994125
biocide__bzcl_12h__3,0.510535391,0.2945032836,0.1542748704,-0.2006570477
biocide__etoh_12h__1,0.42704182700000004,0.34400275620000004,0.1090142038,-0.30697530840000004
biocide__etoh_12h__2,0.047912903900000005,0.0185268214,0.0078292888,-0.4269761587
biocide__etoh_12h__3,0.5694831312,0.5153535375,0.1253351143,-0.1724353773
biocide__gluald_12h__1,-0.0488204984,0.5292075068000001,0.5831462612,0.11865753550000001
biocide__gluald_12h__2,0.5113683786000001,0.7458568087,0.41584700280000003,0.0001791683
biocide__gluald_12h__3,0.5600938942,0.6279544878000001,0.6879144689000001,0.1435802172
biocide__h2o2_12h__1,0.6523162901,0.5333067463,0.3425481281,-0.0542543271
biocide__h2o2_12h__2,0.4200283329,0.4471317026,0.5119545347,-0.175686654
biocide__h2o2_12h__3,-1.2148381053,-0.4479445964,-0.0117761242,-0.0620497163
biocide__2ppoh_12h__1,0.5115245264,0.6815620009000001,-0.095873567,-0.0073964807
biocide__2ppoh_12h__2,0.4961698444,0.512517302,-0.0802858917,0.0516241032
biocide__2ppoh_12h__3,0.1786279747,0.6996723222,-0.127856044,-0.055358756
biocide__paa_12h__1,-0.680335782,0.0201611004,0.1746383879,0.1804776733
biocide__paa_12h__2,-0.9388059459,-0.21676959340000002,0.3394955556,-0.0159070003
biocide__paa_12h__3,-0.19198066600000002,-0.1360760081,0.1148926958,-0.2095728097
biocide__phe_12h__1,-0.1640804387,-0.1136843355,0.15453108570000001,0.031107773300000002
biocide__phe_12h__2,-0.3505565731,-0.0164811262,0.23635940800000002,0.34035044410000004
biocide__phe_12h__3,-0.38913179540000004,0.0661394394,0.23717754370000002,0.020981514
biocide__pvp-i_12h__1,-1.0756308766,-0.295314682,0.2930704619,-0.2207426317
biocide__pvp-i_12h__2,-0.5603831822,-0.279026734,0.1857983671,0.3447402825
biocide__pvp-i_12h__3,-0.615105223,-0.8425301365000001,0.019161760700000002,-0.4274023408
biocide__bleach_12h__1,-0.7299238641,-0.4609362872,-0.0826576492,0.1471832407
biocide__bleach_12h__2,-0.610760268,-0.22678665080000002,-0.2361644672,0.0071844993
biocide__bleach_12h__3,-1.0410652441,-0.8781076386000001,-0.12815926800000002,0.10368759350000001
biocide__chx_12h__1,-0.9333230302000001,-0.10142964580000001,0.1660170045,-0.10786965280000001
biocide__chx_12h__2,-0.48438865400000003,0.0632634658,0.1192504917,-0.2406585159
biocide__chx_12h__3,-0.4612213987,0.0857092141,0.09662175020000001,-0.3918304245
biocide__bzcl_30m__1,1.3690050785,0.6470866044,0.1154296665,0.38526076270000004
biocide__bzcl_30m__2,0.3774422127,0.4802251551,0.023372325500000003,0.26514076880000004
biocide__bzcl_30m__3,1.1676935045,0.3023174065,0.0679530203,0.1345217413
biocide__phe_30m__1,0.9830943097,-0.0140007523,-0.6046974157,0.07303704100000001
biocide__phe_30m__2,1.9501441624,0.30516808500000003,-0.38429209540000003,0.36231006590000003
biocide__phe_30m__3,1.4684577588,0.2174052829,-0.5186902934000001,0.3962505273
biocide__pvp-i_30m__1,-0.0702308151,0.1147357957,0.2186115154,0.0783579105
biocide__pvp-i_30m__2,0.0994085203,0.1275094029,0.2820235584,-0.0180500286
biocide__pvp-i_30m__3,0.37771401200000004,0.22332170210000002,0.2637065304,0.07780598770000001
biocide__ctrl_12h__1,1.2814742395,0.7924805722,0.283266057,-0.2340354534
biocide__ctrl_12h__2,1.121031633,0.6255569212000001,0.2464858514,-0.28349101790000003
biocide__ctrl_12h__3,0.5812049946,0.6408042093,0.43201735620000004,-0.0772832458
biocide__ctrl_30m__1,-0.5487573297,0.12096818690000001,0.1567052096,0.12006625230000001
biocide__ctrl_30m__2,0.2279094197,-0.1269011277,-0.1563113709,-0.07429156
biocide__ctrl_30m__3,0.32084791,0.0059329407,-0.0003938387,-0.045774692400000004
clpP__wt__1,-0.1508518706,-0.0023503536,-0.10668910940000001,-0.2256413553
clpP__wt_DPTA__1,-4.8772097791,-0.9552926893,-0.37610427960000004,-0.5389879285
clpP__wt__2,0.5540630515,0.0572132673,-0.3472299849,0.0224175326
clpP__wt_DPTA__2,-4.725591065,-1.4574328323,-0.2737152619,-1.0302191929
clpP__wt__3,-0.4032111809,-0.0548629137,0.4539190943,0.20322382260000002
clpP__wt_DPTA__3,-4.9186679243,-0.8221547202,-0.36715026040000004,-0.1525518652
clpP__delclpP__1,-0.4158098033,-0.7942779941,-0.1900522406,-0.4544553103
clpP__delclpP_DPTA__1,-2.4118839401,-1.1355762267,0.4586848329,-0.8127026041000001
clpP__delclpP__2,-0.27632319780000003,-0.1847909334,-0.1137331701,-0.1446541374
clpP__delclpP_DPTA__2,-2.6785797657,-0.4688896133,0.351457515,-0.8097424753
clpP__delclpP__3,-0.3977023684,0.0939270261,0.38930109500000004,-0.17896917910000001
clpP__delclpP_DPTA__3,-3.3054234599,-0.4098182347,0.2544534292,-0.8306650697
colombos2__delydcR__1,-0.11008834420000001,0.5268388301,0.19182513380000002,0.2995379468
colombos2__delydcR__2,1.2152362029,1.2458349179,0.130973745,-0.1146225809
colombos2__delydcR__3,0.7690373564,0.6489496873,0.1069520676,0.3880260665
colombos2__delyjiR__1,-1.7144556737,-0.2586286521,0.2023433892,0.2664500186
colombos2__delyjiR__2,-0.4040698277,0.2829837961,0.1335451758,0.6373930278000001
colombos2__delyjiR__3,-0.6356974739,-0.4037475345,0.20095338040000002,0.6419076343
colombos2__wt__1,-0.8366801065,-0.2097863325,0.2056374265,-0.2345559107
colombos2__wt__2,-0.2499844537,0.0773118944,-0.059188026500000004,0.0697656624
colombos2__wt__3,1.0866645602,0.13247443820000002,-0.14644939999999998,0.16479024820000002
crp_k100__ar1_ar2__1,3.6999055690000002,0.5459703433,-1.7960660373000001,-2.3783714473
crp_k100__ar1_ar2__2,3.6983769341,0.3721831875,-1.753761413,-2.0066024704
crp_k100__ar1_ar2__3,3.1563780499,0.7718057922,-0.8866115556,-1.3598923012
crp_k100__wt__1,0.1468556218,-0.1018046689,0.0366773828,-0.161661407
crp_k100__wt__2,0.0507600226,0.011862125500000001,0.044415883100000005,0.14684029410000002
crp_k100__wt__3,-0.1976156444,0.0899425433,-0.0810932659,0.0148211129
crp_k100__K100Q__1,-0.349152874,-0.4929441376,-0.3119249987,-0.7400296676
crp_k100__K100Q__2,-0.3628949225,-0.4779889734,-0.1038033336,0.5750418994000001
crp_k100__K100R__1,-1.5426211965,-0.7022346944,0.18864385660000002,-0.11170383830000001
crp_k100__K100R__2,0.5765409397,0.18562332080000002,0.3724957179,-0.5430079839
crp_k100__K100R__3,-1.7774589441000002,-0.9499172968,0.0447130736,-0.49893067080000003
csrA__wt_t00__1,0.517109452,0.14441003460000001,-0.3108098738,-0.3707780097
csrA__wt_t02_30__1,-0.5041455518,-1.1938228048,-0.3938586915,-3.5865533226
csrA__wt_t05__1,1.1473662697,-1.347611615,-0.43797418,-5.7780557093
csrA__wt_t10__1,1.9750551471,-1.1088425908,-1.0373322502,-4.7518961950000005
csrA__wt_t15__1,0.2224667263,-1.7159485931,-0.8228630646,-4.2157334302
csrA__delcsrA_t00__1,-0.7695400596,0.2229450725,0.0260618476,0.2927956241
csrA__delcsrA_t02_30__1,-0.2774788373,-1.3413854142,-0.7228986307,-4.2269343846
csrA__delcsrA_t05__1,0.38989806120000003,-1.8622131653,-1.2012400512,-5.616590702
csrA__delcsrA_t10__1,-0.0371214304,-2.0824286687,-1.2784560322,-4.490289216
csrA__delcsrA_t15__1,-1.3022075281,-1.142948766,-1.4956265605,-4.4193667717
csrA__wt_t00__2,-0.517109452,-0.14441003460000001,0.3108098738,0.3707780097
csrA__wt_t02_30__2,0.8716248737000001,-0.3412072316,-0.1162291865,-3.3697204093
csrA__wt_t05__2,1.9495942895,-0.7822266634,-0.26008587,-5.5219115844
csrA__wt_t10__2,2.3602522972,-0.843133859,-0.9215448220000001,-4.51632258
csrA__wt_t15__2,0.7570505478,-0.3933466463,-0.9344902321,-4.0698390471
csrA__delcsrA_t00__2,-0.7637985748,0.1885477382,-0.2065365245,-0.3493717262
csrA__delcsrA_t02_30__2,-0.1331896997,-1.3211297230999999,-0.963196802,-4.3276460983
csrA__delcsrA_t05__2,0.1940136623,-2.1619154466,-1.2098262852000001,-5.3836398148
csrA__delcsrA_t10__2,-0.8345080887,-1.9231255125,-1.5012770128000001,-4.5911441743
csrA__delcsrA_t15__2,-1.3125112574,-1.3625110586,-1.1239316736,-3.4800172691
cstr_pfr__str_0005m__1,-0.47036824380000003,-0.0304236238,-0.0904681673,0.0040761431
cstr_pfr__str_0010m__1,-0.19265520900000002,-0.09504649350000001,-0.2097819642,-0.19354410700000002
cstr_pfr__str_0025m__1,0.13916293100000002,0.2279796727,-0.2439363728,-0.0252106131
cstr_pfr__str_0045m__1,0.4857479454,0.1886426069,-0.3059155422,-0.0182414236
cstr_pfr__str_0075m__1,0.5710958807000001,0.345488552,-0.2365276624,-0.0563540144
cstr_pfr__str_0120m__1,0.6649040979,0.23847418550000002,-0.1854714104,-0.10777327810000001
cstr_pfr__str_0210m__1,0.8008462092,0.3277694259,-0.1838118799,-0.0467845909
cstr_pfr__str_0330m__1,0.4726291649,0.33818269240000004,-0.1194288096,-0.1008799459
cstr_pfr__str_1500m__1,0.1451537017,0.2188359815,-0.0535675735,-0.051198761
cstr_pfr__str_1560m__1,0.3068791219,0.3408029561,-0.0748273839,-0.0517579081
cstr_pfr__str_1680m__1,0.3131866554,0.2581806224,-0.0662617172,-0.0723287338
cstr_pfr__str_ref1__1,0.011429218000000001,0.013568388300000001,0.007952442300000001,0.0266982955
cstr_pfr__str_ref2__1,0.0528902256,0.0563753644,-0.0534339781,-0.0641191569
cstr_pfr__str_ref3__1,0.0540224034,-0.0552320107,-0.0207651292,-0.0155839911
cstr_pfr__pfr_P5_0005m__1,0.08705748390000001,0.3337533284,-0.0329504879,-0.1228545317
cstr_pfr__pfr_P5_0010m__1,0.2488392972,0.1361178063,-0.2395605228,-0.3686779938
cstr_pfr__pfr_P5_0025m__1,0.1827918137,0.3807443515,-0.34193488380000003,-0.1916901008
cstr_pfr__pfr_P3_0025m__1,0.1623310551,0.1144100623,-0.23016813260000002,-0.0864796125
cstr_pfr__pfr_P1_0025m__1,0.07526010920000001,0.0334001127,-0.2537163586,-0.1590777834
cstr_pfr__pfr_P5_0045m__1,0.4757114093,0.3310723627,-0.2880527835,-0.2749418645
cstr_pfr__pfr_P5_0120m__1,1.0252099986,0.32668478360000003,-0.29147945950000004,-0.22007246700000002
cstr_pfr__pfr_P3_0120m__1,1.0450523053,0.14138304840000002,-0.3465375958,-0.2871606273
cstr_pfr__pfr_P1_0120m__1,-0.5305077438,-0.1608002522,-0.34435631250000004,-0.23985350160000002
cstr_pfr__pfr_P5_0210m__1,0.7684486822000001,0.47939108100000005,-0.3453297625,-0.1765258233
cstr_pfr__pfr_P5_1500m__1,0.7712050576,0.36329224120000003,-0.3662869204,-0.22525847940000002
cstr_pfr__pfr_P3_1680m__1,0.2942158554,0.38821633580000003,-0.11028863080000001,-0.13443086840000001
cstr_pfr__pfr_P5_1680m__1,0.5887220777000001,0.3699302337,-0.22730722350000002,-0.20943998800000002
cstr_pfr__pfr_P1_1680m__1,0.5390829014,0.3708868025,-0.0223819313,-0.1176519419
cstr_pfr__str_0005m__2,-0.45209097460000003,-0.2486517868,-0.2426119772,-0.1912049059
cstr_pfr__str_0010m__2,-0.2864956369,-0.3791605229,-0.2102766297,-0.21253552950000001
cstr_pfr__str_0025m__2,0.3130451489,0.0953725601,-0.2887682889,-0.20145299900000002
cstr_pfr__str_0045m__2,0.24914905080000002,0.083701314,-0.2746682152,-0.25251195590000003
cstr_pfr__str_0075m__2,0.8351221699,0.24952664630000002,-0.2388780014,-0.1362517192
cstr_pfr__str_0120m__2,0.6907359628,0.2460172648,-0.22601689400000002,-0.126203213
cstr_pfr__str_0210m__2,0.6737238577,0.2754470815,-0.1258171035,-0.0693205553
cstr_pfr__str_0330m__2,0.2507862963,0.3049919095,-0.2214298382,-0.2094910094
cstr_pfr__str_1500m__2,0.2762780923,0.48426134,-0.1153271887,-0.012183219200000001
cstr_pfr__str_1560m__2,0.31195793450000003,0.3577952629,-0.185098325,-0.059781041800000004
cstr_pfr__str_1680m__2,0.0861692686,0.3118122255,-0.0353668968,-0.0012126897
cstr_pfr__str_ref1__2,-0.011429218000000001,-0.013568388300000001,-0.007952442300000001,-0.0266982955
cstr_pfr__str_ref2__2,0.43818953520000004,0.1757659861,-0.0772816575,-0.0964786062
cstr_pfr__str_ref3__2,0.46485048630000003,0.1395303765,-0.14180802,-0.1075106116
cstr_pfr__pfr_P5_0005m__2,-0.3465800321,0.06485280260000001,-0.3166744741,-0.2342363418
cstr_pfr__pfr_P5_0010m__2,-0.4325386352,-0.0185906954,-0.37282547390000004,-0.3842038036
cstr_pfr__pfr_P5_0025m__2,0.1311184252,0.2941530531,-0.433814293,-0.26032433850000003
cstr_pfr__pfr_P3_0025m__2,-0.14903082550000002,0.1414548691,-0.39314979790000004,-0.28323170870000003
cstr_pfr__pfr_P1_0025m__2,0.0287259916,-0.026170819,-0.34131478530000003,-0.2923326797
cstr_pfr__pfr_P5_0045m__2,0.6814934397,0.5713622853,-0.5846902323000001,-0.249330658
cstr_pfr__pfr_P5_0120m__2,0.5749791942,0.46324224410000003,-0.4122213825,-0.2785849274
cstr_pfr__pfr_P3_0120m__2,0.6476783568000001,0.2390003178,-0.3680628546,-0.41862582470000004
cstr_pfr__pfr_P1_0120m__2,0.3072116729,0.2586154143,-0.3295176745,-0.18181137
cstr_pfr__pfr_P5_0210m__2,0.6123808547,0.5738057945,-0.322258141,-0.1158282389
cstr_pfr__pfr_P5_1500m__2,0.6094539186,0.4270916843,-0.38222538500000003,-0.2319223401
cstr_pfr__pfr_P3_1680m__2,0.16466323360000001,0.2874946996,-0.2770032758,-0.14542672780000002
cstr_pfr__pfr_P5_1680m__2,0.317461993,0.2106946649,-0.1858422854,-0.2007807333
cstr_pfr__pfr_P1_1680m__2,0.15492538860000002,0.1401268681,-0.0529842701,-0.097639711
darobactin__daro_30m__1,-2.6038476897000002,-0.1555682247,0.9830723726,1.5613384489
darobactin__daro_30m__2,-1.4061967514,-0.23523714180000002,0.8884442180000001,0.5772641771
darobactin__solv_1h__1,0.1681255972,1.8628789903,1.6354000942,2.4346829251
darobactin__solv_1h__2,-0.1990889622,1.5773735297,1.1574314751,2.1925781013
darobactin__daro_1h__1,-1.2778674627,1.4258792689,1.4462626652,1.8361615307
darobactin__solv_1h__3,-0.3795076765,1.4068228116000001,1.1110969728,2.4360738119
darobactin__daro_1h__2,-0.9969377221000001,1.5423587414000002,1.6253534642,2.3391786959
darobactin__daro_1h__3,-0.4116737608,1.6541887255,1.8081310811,2.0878757785
darobactin__daro_30m__3,-0.8313580500000001,0.4298177192,0.6906509578000001,1.2974832057
darobactin__solv_30m__1,0.7737361607000001,0.3456740723,0.5383519372000001,0.44448583620000004
darobactin__solv_15m__1,0.041763713300000005,0.2162535343,-0.0571907372,-0.06514891390000001
darobactin__solv_15m__2,0.00042932200000000005,0.0186724651,0.0891540525,0.1486324602
darobactin__daro_15m__1,-0.20508214100000002,-0.2316522527,-0.0298426128,0.2126336409
darobactin__solv_15m__3,-0.0421930353,-0.2349259994,-0.0319633153,-0.0834835464
darobactin__daro_15m__2,-0.4817954769,0.1359422816,-0.0141807849,0.5335808831000001
darobactin__daro_15m__3,-1.1385491347,0.09269248840000001,0.3135263471,0.3501784948
darobactin__solv_30m__2,0.3384658216,0.5449413859000001,0.4040524659,0.36312959570000003
darobactin__solv_30m__3,0.11733349180000001,0.5134520315000001,0.2721177574,0.3121836497
ddp__pNT3_aroP__1,1.8773022486,0.8092364749000001,-1.0589838979,1.0843027221
ddp__pNT3_aroP__2,2.4444433115,0.1297918136,-1.4026185694,1.0740848252
ddp__pNT3_bamC__1,5.1151723244,0.8944417203,-2.8410150892,0.51543132
ddp__pNT3_bamC__2,4.0866527945,0.3332220916,-3.2869432385,0.3986928866
ddp__pNT3_cusA__1,6.1178694648,0.865854918,-3.2950765840000003,0.5227931696
ddp__pNT3_cusA__2,5.5843302182,0.3248316297,-3.4762954288,0.7914118501
ddp__pNT3_hemX__1,1.0131461029,0.4357027477,-1.155357469,1.2108144639
ddp__pNT3_hemX__2,0.5517906952,0.1524647465,-1.2439101857,0.9478159612
ddp__pNT3_empty__1,0.1314648111,0.21180423240000001,-0.1153715473,0.022707401800000002
ddp__pNT3_empty__2,-0.1314648111,-0.21180423240000001,0.1153715473,-0.022707401800000002
ddp__pNT3_topA__1,6.71840374,2.4551714313,-1.5590599950000001,-0.5257295597
ddp__pNT3_topA__2,7.6442719671,2.3894291737,-1.8922621822,-0.5361326839
ddp__pNT3_yicR__1,2.872822673,1.0575459274,-0.6513911779,1.2913911711
ddp__pNT3_yicR__2,3.1363049341,1.0068298296,-1.0179407735,1.3387930236
ddp__pNT3_yqjD__1,-0.1944399544,0.5466613072000001,-0.46426380850000004,0.2153927813
ddp__pNT3_yqjD__2,-0.35398327150000003,-0.0904653093,-0.6195390422,0.3697857256
ecomics__del_gabT__1,-0.5133825352,0.1093302676,-0.41795786620000003,-0.32855495770000004
ecomics__del_gabT__2,0.5133825352,-0.1093302676,0.41795786620000003,0.32855495770000004
ecomics__del_putP__1,0.5317489234,-0.1214337895,0.2339488295,0.0893959757
ecomics__del_putP__2,0.2468987164,0.4704297799,0.2709119195,0.3431367442
ecomics__del_entF__1,2.5561977749,0.5609494835000001,0.7109499026,0.8703787922
ecomics__del_entF__2,1.3757039577999999,0.5159150897,0.8332963912,0.0773607038
ecomics__del_entF__3,1.0694884046,-0.1898583996,0.8146757537,0.1881309494
ecomics__del_cysA__1,0.5926177027,-0.1071304503,0.5839121668,0.45271755810000003
