,A,CsgD,MlrA,ihfB,FliZ,CpxR,hns,MqsA,RstA,BtsR,OmpR,BasR,rcsB,Crp,RcdA,Cra
tcs__wt_lb__1,-6.1329016776,-2.683574148,0.7983344090000001,0.7751741050000001,4.2338851075,0.109667686,1.2011202,1.3151694205,-0.6381669165,0.48934438550000003,0.3560970015,0.274779382,0.21410632200000002,0.9893765630000001,-0.2237215415,0.0047461995
tcs__wt_lb__2,-6.4120276105,-2.359149888,0.8102991930000001,0.778722075,4.2675199555,0.13041708600000002,1.26498694,1.3359578475,-0.5979516185,0.5260048055000001,0.2701819985,0.011875473000000001,0.283536971,1.092255943,-0.3757952925,0.1492379845
tcs__wt_LiAcet__1,-2.8548518151,-2.010671537,-0.551415014,0.017340905,3.7515275225,0.19330223700000002,0.40492605,-0.2030417555,-0.19924188750000002,0.6138630165,0.3613296965,-0.039396772000000004,-0.021754969000000002,0.649175273,-0.40561375650000003,-0.16590414350000002
tcs__wt_LiAcet__2,-2.5764175494,-0.874656765,-0.49918933,0.268100265,3.6260127525,0.13087804,-0.053889610000000004,-0.0891274695,-0.22865171050000002,0.5151065085000001,0.1628406355,-0.049808955,-0.13957581500000002,0.406217943,-0.3588177305,-0.0736678875
tcs__wt_LiCl__1,-2.8001328727,-1.125851303,-0.640342113,0.29628289500000005,4.3817252365,0.127768762,0.01586921,0.1228383095,-0.2668475185,0.5663617435,0.5025087195,-0.177304771,-0.050478113000000005,0.574315623,-0.5022625645000001,-0.0815533715
tcs__wt_LiCl__2,-2.9310932058,-1.052643603,-0.6067643650000001,0.39963469500000004,4.3960935755,0.137277629,0.0448398,0.13683676150000001,-0.2181433915,0.26527018950000003,0.3621689205,-0.066162437,-0.085245031,0.6016396030000001,-0.2686059215,-0.1015387645
tcs__wt_m9p__1,-4.5197540581,-3.141230355,-1.591413661,0.076579375,3.3872718345,0.140371291,1.35846915,1.5999298685,-1.4845850165,-1.1676756715,1.1372024545000001,-0.312237274,-0.068340145,-0.395497808,-1.2396363795,-1.0628917865
tcs__wt_m9p__2,-5.000894873,-3.7305600510000003,-1.656008215,0.131004705,3.3226794885,0.19542098800000002,1.3203357900000001,1.6398976835,-1.2272163365,-1.0509975135,1.1375146935,-0.27425499200000003,0.031402691,-0.420119436,-1.0674906845,-0.9667578475
tcs__wt_pyr__1,5.5590784631,2.871202178,2.8277313790000003,1.210572895,0.9613591125000001,-0.5108778540000001,0.34927395,0.9833954635000001,0.2377633445,-1.2134914205,0.6819763845,0.5566597440000001,-0.8292062250000001,-1.287916309,-1.0215842915,-1.5807947135
tcs__wt_pyr__2,5.3290599154,2.940394431,2.852793346,1.222105615,1.5434002005,-0.518242018,0.39115786,1.1039040445,0.25094154150000003,-1.0407166445,0.7392622945,0.503642714,-0.7122302770000001,-1.163147485,-0.8718967935,-1.6930221545
tcs__wt_zncl2__1,-8.7543767176,-4.035931132,-1.689924762,-0.7767742820000001,3.1827354975,0.5655976180000001,0.36855357,0.6083395035,0.6183019875,1.0440396185,1.2485751345,1.998488391,0.24058018,0.665530193,0.3639174395,0.1924077455
tcs__wt_zncl2__2,-9.3747404506,-4.5511575010000005,-1.9597190850000001,-0.85283599,3.0608093955,0.5700599940000001,0.40012365,0.6103724625,0.5502897665,1.0639108655,1.2663755165000001,2.039301619,0.25998171200000003,0.6831118230000001,0.5154355685,0.21218892550000001
ros_tale__1_112_0pq__1,-8.2263491412,-2.442908599,-0.18820919500000002,-0.8659966050000001,0.7815395505,-1.202115174,0.6429495,-0.1383084075,-0.6932741885,-0.0109270245,-1.5070174564999999,-0.866682194,-0.021277469,0.040594261,-0.7244261535000001,-0.3911114745
ros_tale__1_112_0pq__2,-7.5017993174,-2.821576349,-0.996110762,-0.9510845130000001,1.2446259465,-1.167897117,0.44969231,-0.4556264345,-0.8356279005,0.3330904105,-1.3148047775,-1.354637291,-0.009430426,0.219280403,-0.40743535150000004,-0.43659707550000004
ros_tale__1_112_250pq__1,-7.6774833676,-3.775753457,-2.286586088,-0.892650067,0.7099287535000001,-0.8814448220000001,1.01343777,0.0249628215,-1.2190482055,-0.4363379475,0.2033678645,-0.513915737,0.5936617660000001,1.110700303,-0.6489760715,-0.9780583065
ros_tale__1_112_250pq__2,-7.5082576489,-3.470090263,-2.256426631,-0.650211917,1.2495242874999999,-0.891367157,0.99222908,0.0287365355,-0.7790175675000001,-0.48159731450000004,-0.0047898195000000005,-0.419887956,0.459157515,0.843117993,-1.3336099485,-1.2340217545
ros_tale__1_112_750pq__1,-7.9102826248,-3.250700273,-1.902924663,-0.449078336,0.5168859895,-0.9051123940000001,1.32581989,0.0688432905,-0.5542716405,-0.4384840955,0.3417122735,-0.440001493,0.699990039,0.9049245530000001,-0.6308956505000001,-1.3495966115
ros_tale__1_112_750pq__2,-6.7472649168,-3.399534984,-2.069734199,-0.756018851,1.0865002785,-0.7879700420000001,1.5261695,0.15235798050000002,-0.4526930555,-0.2307652725,0.0940607615,-0.6953258880000001,0.577536303,1.048487963,-0.8707638775000001,-1.4567954405
ros_tale__1_112_750pq__3,-7.1020239402,-3.421299788,-1.895146304,-0.9738206110000001,0.8466127965,-0.899996746,1.32236513,0.09497317350000001,-0.8162183645000001,-0.2990979985,-0.3126644155,-0.949999161,0.375263306,0.7018120830000001,-0.5395640815,-1.2052133145
ros_tale__3_76_0pq__1,-1.3957040688,-0.734557727,-0.12375849800000001,0.609933425,1.5260822885,0.42800838700000005,0.75530452,0.15228352450000002,-0.0786582525,0.24152028150000002,-0.1706896085,0.501254713,-0.41285797900000004,0.40668794300000005,-0.2200063575,-0.4323602815
ros_tale__3_76_0pq__2,-0.9966866590000001,-0.61646702,0.024530451,0.5490627650000001,1.5440190865,0.47617093400000005,0.84317699,0.42447699450000004,-0.0231267345,0.3567288805,-0.19114975350000002,0.7609662930000001,-0.36004917200000003,0.36532405300000004,-0.0723041755,-0.3449293645
ros_tale__3_76_0pq__3,-0.4439141413,-0.219378433,-0.051305321,0.20033556500000002,1.8675549235000002,0.47473693200000006,0.79641973,0.1829912435,0.1302599105,0.5272810895,-0.2867428675,0.74684328,-0.5393633830000001,0.389190503,-0.0648432225,-0.39805806250000003
ros_tale__3_76_0pq__4,-0.881516206,-0.36668292300000005,0.021168498,0.21333680500000002,1.6104725485,0.48404715000000004,0.80001228,0.3254685275,0.0785012695,0.7338943265,-0.3781664185,0.544928418,-0.533881135,0.43728822300000003,-0.38636376250000004,-0.5212387595
ros_tale__3_76_250pq__1,-3.6713930846,-1.221095746,0.47151840300000003,-0.101637155,-1.2272578915,-0.479813417,0.31350032,1.3233272015,0.6568467115000001,-1.4390674065,-0.6117768635,0.146866997,0.063748652,-0.610562742,-1.1457373335,-1.9343372025
ros_tale__3_76_250pq__2,-3.992403112,-2.01223911,-0.212529452,-0.49744366,-0.9307789945,-0.495651649,-0.02782439,0.8311555575,0.6771719145,-0.2092148985,-1.1555620115,-0.414691132,-0.21617049700000002,-0.773419076,-1.2879657555000001,-1.5541468725
ros_tale__3_76_750pq__1,-4.1684177175,-2.282905869,-1.961346384,-1.24988038,-0.8799706985,-0.9239944550000001,0.08685863,0.1183081545,-0.3124927015,-1.3476262195,-1.3528194345,-0.245212426,-0.142263476,0.051653856000000005,-1.6520848675000002,-0.8570549475
ros_tale__3_76_750pq__2,-5.0630415223,-2.294440552,-1.705666756,-1.09819233,-0.7732357495000001,-1.206890846,-0.49775873000000004,0.3084357095,0.40784973950000003,-0.8843755865,-2.0293701275,-1.012897902,-0.278357764,-0.9425002680000001,-1.3304971134999999,-1.4953728025
ros_tale__7_103_0pq__1,-5.8767793917,-2.005864783,-2.328883582,-0.10574536500000001,5.6159504315,0.67650786,1.42443941,0.3673681145,-0.3467192765,0.029076959500000003,-0.2719681185,0.522306964,-0.37884367,0.7026568830000001,-0.8925485875,-1.0952503085
ros_tale__7_103_0pq__2,-5.9671604091,-2.184226927,-1.936815911,-0.101382835,6.0177609035,0.598707027,1.49155281,0.3618091865,-0.3047829195,0.39298991050000004,0.057455609500000004,0.749005441,-0.40781088800000004,0.947477173,-0.5985171905000001,-1.1767499755
ros_tale__7_103_0pq__3,-5.7348452622,-2.030831084,-2.15661551,-0.140543905,5.6069174115,0.707362979,1.44866504,0.1207694185,-0.2759247245,0.1044989585,-0.2639019815,0.5485794420000001,-0.383486733,0.7939082030000001,-0.7912394795000001,-0.9968852115000001
ros_tale__7_103_0pq__4,-6.1454928737,-1.918955923,-1.954894628,-0.151116715,6.2252262985,0.5394957330000001,1.62702083,0.4854535635,-0.25460454650000003,0.5323850775,0.1207821595,0.689688222,-0.49066369200000004,1.056964733,-0.4993506045,-1.1407109545
ros_tale__7_103_250pq__1,-5.565810875,-2.774873016,-0.6554232170000001,-0.28454211500000004,0.3031336745,-0.26115176900000003,0.54081377,-0.1448262195,-0.4233562355,-1.0299892535,-0.5262212645000001,-0.026603862000000002,-0.335632949,-0.24247490100000002,-1.3386039825,-1.2742185335
ros_tale__7_103_250pq__2,-4.7334580798,-2.164098639,-0.064594703,-0.218709975,0.9870909485,0.062697457,0.48600325,-0.12918387950000002,-0.3372480215,-1.1953058485,-0.4933480465,0.225325249,-0.20133066900000002,-0.20438087800000002,-1.0540548455,-1.0188741495
ros_tale__7_103_750pq__1,-5.2907479275,-2.829864153,-1.158396182,0.059289785000000005,0.1452735245,-0.21611416700000002,0.52912561,-0.0587390325,-0.2759319595,-1.1653089385,-0.5645627415000001,0.15818990300000002,0.02746003,0.088597729,-1.2233703895,-1.2752378375
ros_tale__7_103_750pq__2,-4.896609284,-2.844402986,-0.8113872870000001,0.08908384500000001,0.0240157735,-0.082546558,0.7043804,-0.0232824875,-0.3697275265,-0.9191551405,-0.3457720355,0.303900649,-0.132439577,0.14973729300000002,-1.5156718535,-1.3016613505
ros_tale__9_77_0pq__1,-5.2731336502,-2.385200943,0.643677841,-0.518450237,-0.2882124005,-0.09830068,0.05035374,1.1030449115,0.7266543085,-0.7629238755000001,-0.7109776945,0.253116774,-0.526594366,-0.7757600000000001,-0.7110912485,-2.2001054905
ros_tale__9_77_0pq__2,-4.6495098516999995,-1.850949803,0.715712919,-0.47543456700000003,-0.29108487650000003,0.074741134,0.06585657,1.1973236114999999,0.6191755895000001,-1.1129810735,-0.6855604535,0.40762879900000004,-0.39060369100000003,-0.573824628,-1.0270414755,-1.8967164115
ros_tale__9_77_250pq__1,-6.0111303596,-2.147135995,1.025094692,-0.869744331,0.1687395625,0.36930657,0.08244431,0.9844740795,0.3141795565,-1.0542604205,-0.5536962905,0.327145577,-0.333473114,-0.910153037,-1.0915251555,-1.7169205225000002
ros_tale__9_77_250pq__2,-6.1018126408,-2.01938372,0.9877514970000001,-1.050985093,0.8812937275,0.064022961,0.06150486,1.2828856635,0.2587362785,-0.9263163855000001,-0.46335067150000003,0.362990334,-0.17135507,-0.9544832510000001,-1.2459426175,-2.0475571795
ros_tale__9_77_750pq__1,-5.8314140255,-2.6541148850000003,0.041182105000000004,-0.72520451,-0.2636484335,-0.280740789,0.22406956,0.5654813895,0.3125667405,-0.7298492635,-0.4968395995,0.371796246,-0.46964079200000003,-0.588176502,-1.4407166745,-1.8932122595
ros_tale__9_77_750pq__2,-5.9504951592,-2.326557249,0.37786728,-0.7641835720000001,-0.5848069775,-0.08532294,0.01661359,0.8710513185000001,0.2643134565,-0.8327277705,-0.6864086805,0.18561723400000002,-0.486588489,-0.8824148350000001,-1.2124081045,-2.0322037935
ros_tale__11_83_0pq__1,-7.068382551,-2.993133004,-1.858122107,-1.0700173099999999,4.8719996205000005,-0.9518913410000001,1.31938493,0.4636203505,-0.9031930985000001,0.2936447705,-0.42086532050000003,-0.6199016470000001,0.48097724500000005,0.767703793,-0.8731549375000001,-0.23276420750000001
ros_tale__11_83_0pq__2,-7.5962674726,-3.193586138,-1.902972031,-1.103072573,4.6291143275,-0.802893461,1.24802713,0.3537306625,-0.8357376645,0.1484878295,-0.4211389655,-0.545798113,0.5870498740000001,0.727341753,-1.3434238585,-0.0790302575
ros_tale__11_83_250pq__1,-6.8269502479,-3.125979547,-2.016388905,-1.148855377,4.6265108375,-1.357043704,1.00736174,0.5266973965,-0.7167542765,-0.0280359385,-0.4400979635,-0.875737387,0.524893436,0.616797033,-1.4760707145,-0.2821213065
ros_tale__11_83_250pq__2,-6.572431189,-3.1445825960000002,-2.224988609,-0.9061221570000001,4.6347051215,-1.347713062,1.09908479,0.4336506785,-0.6543369475,-0.5774542445,-0.33843450950000004,-0.7265869970000001,0.5796157150000001,0.8796841830000001,-1.9604684095,-0.3493332925
ros_tale__11_83_750pq__1,-6.0249014402,-2.933810123,-1.791767144,-0.9090295740000001,4.6072644765,-1.527095863,1.09254649,0.37325539350000003,-0.5126890225,-0.0845318045,-0.3674782145,-0.483758067,0.741096748,0.9722065830000001,-1.5169320795,-0.3047517495
ros_tale__11_83_750pq__2,-6.5926811552,-2.927663643,-2.070565926,-0.6581965830000001,4.5214728775,-1.193046502,1.38806858,0.5283296965000001,-0.2865089645,-0.3399063545,-0.3389386875,-0.548382567,0.870467423,1.096863553,-1.4958001645,-0.2476662155
ros_tale__13_87_0pq__1,-5.5793882918,-2.840095525,-2.575691469,-1.130481859,6.0331843835,-1.47771221,0.73973953,-0.5070984005,-0.5930793885,0.0346397645,-0.49436997450000003,-0.553691477,-0.180312093,0.40261139300000004,-1.2867161304999999,-0.6445179135
ros_tale__13_87_0pq__2,-6.2122234497,-2.9756787840000003,-2.248497177,-1.097951499,6.0832468555,-0.785425479,1.05477262,-0.6936898365,-0.5608399065,0.029021605500000002,-0.6613317755,-0.704782385,-0.277363293,0.201186783,-0.7629628895,-0.6439962485
ros_tale__13_87_250pq__1,-5.4154907468,-2.522705726,-2.319818144,-0.7678107230000001,6.0777447955,-1.466998817,0.98252839,0.21356045950000002,-0.31929759950000003,0.1865216955,-0.0599289155,-0.769217527,0.125724366,0.613315693,-1.0319753615,-0.4114107775
ros_tale__13_87_250pq__2,-5.6566087475,-3.129319682,-2.54367626,-0.501428296,6.1334390155,-1.449036113,1.22590753,0.1167228005,-0.23445466750000002,-0.0355063485,0.0871951245,-0.406550552,0.26537994,0.806008833,-1.0037277045,-0.42328810250000004
ros_tale__13_87_750pq__1,-6.4334029998,-2.869182552,-2.248780637,-0.539670415,6.1773021765,-1.324579038,1.35560079,0.4900664695,-0.2908594625,0.1119748755,0.4504798165,-0.47864357700000004,0.397905679,1.099164733,-0.5878050715,-0.45309646750000004
ros_tale__13_87_750pq__2,-5.8167914228,-2.721199851,-1.946529415,-0.418458545,6.1525784625,-1.23478113,1.59672657,0.2660376535,-0.0644689925,-0.0046665275,0.2388517745,-0.4959111,0.28587723600000003,1.124829123,-0.6465358725,-0.4707800525
ros_tale__14_27_0pq__1,-6.1364186835,-2.7726966390000003,-1.929958686,-0.859777644,4.6954317165,-0.40278552,0.44638784000000004,-0.42381958350000004,-0.0549701005,0.28797324750000003,-0.9815056675,0.395450668,-0.39257555200000005,-0.037079376000000004,-0.5263871695,-0.3357135055
ros_tale__14_27_0pq__2,-6.5592457393,-2.396809869,-1.947716903,-0.8969574320000001,4.4501148575,-0.345819074,0.33690615,-0.7194200425,0.029786299500000002,0.0530032895,-0.8233307955,0.41910024100000004,-0.421629876,-0.11367244900000001,-0.36236089050000003,-0.2646260755
ros_tale__14_27_250pq__1,-6.4010664791,-3.324372665,-2.218381866,-0.7157152090000001,3.8677752575,-0.34413902,0.18500819999999998,-0.4899431435,-0.5800674025,0.5777950285,0.4461172425,0.7483699540000001,0.168850355,0.407816973,-0.28507564950000003,-0.4714697265
ros_tale__14_27_250pq__2,-7.2189341729,-3.248189626,-2.067800714,-0.827818583,3.9456143385,-0.444044886,0.17453282,-0.34216775450000003,-0.4607248725,0.6385964655,0.4255260605,0.812414925,0.14740128200000002,0.321498873,-0.2782405955,-0.4657785015
ros_tale__14_27_750pq__1,-6.3658225362,-2.938424608,-0.23628394700000002,1.084884585,3.0319808625,1.440088068,1.23630888,0.8924319405000001,0.8545970535,-1.4399786445,1.7410838805000002,1.574771031,0.693664499,0.963881143,-1.6236178165,-1.4504610815
ros_tale__14_27_750pq__2,-5.7672114374,-2.334056748,-0.32376308200000004,1.110534925,2.7255958705000003,1.489093841,1.51723098,0.7610450535000001,1.0422978745,-1.3199882685,1.4224337595,1.824602306,0.572572808,1.226371643,-1.6851583964999999,-1.6301569775
ros_tale__16_28_250pq__1,-3.2219828893,-1.369796316,-1.920178093,-0.322763075,2.9865611355,-0.6644265690000001,1.11599795,-0.1033831035,0.3394311135,-0.30721948250000003,0.47401226350000003,-0.5154260380000001,0.024221793000000002,0.654686623,-0.13678429250000002,-0.5235758025
ros_tale__16_28_250pq__2,-3.0813840193,-1.338411738,-1.696463665,-0.293092475,3.1191059745,-0.640859821,1.00761418,0.08474097850000001,0.2061875115,-0.1696914205,0.4087111955,-0.525299621,0.082099949,0.625724853,0.0348926565,-0.5220146555
ros_tale__16_32_0pq__1,-5.3627623242,-3.061462434,-2.448026804,0.34716982500000004,4.3916831275,-0.65691224,1.8599309499999999,1.0044366485,-0.7896194155,-0.3287687275,-0.1645234555,-0.207328218,0.193654764,1.494979073,-0.5688619955,-0.6231376805000001
ros_tale__16_32_0pq__2,-5.7664804944,-2.4400088,-2.012126084,0.33392048500000004,4.3032889135,-0.6743788380000001,1.96775104,1.2053893505,-1.0066463165,0.0644090465,-0.21765818750000002,-0.132361739,0.23725348000000002,1.442336843,-0.7860437295,-0.5908580925
ros_tale__16_32_0pq__3,-2.7040287273,-1.297838474,-2.161573395,-0.291864605,4.5657399325,-0.7224240620000001,1.34722826,0.1327273775,-0.12353380550000001,0.2354115985,-0.0136001755,-0.8846614810000001,-0.018931347,0.607936503,-0.3635073395,-0.1770220055
ros_tale__16_32_0pq__4,-2.9747827003,-1.687358813,-2.399262401,-0.29224345500000004,4.5776807925,-0.652691148,1.33282406,0.1879208845,-0.0148995645,0.10050687950000001,-0.0333499035,-0.814220409,0.007738471,0.622877623,0.0480587685,-0.2878558855
ros_tale__16_32_250pq__1,-3.2127097302,-1.727698142,-2.129196148,-0.465235485,3.8998293805,-0.8244349660000001,1.06043573,0.0150086695,-0.0242366995,-0.1939775275,0.7515747595000001,-0.6779306900000001,0.12266800200000001,0.496195963,0.036822719500000003,-0.24676026250000002
ros_tale__16_32_250pq__2,-3.4394216731,-1.669544852,-1.9096852640000002,-0.483834904,3.7543655805,-0.8788530720000001,1.0595746,0.0086307185,0.0992327905,-0.06528568750000001,0.8156543825,-0.601807388,0.133007561,0.602191523,-0.23980054350000002,-0.2626083105
ros_tale__16_32_750pq__1,-5.4330040492,-2.349723985,-1.391357714,-0.230275895,3.3186759715,-1.1990032,1.54486479,0.8363840095,-0.3913714545,0.36299897950000004,-0.2708254905,-0.560496777,0.29634117800000004,0.625901413,-0.5911995895000001,-0.6754330605000001
ros_tale__16_32_750pq__2,-5.5965581227,-3.098285971,-1.7424887199999999,0.08051488500000001,3.3385111485,-1.097997181,1.70512787,0.8171239155000001,-0.5614735365,0.2142195255,0.029663797500000002,-0.22212119400000002,0.402945137,1.045357503,-0.7717685635,-0.6373685925
ros_tale__17_104_0pq__1,-3.2579430807,-2.144703646,-2.285309695,0.414410155,6.2727662095,-0.7984064270000001,1.48876575,0.0860476965,-0.0407656255,-0.0205855275,0.2290557035,-0.46201383500000004,0.9364090860000001,1.6003325529999999,-1.0270932845,-0.5634520925000001
ros_tale__17_104_0pq__2,-3.3641719814,-2.216950673,-2.152981646,0.420775255,6.3423666845,-0.9186238860000001,1.49046411,0.0255166975,-0.2064605905,0.0750190335,0.3939036555,-0.298020954,0.930585838,1.598090103,-1.2358736535000001,-0.5936830155
ros_tale__17_104_250pq__1,-4.640936793,-2.744989594,-2.521428519,-0.091196495,4.9774162605,-1.338775762,0.42324306,-0.6008713155000001,0.2009686325,-0.010828454500000001,0.35347008950000003,-0.600998754,0.69924909,0.982030343,-1.4312735875,0.0812509235
ros_tale__17_104_250pq__2,-5.5522366616,-2.692479982,-1.7319333330000002,0.18637689500000001,5.3062784745,-0.9996017170000001,0.92268259,-0.44216242050000004,0.2292188545,0.2565421305,0.6923040855,-0.268488137,0.6106761580000001,1.277154773,-0.6915657365,0.1340662715
ros_tale__17_104_250pq__3,-5.6860764047,-3.181243372,-1.358898153,-0.25625172500000004,5.6031470955,-1.028504869,1.07680213,-0.6705801885,0.3717382745,0.7469719555000001,0.5932005885,-0.21063431900000001,0.5461625520000001,1.232406513,-0.4499740695,0.13120154350000002
ros_tale__17_104_250pq__4,-6.6768264654,-5.3719567470000005,-1.060516581,0.16089092500000002,4.9246168095,-0.7094920060000001,0.67513225,-2.9400867125000003,0.6621092215000001,0.21554016650000002,0.4938735415,-0.205541256,0.029371618000000002,0.6953416530000001,0.0233837855,0.44656925750000004
