,A,CsgD,MlrA,ihfB,FliZ,CpxR,hns,MqsA,RstA,BtsR,OmpR,BasR,rcsB,Crp,RcdA,Cra
cstr_pfr__str_1560m__2,0.5571074462,0.3221775058,-0.1399608776,-0.5305284609,2.5696410085,-0.0409192558,0.022979296700000002,0.2710364926,-0.2439976137,0.1336705312,-0.2539721716,-0.5711674185,0.0146690485,0.1707298308,-0.0291025835,-0.059781041800000004
cstr_pfr__str_1680m__2,0.5625224363,0.2352938542,-0.0094784504,-0.3726353283,2.1994893581,-0.0266458722,-0.0339192791,0.3271048234,-0.3453953514,0.4002677342,-0.1136853379,-0.5988934321,-0.08748353760000001,0.0692396961,0.0657887799,-0.0012126897
cstr_pfr__str_ref1__2,-0.037713174200000005,-0.0952979656,-0.0551613539,0.013629433100000001,-0.0311120575,-0.0046908708,-0.0241557404,-0.029869682800000002,0.0135523664,0.1380891045,-0.08244207960000001,0.0229205644,-0.0156181005,-0.0309166155,-0.196823196,-0.0266982955
cstr_pfr__str_ref2__2,-0.5564964054,-0.3346240955,-0.0383425559,-0.1410483777,1.366095038,0.0002925998,0.0171324229,0.0013047052,-0.0684938459,-0.2086326413,0.000575767,-0.15070206590000002,0.0029517695,-0.0359995768,-0.013405423100000001,-0.0964786062
cstr_pfr__str_ref3__2,-0.19310759,-0.1941671828,-0.1634904629,-0.2992241516,1.0651846236,-0.06573088740000001,-0.0055406804,-0.0301838876,0.0250018592,-0.0199531023,-0.22249108110000002,-0.0889639135,0.019815256700000002,0.058544858000000005,0.3572367953,-0.1075106116
cstr_pfr__pfr_P5_0005m__2,-2.0330813836,-0.5963142492,-0.1301542169,-0.1919072104,0.8497629435,0.0100782945,0.0720917835,-0.013540767300000001,-1.1694619317,0.2238546582,0.2796882962,-0.0009987436,-0.42154764720000004,-0.048752147,-0.051549747300000004,-0.2342363418
cstr_pfr__pfr_P5_0010m__2,-1.8105295614,-0.3276238566,-0.3189674836,-0.2106737712,1.4237097457,-0.1873353106,0.2149673657,0.31651208810000003,-1.5470367533,0.3032424829,0.1189550935,-0.2565561126,-0.2562921724,0.0814724538,-0.2180748757,-0.3842038036
cstr_pfr__pfr_P5_0025m__2,-1.7073564278000002,-0.335593754,-0.4890474258,-0.4396286763,2.2538714267,-0.0937267255,0.4426653135,0.1188472099,-1.6488551558,0.024519986900000002,-0.04643751,-0.4712419457,-0.2061033585,0.14086945920000002,0.1621044725,-0.26032433850000003
cstr_pfr__pfr_P3_0025m__2,-1.5589867564,-0.45434149960000003,-0.5376983456000001,-0.43113698440000003,2.2561945569,-0.2486352276,0.2630859134,0.14449465820000001,-1.7000993001,-0.038508476,-0.34437283560000004,-0.658098485,-0.2708084076,-0.0582763844,-0.061673789900000005,-0.28323170870000003
cstr_pfr__pfr_P1_0025m__2,-1.3458239772,-0.8268024984000001,-0.6860011012,-0.5285459621,2.3247811087,-0.3590823829,0.1104836886,-0.176514098,-1.2717927404,0.0221701849,-0.4855393854,-0.4715552897,-0.1605380522,-0.2331385879,-0.42817441970000003,-0.2923326797
cstr_pfr__pfr_P5_0045m__2,-1.5513630719,-0.8739645973,-0.6758876861,-0.7789340456,2.3915163615,0.0261429662,0.42213215130000004,0.0412064511,-1.2857683148,0.0905012525,-0.3612719559,-0.4771657385,-0.2926748775,0.0354719414,0.4891931397,-0.249330658
cstr_pfr__pfr_P5_0120m__2,-1.3892367568,-0.511356997,-0.7099297781,-0.47990665450000003,3.0165228392,-0.0841844714,0.2899702461,0.281445681,-1.4085171876,-0.2354665706,-0.02870903,-0.6158625208,-0.18282118460000002,0.305318221,0.2191004131,-0.2785849274
cstr_pfr__pfr_P3_0120m__2,-0.8948938243000001,-0.359768217,-0.6560543481000001,-0.40638696950000003,3.0417841261,-0.1266065058,0.16222202460000001,0.3444569155,-1.1978964306,0.0114724232,-0.22309020270000002,-0.7994687859,-0.1152950065,0.0945138693,-0.0871463708,-0.41862582470000004
cstr_pfr__pfr_P1_0120m__2,-1.5799727971,-0.6967619908,-0.6372756755,-0.4920680422,2.9616137476,-0.14106875970000002,0.1260205742,0.0740211704,-0.764255325,-0.0620712765,-0.1632647246,-0.6971103424,-0.0191813866,-0.0124149267,-0.0282786008,-0.18181137
cstr_pfr__pfr_P5_0210m__2,-1.2471626824,-0.5185878318,-0.1983397878,-0.2794220631,2.8510173329,-0.2205103502,0.2901858285,0.6048124039,-1.1512572972,0.2170103608,-0.0709609191,-0.8774249443000001,-0.0174020122,0.3356911857,0.2864042738,-0.1158282389
cstr_pfr__pfr_P5_1500m__2,-0.5785952561000001,-0.0209433296,-0.2517318368,-0.6138260592,2.1725548461,0.0590101793,0.1874508744,0.4045716561,-1.0457438493,-0.3245296783,0.1069659238,-0.6644736605,-0.2215475014,0.41076687230000003,0.3049634464,-0.2319223401
cstr_pfr__pfr_P3_1680m__2,0.0856387779,0.0845906082,-0.087562397,-0.5289399786,1.8199002801000002,0.0521620451,0.1681070569,0.5265573264,-1.1837825843,-0.23245250550000002,0.14867505420000002,-0.6313600831,-0.2389046128,0.3983587121,0.09213764590000001,-0.14542672780000002
cstr_pfr__pfr_P5_1680m__2,0.4044169211,0.2108548743,-0.0519036073,-0.45414213950000004,1.9558035733999999,-0.0258938985,0.1034334877,0.3768099882,-0.8771542343000001,-0.1578727402,0.0658143815,-0.7956206148,-0.1200938341,0.2226821065,0.029868693300000002,-0.2007807333
cstr_pfr__pfr_P1_1680m__2,0.6120417998000001,0.3804895491,-0.1365492613,-0.48781659310000003,2.063310708,-0.1032165936,-0.0618767899,0.4123217722,-0.5136639405,0.0502152897,-0.0053683612,-0.5995038611,-0.0869672564,0.03072544,0.1770875023,-0.097639711
darobactin__daro_30m__1,-0.3323358401,0.9354745999,1.5125756046,0.172211879,-1.2130424763,0.2669631187,0.6336541954,1.9958650378,0.9229620775,0.8423318304,1.2890097294,1.040983267,0.256747916,0.9297661229,2.3405962224,1.5613384489
darobactin__daro_30m__2,-1.0811156213,-0.0885533178,1.4359422716,0.2852446293,-1.3530274167,0.3658684269,0.7196844181000001,1.3459273861,0.5224302028,0.3812086049,1.1795235344,0.2622295711,0.4588333721,0.5458194559,1.2486339774,0.5772641771
darobactin__solv_1h__1,1.4808530067,2.046210432,3.7796624375,-0.034085819600000004,-0.7882906685000001,0.7223273944,0.8762838597,1.5992714314,0.5069017616,0.03339894,1.1021832683,1.592712454,0.3011570404,0.8896791535,1.6800838421000002,2.4346829251
darobactin__solv_1h__2,1.7287683559,2.1770981771,3.498368968,0.0714393256,-0.1931140751,0.5849123486000001,0.8828125040000001,1.1060445052,0.5597085003,0.4734901835,0.8324413069000001,1.2673547615,0.1554625755,0.7544298497,2.193625559,2.1925781013
darobactin__daro_1h__1,2.1172204889,2.0807292063,4.1089131507,0.7262429691000001,-0.7909878972000001,1.3893453303,1.7152896974,2.2518018829,1.65022476,0.2898120923,1.9416675769,1.9594540551000001,1.1126028673,0.9083268103000001,0.828203973,1.8361615307
darobactin__solv_1h__3,0.0005734501,2.322122925,4.1005333654,-0.54570419,-1.3674056358,0.4714827854,0.3603172532,1.5303414796,0.46311416180000003,0.580354473,1.3341707264,1.7721319226999999,0.4078794251,0.8378540299,1.0784387715000001,2.4360738119
darobactin__daro_1h__2,1.845416968,2.4260593864,4.097858597,0.2129508923,-0.7515094694000001,1.2542593153000001,0.9959623885000001,1.9368030501,1.6432058192999999,0.3347549014,1.8232105559,1.9044186999,0.8020528075000001,1.2087494064,1.8555273603,2.3391786959
darobactin__daro_1h__3,0.9526314897,1.8449758952000002,4.0930565639,0.14178574160000001,0.7257280832,1.5268966248,1.3755816918,2.4004792102,1.5849128807000001,0.011258993200000001,2.0473001179,1.8369940918,1.010084982,1.1494446188,0.9824604892000001,2.0878757785
darobactin__daro_30m__3,-0.0361965624,0.45286709010000004,2.1938235645,0.2678849863,-1.2820649928,0.3034616704,0.9567260299,1.2918553464,0.43452305290000004,0.8284856821000001,0.9843238886000001,1.2200017424,0.4559892916,0.7221774194,1.6249885431000002,1.2974832057
darobactin__solv_30m__1,0.4186305823,-0.1628728016,0.9743959470000001,-0.0398567252,0.4492811634,-0.1095929654,0.1909253236,1.5765466575,-0.1075736987,0.3938770794,0.2871981339,0.1391790423,0.0945297309,0.3322589038,1.1586858307,0.44448583620000004
darobactin__solv_15m__1,-0.0865722446,0.4195067001,0.1118420791,-0.011565161000000001,-0.9552779948000001,-0.029326970400000003,0.028115640100000002,0.3989597029,-0.5870687989,0.1404730825,0.0057015699,-0.3174568975,-0.0193790563,-0.0405799602,0.3924830439,-0.06514891390000001
darobactin__solv_15m__2,0.5715148746000001,0.2606099549,0.0580229619,-0.0110295462,0.5792629848,0.0024235085,0.2157337189,-0.0680056782,0.49174235400000005,-0.10189102,0.1753870996,-0.17124606480000001,0.0659005439,0.0211711041,-0.9738560477,0.1486324602
darobactin__daro_15m__1,0.1833433464,0.2594879603,1.1992549136,0.14964342960000002,-0.7785162297,0.9133880542,0.5267287369,0.6082837232,0.6580838632,-0.2787454716,1.4076052451,0.315976025,0.8773873002,0.32684287360000003,-0.7021545616,0.2126336409
darobactin__solv_15m__3,-0.4849426301,-0.6801166550000001,-0.16986504100000002,0.0225947072,0.37601500990000003,0.0269034619,-0.24384935900000002,-0.3309540247,0.09532644500000001,-0.0385820625,-0.1810886695,0.48870296230000004,-0.0465214876,0.019408856000000002,0.5813730039,-0.0834835464
darobactin__daro_15m__2,-0.8124241568,-0.6801166550000001,0.24266762160000002,0.1396423013,-0.39493948700000003,0.7690954945,0.2835569584,0.3995696445,-0.3618035925,-0.1420031575,1.3048217836,0.18450624670000002,0.8687706385,0.3689308805,-0.1040833421,0.5335808831000001
darobactin__daro_15m__3,-1.5621688517,-0.3593116208,1.0592300601,0.6544630542000001,-0.1576558441,1.0862577141,1.0025950488,0.8175744992,0.6887543891,0.9828127762000001,1.7090915504000002,0.3984326043,1.0174941121,0.221949515,0.8489760169,0.3501784948
darobactin__solv_30m__2,-0.0119404481,0.2109805773,0.6205533624,-0.312079486,-0.7606200937,-0.10036468750000001,0.1876885027,1.2533586345,0.0516205784,-0.3152104821,0.0089135112,0.1575660681,0.08127193370000001,0.1618995187,0.23581573320000002,0.36312959570000003
darobactin__solv_30m__3,1.2435686656,-0.6801166550000001,0.2464677066,-0.4423228079,-1.8369326716,-0.2475138388,0.2157943829,0.5640456417,-0.248525823,0.5061478789,0.06837401480000001,0.3269707913,0.088406182,0.2420582473,0.3570568512,0.3121836497
ddp__pNT3_aroP__1,-2.188088928,-0.0672053283,0.11804861850000001,0.1266565106,0.0886227323,-0.2064574833,-0.1594082825,-0.5888806745,2.1284927676,0.6397515169,-0.1865650576,0.6640911804,0.21606747480000002,0.4265026615,0.20727941800000002,1.0843027221
ddp__pNT3_aroP__2,-2.7424019279,-0.7064946357,-0.7428453278,-0.19509359999999998,-0.7160332327000001,-0.43835466970000003,-0.1992768385,-1.2479571261,2.5140973413000003,0.3644958032,-0.49973015070000004,0.18361842220000002,0.22253100620000002,0.7271404589,0.1836452767,1.0740848252
ddp__pNT3_bamC__1,3.8706913568,1.0364035959,-1.886678222,-0.5672458622000001,0.329809986,-0.2362294128,-0.638115424,-1.2897249252,2.9071530689,0.8291963635,-2.3278463219,-1.1518874327,0.5994477960000001,0.8519065269,-0.8709387977,0.51543132
ddp__pNT3_bamC__2,1.6812823406000001,0.0041306387000000005,-2.0521600196,-1.1369997208,-0.0477825079,-0.3865531005,-0.7539193862,-0.9501599347,2.356141597,1.3872692417999999,-2.2718144341,-0.9887575831000001,0.2134859322,0.5921076495,-0.6138823435,0.3986928866
ddp__pNT3_cusA__1,-0.3789135222,-1.0121406434,-2.4849808784,-1.1653131053,0.20530782860000002,-0.1390282497,-0.8231322940000001,-0.9379780425,2.6956933278,1.2172568888,-2.2321904595,-1.1548705830000001,0.4763191913,1.0354136519,-0.623644382,0.5227931696
ddp__pNT3_cusA__2,-2.176267891,-2.3429588385,-2.8492792955,-1.834437337,0.3693330447,-0.2271688732,-0.5832445405000001,-0.49944996490000004,1.9637609062,1.9898524989,-2.0687335676,-0.6312737205,0.47303557630000004,0.7451035267,0.2554766994,0.7914118501
ddp__pNT3_hemX__1,0.6418423768,0.13221927020000002,-0.5719051817,-0.3100348107,-0.1577617261,-0.5015572156,-0.30834232030000003,-1.8806776717,1.9231337684,0.8147247307000001,-0.2573674268,-0.23612336860000002,0.5154131654,0.8182462086000001,-0.2822563051,1.2108144639
ddp__pNT3_hemX__2,1.4009226548,0.5865038995,-0.595929871,-0.3205994297,-0.1145936085,-0.6067976934,-0.0989112743,-2.2082950418,1.855812986,0.7197348074000001,-0.4472263325,-0.2559851868,0.5267766215,0.7045028161,-0.7259455068,0.9478159612
ddp__pNT3_empty__1,-0.3200199367,-0.2869777591,0.0503091851,-0.0232892471,-0.25528889180000003,-0.010644213900000001,-0.0346395345,0.1966050188,-0.3374133192,-0.0065024528,0.0684464506,0.24849693020000002,-0.019227314500000002,-0.139956359,0.2097945686,0.022707401800000002
ddp__pNT3_empty__2,0.3200199367,0.2869777591,-0.0503091851,0.0232892471,0.25528889180000003,0.010644213900000001,0.0346395345,-0.1966050188,0.3374133192,0.0065024528,-0.0684464506,-0.24849693020000002,0.019227314500000002,0.139956359,-0.2097945686,-0.022707401800000002
ddp__pNT3_topA__1,1.2184107839,-0.0650604213,-1.3687071322,-0.9207812597,-0.0554978194,-0.3352189608,-0.5317704004,1.4599116234,1.9819559127000002,0.9592850821000001,-1.6144132136,-0.6489935805,0.9752194593,0.5908025523,-0.5524564636,-0.5257295597
ddp__pNT3_topA__2,1.180732364,-0.1128907532,-1.9246191445,-1.3071923027,0.2654994015,-0.6721323308,-0.4663651392,1.4575481963999999,2.1244055419,1.0380489471,-1.7527850061999999,-0.5014636598000001,1.2678688775,0.9994652368,-0.7274558935000001,-0.5361326839
ddp__pNT3_yicR__1,0.7618035584,0.1963850791,-0.7773606291,-0.45955464420000003,0.5319829524,0.1476436076,-1.5940724927,-0.7699420177,0.8285288246,1.0049036866,-0.1852893826,-0.1843039461,0.0977472393,0.7827099169,-0.1157611895,1.2913911711
ddp__pNT3_yicR__2,0.393295449,0.0437727829,-1.0504749303,-0.7959901979,0.41474829430000004,-0.0966378355,-1.6965531313,-1.1413706692,0.7084466716000001,1.1516120253,-0.5738793238000001,-0.0812994721,0.0294089213,0.7206732189,-0.16754343770000002,1.3387930236
ddp__pNT3_yqjD__1,-0.3885163847,0.38134388610000003,0.3336127105,0.4344459372,0.4454836656,0.2112157296,-0.0464424086,-1.0709274492,-0.0992104677,0.128041509,0.6141458275,0.7662903621,0.17437962840000001,0.5565290979,0.0047454731000000005,0.2153927813
ddp__pNT3_yqjD__2,0.7185570597000001,0.5913239182000001,0.0137514057,0.3504806305,0.1604524262,-0.0454320265,0.1727365962,-1.9657551574,0.6681455184,0.1639943653,0.3892710479,0.2805635365,0.155220842,0.5652993358,-0.22381035070000002,0.3697857256
ecomics__del_gabT__1,-0.3842899416,-0.0335242079,0.1345238907,-0.0056595274,-0.1075518095,-0.1190208261,-0.0904913841,0.43186353510000003,0.0044038874000000006,-0.2729744187,-0.2722744224,-0.355469262,-0.2497351877,-0.2183604482,-0.2291877004,-0.32855495770000004
ecomics__del_gabT__2,0.3842899416,0.0335242079,-0.1345238907,0.0056595274,0.1075518095,0.1190208261,0.0904913841,-0.43186353510000003,-0.0044038874000000006,0.2729744187,0.2722744224,0.355469262,0.2497351877,0.2183604482,0.2291877004,0.32855495770000004
ecomics__del_putP__1,-0.1397433377,0.23593525,0.33678678030000003,0.062111151,1.0652469944,0.178413759,0.1168897185,0.1901063002,0.0472604972,0.1150226376,0.3714921693,-0.08483288180000001,-0.11562239120000001,0.0496916416,0.3368597539,0.0893959757
ecomics__del_putP__2,0.6623063372,0.5225099326,0.222973899,-0.1246500822,-0.3363844234,-0.0056325565,0.3090398253,-0.1649645538,-0.4113240743,0.2366301244,0.6301555916,0.4039723302,0.10477207170000001,0.2503393265,-2.3265903507,0.3431367442
ecomics__del_entF__1,-3.4671239116,-1.1182894775,-1.4771825838,-0.32022293760000003,4.4955254074,-0.24440209270000002,0.0824642456,-0.3092854503,0.3799824265,0.8870065167000001,-0.032218569,0.0695708508,0.2763514288,0.39555321730000004,-0.6155892906,0.8703787922
ecomics__del_entF__2,-0.0499665919,0.2246756912,0.3286171664,-0.18921608780000002,2.2614484678,0.1766298858,0.0560094301,0.1994467996,0.5682104271,0.0890595037,0.0017246171000000002,0.2034284539,0.22274852920000002,0.11605645020000001,0.16655537080000002,0.0773607038
ecomics__del_entF__3,0.4980582087,0.2723306321,-0.3301731659,-0.0718275669,2.3754519259,0.0095472809,0.13183338490000002,-0.0754428401,0.7853863754,0.7020385144,0.06913183290000001,-0.4089707369,0.1419021913,0.2931170004,0.2699019247,0.1881309494
ecomics__del_cysA__1,-3.7687162702,-1.7377575901,-1.6306212355,0.0014180174,2.6157946167,0.087424261,0.0510257579,0.7605586593,0.45948681610000003,0.7700118931000001,0.19610616960000002,0.6960968324,0.1037301531,0.3087574011,0.3508649909,0.45271755810000003
ecomics__del_cysA__2,-2.9456145365,-1.5991810199,-1.0780389752,-0.0314311242,1.8067875868,0.2269580525,-0.2423606835,0.266246254,1.0171077891,0.9919330386,0.1032347123,0.2345665368,0.164824147,0.0756466625,-1.248141359,0.571322573
elyC__wt_21C__1,1.0139180056,0.8613697447,1.0429559233,0.25078108450000003,1.1819340693,-0.13160778680000002,0.2570271763,0.49050124310000004,-0.3016560323,0.051602789600000004,-0.2290149101,-0.9827098368,0.351171946,0.2997067975,0.5400846314000001,0.1607831971
elyC__wt_21C__2,1.3762563578,1.0109018676,0.6538792878,0.3183754319,1.0792994915,-0.1224522514,0.3642638681,0.1994662488,-0.097369837,-0.3156105907,-0.1397843009,-1.041471468,0.38316024460000003,0.2171652813,0.5099130834,0.09397259570000001
elyC__wt_21C__3,0.8153377923,0.6661630315,0.9533175414,0.301183598,0.8468715256,-0.11992247630000001,0.3064102266,0.4153162019,-0.1676173597,-0.3996805648,-0.26200724270000003,-1.1186547301,0.38639303,0.20048826090000002,0.3949302591,-0.0960276958
elyC__wt_37C__1,0.2795140612,0.20027906780000002,-0.0836937438,0.0474008011,-0.493303217,-0.0693209092,0.074538774,-0.0109838839,-0.0834995877,0.0688300205,0.0755294791,-0.0333125586,-0.059253101700000005,0.0055111309,-0.0631005316,-0.0022998817
elyC__wt_37C__2,-0.030850779000000002,0.07734020600000001,-0.0902464718,-0.0484154558,0.3568550921,0.1503790572,-0.0099106299,-0.1000183255,0.1640693487,-0.1397000887,0.0076404305,0.1439584734,0.0716017756,0.0383910612,0.029712717700000002,0.040383485000000004
elyC__wt_37C__3,-0.2486632822,-0.2776192738,0.1739402156,0.0010146547,0.1364481249,-0.08105814800000001,-0.0646281441,0.1110022095,-0.080569761,0.0708700682,-0.08316990960000001,-0.11064591480000001,-0.012348673800000001,-0.0439021921,0.033387814,-0.038083603300000005
elyC__delelyC_21C__1,0.8690107012,0.7820958971,1.1967414799,0.3186137509,0.5305231278,-0.1432799142,0.3304941907,0.2952220745,-0.3238607973,-0.33305758,-0.1196168543,-1.6596552172,0.4327155499,0.2526018277,0.2924771581,0.10578371680000001
elyC__delelyC_21C__2,1.3860106559,1.1938638857,1.0440480497,0.30219993900000003,0.4956764838,0.0971216127,0.4013316173,0.5924328686,-0.051302938000000006,-0.2729207134,0.0565247456,-2.1175373808,0.5445330282,0.270288277,0.4130312317,0.2917264067
elyC__delelyC_21C__3,1.434597268,1.1277235406,0.9532341644000001,0.2917894999,0.9819170813,-0.1209024392,0.4047186468,0.4258173618,-0.3016665382,-0.2277454704,0.0017047367000000001,-1.4429028449,0.42681574600000005,0.2825423364,0.2699663684,0.1777440115
elyC__delelyC_37C__1,0.6397947588,0.37771350800000003,0.0198300928,0.09051329500000001,-0.3302070966,0.1069245982,-0.0314011659,0.1479468964,-0.2547456111,-0.012433603100000001,0.21499143440000001,-0.5799946614,0.007983584,0.1877512114,0.1382300541,0.009816943600000001
elyC__delelyC_37C__2,-0.1387837141,0.2321633041,-0.0503281992,0.1174934251,-0.3687230309,-0.0377297082,0.042924114900000004,0.1324287976,-0.3219409834,0.2791887027,0.0311941425,0.062195035,0.0034807733,0.1650360705,-0.213594685,0.0028539415
elyC__delelyC_37C__3,0.5923193875,0.4686181679,-0.1287931213,0.11349563530000001,-0.19103660700000002,0.0623433261,0.0348367673,0.3911551921,-0.2679728885,0.1446679491,0.0867478591,-0.0441639715,-0.010588374400000001,0.1449864971,0.2142824895,0.0076040322
evo_acid_w__F9_2__1,-0.8111564062000001,-0.1179143316,-0.8077330015,1.2565419311000001,-0.295803914,0.1168458395,-0.3719097631,0.3427848164,0.1070677449,0.0993694906,0.3818238521,0.2278572148,0.3470611422,0.45212262210000004,0.1522465941,0.217797859
evo_acid_w__F11_1__1,-0.7382002983,-0.0786567816,-1.0713725791,-0.8093952846,-0.5531853274,0.1024958552,-0.1004838587,-0.7328563441,1.4868159307,-0.1946285097,0.9775588449,0.0617435691,1.0661051772,0.0515482653,0.18866575160000001,0.3817420467
evo_acid_w__F11_1__2,-0.4158187887,-0.2697658912,-1.1872996172999999,-0.5522377374,-0.753315144,-0.027054930600000002,-0.1363042532,-0.6814725462,1.71696963,-0.1161902249,1.0787512059,0.1476912384,1.0734737681,0.1563578091,-0.1657341767,0.0725812748
evo_acid_w__F11_1__3,0.0576043398,0.0891567695,-0.6566855846,-0.2151484244,-0.4590799051,0.2930065381,-0.2846288023,-0.8795263320000001,1.4729236970000001,-0.1714048739,0.9976741235000001,0.5328200674,1.123919757,0.2851965476,0.2129552442,0.44919307610000003
evo_acid_w__wt__1,-0.7654623431,0.23348293150000002,0.8149461042,-0.1374971984,0.8473907621000001,0.1762148048,-0.4296580501,-0.1384412384,1.4671173343000001,-0.1499701118,0.38732332010000003,0.3206204147,0.1839867311,0.1360930215,-0.0424527915,-0.0609622073
evo_acid_w__F11_2__1,-0.4853401767,-0.1489466171,-0.6761886105,0.2263643548,-0.4386079671,0.5482148519,0.045136789600000005,-0.2402850788,0.1825848252,0.5011711952,0.8825326560000001,0.4741393571,0.5202562438,0.1526137479,0.6733084366000001,0.6252667381
evo_acid_w__B11_2__1,-0.2736494414,-0.1528706341,-0.0902747722,0.1338611287,-0.020919271700000002,0.6090409476,-0.1059539697,-0.9015388951000001,0.852410887,0.6674286591,0.9918560030000001,1.104768722,0.9808483874,0.7470542054,0.42381204910000003,1.2889337574
evo_acid_w__F11_2__2,0.860718131,0.5753813520000001,-0.6732042832,0.2189045622,-0.5572363475000001,0.5170535655,0.2258490008,-0.0259233756,0.24909265760000002,0.5729405310000001,0.9286320546,1.6427585498,0.5061965886,-0.0330759678,0.43185335300000005,0.6075660936
evo_acid_w__wt__2,0.5564705557,-0.0495786625,0.18586561070000002,-0.7429114568,0.15794882100000002,-0.05028569,-0.47975217700000006,0.2552269182,0.7764037547,0.1794877642,0.1276248753,0.028785428000000002,0.17586419320000002,0.0921125297,-0.2095247255,0.0863890039
evo_acid_w__B11_1__1,0.9662227181,0.5673560897000001,-1.2230241946,0.0881715998,-0.7508171130000001,0.1846504888,0.2753415236,-0.8497192322,0.45850162920000004,0.9320978505,0.6909131684,0.9454122939,0.6750102041,0.0459686345,0.6476888519,1.7152523092
evo_acid_w__H9_1__1,2.7226345133,1.3066323663000001,-1.3419213453,-0.8041098849,0.5517961570000001,-1.7243275941,-0.9815861442,2.0694720629,1.1474485256,-0.5025994406000001,0.5176918857,-1.4578077686,-1.0934016264,-1.7381250601,-0.7587822934,-2.0031697105
evo_acid_w__H9_2__1,0.9909884419,0.6758187666000001,-1.8291846192999999,0.7958109651,-0.5123174580000001,-0.024634011100000002,-0.3087478254,-0.49088005100000004,0.5083575871,0.2888281568,0.6825681341000001,0.3047953259,0.0121188801,0.1060124781,0.0416589604,0.3546445131
evo_acid_w__B11_2__2,-0.4060082689,-0.2071643361,-0.262699913,-0.0253147293,0.2826445862,0.6020970956,-0.10767101450000001,-0.8551595108000001,0.6090440839,0.6928791095,0.8595934208,1.26369863,1.0201131169,0.7565786075,0.5428415019,1.39013901
evo_acid_w__wt__3,-0.10428686620000001,0.1433840734,0.3911251102,-0.5291315211000001,0.5876515511,-0.0671102244,-0.45504732480000004,0.31555610640000004,0.6632381506,0.4639696911,0.1405043602,-0.0311136693,0.21060454210000001,-0.0206086192,0.015322230000000001,0.021809976000000002
evo_acid_w__H9_2__2,0.8375926825000001,0.6453411055,-1.6925768454,0.861613673,-0.3692194454,-0.0801522576,-0.1784720246,-0.26093337,0.6923276388,0.28311650790000004,0.7067479557,0.3194996101,0.0352694711,0.2191212157,0.2348993184,0.12475231960000001
evo_acid_w__B11_2__3,-0.1581368427,-0.2197215837,-0.1117182875,0.0989163598,0.3851869899,0.6737933368,-0.1390028699,-1.0942783545,0.7107340852,0.6632527362,0.9251385718,1.4578305239,0.9562380517,0.701250519,0.5283335665000001,1.4450520969
evo_acid_w__F11_2__3,0.6226061571,0.44791046700000003,-0.6107393209,0.1265679443,-0.24411679520000001,0.45720679700000005,0.1736260885,-0.0253039301,0.4768364399,0.6795194087,0.9415232153,1.5836280405,0.5486333146,0.0061447768000000005,0.5701116603,0.8090461283
evo_acid_w__F9_2__2,-0.47610310990000004,-0.21797050310000002,-0.7869686038,1.226954437,0.1977745836,0.27701676410000003,-0.27164307,0.5479351969,0.23663530900000002,-0.0066859115,0.5236235180000001,0.3168163755,0.3466586331,0.5616911087,-0.0925477212,-0.09832871280000001
evo_acid_w__wt__4,0.8492933101,0.8328913076000001,-0.2942698011,0.9211761875000001,-0.17938201010000002,0.0938320029,0.2077827392,0.9662842595000001,0.4040340336,-0.032952621,0.0724592591,-0.1789633638,0.3959443407,0.2075206627,-0.19957570300000002,-0.20560811410000002
evo_acid_w__wt__5,0.798738598,0.5778312046,-0.09461868080000001,0.9600903644000001,0.2115309397,0.0894754707,0.29997996050000003,0.46655032300000004,0.45342679140000003,-0.1382136699,0.1226738405,-0.0692273404,0.2990260864,0.07605606050000001,-0.07853059300000001,-0.0694291011
evo_acid_w__wt__6,-0.35804202900000004,-0.33952932150000004,-0.0030581893000000003,-0.823212393,-0.3137195984,-0.2736240874,0.1029299878,-0.8807623709,-1.7306754881000002,-0.0829116877,-0.5819217169,0.31565514110000004,-0.4609819597,-0.0229880917,-0.1706083548,0.0506369624
evo_acid_w__H9_1__2,2.6034792014,1.6483789624,-1.5073902411,-0.6308114248000001,0.5025097043,-1.6429957246,-1.3674103504000001,1.9211881451,1.0844873405,-0.6869243506,0.48540800570000003,-1.6271730989000002,-1.2282702258,-1.7211272316000001,-0.7720015960000001,-2.1001270599
evo_acid_w__F9_1__1,0.7562447177,0.1735067754,-0.9503304815,-0.1923440525,-0.7009801223000001,0.1160762797,-0.36110479560000003,0.2591222398,0.968579488,-0.33163375710000004,0.3518852113,0.2511709831,0.3884810414,0.33539129840000004,-0.14285649350000001,0.5066841750000001
evo_acid_w__F9_1__2,0.0564522312,0.0219172805,-0.6917381184,-6.0176e-05,-0.5480988904,0.0839656367,-0.5273915313,-0.1063362041,0.9083180343,-0.37688171730000003,0.2515017342,0.5424651625,0.48134306470000005,0.37333806010000004,-0.42029121740000003,0.34524607700000004
evo_acid_w__B11_1__2,1.1187069795,0.2300421149,-1.1008427157,0.1408796672,-0.7470529235000001,0.2031246137,0.08841543040000001,-0.9319090031,0.6300687292,0.9853113832,0.5585856191,0.9393461159000001,0.5514170279,0.1027974094,0.1518683607,1.1038660302
