,A,Fnr,NarL
SRX5694326,-0.1113020795,-0.18501779240000002,0.7236428398
SRX5694327,4.4620339651,-0.3986390476,-0.4942506949
SRX5694328,-0.649046082,-0.11461450370000001,-0.1796711266
SRX5694329,7.6622789869,0.1534325597,-0.23408638040000002
SRX5694330,1.9277625890999999,0.4256416268,1.4636209179000002
SRX5694331,0.7311192585,0.1918842788,-0.0738028359
SRX5694332,0.9378774545,0.2575678173,-0.2211989576
SRX5694334,-1.7210273389,0.7809611414000001,-0.32526084780000003
SRX5694335,0.18549645380000002,-1.0905972262999999,0.9832435012
SRX5694336,1.220211371,0.0295461953,-1.741102497
SRX5694337,6.0956725324,-0.9098451584,0.3338762417
SRX5694338,2.9643485622,0.11093211330000001,0.356397116
SRX5694339,-0.9191008821000001,-0.2660034833,-0.2272100971
SRX5694340,1.7320070622000001,0.1360391327,1.7463769081
SRX5694341,4.7067576895,0.3253789217,-0.3890854292
SRX5694342,4.8082149845,0.33467356740000004,-1.6884538489
SRX5694343,-0.49117811710000003,-0.7654036895,0.6145146939
SRX5694344,7.4665847724,0.0720316185,-0.335661769
SRX5694345,0.1254460948,-0.1127364899,-0.1154299023
SRX5694346,3.7870222467,-0.1452747475,0.0956653423
SRX5694347,-0.3241518887,-0.2103049645,0.23881420290000002
SRX5694348,4.662658129,0.6194313426,0.6441814068
SRX5694349,0.6234027013,-0.0340580552,0.44933268930000003
SRX5694350,0.3045448398,-1.5589165824,1.197837956
SRX5694351,6.8699437555,0.2389667466,-0.7705163065
SRX5694352,1.1399978484,-0.1301723133,0.42316666420000004
SRX5694353,-0.8575932467,0.0567992999,0.37644281350000003
SRX5694354,3.8805903684,0.4463184544,0.3676884166
SRX5694356,-1.2609050518,-0.011770757000000001,0.3141558765
SRX5694357,7.2618651741,0.4703427457,-0.7713514634
SRX5694358,-0.7503522439,0.7891519738,-1.9558634060000002
SRX5694359,1.6064484108000001,0.0823465979,1.2346799578
SRX5694360,0.9688985803000001,-0.21446519260000002,0.5304175659
SRX5694361,10.2827991286,0.5545946817,-0.48062680010000003
SRX5694362,1.7529998193,-0.1556899832,1.4968619098
SRX5694363,2.5517969321000002,0.40866825960000003,-0.2002604006
SRX5694364,6.4197202072,-0.0307498051,-1.8801459853
SRX5694365,6.1805541246,1.8984960352,1.5862913974000001
SRX5694366,0.2498777443,0.11935505780000001,-0.2314427329
SRX5694367,2.4804191816,-0.7716038602,-0.6522742559
SRX5694368,-0.3637507662,-0.1062377801,-0.49739226270000003
SRX5694369,-2.2645075329,-0.0429042057,0.6304378737
SRX5694370,8.2146909679,-0.1697118587,-0.1934353014
SRX5694371,2.6592162338,-0.046749594000000005,-1.5593456345
SRX5694372,0.1829759413,0.060263538500000005,1.3837328354
SRX5694373,0.9820136511,-1.4686879149,1.0818833664
SRX5694374,1.6447933028000001,0.2258676651,-1.3957788496
SRX5694375,1.2303643913,-0.0180107938,0.2339403894
SRX5694376,1.2146544067,0.12440957970000001,1.5570266128
SRX5694377,-1.5038352011,0.7205527484,-2.0014040988
SRX5694378,1.675309834,-0.064859922,0.6053981366
SRX5694379,2.3094852904,-0.0946227506,1.604092458
SRX5694380,3.9624187433999998,-0.1504039911,0.6228761494
SRX5694381,8.5263820345,1.0932260792,-0.8243217897
SRX5694382,-0.6401969138,-0.3495048284,-0.6210031891000001
SRX5694383,0.4431010866,-0.19216870800000002,0.46369876390000003
SRX5694384,0.2720926476,0.2508705046,0.0115520281
SRX5694385,7.1068898912,1.0236963855,-1.044426633
SRX5694386,1.4318485532,0.8645055481,-0.46185970600000004
SRX5694387,-0.12519660970000002,0.1051428429,-0.3703789377
SRX5694388,3.1136744535,0.2708431966,-1.1513063757
SRX5694389,-0.39439396400000004,0.2606390819,1.4684025725
SRX5694390,0.550425365,0.3504676022,0.3922415131
SRX5694391,2.7658634311,1.4535275098,0.6149460887
SRX5694392,-0.8664331258,0.0944210472,1.2176890491
SRX5694393,0.48544765640000004,0.2067024995,0.0786879999
SRX5694394,0.8959762411000001,0.5219782296000001,0.4392596675
SRX5694395,1.9295918799,0.5121052174,-0.2137913818
SRX5694396,7.3315072381,0.28659288180000003,-0.9419717976
SRX5694397,6.6040970934,0.2130377387,0.1814334535
SRX5694398,4.9709061475,0.1522575818,0.48796528650000004
SRX5694399,1.1079176654,-0.35454569550000004,0.3898016124
SRX5694400,-0.0275471882,-0.3062884087,0.9646124930000001
SRX5694401,-1.468979266,-0.0252304237,0.3186268997
SRX5694402,1.3005620244,0.7271274121,-0.6661033798
SRX5694403,3.7754889344,-0.903332961,-0.5742892551000001
SRX5694404,1.1633702202,0.6936041281,0.2068721395
SRX5694405,-0.5366732603000001,-0.7666040526,0.8425442237
SRX5694406,2.8578732419,0.2468405504,0.10017048020000001
SRX5694407,5.5825918618,-0.4892115863,0.6332738483
SRX5694408,-0.6583462712,-0.129152751,-0.0869541332
SRX5694409,3.8491111523,0.2983443387,-0.46924192730000003
SRX5694410,2.5295893510000003,0.12871355610000002,1.6275674107
SRX5694411,8.8362380964,1.4088048351,0.0717431857
SRX5694412,2.9282053422,0.08708125080000001,0.1418999508
SRX5694413,-0.09840066380000001,-0.42460153910000004,1.3045613756
SRX5694414,10.3368623243,0.9037219768,-1.2192577822
SRX5694415,-0.0207746057,0.35278275610000004,0.5364471703
SRX5694416,-0.06807470780000001,-0.1301828894,-0.0076170702
SRX5694417,-0.6881208749000001,0.1499766492,-0.27625373140000004
SRX5694418,6.3252268362,0.8640746426,-1.0222917741
SRX5694419,0.7382779110000001,-0.014793680600000001,-1.5087092232
SRX5694420,-0.0638811522,-0.0468660871,-0.5589211898
SRX5694421,4.9746136151,0.1322961821,0.068627529
SRX5694422,0.7992471247,0.619159111,0.23941269040000002
SRX5694423,0.6055110184,-0.0780351353,-0.3793496945
SRX5694424,3.5617664758,-0.5733023752,0.09514280300000001
SRX5694425,2.0008699698,0.3346755523,0.3216977505
SRX5694426,-1.4464549001,0.6157335293,-0.3478318655
SRX5694427,-0.9028201405,-0.029816820400000003,0.1757205838
SRX5694428,-1.1850665786,-0.1057688244,0.36504344
SRX5694429,8.1450108212,1.4863412037,-0.3366484642
SRX5694430,-0.8459954562,-0.0200467158,0.1457238569
SRX5694431,2.4266716553,0.6682181821000001,-0.173456255
SRX5694432,1.0809492465,0.1093383753,0.9764181073
SRX5694433,-0.0504555286,-0.42024945410000003,1.219990166
SRX5694434,2.1595096998,-1.0686406259,-0.4873407738
SRX5694435,5.8970187869,0.2624442987,-0.14538301080000002
SRX5694436,3.1479440303,0.1838410419,-0.4901782139
SRX5694437,6.5350946956,1.4458719120999999,-0.08747928320000001
SRX5694438,1.039070761,0.061060066100000004,0.5088590205
SRX5694439,5.1035468517,0.8339819837,-0.8191870707000001
SRX5694440,0.4719917101,0.2749615761,0.3838430101
SRX5694441,7.1345722288,0.1675077619,0.1386459591
SRX5694442,2.5723314405,0.2359552994,-1.2035076039
SRX5694443,-0.3280082938,-0.1143720156,-0.32990943310000004
SRX5694444,-0.041368601000000005,0.19924687600000002,0.350365087
SRX5694445,4.6618000906,-0.1930182149,-0.8914052882
SRX5694446,-1.3024665117,0.021624803,0.3805848848
SRX5694447,-0.12963270470000002,0.1404174962,0.8127445483
SRX5694448,1.407730558,0.7190717129,1.162897535
SRX5694449,-0.831249317,-0.106792127,0.12293057980000001
SRX5694450,0.9498029638000001,-0.5226446066,1.0434381186
SRX5694451,-0.46485029910000003,-0.9448240483,-0.3811294766
SRX5694452,7.6714214688,0.3519942873,-0.7681838617000001
SRX5694453,0.2738218484,-0.3420308308,1.4810631343
SRX5694454,0.0488625459,0.2237971175,0.12666160140000002
SRX5694455,0.9316932511,-0.09366302650000001,-1.2428560724
SRX5694456,0.38536196970000003,0.1884711132,-0.2609186745
SRX5694457,-0.3496402193,0.1897163396,-0.0755452092
SRX5694459,-1.3589660638,0.46955750020000003,0.2225884108
SRX5694460,3.4779166906,0.079054857,0.16663621180000002
SRX5694461,0.4415045195,0.1562169847,1.1260659392
SRX5694462,0.34927738880000003,0.5560831223,0.0273460971
SRX5694463,0.5292366978,0.16093619850000002,-0.1009953331
SRX5694464,-1.8312930402,0.21465859110000002,0.8172587432
SRX5694465,-0.9338323398,-0.4506960218,0.32986084450000003
SRX5694466,7.1245851353,1.4078249743,0.4043260756
SRX5694467,1.6990431197,-0.024926434900000002,-0.2090247448
SRX5694468,0.7758839822,0.28331731590000003,-1.6490916468
SRX5694469,-0.24899187900000003,0.1656484172,0.5836041919
SRX5694470,0.1427800172,0.0397621094,0.07538422110000001
SRX5694471,-0.1493953923,0.0295181061,-0.2137039597
SRX5694472,-0.3700657737,0.6765520599,-0.2134462412
SRX5694474,3.0558754177,-0.1313395527,-0.2306398724
SRX5694475,0.5044681332000001,-1.1849000443,-0.5936463758
SRX5694476,-0.3718036515,0.1917764428,0.11993875400000001
SRX5694477,-0.008912670900000001,-0.1254083886,0.237909008
SRX5694478,0.0331638794,0.0413045956,1.8895943154000001
SRX5694479,0.8500846353,-1.2130654544000001,1.2509991628
SRX5694480,0.8267271321,-1.1475451275,1.1704671685
SRX5694481,-0.8923559945,0.23990241980000002,1.3514043206
SRX5694482,-0.6983574968,-0.042177127,0.0185558471
SRX5694483,-1.3648249811,-0.341587067,0.32390818520000003
SRX5694484,-2.2686639016,0.1067217318,0.4918307497
SRX5694485,4.230418542,1.3284647298,0.5095991614000001
SRX5694486,-0.4792718051,0.13667702310000002,0.1723091054
SRX5694487,-1.8136771892999999,0.0400555976,0.5866863516
SRX5694488,5.1282906926,0.1579017148,0.2516220524
SRX5694489,8.900243554,-0.2295144067,-0.45374010200000003
SRX5694491,3.6556181988,-0.40999634500000004,-0.0785225256
SRX5694492,0.1320388892,0.41635551470000004,-1.0671567044999999
SRX5694493,1.4885930502,0.8852669989,-1.70122574
SRX5694494,1.4061945893,0.47019160320000003,0.7365673686
SRX5694495,0.9173949515,0.4263555999,0.0122959707
SRX5694496,0.5402668539000001,0.0158778074,0.0259563891
SRX5694497,4.0177681092,-0.353805546,-0.3540785295
SRX5694498,-1.3871823043,-0.0949833372,0.8158985592
SRX5694499,1.9061225787,-0.0402154183,1.3660196396
SRX5694500,1.4254010383,-1.0545825032,1.5077788525
SRX5694501,-1.1117131814,0.0329465014,0.2878216163
SRX5694502,3.25591751,0.49062571110000003,1.742029518
SRX5694503,2.7116368839,-2.5030278976,0.2939771813
SRX5694504,0.080817336,0.22288803100000001,0.1611020242
SRX5694505,3.503714635,0.35465275100000004,-1.0212711095
SRX5694506,1.7815066848,0.49303985780000004,1.581232123
SRX5694507,0.4423745605,0.0909615292,-0.10018570930000001
SRX5694508,0.0878801588,-0.6050113022,0.6620764086
SRX5694509,4.9619046423,-0.9469901951,0.0350527978
SRX5694510,0.1355533657,0.0893514383,0.45207968070000004
SRX5694511,0.4709818177,0.533781862,0.3259638522
SRX5694512,3.3873132538,-0.5504288499000001,-0.5091000744
SRX5694513,-0.6368850813,-1.5708370051,1.1736352166
SRX5694514,2.8034759023999998,0.025528003,0.1218603947
SRX5694515,7.4840011391,1.1960883277,-0.1781436395
SRX5694516,4.2345557747,0.7337960436000001,-0.6037946919
SRX5694517,-1.1902722062,0.16543111060000001,0.12449228870000001
SRX5694518,-0.3001567888,-0.3013275018,-0.1297530696
SRX5694519,3.4096551643,0.0524331097,0.1017590336
SRX5694520,1.8757722165000001,-0.1296792457,2.3131630958000002
SRX5694521,2.3421216815,-0.1166385846,-0.07385166500000001
SRX5694522,1.0255498552,0.5228202102,0.406341769
SRX5694523,3.0504566861,0.0620767183,0.4473448175
SRX5694524,9.3190142749,-0.1670867104,-0.4009290956
SRX5694525,-0.7659910884000001,-0.023023933200000003,-0.1585778277
SRX5694526,2.4281835008,-0.1780022674,0.5881761555
SRX5694527,2.9532996099,-1.288192235,1.0121133392
SRX5694528,1.8192965635,-1.1735091948,0.9215387213
SRX5694529,1.3413859159000001,0.4256665049,0.7019706149
SRX5694530,-0.2123451097,-0.14596955720000002,1.9011813671
SRX5694532,4.0736821979,-0.6767342955,-0.6610720347
SRX5694533,7.864588425,1.5844404703000001,1.8919933899
SRX5694534,6.1732354772,1.4941188956,-0.6246931994
SRX5694535,1.5730306294,-0.0048985968,1.9307420204999999
SRX5694536,3.3063171409,0.23466406990000002,0.22299274160000002
SRX5694537,-1.1268782151,0.10958004780000001,-0.45803047500000005
SRX5694538,-1.0001266731,0.2428538366,0.014430849
SRX5694539,0.42683752,0.0122195926,2.0435775268
SRX5694540,3.7080186265,-0.7705289413,-0.5492119811
SRX5694541,-0.8272086988,0.14097936390000002,1.1567118324
SRX5694543,4.6959433543,0.7008066596,-0.6898733783000001
SRX5694544,1.1402330266,-0.2315847967,0.23274265870000002
SRX5694545,0.8201947457000001,0.0029379619,0.2885319054
SRX5694546,0.0326728689,0.2023907492,0.0772130471
SRX5694547,-1.2914399448,0.1023474546,0.12139420790000001
SRX5694548,-0.0747053094,0.09042078,-0.0677671509
SRX5694550,4.9302140833,-0.36047292010000004,0.1441411998
SRX5694551,0.1811379555,-0.15851963700000002,1.3714150958
SRX5694552,-0.6175268859,-0.47527159550000003,0.4043009054
SRX5694553,0.7357735847,0.1865548514,-0.08292724280000001
SRX5694554,-0.8369482711,-0.3567155809,-0.0809687306
SRX5694555,0.3001415098,0.4367343567,-0.4950784796
SRX6072760,5.6157655671,0.6625246456,-1.0283701913
SRX6072761,6.0008866841,0.7880810208,-0.5697536807
SRX6072762,5.2827953206,0.6348490171,-0.7225106505000001
SRX6072763,5.8523638891,0.5130885568,-0.31202477440000004
SRX6072764,4.8652684811,0.7836153299,-0.4795038941
SRX6072765,5.2300086165,0.5666938681,-0.4581893891
SRX6376491,2.1786636449,-0.2069186369,1.2625602048
SRX6376492,6.0242559942,0.30096120800000004,-1.1858902369
SRX6376493,5.9098044768,0.2233268874,-1.1221621716
SRX6376494,7.0548242569,0.36914748480000004,-1.0326504242
SRX6376495,0.6003794678000001,-0.38116480880000003,1.0089341865
SRX6376496,0.8164121384,-0.179866355,1.0781130934
SRX2723951,-0.6113860603,0.3573392885,1.0167221444
SRX2723952,-0.820353074,0.5215083736,1.3164719965
SRX2723953,-1.5786724802,0.4033689451,0.8478612282
SRX2723954,-0.27420597890000004,0.10380176390000001,0.804393346
SRX2723955,-0.6814520673000001,0.4097892231,1.0277296902
SRX2723956,-0.0734105609,0.5224825499,1.0777531702
SRX2723957,0.2781232195,0.1528474884,0.0548469958
SRX2723958,-1.9024935432999999,0.3481605142,0.2870616629
SRX2723959,-0.2276683635,-0.0266460084,-0.1731099634
SRX2723960,-1.3874607535,0.1774931888,0.7399815112
SRX2723961,-0.7221611782,-0.1232001154,1.1375307345
SRX2723962,-0.5056577761000001,0.190084841,0.6873740307
SRX2723963,-0.4125203052,0.2671184528,0.3644661887
SRX2723964,-0.5791423313,0.2566617834,0.5864508435
SRX2723965,-0.26256536680000003,0.1341478918,0.3688823399
SRX2723966,0.0551642555,-0.0535312287,-0.11512740900000001
SRX2723967,-0.0258024073,0.0033558917,0.0518979327
SRX2723968,-0.029361848200000002,0.050175337,0.0632294763
SRX6977206,3.0655251983,0.0681602907,1.1172485117
SRX6977207,2.8655312343,-0.1688407481,1.2128520424
SRX6977208,-0.9620621161,0.44868520630000003,0.5096176653
SRX6977209,-0.3779263082,0.41306374030000004,0.7069854029
SRX6977210,-0.7045790106,0.3264594677,0.7353223998
SRX6977211,-0.6930765158000001,0.28664804520000003,-0.2878428208
SRX6977212,0.1335380511,-0.0931429685,0.230734723
SRX6977213,0.5595384646,-0.1935050767,0.0571080978
SRX6977214,2.6452285213,-0.101350492,1.1304838131000001
SRX1153733,0.0801831446,-0.0045074173,0.23075321110000002
SRX1153734,-0.0801831446,0.0045074173,-0.23075321110000002
SRX1153735,0.0141231081,0.0400032595,0.2161365164
SRX1153736,-0.0744429587,0.3296413226,-0.08062165610000001
SRX5204053,-1.2171875102,0.2247859218,-0.3339215262
SRX5204054,-1.3071450258000001,0.1810715899,0.6725941715
SRX5204055,-0.6917035004000001,0.1722943406,-0.08904044450000001
SRX5204056,0.3301002817,0.4185490194,-0.0381846164
SRX5204057,-0.9774843467000001,0.4755510751,-0.0223999192
SRX5204058,-1.1933064577,0.5168922582000001,0.1557693521
SRX5204059,-0.5651094417,0.422114445,0.3457727179
SRX5204060,0.0045194924,0.285798337,0.4119611535
SRX5204061,-0.306805745,0.2501234208,0.26245599999999997
SRX5204062,-0.2647486952,0.316269336,0.1302115755
SRX5204063,-0.8662609737,0.2082039373,0.2021200729
SRX5204064,-2.2404781446,0.1760932673,0.3044311927
SRX5204065,-0.4991742718,0.5466445614000001,0.1822358449
SRX5204066,-0.743528195,0.5152025342000001,0.0535449426
SRX5204067,-0.8738455368,0.400732146,0.2558837536
SRX5204068,-1.1367953166,0.1717214819,0.18541963890000002
SRX5204069,-0.47178908810000003,0.0191047924,0.1349630105
SRX5204070,-1.4021548161,0.3088587501,0.49897937740000003
SRX5204071,-0.8035532551,0.2009671556,0.3168235304
SRX5204072,-1.5342821338000001,0.0443876464,0.1677739245
SRX5204073,-1.4334880184,0.2179832945,0.3481023629
SRX5204074,-1.7739858089,0.332161076,0.444073221
SRX5204075,-2.5810261169,-0.0487828519,0.10183590470000001
SRX5204076,-1.6985038423,0.22229229550000001,0.47273016640000004
SRX5204077,-1.6926523173999999,-0.13260173050000001,0.2039648051
SRX5204078,-1.8202872759000002,0.0773141388,0.3068144353
SRX5204079,-2.4304772723,-0.0241015952,0.273390248
SRX5204080,-1.1522769241,0.5893290409,0.6227708765000001
SRX5204081,-1.6026254134,0.3070388345,0.4498681463
SRX5204082,-1.910536003,0.2197501316,0.5932307085
SRX5204083,0.0931473095,0.287546719,-0.0905297466
SRX5204084,-0.1839838729,0.40118421330000004,-0.1073991004
SRX5204085,0.6147513756,0.388749069,0.08224232740000001
SRX5204086,-0.1321871093,0.20197490540000002,-0.4226474783
SRX5204087,-1.8630618649000001,0.17172482890000001,-0.4264807337
SRX5204088,-2.4494783297,0.2927978321,-0.5035591189
SRX5204089,-0.30199895730000004,0.2198247872,0.11594816520000001
SRX5204090,-0.7017581965,0.0283784921,0.2125716054
SRX5204091,-0.2998218567,0.1787224295,-0.070068188
SRX5204092,-0.4971037695,0.35757155150000003,0.0523293393
SRX5204093,-0.763624221,0.32179454960000003,-0.1738765959
SRX5204094,-0.8064101494,0.2417419562,-0.057941677100000005
SRX5204095,-0.4609954613,0.014165511200000001,0.1486953376
SRX5204096,0.4618472098,0.052952773200000004,-0.2620426246
SRX5204097,-0.0008517485,-0.0671182844,0.1133472871
SRX683459,0.1590869976,-0.0865634136,0.2789825371
SRX683460,-1.2304685349,1.4925420012,1.4755404416
SRX683461,-0.17058868160000001,0.0187624909,-0.36825642550000004
SRX683462,1.2311762263000001,1.3185055078,1.325373016
SRX683463,0.011501684,0.0678009227,0.0892738884
SRX683464,0.6242132989,1.2534834047,1.1104033187
SRX683465,-0.9086418225,0.0170366385,-0.5326562676000001
SRX683466,-0.34056822200000003,1.3079558571,0.44409615280000003
SRX683467,-0.6450165178,-0.0336556815,-0.49370340430000004
SRX683468,1.0037183344,1.0205551288,0.5576681859
SRX683469,0.045091355900000005,0.0949490676,-0.16748494730000002
SRX683470,1.8706317869,1.441513244,0.6420409116
SRX322077,-0.2449511101,-0.1323695671,0.23243146320000002
SRX322078,-0.17762998100000002,-0.2324718932,0.5674476937
SRX322079,-0.42674995860000003,-0.10928785190000001,0.8659897947
SRX322080,1.6554213457,-0.32368347410000003,-0.2877400536
SRX322081,-0.7331808631000001,-0.11529488510000001,0.5829394090000001
SRX322082,-0.7369442527000001,-0.22967213860000002,0.32177951050000003
SRX322083,-0.0950899841,0.2338020884,-0.0768455401
SRX322084,0.6154301856000001,-0.3037351931,-0.4263542628
SRX322085,-0.5203402014,0.0699331047,0.5031998029
SRX2708592,3.4100582982,1.1604539591,-0.308143314
SRX2708593,5.0912976427,0.4299474667,0.0373377806
SRX2708594,6.0869814132,0.3209733046,0.18208399120000002
SRX2708595,-1.5116129603,0.3724001926,-0.44144615190000003
SRX2708596,0.3756916383,-0.1817715842,0.2104517336
SRX2708597,1.135921322,-0.1906286084,0.2309944184
SRX2708598,-1.6011087579,-0.37520259570000003,0.515368787
SRX2708600,-0.1745644342,0.0849805542,0.6484192367
SRX2708601,-3.5254556993,0.2663450693,0.1659008684
SRX2708602,-3.2919328893,-0.4927120686,-0.5087278795
SRX2708603,-1.9553208928,-0.0509766252,0.1533787933
SRX3073814,-0.0575587678,-0.0513239485,-0.0318319626
SRX3073815,-4.6783054557,-2.3506769454,0.7612013160000001
SRX3073816,-4.4529311327,-5.1327364186,1.3319620447
SRX3073817,-1.4282227678,-5.1188929344,1.8808941942000001
SRX3073818,-1.5887474709,-4.3981483095,1.6230001279000001
SRX3073819,0.5848317847,-0.1353633723,0.2882104387
SRX3073820,-5.8723839465,-3.5406721412,0.8355320716
SRX3073821,-4.7236120118,-5.2387007732,1.1536723843
SRX3073822,-0.016558944000000003,-4.5451895689,1.2612470446000001
SRX3073823,-1.4911942208,-4.1218901623,0.7085316708
SRX3073824,0.0575587678,0.0513239485,0.0318319626
SRX3073825,-5.9979395418,-2.7297899689,0.7714504123
SRX3073826,-5.601704672,-5.6583522764000005,1.3286149502
SRX3073827,-0.8854778957,-5.0748165103,1.8153573551000002
SRX3073828,-1.1559581616,-3.9025083213,1.6194477199000001
SRX3073829,-0.0954523853,-0.0606556909,0.3875227331
SRX3073830,-5.5655079975,-3.6474522219,0.4367369922
SRX3073831,-3.5158999734,-5.2328087462,1.1435023707
SRX3073832,0.2080390405,-4.6032559245,1.2988495549
SRX3073833,0.1488571846,-3.272672501,0.8683165677
SRX2391456,0.1600581549,0.2888071605,0.161336844
SRX2391457,0.5082412346,0.1720216361,-0.1497549017
SRX2391458,0.5886048957000001,0.2293302324,0.020618348
SRX2391459,0.24014140150000002,0.21523521,0.1021815826
SRX2391460,0.3100298144,0.11560876120000001,0.1230124979
SRX2391461,0.5277412840000001,0.1209232236,-0.0216603483
SRX2391462,0.2027923849,0.19522726210000002,0.18370033160000002
SRX2391463,0.42205430200000005,0.1179972345,0.19931002150000002
SRX2391464,0.17334378920000001,0.1502372341,0.0975494581
