,A,PrpR,Crp,RpoN,Cra
ica__met_glc__2,1.0277317091916771,-1.451960202,-0.06998528999999998,-0.8131288585000007,-0.5193976304999994
ica__no3_anaero__1,0.2227151417218129,-2.30242762,0.16601552300000044,0.023476880499998742,-0.3146283824999987
ica__no3_anaero__2,0.8096164023443372,-2.493599354,0.1659366630000001,0.012221922499998428,-0.3560574164999988
ica__phe_acgam__1,0.7007373640973869,-1.2838982509999999,0.08710832000000046,-0.5329956575000017,-0.14346739849999768
ica__phe_acgam__2,0.6137095392309239,-1.4512889149999997,0.07371453200000032,-0.5109843565000025,-0.07913743649999994
ica__thm_gal__1,15.79446227861946,0.3613817479999999,0.41909228299999945,-0.1857659965000007,0.22811886750000102
ica__thm_gal__2,15.74146618980051,0.5104470880000003,0.4125785030000007,-0.08514855650000186,0.2597582215000012
ica__tyr_glcn__1,3.376812173156315,-1.7311638699999998,0.211699823,-0.3903549005000011,-0.2977201754999994
ica__tyr_glcn__2,3.17242686806773,-1.6289732099999998,0.2492893929999997,-0.3410315705000011,-0.2693074864999998
ica__ura_pyr__1,3.1590077119911166,-0.4531798679999999,0.8236668229999999,-0.3768134025000016,-0.2555074674999984
ica__ura_pyr__2,3.822087144872836,0.00130442300000011,1.104333543000001,-0.4399327825000024,0.1375782834999999
ica__wt_glc__5,0.1599611605823695,-1.355742739,0.3105034530000008,-0.5177360115000011,0.040130148499999414
ica__wt_glc__6,0.6367321019466025,-1.4555871319999998,0.3376528430000008,-0.4911570285000009,0.025036138499999968
ica__bw_delpurR_cytd__1,-0.3627192215672387,-1.95659167,-0.14178576699999998,-0.7443637615000025,0.020540092500001
ica__bw_delpurR_cytd__2,0.2584763426723662,-1.884383777,0.2554834630000009,-0.7433956735000002,-0.15748504549999875
ica__ade_glc__1,-0.4246557107950337,-1.499775672,0.27079068299999953,-0.7138325825000011,-0.1759677154999988
ica__ade_glc__2,0.4221396019113689,-2.049735075,-0.10748262699999957,-0.8051262665000012,-0.0996171144999991
ytf__wt_glc__1,0.613034562765444,-0.6634966169999998,0.34000217300000024,-0.21770051350000053,-0.673707789499999
ytf__wt_glc__2,-0.3043053274803178,-1.312417399,0.487174103000001,-0.17772786350000125,-0.6055927765
ytf__delyafC__1,0.7764742748051852,-1.4309493180000001,0.518280163,0.11754725149999955,0.1305495694999994
ytf__delyafC__2,0.6052406286032107,-1.5756069540000002,0.558626223000001,0.1546335704999997,-0.092101508499999
ytf__delyeiE__1,-0.2429683621384227,-0.9484342569999996,0.4528218430000006,0.02506978449999941,0.14207658949999935
ytf__delyeiE__2,-0.728154010777192,-0.4816864719999998,0.3693801830000005,-0.14861009750000065,0.0901582025000014
ytf__delyiaJ__1,-0.3031027543884976,-1.847860582,0.4900788630000008,0.08753290149999947,-0.20991257549999973
ytf__delyiaJ__2,0.3582849286055242,-1.678102478,0.4743345229999996,0.23139318550000001,-0.46276174649999996
ytf__delyieP__1,0.3923117596490287,-1.5139628619999999,0.8306116230000011,0.2141136244999995,0.15975073850000054
ytf__delyieP__2,0.3764987663293432,-1.4509854009999998,0.7498248230000009,0.20653274349999864,0.025289532500000437
ytf__wt_ph5__1,-0.5657569445834626,-0.3308351649999999,0.3985759630000008,-0.15667631850000066,-0.2569162324999983
ytf__wt_ph5__2,0.7776709572641483,0.2963467209999999,0.4747397030000009,-0.121676410500001,-0.24725854649999945
ytf__wt_ph8__1,-0.9450680384339338,-0.06377403199999954,0.2756429229999995,-0.28805662350000105,-0.4678813574999987
ytf__wt_ph8__2,-0.5468749813994627,0.016348972000000298,0.2681548629999995,-0.35179708450000113,-0.39318810249999897
ytf__delybaO__1,0.6433942769866106,-1.4810371249999998,0.5823761830000009,0.0868237454999985,0.34874927550000123
ytf__delybaO__2,0.1731865557572063,-1.7317062369999998,0.6367440230000003,0.1171547664999988,0.3502586884999994
ytf__delybaQ__1,-0.360984990639381,-0.09156869199999962,0.3329404930000006,-0.3664812775000019,-0.11793092949999905
ytf__delybaQ__2,0.6127184302489355,-0.13088742699999978,0.3236855130000009,-0.4210866755000007,-0.1562538974999983
ytf__delybiH__1,-0.1021018449555756,-1.404966647,0.6363319829999998,-0.08041245350000104,-1.0921259984999994
ytf__delybiH__2,0.1065706119016376,-1.929773503,0.5546718429999995,0.1485691504999984,-0.7620028184999992
ytf__delydcI_ph5__1,0.1457277306882362,0.033344102000000035,0.36809995299999976,-0.2860461955000009,-0.16729070849999772
ytf__delydcI_ph5__2,-0.0790041289575128,0.03457186099999987,0.4226014830000011,-0.2915660545000005,-0.18536171549999916
ytf__delydcI_ph8__1,-0.4698321976819347,-0.6080873799999997,0.3631957630000002,-0.19775634250000174,-0.42655385949999935
ytf__delydcI_ph8__2,-0.1876200524273744,-0.873907022,0.3071113430000008,-0.43030544550000105,-0.41081354649999996
ytf__delyddM__1,-0.4664646482630419,0.096254026,0.8218948030000011,0.04367951749999932,0.12752095450000045
ytf__delyddM__2,-0.2361108573113509,0.09752366400000012,0.8320546029999996,0.05102436849999848,0.16062589550000084
ytf__delyheO__1,0.438261872103366,-1.188280426,0.5961686430000004,0.009473350499998643,0.2242853965000009
ytf__delyheO__2,0.3201616414420583,-1.225766567,0.6336565129999999,0.024496082499998902,0.32550095850000016
fps__bw_glc__1,0.8653202314750728,-0.8477003549999997,0.23073483299999964,-0.5196136545000014,-0.24882681749999855
fps__bw_glc__2,0.1796475207951848,-0.889956588,0.16040873300000058,-0.6788874785000001,-0.2915858914999996
fps__fps_thrA_ale1__1,0.1085933404741982,-0.4935339169999997,0.3327312029999998,-0.32055944650000257,-0.061252227499998924
fps__fps_thrA_ale1__2,0.1642928258959376,-0.5224757839999999,0.3516250830000001,-0.4281293025000013,-0.11538420449999888
fps__fps_thrA_ale2__1,0.129885323918356,-0.997869944,0.22966762300000101,-0.4658414105000013,-0.1519660424999989
fps__fps_thrA_ale2__2,0.1991723456262588,-0.8914029189999999,0.28896753300000105,-0.40762423550000093,-0.19834389849999925
fps__fps_serB_ale1__1,0.6032427416685192,-0.22183554199999955,0.2630278130000008,-0.3878105415000013,0.006984710500001157
fps__fps_serB_ale1__2,0.2040720060622249,-0.2458317480000001,0.3896577630000007,-0.3348743525000017,0.08291411550000037
fps__fps_serB_ale4__1,1.8907765602458344,0.4322008730000002,0.20591431300000096,-0.19072830050000175,-0.3300999334999988
fps__fps_serB_ale4__2,1.3294557597653058,0.8071899460000003,0.3602136930000004,0.1012634694999992,-0.22793610549999954
fps__fps_ptsI_ale1__1,14.732634922212878,0.9615548240000004,0.045779202000000296,-0.8559759545000007,-0.02974965049999945
fps__fps_ptsI_ale1__2,14.951791032574723,0.926289467,0.14486478300000094,-0.7988730515000011,0.13531210750000167
fps__fps_ptsI_ale3__1,10.95419956750424,0.3242322550000001,0.2525903130000007,-0.8056928055000014,0.16977472350000067
fps__fps_ptsI_ale3__2,11.56822717094791,0.3825470310000001,0.22323634299999995,-0.8484199965000014,0.13756327050000114
pal__lyx_ale2_f6__1,14.85861457868833,2.0942471409999994,0.3334221829999997,-0.3722573105000011,0.4401480215000007
pal__lyx_ale2__1,12.360852710280906,1.731289404,0.2649081029999998,-0.5214724065000009,0.4296669475000012
pal__lyx_ale2__2,12.762275999719211,1.9365751600000003,0.3071416530000004,-0.4881702405000006,0.5236768855000005
pal__lyx_ale4__1,5.729695862373631,0.7133631240000002,-0.057655872999999865,-1.0848582725000018,0.178856799500001
pal__lyx_ale4__2,5.674489026759158,0.8334623940000001,-0.07060586499999921,-1.003826912500002,0.2502945185000005
pal__5drib_ale10_f18__1,16.85740821449173,1.998212081,-0.06913953699999986,0.6129173254999998,0.8401702095000001
