,A,RplD,ArcA,DksA,Fnr
ros_tale__1_112_750pq__3,-2.5741794153,-0.554908535,0.334286132,-1.411766134,-0.24647739000000002
ros_tale__3_76_0pq__1,-1.6668105371,-0.16860096500000002,0.261113048,-0.53215157,0.529609298
ros_tale__3_76_0pq__2,-1.7062887475,-0.174149345,0.240423778,-0.51478449,0.48756842800000005
ros_tale__3_76_0pq__3,-0.9217732775,-0.41498833500000004,0.257043055,-0.611977132,0.392257358
ros_tale__3_76_0pq__4,-1.1299381062,-0.436131245,0.21156323800000001,-0.6420919970000001,0.350241148
ros_tale__3_76_250pq__1,-6.7572107306,-0.43204203500000005,0.383409127,-0.666353005,0.9029290280000001
ros_tale__3_76_250pq__2,-4.3792657467,0.171390605,-0.29952612700000003,-1.444666812,0.609610548
ros_tale__3_76_750pq__1,-4.0318202232,-0.524437695,-0.94411497,-2.373632202,0.641891428
ros_tale__3_76_750pq__2,-2.3123199449,0.212576275,-1.248649327,-2.344372094,0.6362542680000001
ros_tale__7_103_0pq__1,-2.5782526832,-0.406985085,0.5494004290000001,-1.238592802,-0.069928169
ros_tale__7_103_0pq__2,-3.3591649699,-0.7356906750000001,0.7754563160000001,-1.001320645,-0.356938888
ros_tale__7_103_0pq__3,-2.9584737618,-0.21322586500000001,0.695047587,-1.337420238,-0.20300362200000002
ros_tale__7_103_0pq__4,-3.1915077151,-0.584412265,0.903529596,-1.065014724,-0.56719329
ros_tale__7_103_250pq__1,-1.8931129980999999,0.06186922500000001,-0.0036125550000000004,-1.532401552,0.176819585
ros_tale__7_103_250pq__2,-2.5207748744,-0.217839355,0.16108550400000002,-1.202301672,-0.014051734000000001
ros_tale__7_103_750pq__1,-2.4468612123,0.07416816500000001,0.20020821100000002,-1.189284048,0.16454690600000002
ros_tale__7_103_750pq__2,-2.2106672709,0.107941695,0.221042754,-1.190613042,0.04942089
ros_tale__9_77_0pq__1,-7.5973973465,0.09096169500000001,0.22423083500000002,-1.222235039,1.140941988
ros_tale__9_77_0pq__2,-8.0447520245,-0.034936735000000003,0.43619118300000004,-1.287045295,1.045733608
ros_tale__9_77_250pq__1,-9.802594021099999,-0.576554305,0.257730731,-1.205770591,1.687118618
ros_tale__9_77_250pq__2,-10.7411759442,-1.472411825,0.5135476840000001,-1.022557049,1.924601218
ros_tale__9_77_750pq__1,-8.2066815123,0.224170675,0.12783092100000001,-1.244268647,1.2535135880000001
ros_tale__9_77_750pq__2,-8.7279308611,-0.050017195,-0.092230409,-1.252107228,1.4200948580000001
ros_tale__11_83_0pq__1,-2.6841339196,-0.673851025,-0.14357819900000002,-1.543562922,-0.029437925
ros_tale__11_83_0pq__2,-2.5264179115000003,-0.512318385,-0.18103812400000002,-1.40431438,0.023303834000000002
ros_tale__11_83_250pq__1,-2.8774375759,-0.801300725,-0.276094987,-1.616442389,-0.12311351100000001
ros_tale__11_83_250pq__2,-3.4194425405,-0.8238902650000001,-0.28364754400000003,-1.5393925689999999,-0.25887170600000003
ros_tale__11_83_750pq__1,-4.1791396006,-1.2496064150000001,-0.385375122,-1.5047846900000001,-0.12083388
ros_tale__11_83_750pq__2,-4.3259208172,-1.365832495,-0.302820358,-1.256090514,-0.140030082
ros_tale__13_87_0pq__1,-3.7295285899,-0.552952305,-0.158081835,-1.179960935,-0.746910359
ros_tale__13_87_0pq__2,-3.6615141612,-0.43420658500000003,-0.326010792,-1.111769614,-0.46070500500000006
ros_tale__13_87_250pq__1,-5.6149690887,-1.172819125,0.12303699200000001,-0.911073698,-0.561469801
ros_tale__13_87_250pq__2,-4.948038632,-1.152724155,0.172556438,-0.707789803,-0.629128047
ros_tale__13_87_750pq__1,-5.0342177552,-0.9712712550000001,0.340269241,-0.48755389600000004,-0.506875812
ros_tale__13_87_750pq__2,-5.1259451326,-1.302249795,0.281019843,-0.49634561800000004,-0.46959708200000005
ros_tale__14_27_0pq__1,-3.3902586965,-0.050206615,-0.537316428,-1.776681238,-0.021811511000000002
ros_tale__14_27_0pq__2,-3.5806367252999998,-0.080815445,-0.43609835900000005,-1.676944038,0.12091694500000001
ros_tale__14_27_250pq__1,-5.3042546043,-0.338846745,-0.102851355,-1.5180227419999999,0.583430698
ros_tale__14_27_250pq__2,-3.9808381811,0.172345555,-0.176020641,-1.541220791,0.684444928
ros_tale__14_27_750pq__1,-10.4487841434,-2.921941083,1.3674984860000001,0.17225991000000002,2.044364118
ros_tale__14_27_750pq__2,-10.2609524063,-3.566223092,0.936573286,0.11401301,2.007240748
ros_tale__16_28_250pq__1,-0.654946914,0.12463011500000001,0.391265266,-0.14208906,-0.44488061100000004
ros_tale__16_28_250pq__2,-0.5296122944,0.157823935,0.38658636900000004,-0.15535034,-0.566406158
ros_tale__16_32_0pq__1,-2.4929942880000002,-0.34877372500000003,-0.03401531,0.09889758,-0.623195319
ros_tale__16_32_0pq__2,-3.0353624225,-0.510025555,-0.068463514,0.028576630000000002,-0.482923786
ros_tale__16_32_0pq__3,-0.8227243206,0.116000185,0.18575091400000002,-0.16199365200000002,-0.717700459
ros_tale__16_32_0pq__4,-0.9580961141000001,0.050114405,0.21141973400000003,-0.04418918,-0.64186743
ros_tale__16_32_250pq__1,-1.0985470448,0.012779635000000001,0.15879195200000001,-0.36221366200000005,-0.679187866
ros_tale__16_32_250pq__2,-1.1727516991,-0.023424105,0.156995183,-0.31223024400000005,-0.6098498250000001
ros_tale__16_32_750pq__1,-1.8477067302,-0.168300995,0.215164809,-0.372933775,-0.366249486
ros_tale__16_32_750pq__2,-2.0175867,-0.031078935000000002,0.319740371,-0.13904191,-0.163033003
ros_tale__17_104_0pq__1,-5.6470734362,-1.9799931020000001,0.43983647600000003,-0.432007566,-1.778704773
ros_tale__17_104_0pq__2,-5.99077081,-1.870595768,0.392020733,-0.44768218200000004,-1.87458859
ros_tale__17_104_250pq__1,-5.0183845909,-0.117275235,0.706101113,-0.7173249140000001,-0.870340709
ros_tale__17_104_250pq__2,-5.3364946586,-0.742509855,0.620042288,-0.514666559,-0.9554763430000001
ros_tale__17_104_250pq__3,-4.3495225153,-0.9449056750000001,0.5387263680000001,-0.6078177220000001,-1.000417803
ros_tale__17_104_250pq__4,-3.7732757159,-0.172732305,0.9171451260000001,-0.7876631590000001,-0.683897696
ros_tale__17_104_750pq__1,-5.2828475427,-1.290555515,0.6481270760000001,-0.718001741,-0.948053416
ros_tale__17_104_750pq__2,-5.3383576489,-0.9699235350000001,0.445417956,-0.682761611,-0.945781996
ros_tale__18_24_250pq__1,-2.5903053085,-0.47721718500000004,1.259036816,0.04742824,-0.6740969290000001
ros_tale__18_24_250pq__2,-1.3999117783,0.11961911500000001,0.813995346,-0.164151443,-0.770029595
ros_tale__18_36_0pq__1,-2.143887724,-0.22693886500000002,0.51610102,-0.419179063,-1.033200047
ros_tale__18_36_0pq__2,-2.6463295203,-0.234157045,0.602182045,-0.27116506700000004,-1.203083779
ros_tale__18_36_0pq__3,-1.0955167031,0.20188133500000002,0.44791902100000003,-0.163033602,-1.047631244
ros_tale__18_36_0pq__4,-0.7534203598,0.5066557850000001,0.7039331990000001,-0.45262595400000005,-0.9799620080000001
ros_tale__18_36_250pq__1,-1.2249792929,0.16161102500000002,0.720855298,-0.2455571,-0.89488495
ros_tale__18_36_250pq__2,-1.2702514471,0.079854245,0.650875576,-0.184830121,-0.9689770120000001
ros_tale__18_36_750pq__1,-5.9576783126,-1.392442975,1.546197726,0.5313665200000001,-0.641609003
ros_tale__18_36_750pq__2,-6.514709233,-1.912055702,1.584077686,0.69130265,-0.582725383
ros_tale__19_91_0pq__1,-5.1892208626,-0.866817735,0.19594456000000002,-1.209747058,-1.900315751
ros_tale__19_91_0pq__2,-5.0104808743,-0.952845955,0.08939118800000001,-1.347340183,-1.906916504
ros_tale__19_91_250pq__1,-5.2077102402,-0.8619264350000001,0.32206998800000003,-1.263389101,-1.496060902
ros_tale__19_91_250pq__2,-5.099913949,-0.8491084750000001,0.045230318000000005,-1.46180971,-1.77884102
ros_tale__19_91_750pq__1,-4.8211336922,-0.42761418500000004,0.17019406,-1.639187561,-1.362481013
ros_tale__19_91_750pq__2,-5.1727029211,-0.502774595,-0.05540499,-1.370058648,-1.310339443
ros_tale__19_91_750pq__3,-3.9945894472,-0.31921312500000004,-0.14625546,-1.439826482,-0.630128715
ros_tale__19_91_750pq__4,-4.4343804922,-0.576227385,-0.6842217220000001,-1.3247997150000002,-0.791538139
ros_tale__21_97_0pq__1,-1.6255060428,0.9743103350000001,-0.069939922,-1.476806734,0.808790208
ros_tale__21_97_0pq__2,-2.9149236315,0.343082885,0.521034976,-1.3988781860000001,-0.15626136300000001
ros_tale__21_97_250pq__1,-2.6040626728,-0.091507325,0.443479783,-1.714050093,0.052103735000000005
ros_tale__21_97_250pq__2,-3.3569003271,-0.331709845,0.742704066,-1.631696979,-0.18145813
ros_tale__21_97_750pq__1,-2.0335337271,-0.255316425,0.139308513,-1.481335957,0.812325618
ros_tale__21_97_750pq__2,-3.1066313686,-0.252912065,0.740062926,-1.67614586,0.179824972
ros_tale__25_111_0pq__1,0.0029239295,0.218672515,-0.25468864,-1.816633399,-0.8299582590000001
ros_tale__25_111_0pq__2,-1.7157409264,-0.23813957500000002,-0.247761798,-1.514870536,-0.8454112730000001
ros_tale__25_111_250pq__1,-0.0479502443,0.28899254500000005,-0.042195750000000004,-1.8561794420000002,-0.647607354
ros_tale__25_111_250pq__2,-1.4269175706000001,-0.541041195,-0.40731054800000005,-1.840699162,-0.612683498
ros_tale__25_111_750pq__1,-1.9352619492,-0.621926925,-0.41696341600000003,-1.7586483140000002,-0.618440988
ros_tale__25_111_750pq__2,-3.8996987029,-0.8219073450000001,-0.277083305,-1.302515154,-0.6966102150000001
ros_tale__29_119_0pq__1,-3.934318524,-1.325514855,0.11370136500000001,-1.479398333,-0.240071578
ros_tale__29_119_0pq__2,-3.9853281963000002,-0.8497451250000001,0.420637772,-1.349549087,-0.594975123
ros_tale__29_119_250pq__1,-4.0125173657,-0.857257005,0.43312212200000005,-1.6357188690000002,-0.596275301
ros_tale__29_119_250pq__2,-4.2936626914,-0.991020635,0.46302000600000004,-2.246452483,-0.163952428
ros_tale__29_119_750pq__1,-5.202988558,-1.231839895,0.511094622,-1.361051123,-0.109945651
ros_tale__29_119_750pq__2,-3.9574994578,-0.688489205,0.425896441,-1.508044928,-0.35768003600000003
ros_tale__ALE4_0pq__1,-0.5302540744,0.280305715,0.19736424400000002,-0.352092163,-0.654336129
ros_tale__ALE4_0pq__2,-0.16752873370000002,0.336777745,0.210802772,-0.25918898,-0.677531934
ros_tale__ALE4_250pq__1,-5.5005761284,-2.059557033,2.048441456,0.34192868,-0.275686384
ros_tale__ALE4_250pq__2,-5.6019176812,-2.013980724,1.990108766,0.33603271,-0.23889179400000002
pcoli__atASMT_325G__1,-0.3714376025,-0.194947835,0.04498786,-0.56245241,-0.460226424
pcoli__atASMT_325G__2,-0.4596728382,-0.23392752500000003,0.103098007,-0.5977678080000001,-0.44076187600000005
pcoli__bpTDC__1,-0.7226228678000001,-0.289648915,0.378559301,-0.720758659,-0.39054706100000003
pcoli__bpTDC__2,-0.6956136886000001,-0.23599624500000002,0.36998961500000005,-0.6870748560000001,-0.33950688700000003
pcoli__BRCA__1,-0.3762111875,0.047496145000000003,0.19094988400000001,-0.6937500010000001,-0.43615873400000005
pcoli__BRCA__2,-0.7234306588,0.051237535,0.185832415,-0.715461682,-0.46865413
pcoli__BRCActrl__1,-1.9844272629000002,-0.23711526500000002,0.7478487060000001,-0.8081114530000001,-0.403988891
pcoli__BRCActrl__2,-1.6959152625,-0.30192794500000003,0.822133306,-0.7852557560000001,-0.444489053
pcoli__BRCAswap__1,-1.014397668,-0.289483965,0.57696863,-0.25744907300000003,-0.5007945340000001
pcoli__BRCAswap__2,-1.2357708064,-0.396926685,0.6370936500000001,-0.21115987400000003,-0.5053284840000001
pcoli__btAANAT__1,-0.2236949229,-0.306301255,0.323861084,-0.36159036,-0.466470657
pcoli__btAANAT__2,-1.042784172,-0.37211913500000005,0.27958708600000004,-0.417373961,-0.37675922300000003
pcoli__btASMT__1,-0.5869512794,-0.156572615,0.367003185,-0.367007375,-0.500119204
pcoli__btASMT__2,-0.6487644072000001,-0.26664187500000003,0.415723973,-0.341374663,-0.415345976
pcoli__CC1__1,-1.9062171881,-0.784090555,0.689232144,-0.22185532500000002,-0.511825053
pcoli__CC1__2,-1.1137085059,-0.679522735,0.49854365700000003,-0.21032704700000002,-0.31485701400000005
pcoli__ccCOMT__1,-0.2720200592,-0.279143125,0.207124303,-0.6495001300000001,-0.482160317
pcoli__ccCOMT__2,-0.1822345168,-0.245802755,0.135602372,-0.646308899,-0.40976297300000003
pcoli__ckDDC__1,-1.4584929176,-0.758702065,0.64864206,-0.637397835,-0.630122988
pcoli__ckDDC__2,-1.3301413337,-0.7819950950000001,0.71046172,-0.593960994,-0.638148942
pcoli__CNTF_belt__1,-1.0200564633,-0.323929915,0.420432377,-0.687293141,-0.298386825
pcoli__CNTF_belt__2,-1.2513614759,-0.40549329500000003,0.47953411300000004,-0.496028593,-0.38006166300000005
pcoli__cobPNMT__1,-0.5815755878000001,-0.073908335,0.303324142,-0.546324033,-0.40089768800000003
pcoli__cobPNMT__2,-0.8013864472000001,-0.063412645,0.322389862,-0.635433251,-0.42101342
pcoli__cvPhhB__1,-0.14403177250000002,-0.326171935,0.057619355000000004,-0.789075763,-0.5254932990000001
pcoli__cvPhhB__2,-0.9594647013000001,-0.376882545,0.277355495,-0.7440889230000001,-0.743997498
pcoli__ggAANAT__1,-0.2521783837,-0.13051463500000002,0.21586797400000002,-0.597649058,-0.46272072300000006
pcoli__ggAANAT__2,-0.2305432038,-0.10058905500000001,0.12626112,-0.5914366910000001,-0.420530377
pcoli__ggTPH__1,-0.5110496873,-0.121790065,0.11468483400000001,-0.5072923610000001,-0.454985071
pcoli__ggTPH__2,-0.4725327161,-0.084879245,0.070815561,-0.589508416,-0.497514312
pcoli__hsAANAT__1,-4.213087452,-1.265589695,1.089893306,-0.06550763,0.022332146
pcoli__hsAANAT__2,-3.2189997442,-1.124704085,0.903433806,-0.16525044900000002,-0.17518171200000002
pcoli__hsASMT__1,-0.5204821797,-0.192295605,0.265788397,-0.6047078020000001,-0.48296065600000004
pcoli__hsASMT__2,-0.6518382335,-0.21946520500000002,0.330022315,-0.554495582,-0.402594561
pcoli__hsPNMT_mb__1,-0.015716314000000002,-0.07844638500000001,0.040300772000000006,-0.54339688,-0.3763032
pcoli__hsPNMT_mb__2,-0.3502449797,-0.046696205000000005,0.12697175200000002,-0.530847908,-0.42449361100000005
pcoli__hsTPH__1,-0.26795212500000004,-0.13186756500000002,-0.175521843,-0.959077987,-0.43643012200000003
pcoli__hsTPH__2,-1.0720478559,-0.043837605,0.09615961,-0.97270472,-0.5736641880000001
pcoli__hsTPH_E2K__1,-1.4608667852,-0.347046595,0.526622704,-0.294773706,-0.125359269
pcoli__hsTPH_E2K__2,-1.0879018279000001,-0.640376645,0.628575133,-0.391189308,-0.087385535
pcoli__hsTPH_E2K_N91I_P99C__1,-0.258747811,0.054178275000000005,-0.08709583800000001,-0.7108491050000001,-0.329506452
pcoli__hsTPH_E2K_N91I_P99C__2,-0.4516470302,0.040131785,-0.018978383,-0.8105617340000001,-0.42721245100000005
pcoli__hsTPH_N158trunc__1,-1.8830738383,-0.27007849500000003,0.49277853,-0.500399922,-0.040118541
pcoli__hsTPH_N158trunc__2,-1.7974083882,-0.285368765,0.481644575,-0.5334013400000001,-0.089151637
pcoli__hsTPH_N174trunc__1,-0.7739357665000001,-0.405652365,0.19621347500000003,-0.552691589,-0.45094076
pcoli__hsTPH_N174trunc__2,-1.463518608,-0.360441365,0.490658674,-0.493705793,-0.25446565200000004
pcoli__hsTPH_Ntermtrunc__1,-1.8699856056000002,-0.908636785,0.853001546,-0.28662444400000003,0.081208522
pcoli__hsTPH_Ntermtrunc__2,-1.8345909288,-0.8095789750000001,0.7565656460000001,-0.267651077,-0.36300764
pcoli__hsTPH1__1,-0.8153904344,-0.39349199500000004,0.680069985,-0.26272029999999996,-0.457813974
pcoli__hsTPH1__2,-0.8269834528000001,-0.510151015,0.6759045060000001,-0.34669495100000003,-0.416483586
pcoli__MBP__1,-1.3922692357,-0.9550819250000001,-0.573046228,-1.0585755510000001,-0.911700291
pcoli__MBP__2,-0.7809675325000001,-1.049579145,-0.051903538000000006,-0.7997402570000001,-0.326153116
pcoli__msCOMT__1,-0.3437357573,-0.018073485,0.079404681,-0.708846653,-0.417527969
pcoli__msCOMT__2,0.2692161247,-0.044928475,-0.044857836000000005,-0.71371898,-0.350991349
pcoli__ocAANAT__1,-0.14858214690000002,-0.040068035,0.16575990100000002,-0.564269323,-0.39319892100000003
pcoli__ocAANAT__2,-0.2862199495,-0.061189545000000005,0.2116699,-0.621011529,-0.40912006900000003
pcoli__osTDC_K374H__1,-1.7435454127,-0.5178168550000001,0.851500016,-0.06235882,-0.486733729
pcoli__osTDC_K374H__2,-2.1960908742,-0.646584255,0.979614336,0.09358518,-0.540014471
pcoli__osTDC_K374L__1,-0.6495035319,0.009024215,-0.064751683,-0.686736823,-0.341437437
pcoli__osTDC_K374L__2,-0.48189283380000003,-0.023669805000000002,0.13687585800000002,-0.6038482270000001,-0.278014552
pcoli__osTDC_K374Q__1,-0.5991841438000001,-0.283876055,0.43024290200000004,-0.358429533,-0.554256646
pcoli__osTDC_K374Q__2,-0.5662503002,-0.30194268500000004,0.45649869600000004,-0.366209812,-0.5038226680000001
pcoli__osTDC_L360V__1,-0.7242372807,-0.126259705,0.17240939800000002,-0.794045595,-0.557847917
pcoli__osTDC_L360V__2,-0.8317372129,-0.192763605,0.273833125,-0.73649164,-0.462101802
pcoli__pmTPH__1,0.357485997,0.107210725,-0.33557125600000004,-0.890096011,-0.361514938
pcoli__pmTPH__2,-0.3743597944,0.073863125,-0.103547147,-0.7669762990000001,-0.25580899
pcoli__RFC__1,-0.0892979072,0.294095005,-0.193622802,-0.49171904400000005,-0.39788874500000004
pcoli__RFC__2,-0.2332908745,0.362506115,-0.271951257,-0.554183811,-0.392249092
pcoli__RFCctrl__1,-3.0808443442,-1.4600635450000001,0.8765261360000001,-0.14158364,-0.444479887
pcoli__RFCctrl__2,-3.6974873998,-1.487416125,0.8084935360000001,-0.14886678,-0.440878498
pcoli__RFCnopause__1,-3.4256200247,-1.263923215,0.9157442760000001,-0.030270520000000002,-0.286424479
pcoli__RFCnopause__2,-4.1091451613,-1.2329001050000001,1.011176016,-0.0349453,-0.08273235300000001
pcoli__RFCpluspause__1,-3.3729748281,-0.9761556950000001,0.902283076,-0.177226662,0.15455127
pcoli__RFCpluspause__2,-3.1592799112,-0.986053135,0.9472996260000001,-0.11102336,0.07042016200000001
pcoli__rnCOMT_sol__1,-3.2275540272,-1.200364065,0.823034806,-0.10016638,-0.172748066
pcoli__rnCOMT_sol__2,-3.1573549962,-1.3538504850000002,0.8417998760000001,-0.12232087,-0.433783454
pcoli__rnPNMT__1,-0.17299756200000002,0.166845185,-0.087156416,-0.55204094,-0.317963561
pcoli__rnPNMT__2,-0.3205737656,0.094699115,-0.047135399,-0.6682079630000001,-0.187636618
pcoli__rnTDC__1,-0.2465760229,-0.08364753500000001,0.12196417600000001,-0.759033186,-0.426911403
pcoli__rnTDC__2,-0.25612859660000004,-0.038027325,0.059651514,-0.7105141930000001,-0.374873799
pcoli__rnTDC_trunc__1,-0.7974553308000001,-0.36251038500000005,0.10154764100000001,-0.500964557,-0.404417173
pcoli__rnTDC_trunc__2,-1.5210943521,-0.39273147500000005,0.171203867,-0.545825517,-0.444723462
pcoli__saCOMT_T2A__1,-0.6537816703,-0.15960701500000002,-0.0422892,-0.754165757,-0.428602874
pcoli__saCOMT_T2A__2,-0.39141339750000004,-0.26004091500000004,-0.0050907420000000005,-0.7127337720000001,-0.37812269
pcoli__sfCOMT__1,-0.052685096300000005,0.286137385,-0.104639965,-0.593179207,-0.449602194
pcoli__sfCOMT__2,-0.1180445304,0.273099825,-0.08689561,-0.708188993,-0.503153504
pcoli__sgAANAT_D63G__1,-0.5094647232,-0.08622958500000001,0.063928575,-0.614227956,-0.504442709
pcoli__sgAANAT_D63G__2,-0.2636607931,0.07085232500000001,-0.046721704,-0.639611139,-0.505781927
pcoli__ssDDC__1,-0.25518115550000003,-0.294363195,0.380732609,-0.629611789,-0.487620437
pcoli__ssDDC__2,-0.8734521627,-0.330727435,0.5413918120000001,-0.560378378,-0.440656914
pcoli__TP53B__1,-0.6434287282000001,-0.39898092500000004,0.217165399,-0.5435840270000001,-0.37519571700000004
pcoli__TP53B__2,-0.8614117267,-0.520150615,0.26082317,-0.673780445,-0.39368933300000003
pcoli__WT__1,-2.6119475972,-1.210952485,1.1453485460000001,0.06618946,-0.017957380000000002
pcoli__WT__2,-2.0302812612,-1.121979345,1.070647936,-0.06461968,0.065247204
cck__glu_ale4__1,2.2989349118,0.20123375500000001,0.14242569800000002,0.023601940000000002,-0.359452357
cck__glu_ale4__2,-0.4934295824,0.439975365,0.23916410400000002,-0.14111208,-0.830568478
cck__cck_ale1__1,-0.286389432,0.366559505,-0.036123555,-0.34563813800000004,-0.9610595980000001
cck__cck_ale1__2,-0.37209405840000004,0.42594815500000005,0.042168756,-0.402959869,-0.9317755310000001
cck__cck_ale2__1,0.0187206463,0.428197775,0.11719557800000001,-0.315535236,-0.968537508
cck__cck_ale2__2,0.0311799101,0.351545765,0.14509675,-0.34842167,-0.9813371310000001
cck_pgi__gmos_delpgi__1,-3.2229852348,-0.542895195,0.548075038,-0.747016125,-0.462809046
cck_pgi__gmos_delpgi__2,-1.8415464718,-0.19985886500000002,0.49255982000000004,-0.532594039,-0.16406430800000002
cck_pgi__pgi_ale1__1,3.5354248493,0.039168385,0.155626605,-0.08035537,-0.428273263
cck_pgi__pgi_ale1__2,-0.8818059852000001,0.23641920500000002,0.458879289,0.00473186,-0.763997408
cck_pgi__pgi_ale2__1,-1.9302093551000001,-0.23609864500000002,0.9356459460000001,0.07589027,-0.7069345330000001
cck_pgi__pgi_ale3__1,2.5523773523,0.12193915500000001,0.080522988,-0.01837202,-0.32058263600000003
cck_pgi__pgi_ale3__2,-0.6801931117000001,0.291962485,0.319070503,-0.15278709999999998,-0.846577046
cck_pgi__pgi_ale4__1,2.8028642802,0.034034125000000005,-0.060545762,-0.425070981,-0.45959830300000004
