,A,trcR,whiB4,Rv1776c
kinase:DMSO_0h_F:2,4.3587597431,0.39090335670000004,-0.0097011965,-0.049787423000000004
kinase:DMSO_0h_F:3,3.7798062069,0.5174504615000001,-0.0153808181,-0.0785207373
kinase:DMSO_0h_H:1,-1.2909414929,-0.18655503010000002,-0.148865449,-0.5490436207
kinase:DMSO_0h_H:2,-0.6438194066,0.13791884540000002,-0.041887685200000004,-0.4944223089
kinase:DMSO_0h_H:3,0.0693451842,0.244702108,0.2718844675,-0.26119451650000003
kinase:DMSO_0h_H:4,-0.2353809963,0.2459119073,0.295709011,-0.2223572247
kinase:DMSO_0h_H:5,-0.5942982424000001,-0.0383914781,0.1095404646,-0.48812822110000004
kinase:DMSO_0h_H:6,-0.4281992987,0.22927826610000002,0.0183178025,-0.36685362720000003
kinase:DMSO_0h_I:1,-0.3240151201,0.053336531400000005,-0.1856891457,0.4151013718
kinase:DMSO_0h_I:2,0.2027598081,-0.3423148338,0.0883926887,0.4498133331
kinase:DMSO_0h_I:3,-0.0319180201,0.1676563506,-0.1468380797,-0.1640370861
kinase:DMSO_0h_I:4,0.2908475339,-0.0857369129,0.012851646000000001,-0.22831658200000002
kinase:DMSO_0h_I:5,0.1714311832,0.13113939100000002,0.2348799426,-0.2577689819
kinase:DMSO_0h_I:6,-0.3091053851,0.0759194737,-0.0035970518000000003,-0.2147920549
kinase:pknD_T10_48h:1,5.8435678438,0.5868926106,0.1692919444,0.1642149447
kinase:pknD_T10_48h:2,5.5401191422,0.3680020758,0.080778765,-0.1457413735
kinase:pknD_T10_48h:3,5.3079942403,0.5575963294,0.0867730956,-0.0954904886
kinase:pknL_T10_48h:1,7.0640905303,0.0271653683,0.3435761332,-0.061353875
kinase:pknL_T10_48h:2,7.2799791157,0.1668947941,0.2883777061,-0.019302675300000002
kinase:pknL_T10_48h:3,7.8376453478,0.2563209718,0.2643392287,-0.09834284480000001
kinase:pknL_T4_48h:1,10.4381316462,-0.1309585173,-0.7418996079,0.47771878830000003
kinase:pknL_T4_48h:2,10.0484007102,-0.0731128026,-0.7418840396,0.6747422507
kinase:pknL_T4_48h:3,10.3798912946,-0.2829713393,-0.8053127232,0.6392049641
kinase:T10_12h_F:1,3.5126111823,0.7916492862000001,0.1203361718,-0.2384483352
kinase:T10_12h_F:2,3.5038245408,0.8313057234000001,0.1417026282,-0.3412903465
kinase:T10_12h_F:3,3.7597502243000003,0.7385870727,0.2167396417,-0.1632836527
kinase:T10_12h_H:1,2.1254435758,1.2999482079,0.0776668241,-0.512475212
kinase:T10_12h_H:2,2.604108414,1.6613099339000001,0.5054834574,-0.5073777295
kinase:T10_12h_H:3,2.0909563425,1.5651822910000002,0.2227226039,-0.2985597047
kinase:T10_12h_I:1,3.2384651038,0.487361319,0.5858864819,0.0774620545
kinase:T10_12h_I:2,3.1813940308,0.6516907612,0.1675259197,-0.36453044490000003
kinase:T10_24h_F:1,2.6231326289,0.2746258086,0.1588647745,-0.4126451036
kinase:T10_24h_F:2,2.0045592705,0.33363570740000004,0.18451152880000002,-0.3397819414
kinase:T10_24h_F:3,2.5086634478,0.6349326708,0.0641829379,-0.2488717731
kinase:T10_24h_H:1,3.413784333,1.0096082107,0.1398143376,-0.29217854320000003
kinase:T10_24h_H:2,2.8407205918000002,1.1766928248,0.0175434205,-0.40738653680000003
kinase:T10_24h_H:3,2.6345123573,1.5993275855,0.0284110162,-0.49453296300000005
kinase:T10_24h_I:1,3.507154397,0.8707645003000001,0.1765467749,-0.6073419986
kinase:T10_24h_I:2,3.6687111027,0.9184387723,0.1442105802,-0.641632663
kinase:T10_48h_F:1,5.0449235522,-0.2035046242,0.1437106416,-0.1788129258
kinase:T10_48h_F:2,3.7028049785,-0.0638390098,0.1257417442,-0.1946276052
kinase:T10_48h_F:3,3.4054342992,0.0282622444,0.1170291091,-0.4648631347
kinase:T10_48h_H:1,3.1924114908,0.8691909630000001,-0.2061255002,-0.5756894142
kinase:T10_48h_H:2,2.5351327945,1.0164704734,-0.22459888200000003,-0.6024035947
kinase:T10_48h_H:3,2.9262185226,1.2445003242000001,0.0070589924,-0.9642920583000001
kinase:T10_48h_I:1,3.7474416301,0.6382641073,0.0094884696,-0.7710784043000001
kinase:T10_48h_I:2,4.0037741605,0.6005965201,-0.008951611200000001,-0.6142589110000001
kinase:T10_48h_I:3,4.0742925936,0.6518460686,0.0963730188,-0.6703592388
kinase:T4 _48h_H:1,6.9771634777,0.7924816617,-0.9194448513000001,0.1845873091
kinase:T4 _48h_H:2,6.1793286692,0.8507860399,-0.9426904701000001,-0.12163023170000001
kinase:T4 _48h_H:3,5.9204417658,0.8221624467,-0.8847373998,0.21614688240000002
kinase:T4 20 _12h_I:1,5.5496679977,1.0131317129,-0.5474836482000001,-0.1073006539
kinase:T4 20 _12h_I:2,5.6748970177,0.9150451327,-0.40934811800000004,-0.3720135653
kinase:T4 20 _12h_I:3,6.0505347064,1.2138266675,-0.34512571280000004,-0.5546868114
kinase:T4_12h_F:1,5.3584366616,1.0869178964,-0.2948663433,-0.43109448840000003
kinase:T4_12h_F:2,5.2203376081,1.0421718822,-0.3319340919,-0.0374775599
kinase:T4_12h_F:3,5.4472180077,1.1053437746,-0.1802614042,-0.36706144820000003
kinase:T4_12h_H:1,5.6167489974,1.6173163818,-0.08292283040000001,-0.23215738760000001
kinase:T4_12h_H:2,5.375916588,1.8423092114,-0.1921773467,-0.3796040725
kinase:T4_12h_H:3,5.951723199,1.7010840497,-0.3101844965,-0.3944591234
kinase:T4_24h_F:1,5.8407015371,1.1107472760000001,-0.40839920160000004,0.069221007
kinase:T4_24h_F:2,6.0477018773,1.0761855872,-0.5018389917,0.1068511272
kinase:T4_24h_F:3,5.3463793738,0.8776893338,-0.5320153486,-0.5292027437
kinase:T4_24h_H:1,6.1803246182,1.3207457062,-0.7655924733,-0.06439042860000001
kinase:T4_24h_H:2,6.4915587551,1.5950465214,-0.5107310812,-0.3980324052
kinase:T4_24h_H:3,6.8807694016,1.2371918838,-0.6994789594,-0.4405236944
kinase:T4_24h_I:1,6.3073965075,1.0963778355,-1.0478436946,-0.0948440507
kinase:T4_24h_I:2,6.2194501974,1.0523597331,-0.8791967713000001,-0.1791948937
kinase:T4_48h_F:1,5.7715855773,0.42225255710000004,-0.7320489648,0.1158545088
kinase:T4_48h_F:2,5.3748743066,0.4431471174,-0.740280994,0.1274386701
kinase:T4_48h_F:3,5.6578075516,0.3834328173,-0.7058704211,-0.075905399
kinase:T4_48h_I:1,6.4135348086,0.5411672833,-0.9209895220000001,0.0741713974
kinase:T4_48h_I:2,6.5618635049,0.7394147912,-1.0148459425,-0.1149628437
kinase:T4_48h_I:3,6.41474196,0.6526497772000001,-1.0751907994,-0.1351032311
kinase:WT_T10_48h:1,4.0781850145,0.8186548635,-0.0090802301,-0.30016393620000004
kinase:WT_T10_48h:2,8.862033565499999,0.0959713224,-1.1132535493,0.40838868180000004
kinase:WT_T10_48h:3,8.9036852713,0.2179046765,-1.0961371668,0.3888512615
kinase:WT_T10_48h:4,3.8926872915,0.7451760561,-0.0202049933,-0.107644101
kinase:WT_T10_48h:5,5.0539790812,0.6843896546,0.07751158600000001,-0.1978641144
kinase:WT_T4_48h:1,7.290571082,0.7161103995,-0.654298492,0.4355739174
kinase:WT_T4_48h:2,7.9282155538,0.4896845624,-0.6021311303,0.7150048892
kinase:WT_T4_48h:3,7.8150598595,0.33415117710000003,-0.4964782726,0.5079360996
levofloxacin:control:1,-0.0555671634,-0.12606161800000001,-0.0118836101,-0.0435324932
levofloxacin:control:2,0.14178796330000001,0.1030256264,-0.0943186531,0.2201727225
levofloxacin:control:3,-0.0862207998,0.023035991500000002,0.10620226320000001,-0.1766402293
levofloxacin:treated:1,1.4193628431,-0.3633419645,0.0041208193,0.23963843380000002
levofloxacin:treated:2,2.282633578,-0.2753802374,-0.116000084,0.2793422136
levofloxacin:treated:3,2.6781641205,-0.380716777,0.1465339168,0.41239022280000004
linez:0_days_4:1,7.6709253142,-0.9638639962000001,0.4012559103,-0.6295397412
linez:0_days_4:2,7.5705189327,-0.5025999551,0.5443184627000001,-0.7420443280000001
linez:0_days_4:3,7.782078525,-0.5197749664,0.6293675235,-0.3855685996
linez:0_days_4:4,7.553034552,-0.6255891353,0.5466591093000001,-0.8260016261
linez:0_days_control:1,0.0345088384,-0.0064762086,-0.1576649091,-0.0973975358
linez:0_days_control:2,0.1200618418,0.0055380719,0.0464030489,0.010152796300000001
linez:0_days_control:3,0.2617870523,0.11463204760000001,0.0567004912,-0.0578980849
linez:0_days_control:4,-0.4163577325,-0.11369391100000001,0.054561369000000005,0.1451428244
linez:1_days_4:1,2.9323471745000003,0.0412273821,0.37918309720000004,-0.43809917400000004
linez:1_days_4:2,2.5422604692,0.0255011687,0.3893255232,-0.36159687220000003
linez:1_days_4:3,2.7625350192,-0.13135970700000002,0.3519140754,-0.5132005234
linez:1_days_4:4,2.7749496286,0.0052157349,0.29227936520000003,-0.3946401869
linez:1_days_control:1,2.1282629396,-0.6313871317,-0.0446195647,0.1806533116
linez:1_days_control:2,1.7279327918,-0.4290593319,-0.236091558,0.1946323928
linez:1_days_control:3,2.379740043,-0.5431834389,-0.0144775122,0.18889407300000002
lipid:dextrose_exp:1,-0.31106598950000003,-0.1378518708,0.1209805548,-0.016836992000000002
lipid:dextrose_exp:2,0.31106598950000003,0.1378518708,-0.1209805548,0.016836992000000002
lipid:dextrose_hypo:1,-2.824491437,-0.2626202284,2.9839660519,1.5852298956
lipid:dextrose_hypo:2,-1.790992088,-0.5013503718,2.6209357877,1.5664205174
lipid:dextrose_stat:1,5.627369106,-3.0868636197,1.5668710907999999,2.9926371777
lipid:dextrose_stat:2,5.8680733147,-2.8572921792,1.3752248065,2.8526111593
lipid:lipid_exp:1,2.5741849754,-0.6598661286,-1.0485079829,-1.0407628507
lipid:lipid_exp:2,4.0300310761,-0.6825989104,-1.3851122688,-0.44968067440000004
lipid:lipid_stat:1,4.127272275,-1.4736588996,-0.433578018,0.4585668913
lipid:lipid_stat:2,7.7982189184,-2.2419942627,-0.8102553663000001,0.11418675310000001
mcr11:mcr11_mutant:1,-2.231514094,-0.0068777633,0.0075569459000000005,-0.3745687451
mcr11:mcr11_mutant:2,-0.5486127948,-0.140241093,-0.1440318153,-0.0578831221
mcr11:mcr11_mutant:3,-0.1340696577,-0.1199163126,-0.006703760600000001,-0.41139291180000004
mcr11:wt:1,0.42313229500000005,-0.0422023894,-0.09548995390000001,0.0064748735000000005
mcr11:wt:2,-1.1905444797,0.181875314,0.0240988141,-0.1277729822
mcr11:wt:3,0.7674121846,-0.13967292450000002,0.0713911398,0.1212981088
miceAV_macro:24h_control:1,-0.0179121539,0.0213956998,-0.0872582632,0.1775825658
miceAV_macro:24h_control:2,0.0799374946,-0.2525611646,-0.015282859800000001,-0.22097595
miceAV_macro:24h_control:3,-0.0620253407,0.2311654648,0.10254112300000001,0.0433933842
miceBMDM:inf02:1,5.6291807784,-0.8017976267,-0.6528237022000001,-1.5023959399
miceBMDM:inf02:2,1.4759178327,-0.6002544032,0.0680301661,-0.5682153749000001
miceBMDM:inf02:3,5.2316636067,-0.7687916728,-0.6894202412,-0.7340184505
miceBMDM:inf24:1,2.1868358482,1.484670481,-0.5775449526,0.20032862610000002
miceBMDM:inf24:2,1.6822301731,1.5697641585,-0.6596816600000001,-0.1774001214
miceBMDM:inf24:3,1.859711688,1.3985842478000001,-0.8007551983000001,0.32244656200000005
miceBMDM:inf08:1,4.4027624032,0.061622794800000005,-0.8182227555,-0.2928729975
miceBMDM:inf08:2,4.6258692532,0.28287179160000003,-0.8791653382,-1.3550318694999999
miceBMDM:inf08:3,4.890125328,-0.1814847971,-0.9032809246,-0.27730115450000004
miceBMDM:no_inf02:1,-0.1783693614,-0.0830325273,-0.1510051734,-0.17993496050000002
miceBMDM:no_inf02:2,0.020970509800000002,-0.053488060000000004,-0.0020174518000000002,0.1673779725
miceBMDM:no_inf02:3,0.1573988516,0.1365205873,0.1530226252,0.012556988000000002
miceBMDM:no_inf24:1,0.8102161601000001,-0.3338103143,-0.3852289109,0.4798917159
miceBMDM:no_inf24:2,0.6616387224,0.1499697077,-0.2673512263,0.7443136437
miceBMDM:no_inf24:3,0.7088758794000001,-0.059782600500000005,-0.4571330322,0.8785201976
miceBMDM:no_inf08:1,-0.0470766061,-0.36070091930000003,0.21910462,0.0918672036
miceBMDM:no_inf08:2,-0.0042282966000000005,-0.47282528300000004,0.2290444223,0.1175365042
miceBMDM:no_inf08:3,-0.11018479190000001,-0.4600410333,0.0200289992,0.1268790947
miceNF:control:1,-0.0808074498,-0.4160325392,0.1423062529,-0.0916231742
miceNF:control:2,0.0808074498,0.4160325392,-0.1423062529,0.0916231742
miceNF:invivo:1,3.428906207,0.45064983940000003,-1.1546291323,0.6463286367000001
miceNF:invivo:2,2.4098381371,0.0165609326,-1.0031527422,0.24761295290000002
miceNF:invivo:3,2.5999412703,0.4275428343,-0.9118754830000001,0.1590123186
mihF:mihF_mutant_atc:1,-1.2363346648,-0.8067674788,-1.1281040632,-0.0084343862
mihF:mihF_mutant_atc:2,-1.2234291064,-0.35608306430000003,-0.6831360421,0.08297598760000001
mihF:mihF_mutant_no_atc:1,0.8335932602,1.1868525768,0.013411866000000001,-0.8745594998
mihF:mihF_mutant_no_atc:2,0.5135504859,0.8319674449000001,0.1331694131,-0.1486128581
mihF:wt_atc:1,1.423382755,-0.0178275878,0.2011719502,0.09108098810000001
mihF:wt_atc:2,1.8016168204,0.5501858384,0.2601917391,-0.6959991872
mihF:wt_no_atc:1,-0.3396475174,0.1357408503,0.1943846186,0.1467422024
mihF:wt_no_atc:2,0.3396475174,-0.1357408503,-0.1943846186,-0.1467422024
mmpl3:mutant_no_ATC:1,0.37186249920000003,-0.107187848,-0.1185710647,-0.16756167230000002
mmpl3:mutant_no_ATC:2,-0.37186249920000003,0.107187848,0.1185710647,0.16756167230000002
mmpl3:mutant_with_ATC:1,6.1268574379,0.0702812663,-0.23536231870000002,0.5715597529
mmpl3:mutant_with_ATC:2,7.1171965649,-0.39822780080000003,-0.7107054726,-0.1116858699
mrsI:ko_iron_atc:1,0.5778970742,0.5258925481,0.17620680060000002,0.194813392
mrsI:ko_iron_atc:2,0.1376329986,0.2814902729,-0.2484940054,0.49268712480000004
mrsI:ko_iron_no_atc:1,16.2196375453,1.5411482923,1.5928004225999999,-1.7524133068
mrsI:ko_iron_no_atc:2,14.180397145,1.675784149,1.5989205357,-1.7473339376
mrsI:ko_ox_atc:1,13.2952132398,1.7656199210999999,1.6333478049,-1.585731285
mrsI:ko_ox_atc:2,16.1307409771,1.3780432612,1.5495745053999999,-1.9815158603
mrsI:ko_ox_no_atc:1,6.2787911731,-0.1283708754,1.8229714193,1.0547788164
mrsI:ko_ox_no_atc:2,7.3747147852,-0.0763592503,1.7284092517,0.9421271533000001
mrsI:ko_sds_atc:1,7.1977351707,-0.0443998409,1.7000039034,0.9907465593
mrsI:ko_sds_atc:2,6.4278296706999996,-0.28027461130000003,1.7452878553,1.0713258122
mrsI:ko_sds_no_atc:1,0.3381496351,0.5991405469000001,0.0455817024,0.0301668797
mrsI:ko_sds_no_atc:2,0.4130664576,0.3364841867,-0.2578106337,0.6247421871000001
mrsI:wt_iron_atc:1,-0.08125445910000001,0.0873836827,-0.1292127213,0.0926178758
mrsI:wt_iron_atc:2,0.2241171059,0.5539336082,0.16655562710000002,-0.3097753285
mrsI:wt_iron_no_atc:1,19.0550904227,1.756942985,1.7442541493000001,-1.7320516309
mrsI:wt_iron_no_atc:2,15.5017586489,2.336404383,1.5791195581,-1.5145576917999999
mrsI:wt_ox_atc:1,18.9795321462,1.753881833,1.7848655849,-2.0440236225
mrsI:wt_ox_atc:2,15.6330419649,2.1826202337,1.4649792272,-1.4596182772000001
mrsI:wt_ox_noatc:1,8.0517771022,-0.5507063976000001,1.429443188,0.9316472679000001
mrsI:wt_ox_noatc:2,8.4881299961,-0.5377722049,1.6880779657,0.9492151946
mrsI:wt_sds_atc:1,9.2459632866,-0.29297384390000003,1.3728024174,0.7891093048000001
mrsI:wt_sds_atc:2,8.2542638035,-0.1654054753,1.5403771871,0.8669749646
mrsI:wt_sds_no_atc:1,0.014717076,-0.1866631309,-0.1667863422,0.2688071969
mrsI:wt_sds_no_atc:2,-0.014717076,0.1866631309,0.1667863422,-0.2688071969
nitrate:control:1,-0.0085408589,0.0767479294,0.058143042400000004,-0.016116194400000002
nitrate:control:2,0.0085408589,-0.0767479294,-0.058143042400000004,0.016116194400000002
p218:0_days_.1:1,3.797044475,-0.5169742918,-0.6455556078,0.2788807317
p218:0_days_.1:2,-0.3973343037,-0.1594402899,-0.1392930897,-0.1678514757
p218:0_days_.1:3,3.9051551979,-0.2016002774,-0.5200348043,0.11330640680000001
p218:0_days_.1:4,3.9348121,-0.48295289140000003,-0.5543400281,0.2630967994
p218:0_days_control:1,-0.0075763767,-0.0623937285,-0.0837026881,0.0678642475
p218:0_days_control:2,-0.252909374,0.0016639628,0.0435601288,0.10243765040000001
p218:0_days_control:3,0.2717901884,0.0581433622,0.08699936450000001,-0.10415622890000001
p218:0_days_control:4,-0.0113044378,0.0025864035000000003,-0.0468568053,-0.066145669
p218:1_days_.1:1,2.5226231381,-0.2043106472,-0.3560810914,0.24232571300000003
p218:1_days_.1:2,2.5862787217000003,-0.2498509596,-0.2913206356,0.1152955481
p218:1_days_.1:3,1.9811362172,-0.1893477985,-0.4179370596,0.2064084901
p218:1_days_.1:4,2.5577891018,-0.2133585371,-0.2300582032,0.194727062
p218:1_days_control:1,-1.0401806845,-0.0386952449,-0.0327187804,-0.8055627867
p218:1_days_control:2,-1.1509846799,-0.29581443420000003,-0.0715555717,-0.512157657
p218:1_days_control:3,-1.443583427,-0.2300316239,-0.0665367223,-0.6163160377
p218:1_days_control:4,-1.7335852055,0.12540541,0.0699628898,-0.9922456244000001
patH-Cap:post_path_ctrl:1,-0.7523226336000001,-0.6362530531,0.3024324521,0.0803194794
patH-Cap:post_path_ctrl:2,-0.7844509487,-1.043578148,0.42602726290000004,-0.45403159130000004
patH-Cap:post_path_inh:1,-20.0655969369,-0.4807406743,-1.8514935495,0.78659634
patH-Cap:post_path_inh:2,-21.1917231795,-0.32995014640000003,-0.8967265815000001,-0.35234361340000003
patH-Cap:pre_path_ctrl:1,0.004651357300000001,-0.031376171200000004,0.14209848220000001,0.1292883663
patH-Cap:pre_path_ctrl:2,-0.004651357300000001,0.031376171200000004,-0.14209848220000001,-0.1292883663
patH-Cap:pre_path_inh:1,-19.7316181819,0.2670499617,-0.815363218,0.061770427100000004
patH-Cap:pre_path_inh:2,-19.3597802775,0.3985433551,-1.1880769507,0.0690477411
ppxx:double_mutant:1,0.0810448958,-0.0537422051,0.0891810459,0.0113381586
ppxx:double_mutant:2,-0.0810448958,0.0537422051,-0.0891810459,-0.0113381586
reactivation:day_1_reactivation:1,5.8214840678,-0.4269541284,-0.6947648217,-2.1666638208
reactivation:day_1_reactivation:2,6.0099035268,-0.5020253062,-0.6542913184,-1.8233495502000001
reactivation:day_1_reactivation:3,5.6936289213,-0.5213795533,-0.6508008203,-2.0221272423
reactivation:day_2_reactivation:1,5.6232225146,0.0053555692,-1.1184603611,-2.2143965268
reactivation:day_2_reactivation:2,5.6227157863,-0.0196425015,-1.0045960853,-2.1878487191
reactivation:day_2_reactivation:3,5.5455831789,0.0153878667,-0.9656957314000001,-1.9573023356
reactivation:day_3_reactivation:1,5.1479696138,0.9306973731,-1.0031484175,-2.2519531935
reactivation:day_3_reactivation:2,5.2295474827,1.1129212339,-1.0959527367,-2.2517847086
reactivation:day_3_reactivation:3,5.2015241322,0.9010969927,-1.1315883881,-2.2114873434
reactivation:day_4_reactivation:1,4.244406409,1.414204508,-1.1832545485,-1.8089939495
reactivation:day_4_reactivation:2,4.3550573826,1.3365262883,-0.8740395267000001,-2.0673943778
reactivation:day_4_reactivation:3,4.3626802822,1.3179251168000001,-1.0259525721,-2.0303073098
reactivation:days_0_persistence:1,-0.0256162724,0.0664940266,-0.0508391863,0.017908988
reactivation:days_0_persistence:2,0.0237753725,0.1647507521,0.0396761857,-0.0620865299
reactivation:days_0_persistence:3,0.0018408999,-0.23124477870000001,0.0111630006,0.0441775419
redox:intra_basal:1,-4.3884947243,1.8690216985,-0.3760794591,0.4056534175
redox:intra_basal:2,-2.7621683532,2.0633422337,0.2090908676,0.5637569866000001
redox:whib3_comp_4.5:1,1.6284946445,0.2972133242,0.9560882684,2.0959880147
redox:whib3_comp_4.5:2,6.6137618618000005,1.1337725814,0.9016776294000001,2.3442436648
redox:whib3_comp_6.6:1,5.3587856354,-0.41457990380000004,-0.5423759987,-0.3526274132
redox:whib3_comp_6.6:2,-0.6424066633000001,-1.234972032,-0.8679481922000001,0.20540960830000002
redox:whib3_ko_4.5:1,5.3969167227,0.7191650115,1.3908712265,1.8185059397
redox:whib3_ko_4.5:2,6.0374384159,0.8097768513,1.1798094766,1.7862861275
redox:wt_4.5:1,-2.8400327809,-0.6176486962000001,0.8866107710000001,-0.2043258959
redox:wt_4.5:2,-1.9231616902000002,-0.5229567528,0.9969102618000001,-1.3526198559
redox:wt_6.6:1,-0.0700407952,0.0245831499,0.0603464467,0.0393799172
redox:wt_6.6:2,0.0700407952,-0.0245831499,-0.0603464467,-0.0393799172
resus:day_1_run_1:1,-0.0121793688,-0.0353305732,0.0794976646,-0.0227992898
resus:day_1_run_1:2,0.0121793688,0.0353305732,-0.0794976646,0.0227992898
resus:day_4_run_1:1,-0.9570662941,0.20931731520000002,-0.4909002167,-0.26095628660000003
resus:day_4_run_1:2,-0.7708877302,-0.2080782398,-0.424735697,-0.4761787179
rho:00h_DUC:1,0.2981879328,-0.1091632434,0.1097478702,-0.1409936382
rho:00h_DUC:2,-0.2981879328,0.1091632434,-0.1097478702,0.1409936382
rho:00h_DUC_1:1,-1.9113027194,-0.29879733540000003,-0.597780178,-1.1586409359
rho:00h_DUC_1:2,-1.8978619603,-0.37888016,-0.6840993390000001,-1.101632472
rho:01.5_DUC:1,-3.5090079274,-0.9174397951000001,-0.696060121,-1.1194599263
rho:01.5_DUC:2,-3.1607421892,-0.62405259,-0.5213000824,-0.9559836296
rho:01.5h_DUC_ATC:1,0.3016067777,0.0245347715,-0.08669760700000001,0.0674240842
rho:01.5h_DUC_ATC:2,1.1453925013,0.2383985107,0.0502604852,0.187859894
rho:03_DUC:1,-0.8158119244,-0.48314991360000004,-0.3649518249,-1.2649184011
rho:03_DUC:2,-3.0875518894,-0.7760002503000001,-0.7419699666,-0.8867098956
rho:03h_DUC_ATC:1,2.2498248787,0.2930663,0.1001699674,0.45555289720000003
rho:03h_DUC_ATC:2,2.3272404616,0.14320104590000002,0.0572813743,-0.0221390048
rho:06h_DUC_ATC:1,2.1774523095,-0.2963153166,0.1398662903,0.8738691857
rho:06h_DUC_ATC:2,3.7924788405000003,0.13413236650000002,0.1616712324,0.8488165972
rho:06h_WT_ATC:1,1.0145530939,0.057568832800000004,0.48072056690000003,0.1716761598
rho:06h_WT_ATC:2,1.2005276959,-0.2613296157,0.3004824231,-0.6066500271
rho:09_DUC:1,8.7249379904,-1.2580678446,-1.8314547722999999,0.3735496202
rho:09_DUC:2,7.7126751644,-1.2402895711,-1.6284128192,0.5359182822
rho:09h_DUC_ATC:1,9.5888180853,-0.3721182334,-0.7921907709,1.3683664959000001
smx:0_days_12.5:1,0.2429526233,0.2538999827,-0.1010733676,0.09125624930000001
smx:0_days_12.5:2,0.4165804086,0.217690094,0.0839458485,0.020065302
smx:0_days_12.5:3,0.0892043836,0.1495730837,-0.0627183452,0.1583781823
smx:0_days_control:1,-0.0733963495,0.0395738083,-0.0461082871,-0.0709820127
smx:0_days_control:2,-0.0471655152,-0.0028696145,0.053492343000000005,0.049672932600000004
smx:0_days_control:3,0.1205618648,-0.0367041938,-0.0073840559,0.02130908
smx:1_days_12.5:1,-1.9021690191,0.2467737659,0.5567677043,-0.11004793040000001
smx:1_days_12.5:2,-1.7744852184000002,0.2629083614,0.6579426868,-0.0802480699
smx:1_days_12.5:3,-1.3756182653,0.3000288634,0.5837301998000001,-0.057847118600000004
smx:1_days_control:1,-0.6808078975,0.4488372305,0.28009529780000003,0.1193048963
smx:1_days_control:2,-0.8581498273,0.4873111438,0.3447215936,0.0423328672
smx:1_days_control:3,-1.0311761088,0.3777473561,0.2031560362,-0.095896778
sq109:0_days_3:1,-0.9932098508,-0.2174735385,0.2504136564,0.16247142350000002
sq109:0_days_3:2,-1.0358281186,0.36314216850000003,0.0610109426,0.0095871255
sq109:0_days_3:3,-1.1128500403000001,0.4257979277,0.0267658541,-0.0013271822
sq109:0_days_3:4,-0.9966599328,-0.08506588970000001,0.32570430570000003,0.0094451199
sq109:0_days_control:1,-0.0735743586,-0.1094226107,0.0117265333,0.13051296810000002
sq109:0_days_control:2,0.5610756719000001,0.1888201572,0.0860353034,-0.030096636700000002
sq109:0_days_control:3,0.6323615216,0.2660951988,-0.0325854474,-0.1869835646
sq109:0_days_control:4,-1.119862835,-0.3454927453,-0.0651763893,0.08656723320000001
sq109:1_days_3:1,-0.8743599774,-0.1057553425,0.3306139132,-0.10242436790000001
sq109:1_days_3:2,-1.3528463765,0.3465990749,0.0214118562,-0.12645974670000001
sq109:1_days_3:3,-1.1198603878,0.4230303445,0.2026196632,-0.022414270700000002
sq109:1_days_3:4,-1.293018481,-0.27039847910000003,0.2215873234,-0.022345471800000002
sq109:1_days_control:1,-0.528727464,-0.1599338652,0.08288130760000001,-0.0387534184
sq109:1_days_control:2,0.45930455130000003,0.30531390480000004,0.0920589599,-0.1325740907
sq109:1_days_control:3,-0.9636711599000001,-0.0784958986,0.0662544179,-0.12032934420000001
sq109:1_days_control:4,0.7394504931,0.2820096098,0.11138009800000001,0.0364965952
stress:.1_butyrate:1,2.5843866702,0.4321038099,0.07117078460000001,0.41514176340000003
stress:.1_butyrate:2,4.0728129375,0.8462136371000001,-0.0519953821,0.09127048980000001
stress:.1_butyrate:3,3.5133401929,1.0764116743,0.24354113670000002,1.1547892244
stress:.4_gluc:1,-1.0259900426,0.1539979049,-0.2980309826,0.0179283116
stress:.4_gluc:2,-0.031160717600000002,-0.0654993322,0.2036348351,0.39564191
stress:.4_gluc:3,1.0571507601,-0.0884985727,0.0943961475,-0.4135702216
stress:1_days_low_iron:1,-3.8006560931999998,-0.20908008,0.3594548645,0.45066804330000004
stress:1_days_low_iron:2,-4.5355895421,-0.6843685056000001,0.5679372714,0.24547845580000002
stress:1_days_low_iron:3,-4.6015385233,0.27664916300000003,0.6186545077,0.6111098252
stress:7_days_low_iron:1,-13.290190226,-0.8467687902000001,0.7581424131000001,1.8056664069
stress:7_days_low_iron:2,-11.7838511305,-0.7515350103,0.7043952859,1.5981079886
stress:7_days_low_iron:3,-11.8423561537,-0.6398358754,0.7925828464,1.715474417
stress:gluc_butyrate:1,-3.2108017692,0.9185190534000001,-0.20347642370000002,0.4886596005
stress:gluc_butyrate:2,-2.8801826867,0.9370575879,0.2317319333,-0.2055923087
stress:gluc_butyrate:3,-2.2435322154,0.4828537483,-0.3366532129,0.1923818968
stress:high_iron:1,-5.6131463534,1.4036426685,-0.4095956261,0.9838779945
stress:high_iron:2,-5.4891107529,1.5416856813000002,-0.120898712,0.954616502
stress:high_iron:3,-6.0351513881,1.371900922,-0.1597832454,1.19994382
stress:tolox_ph_7:1,-6.0480290042,-0.0620212013,-0.2289935377,1.2516400583
stress:tolox_ph_7:2,-6.0652073380000004,0.27708825330000003,-0.5998645915,1.0271991263
sutez:0_days_5.6:1,0.3015247826,0.2474274437,-0.0231405474,0.053714734800000004
sutez:0_days_5.6:2,0.7763719966,0.3339165555,0.1104269636,0.36677316520000003
