,A,SigM
SRX5278717,-3.070775975575589,-0.2235524388666388
SRX5278718,3.4977654554969644,0.2253024768585297
SRX5278719,11.202488263787238,2.23451782360595
SRX5278720,3.344593187398465,0.9029197866536602
SRX5278721,8.488667235925037,1.598929989035411
SRX1254783,-13.855412255671276,-1.9773579915113269
SRX1254784,-12.480646190980456,-1.9245455285416675
SRX1254785,-11.653154721000679,-1.6557682390616044
SRX1254786,-12.804148515301142,-1.815956361595143
SRX1473807,-0.2326415333620813,-0.060450827654496386
SRX1473808,0.34071345199057645,0.06864555178700371
SRX1473809,-0.10807191862848116,-0.008194724132503772
SRX7520944,-0.4557037383339401,-0.4085696203895601
SRX7520945,0.2261198686930665,0.12841549913188288
SRX7520946,0.024109190995011374,0.13810062633283504
SRX7520947,0.20547467864585964,0.14205349492484487
SRX7520948,0.4337559101248909,0.9171157675429624
SRX7520949,0.2338462737840039,1.0393412170601437
SRX7520950,0.5890968304231928,0.6449567824655738
SRX7520951,0.5223945836197579,0.6508443487937905
SRX959206,-2.2626146144438053,0.18343340011983766
SRX959207,-3.732569293934185,-0.014346876646297526
SRX959208,-2.964904255422495,0.3597420715680117
SRX959209,-2.5313300565750394,-0.1330062598135182
SRX959210,-1.232873467408633,-0.3640141377857296
SRX959211,-1.2984668895427478,-0.3568772340455455
SRX959212,0.5664560062118557,0.19530235549540986
SRX959213,-0.5775197941635845,0.06678293584845196
SRX959214,0.25029324907954115,0.02519292810926199
SRX959215,-0.5017255814217207,0.1709982999053814
SRX959216,0.7180652547353625,-0.1713161131074541
SRX959217,-0.4555691344414704,-0.28696040625105196
SRX3269802,2.675944984573732,0.3092667099303705
SRX3269803,-2.6759449845737184,-0.3092667099303705
SRX3269804,-3.88752817616886,-0.5065432492012434
SRX3269805,1.2319433768524954,0.2441795601507524
SRX3269806,-3.408319886177652,-0.600257029816623
SRX3269807,-17.50911606357215,-3.6020094151772923
SRX3269808,-18.503206740448235,-3.949869131362292
SRX3269809,-15.420786451109734,-3.4485830883856075
SRX3269810,-17.38570079528375,-3.025033691734242
SRX3269811,-17.614254579268962,-3.2560613293351914
SRX2529102,-0.9907417192880098,-0.048684405009050025
SRX2529103,0.9907417192880223,0.04868440500905091
SRX2529104,-1.0879433781194487,-0.05990503646668355
SRX2529105,1.416401766488027,0.2703606929635161
ERX1981712,0.2558636987378069,-1.5362927733508511
ERX1981713,1.5682402920275813,-1.6833590721127558
ERX1981714,1.0369181144964488,-1.8611241632792348
ERX1981715,-2.552946015902668,-0.5078205002412446
ERX1981716,1.2295139501995878,0.22747891979965476
ERX1981717,1.323432065703087,0.28034158044158985
ERX2274784,-1.3230444082246506,-0.2924931481304611
ERX2274785,-2.4269381419567373,-0.9876906484057192
ERX2274786,-2.1450674724127032,-0.7088844566688142
ERX2274787,0.8650149178677126,0.08132043535421117
ERX2274788,-0.039763845086561216,0.17987758879232896
ERX2274789,6.800275718029474,1.1462934487973362
ERX2274790,4.860515158368073,0.33808109266056263
ERX2274791,-0.2476327298408088,-0.4729707630985631
ERX2274792,0.4494046195877075,-0.2828105454110803
ERX2274793,2.2412255173047173,0.2811411191290212
ERX2274794,6.135084301041776,0.8242437164081586
ERX2274795,1.7889573629628257,0.5482020978993507
ERX2274796,5.3701811902103485,0.5006019372575174
ERX2274797,-2.80641689481584,-0.08966846991387101
ERX2274798,-2.563764295394512,-0.4109334673436456
ERX2274799,-0.16372843043648092,0.2812457692500985
ERX2274800,7.092797752140276,1.4727265189660599
ERX2274801,0.7219983336673659,0.043226365745086426
ERX1819430,4.172249207002895,0.3813913503533373
ERX1819431,4.563921638522947,0.2386296915012069
ERX1819432,3.035963935496935,0.10442190008025776
ERX1819433,2.258724150081556,-0.1442340633912096
ERX1819434,2.590634052700309,0.0974817502276082
ERX1819435,12.273672552658258,1.329229472917696
ERX1819436,3.7407862987377816,0.10617753120795648
ERX1819437,12.37005661680191,1.321348555483313
ERX1819438,-1.997658170857524,-0.2354164644339747
ERX1819439,6.324014791306378,0.5613957894862907
ERX1819440,-1.4483194354470177,-0.15022986120007964
ERX1819441,7.095841245952682,0.5414909249197972
ERX1819442,-0.5929758818427869,0.1379347142063656
ERX1819443,0.9519632288279202,0.12868775649380734
ERX1819444,-0.4107690442139238,0.3036932720731977
ERX1819445,-0.0107075469116814,0.016346209796539668
ERX3440914,-0.2479598883851529,0.24421815836234104
ERX3440915,0.0783863017995816,-0.11475233744966662
ERX3440916,0.4750534146281625,-0.4044883121945437
ERX3440917,-0.9875521851538696,-0.39541506682975397
ERX3440918,-0.2615661383063597,-1.0675258545494932
ERX3440919,-0.40590945033998416,-1.2486673515215363
ERX3440920,-0.5172795273998081,-1.2670163991368175
ERX3440921,5.514516940395696,-0.2301627115753941
ERX3440922,5.692116888136786,-0.265701488465659
ERX3440923,3.9619681133803697,-0.4537570419848329
ERX3440924,4.7502792505667,-0.27270464845201925
ERX3440925,-0.04848031663819627,-0.13601620550038973
ERX3440926,4.66224975862094,0.25730528592791035
ERX3440927,4.670965108539831,0.10782678750873932
ERX3440928,2.706665671972741,-0.23468184567559905
ERX3440929,2.9104104452824515,-0.2234221212302323
ERX3440930,2.4761213283452728,-0.1389382838620552
ERX3440931,6.369103062202464,-0.8159514875901871
ERX3440932,5.1266831716615116,-0.5889297673624228
ERX3440933,7.273662179389242,-0.5040599492953097
ERX3440934,3.9088558662388726,-0.4490332201464256
ERX3440935,4.3443776366802185,-0.6286500829023325
ERX3440936,0.2964402050233477,-0.10820195286195487
ERX3440937,4.119315246869213,-0.5001262413538736
ERX3440938,0.6938453483526722,-0.05135510905016094
ERX3440939,-0.08882906539543824,-0.3099821988014275
ERX3440940,-1.9845444743379548,-1.2593216237907328
ERX3440941,0.4321392806815293,-0.3573851393163947
ERX3440942,-2.2196655499619373,-1.0976985319300638
ERX3440943,0.5733829195872286,-0.3823536677588537
SRX5347612,-3.4148546105007833,-0.6147181811372809
SRX5347613,1.2753320815105518,0.15369936152835614
SRX5347614,2.1395225289902307,0.4610188196089258
SRX5347615,-2.7047182600329442,-0.4681885168080768
SRX5347616,-2.4905023518268092,-0.204679115400487
SRX5347617,-3.8632824974245694,-0.21468402840500467
SRX5347618,0.2038724342241533,0.023414517096647103
SRX5347619,-1.858579888332428,-0.2312551152971132
SRX5347620,-1.874683498739612,-0.06766280087362464
SRX5347621,-4.473520483586157,-0.24059886290776955
SRX5347622,-3.2934290888782782,-0.18898276068985886
SRX5347623,-3.810773025905769,-0.1711048040781611
SRX8170783,-0.39350518964429604,0.13312371743235207
SRX8170784,0.570967327160795,-0.14860323102504225
SRX8170785,-0.17746213751648973,0.015479513592689287
SRX8170786,6.015956486994193,1.069579288597062
SRX8170787,5.380450077945981,0.8508027791718701
SRX8170788,6.435553150885602,1.176709614442542
SRX5177009,-5.034293727737858,-2.0060711615536384
SRX5177010,-5.150284774978399,-1.8049810129661648
SRX5177011,-6.390881689623986,-1.948976472860532
SRX5177012,-6.395632060431086,-2.024338247844425
SRX7354731,-0.6501593633200404,-0.13480794117301276
SRX7354732,0.6501593633200403,0.13480794117301365
SRX7354733,8.433562710948465,-0.2193727460762398
SRX7354734,10.166370183252738,-0.3781088494665825
SRX7354735,2.864439540005789,-0.7439562500936203
SRX7354736,3.9402690611452407,-0.5566811804784857
SRX7354737,1.0558313340661798,-0.9070178732036284
SRX7354738,-0.02913069624858375,-1.0890497192173374
SRX2508581,0.29946925999546264,0.030610954943359307
SRX2508582,-1.5932095120669487,-0.36333761735514347
SRX2508583,4.994168842063321,0.3981006158715825
SRX2508584,5.561728296523238,0.5708894124603363
SRX2508585,-0.03410156592614843,-0.1302348573240124
SRX2508586,-1.215070959672325,-0.03496993183830188
SRX2508587,4.5632512286851865,0.5142644094205515
SRX2508588,5.983168681913113,0.6379308803502886
SRX2508589,-0.26536769406931066,0.09962390238065401
SRX2508590,-1.6612248903508535,0.03206968762910467
SRX2508591,4.792703159443153,0.312014912194873
SRX2508592,4.7460861522659625,0.4051997639261229
SRX1736086,3.143634908471047,0.05345104370469489
SRX1736087,-1.4861819312190965,0.14338655190638372
SRX1736088,-1.657452977251958,-0.19683759561107728
SRX1736089,-3.36826428073758,-1.8461914320421229
SRX1736090,-3.4388645772789967,-1.36011736546561
SRX1736091,-3.9490635493197903,-2.0516186762749116
SRX1736092,0.1746254442426207,0.10737707125811502
SRX1736093,-0.4739413278991465,-0.11717899207376935
SRX1736094,8.997793881872393,0.2156736884870214
SRX1736095,-2.06506930757065,-1.5241894956260265
SRX1736096,-2.582865318434705,-1.503152703723654
SRX1736097,-3.721114712741064,-2.2505409958091853
SRX7176371,0.9844471668643132,0.01975205764777144
SRX7176372,-0.209711827652987,0.027391236992526657
SRX7176373,-0.7747353392113362,-0.04714329464029987
SRX7176374,9.785137675009707,1.3702513646265668
SRX7176375,9.462210484273974,1.2653740406441552
SRX7176376,9.101088854156163,1.012377689535958
