,A,RpoS
SRX7291199,0.2950526163,0.3029605819
SRX7291200,-0.8445863425,0.22128953710000002
SRX7291201,15.3099799449,0.5729494946
SRX7291202,15.3573860409,0.8031390428
SRX7291203,14.7973616054,0.5992687779
SRX7291204,0.3588178729,-0.2291631891
SRX7291205,0.34404254710000004,-0.18907728040000002
SRX7291206,1.7164540173,-0.1244349435
SRX2436955,3.7136560946,1.097039597
SRX2436956,-18.2903204026,-0.9273947829
SRX2436957,-20.61704489,-1.0439189205
SRX2436958,-13.9391840735,-0.8374599219000001
SRX2436959,0.4096977352,-0.0241568321
SRX2436960,-9.080138356399999,-0.0860494442
SRX2436961,-7.5669596586,-0.2103483814
SRX2436962,-13.7597693032,-0.7525754931
SRX2436963,-5.6815599070000005,-0.0423046222
SRX2436964,-13.3924801213,-2.0566938058
SRX2436965,-36.6640368066,-0.9828317065000001
SRX2436966,-14.1138531187,-0.5097708088
SRX2436967,-8.6616162297,-0.2337895701
SRX2436969,-5.9592653785,0.5081283672
SRX2436970,-14.2750797062,-0.47408949180000004
SRX2436971,-5.6990656404,-0.6043009345
SRX2437029,-13.8874015874,-0.6240025128000001
SRX2437030,3.1514346766,0.9201684831
SRX2437031,-2.6158118915,0.4262621594
SRX2437032,-1.5107695891000001,-0.0907873793
SRX2437033,4.6304567954,-0.6271696783
SRX2437034,-36.5541891048,-0.9878038137
SRX2437035,-6.5714604171,0.1061579939
SRX2437036,-5.7532986295,0.0811030881
SRX2437037,-12.7429872699,-1.4706241186
SRX2437038,-13.1764024416,-0.4671100716
SRX2437039,0.9635795619,0.291305217
SRX2437040,-7.6834170515,0.0806200884
SRX2437041,3.669993835,1.2349298928
SRX2437042,2.3630610043,-0.5168503485
SRX2437043,-13.2829589423,-1.5198680512
SRX2437044,7.4006116694,0.0755731168
SRX4705203,-1.9386253078000002,0.6045900864
SRX4705204,10.2370757561,0.6665521292000001
SRX4705205,10.8763343161,0.5463657323000001
SRX4705206,11.1736545842,0.6278999625
SRX4705207,-15.1143008431,1.5070312818
SRX4705208,-20.873510664,0.8280153045
SRX4705209,-13.4372657676,1.5406839391
SRX4705210,-4.1369522726,2.2125833362
SRX4705211,-5.9312667976,1.7876219128000002
SRX4705212,-5.4317194942,1.9715246501
SRX4705213,-2.4038578728,-0.2027626566
SRX4705214,-1.7188916923000002,-0.1722772558
SRX4705215,2.4276325003,-0.0238262804
SRX4705216,-2.0492418456,-0.3323414589
SRX4705217,1.5978284716,0.09276473390000001
SRX4705218,2.1465304387,0.6384429179000001
SRX4705219,7.5741621956,1.0306032465
SRX4705220,7.563839412,1.0620790756
SRX4705221,14.6316331682,1.1761166277
SRX4705222,9.0992434989,1.0781661632
SRX4705223,-1.9563234985,0.5970242542
SRX4705224,-3.0614111622,0.41313108940000004
SRX4705225,5.4719016978,0.6560503050000001
